year,loc,loccode,lat,lon
2013,"Portageville, MO",75,36.4253,-89.6995
2014,"Portageville, MO",75,36.4253,-89.6995
2015,"Portageville, MO",75,36.4253,-89.6995
2016,"Portageville, MO",75,36.4253,-89.6995
2017,"Portageville, MO",75,36.4253,-89.6995
2018,"Portageville, MO",75,36.4253,-89.6995
2019,"Portageville, MO",75,36.4253,-89.6995
1989,"Poston, AZ",190,33.9906,-114.3963
1990,"Poston, AZ",190,33.9906,-114.3963
1991,"Poston, AZ",190,33.9906,-114.3963
1980,"Ridgley, TN",168,36.2634,-89.4879
1980,"Rocky Mount, NC",37,35.9382,-77.7905
1981,"Rocky Mount, NC",37,35.9382,-77.7905
1998,"Rocky Mount, NC",37,35.9382,-77.7905
1999,"Rocky Mount, NC",37,35.9382,-77.7905
2000,"Rocky Mount, NC",37,35.9382,-77.7905
2001,"Rocky Mount, NC",37,35.9382,-77.7905
2005,"Rocky Mount, NC",37,35.9382,-77.7905
2006,"Rocky Mount, NC",37,35.9382,-77.7905
2012,"Rocky Mount, NC",37,35.9382,-77.7905
2013,"Rocky Mount, NC",37,35.9382,-77.7905
2014,"Rocky Mount, NC",37,35.9382,-77.7905
2015,"Rocky Mount, NC",37,35.9382,-77.7905
2016,"Rocky Mount, NC",37,35.9382,-77.7905
2017,"Rocky Mount, NC",37,35.9382,-77.7905
2018,"Rocky Mount, NC",37,35.9382,-77.7905
2019,"Rocky Mount, NC",37,35.9382,-77.7905
1990,"Rohwer, AR",93,33.7609,-91.2757
1992,"Rohwer, AR",93,33.7609,-91.2757
1980,"Safford, AZ",46,32.834,-109.7076
1980,"Safford, AZ",179,32.834,-109.7076
1981,"Safford, AZ",46,32.834,-109.7076
1981,"Safford, AZ",179,32.834,-109.7076
1982,"Safford, AZ",46,32.834,-109.7076
1982,"Safford, AZ",179,32.834,-109.7076
1983,"Safford, AZ",46,32.834,-109.7076
1984,"Safford, AZ",46,32.834,-109.7076
1984,"Safford, AZ",160,32.834,-109.7076
1985,"Safford, AZ",160,32.834,-109.7076
1985,"Safford, AZ",185,32.834,-109.7076
1986,"Safford, AZ",46,32.834,-109.7076
1987,"Safford, AZ",46,32.834,-109.7076
1987,"Safford, AZ",160,32.834,-109.7076
1988,"Safford, AZ",160,32.834,-109.7076
1989,"Safford, AZ",160,32.834,-109.7076
1990,"Safford, AZ",46,32.834,-109.7076
1991,"Safford, AZ",46,32.834,-109.7076
1992,"Safford, AZ",160,32.834,-109.7076
1992,"Safford, AZ",6,32.834,-109.7076
1993,"Safford, AZ",160,32.834,-109.7076
1993,"Safford, AZ",6,32.834,-109.7076
1994,"Safford, AZ",6,32.834,-109.7076
1995,"Safford, AZ",160,32.834,-109.7076
1995,"Safford, AZ",6,32.834,-109.7076
1996,"Safford, AZ",160,32.834,-109.7076
1996,"Safford, AZ",6,32.834,-109.7076
1997,"Safford, AZ",160,32.834,-109.7076
1997,"Safford, AZ",6,32.834,-109.7076
1998,"Safford, AZ",160,32.834,-109.7076
1998,"Safford, AZ",6,32.834,-109.7076
1999,"Safford, AZ",6,32.834,-109.7076
2000,"Safford, AZ",6,32.834,-109.7076
2001,"Safford, AZ",160,32.834,-109.7076
1980,"Saint Joseph, LA",24,31.9184,-91.2335
1981,"Saint Joseph, LA",24,31.9184,-91.2335
1982,"Saint Joseph, LA",24,31.9184,-91.2335
1983,"Saint Joseph, LA",24,31.9184,-91.2335
1984,"Saint Joseph, LA",24,31.9184,-91.2335
1985,"Saint Joseph, LA",24,31.9184,-91.2335
1986,"Saint Joseph, LA",24,31.9184,-91.2335
1987,"Saint Joseph, LA",24,31.9184,-91.2335
1988,"Saint Joseph, LA",24,31.9184,-91.2335
1989,"Saint Joseph, LA",24,31.9184,-91.2335
1990,"Saint Joseph, LA",24,31.9184,-91.2335
1991,"Saint Joseph, LA",24,31.9184,-91.2335
1992,"Saint Joseph, LA",24,31.9184,-91.2335
1993,"Saint Joseph, LA",24,31.9184,-91.2335
1994,"Saint Joseph, LA",24,31.9184,-91.2335
1995,"Saint Joseph, LA",24,31.9184,-91.2335
1996,"Saint Joseph, LA",24,31.9184,-91.2335
1997,"Saint Joseph, LA",24,31.9184,-91.2335
1998,"Saint Joseph, LA",24,31.9184,-91.2335
2000,"Saint Joseph, LA",24,31.9184,-91.2335
2001,"Saint Joseph, LA",24,31.9184,-91.2335
2002,"Saint Joseph, LA",24,31.9184,-91.2335
2003,"Saint Joseph, LA",24,31.9184,-91.2335
2004,"Saint Joseph, LA",24,31.9184,-91.2335
2005,"Saint Joseph, LA",24,31.9184,-91.2335
2007,"Saint Joseph, LA",24,31.9184,-91.2335
2008,"Saint Joseph, LA",24,31.9184,-91.2335
2010,"Saint Joseph, LA",24,31.9184,-91.2335
2011,"Saint Joseph, LA",24,31.9184,-91.2335
2012,"Saint Joseph, LA",24,31.9184,-91.2335
2013,"Saint Joseph, LA",24,31.9184,-91.2335
2014,"Saint Joseph, LA",24,31.9184,-91.2335
2015,"Saint Joseph, LA",24,31.9184,-91.2335
2016,"Saint Joseph, LA",24,31.9184,-91.2335
2018,"Saint Joseph, LA",24,31.9184,-91.2335
2019,"Saint Joseph, LA",24,31.9184,-91.2335
1980,"Salome, AZ",173,33.7582,-113.6147
1982,"Salome, AZ",173,33.7582,-113.6147
1983,"Salome, AZ",173,33.7582,-113.6147
1984,"Salome, AZ",173,33.7582,-113.6147
1986,"Salome, AZ",173,33.7582,-113.6147
1981,"Sand Mountain, AL",32,32.8548,-86.9125
1981,"Shafter, CA",1,35.5005,-119.2718
1982,"Shafter, CA",1,35.5005,-119.2718
1983,"Shafter, CA",1,35.5005,-119.2718
1984,"Shafter, CA",1,35.5005,-119.2718
1985,"Shafter, CA",1,35.5005,-119.2718
1986,"Shafter, CA",1,35.5005,-119.2718
1987,"Shafter, CA",1,35.5005,-119.2718
1988,"Shafter, CA",1,35.5005,-119.2718
1989,"Shafter, CA",1,35.5005,-119.2718
1990,"Shafter, CA",1,35.5005,-119.2718
1991,"Shafter, CA",1,35.5005,-119.2718
1992,"Shafter, CA",1,35.5005,-119.2718
1993,"Shafter, CA",1,35.5005,-119.2718
1994,"Shafter, CA",1,35.5005,-119.2718
1995,"Shafter, CA",1,35.5005,-119.2718
1996,"Shafter, CA",1,35.5005,-119.2718
1997,"Shafter, CA",1,35.5005,-119.2718
1998,"Shafter, CA",1,35.5005,-119.2718
1999,"Shafter, CA",1,35.5005,-119.2718
2000,"Shafter, CA",1,35.5005,-119.2718
2002,"Shafter, CA",1,35.5005,-119.2718
1999,"Starkville, MS",24,33.4504,-88.8184
2001,"Starkville, MS",67,33.4504,-88.8184
2005,"Starkville, MS",67,33.4504,-88.8184
2006,"Starkville, MS",67,33.4504,-88.8184
2007,"Starkville, MS",67,33.4504,-88.8184
2008,"Starkville, MS",67,33.4504,-88.8184
2009,"Starkville, MS",67,33.4504,-88.8184
2010,"Starkville, MS",67,33.4504,-88.8184
2011,"Starkville, MS",67,33.4504,-88.8184
2012,"Starkville, MS",67,33.4504,-88.8184
2013,"Starkville, MS",67,33.4504,-88.8184
2014,"Starkville, MS",67,33.4504,-88.8184
2015,"Starkville, MS",67,33.4504,-88.8184
2016,"Starkville, MS",67,33.4504,-88.8184
2017,"Starkville, MS",67,33.4504,-88.8184
2018,"Starkville, MS",67,33.4504,-88.8184
2019,"Starkville, MS",67,33.4504,-88.8184
1980,"Stoneville, MS",25,33.424,-90.9151
1981,"Stoneville, MS",25,33.424,-90.9151
1982,"Stoneville, MS",25,33.424,-90.9151
1983,"Stoneville, MS",25,33.424,-90.9151
1984,"Stoneville, MS",25,33.424,-90.9151
1985,"Stoneville, MS",25,33.424,-90.9151
1986,"Stoneville, MS",25,33.424,-90.9151
1987,"Stoneville, MS",25,33.424,-90.9151
1988,"Stoneville, MS",25,33.424,-90.9151
1989,"Stoneville, MS",25,33.424,-90.9151
1990,"Stoneville, MS",25,33.424,-90.9151
1991,"Stoneville, MS",25,33.424,-90.9151
1992,"Stoneville, MS",25,33.424,-90.9151
1993,"Stoneville, MS",25,33.424,-90.9151
1994,"Stoneville, MS",25,33.424,-90.9151
1995,"Stoneville, MS",25,33.424,-90.9151
1996,"Stoneville, MS",25,33.424,-90.9151
1997,"Stoneville, MS",25,33.424,-90.9151
1998,"Stoneville, MS",25,33.424,-90.9151
1999,"Stoneville, MS",25,33.424,-90.9151
2000,"Stoneville, MS",25,33.424,-90.9151
2001,"Stoneville, MS",25,33.424,-90.9151
2002,"Stoneville, MS",25,33.424,-90.9151
2003,"Stoneville, MS",25,33.424,-90.9151
2004,"Stoneville, MS",25,33.424,-90.9151
2005,"Stoneville, MS",25,33.424,-90.9151
2006,"Stoneville, MS",25,33.424,-90.9151
2007,"Stoneville, MS",25,33.424,-90.9151
2008,"Stoneville, MS",25,33.424,-90.9151
2009,"Stoneville, MS",25,33.424,-90.9151
2010,"Stoneville, MS",25,33.424,-90.9151
2011,"Stoneville, MS",25,33.424,-90.9151
2012,"Stoneville, MS",25,33.424,-90.9151
2013,"Stoneville, MS",25,33.424,-90.9151
2014,"Stoneville, MS",25,33.424,-90.9151
2015,"Stoneville, MS",25,33.424,-90.9151
2016,"Stoneville, MS",25,33.424,-90.9151
2017,"Stoneville, MS",25,33.424,-90.9151
2018,"Stoneville, MS",25,33.424,-90.9151
2019,"Stoneville, MS",25,33.424,-90.9151
2005,"Suffolk, VA",166,36.7282,-76.5836
2006,"Suffolk, VA",166,36.7282,-76.5836
2007,"Suffolk, VA",166,36.7282,-76.5836
2008,"Suffolk, VA",166,36.7282,-76.5836
2009,"Suffolk, VA",166,36.7282,-76.5836
2010,"Suffolk, VA",166,36.7282,-76.5836
2012,"Suffolk, VA",166,36.7282,-76.5836
2014,"Suffolk, VA",166,36.7282,-76.5836
2015,"Suffolk, VA",166,36.7282,-76.5836
2016,"Suffolk, VA",166,36.7282,-76.5836
2017,"Suffolk, VA",166,36.7282,-76.5836
2018,"Suffolk, VA",166,36.7282,-76.5836
1982,"Thrall, TX",181,30.5905,-97.2969
1983,"Thrall, TX",181,30.5905,-97.2969
1984,"Thrall, TX",181,30.5905,-97.2969
1985,"Thrall, TX",181,30.5905,-97.2969
1986,"Thrall, TX",181,30.5905,-97.2969
1987,"Thrall, TX",181,30.5905,-97.2969
1988,"Thrall, TX",181,30.5905,-97.2969
1989,"Thrall, TX",181,30.5905,-97.2969
1990,"Thrall, TX",181,30.5905,-97.2969
1991,"Thrall, TX",181,30.5905,-97.2969
1992,"Thrall, TX",181,30.5905,-97.2969
1993,"Thrall, TX",181,30.5905,-97.2969
1994,"Thrall, TX",181,30.5905,-97.2969
1995,"Thrall, TX",181,30.5905,-97.2969
1997,"Thrall, TX",181,30.5905,-97.2969
1998,"Thrall, TX",181,30.5905,-97.2969
1999,"Thrall, TX",181,30.5905,-97.2969
2000,"Thrall, TX",181,30.5905,-97.2969
2001,"Thrall, TX",181,30.5905,-97.2969
2002,"Thrall, TX",181,30.5905,-97.2969
2003,"Thrall, TX",181,30.5905,-97.2969
2004,"Thrall, TX",181,30.5905,-97.2969
2005,"Thrall, TX",181,30.5905,-97.2969
2006,"Thrall, TX",181,30.5905,-97.2969
2007,"Thrall, TX",181,30.5905,-97.2969
2008,"Thrall, TX",181,30.5905,-97.2969
2009,"Thrall, TX",181,30.5905,-97.2969
2010,"Thrall, TX",181,30.5905,-97.2969
2011,"Thrall, TX",181,30.5905,-97.2969
2012,"Thrall, TX",181,30.5905,-97.2969
2013,"Thrall, TX",181,30.5905,-97.2969
2014,"Thrall, TX",181,30.5905,-97.2969
2015,"Thrall, TX",181,30.5905,-97.2969
2017,"Thrall, TX",181,30.5905,-97.2969
1980,"Tifton, GA",35,31.4505,-83.5085
1981,"Tifton, GA",35,31.4505,-83.5085
1987,"Tifton, GA",35,31.4505,-83.5085
1988,"Tifton, GA",35,31.4505,-83.5085
1989,"Tifton, GA",35,31.4505,-83.5085
1990,"Tifton, GA",35,31.4505,-83.5085
1991,"Tifton, GA",35,31.4505,-83.5085
1992,"Tifton, GA",35,31.4505,-83.5085
1993,"Tifton, GA",35,31.4505,-83.5085
1998,"Tifton, GA",35,31.4505,-83.5085
1999,"Tifton, GA",35,31.4505,-83.5085
2000,"Tifton, GA",35,31.4505,-83.5085
2001,"Tifton, GA",35,31.4505,-83.5085
2002,"Tifton, GA",35,31.4505,-83.5085
1992,"Tipton, OK",191,31.4505,-83.5085
1996,"Tipton, OK",191,31.4505,-83.5085
1997,"Tipton, OK",191,31.4505,-83.5085
1998,"Tipton, OK",191,31.4505,-83.5085
1999,"Tipton, OK",191,31.4505,-83.5085
2000,"Tipton, OK",191,31.4505,-83.5085
2001,"Tipton, OK",191,31.4505,-83.5085
2002,"Tipton, OK",191,31.4505,-83.5085
2003,"Tipton, OK",191,31.4505,-83.5085
2004,"Tipton, OK",191,31.4505,-83.5085
2005,"Tipton, OK",191,31.4505,-83.5085
2007,"Tipton, OK",191,31.4505,-83.5085
2008,"Tipton, OK",191,31.4505,-83.5085
2009,"Tipton, OK",191,31.4505,-83.5085
2012,"Tipton, OK",191,31.4505,-83.5085
2014,"Tipton, OK",191,31.4505,-83.5085
2018,"Tipton, OK",191,31.4505,-83.5085
1993,"Tranquility, CA",165,36.6488,-120.2527
1980,"Tunica, MS",26,34.6845,-90.3829
1981,"Tunica, MS",26,34.6845,-90.3829
2001,"Tunica, MS",26,34.6845,-90.3829
1981,"University Park, NM",7,32.2834,-106.7533
1982,"University Park, NM",7,32.2834,-106.7533
1983,"University Park, NM",7,32.2834,-106.7533
1984,"University Park, NM",7,32.2834,-106.7533
1985,"University Park, NM",7,32.2834,-106.7533
1986,"University Park, NM",7,32.2834,-106.7533
1987,"University Park, NM",7,32.2834,-106.7533
1988,"University Park, NM",7,32.2834,-106.7533
1989,"University Park, NM",7,32.2834,-106.7533
1990,"University Park, NM",7,32.2834,-106.7533
1991,"University Park, NM",7,32.2834,-106.7533
1992,"University Park, NM",7,32.2834,-106.7533
1993,"University Park, NM",7,32.2834,-106.7533
1994,"University Park, NM",7,32.2834,-106.7533
1995,"University Park, NM",7,32.2834,-106.7533
1996,"University Park, NM",7,32.2834,-106.7533
1997,"University Park, NM",7,32.2834,-106.7533
1998,"University Park, NM",7,32.2834,-106.7533
1999,"University Park, NM",7,32.2834,-106.7533
2000,"University Park, NM",7,32.2834,-106.7533
2001,"University Park, NM",7,32.2834,-106.7533
2005,"University Park, NM",7,32.2834,-106.7533
2008,"University Park, NM",7,32.2834,-106.7533
2010,"University Park, NM",7,32.2834,-106.7533
2011,"University Park, NM",7,32.2834,-106.7533
2012,"University Park, NM",7,32.2834,-106.7533
1980,"W Side Field Station, CA",132,36.3387,-120.1221
1981,"W Side Field Station, CA",132,36.3387,-120.1221
1982,"W Side Field Station, CA",132,36.3387,-120.1221
1983,"W Side Field Station, CA",132,36.3387,-120.1221
1984,"W Side Field Station, CA",132,36.3387,-120.1221
1985,"W Side Field Station, CA",132,36.3387,-120.1221
1986,"W Side Field Station, CA",132,36.3387,-120.1221
1987,"W Side Field Station, CA",132,36.3387,-120.1221
1988,"W Side Field Station, CA",132,36.3387,-120.1221
1989,"W Side Field Station, CA",132,36.3387,-120.1221
1990,"W Side Field Station, CA",132,36.3387,-120.1221
1991,"W Side Field Station, CA",132,36.3387,-120.1221
1992,"W Side Field Station, CA",132,36.3387,-120.1221
1993,"W Side Field Station, CA",132,36.3387,-120.1221
1994,"W Side Field Station, CA",132,36.3387,-120.1221
1995,"W Side Field Station, CA",132,36.3387,-120.1221
1996,"W Side Field Station, CA",132,36.3387,-120.1221
1997,"W Side Field Station, CA",132,36.3387,-120.1221
1998,"W Side Field Station, CA",132,36.3387,-120.1221
1999,"W Side Field Station, CA",132,36.3387,-120.1221
2000,"W Side Field Station, CA",132,36.3387,-120.1221
2002,"W Side Field Station, CA",132,36.33879,-120.11
1980,"Wenden, AZ",174,33.8225,-113.5416
1981,"Wenden, AZ",174,33.8225,-113.5416
1982,"Wenden, AZ",174,33.8225,-113.5416
1990,"Wenden, AZ",174,33.8225,-113.5416
1991,"Wenden, AZ",174,33.8225,-113.5416
1980,"Weslaco, TX",21,26.1595,-97.9908
1981,"Weslaco, TX",21,26.1595,-97.9908
1982,"Weslaco, TX",21,26.1595,-97.9908
1983,"Weslaco, TX",21,26.1595,-97.9908
1984,"Weslaco, TX",21,26.1595,-97.9908
1985,"Weslaco, TX",21,26.1595,-97.9908
1986,"Weslaco, TX",21,26.1595,-97.9908
1988,"Weslaco, TX",21,26.1595,-97.9908
1989,"Weslaco, TX",21,26.1595,-97.9908
1990,"Weslaco, TX",21,26.1595,-97.9908
1991,"Weslaco, TX",21,26.1595,-97.9908
1992,"Weslaco, TX",21,26.1595,-97.9908
1993,"Weslaco, TX",21,26.1595,-97.9908
1994,"Weslaco, TX",21,26.1595,-97.9908
1995,"Weslaco, TX",21,26.1595,-97.9908
1996,"Weslaco, TX",21,26.1595,-97.9908
1997,"Weslaco, TX",21,26.1595,-97.9908
1998,"Weslaco, TX",21,26.1595,-97.9908
1999,"Weslaco, TX",21,26.1595,-97.9908
2000,"Weslaco, TX",21,26.1595,-97.9908
2001,"Weslaco, TX",21,26.1595,-97.9908
2002,"Weslaco, TX",21,26.1595,-97.9908
2003,"Weslaco, TX",21,26.1595,-97.9908
2004,"Weslaco, TX",21,26.1595,-97.9908
2005,"Weslaco, TX",21,26.1595,-97.9908
2006,"Weslaco, TX",21,26.1595,-97.9908
2007,"Weslaco, TX",21,26.1595,-97.9908
2008,"Weslaco, TX",21,26.1595,-97.9908
2009,"Weslaco, TX",21,26.1595,-97.9908
2010,"Weslaco, TX",21,26.1595,-97.9908
2011,"Weslaco, TX",21,26.1595,-97.9908
2012,"Weslaco, TX",21,26.1595,-97.9908
2013,"Weslaco, TX",21,26.1595,-97.9908
2014,"Weslaco, TX",21,26.1595,-97.9908
2015,"Weslaco, TX",21,26.1595,-97.9908
2016,"Weslaco, TX",21,26.1595,-97.9908
2017,"Weslaco, TX",21,26.1595,-97.9908
2018,"Weslaco, TX",21,26.1595,-97.9908
2019,"Weslaco, TX",21,26.1595,-97.9908
1982,"Yuma, AZ",3,32.6927,-114.6277
1987,"Yuma, AZ",3,32.6927,-114.6277
1988,"Yuma, AZ",42,32.6927,-114.6277
1990,"Yuma, AZ",42,32.6927,-114.6277
1991,"Yuma, AZ",42,32.6927,-114.6277
1992,"Yuma, AZ",42,32.6927,-114.6277
1993,"Yuma, AZ",42,32.6927,-114.6277
