"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","length","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x50sl","x25sl","yt","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","a","d","i","m_percent","p","w","t","oil","nitro","gossy","sdyield","x47"
"65","17",99,8,"SAN JOAQUIN",1,"Shafter, CA",380,"acala sj-2",1,1.1,83.6,32,9.2,4.6,72,9.9,"4.5999999999999996","6.3","23.4","0.59","1.17","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.010000000000002","3.71","0.57999999999999996","1729.5","229.6"
"65","18",99,8,"SAN JOAQUIN",1,"Shafter, CA",380,"acala sj-2",2,1.2,84.7,31,9.2,4.6,74,9.8,"4.5","6.5","21.3","0.59","1.17","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.21","3.61","0.67","1590.1","209"
"65","1",99,8,"SAN JOAQUIN",1,"Shafter, CA",773,"acala maxxa",1,1.1,84.2,35,10,4,75,9.5,"4","6","26.4","0.56999999999999995","1.1499999999999999","144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"490","39.5","1.94","77","49.78","3.93","2.4","19.329999999999998","3.87","0.53","861.2","259"
"65","2",99,8,"SAN JOAQUIN",1,"Shafter, CA",773,"acala maxxa",2,1.2,84.2,33,9.4,3.6,75,9.4,"3.6","8","21.7","0.56999999999999995","1.19","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"518","39.5","1.94","77","47.04","3.51","2.2999999999999998","19.41","3.97","0.57999999999999996","1686.2","212.9"
"65","11",99,8,"SAN JOAQUIN",1,"Shafter, CA",900,"dpl 5461",1,1.1,85.1,36,9.6,3.9,73,8.8,"4","7","26.4","0.56999999999999995","1.19","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.64","3.94","0.57999999999999996","856.9","259"
"65","12",99,8,"SAN JOAQUIN",1,"Shafter, CA",900,"dpl 5461",2,1.2,84.7,35,9.8,3.7,74,9.7,"3.6","6","25.8","0.57999999999999996","1.19","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.59","4.05","0.64","1423.7","253.1"
"65","15",99,8,"SAN JOAQUIN",1,"Shafter, CA",947,"phy 33",1,1.2,85,31,9.6,3.7,73,9.8,"3.8","6.5","24","0.59","1.19","139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.350000000000001","3.52","0.33","1883.4","235.4"
"65","16",99,8,"SAN JOAQUIN",1,"Shafter, CA",947,"phy 33",2,1.2,85.3,33,10,4.5,72,10,"4.4000000000000004","7","25.5","0.59","1.19","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.79","3.56","0.47","1813","250.2"
"65","13",99,8,"SAN JOAQUIN",1,"Shafter, CA",996,"c 143",1,1.2,85,33,10,4.4,73,9.6,"4.3","6.3","25.1","0.59","1.19","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.85","4.32","0.69","925.5","246.2"
"65","14",99,8,"SAN JOAQUIN",1,"Shafter, CA",996,"c 143",2,1.2,84.8,32,10,3.7,74,9.6,"3.8","7.3","24.4","0.56999999999999995","1.19","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.21","4.16","0.6","1194.8","239.4"
"65","5",99,8,"SAN JOAQUIN",1,"Shafter, CA",1009,"nu 33b",1,1.1,82.1,30,9.6,3.3,76,9.5,"3.3","7.5","20","0.53","1.1499999999999999","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"548","62","2.31","62","53.03","3.74","2.1","17.41","3.5","0.56000000000000005","1446","196.2"
"65","6",99,8,"SAN JOAQUIN",1,"Shafter, CA",1009,"nu 33b",2,1.1,82.8,29,9.6,4,75,9.6,"4.0999999999999996","8.3000000000000007","19.7","0.55000000000000004","1.1499999999999999","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"475","44.5","2.0299999999999998","73","53.67","4.3600000000000003","2.5","17.52","3.26","0.66","2147.1","193.3"
"65","3",99,8,"SAN JOAQUIN",1,"Shafter, CA",1019,"all tex atlas",1,1.1,83.5,33,10,5.1,73,9.4,"5","6.8","23.4","0.56999999999999995","1.1299999999999999","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384","17","1.48","94","48.37","4.8600000000000003","3.3","21.11","3.64","0.73","1110.0999999999999","229.6"
"65","4",99,8,"SAN JOAQUIN",1,"Shafter, CA",1019,"all tex atlas",2,1.1,83.2,31,10,4.3,75,9.3,"4.3","7.8","23.3","0.56000000000000005","1.1299999999999999","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"461","29","1.74","84","47.48","3.98","2.6","20.09","3.51","0.65","1881.2","228.6"
"65","9",99,8,"SAN JOAQUIN",1,"Shafter, CA",1030,"oa 211",1,1.1,83.7,33,9.6,4.4,69,9.7,"4.3","6","22.7","0.55000000000000004","1.17","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.579999999999998","3.99","0.63","1396.6","222.7"
"65","10",99,8,"SAN JOAQUIN",1,"Shafter, CA",1030,"oa 211",2,1.2,84.9,32,9.9,4,74,9.3,"4","7.5","24.7","0.56999999999999995","1.17","133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.96","3.99","0.6","2087.4","242.3"
"65","7",99,8,"SAN JOAQUIN",1,"Shafter, CA",1104,"sg 747",1,1.1,82.2,27,10,4.3,73,10,"4.3","9.8000000000000007","18","0.52","1.1100000000000001","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443","39","1.93","77","54.78","4.7699999999999996","2.7","16.920000000000002","3.66","0.54","1244.2","176.6"
"65","8",99,8,"SAN JOAQUIN",1,"Shafter, CA",1104,"sg 747",2,1.1,83.7,27,10,4,74,10,"4.2","9","17.7","0.53","1.1100000000000001","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470","45","2.04","73","54.54","4.49","2.5","16.73","3.54","0.72","2077.1","173.6"
"65","35",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",380,NA,1,1.1,83.1,31,9.2,4,73,8.9,"4.2","7","21.4","0.59","1.19","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.78","3.35","0.82","2523","209.9"
"65","36",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",380,NA,2,1.2,84.5,31,9,3.7,74,8.4,"3.8","7","21.4","0.56999999999999995","1.19","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","16.21","3.42","0.75","1964.9","209.9"
"65","19",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",773,NA,1,1.1,83.8,33,9.4,3.9,71,9,"4.0999999999999996","6.3","24.4","0.56999999999999995","1.19","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"499","40.5","1.96","75","49.37","3.82","2.4","19.46","3.83","0.7","2339.6999999999998","239.4"
"65","20",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",773,NA,2,1.2,84,32,9.6,3.9,73,8.5,"3.9","7.5","23.1","0.59","1.19","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478","38.5","1.93","77","50.52","4.08","2.5","19.88","3.91","0.68","2108.3000000000002","226.6"
"65","29",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",900,NA,1,1.2,83.6,33,9.4,4,74,8.8,"4.2","6.5","23","0.57999999999999996","1.21","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.899999999999999","3.87","0.8","2454.4","225.6"
"65","30",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",900,NA,2,1.2,84.1,34,9.8,4,72,8.7,"4.0999999999999996","6.5","22.5","0.59","1.21","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.69","3.67","0.71","2230.1999999999998","220.7"
"65","33",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",947,NA,1,1.1,84.4,32,9.9,4.2,71,8.5,"4.3","6","22.4","0.59","1.21","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.47","3.51","0.57999999999999996","2668","219.7"
"65","34",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",947,NA,2,1.2,84.5,33,9.6,4,73,8.8,"4.0999999999999996","6","23.9","0.6","1.21","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.2","3.39","0.62","2578.6999999999998","234.5"
"65","31",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",996,NA,1,1.2,83.4,32,9.8,4.1,72,8.8,"4.2","6.3","23.1","0.59","1.21","136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.8","3.97","0.75","2581.6999999999998","226.6"
"65","32",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",996,NA,2,1.2,84.5,33,9.8,3.9,68,8.6,"4","7.3","22","0.59","1.21","133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","21.09","3.99","0.78","2253.3000000000002","215.8"
"65","23",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1009,NA,1,1.2,83.7,29,9.8,3.6,74,8.9,"3.6","8.3000000000000007","19.7","0.56999999999999995","1.17","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"504","47","2.0699999999999998","71","51.7","3.97","2.2999999999999998","18.12","3.16","0.97","2533.9","193.3"
"65","24",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1009,NA,2,1.2,82.5,30,9.8,3.4,75,8.7,"3.4","8.3000000000000007","20.100000000000001","0.57999999999999996","1.17","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"548","53.5","2.1800000000000002","67","49.95","3.52","2.1","17.62","3.17","0.95","2469","197.2"
"65","21",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1019,NA,1,1.1,82.9,30,10,4,71,8.4,"3.9","8.3000000000000007","21","0.56000000000000005","1.1299999999999999","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"473","42","1.99","75","52.73","4.3099999999999996","2.5","20.45","3.34","1.02","2526.4","206"
"65","22",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1019,NA,2,1.1,83.1,31,10,3.8,73,8.2,"3.9","8","19.600000000000001","0.56000000000000005","1.1299999999999999","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482","43","2","74","52.21","4.18","2.4","20.52","3.3","0.89","2569.6999999999998","192.3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","27",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1030,NA,1,1.2,83.5,32,9.4,3.8,72,8.5,"4","6.5","21.4","0.56999999999999995","1.19","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.64","3.59","0.79","1703.7","209.9"
"65","28",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1030,NA,2,1.2,84,32,9.6,3.9,72,8.3,"3.9","7.3","22.6","0.56000000000000005","1.19","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.079999999999998","3.62","0.82","2159.8000000000002","221.7"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","25",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1104,NA,1,1.1,83.7,27,10,4.1,72,9.3,"4.0999999999999996","9","17.100000000000001","0.55000000000000004","1.1499999999999999","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456","43.5","2.0099999999999998","73","55.48","4.7","2.6","17.16","3.28","1.01","2566.1","167.8"
"65","26",99,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1104,NA,2,1.1,82.3,27,10,4.1,73,9.2,"4.2","8.5","16.899999999999999","0.56000000000000005","1.1499999999999999","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462","32.5","1.81","81","49.28","4.13","2.6","16.95","3.29","1.05","2481.3000000000002","165.8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","1",99,11,"PLA",12,"Lubbock, TX",773,"acala maxxa",1,1.1,83.7,37,10,4,78,8.7,"3.9","7.8","25.2","0.56999999999999995","1.1499999999999999","152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"481","32.5","1.81","81","47.3","3.8","2.5","19.600000000000001","3.54","0.55000000000000004","1128.9000000000001","247.2"
"60","2",99,11,"PLA",12,"Lubbock, TX",773,"acala maxxa",2,1.1,82.9,35,10,4.1,77,8.5,"4.0999999999999996","7","24.5","0.55000000000000004","1.1299999999999999","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"473","34","1.84","80","48.85","3.99","2.5","19.68","3.96","0.69","1118.3","240.3"
"60","21",99,11,"PLA",12,"Lubbock, TX",906,"southland 400",1,1,81.7,31,10,4.9,77,8.4,"4.7","7","21.2","0.5","1.05","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.96","3.6","0.57999999999999996","976.5","208"
"60","22",99,11,"PLA",12,"Lubbock, TX",906,"southland 400",2,1.1,80.9,30,9.8,4.7,77,8.7,"4.5999999999999996","7.3","22.2","0.51","1.07","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.489999999999998","3.53","0.54","1092.3","217.8"
"60","23",99,11,"PLA",12,"Lubbock, TX",971,"stv 474",1,1.1,81.6,28,10,5.4,75,9.5,"5.0999999999999996","8.5","20.2","0.53","1.06","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.100000000000001","3.43","0.68","868.4","198.2"
"60","24",99,11,"PLA",12,"Lubbock, TX",971,"stv 474",2,1.1,81.6,27,9.9,5.4,73,9.5,"5.0999999999999996","7.5","19.7","0.52","1.06",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.02","3.76","0.74","970.7","193.3"
"60","5",99,11,"PLA",12,"Lubbock, TX",1009,"nu 33b",1,1.1,81.3,30,10,5,79,8.7,"4.9000000000000004","8.3000000000000007","21.7","0.52","1.0900000000000001","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408","19","1.53","92","47.02","4.46","3.1","19.79","3.58","0.77","1259.5999999999999","212.9"
"60","6",99,11,"PLA",12,"Lubbock, TX",1009,"nu 33b",2,1.1,81.6,29,10,5,78,9,"4.7","9.3000000000000007","21","0.51","1.1000000000000001","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417","18","1.51","93","45.34","4.2","3","19.600000000000001","3.78","0.73","1114.7","206"
"60","25",99,11,"PLA",12,"Lubbock, TX",1018,"tamcot sphinx",1,1,81,29,9.8,5.3,77,9.2,"5","7.3","22","0.5","1.05","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.12","3.39","0.6","1342.1","215.8"
"60","26",99,11,"PLA",12,"Lubbock, TX",1018,"tamcot sphinx",2,1,81.7,30,9.8,4.9,76,9.3,"4.5999999999999996","7.5","23.6","0.51","1.06","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.649999999999999","3.53","0.62","1336.4","231.5"
"60","3",99,11,"PLA",12,"Lubbock, TX",1019,"all tex atlas",1,1,81.5,31,10,4.8,76,8.9,"4.5999999999999996","8.3000000000000007","22.8","0.54","1.07","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"421","25","1.66","87","49.5","4.54","2.9","20.52","3.67","0.67","1275.9000000000001","223.7"
"60","4",99,11,"PLA",12,"Lubbock, TX",1019,"all tex atlas",2,1.1,81.7,32,10,4.7,76,8.9,"4.5","8.3000000000000007","23.4","0.53","1.07","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"420","22.5","1.61","89","48.01","4.41","3","20.16","3.48","0.68","1054.5999999999999","229.6"
"60","7",99,11,"PLA",12,"Lubbock, TX",1104,"sg 747",1,1,82,27,11,5.2,76,9.7,"4.8","10","19","0.53","1.0900000000000001","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389","24","1.64","88","52.95","5.26","3.2","17.239999999999998","3.43","0.67","1233.5999999999999","186.4"
"60","8",99,11,"PLA",12,"Lubbock, TX",1104,"sg 747",2,1,81.2,26,11,5.4,75,9.6,"5.0999999999999996","9.3000000000000007","18.2","0.52","1.07","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393","20.5","1.56","91","49.87","4.9000000000000004","3.2","17.600000000000001","3.61","0.52","1415.8","178.5"
"60","9",99,11,"PLA",12,"Lubbock, TX",1131,"all tex excess",1,1,80.2,29,9.8,4.8,75,8.9,"4.5","8.5","21.1","0.52","1.04","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.83","3.72","0.62","1265","207"
"60","10",99,11,"PLA",12,"Lubbock, TX",1131,"all tex excess",2,1,81.3,29,9.8,4.9,75,8.7,"4.7","8","20.9","0.51","1.03","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","21.25","3.75","0.62","1203.9000000000001","205"
"60","11",99,11,"PLA",12,"Lubbock, TX",1132,"dp 2156",1,1,81.4,28,10,5.3,77,9.2,"5","8.8000000000000007","19.5","0.53","1.04","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","21.44","3.55","0.63","1380","191.3"
"60","12",99,11,"PLA",12,"Lubbock, TX",1132,"dp 2156",2,1,81.2,26,9.9,4.8,76,9.1,"4.8","7.5","18.7","0.51","1.01","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.9","3.51","0.66","1108.9000000000001","183.4"
"60","13",99,11,"PLA",12,"Lubbock, TX",1133,"pm 330",1,1,81,30,10,5,75,8.8,"4.7","9.3000000000000007","22.7","0.52","1.04","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","21.06","3.6","0.66","1599.1","222.7"
"60","14",99,11,"PLA",12,"Lubbock, TX",1133,"pm 330",2,1,81.7,30,10,4.8,77,8.7,"4.7","9.5","23.3","0.51","1.02","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.34","3.59","0.62","1445.7","228.6"
"60","15",99,11,"PLA",12,"Lubbock, TX",1134,"pm 2145rr",1,1,80.5,29,10,5.1,76,9,"5","8.5","21.4","0.5","1.01","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","20.62","3.75","0.6","1418.8","209.9"
"60","16",99,11,"PLA",12,"Lubbock, TX",1134,"pm 2145rr",2,1,79.6,29,10,4.6,74,9.4,"4.5","7.5","20.6","0.5","1","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.77","3.85","0.54","971.7","202.1"
"60","17",99,11,"PLA",12,"Lubbock, TX",1135,"pm 2326rr",1,1,82.5,31,10,4.8,76,9.2,"4.7","8.8000000000000007","23","0.53","1.08","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.73","3.5","0.52","1187.7","225.6"
"60","18",99,11,"PLA",12,"Lubbock, TX",1135,"pm 2326rr",2,1,81.6,30,10,5.3,74,9.7,"5","8","23","0.5","1.01","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.309999999999999","3.47","0.64","1344.6","225.6"
"60","19",99,11,"PLA",12,"Lubbock, TX",1136,"pm tejas",1,1,80.7,30,11,5.2,75,8.9,"4.9000000000000004","10","23.2","0.51","1.03","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.43","3.57","0.55000000000000004","1222.2","227.6"
"60","20",99,11,"PLA",12,"Lubbock, TX",1136,"pm tejas",2,1,81.4,31,11,4.8,75,8.6,"4.5","9.3000000000000007","23.2","0.51","1.02","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.79","3.37","0.56000000000000005","1256.4000000000001","227.6"
"60","27",99,11,"PLA",163,"Lamesa, TX(dry)",773,NA,1,1,80.2,31,9.7,4.2,69,7.6,"4.2","8","21.4","0.49","0.99","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454","29.5","1.75","83","48.51","4.13","2.7","18.34","3.46","0.39","208","209.9"
"60","28",99,11,"PLA",163,"Lamesa, TX(dry)",773,NA,2,1,80.2,30,10,4.4,76,8.4,"4.4000000000000004","9.3000000000000007","23.6","0.49","0.99","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"439","29","1.74","84","49.82","4.38","2.8","17.89","3.4","0.47","703.5","231.5"
"60","47",99,11,"PLA",163,"Lamesa, TX(dry)",906,NA,1,1,80.7,27,8.7,4.1,78,8.7,"4","6.8","20.399999999999999","0.52","1.01","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.97","3.49","0.37","214.4","200.1"
"60","48",99,11,"PLA",163,"Lamesa, TX(dry)",906,NA,2,1,80.5,29,9,3.8,78,8.8,"3.8","7.5","21.2","0.5","1.01","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.03","3.6","0.39","667","208"
"60","49",99,11,"PLA",163,"Lamesa, TX(dry)",971,NA,1,1,80.1,25,8.9,4.4,75,9.9,"4.0999999999999996","7.3","18.899999999999999","0.48","0.99","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.989999999999998","3.58","0.56000000000000005","233.6","185.4"
"60","50",99,11,"PLA",163,"Lamesa, TX(dry)",971,NA,2,1,80.7,27,9.2,4.3,75,9.8,"4.0999999999999996","7.3","19.899999999999999","0.5","1.03","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","17.940000000000001","3.46","0.71","605.4","195.2"
"60","31",99,11,"PLA",163,"Lamesa, TX(dry)",1009,NA,1,1,80,27,10,4.5,78,8.5,"4.3","9","21.9","0.5","1.04","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"435","23","1.62","89","46.67","4.1500000000000004","2.8","21.84","3.22","0.56000000000000005","192.9","214.8"
"60","32",99,11,"PLA",163,"Lamesa, TX(dry)",1009,NA,2,1,78.9,24,8.9,3.5,77,9,"3.5","8","21","0.48","1","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464","28.5","1.73","84","46.85","3.9","2.6","20.329999999999998","3.58","0.37","577.20000000000005","206"
"60","51",99,11,"PLA",163,"Lamesa, TX(dry)",1018,NA,1,1,81,29,9.1,4.5,77,9.1,"4.5","7","20.5","0.51","1.01","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","19.440000000000001","3.6","0.51","193.9","201.1"
"60","52",99,11,"PLA",163,"Lamesa, TX(dry)",1018,NA,2,1,80,28,9.2,3.9,77,9.3,"3.9","7.5","21.6","0.5","1.01","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.77","3.79","0.38","555.4","211.9"
"60","29",99,11,"PLA",163,"Lamesa, TX(dry)",1019,NA,1,1.1,81.4,32,9.2,3.7,78,9,"3.6","8","25","0.53","1.1000000000000001","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"488","30","1.76","83","45.32","3.59","2.5","19.73","3.6","0.34","222.3","245.3"
"60","30",99,11,"PLA",163,"Lamesa, TX(dry)",1019,NA,2,1.1,82.5,34,9.6,4,76,8.7,"3.9","8.8000000000000007","26.8","0.54","1.1000000000000001","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"467","26.5","1.69","86","45.47","3.76","2.6","18.829999999999998","3.7","0.43","568.29999999999995","262.89999999999998"
"60","33",99,11,"PLA",163,"Lamesa, TX(dry)",1104,NA,1,1,80.8,26,10,4.4,74,10,"4.3","9.8000000000000007","19","0.48","1.02","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443","23","1.62","89","45.83","4","2.8","19.690000000000001","3.43","0.37","209.4","186.4"
"60","34",99,11,"PLA",163,"Lamesa, TX(dry)",1104,NA,2,1,80.2,24,10,4.1,76,9.8,"4","9.3000000000000007","19.2","0.5","1.01","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411","22.5","1.61","89","49.05","4.6100000000000003","3","20.37","3.46","0.28999999999999998","570.20000000000005","188.4"
"60","35",99,11,"PLA",163,"Lamesa, TX(dry)",1131,NA,1,1,79.6,26,8.3,3.9,77,8.6,"3.7","7.8","19.3","0.49","1","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".","18.670000000000002","3.51","0.37","268.2","189.3"
