"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi"
95,30,"CEN",23,"Bossier City, LA",750,2,139,1.09,0.54,216,7,5.4,9.8,83.1,31,69.8,7.8,5.1
95,30,"CEN",23,"Bossier City, LA",893,1,134,1.11,0.55,216,7.3,5.1,10,83.5,33.3,72.2,7.6,5.1
95,30,"CEN",23,"Bossier City, LA",893,2,146,1.12,0.56,236,7,5.2,10,84,33.9,72,8.4,5.2
95,30,"CEN",72,"Beeville, TX",578,1,133,1.11,0.56,223,7.5,4.2,10,81.7,28.5,71.5,7.7,4.1
95,30,"CEN",72,"Beeville, TX",578,3,131,1.1,0.55,209,7.8,4.4,10,81.6,26.6,69.8,7.2,4.2
95,30,"CEN",72,"Beeville, TX",649,1,135,1.09,0.54,214,7,4.5,9.8,81.5,28.3,71.5,8.4,4.6
95,30,"CEN",72,"Beeville, TX",649,3,132,1.09,0.53,219,6.5,4.2,10,80,29,70.6,8.5,4.1
95,30,"CEN",72,"Beeville, TX",689,1,125,1.09,0.53,191,7.8,4.1,10,80.2,24.8,69.9,7.7,3.9
95,30,"CEN",72,"Beeville, TX",689,3,118,1.1,0.52,201,7.8,4,10,81.7,26.2,69.9,7.7,3.7
95,30,"CEN",72,"Beeville, TX",731,1,152,1.17,0.57,227,6.8,3.9,9.2,80.9,29.5,69.2,8.3,3.7
95,30,"CEN",72,"Beeville, TX",731,3,160,1.17,0.56,246,6.5,3.9,10,80.7,31.5,66.2,7.8,3.7
95,30,"CEN",72,"Beeville, TX",750,1,129,1.1,0.55,204,8.5,4.3,10,81.8,25.8,65.4,7.8,4
95,30,"CEN",72,"Beeville, TX",750,3,128,1.11,0.55,217,7.8,3.9,10,81.6,26,64.3,8,3.8
95,30,"CEN",72,"Beeville, TX",893,1,138,1.13,0.56,223,8,4.2,10,82.4,28.4,67.1,8.6,4.1
95,30,"CEN",72,"Beeville, TX",893,3,136,1.12,0.53,217,7.5,4.5,10,81.5,28.9,69,9.3,4.3
95,40,"DEL",24,"Saint Joseph, LA",473,1,128,1.11,0.58,174,7.8,4.7,9.4,83.6,25.6,79.2,7.2,4.7
95,40,"DEL",24,"Saint Joseph, LA",473,2,119,1.08,0.55,173,8,4.8,9.8,83,24.4,78.3,6.9,5
95,40,"DEL",24,"Saint Joseph, LA",578,1,131,1.06,0.54,221,7.5,4.8,9.8,82.9,30.5,78.2,8.1,4.5
95,40,"DEL",24,"Saint Joseph, LA",578,2,137,1.06,0.55,226,7.5,4.6,9.9,82.6,31.2,77.1,7.3,4.3
95,40,"DEL",24,"Saint Joseph, LA",649,1,134,1.06,0.53,203,6.5,5.1,9.6,82.2,31.2,78.1,7.9,5.1
95,40,"DEL",24,"Saint Joseph, LA",649,2,136,1.08,0.55,210,6.5,5,9.5,83.4,32.3,76.6,7.7,5
95,40,"DEL",24,"Saint Joseph, LA",689,1,119,1.07,0.52,171,7.3,5,9.6,82.3,25.8,78.6,7.8,4.9
95,40,"DEL",24,"Saint Joseph, LA",689,2,117,1.09,0.54,178,7.3,4.8,9.6,83,26,78.1,7,4.5
95,40,"DEL",24,"Saint Joseph, LA",731,1,157,1.15,0.6,218,6.3,4.6,9.1,84.3,32.5,76.6,7.6,4.3
95,40,"DEL",24,"Saint Joseph, LA",731,2,143,1.15,0.58,230,6.5,4.4,9.3,83.1,30.6,76.8,7.9,4.3
95,40,"DEL",24,"Saint Joseph, LA",750,1,133,1.1,0.56,211,7,4.8,10,83.9,29.2,73.7,8.2,4.8
95,40,"DEL",24,"Saint Joseph, LA",750,2,125,1.09,0.55,192,7.8,5.1,10,82.8,28.9,74.4,7.9,5.2
95,40,"DEL",24,"Saint Joseph, LA",893,1,133,1.09,0.56,204,8,5,10,83.6,30.9,77,8.7,5
95,40,"DEL",24,"Saint Joseph, LA",893,2,137,1.09,0.56,215,7,4.9,10,84,28.8,74.8,8.3,5
95,40,"DEL",24,"Saint Joseph, LA",953,1,122,1.11,0.57,189,7.5,4.4,9.5,83.4,26.3,75.4,7.9,4.6
95,40,"DEL",24,"Saint Joseph, LA",953,2,123,1.09,0.56,181,7.8,4.7,10,82.6,26,76.3,8.4,4.7
95,40,"DEL",24,"Saint Joseph, LA",970,1,131,1.11,0.56,196,7,4.6,10,84.3,26.3,77.8,8,4.5
95,40,"DEL",24,"Saint Joseph, LA",970,2,132,1.12,0.56,191,7.5,4.6,10,84.6,28.6,76.7,7.8,4.6
95,40,"DEL",24,"Saint Joseph, LA",971,1,125,1.07,0.57,174,7,4.8,9.8,83.6,28.7,76,7.8,4.8
95,40,"DEL",24,"Saint Joseph, LA",971,2,122,1.06,0.56,192,7,5,9.9,82.7,28.9,74.8,8.1,5.1
95,40,"DEL",25,"Stoneville, MS",473,3,129,1.08,0.57,186,8,4.3,9.9,85,28.6,72.6,7.8,4.4
95,40,"DEL",25,"Stoneville, MS",473,5,131,1.09,0.56,187,8.5,4.3,9.7,84.7,27.1,72.8,6.8,4.4
95,40,"DEL",25,"Stoneville, MS",578,3,143,1.05,0.54,234,8,3.7,9.8,83.9,31.9,72,7.3,3.9
95,40,"DEL",25,"Stoneville, MS",578,5,145,1.09,0.58,222,8,3.8,10,84.4,33.1,67.2,6.9,3.9
95,40,"DEL",25,"Stoneville, MS",649,3,139,1.06,0.57,247,7,4,9.4,83.1,32.8,71.3,7.1,4.2
95,40,"DEL",25,"Stoneville, MS",649,5,139,1.07,0.56,233,7,4.5,9.9,83.1,32.3,70.3,7.4,4.7
95,40,"DEL",25,"Stoneville, MS",689,3,132,1.12,0.58,205,8,4.2,9.8,84.8,30.8,65.5,6.3,4.2
95,40,"DEL",25,"Stoneville, MS",689,5,151,1.12,0.61,236,7,4.7,10,85.4,33.6,66.7,7.2,4.8
95,40,"DEL",25,"Stoneville, MS",731,3,168,1.15,0.58,250,7,3.6,9.3,83.1,35.2,70,8.2,3.6
95,40,"DEL",25,"Stoneville, MS",731,5,168,1.15,0.59,247,5.3,3.9,9.3,84.1,34.8,68.3,8.2,4.1
95,40,"DEL",25,"Stoneville, MS",750,3,138,1.11,0.58,223,7.5,4.6,9.6,86.3,30,68.8,7.7,4.7
95,40,"DEL",25,"Stoneville, MS",750,5,144,1.07,0.54,207,8,4.2,9.8,85.2,30.1,68.2,7.8,4.3
95,40,"DEL",25,"Stoneville, MS",893,3,147,1.12,0.57,244,7.8,4.1,9.4,83.7,29.7,69.6,8.6,4
95,40,"DEL",25,"Stoneville, MS",893,5,154,1.13,0.58,223,7.5,4.3,10,84.5,32.6,68,7.8,4.1
95,40,"DEL",25,"Stoneville, MS",953,3,134,1.12,0.59,186,7.8,4.5,9.3,84.2,26.7,73.9,8.2,4.5
95,40,"DEL",25,"Stoneville, MS",953,5,135,1.1,0.59,181,8.5,4.4,9.4,84.2,27.4,70.7,8.1,4.4
95,40,"DEL",25,"Stoneville, MS",970,3,137,1.11,0.55,210,7.5,4,9.6,85.6,30.3,71.8,7.5,4
95,40,"DEL",25,"Stoneville, MS",970,5,140,1.16,0.59,193,7.3,3.8,9,84.5,29.5,72.5,7.4,3.7
95,40,"DEL",25,"Stoneville, MS",971,3,135,1.11,0.59,186,8,4.5,9.5,84.9,29.3,70.1,7.6,4.5
95,40,"DEL",25,"Stoneville, MS",971,5,134,1.11,0.6,198,7.5,4.6,9.1,84.7,28.1,66.3,7.4,4.4
95,40,"DEL",27,"Clarkedale, AR",473,1,138,1.13,0.56,194,8,4.9,10,85.8,26.7,76.8,7.3,4.6
95,40,"DEL",27,"Clarkedale, AR",473,3,138,1.11,0.57,203,8.3,4.5,10,86.4,28.1,77.9,7.8,4.5
95,40,"DEL",27,"Clarkedale, AR",578,1,145,1.1,0.58,240,8.3,4.8,11,85.8,34.2,76.4,7.9,5
95,40,"DEL",27,"Clarkedale, AR",578,3,133,1.12,0.59,213,8,5,10,86.2,30.9,73.4,7.8,4.8
95,40,"DEL",27,"Clarkedale, AR",649,1,161,1.15,0.57,242,6.5,4.7,10,86.1,35.3,75.1,8.1,4.9
95,40,"DEL",27,"Clarkedale, AR",649,3,161,1.15,0.61,229,7,4.6,9.8,86.7,31.8,73,9.2,4.7
95,40,"DEL",27,"Clarkedale, AR",689,1,144,1.15,0.59,220,8.3,4.8,10,87.8,28.5,74.8,7.6,4.8
95,40,"DEL",27,"Clarkedale, AR",689,3,137,1.19,0.6,211,8.5,4.9,10,87.8,30.2,78.1,7.5,4.9
95,40,"DEL",27,"Clarkedale, AR",731,1,181,1.23,0.62,267,6.5,4.8,10,87.1,35.8,73.8,8.3,4.5
95,40,"DEL",27,"Clarkedale, AR",731,3,179,1.23,0.63,268,6,4.7,10,88,38.4,74.5,8.2,4.5
95,40,"DEL",27,"Clarkedale, AR",750,1,147,1.19,0.62,195,7.3,4.8,11,87.8,31.3,73.3,7.7,4.9
95,40,"DEL",27,"Clarkedale, AR",750,3,148,1.19,0.63,204,8,5,11,88.1,32.4,71.1,7.5,5.1
95,40,"DEL",27,"Clarkedale, AR",893,1,159,1.17,0.62,226,8.5,5,11,88,36.2,74.9,8.9,5.1
95,40,"DEL",27,"Clarkedale, AR",893,3,139,1.19,0.62,233,8,5,10,86.9,34.8,73.6,9,5
95,40,"DEL",27,"Clarkedale, AR",953,1,150,1.15,0.58,185,8.3,5,10,86.3,28,74.3,8.3,4.9
95,40,"DEL",27,"Clarkedale, AR",953,3,133,1.15,0.61,182,8,5.1,9.8,86.8,26.9,75.9,8.1,5
95,40,"DEL",27,"Clarkedale, AR",970,1,143,1.19,0.59,217,7.3,4.8,10,86.2,29.7,77,8.2,4.6
95,40,"DEL",27,"Clarkedale, AR",970,3,144,1.19,0.6,216,7.5,4.7,10,87.6,31.2,74,7.4,5
95,40,"DEL",27,"Clarkedale, AR",971,1,143,1.15,0.61,207,7.8,5.3,10,86.7,31.2,73.9,8.2,5.2
95,40,"DEL",27,"Clarkedale, AR",971,3,149,1.15,0.59,191,7.5,5.2,10,86.5,31.1,73.5,8.5,5.3
95,52,"WES",7,"University Park, NM",578,1,128,1.1,0.55,199,11,4.8,10,84.6,30.8,75.6,7.4,4.5
95,52,"WES",7,"University Park, NM",578,2,132,1.11,0.57,206,9.5,4.5,10,83.9,30.6,77,8.6,4.8
95,52,"WES",7,"University Park, NM",649,1,140,1.15,0.55,209,8.3,3.8,9.9,83.1,31.4,75.8,8,3.9
94,52,"WES",7,"University Park, NM",649,2,141,1.17,0.56,220,10.5,4.2,10,83.6,29.3,78.1,8.6,3.9
95,52,"WES",7,"University Park, NM",689,1,120,1.21,0.57,166,10,4.8,9.8,84.9,23.3,79.5,7.8,4.6
95,52,"WES",7,"University Park, NM",689,2,119,1.19,0.56,186,10.5,4.6,10,83.9,25.3,79,8.3,4.3
95,52,"WES",7,"University Park, NM",731,1,154,1.19,0.59,220,7,4.3,10,85.1,32.4,74.8,8.1,4.3
95,52,"WES",7,"University Park, NM",731,2,153,1.21,0.6,226,7,4.6,10,86.1,34.7,76.9,8.8,4.2
95,52,"WES",7,"University Park, NM",749,1,162,1.19,0.6,217,8,4.4,10,85.7,33.8,78.1,7.9,4.2
95,52,"WES",7,"University Park, NM",749,2,170,1.19,0.59,219,7.8,3.8,10,85.5,34.9,77.2,8.4,4
95,52,"WES",7,"University Park, NM",756,1,166,1.19,0.6,226,8,4,10,85.6,34.2,75.7,8.5,3.9
95,52,"WES",7,"University Park, NM",756,2,174,1.19,0.6,245,7.3,3.8,9.9,85.4,34,76.6,7.9,3.7
95,52,"WES",7,"University Park, NM",773,1,154,1.19,0.6,226,9,3.4,9.8,86.3,32.6,78.2,7.6,3.4
95,52,"WES",7,"University Park, NM",773,2,162,1.19,0.57,210,8,3.9,9.9,85.2,33,78.9,8.1,3.9
95,52,"WES",7,"University Park, NM",788,1,161,1.19,0.6,235,8,4.2,10,85.2,31.1,75.3,8,4.4
95,52,"WES",7,"University Park, NM",788,2,154,1.19,0.6,230,8,4.1,9.8,86.3,29.5,76.5,8.7,4.2
95,52,"WES",7,"University Park, NM",826,1,150,1.23,0.6,220,8,4.3,9.8,85.2,31.3,75.4,8.6,4.3
95,52,"WES",7,"University Park, NM",826,2,159,1.23,0.6,241,8.3,4.2,9.8,85.3,35.2,77.6,8.7,4.1
95,52,"WES",7,"University Park, NM",874,1,149,1.19,0.57,201,8.5,4.5,10,85.5,31.6,74.2,8,4.2
95,52,"WES",7,"University Park, NM",874,2,153,1.21,0.6,240,7.8,4.8,10,85.1,32.9,76.6,8.5,4.8
95,52,"WES",7,"University Park, NM",875,1,148,1.19,0.6,210,8.5,4.5,10,85.3,31.5,77.2,7.2,4.5
95,52,"WES",7,"University Park, NM",875,2,152,1.19,0.59,224,7.5,4.1,9.8,85.1,30,78.5,8.1,4.1
95,52,"WES",7,"University Park, NM",942,1,164,1.23,0.6,233,8,3.9,9.7,83.5,34.3,75.5,8.1,3.8
95,52,"WES",7,"University Park, NM",942,2,167,1.23,0.61,245,8,4.2,9.6,85.5,36.3,76,8.2,4
95,52,"WES",8,"El Paso, TX(irri)",578,1,116,1.03,0.52,212,9.5,5.1,11,82.6,29.4,69.3,6.3,5
95,52,"WES",8,"El Paso, TX(irri)",578,2,119,1.04,0.54,213,9.3,4.7,10,82.7,29,71.2,6.8,5
95,52,"WES",8,"El Paso, TX(irri)",649,1,125,1.08,0.52,206,7,4.7,10,81.5,28.9,70.6,6,4.6
95,52,"WES",8,"El Paso, TX(irri)",649,2,120,1.08,0.52,199,8.5,4.7,10,81,29.2,72.6,6.7,4.8
95,52,"WES",8,"El Paso, TX(irri)",689,1,107,1.1,0.53,178,10,4.8,10,81.8,25.5,71.2,6.8,4.8
95,52,"WES",8,"El Paso, TX(irri)",689,2,104,1.09,0.52,176,9,4.9,10,82.8,26.2,70.2,6.3,5
95,52,"WES",8,"El Paso, TX(irri)",731,1,138,1.13,0.55,232,6,4.5,9.8,82.6,31.7,66.5,6.4,4.6
95,52,"WES",8,"El Paso, TX(irri)",731,2,145,1.15,0.55,233,6.5,4.4,9.8,83.6,30.8,69.1,6.2,4.5
95,52,"WES",8,"El Paso, TX(irri)",749,1,156,1.09,0.54,223,7.3,4.6,10,83.5,33.1,69.8,6.4,4.3
95,52,"WES",8,"El Paso, TX(irri)",749,2,155,1.1,0.54,225,7.5,4.5,10,83.3,34.8,71.5,7.2,4.5
95,52,"WES",8,"El Paso, TX(irri)",756,1,162,1.12,0.56,236,7.5,4.2,9.8,83.8,34,69.5,7.8,4.2
95,52,"WES",8,"El Paso, TX(irri)",756,2,155,1.12,0.55,226,7,4.3,9.8,82.4,33.1,69.1,7,4.3
95,52,"WES",8,"El Paso, TX(irri)",773,1,145,1.12,0.53,220,7.3,4.3,9.8,82.6,32.6,73.9,7.1,4.3
95,52,"WES",8,"El Paso, TX(irri)",773,2,139,1.1,0.54,217,7.5,4.4,9.8,83.2,30.9,70.5,6.6,4.3
95,52,"WES",8,"El Paso, TX(irri)",788,1,146,1.17,0.57,236,7.5,4.4,9.9,83.1,35.5,67.4,7.4,4.2
95,52,"WES",8,"El Paso, TX(irri)",788,2,142,1.15,0.56,222,6.8,4.8,9.7,83.4,31.6,68.2,6.1,4.8
95,52,"WES",8,"El Paso, TX(irri)",826,1,158,1.15,0.55,245,7.3,4.2,9.8,84.1,33.8,68.2,6.8,4.3
95,52,"WES",8,"El Paso, TX(irri)",826,2,154,1.15,0.55,246,7,4.6,9.8,82.7,32,65.6,6.1,4.5
95,52,"WES",8,"El Paso, TX(irri)",874,1,132,1.13,0.56,217,7.8,4.3,9.9,83.5,30.4,67.7,7.2,4.5
95,52,"WES",8,"El Paso, TX(irri)",874,2,139,1.13,0.56,219,7.8,4.7,10,83.8,31.7,64,6,4.5
95,52,"WES",8,"El Paso, TX(irri)",875,1,114,1.07,0.51,186,7.5,4.9,9.8,81.3,28.3,71.5,6.6,5
95,52,"WES",8,"El Paso, TX(irri)",875,2,124,1.07,0.51,197,8,4.8,10,81.2,28.7,72,6.8,5
95,52,"WES",8,"El Paso, TX(irri)",942,1,165,1.17,0.57,237,7,4.4,9.8,83.6,33.1,67.1,6,4.2
95,52,"WES",8,"El Paso, TX(irri)",942,2,169,1.17,0.57,244,7.5,4.5,9.7,84,34.9,66.5,6.4,4.3
95,52,"WES",9,"Pecos, TX(irri)",578,1,130,1.01,0.51,209,8.5,4.3,10,82.6,28.9,77,9.2,4.4
95,52,"WES",9,"Pecos, TX(irri)",578,2,128,1.04,0.51,223,8,4.2,10,81.9,29.5,76.6,9,4.1
95,52,"WES",9,"Pecos, TX(irri)",649,1,140,1.11,0.52,230,7.5,4,9.8,81.2,30.5,79.3,8.7,4
95,52,"WES",9,"Pecos, TX(irri)",649,2,131,1.12,0.53,214,7.5,4.2,9.8,81.5,31.1,77.9,8.8,4.1
95,52,"WES",9,"Pecos, TX(irri)",689,1,109,1.09,0.51,179,8,4.7,10,80.9,26.6,78.9,8.7,4.6
95,52,"WES",9,"Pecos, TX(irri)",689,2,115,1.1,0.51,178,8.3,4.5,9.7,82.2,25.5,78.8,9,4.6
95,52,"WES",9,"Pecos, TX(irri)",731,1,147,1.1,0.52,218,7,3.8,9.6,81.8,31.4,75.3,9.1,3.9
95,52,"WES",9,"Pecos, TX(irri)",731,2,160,1.11,0.52,231,7,3.9,9.8,82.4,34.3,76.9,9.2,3.9
95,52,"WES",9,"Pecos, TX(irri)",749,1,161,1.13,0.56,267,7,3.8,9.8,82,33.6,75.7,8.9,3.8
95,52,"WES",9,"Pecos, TX(irri)",749,2,159,1.11,0.54,254,6.5,3.8,9.9,82.4,34.9,74.6,9.3,3.7
95,52,"WES",9,"Pecos, TX(irri)",756,1,162,1.11,0.54,255,7,3.9,9.8,83,35.9,76.1,9.4,3.8
95,52,"WES",9,"Pecos, TX(irri)",756,2,158,1.13,0.56,254,7,3.8,9.8,82.4,35.3,76.3,8.9,3.8
95,52,"WES",9,"Pecos, TX(irri)",788,1,150,1.11,0.53,226,6.5,3.8,9,82.1,31,76.1,8.9,3.8
95,52,"WES",9,"Pecos, TX(irri)",788,2,149,1.12,0.54,244,6.3,3.6,9.4,82.1,32.3,73.4,8.4,3.6
95,52,"WES",9,"Pecos, TX(irri)",826,1,157,1.13,0.55,267,7,3.7,9.9,82.7,34.3,75.1,8,3.7
95,52,"WES",9,"Pecos, TX(irri)",826,2,157,1.13,0.56,262,6.8,3.6,9.4,82.8,33,76.3,8.8,3.6
95,52,"WES",9,"Pecos, TX(irri)",874,1,152,1.13,0.55,233,7,4,9.8,82.5,32.2,77.3,8.7,4.1
95,52,"WES",9,"Pecos, TX(irri)",874,2,107,1.11,0.52,195,7.5,4.5,9.7,81.4,27,75.4,8.7,4.3
95,52,"WES",9,"Pecos, TX(irri)",875,1,144,1.09,0.52,240,6.8,4.2,9.9,81.8,32.4,74.4,9.4,4.2
95,52,"WES",9,"Pecos, TX(irri)",875,2,143,1.1,0.54,250,7,4,9.9,81.7,32.5,76.8,9,4.2
95,52,"WES",9,"Pecos, TX(irri)",942,1,167,1.15,0.56,253,7,3.7,9.2,82.8,33.5,76.5,8.3,3.6
95,52,"WES",9,"Pecos, TX(irri)",942,2,164,1.15,0.55,255,6.8,3.7,9.6,82,33.9,75.9,8.7,3.6
95,52,"WES",40,"Artesia, NM(irri)",578,1,139,1.08,0.54,214,9.8,4.3,10,83.8,30.4,72.3,8.8,4.2
95,52,"WES",40,"Artesia, NM(irri)",578,2,139,1.09,0.56,217,9.3,4.3,10,83.9,30.8,69.1,8.6,4.2
95,52,"WES",40,"Artesia, NM(irri)",649,1,151,1.17,0.57,230,8.3,3.5,9.4,84.4,31.1,77.2,8.8,3.4
95,52,"WES",40,"Artesia, NM(irri)",649,2,156,1.15,0.56,241,7.3,3.5,9.8,83.6,35.9,76.3,9.1,3.3
95,52,"WES",40,"Artesia, NM(irri)",689,1,134,1.17,0.55,193,9.8,3.6,10,84.5,26.4,73.9,8.1,3.7
95,52,"WES",40,"Artesia, NM(irri)",689,2,135,1.17,0.57,206,9.3,3.7,10,84.4,27.5,74,8.4,3.7
95,52,"WES",40,"Artesia, NM(irri)",731,1,162,1.17,0.57,240,8,3.4,9.8,84.3,33.1,72.4,9.6,3.4
95,52,"WES",40,"Artesia, NM(irri)",731,2,173,1.23,0.59,263,7.3,3.6,9.6,85.8,33.9,71.8,8.6,3.6
95,52,"WES",40,"Artesia, NM(irri)",749,1,183,1.19,0.6,226,7.5,3.3,10,84.9,34.7,75.4,9.1,3.3
95,52,"WES",40,"Artesia, NM(irri)",749,2,178,1.19,0.6,247,7.3,3.1,10,85.6,34.6,74.9,9.2,3.2
95,52,"WES",40,"Artesia, NM(irri)",756,1,181,1.19,0.6,268,7.8,3,10,85.4,35.1,74.9,9.1,3
95,52,"WES",40,"Artesia, NM(irri)",756,2,188,1.21,0.61,275,7.3,3.1,9.8,86.9,35.9,76.8,8.9,3.1
95,52,"WES",40,"Artesia, NM(irri)",773,1,164,1.17,0.57,247,8,3.1,9,84.6,29.7,76.9,9.1,3.1
95,52,"WES",40,"Artesia, NM(irri)",773,2,171,1.17,0.59,245,7.5,3.4,9,84.7,33.6,72.2,8.7,3.2
95,52,"WES",40,"Artesia, NM(irri)",788,1,174,1.19,0.57,254,8,3.4,9.8,84.4,32.8,73.9,9.3,3.4
95,52,"WES",40,"Artesia, NM(irri)",788,2,166,1.19,0.59,255,7,3.4,9.8,84.7,33.8,75.3,9.2,3.4
95,52,"WES",40,"Artesia, NM(irri)",826,1,172,1.23,0.61,257,7.3,3.4,9.8,85.7,33.2,72.2,8.5,3.2
95,52,"WES",40,"Artesia, NM(irri)",826,2,176,1.23,0.6,254,7.5,3.4,9.8,85.3,34.7,74.5,8.6,3.2
95,52,"WES",40,"Artesia, NM(irri)",874,1,159,1.21,0.6,239,7.5,3.3,10,84.7,33.8,73.1,8.6,3.4
95,52,"WES",40,"Artesia, NM(irri)",874,2,168,1.21,0.59,247,7,3.2,9.6,84.3,33.3,74.4,8.8,3.2
95,52,"WES",40,"Artesia, NM(irri)",875,1,157,1.15,0.55,234,8,3.4,9.8,84.1,33.3,76.3,8.9,3.4
95,52,"WES",40,"Artesia, NM(irri)",875,2,158,1.17,0.57,220,7.8,3.7,9.6,83.9,31.3,75.5,9,3.5
95,52,"WES",40,"Artesia, NM(irri)",942,1,171,1.21,0.6,245,7,3.3,9.9,85.3,36.2,72.5,8.6,3.3
95,52,"WES",40,"Artesia, NM(irri)",942,2,184,1.21,0.6,271,7,4,9.9,86.2,37.4,74.1,9.2,3.5
95,61,"PIM",1,"Shafter, CA",471,1,178,1.31,0.63,314,8.5,4.2,10,85,39.9,64,11,3.9
95,61,"PIM",1,"Shafter, CA",471,2,179,1.29,0.61,312,7.8,3.6,10,85,38.9,65.5,12,3.5
95,61,"PIM",1,"Shafter, CA",615,1,192,1.31,0.64,355,7.5,3.7,10,85.3,41.3,63.8,11,3.6
95,61,"PIM",1,"Shafter, CA",615,2,198,1.31,0.62,352,7.5,3.7,10,85.2,42.2,67,12,3.6
95,61,"PIM",1,"Shafter, CA",972,1,194,1.31,0.61,320,8,4,11,85.4,40.3,63.3,12,3.9
95,61,"PIM",1,"Shafter, CA",972,2,190,1.31,0.6,333,8,3.8,10,86.2,39.8,66,12,3.7
95,61,"PIM",1,"Shafter, CA",974,1,192,1.33,0.64,350,8.3,3.6,10,84,40.6,65.3,12,3.6
95,61,"PIM",1,"Shafter, CA",974,2,201,1.33,0.63,346,7.3,3.6,10,84.5,42.2,65.7,12,3.4
95,61,"PIM",1,"Shafter, CA",975,1,189,1.33,0.65,333,8,3.7,11,85.6,41.5,65.7,12,3.6
95,61,"PIM",1,"Shafter, CA",975,2,194,1.33,0.65,352,7,3.7,10,85,42.1,67.3,12,3.6
95,61,"PIM",1,"Shafter, CA",977,1,193,1.33,0.62,321,8,3.8,11,85.6,41.7,67.2,12,3.7
95,61,"PIM",1,"Shafter, CA",977,2,189,1.33,0.63,310,7.5,3.8,11,84.9,42.7,66.9,12,3.7
95,61,"PIM",132,"W Side Field Station, CA",471,1,187,1.37,0.67,296,9,4.5,11,86.7,39.1,61.7,13,4
95,61,"PIM",132,"W Side Field Station, CA",471,2,186,1.37,0.68,275,8,4.4,11,86.4,39.9,62.7,12,4.6
95,61,"PIM",132,"W Side Field Station, CA",615,1,196,1.43,0.69,294,8.8,4.2,11,88.1,45.3,63.3,12,4.2
95,61,"PIM",132,"W Side Field Station, CA",615,2,198,1.43,0.66,302,7,4.4,11,87,45.8,65,12,3.9
95,61,"PIM",132,"W Side Field Station, CA",972,1,195,1.4,0.68,303,8,3.9,11,87.4,42.2,63.8,12,3.7
95,61,"PIM",132,"W Side Field Station, CA",972,2,190,1.41,0.67,280,8.3,3.8,11,87.3,44.1,62.8,12,3.9
95,61,"PIM",132,"W Side Field Station, CA",974,1,199,1.43,0.67,308,8.8,4.3,12,87.4,51.8,61.6,12,4
95,61,"PIM",132,"W Side Field Station, CA",974,2,201,1.43,0.67,296,7.8,4.1,11,87.6,47.6,62.1,12,3.9
95,61,"PIM",132,"W Side Field Station, CA",975,1,192,1.44,0.65,297,8.5,4.3,11,87.1,43.7,62.3,12,3.9
95,61,"PIM",132,"W Side Field Station, CA",975,2,194,1.43,0.67,294,8.5,4.3,10,86.9,43,63,12,3.9
95,61,"PIM",132,"W Side Field Station, CA",977,1,191,1.37,0.66,295,8.8,4.3,11,88,40.8,61.3,12,4
95,61,"PIM",132,"W Side Field Station, CA",977,2,187,1.39,0.67,279,8.8,4.2,11,87.4,41.9,63.8,12,4.2
95,62,"PIM",160,"Safford, AZ",471,2,193,1.37,0.65,300,8.8,3.9,11,86.5,40.9,64.5,13,4
95,62,"PIM",160,"Safford, AZ",471,4,192,1.35,0.62,317,8.3,3.7,10,86,39.9,62.2,12,3.7
95,62,"PIM",160,"Safford, AZ",615,2,200,1.39,0.64,333,8.3,4,10,86.3,44,65.8,12,3.8
95,62,"PIM",160,"Safford, AZ",615,4,207,1.39,0.63,335,8.3,3.7,11,86.7,46.6,65.3,12,3.8
95,62,"PIM",160,"Safford, AZ",972,2,192,1.43,0.66,318,7.8,4,11,87.9,44.9,66.2,12,4
95,62,"PIM",160,"Safford, AZ",972,4,195,1.43,0.68,306,8.5,4,11,88,45.8,64.7,12,3.9
95,62,"PIM",160,"Safford, AZ",973,2,205,1.43,0.66,333,7.8,3.9,11,88.6,45.2,64.9,11,4
95,62,"PIM",160,"Safford, AZ",973,4,203,1.43,0.63,328,7.8,3.9,10,87.7,41.4,64.7,12,3.9
95,62,"PIM",160,"Safford, AZ",974,2,200,1.39,0.65,351,6.8,3.9,11,87.4,47.9,66.8,12,3.9
95,62,"PIM",160,"Safford, AZ",974,4,202,1.4,0.67,344,6.5,3.7,11,87.4,49.9,65.1,12,3.9
95,62,"PIM",160,"Safford, AZ",975,2,191,1.39,0.66,300,8.5,3.8,11,87.2,41.5,63.6,12,3.8
95,62,"PIM",160,"Safford, AZ",975,4,197,1.41,0.68,306,7.8,3.7,11,87.6,44.1,66.3,12,3.7
95,62,"PIM",160,"Safford, AZ",976,2,203,1.44,0.69,337,6.8,3.9,11,87.7,47.3,63.4,12,3.8
95,62,"PIM",160,"Safford, AZ",976,4,194,1.4,0.65,338,7.5,3.7,10,86,43.9,64.3,12,3.6
95,62,"PIM",160,"Safford, AZ",977,2,192,1.39,0.63,296,8,3.8,10,87.4,39.7,64.1,12,3.8
95,62,"PIM",160,"Safford, AZ",977,4,191,1.39,0.65,300,9,4,10,87.2,41.2,61.5,12,3.9
95,62,"PIM",182,"Maricopa, AZ",471,2,181,1.39,0.65,312,8.3,3.7,10,86.5,40.4,65.5,13,3.6
