"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","x25sl_star","ui_star","str_star","elg_star","rd_star","b_star","mic_star"
88,20,"EAS",36,"Florence, SC",635,2,95,1.04,0.53,51,207,6.3,4.3,1,47,19.7,6.6,75.5,7.5,4.3
88,20,"EAS",36,"Florence, SC",649,1,115,1.06,0.54,50.9,223,7.8,5.4,0.96,47,21.3,7.1,77.2,8.8,5.6
88,20,"EAS",36,"Florence, SC",649,2,114,1.05,0.53,50.5,202,7.5,5.7,1.03,48.3,21.7,7,78.2,9,5.8
88,20,"EAS",36,"Florence, SC",654,1,129,1.05,0.52,49.5,211,6.5,4.8,1.08,48.8,22.3,6.8,79.6,8.3,4.6
88,20,"EAS",36,"Florence, SC",654,2,134,1.05,0.51,48.6,217,7,4.9,1.04,46.7,23,6.9,78.8,8.8,5
88,20,"EAS",36,"Florence, SC",670,1,112,1.12,0.53,47.3,192,6,5.1,1.08,45.1,18.7,7,78.2,8.9,5.2
88,20,"EAS",36,"Florence, SC",670,2,110,1.08,0.52,48.1,182,6.3,5.2,1.06,43.1,18.8,6.6,77.2,8.8,5.3
88,20,"EAS",36,"Florence, SC",681,1,109,1.01,0.5,49.5,176,5.5,5.6,1.02,48.1,19.7,6.6,77,8.4,5.1
88,20,"EAS",36,"Florence, SC",681,2,110,1,0.51,51,176,5.8,5.2,0.98,48.8,20.2,6.6,77.2,8.5,4.8
88,20,"EAS",36,"Florence, SC",689,1,105,1.13,0.57,50.4,187,9,4.7,1.07,47.1,18.4,7,77.9,8.2,5.2
88,20,"EAS",36,"Florence, SC",689,2,105,1.11,0.55,49.5,186,8.8,5.4,1.05,45.2,17.7,6.9,78.3,8.5,5.5
88,20,"EAS",36,"Florence, SC",748,1,105,1.1,0.54,49.1,217,6.8,5.2,1.07,46.8,20.3,6.8,77.7,7.8,5.2
88,20,"EAS",36,"Florence, SC",748,2,116,1.04,0.51,49,201,7,5.1,1.05,46.8,22,6.8,76,8.7,5.2
88,20,"EAS",87,"Belle Mina, AL",450,1,109,1.08,0.52,48.1,192,7.5,3.1,1.11,46.9,21.7,6,72.1,7.5,3.4
88,20,"EAS",87,"Belle Mina, AL",450,2,102,1.02,0.49,48,196,6.8,3.1,1.07,43.6,21.1,5.7,69.8,8.1,3.2
88,20,"EAS",87,"Belle Mina, AL",473,1,95,1.06,0.56,52.8,180,10,4.6,1.1,47.6,19.7,6.7,75.7,6.8,3.3
88,20,"EAS",87,"Belle Mina, AL",473,2,89,1.05,0.53,50.5,183,9.5,3.5,1.05,47.2,19.6,6.6,72.3,8.1,3.3
88,20,"EAS",87,"Belle Mina, AL",477,1,125,1.16,0.58,50,240,8,3.5,1.12,46.4,27,7,71.9,6.9,3.3
88,20,"EAS",87,"Belle Mina, AL",477,2,122,1.14,0.57,50,248,7.8,3.2,1.16,45.5,26.8,6.7,75.8,7.1,3.1
88,20,"EAS",87,"Belle Mina, AL",513,1,111,1.13,0.55,48.7,217,6.5,3.8,1.12,46.2,19.1,5.7,74.4,8.4,3.8
88,20,"EAS",87,"Belle Mina, AL",513,2,107,1.05,0.52,49.5,205,7.8,3.6,1.08,41.7,20.9,5.6,76.9,7.8,3.2
88,20,"EAS",87,"Belle Mina, AL",521,1,106,1.11,0.54,48.6,190,7.8,3.4,1.1,45.3,17,6.3,74.8,6.8,4.7
88,20,"EAS",87,"Belle Mina, AL",521,2,109,1.07,0.52,48.6,195,8,3.2,1.11,47.2,20,6.2,74.8,6.2,3.4
88,20,"EAS",87,"Belle Mina, AL",570,1,109,1.14,0.57,50,193,7.8,4.1,1.11,43.5,21.4,6.3,73.5,8.6,3.4
88,20,"EAS",87,"Belle Mina, AL",570,2,108,1.08,0.54,50,204,7.5,3.4,1.12,46.1,19.3,6.1,72.3,7.9,3.7
88,20,"EAS",87,"Belle Mina, AL",574,1,110,1.06,0.5,47.2,199,7.8,3.2,1.1,45.8,19.4,5.6,70.1,7.2,3.5
88,20,"EAS",87,"Belle Mina, AL",574,2,117,1.08,0.51,47.2,194,7.8,3.4,1.08,44,22.2,5.9,74.5,8,2.9
88,20,"EAS",87,"Belle Mina, AL",575,1,99,1.06,0.52,49.1,165,7.5,3.7,1.06,43.1,19.4,5.6,76.8,7.1,3.7
88,20,"EAS",87,"Belle Mina, AL",575,2,97,1.08,0.52,48.1,173,7.3,3.2,1.09,43.5,19.1,5.6,67.8,6.4,3.6
88,20,"EAS",87,"Belle Mina, AL",603,1,99,1.07,0.52,48.6,162,7.8,3.6,1.12,43.1,21.1,5.7,76,7.1,2.9
88,20,"EAS",87,"Belle Mina, AL",603,2,105,1.08,0.52,48.1,167,7.5,3.6,1.12,43.2,NA,5.5,72.6,7.8,4.7
88,20,"EAS",87,"Belle Mina, AL",611,1,91,1.08,0.51,47.2,191,8,3,1.12,46.6,20.1,6.1,72.4,6.8,3.6
88,20,"EAS",87,"Belle Mina, AL",611,2,101,1.05,0.51,48.6,182,9,3.3,1.06,42.4,NA,5.6,72.4,6.6,4.9
88,20,"EAS",87,"Belle Mina, AL",635,1,87,1.01,0.52,51.5,184,8,3.7,1.06,48.5,20.6,6.1,73.6,8.3,3.4
88,20,"EAS",87,"Belle Mina, AL",635,2,99,1.01,0.53,52.5,170,8,4.2,1.05,47.8,20.8,6.1,71.1,7.2,3.3
88,20,"EAS",87,"Belle Mina, AL",649,1,103,1.07,0.52,48.6,212,8.5,3.6,1.05,42,23.2,6.4,75,7.7,3.5
88,20,"EAS",87,"Belle Mina, AL",649,2,110,1.06,0.51,48.1,224,8.5,3.5,1.12,43.8,22.9,6.4,75.4,7.3,3.3
88,20,"EAS",87,"Belle Mina, AL",654,1,125,1.15,0.54,47,251,6.8,4.2,1.15,47.7,22,6.4,75.7,6.9,4.1
88,20,"EAS",87,"Belle Mina, AL",654,2,120,1.07,0.53,49.5,249,6.5,4.3,1.1,44.9,21.1,5.4,74.5,7.9,3
88,20,"EAS",87,"Belle Mina, AL",670,1,92,1.08,0.51,47.2,168,8.3,3.4,1.17,47.9,19.2,6.6,75.9,7.4,4.7
88,20,"EAS",87,"Belle Mina, AL",670,2,108,1.06,0.56,52.8,219,9.5,3.5,1.09,44.4,20.2,6,75.3,6.9,3.6
88,20,"EAS",87,"Belle Mina, AL",681,1,107,1.05,0.52,49.5,185,7.5,3.3,1.01,43.4,19.1,5.8,72.3,6.7,3.4
88,20,"EAS",87,"Belle Mina, AL",681,2,78,1,0.5,50,171,6.5,4.3,1.03,44.8,19.5,5.7,73.2,7.3,3.7
88,20,"EAS",87,"Belle Mina, AL",689,1,86,1.08,0.52,48.1,177,9.5,3.6,1.09,46.1,19.7,6.8,72.8,6.7,3.5
88,20,"EAS",87,"Belle Mina, AL",689,2,92,1.08,0.52,48.1,184,9,3.5,1.08,43.6,19.7,6.5,72.9,6.9,3.6
88,20,"EAS",87,"Belle Mina, AL",748,1,106,1.12,0.55,49.1,180,8.3,4.1,1.06,44.3,18.8,5.8,75.3,7.4,3.9
88,20,"EAS",87,"Belle Mina, AL",748,2,109,1.09,0.52,47.7,189,7.3,4.4,1.09,44,19.6,6,72.4,7.8,3.9
88,30,"CEN",19,"College Station, TX",473,1,105,1.1,0.55,50,191,8.3,4.4,1.11,50.4,18.7,6.9,80.9,7.3,4.5
88,30,"CEN",19,"College Station, TX",473,2,104,1.15,0.59,51.3,197,9,4.6,1.16,51.7,18.1,7,81.3,6.8,4.4
88,30,"CEN",19,"College Station, TX",477,1,155,1.19,0.61,51.3,246,7,3.8,1.2,49.1,25.5,6.8,71.4,6.2,3.6
88,30,"CEN",19,"College Station, TX",477,2,149,1.24,0.66,53.2,252,6.5,3.7,1.23,50.4,24.1,6.7,74.6,5.8,4
88,30,"CEN",19,"College Station, TX",570,1,133,1.18,0.59,50,206,7.5,4.3,1.15,45.6,20.6,6.4,72,7.5,4.2
88,30,"CEN",19,"College Station, TX",570,2,130,1.2,0.6,50,215,6.8,4.4,1.18,46.1,19.3,6.1,75.5,7.5,4.3
88,30,"CEN",19,"College Station, TX",575,1,125,1.09,0.51,46.8,188,6.5,4.8,1.08,43,18.4,5.8,75,7,4.6
88,30,"CEN",19,"College Station, TX",575,2,120,1.16,0.58,50,186,7,4.9,1.13,46.1,18.9,6.2,74.6,6.5,4.9
88,30,"CEN",19,"College Station, TX",603,1,125,1.14,0.56,49.1,210,7.8,3.6,1.12,44.7,23.6,6.7,75.3,6.6,3.4
88,30,"CEN",19,"College Station, TX",603,2,119,1.17,0.56,47.9,197,6.8,4.4,1.14,45.2,19.7,6.2,75.7,6.6,4.3
88,30,"CEN",19,"College Station, TX",611,1,123,1.18,0.6,50.8,202,7.8,4.6,1.12,47.9,20.4,6.8,76.1,6.9,4.5
88,30,"CEN",19,"College Station, TX",611,2,117,1.12,0.54,48.2,183,7.8,4.2,1.13,48.3,19.8,6.3,77.1,6.5,4.3
88,30,"CEN",19,"College Station, TX",635,1,115,1.05,0.53,50.5,198,6.8,4.4,1.07,49.6,20,6,71.5,7.2,4.1
88,30,"CEN",19,"College Station, TX",635,2,118,1.07,0.54,50.5,189,7,4.4,1.09,50.2,19.1,6.7,73.3,6.7,4.8
88,30,"CEN",19,"College Station, TX",649,1,142,1.15,0.58,50.4,209,6.8,4.4,1.16,47.7,23.4,6.6,79.3,8.1,4.3
88,30,"CEN",19,"College Station, TX",649,2,134,1.17,0.57,48.7,218,6.8,4.6,1.17,49.1,22.2,6.8,79.1,7.3,4.6
88,30,"CEN",19,"College Station, TX",689,1,110,1.16,0.57,49.1,192,8,4.5,1.15,46.6,19.6,6.6,76.9,7,4.4
88,30,"CEN",19,"College Station, TX",689,2,113,1.17,0.57,48.7,185,8,4.8,1.14,46.3,17.9,6.7,81,7.1,5.1
88,30,"CEN",19,"College Station, TX",748,1,121,1.17,0.57,48.7,194,7,4.3,1.16,46.2,19.8,6.3,76,7.4,4.2
88,30,"CEN",19,"College Station, TX",748,2,122,1.18,0.59,50,194,6.8,4.4,1.16,45.9,19.9,6.3,74.4,7.4,4.4
88,30,"CEN",19,"College Station, TX",750,1,125,1.15,0.58,50.4,207,8,4.5,1.15,48.8,20.3,6.9,70.3,8.1,4.3
88,30,"CEN",19,"College Station, TX",750,2,112,1.15,0.59,51.3,207,8.5,4.9,1.13,48.2,20.3,7.1,72.2,7.4,4.9
88,30,"CEN",21,"Weslaco, TX",473,1,107,1.08,0.55,50.9,178,9.8,4.3,1.08,49.7,18.4,7.3,77.5,7.5,4.3
88,30,"CEN",21,"Weslaco, TX",473,2,102,1.11,0.56,50.5,176,9.8,4.1,1.11,50.7,17.2,7.4,80.1,7.4,4.4
88,30,"CEN",21,"Weslaco, TX",477,1,137,1.13,0.57,50.4,238,7.8,3.7,1.15,49.2,25.9,6.5,76,6.9,3.5
88,30,"CEN",21,"Weslaco, TX",477,2,124,1.14,0.57,50,215,7.5,3.7,1.17,48.3,22.1,6.7,78.1,7,3.5
88,30,"CEN",21,"Weslaco, TX",570,1,119,1.11,0.53,47.7,185,7.5,4,1.17,49.5,18.9,6.3,76.8,8,3.9
88,30,"CEN",21,"Weslaco, TX",570,2,111,1.15,0.57,49.6,185,7.5,3.8,1.15,48.2,18.9,6.7,76.7,8.1,4
88,30,"CEN",21,"Weslaco, TX",575,1,109,1.07,0.53,49.5,179,6.3,4.4,1.07,50.5,18.2,6.1,79,7.9,4.5
88,30,"CEN",21,"Weslaco, TX",575,2,107,1.09,0.54,49.5,170,7,4.7,1.07,47.9,18.4,6.2,80,7.2,4.2
88,30,"CEN",21,"Weslaco, TX",603,1,114,1.08,0.53,49.1,182,7.5,4.3,1.09,46.7,21.3,6.7,74.1,7,4.2
88,30,"CEN",21,"Weslaco, TX",603,2,115,1.1,0.54,49.1,182,7.5,4.1,1.1,49.7,19.4,6.4,76.6,6.9,4
88,30,"CEN",21,"Weslaco, TX",611,1,110,1.08,0.54,50,200,7.5,4.1,1.12,47.1,19.8,6.6,77.2,7.4,4
88,30,"CEN",21,"Weslaco, TX",611,2,115,1.13,0.55,48.7,208,8,4.3,1.15,50.4,19.8,7,79.3,6.8,4
88,30,"CEN",21,"Weslaco, TX",635,1,109,1.04,0.55,52.9,192,7,4.8,1.01,49.4,18.7,6.7,73.2,7.5,4.8
88,30,"CEN",21,"Weslaco, TX",635,2,104,1.03,0.53,51.5,187,6.8,4.2,1.03,50,18.1,6.5,76,7,4.3
88,30,"CEN",21,"Weslaco, TX",649,1,126,1.14,0.61,53.5,225,6.8,4.1,1.09,48.1,21.6,6.5,77.6,7.2,4.3
88,30,"CEN",21,"Weslaco, TX",649,2,117,1.09,0.55,50.5,221,6.8,4.2,1.1,47.5,21.7,6.7,79.5,7.9,4.1
88,30,"CEN",21,"Weslaco, TX",689,1,105,1.13,0.56,49.6,175,8.3,4.6,1.11,47.1,18.2,7.2,79.2,7.5,4.6
88,30,"CEN",21,"Weslaco, TX",689,2,105,1.14,0.57,50,170,9.8,4.4,1.14,47.9,17.9,7.2,80.3,7.5,4.5
88,30,"CEN",21,"Weslaco, TX",748,1,116,1.1,0.56,50.9,189,7.3,3.8,1.07,47.4,19,6.2,74.1,8.2,3.7
88,30,"CEN",21,"Weslaco, TX",748,2,114,1.18,0.59,50,189,6.8,4.3,1.14,43.1,19.9,6.3,76.8,8.2,3.9
88,30,"CEN",21,"Weslaco, TX",750,1,114,1.11,0.56,50.5,201,8.5,3.7,1.12,49.6,19.8,6.7,73.7,7.9,3.9
88,30,"CEN",21,"Weslaco, TX",750,2,108,1.09,0.54,49.5,186,8,4.2,1.13,49.7,20.3,7,75.5,7.8,4.1
88,30,"CEN",23,"Bossier City, LA",473,1,108,1.12,0.58,51.8,179,9.3,4.4,1.12,49.4,18.6,6.7,80.4,7.4,4.3
88,30,"CEN",23,"Bossier City, LA",473,2,101,1.12,0.56,50,196,9,4.8,1.1,50.2,18.6,6.8,81,7.2,4.7
88,30,"CEN",23,"Bossier City, LA",477,1,131,1.19,0.61,51.3,210,8.8,4.3,1.2,49.7,23.6,7,78.3,7.2,4
88,30,"CEN",23,"Bossier City, LA",477,2,142,1.21,0.61,50.4,226,7.3,4.3,1.22,51.7,25.5,7.1,80.5,7.7,4
88,30,"CEN",23,"Bossier City, LA",570,1,120,1.15,0.57,49.6,208,7,4.4,1.16,49,21.7,6.5,79.8,8,4.1
88,30,"CEN",23,"Bossier City, LA",570,2,118,1.16,0.57,49.1,207,7,4.7,1.18,51.2,20.1,6.8,77.5,8.2,4.9
88,30,"CEN",23,"Bossier City, LA",575,1,114,1.17,0.59,50.4,192,6.5,4.8,1.12,46.3,18.7,6.1,80.7,7.1,4.7
88,30,"CEN",23,"Bossier City, LA",575,2,118,1.12,0.58,51.8,172,6.3,4.9,1.12,49.1,19.2,6.4,79.3,6.9,5.1
88,30,"CEN",23,"Bossier City, LA",603,1,116,1.14,0.56,49.1,186,8.5,4.6,1.13,50.6,19.4,6.9,81.7,8.1,4.2
88,30,"CEN",23,"Bossier City, LA",603,2,126,1.18,0.59,50,201,7.5,4.5,1.15,46.2,20.3,6.6,79,8.1,4.4
88,30,"CEN",23,"Bossier City, LA",611,1,111,1.13,0.56,49.6,192,7.8,4.6,1.15,48.9,18.1,6.5,79.4,7.8,4.9
88,30,"CEN",23,"Bossier City, LA",611,2,113,1.15,0.57,49.6,179,8.3,4.8,1.14,49.4,19,6.3,80.4,6.9,4.7
88,30,"CEN",23,"Bossier City, LA",635,1,108,1.06,0.54,50.9,193,8,4.7,1.03,51.4,20.2,6.9,77.7,7.5,4.9
88,30,"CEN",23,"Bossier City, LA",635,2,111,1.06,0.56,52.8,180,8.5,5.2,1.06,53.8,19.2,6.6,77.9,7.2,5.1
88,30,"CEN",23,"Bossier City, LA",649,1,103,1.14,0.57,50,204,7.5,4.6,1.12,47.8,22.7,7.2,80.5,8.1,4.3
88,30,"CEN",23,"Bossier City, LA",649,2,128,1.16,0.58,50,215,7.5,4.7,1.14,50.3,21.8,6.8,80.2,7.8,4.6
88,30,"CEN",23,"Bossier City, LA",689,1,104,1.15,0.57,49.6,182,9.5,5,1.14,48.2,18.2,7.1,80.6,7.7,4.8
88,30,"CEN",23,"Bossier City, LA",689,2,110,1.16,0.57,49.1,186,8.3,4.9,1.18,50.7,17.8,6.9,80,6.9,5
88,30,"CEN",23,"Bossier City, LA",748,1,118,1.18,0.58,49.2,189,7,4.8,1.17,48.9,20.2,6.6,79.5,7.9,4.6
88,30,"CEN",23,"Bossier City, LA",748,2,121,1.18,0.59,50,204,7.5,4.8,1.2,50.2,20.5,6.7,79,7.9,4.7
88,30,"CEN",23,"Bossier City, LA",750,1,111,1.17,0.62,53,200,9,4.9,1.16,50,19.1,7.2,78,7.4,4.6
88,30,"CEN",23,"Bossier City, LA",750,2,114,1.15,0.61,53,208,8.3,4.8,1.14,51.9,20.8,7.3,78.5,8.5,4.4
88,30,"CEN",72,"Beeville, TX",473,1,102,1.04,0.56,53.8,186,9,5.4,1.04,51.8,18.2,7.1,79.6,7.4,4.9
88,30,"CEN",72,"Beeville, TX",473,2,109,1,0.55,55,185,8.8,5,0.97,50.5,19.5,7.2,76,7,4.7
88,30,"CEN",72,"Beeville, TX",477,1,127,1.16,0.63,54.3,242,7,4.4,1.14,50.4,24.2,7,74.4,7.3,4.3
88,30,"CEN",72,"Beeville, TX",477,2,132,1.05,0.54,51.4,233,7.3,4.1,1.03,49.4,25.4,6.6,65.9,5.6,3.8
88,30,"CEN",72,"Beeville, TX",570,1,123,1.12,0.57,50.9,191,8.3,4.8,1.1,48.5,19.6,6.8,73.7,7.7,4.8
88,30,"CEN",72,"Beeville, TX",570,2,111,1.03,0.53,51.5,189,8,4.4,1.03,48.6,19.3,6.9,73.3,7.4,4.4
88,30,"CEN",72,"Beeville, TX",575,1,116,1.05,0.53,50.5,189,7.5,5,1.04,49.8,18.4,6.3,73.6,6.8,5.4
88,30,"CEN",72,"Beeville, TX",575,2,107,0.99,0.53,53.5,196,8,4.9,0.95,50.8,19.5,6.8,76.3,7.7,5
88,30,"CEN",72,"Beeville, TX",603,1,119,1.06,0.54,50.9,178,8,4.4,1.04,48.6,19.4,6.7,76.8,7.3,4.5
88,30,"CEN",72,"Beeville, TX",603,2,116,0.98,0.49,50,175,7.8,5,1,48.3,18.9,6.5,71.2,7.2,4.8
88,30,"CEN",72,"Beeville, TX",611,1,109,1.01,0.5,49.5,182,9,5.2,1.06,48.9,18.6,6.9,71.4,7,5
88,30,"CEN",72,"Beeville, TX",611,2,115,1.03,0.52,50.5,206,8.8,4.9,1.04,51.2,19,6.9,74.3,7.4,5.1
88,30,"CEN",72,"Beeville, TX",635,1,109,0.96,0.51,53.1,178,7.5,4.1,0.93,48.9,19.7,6.7,73.2,6.7,4
88,30,"CEN",72,"Beeville, TX",635,2,107,0.97,0.52,53.6,193,7,4.4,0.96,50.4,20.9,6.9,68.5,6.8,4.3
88,30,"CEN",72,"Beeville, TX",649,1,115,1.05,0.55,52.4,212,7.3,4.9,1.05,50.1,20.3,6.9,75.6,7.7,5.2
88,30,"CEN",72,"Beeville, TX",649,2,118,1.03,0.54,52.4,208,7.5,4.9,1.03,49.8,21.7,6.6,75.3,7.2,4.9
88,30,"CEN",72,"Beeville, TX",689,1,98,1.07,0.55,51.4,198,9,5.3,1.04,46.2,17.7,6.9,77.5,7.8,5.2
88,30,"CEN",72,"Beeville, TX",689,2,99,1.02,0.51,50,188,8.5,4.9,1.04,51.3,18.9,7.4,77.1,7.4,4.9
88,30,"CEN",72,"Beeville, TX",748,1,109,1.11,0.56,50.5,187,6.3,5.2,1.12,51.6,20.5,6.8,72.8,8,5.3
88,30,"CEN",72,"Beeville, TX",748,2,109,1.02,0.52,51,192,7.8,4.7,0.97,45.3,19.1,6.5,71.1,7.8,4.4
88,30,"CEN",72,"Beeville, TX",750,1,107,1.04,0.55,52.9,186,8.5,4.2,1.04,50.4,19.5,7.1,71.6,7.2,4.5
88,30,"CEN",72,"Beeville, TX",750,2,106,1.08,0.58,53.7,184,8,4.6,1.03,50.4,18.6,6.7,67.7,7.4,4.8
88,40,"DEL",24,"Saint Joseph, LA",473,1,101,1.08,0.54,50,186,8.5,5.2,1.05,50.5,17.8,6.9,77.7,7.5,4.7
88,40,"DEL",24,"Saint Joseph, LA",473,2,95,1.07,0.56,52.3,179,8.5,5.3,1.05,49.3,17.4,7.2,78.6,8.1,5
88,40,"DEL",24,"Saint Joseph, LA",477,1,133,1.13,0.57,50.4,236,6.5,4.9,1.13,49.8,23.7,6.9,78,7.5,4.6
88,40,"DEL",24,"Saint Joseph, LA",477,2,134,1.13,0.55,48.7,232,7,4.7,1.13,51.9,24,7,80.8,7.5,4.6
88,40,"DEL",24,"Saint Joseph, LA",570,1,126,1.12,0.59,52.7,198,6.3,5,1.11,50.5,18.7,6.2,79.4,8.2,5.1
88,40,"DEL",24,"Saint Joseph, LA",570,2,129,1.1,0.56,50.9,196,6.5,5.2,1.07,49.3,19.6,6.6,78.6,8.8,5.1
88,40,"DEL",24,"Saint Joseph, LA",575,1,123,1.11,0.57,51.4,192,6.3,5,1.08,49.3,19.6,6.6,80.4,8.2,5
88,40,"DEL",24,"Saint Joseph, LA",575,2,110,1.09,0.55,50.5,174,7,4.8,1.08,49.5,18.6,6,80.8,8.3,4.6
88,40,"DEL",24,"Saint Joseph, LA",611,1,108,1.16,0.58,50,184,8.3,5,1.12,48.1,18.5,7.1,79,8,5
88,40,"DEL",24,"Saint Joseph, LA",611,2,102,1.08,0.57,52.8,181,8.3,5,1.07,48.1,17.9,6.2,79.1,7.8,4.9
88,40,"DEL",24,"Saint Joseph, LA",635,1,111,1.06,0.54,50.9,186,7.8,5,1.04,50,19.6,6.1,76.5,7.9,4.5
88,40,"DEL",24,"Saint Joseph, LA",635,2,100,1,0.5,50,196,7,4.6,1.02,49.1,19.9,6.6,77.1,7.5,4.5
88,40,"DEL",24,"Saint Joseph, LA",649,1,126,1.1,0.56,50.9,184,7.5,5,1.09,49.4,21.5,6.6,80.4,8.3,4.9
88,40,"DEL",24,"Saint Joseph, LA",649,2,116,1.07,0.55,51.4,203,7.5,5,1.05,47.1,24,6.6,77.8,9,4.5
88,40,"DEL",24,"Saint Joseph, LA",685,1,118,1.15,0.57,49.6,199,6.5,5.3,1.15,50.7,20.5,6.6,76.2,8.6,4.8
88,40,"DEL",24,"Saint Joseph, LA",685,2,122,1.16,0.59,50.9,182,6.5,5.2,1.16,49.7,19,6.8,76.7,8.6,5.3
88,40,"DEL",24,"Saint Joseph, LA",689,1,100,1.15,0.56,48.7,177,8,5.4,1.12,48.8,17.4,6.4,79.2,8.1,5.1
88,40,"DEL",24,"Saint Joseph, LA",689,2,101,1.15,0.56,48.7,172,8.5,4.9,1.09,47.7,18.2,6.8,80.8,8,4.9
88,40,"DEL",24,"Saint Joseph, LA",748,1,119,1.14,0.58,50.9,197,7,5.4,1.12,48,20.1,6.5,76.8,8.7,5.3
88,40,"DEL",24,"Saint Joseph, LA",748,2,123,1.18,0.58,49.2,193,6.5,5,1.11,47.7,19.4,6.6,77.6,8.1,5.4
88,40,"DEL",24,"Saint Joseph, LA",750,1,107,1.14,0.57,50,193,7,5,1.14,50.8,18.8,6.9,76.3,8.1,5.2
88,40,"DEL",24,"Saint Joseph, LA",750,2,112,1.13,0.58,51.3,202,7.3,5.2,1.07,49.6,19.3,6.9,78.3,9.1,5.1
88,40,"DEL",25,"Stoneville, MS",473,1,109,1.1,0.53,48.2,195,8,4.3,1.08,47.8,19.1,6.6,80.5,7.8,4.2
88,40,"DEL",25,"Stoneville, MS",473,2,114,1.14,0.55,48.2,197,8,4.2,1.12,49.7,19.3,6.4,82.3,7.9,3.9
88,40,"DEL",25,"Stoneville, MS",477,1,143,1.17,0.58,49.6,254,5.8,4,1.17,49,23.7,6.3,80.1,7.6,4
88,40,"DEL",25,"Stoneville, MS",477,2,151,1.21,0.59,48.8,246,5,4,1.18,49.6,24.7,6.6,79.6,8.2,3.8
88,40,"DEL",25,"Stoneville, MS",570,1,134,1.2,0.55,45.8,205,6.5,3.9,1.15,43.6,22.8,6.6,79.2,7.9,3.8
88,40,"DEL",25,"Stoneville, MS",570,2,137,1.21,0.57,47.1,224,5,4.2,1.19,47.6,21.2,6.4,79.6,8.1,3.9
88,40,"DEL",25,"Stoneville, MS",575,1,127,1.11,0.51,45.9,190,5.3,4.7,1.1,46.3,20.3,6.5,80.5,7.8,4.6
88,40,"DEL",25,"Stoneville, MS",575,2,136,1.15,0.56,48.7,193,6.3,4.6,1.12,48.1,20.2,6.3,81.6,8.6,4.6
88,40,"DEL",25,"Stoneville, MS",611,1,119,1.13,0.53,46.9,200,6.5,3.9,1.14,48.2,19.7,6.2,80.6,7.6,4.1
88,40,"DEL",25,"Stoneville, MS",611,2,123,1.16,0.56,48.3,200,6.5,4.2,1.14,48.3,19.8,6.3,81.9,7.9,4.3
88,40,"DEL",25,"Stoneville, MS",635,1,129,1.07,0.53,49.5,201,7.3,4.1,1.07,50,22.2,6.4,78.4,7.9,3.8
88,40,"DEL",25,"Stoneville, MS",635,2,129,1.08,0.53,49.1,207,6.3,4.3,1.06,47.6,21,6.4,76.8,7.9,4.1
88,40,"DEL",25,"Stoneville, MS",649,1,135,1.1,0.51,46.4,227,6,4.5,1.13,45.1,21.2,6.5,78,9,4.7
88,40,"DEL",25,"Stoneville, MS",649,2,146,1.17,0.56,47.9,237,5.8,4.6,1.11,49,22.7,7,78.8,9.2,4.9
88,40,"DEL",25,"Stoneville, MS",685,1,133,1.15,0.54,47,208,6.3,4.1,1.16,47.5,21.5,6.7,78.6,8.2,4
88,40,"DEL",25,"Stoneville, MS",685,2,138,1.2,0.59,49.2,225,6,4.5,1.19,49.4,21.5,6.3,79.9,8.8,4.3
88,40,"DEL",25,"Stoneville, MS",689,1,113,1.17,0.54,46.2,200,7.5,4.2,1.15,47.4,19.1,6.8,80.2,7.6,4.3
88,40,"DEL",25,"Stoneville, MS",689,2,119,1.16,0.54,46.6,195,7.3,4.2,1.15,48.5,19.4,6.6,81,8,4.3
88,40,"DEL",25,"Stoneville, MS",748,1,135,1.14,0.53,46.5,227,6,4.3,1.15,47.8,20.8,6.4,80.1,8.1,4.4
88,40,"DEL",25,"Stoneville, MS",748,2,135,1.16,0.55,47.4,218,5.5,4.3,1.13,46.9,20.1,6.1,78.2,8.9,4.5
88,40,"DEL",25,"Stoneville, MS",750,1,125,1.15,0.54,47,215,8,4.5,1.15,49.6,19.8,6.8,76.5,8.2,4.4
88,40,"DEL",25,"Stoneville, MS",750,2,142,1.18,0.59,50,202,7,4.5,1.18,49.8,20.9,7.3,79.4,8.8,4.3
88,40,"DEL",27,"Clarkedale, AR",473,1,104,1.12,0.58,51.8,188,10.3,4.2,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",473,2,97,1.12,0.57,50.9,191,9.3,4.3,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",477,1,135,1.21,0.6,49.6,234,7,3.7,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",477,2,125,1.17,0.61,52.1,228,6.5,4,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",570,1,105,1.16,0.57,49.1,199,6.8,4.1,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",570,2,108,1.19,0.59,49.6,186,6.8,3.9,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",575,1,107,1.12,0.53,47.3,181,7,4.7,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",575,2,110,1.13,0.56,49.6,181,6.8,4.6,NA,NA,NA,NA,NA,NA,NA
