"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","x25sl_star","ui_star","str_star","elg_star","rd_star","b_star","mic_star"
88,61,"PIM",182,"Maricopa, AZ",727,2,186,1.49,0.78,52.3,340,7.8,4.4,1.48,55.7,30.6,7.6,68.6,11,4.8
88,61,"PIM",182,"Maricopa, AZ",746,1,192,1.48,0.76,51.4,316,8,4.6,1.49,58.3,34,8.2,73,10.7,4.4
88,61,"PIM",182,"Maricopa, AZ",746,2,185,1.49,0.76,51,309,7.5,4.6,1.45,57.5,32.1,8,73,10.9,4.4
88,61,"PIM",182,"Maricopa, AZ",747,1,179,1.54,0.73,47.4,311,7.8,4.1,1.49,55.5,25.7,6.8,69.1,11.8,4.1
88,61,"PIM",182,"Maricopa, AZ",747,2,184,1.52,0.74,48.7,309,8,4.2,1.43,51.7,32.1,7.3,66.2,12.3,3.8
88,62,"PIM",50,"El Paso, TX",471,1,159,1.26,0.63,50,294,8,3.8,1.34,49.5,25.5,6.7,67.1,12.2,4
88,62,"PIM",50,"El Paso, TX",471,2,159,1.31,0.64,48.9,296,8.3,3.7,1.33,49.6,26.7,6.9,63.5,12.9,3.8
88,62,"PIM",50,"El Paso, TX",615,1,168,1.27,0.64,50.4,304,8,4.3,1.32,50.4,32.3,7.2,68.4,11.9,3.5
88,62,"PIM",50,"El Paso, TX",615,2,177,1.32,0.64,48.5,285,8.3,3.6,1.27,49.6,28.3,6.6,63.8,12.1,3.5
88,62,"PIM",50,"El Paso, TX",617,1,158,1.26,0.59,46.8,262,8,3.7,1.35,48.5,27.2,6.7,68.3,11.5,3.3
88,62,"PIM",50,"El Paso, TX",617,2,156,1.36,0.62,45.6,254,8.8,3.3,1.33,48.6,26.8,6.3,68.7,11.8,3.2
88,62,"PIM",50,"El Paso, TX",727,1,165,1.4,0.65,46.4,308,8.3,3.4,1.31,49.3,30.2,6.9,73.8,10.2,3.5
88,62,"PIM",50,"El Paso, TX",727,2,178,1.43,0.69,48.3,290,9,3.6,1.37,50.4,31.1,6.8,71.2,9.4,3.4
88,62,"PIM",50,"El Paso, TX",746,1,166,1.34,0.66,49.3,303,8.5,3.5,1.29,46.7,27.6,6.7,73,9.3,3.7
88,62,"PIM",50,"El Paso, TX",746,2,171,1.36,0.64,47.1,306,9.3,3.6,1.32,48.1,28.7,6.7,73.4,9.1,3.3
88,62,"PIM",50,"El Paso, TX",747,1,157,1.34,0.64,47.8,270,8,3.5,1.32,45.6,22.5,6.5,67.4,12.3,3.2
88,62,"PIM",50,"El Paso, TX",747,2,160,1.38,0.62,44.9,277,9,3.3,1.36,45.5,27.2,6.6,68.4,12,3.3
88,62,"PIM",160,"Safford, AZ",471,1,179,1.37,0.68,49.6,301,7,4.2,1.38,53.5,30.5,7.5,65.5,12.6,4
88,62,"PIM",160,"Safford, AZ",471,2,174,1.36,0.7,51.5,311,7.8,4.5,1.39,52,27.8,6.9,65.3,12.6,4.1
88,62,"PIM",160,"Safford, AZ",615,1,172,1.36,0.68,50,328,6.8,4,1.38,51.3,28,7,65,12.2,3.9
88,62,"PIM",160,"Safford, AZ",615,2,185,1.43,0.7,49,339,7.3,4.2,1.37,57.9,29.3,7.3,68.5,12,4.2
88,62,"PIM",160,"Safford, AZ",617,1,175,1.42,0.68,47.9,325,6.5,4,1.46,47.7,27,6.5,69.6,11.4,3.7
88,62,"PIM",160,"Safford, AZ",617,2,166,1.38,0.64,46.4,328,6.8,3.9,1.44,49.6,27.2,6.6,68.9,11.6,3.9
88,62,"PIM",160,"Safford, AZ",727,1,198,1.48,0.76,51.4,338,6.5,4.1,1.41,54.9,30.8,7.3,76.5,9.6,3.7
88,62,"PIM",160,"Safford, AZ",727,2,195,1.48,0.73,49.3,332,7.5,4.1,1.43,54.5,36,8,73.6,9.4,4.2
88,62,"PIM",160,"Safford, AZ",746,1,188,1.42,0.71,50,331,7,4.2,1.4,47.6,28.4,7.3,75.8,9.3,4.3
88,62,"PIM",160,"Safford, AZ",746,2,186,1.41,0.71,50.4,340,6.5,4.3,1.42,54.3,29.5,7.3,74.1,9.1,4
88,62,"PIM",160,"Safford, AZ",747,1,168,1.38,0.63,45.7,307,7.5,3.5,1.43,50.4,33,7.3,69.6,11.9,3.5
88,62,"PIM",160,"Safford, AZ",747,2,182,1.45,0.68,46.9,306,7,3.8,1.46,52.1,28.3,7,72,11.7,3.8
88,71,"RHQ",19,"College Station, TX",245,1,127,1.2,0.6,50,210,8.8,3.8,1.16,49.5,21.5,6.9,73.7,8.5,3.7
88,71,"RHQ",19,"College Station, TX",245,2,135,1.19,0.59,49.6,219,8.8,4,1.16,48,21.9,7.1,74.4,8.6,4
88,71,"RHQ",19,"College Station, TX",266,1,122,1.23,0.61,49.6,197,7.3,3.8,1.21,46.5,22.8,6.3,72.7,7,3.7
88,71,"RHQ",19,"College Station, TX",266,2,121,1.21,0.62,51.2,225,7,4.2,1.15,46.2,21.9,6.2,72.8,7.6,3.8
88,71,"RHQ",19,"College Station, TX",477,1,144,1.19,0.62,52.1,265,6.3,4.4,1.19,52.9,23.4,6.8,74.2,6.3,4.2
88,71,"RHQ",19,"College Station, TX",477,2,156,1.21,0.61,50.4,236,6.5,4,1.23,48.9,27,6.6,73.9,6.7,3.7
88,71,"RHQ",19,"College Station, TX",689,1,107,1.12,0.56,50,190,8.5,4.9,1.14,50.3,17.7,6.8,79.5,6.7,4.7
88,71,"RHQ",19,"College Station, TX",689,2,119,1.12,0.55,49.1,189,9,4.4,1.12,47.7,19,6.7,76.7,6.9,4.2
88,71,"RHQ",19,"College Station, TX",708,1,134,1.19,0.59,49.6,192,7,4.3,1.19,49.8,20.5,6.4,74,7.1,4.1
88,71,"RHQ",19,"College Station, TX",708,2,131,1.22,0.59,48.4,210,6.8,3.9,1.21,49.7,22.4,6.4,76.1,7.4,3.8
88,71,"RHQ",19,"College Station, TX",714,1,130,1.12,0.56,50,213,7.3,4,1.11,45.7,22.5,6.5,71,7.4,3.8
88,71,"RHQ",19,"College Station, TX",714,2,118,1.18,0.57,48.3,220,7.3,3.8,1.14,47.9,22.8,6.6,72.5,7.6,3.8
88,71,"RHQ",19,"College Station, TX",718,1,136,1.21,0.62,51.2,209,6.5,4.3,1.22,49.9,22.6,6.4,75.1,6.8,4.3
88,71,"RHQ",19,"College Station, TX",718,2,136,1.25,0.64,51.2,213,5.8,4.9,1.23,49.5,22.7,6.2,75.3,6.4,4.9
88,71,"RHQ",19,"College Station, TX",741,1,122,1.17,0.6,51.3,224,6.8,4.6,1.12,47.3,23.4,6.3,77.6,7.4,4.7
88,71,"RHQ",19,"College Station, TX",741,2,131,1.16,0.57,49.1,218,7,4.8,1.12,47.4,22.2,6.7,78,7.8,4.9
88,71,"RHQ",19,"College Station, TX",748,1,125,1.18,0.6,50.8,208,6.5,4.6,1.15,49.3,20,6.4,73.3,8.4,4.6
88,71,"RHQ",19,"College Station, TX",748,2,117,1.19,0.59,49.6,227,7.3,4.5,1.19,48.1,20.7,6.6,74.2,7.3,4.4
88,71,"RHQ",19,"College Station, TX",771,1,131,1.18,0.6,50.8,205,7.5,3.8,1.16,47.1,22.4,6.6,67.7,7.6,3.9
88,71,"RHQ",19,"College Station, TX",771,2,132,1.17,0.6,51.3,199,7,4.6,1.17,48.6,20.3,6.3,74,6.9,4.4
88,71,"RHQ",19,"College Station, TX",777,1,133,1.21,0.59,48.8,224,8.3,4.2,1.19,47.2,22.6,6.8,76,7.6,4.3
88,71,"RHQ",19,"College Station, TX",777,2,133,1.22,0.6,49.2,212,8.3,4.4,1.18,48.4,23.3,6.7,76.4,7.4,4.3
88,71,"RHQ",19,"College Station, TX",778,1,129,1.14,0.56,49.1,199,7.5,3.8,1.15,47.9,22.7,6.6,73.1,8.2,3.6
88,71,"RHQ",19,"College Station, TX",778,2,122,1.18,0.59,50,206,7.5,4.3,1.18,50.5,20.2,6.6,67.9,7.3,4.3
88,71,"RHQ",19,"College Station, TX",779,1,129,1.17,0.56,47.9,206,6.8,4.7,1.14,49.2,20.4,6.5,77.8,7.7,5.2
88,71,"RHQ",19,"College Station, TX",779,2,132,1.18,0.59,50,221,7,4.4,1.15,49.6,21.2,6.4,78.3,6.9,4.5
88,71,"RHQ",19,"College Station, TX",780,1,149,1.2,0.62,51.7,258,6.3,4.2,1.2,54.1,25.2,6.7,73.1,6.9,4.1
88,71,"RHQ",19,"College Station, TX",780,2,152,1.19,0.62,52.1,238,7,4.2,1.18,51,26,6.6,78.3,7.1,4.1
88,71,"RHQ",19,"College Station, TX",781,1,120,1.18,0.58,49.2,188,7,4,1.17,46.8,19,5.8,72,7.2,4.2
88,71,"RHQ",19,"College Station, TX",781,2,131,1.15,0.55,47.8,212,6.5,4.4,1.16,48,22.5,6.2,73.3,6.5,3.9
88,71,"RHQ",19,"College Station, TX",782,1,126,1.14,0.57,50,191,8,3.7,1.13,47.4,22.1,6,75.3,7.1,3.5
88,71,"RHQ",19,"College Station, TX",782,2,134,1.16,0.61,52.6,220,7.3,4.2,1.1,48.3,20.4,6.3,76.2,7.5,4.4
88,71,"RHQ",19,"College Station, TX",783,1,120,1.16,0.58,50,201,9,4.2,1.11,47.9,19.6,7.1,72.4,7.9,4.2
88,71,"RHQ",19,"College Station, TX",783,2,134,1.19,0.63,52.9,225,9.5,3.7,1.2,48.9,20.9,6.6,73.4,8.1,3.6
88,71,"RHQ",19,"College Station, TX",784,1,128,1.16,0.59,50.9,201,7.3,4,1.14,46.6,21.7,6.5,74.6,7.5,4
88,71,"RHQ",19,"College Station, TX",784,2,134,1.17,0.56,47.9,212,7.3,4.2,1.14,45.5,22.4,6.5,68.7,7.4,3.9
88,71,"RHQ",19,"College Station, TX",785,1,125,1.15,0.56,48.7,209,7.8,3.7,1.15,48.8,20.5,6.6,75.5,7.4,3.7
88,71,"RHQ",19,"College Station, TX",785,2,123,1.12,0.55,49.1,204,7,4.3,1.11,48,20,6.8,73.5,7.2,4.3
88,71,"RHQ",19,"College Station, TX",786,1,121,1.2,0.62,51.7,204,7,4.9,1.18,49.2,20.6,6.5,74.7,7.2,4.6
88,71,"RHQ",19,"College Station, TX",786,2,124,1.18,0.58,49.2,201,7.5,5.2,1.12,48.6,18.8,6.4,73.5,7.6,5.3
88,71,"RHQ",24,"Saint Joseph, LA",245,1,118,1.12,0.55,49.1,206,8,4.5,1.1,46.8,19.8,7.3,76.7,9,4.5
88,71,"RHQ",24,"Saint Joseph, LA",245,2,126,1.14,0.59,51.8,222,8,4.7,1.11,48.5,20,7,75.3,9.4,4.3
88,71,"RHQ",24,"Saint Joseph, LA",266,1,115,1.15,0.55,47.8,198,6.8,5,1.1,47.9,19.5,7,78.4,8.4,5
88,71,"RHQ",24,"Saint Joseph, LA",266,2,119,1.11,0.53,47.7,186,7.5,4.6,1.09,46.7,19.5,6.6,73.6,8.1,4.8
88,71,"RHQ",24,"Saint Joseph, LA",477,1,126,1.12,0.56,50,235,6,4.7,1.1,48.6,22.4,6.5,78,7.6,4.7
88,71,"RHQ",24,"Saint Joseph, LA",477,2,140,1.1,0.56,50.9,248,6.3,4.8,1.09,50.4,23.5,6.5,78,7.4,4.5
88,71,"RHQ",24,"Saint Joseph, LA",689,1,94,1.12,0.55,49.1,157,8,5.1,1.07,49.7,17.2,6.5,80.8,8,5.2
88,71,"RHQ",24,"Saint Joseph, LA",689,2,96,1.1,0.54,49.1,157,8,4.6,1.07,45.7,18.4,6.9,78.8,7.4,4.4
88,71,"RHQ",24,"Saint Joseph, LA",708,1,114,1.1,0.57,51.8,204,6,4.8,1.11,48.6,21.5,6.7,79,8.7,4.6
88,71,"RHQ",24,"Saint Joseph, LA",708,2,112,1.14,0.57,50,205,6,4.5,1.1,47.9,19.5,6.4,74.3,8.1,4.6
88,71,"RHQ",24,"Saint Joseph, LA",714,1,109,1.06,0.52,49.1,207,5.3,4.7,1.07,47.7,21.8,6.8,77.3,8.8,4.7
88,71,"RHQ",24,"Saint Joseph, LA",714,2,108,1.08,0.52,48.1,193,6.5,4.5,1.05,47,20.2,6.6,75.5,8.3,4.4
88,71,"RHQ",24,"Saint Joseph, LA",718,1,113,1.12,0.56,50,188,5.5,5.5,1.11,49.5,20.8,6.8,78.2,7.8,5.3
88,71,"RHQ",24,"Saint Joseph, LA",718,2,104,1.08,0.55,50.9,193,5,5.3,1.07,49.4,19.8,6.4,78.6,8,5.4
88,71,"RHQ",24,"Saint Joseph, LA",741,1,111,1.1,0.54,49.1,208,6.8,5.1,1.07,48,22.3,6.9,78.5,8.5,4.8
88,71,"RHQ",24,"Saint Joseph, LA",741,2,105,1.04,0.53,51,214,6.5,4.8,1,47.5,20.5,6.6,79.3,8.4,5.1
88,71,"RHQ",24,"Saint Joseph, LA",748,1,121,1.12,0.54,48.2,195,6.8,5.5,1.15,49,19.5,6.5,77.4,7.9,5.3
88,71,"RHQ",24,"Saint Joseph, LA",748,2,99,1.07,0.51,47.7,172,7.3,5.2,1.06,48.1,18.5,6.4,75.1,8.3,4.9
88,71,"RHQ",24,"Saint Joseph, LA",771,1,112,1.09,0.53,48.6,192,5.5,5.3,1.06,47.1,18,6.4,74.3,7.9,5.3
88,71,"RHQ",24,"Saint Joseph, LA",771,2,106,1.03,0.52,50.5,210,5.3,5,1.03,47.5,18.4,6.1,75.9,7.8,5
88,71,"RHQ",24,"Saint Joseph, LA",777,1,113,1.12,0.56,50,227,8.3,4.7,1.14,48.7,20.4,7.3,79.4,8.5,4.9
88,71,"RHQ",24,"Saint Joseph, LA",777,2,104,1.11,0.55,49.5,220,8.8,4.4,1.13,49.4,19.2,6.7,76.9,7.7,4.4
88,71,"RHQ",24,"Saint Joseph, LA",778,1,107,1.07,0.53,49.5,176,8,4.7,1.04,48.2,18.7,6.9,75.7,8.4,4.8
88,71,"RHQ",24,"Saint Joseph, LA",778,2,116,1.1,0.53,48.2,185,7.3,4.7,1.06,48.7,20.2,7,76,8.8,4.5
88,71,"RHQ",24,"Saint Joseph, LA",779,1,126,1.12,0.57,50.9,209,6,4.8,1.07,48.6,20.8,6.5,80.1,8.3,4.9
88,71,"RHQ",24,"Saint Joseph, LA",779,2,100,1.03,0.49,47.6,195,6.5,4.9,1,47.7,19.5,6.5,78.1,7.6,5.1
88,71,"RHQ",24,"Saint Joseph, LA",780,1,135,1.07,0.56,52.3,232,6.5,4.6,1.08,50.9,19.5,6.2,78.8,7.4,4.4
88,71,"RHQ",24,"Saint Joseph, LA",780,2,132,1.07,0.55,51.4,237,6.5,4.9,1.05,48.4,22.1,6.9,79.3,7.7,4.8
88,71,"RHQ",24,"Saint Joseph, LA",781,1,108,1.13,0.53,46.9,196,5.8,4.8,1.12,46.4,18.3,6.2,78,7.9,4.8
88,71,"RHQ",24,"Saint Joseph, LA",781,2,113,1.11,0.53,47.7,189,5.8,4.5,1.09,45.4,17.8,5.7,74.1,7.4,4.3
88,71,"RHQ",24,"Saint Joseph, LA",782,1,119,1.09,0.54,49.5,210,6,4.7,1.06,48.9,21.6,6.5,77.1,8.7,4.5
88,71,"RHQ",24,"Saint Joseph, LA",782,2,102,1.07,0.52,48.6,201,6,4.6,1.05,46.9,20.8,6.7,74.4,8.3,4.3
88,71,"RHQ",24,"Saint Joseph, LA",783,1,112,1.13,0.56,49.6,203,7.8,4.9,1.05,50.3,19.4,7.6,76.4,9.6,4.4
88,71,"RHQ",24,"Saint Joseph, LA",783,2,99,1.11,0.55,49.5,193,8.3,4.6,1.05,47.5,20.2,7.2,76.2,8.9,4.2
88,71,"RHQ",24,"Saint Joseph, LA",784,1,133,1.09,0.54,49.5,218,5.5,4.9,1.1,49.4,20.6,6.5,76.9,8.3,4.9
88,71,"RHQ",24,"Saint Joseph, LA",784,2,104,1.06,0.54,50.9,209,5.5,5.2,1.04,47.2,19.8,6.4,76.3,8.5,5.1
88,71,"RHQ",24,"Saint Joseph, LA",785,1,107,1.1,0.55,50,203,6.5,4.8,1.12,48,18.2,6.6,76.2,7.8,4.8
88,71,"RHQ",24,"Saint Joseph, LA",785,2,119,1.13,0.54,47.8,203,6.5,4.4,1.1,46.6,19.2,6.6,70.9,7.6,4.6
88,71,"RHQ",24,"Saint Joseph, LA",786,1,97,1.12,0.52,46.4,193,6.3,5.5,1.12,48.4,17.7,6.6,76.1,8.4,5.3
88,71,"RHQ",24,"Saint Joseph, LA",786,2,103,1.07,0.53,49.5,189,6,5.4,1.05,46.7,19,6.9,77.7,8.2,5.3
88,71,"RHQ",25,"Stoneville, MS",245,1,140,1.22,0.56,45.9,217,8,3.7,1.21,47.7,22.4,6.9,78.6,8.8,3.7
88,71,"RHQ",25,"Stoneville, MS",245,2,145,1.23,0.56,45.5,208,8,3.7,1.26,51.9,22.2,7.1,78.5,8.1,3.6
88,71,"RHQ",25,"Stoneville, MS",266,1,128,1.22,0.57,46.7,202,7,3.6,1.26,49.2,21.9,6.7,78.6,8.2,3.9
88,71,"RHQ",25,"Stoneville, MS",266,2,134,1.2,0.56,46.7,223,7,4.1,1.17,48.5,21.8,6.8,77.9,8.4,4.5
88,71,"RHQ",25,"Stoneville, MS",477,1,149,1.23,0.57,46.3,260,8,3.5,1.22,49.8,25.4,6.8,80,7.8,3.7
88,71,"RHQ",25,"Stoneville, MS",477,2,146,1.21,0.58,47.9,273,7.8,3.8,1.2,51.7,26.5,7.4,80.3,7.8,4
88,71,"RHQ",25,"Stoneville, MS",689,1,126,1.2,0.54,45,180,8,4.5,1.19,49.3,19.3,7.3,81.5,7.6,4.6
88,71,"RHQ",25,"Stoneville, MS",689,2,111,1.19,0.54,45.4,199,8,4.3,1.16,47.2,19.6,6.9,79.4,7.3,4.4
88,71,"RHQ",25,"Stoneville, MS",708,1,135,1.21,0.56,46.3,210,7.8,3.6,1.22,49.6,25.2,6.8,77.4,8,3.4
88,71,"RHQ",25,"Stoneville, MS",708,2,120,1.22,0.56,45.9,222,7.5,3.6,1.2,45.9,23.8,6.4,78.5,7.9,3.4
88,71,"RHQ",25,"Stoneville, MS",714,1,129,1.16,0.56,48.3,221,7.3,4.2,1.15,50.2,22.9,7.3,76.6,8.8,4.3
88,71,"RHQ",25,"Stoneville, MS",714,2,130,1.17,0.56,47.9,217,7.8,4.2,1.14,49.9,24,7.2,75.4,9,4.2
88,71,"RHQ",25,"Stoneville, MS",718,1,125,1.21,0.57,47.1,221,7,4,1.2,48,24.5,6.9,78.2,8.7,3.9
88,71,"RHQ",25,"Stoneville, MS",718,2,133,1.21,0.58,47.9,208,7.5,4,1.19,47.6,23.1,7,79.9,7.8,4.3
88,71,"RHQ",25,"Stoneville, MS",741,1,138,1.18,0.55,46.6,227,7.3,4,1.18,48.9,26.8,7.4,76.5,8.3,4
88,71,"RHQ",25,"Stoneville, MS",741,2,141,1.18,0.57,48.3,223,7.5,4.6,1.19,50.8,23.9,7.2,79.6,8.4,4.9
88,71,"RHQ",25,"Stoneville, MS",748,1,135,1.19,0.55,46.2,213,7.5,4.2,1.2,50.1,22.3,7.2,80.3,8.4,4.4
88,71,"RHQ",25,"Stoneville, MS",748,2,135,1.19,0.56,47.1,225,7.3,4.6,1.19,48.1,21.9,7.2,80,7.8,4.4
88,71,"RHQ",25,"Stoneville, MS",771,1,135,1.21,0.57,47.1,218,6.8,4.5,1.2,48.4,22.9,7.1,78,8,4.3
88,71,"RHQ",25,"Stoneville, MS",771,2,141,1.22,0.57,46.7,210,6.5,4.6,1.17,45.7,21,6.2,76.1,7.7,4.4
88,71,"RHQ",25,"Stoneville, MS",777,1,138,1.21,0.54,44.6,238,7.8,3.9,1.23,46.6,23.8,7.1,78.7,7.6,3.9
88,71,"RHQ",25,"Stoneville, MS",777,2,146,1.22,0.56,45.9,247,7.8,4.4,1.19,50.1,22.9,7.6,80.2,7.9,4.7
88,71,"RHQ",25,"Stoneville, MS",778,1,126,1.19,0.55,46.2,212,7.5,4.2,1.22,49.4,21,6.9,76.3,8.5,4.3
88,71,"RHQ",25,"Stoneville, MS",778,2,126,1.19,0.56,47.1,204,7.8,4.4,1.16,49.9,22.7,7.1,74.8,8.7,4.1
88,71,"RHQ",25,"Stoneville, MS",779,1,129,1.17,0.52,44.4,247,7.5,3.8,1.15,47.4,25.4,7.1,78.6,7.6,3.9
88,71,"RHQ",25,"Stoneville, MS",779,2,134,1.15,0.55,47.8,239,7.8,5,1.15,49.8,23.8,7.2,78.9,8.1,4.7
88,71,"RHQ",25,"Stoneville, MS",780,1,151,1.2,0.57,47.5,263,7,3.7,1.21,52.5,26.6,7,81,8,3.5
88,71,"RHQ",25,"Stoneville, MS",780,2,152,1.13,0.49,43.4,272,7.3,3.8,1.17,49.2,25.4,6.8,81.1,8,3.7
88,71,"RHQ",25,"Stoneville, MS",781,1,120,1.22,0.54,44.3,200,7,4.3,1.23,47.1,22.5,6.5,79.6,7.3,3.9
88,71,"RHQ",25,"Stoneville, MS",781,2,135,1.21,0.56,46.3,188,6.5,4,1.27,49.4,22.3,6.5,79.6,7.4,3.9
88,71,"RHQ",25,"Stoneville, MS",782,1,135,1.15,0.51,44.3,206,7.8,4.4,1.19,49,21.8,6.6,79.4,8.2,4
88,71,"RHQ",25,"Stoneville, MS",782,2,117,1.14,0.51,44.7,213,7.3,4.1,1.15,46.3,22,6.6,78.1,8.1,4
88,71,"RHQ",25,"Stoneville, MS",783,1,126,1.18,0.57,48.3,209,8,3.8,1.16,47.5,21,7.1,75.7,9.7,4.1
88,71,"RHQ",25,"Stoneville, MS",783,2,124,1.17,0.55,47,209,8,3.9,1.19,49.4,22.8,7.2,78.5,8.9,3.8
88,71,"RHQ",25,"Stoneville, MS",784,1,132,1.24,0.58,46.8,226,7,3.9,1.22,50.1,22.7,6.7,78.1,7.7,4
88,71,"RHQ",25,"Stoneville, MS",784,2,135,1.21,0.55,45.5,203,6.5,4.2,1.19,48.3,22.2,6.5,76.6,8,4
88,71,"RHQ",25,"Stoneville, MS",785,1,130,1.2,0.57,47.5,216,7.8,4.2,1.18,49.9,23.1,7.1,77.2,8.3,3.8
88,71,"RHQ",25,"Stoneville, MS",785,2,130,1.18,0.55,46.6,205,7,4.1,1.15,48.6,20.7,6.5,77.6,8.4,4.3
88,71,"RHQ",25,"Stoneville, MS",786,1,128,1.2,0.54,45,221,7.3,5,1.22,50.1,22.9,7.2,80,8.6,4.6
88,71,"RHQ",25,"Stoneville, MS",786,2,136,1.23,0.57,46.3,228,8,4.7,1.25,49.6,22,7.2,80,8,4.5
88,71,"RHQ",30,"Jackson, TN",245,1,115,1.23,0.63,51.2,208,8,4.4,1.2,47.8,20.4,6.9,77.7,9.2,4.1
88,71,"RHQ",30,"Jackson, TN",245,2,129,1.25,0.62,49.6,199,8.5,3.8,1.26,49.2,20.2,6.8,76.8,9.1,3.6
88,71,"RHQ",30,"Jackson, TN",266,1,123,1.24,0.6,48.4,210,6.8,4.1,1.23,46.8,21.1,6.3,79.2,8.7,4
88,71,"RHQ",30,"Jackson, TN",266,2,119,1.22,0.62,50.8,222,6.5,4.2,1.17,44.1,20.9,6.3,71.5,10,4.1
88,71,"RHQ",30,"Jackson, TN",477,1,128,1.2,0.6,50,241,6.5,3.5,1.12,46.8,25.8,7,78.4,8.5,3.3
88,71,"RHQ",30,"Jackson, TN",477,2,123,1.21,0.6,49.6,220,6.5,3.4,1.19,49.5,25.2,6.7,75.4,9.3,3.3
88,71,"RHQ",30,"Jackson, TN",689,1,112,1.18,0.57,48.3,188,8,4.1,1.16,47.4,18.9,6.9,80.6,8.6,4.1
88,71,"RHQ",30,"Jackson, TN",689,2,101,1.19,0.59,49.6,185,8.8,4,1.19,48.9,20,6.8,74.8,9.5,4.3
88,71,"RHQ",30,"Jackson, TN",708,1,115,1.25,0.61,48.8,212,7.5,3.6,1.22,47.1,21.7,6.2,77.7,8.8,3.6
88,71,"RHQ",30,"Jackson, TN",708,2,122,1.21,0.58,47.9,189,8,4.2,1.22,46.7,21.9,6.7,79,9,3.8
88,71,"RHQ",30,"Jackson, TN",714,1,111,1.13,0.55,48.7,206,7.5,4.1,1.14,48.6,23.9,6.5,78.6,9.4,3.8
88,71,"RHQ",30,"Jackson, TN",714,2,118,1.2,0.61,50.8,216,7.5,3.9,1.2,49.3,21.8,6.4,77.9,9.4,3.8
88,71,"RHQ",30,"Jackson, TN",718,1,126,1.24,0.63,50.8,212,7,3.9,1.27,50.7,22.8,6.5,80.5,8.4,3.8
88,71,"RHQ",30,"Jackson, TN",718,2,119,1.22,0.58,47.5,203,7,4.1,1.23,47.3,22.6,6.3,75.4,10.2,3.9
88,71,"RHQ",30,"Jackson, TN",741,1,117,1.16,0.58,50,221,8.3,4.1,1.17,48.5,23.5,6.5,78.6,8.8,3.8
88,71,"RHQ",30,"Jackson, TN",741,2,126,1.16,0.55,47.4,216,8,4.3,1.18,47.4,22.9,6.8,78.5,8.7,4.1
88,71,"RHQ",30,"Jackson, TN",748,1,108,1.21,0.6,49.6,230,6.5,4.4,1.18,47.2,21.1,6.9,80.8,8.5,4.3
88,71,"RHQ",30,"Jackson, TN",748,2,115,1.24,0.62,50,202,6.8,4.3,1.22,47.6,19.7,6.8,74.7,9.4,4.9
88,71,"RHQ",30,"Jackson, TN",771,1,119,1.23,0.62,50.4,195,6.5,4.3,1.19,48.4,20.5,6.6,77.2,9,4.5
88,71,"RHQ",30,"Jackson, TN",771,2,124,1.23,0.64,52,220,6.8,4.4,1.23,50.5,21.2,6.7,79.2,8.8,4.3
88,71,"RHQ",30,"Jackson, TN",777,1,128,1.26,0.62,49.2,248,7.5,4.1,1.26,50.3,24,6.9,78.5,9,3.7
88,71,"RHQ",30,"Jackson, TN",777,2,137,1.24,0.63,50.8,215,9,4,1.2,47.4,23.3,6.6,78.6,8.9,3.8
88,71,"RHQ",30,"Jackson, TN",778,1,114,1.14,0.57,50,217,8.8,3.9,1.08,44.7,20.8,7.3,74.7,9.6,4.2
88,71,"RHQ",30,"Jackson, TN",778,2,122,1.22,0.61,50,191,8.8,3.9,1.2,50.1,22.8,6.8,76.6,9.9,3.8
88,71,"RHQ",30,"Jackson, TN",779,1,120,1.23,0.58,47.2,209,8.5,3.4,1.22,45.3,21.1,6.3,73.1,10.6,3.2
88,71,"RHQ",30,"Jackson, TN",779,2,122,1.19,0.58,48.7,226,6.8,3.7,1.19,47.7,23.7,6.4,78.4,8.7,3.6
88,71,"RHQ",30,"Jackson, TN",780,1,151,1.24,0.62,50,281,7,3.5,1.19,47.4,25.5,6.3,77.2,8.5,3.4
88,71,"RHQ",30,"Jackson, TN",780,2,158,1.24,0.62,50,251,7.3,3.5,1.23,48.7,24.2,6.8,75.6,9.5,3.5
88,71,"RHQ",30,"Jackson, TN",781,1,113,1.21,0.57,47.1,188,7.8,3.9,1.19,47.6,19.9,6.3,79,8.5,4.2
88,71,"RHQ",30,"Jackson, TN",781,2,120,1.18,0.53,44.9,191,7.8,4.2,1.21,45.8,21,6.1,78.6,8.1,3.8
88,71,"RHQ",30,"Jackson, TN",782,1,114,1.18,0.59,50,190,8,4,1.15,46.8,22,6.9,75.5,8.8,3.9
88,71,"RHQ",30,"Jackson, TN",782,2,125,1.17,0.56,47.9,196,8.5,3.8,1.22,48.2,22.4,6.7,79.9,8.2,3.7
88,71,"RHQ",30,"Jackson, TN",783,1,114,1.16,0.56,48.3,204,8.8,4.2,1.18,49,21.8,7.3,79.8,9.1,3.8
88,71,"RHQ",30,"Jackson, TN",783,2,117,1.17,0.57,48.7,217,9,3.7,1.18,49.2,20,7.3,76.8,9.1,3.9
88,71,"RHQ",30,"Jackson, TN",784,1,117,1.22,0.61,50,206,6.8,4,1.21,48.6,22.2,6.3,79.6,8.7,4.1
88,71,"RHQ",30,"Jackson, TN",784,2,121,1.21,0.57,47.1,195,6.5,4.5,1.18,44.1,22.2,6.7,78.3,8.9,4.2
