"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi"
93,11,"PLA",12,"Lubbock, TX",903,1,123,1.08,0.53,194,7.5,4.1,10,80.8,27.8,82.2,8.3,4.2
93,11,"PLA",12,"Lubbock, TX",903,2,128,1.08,0.55,193,7,4.1,10,81.9,27.9,81.3,8.2,4.3
93,11,"PLA",12,"Lubbock, TX",904,1,111,1.05,0.53,180,8,4.6,10,80.8,24.7,81.7,8.3,4.6
93,11,"PLA",12,"Lubbock, TX",904,2,108,1.05,0.53,178,8.5,4.6,10,81.2,24.8,82.4,8.2,4.6
93,11,"PLA",12,"Lubbock, TX",905,1,133,1.09,0.54,219,8,4.6,10,81.6,29.3,81.6,8.4,4.5
93,11,"PLA",12,"Lubbock, TX",905,2,136,1.1,0.54,221,8,4.2,10,82.1,29.5,82.7,8.3,4.2
93,11,"PLA",12,"Lubbock, TX",906,1,123,1.07,0.53,219,7,4.6,10,81.4,33.6,81.5,8.4,4.6
93,11,"PLA",12,"Lubbock, TX",906,2,134,1.08,0.54,222,7,4.4,10,80.6,30.6,81.3,8.4,4.4
93,11,"PLA",12,"Lubbock, TX",941,1,108,1.09,0.51,176,7.3,3.6,10,80.6,24.6,82.9,7.8,3.6
93,11,"PLA",12,"Lubbock, TX",941,2,106,1.09,0.52,167,7.5,3.7,10,81.1,23.5,82.3,7.9,3.9
93,11,"PLA",163,"Lamesa, TX(dry)",578,1,133,1.03,0.51,228,7.8,3.9,11,80.3,30.8,81.2,8.4,3.8
93,11,"PLA",163,"Lamesa, TX(dry)",578,2,136,1.03,0.53,229,8.8,4.3,10,81.5,31.4,80.9,7.9,4.2
93,11,"PLA",163,"Lamesa, TX(dry)",649,1,141,1.06,0.5,239,6.8,4.2,10,81.3,32.1,82.1,8.3,4.2
93,11,"PLA",163,"Lamesa, TX(dry)",649,2,132,1.07,0.5,230,6.3,4.2,9.9,80.1,31.3,81.6,8.3,4.2
93,11,"PLA",163,"Lamesa, TX(dry)",689,1,120,1.05,0.49,189,8,4.3,10,80.8,27,82,8.7,4.1
93,11,"PLA",163,"Lamesa, TX(dry)",689,2,117,1.04,0.49,184,8,4.2,10,79.9,26.9,81.2,8.6,4.3
93,11,"PLA",163,"Lamesa, TX(dry)",731,1,145,1.13,0.54,232,6.3,4.3,9.8,81.5,31.9,80.1,8.9,4.3
93,11,"PLA",163,"Lamesa, TX(dry)",731,2,146,1.09,0.52,230,6,4.1,10,80.1,30.7,79.9,8.8,4
93,11,"PLA",163,"Lamesa, TX(dry)",812,1,138,1.06,0.49,209,6.5,3.4,9.4,79.8,27,81.8,8.6,3.6
93,11,"PLA",163,"Lamesa, TX(dry)",812,2,128,1.07,0.49,205,6.8,3.3,9.2,78,27,82.6,8,3.2
93,11,"PLA",163,"Lamesa, TX(dry)",813,1,100,1.01,0.47,182,6.8,3.4,8.3,78,22.6,81.3,8.7,3.4
93,11,"PLA",163,"Lamesa, TX(dry)",813,2,114,1.01,0.46,179,8,3.7,9.5,79,25.9,78.4,8.4,3.7
93,11,"PLA",163,"Lamesa, TX(dry)",902,1,121,1.05,0.5,205,7,3.6,9.9,80.1,28,82.9,8,3.7
93,11,"PLA",163,"Lamesa, TX(dry)",902,2,128,1.04,0.49,195,7.3,3.4,9.8,80.4,26.1,83.2,8.1,3.4
93,11,"PLA",163,"Lamesa, TX(dry)",903,1,120,1.03,0.5,196,6.8,4.1,10,80.5,27.1,81,8.5,4.3
93,11,"PLA",163,"Lamesa, TX(dry)",903,2,128,1.04,0.51,193,7.5,4,10,80.7,27.8,81,8.7,3.8
93,11,"PLA",163,"Lamesa, TX(dry)",904,1,108,0.99,0.46,185,7.5,3.5,9.2,79.6,24.5,81.5,8.4,3.5
93,11,"PLA",163,"Lamesa, TX(dry)",904,2,105,1,0.47,181,7.3,3.3,9.8,79.8,24.5,81.4,8.7,3.4
93,11,"PLA",163,"Lamesa, TX(dry)",905,1,128,1.06,0.5,215,7.3,4,10,80.6,31.8,81.9,8.7,4
93,11,"PLA",163,"Lamesa, TX(dry)",905,2,135,1.05,0.51,221,7,3.7,10,80.1,30.2,82,8.5,3.8
93,11,"PLA",163,"Lamesa, TX(dry)",906,1,137,1.03,0.51,217,6.5,4,9.9,81.2,31.4,81,8.5,4
93,11,"PLA",163,"Lamesa, TX(dry)",906,2,141,1.02,0.5,220,6,4.3,10,80.8,30.8,81,8.7,4.2
93,11,"PLA",163,"Lamesa, TX(dry)",941,1,105,1.05,0.48,176,7,3.7,9.3,78.6,25.2,82.2,8.6,3.5
93,11,"PLA",163,"Lamesa, TX(dry)",941,2,108,1.05,0.5,176,7.3,3.6,9.4,78.5,23.9,82.4,8.1,3.6
93,12,"PLA",16,"Altus, OK(irri)",578,1,132,1.1,0.58,212,8.8,4.5,11,83.6,27,76.5,6.8,4.7
93,12,"PLA",16,"Altus, OK(irri)",578,2,135,1.1,0.56,217,9,4.4,11,83.6,28.8,71.9,6.5,4.3
93,12,"PLA",16,"Altus, OK(irri)",649,1,135,1.11,0.55,218,9.3,3.1,9.8,82.7,27,75.4,7.5,3.4
93,12,"PLA",16,"Altus, OK(irri)",649,2,142,1.1,0.53,222,8.5,3.4,9.9,82,28.3,78.7,7.2,3.4
93,12,"PLA",16,"Altus, OK(irri)",689,1,116,1.13,0.52,179,10,3.5,9.7,82.4,23.2,76.8,7.2,3.5
93,12,"PLA",16,"Altus, OK(irri)",689,2,121,1.14,0.53,179,9,3.5,9.7,82.7,21.6,77.2,6.1,3.7
93,12,"PLA",16,"Altus, OK(irri)",731,1,155,1.2,0.58,239,7.3,4,9.5,84.8,27.8,74.3,6.8,4.2
93,12,"PLA",16,"Altus, OK(irri)",731,2,163,1.21,0.6,237,7.8,3.3,9.6,83.8,29.1,74.4,6.8,3.9
93,12,"PLA",16,"Altus, OK(irri)",812,1,129,1.11,0.57,198,7.3,4,9.5,81.5,27,75.6,6.5,4.2
93,12,"PLA",16,"Altus, OK(irri)",812,2,140,1.09,0.54,203,7.8,3.8,8.8,82.6,23.6,74.2,5.7,3.9
93,12,"PLA",16,"Altus, OK(irri)",813,1,121,1.09,0.51,185,7,3.8,9,81.1,24.2,73.5,6,3.7
93,12,"PLA",16,"Altus, OK(irri)",813,2,125,1.06,0.51,203,7.5,3.8,9.8,83.6,24.1,75.6,6.7,3.5
93,12,"PLA",16,"Altus, OK(irri)",902,1,127,1.09,0.54,190,8.3,4.2,10,82.1,25,76.9,6.3,4
93,12,"PLA",16,"Altus, OK(irri)",902,2,133,1.09,0.53,199,8.5,3.7,10,82.4,24.6,74.4,6.4,4.3
93,12,"PLA",16,"Altus, OK(irri)",903,1,115,1.1,0.54,183,8,3.6,9.8,83.2,25.6,76.1,7.2,3.7
93,12,"PLA",16,"Altus, OK(irri)",903,2,121,1.09,0.54,187,7.8,3.7,9.3,82.3,23.5,77.2,6.6,3.6
93,12,"PLA",16,"Altus, OK(irri)",904,1,108,1.05,0.52,177,8.3,3.9,10,81.2,24.6,76.7,7.3,4.1
93,12,"PLA",16,"Altus, OK(irri)",904,2,107,1.06,0.53,173,9,4.2,9.5,82,21.9,72.8,7.5,4.6
93,12,"PLA",16,"Altus, OK(irri)",905,1,135,1.15,0.58,209,8.3,4.7,9.5,83.5,25.5,76.4,7.3,4.4
93,12,"PLA",16,"Altus, OK(irri)",905,2,132,1.13,0.57,208,7.3,4.7,10,83.2,27.6,75,6.5,4.5
93,12,"PLA",16,"Altus, OK(irri)",906,1,134,1.09,0.55,220,7.3,4.6,9.8,82.2,27.9,75.8,7.2,4.5
93,12,"PLA",16,"Altus, OK(irri)",906,2,134,1.1,0.53,206,7.3,3.5,9.8,82.3,26.8,74.3,7.1,4.1
93,12,"PLA",16,"Altus, OK(irri)",941,1,117,1.12,0.55,176,9,3.8,10,82,22.7,75,6.7,3.8
93,12,"PLA",16,"Altus, OK(irri)",941,2,115,1.13,0.54,173,8.3,3.5,9.7,82.2,22,74.4,5.8,3.5
93,12,"PLA",38,"Chickasha, OK(dry)",578,1,129,1,0.51,231,8.8,5.9,11,81.3,34.5,74.5,7.2,5.7
93,12,"PLA",38,"Chickasha, OK(dry)",578,2,130,0.99,0.49,239,8.8,5.5,11,82.7,32.4,72.4,7.4,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",649,1,131,1.11,0.53,215,6.8,5.5,10,81.5,30.7,71.9,7.3,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",649,2,140,1.09,0.54,240,7,5.8,10,82.7,34.7,73.2,7,5.6
93,12,"PLA",38,"Chickasha, OK(dry)",689,1,111,1.1,0.52,213,7.8,5.5,10,81.6,27.7,74.7,6.5,5.9
93,12,"PLA",38,"Chickasha, OK(dry)",689,2,119,1.14,0.55,197,7.8,5.5,11,82.7,29.5,73.9,7.3,5.9
93,12,"PLA",38,"Chickasha, OK(dry)",731,1,153,1.11,0.54,266,6.3,4.9,10,81.5,34,70.3,7.6,5.1
93,12,"PLA",38,"Chickasha, OK(dry)",731,2,159,1.15,0.56,254,6.5,4.9,10,83.1,34.5,74.1,7.4,5
93,12,"PLA",38,"Chickasha, OK(dry)",812,1,129,1.07,0.54,218,7.5,5.8,10,83.9,33.8,73.5,7,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",812,2,132,1.07,0.54,232,6.5,4.8,10,83.1,30.6,74,6.9,4.7
93,12,"PLA",38,"Chickasha, OK(dry)",813,1,105,1,0.48,198,8,4.9,9.8,79.7,25.9,72.5,8,5.1
93,12,"PLA",38,"Chickasha, OK(dry)",813,2,120,1.02,0.5,201,6.8,4.8,9.3,81.8,24.7,73.2,7.2,5.1
93,12,"PLA",38,"Chickasha, OK(dry)",902,1,131,1.06,0.52,221,7.8,4.6,9.7,81.5,28.2,70.8,6.9,4.9
93,12,"PLA",38,"Chickasha, OK(dry)",902,2,129,1.07,0.54,206,7.5,4.7,10,82.4,27.2,74.2,6.9,5.1
93,12,"PLA",38,"Chickasha, OK(dry)",903,1,116,1.03,0.52,207,7.8,5.1,10,82.2,28.2,72.1,7.5,5.7
93,12,"PLA",38,"Chickasha, OK(dry)",903,2,120,1.03,0.52,187,8,5.2,10,81.6,29.2,75.3,7.1,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",904,1,119,1.04,0.53,200,7.8,5.4,10,83,27.3,71.6,8,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",904,2,120,1.04,0.52,198,7.8,5.3,10,82.8,26.2,74.5,7.2,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",905,1,141,1.07,0.53,249,7.3,5.3,10,81.8,33.4,70.7,7.2,5.4
93,12,"PLA",38,"Chickasha, OK(dry)",905,2,134,1.09,0.53,237,7,4.8,10,82,32.5,74.3,7.2,5.2
93,12,"PLA",38,"Chickasha, OK(dry)",906,1,146,1.06,0.53,237,7,4.7,10,82.5,32.7,71.7,7.5,5
93,12,"PLA",38,"Chickasha, OK(dry)",906,2,154,1.08,0.53,239,6.5,5.3,10,82.1,32.4,72.3,7.3,5.1
93,12,"PLA",38,"Chickasha, OK(dry)",941,1,112,1.07,0.51,190,7.8,4.9,9.7,82.2,26,74.1,7.2,4.7
93,12,"PLA",38,"Chickasha, OK(dry)",941,2,111,1.09,0.51,186,7.8,4.7,9.5,82.4,23.7,74.5,6.8,5.1
93,20,"EAS",30,"Jackson, TN",578,1,139,1.13,0.58,221,7.3,4.3,6.3,85.7,28.3,69.7,11,4.7
93,20,"EAS",30,"Jackson, TN",578,2,145,1.13,0.58,239,7.5,4.2,6.6,85.6,29.2,69.3,11,4.4
93,20,"EAS",30,"Jackson, TN",649,1,150,1.15,0.58,231,6.8,4.5,5.4,84.3,31.4,70.3,12,4.4
93,20,"EAS",30,"Jackson, TN",649,2,151,1.15,0.56,236,6,4.4,5.1,83.9,29.2,70,12,4.6
93,20,"EAS",30,"Jackson, TN",654,1,166,1.19,0.58,241,6,4,5.9,85.1,31.7,70.4,12,3.8
93,20,"EAS",30,"Jackson, TN",654,2,169,1.19,0.59,255,5.5,3.7,5.7,85.4,32.5,69.6,11,4.1
93,20,"EAS",30,"Jackson, TN",689,1,144,1.17,0.57,207,7.8,4.5,6.3,85.2,27.6,70.7,12,4.4
93,20,"EAS",30,"Jackson, TN",689,2,130,1.17,0.57,202,8,4.5,6.1,86,28.4,70.3,12,4.4
93,20,"EAS",30,"Jackson, TN",697,1,132,1.17,0.57,199,6.8,4.3,5.4,84.3,26.5,68.9,11,4.4
93,20,"EAS",30,"Jackson, TN",697,2,131,1.17,0.57,208,6.8,4.4,5.4,84.7,26.2,70.6,12,4.4
93,20,"EAS",30,"Jackson, TN",731,1,168,1.21,0.6,266,6,4.4,5.3,84.6,33.3,69.4,11,4.4
93,20,"EAS",30,"Jackson, TN",731,2,171,1.21,0.6,259,5.5,3.9,5.9,85.5,36.5,69.5,11,3.7
93,20,"EAS",30,"Jackson, TN",750,1,140,1.17,0.58,230,6.8,4.5,6,85,28.3,70.3,12,4.7
93,20,"EAS",30,"Jackson, TN",750,2,146,1.17,0.58,216,6.8,4.4,5.6,86.6,28.7,69.9,12,4.5
93,20,"EAS",30,"Jackson, TN",829,1,152,1.15,0.56,237,5.5,4.5,5.2,84.8,29.9,70.5,12,4.4
93,20,"EAS",30,"Jackson, TN",829,2,155,1.17,0.57,240,5.5,4.4,5,83.6,30,69.3,11,4.6
93,20,"EAS",30,"Jackson, TN",831,1,145,1.17,0.57,214,5.8,4.3,5.8,84.5,28.7,69.2,11,4.1
93,20,"EAS",30,"Jackson, TN",831,2,151,1.17,0.55,234,5.8,4.1,5.7,84,30.4,69.6,11,4
93,20,"EAS",30,"Jackson, TN",834,1,154,1.17,0.57,236,5.5,4.2,5,84.9,31.9,69.9,12,4.2
93,20,"EAS",30,"Jackson, TN",834,2,159,1.17,0.57,244,5.8,4.1,5.7,84.6,32.9,69.5,12,4.2
93,20,"EAS",30,"Jackson, TN",849,1,142,1.19,0.58,217,6.8,4.3,6.3,86.2,28.3,68.5,11,4.3
93,20,"EAS",30,"Jackson, TN",849,2,146,1.2,0.59,213,6.8,4.2,6.2,86.3,30.1,68.9,11,4.3
93,20,"EAS",30,"Jackson, TN",857,1,149,1.18,0.56,234,5.8,4.5,5.3,85.1,30.8,70.9,12,4.5
93,20,"EAS",30,"Jackson, TN",857,2,142,1.18,0.56,241,5.5,4.3,5.3,84.1,31.6,70.1,12,4.2
93,20,"EAS",30,"Jackson, TN",865,1,163,1.17,0.57,238,6,4,5.8,84.9,32.7,69.1,11,3.9
93,20,"EAS",30,"Jackson, TN",865,2,159,1.17,0.57,225,6.3,4.1,5.4,84.8,31.6,68.5,11,4.2
93,20,"EAS",30,"Jackson, TN",882,1,154,1.16,0.58,229,6,4.5,5.1,85.6,30,69.7,12,4.4
93,20,"EAS",30,"Jackson, TN",882,2,147,1.16,0.57,230,6.3,4.4,5.4,84.7,28.9,69.8,12,4.7
93,20,"EAS",30,"Jackson, TN",893,1,158,1.23,0.6,245,6.5,3.9,6.5,86.1,33.6,69.1,11,3.9
93,20,"EAS",30,"Jackson, TN",893,2,158,1.23,0.6,255,6.8,3.8,6.5,87.2,33,68.7,11,4.3
93,20,"EAS",30,"Jackson, TN",915,1,172,1.23,0.62,268,6.8,4.2,6,86.6,32.3,69.4,12,4.4
93,20,"EAS",30,"Jackson, TN",915,2,171,1.21,0.61,265,6.5,4.3,6.1,86.1,33.4,68.9,11,4.3
93,20,"EAS",33,"Auburn, AL",578,1,131,1.11,0.58,216,8,4.7,7.4,84.2,27.3,68.8,6.3,5
93,20,"EAS",33,"Auburn, AL",578,2,116,1.1,0.57,210,8.8,4.5,6.9,83.6,27.3,66.5,6.7,4.4
93,20,"EAS",33,"Auburn, AL",649,1,130,1.12,0.54,207,6.5,4.5,6,83,28.9,69.1,6.7,4.3
93,20,"EAS",33,"Auburn, AL",649,2,132,1.12,0.55,212,6.3,4.6,6.7,83.6,31.9,66.7,6.5,4.2
93,20,"EAS",33,"Auburn, AL",654,1,139,1.15,0.58,230,6,3.8,5.9,83,32.6,66.4,6.6,3.5
93,20,"EAS",33,"Auburn, AL",654,2,147,1.15,0.56,215,6.8,3.5,6.7,80.2,32.3,71.8,8.1,3.4
93,20,"EAS",33,"Auburn, AL",689,1,122,1.17,0.54,187,8,4.5,7.3,84.6,26.1,67.8,6,4.7
93,20,"EAS",33,"Auburn, AL",689,2,122,1.17,0.56,192,8,4.4,7.4,83.7,28,71.9,6.8,4.2
93,20,"EAS",33,"Auburn, AL",697,1,123,1.15,0.54,197,7.3,3.8,6.9,82.4,30.8,67,6.6,3.4
93,20,"EAS",33,"Auburn, AL",697,2,129,1.11,0.53,205,7.5,3.6,7.2,82.3,29.6,71.4,8.7,3.5
93,20,"EAS",33,"Auburn, AL",731,1,162,1.18,0.57,262,6,3.5,6,80.7,33.9,68.2,7.4,3.3
93,20,"EAS",33,"Auburn, AL",731,2,151,1.19,0.59,245,6.3,3.9,6.7,85,35.3,69,6.2,3.8
93,20,"EAS",33,"Auburn, AL",741,1,136,1.09,0.52,224,7.3,4.5,6.4,83,30.7,62.9,6.8,4.3
93,20,"EAS",33,"Auburn, AL",741,2,132,1.1,0.53,204,7.3,4,6,81.9,26.6,70.1,7.8,5.1
93,20,"EAS",33,"Auburn, AL",750,1,133,1.15,0.55,200,8,4.8,7.3,85.2,28.3,60.3,6.6,4.7
93,20,"EAS",33,"Auburn, AL",750,2,136,1.15,0.57,231,7.5,4.3,7,82.9,29.8,64.8,6.9,4.3
93,20,"EAS",33,"Auburn, AL",829,1,135,1.14,0.56,219,6.3,4.7,6.4,81.9,32.1,70.6,7.3,4.5
93,20,"EAS",33,"Auburn, AL",829,2,140,1.15,0.58,217,6.8,4.2,6.1,83.5,32.5,68,6.6,4.3
93,20,"EAS",33,"Auburn, AL",831,1,126,1.13,0.55,205,6.5,4.1,6,82,27.4,65.6,7.3,4.3
93,20,"EAS",33,"Auburn, AL",831,2,127,1.13,0.54,210,6.3,4.2,6.1,82.9,28.8,66.7,7.1,3.7
93,20,"EAS",33,"Auburn, AL",834,1,134,1.12,0.55,208,6.8,4.1,6.1,81.9,29.7,69.4,8,4
93,20,"EAS",33,"Auburn, AL",834,2,125,1.14,0.55,224,7.5,3.9,6.2,83.1,33,73.1,7.4,3.8
93,20,"EAS",33,"Auburn, AL",849,1,133,1.15,0.56,224,6.5,4,6.3,83.9,31.4,69.8,6.7,3.9
93,20,"EAS",33,"Auburn, AL",849,2,134,1.15,0.57,250,6.3,4,6,83.3,29.6,72.2,7,4.6
93,20,"EAS",33,"Auburn, AL",857,1,120,1.12,0.56,207,7.5,5,6.7,83.1,25.9,68,6.7,4.9
93,20,"EAS",33,"Auburn, AL",857,2,125,1.13,0.54,205,7.3,4.4,6.7,83.5,27.5,73.8,7.1,5.2
93,20,"EAS",33,"Auburn, AL",859,1,134,1.15,0.56,217,7.5,3.9,6.6,83.6,32,64.9,7.1,4
93,20,"EAS",33,"Auburn, AL",859,2,133,1.13,0.55,219,7.5,4.2,6.7,83.4,31.8,66,7.7,4
93,20,"EAS",33,"Auburn, AL",865,1,134,1.19,0.57,224,6.3,4.3,6.5,83.8,31.2,68.3,6.9,4.5
93,20,"EAS",33,"Auburn, AL",865,2,136,1.16,0.55,217,7.3,4.2,6.8,84.7,32.9,70.6,7,3.8
93,20,"EAS",33,"Auburn, AL",882,1,142,1.15,0.58,215,6.5,4.4,6.3,84.3,30.7,71.9,7.3,4.3
93,20,"EAS",33,"Auburn, AL",882,2,131,1.15,0.56,213,6.5,4.6,6.4,84.2,29.8,65.9,6.9,4.3
93,20,"EAS",33,"Auburn, AL",893,1,151,1.16,0.56,227,7.8,3.6,7.3,82.7,31.5,65.8,6.9,3.7
93,20,"EAS",33,"Auburn, AL",893,2,143,1.17,0.58,221,7.8,3.4,7,84,34,71.5,7.9,3.4
93,20,"EAS",33,"Auburn, AL",915,1,151,1.15,0.55,219,8.3,4.2,7.2,83.6,29.4,68.2,6.7,4.3
93,20,"EAS",33,"Auburn, AL",915,2,153,1.15,0.58,221,8.3,4.3,7.4,83.7,30.9,66.7,6.7,4.3
93,20,"EAS",35,"Tifton, GA",578,1,132,1.07,0.55,215,7.5,4.9,10,81.5,29.2,74.6,7.8,4.9
93,20,"EAS",35,"Tifton, GA",578,2,128,1.07,0.56,221,7.5,4.9,10,82.2,29.5,73.3,7.9,4.8
93,20,"EAS",35,"Tifton, GA",649,1,138,1.15,0.57,219,5.5,5.1,9.7,82.7,30.9,73.6,8,4.9
93,20,"EAS",35,"Tifton, GA",649,2,130,1.14,0.56,223,6,5,9.8,82.1,29.5,72.9,7.4,4.8
93,20,"EAS",35,"Tifton, GA",654,1,145,1.13,0.55,219,4.8,4.5,9.3,82.5,28.1,74.5,8.3,4.8
93,20,"EAS",35,"Tifton, GA",654,2,147,1.13,0.57,224,5.5,4.6,9.1,82.3,27.8,77.4,7.9,4.6
93,20,"EAS",35,"Tifton, GA",689,1,117,1.13,0.54,192,7.5,4.9,9.9,82.7,24.6,77.5,7.4,5.1
93,20,"EAS",35,"Tifton, GA",689,2,119,1.15,0.56,194,7.5,4.8,9.6,82.5,24.8,77.7,7.3,5
93,20,"EAS",35,"Tifton, GA",697,1,117,1.12,0.55,192,7,4.7,9.5,81,24.1,74.2,8.5,4.8
93,20,"EAS",35,"Tifton, GA",697,2,117,1.15,0.56,191,6.8,4.7,8.8,82.3,23.2,77.3,8.2,4.6
93,20,"EAS",35,"Tifton, GA",731,1,155,1.19,0.58,255,6.3,4.8,9.6,82.3,31.6,73.8,7.7,4.7
93,20,"EAS",35,"Tifton, GA",731,2,156,1.19,0.59,244,5.3,4.6,9.7,83.2,31.9,75.9,8.1,4.7
93,20,"EAS",35,"Tifton, GA",741,1,136,1.11,0.55,223,5.8,5,9.6,82.4,29.4,76.6,8.1,4.9
93,20,"EAS",35,"Tifton, GA",741,2,137,1.1,0.53,211,6.5,4.9,9.8,81.7,30.2,75.7,7.5,4.8
93,20,"EAS",35,"Tifton, GA",750,1,124,1.13,0.57,211,7.8,5,10,84.5,28.9,74.7,8,5
93,20,"EAS",35,"Tifton, GA",750,2,135,1.13,0.57,215,7.8,5.1,10,83.6,28.3,72.5,7.9,4.9
93,20,"EAS",35,"Tifton, GA",829,1,133,1.12,0.56,215,6,4.8,9.6,82.4,28.7,75.8,7.7,4.8
93,20,"EAS",35,"Tifton, GA",829,2,139,1.13,0.56,228,6.3,4.8,9.8,83,31,76.8,8.1,5
93,20,"EAS",35,"Tifton, GA",831,1,125,1.13,0.55,206,6,4.8,9.4,81,27.5,75.8,8.2,4.8
93,20,"EAS",35,"Tifton, GA",831,2,131,1.15,0.56,208,6,4.8,9.6,80.9,28,75.8,8.3,4.7
93,20,"EAS",35,"Tifton, GA",834,1,136,1.13,0.56,230,6,5.1,9.7,81.6,31.1,74.9,8.5,5
93,20,"EAS",35,"Tifton, GA",834,2,142,1.13,0.55,229,5.8,5.1,9.7,82,28.8,75.9,8.1,5.2
93,20,"EAS",35,"Tifton, GA",849,1,132,1.13,0.55,224,6.3,4.8,9.6,82.1,30.6,76,8,5
93,20,"EAS",35,"Tifton, GA",849,2,134,1.13,0.55,225,6.5,4.6,9.8,81.4,30.5,78.3,8.1,4.6
93,20,"EAS",35,"Tifton, GA",857,1,129,1.15,0.56,222,7,5.1,10,82.8,28.2,75.9,7.8,5.2
93,20,"EAS",35,"Tifton, GA",857,2,128,1.15,0.57,215,7.5,5.2,10,82.8,28.3,78.1,8,5.4
93,20,"EAS",35,"Tifton, GA",859,1,138,1.13,0.57,206,5.5,4.9,9.7,82.8,28.6,72.2,8.4,4.7
93,20,"EAS",35,"Tifton, GA",859,2,131,1.13,0.56,227,6.5,5.1,9.8,81.9,29.5,72.8,8.7,4.9
93,20,"EAS",35,"Tifton, GA",865,1,144,1.17,0.57,232,7,4.4,9.8,82.7,29.4,75.1,8.4,4.4
93,20,"EAS",35,"Tifton, GA",865,2,147,1.19,0.57,228,7,5,10,82.6,31.1,78.3,8,4.6
93,20,"EAS",35,"Tifton, GA",882,1,135,1.14,0.57,211,6.3,4.6,9.8,82.2,28.7,75.2,7.6,4.9
93,20,"EAS",35,"Tifton, GA",882,2,139,1.16,0.56,223,6.5,4.8,9.7,83.1,28.7,75.9,7.8,4.9
93,20,"EAS",35,"Tifton, GA",893,1,140,1.14,0.57,216,6.8,5,10,83.3,29.7,72.2,8.6,4.9
93,20,"EAS",35,"Tifton, GA",893,2,141,1.13,0.56,217,6.8,4.7,10,82.9,29,77.1,8.6,4.8
93,20,"EAS",35,"Tifton, GA",915,1,148,1.1,0.56,226,7,5.1,10,82.4,31.4,75.3,8.6,5.1
93,20,"EAS",35,"Tifton, GA",915,2,149,1.11,0.57,240,7,5,10,82.8,30.4,73.5,7.6,4.9
93,20,"EAS",36,"Florence, SC",578,1,123,0.99,0.52,207,9.8,5.1,10,81.8,30.7,74.8,8.3,5.2
93,20,"EAS",36,"Florence, SC",578,2,124,1,0.53,213,8.8,5.1,10,83.7,30.9,74.8,7.8,5.1
93,20,"EAS",36,"Florence, SC",649,1,138,1.06,0.54,218,7.5,5.5,10,82.2,32.2,74.7,8.5,5.4
93,20,"EAS",36,"Florence, SC",649,2,144,1.06,0.55,211,7.5,5.2,10,82.3,32.8,74.7,8.5,5.6
93,20,"EAS",36,"Florence, SC",654,1,148,1.12,0.56,194,7,4.7,10,83,29.8,73.6,8.5,5
93,20,"EAS",36,"Florence, SC",654,2,146,1.12,0.56,212,7.3,4.8,10,83.4,29.7,74.2,8.2,4.7
93,20,"EAS",36,"Florence, SC",689,1,119,1.07,0.53,182,9,5.4,11,82.5,28.5,73.6,8.2,5.6
