"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","d","mic_st","e1","t1","x50_sl","x25_sl","yt"
"63","36",10,71,"RHQ",155,"Las Cruces",1394,"ark0102-48",2,"1.2","84.4","34","7.3","5.3","78","7.9","5.5",6.5,21,0.58,"1.2",129
"63","37",10,71,"RHQ",155,"Las Cruces",1395,"ark9803-23-04",1,"1.2","83.5","29","7.9","5","77","8.3000000000000007","5.2",7.5,21.9,0.6,"1.1000000000000001",93
"63","38",10,71,"RHQ",155,"Las Cruces",1395,"ark9803-23-04",2,"1.2","83.1","29","7.4","4.8","77","7.9","4.7",6.5,20,0.58,"1",97
"63","39",10,71,"RHQ",155,"Las Cruces",1396,"dp1048b2rf",1,"1.1000000000000001","83.1","28","7.9","5.0999999999999996","77","8.1999999999999993","5.0999999999999996",7,2,0.57,"1.1000000000000001",80
"63","40",10,71,"RHQ",155,"Las Cruces",1396,"dp1048b2rf",2,"1.2","84.3","28","7.6","4.9000000000000004","76","63","5",8,18,0.57,"1.1000000000000001",93
"63","41",10,71,"RHQ",155,"Las Cruces",1397,"dp1050b2rf",1,NA,NA,NA,NA,NA,NA,NA,"5.2",9,18.9,0.53,"1.1100000000000001",84
"63","42",10,71,"RHQ",155,"Las Cruces",1397,"dp1050b2rf",2,"1.2","84.1","28","8.1999999999999993","4.9000000000000004","75","8.5","4.8",9,19,0.58,"1.1000000000000001",86
"63","43",10,71,"RHQ",155,"Las Cruces",1398,"dp1032b2rf",1,"1.2","82.5","30","7.3","5.2","77","8.1","5.0999999999999996",7.8,19.2,0.54,"1.1000000000000001",99
"63","44",10,71,"RHQ",155,"Las Cruces",1398,"dp1032b2rf",2,"1.2","84.4","29","7.6","4.8","76","8.4","4.9000000000000004",8,20.2,0.54,"1.2",106
"63","45",10,71,"RHQ",155,"Las Cruces",1399,"dp1034b2rf",1,"1.2","83.9","29","8.1999999999999993","5.0999999999999996","74","8.6999999999999993","5.0999999999999996",10,20.9,0.56,"1.1000000000000001",89
"63","46",10,71,"RHQ",155,"Las Cruces",1399,"dp1034b2rf",2,"1.2","84.9","29","8.1","4.8","79","8.6","4.8",8,20,0.59,"1.1000000000000001",84
"63","47",10,71,"RHQ",155,"Las Cruces",1400,"tam06we-62-4",1,"1.2","85.4","37","8.5","4.9000000000000004","78","8.1","4.8",7.5,26.8,0.62,"1.2",120
"63","48",10,71,"RHQ",155,"Las Cruces",1400,"tam06we-62-4",2,"1.2","85.2","36","7.9","4.8","75","8.3000000000000007","5",6.3,27,0.6,"1.2",120
"63","49",10,71,"RHQ",155,"Las Cruces",1401,"tam04wb-33s",1,"1.2","86.2","33","7.4","4.4000000000000004","75","7.3","4.5999999999999996",6.5,25.1,0.63,"1.2",119
"63","50",10,71,"RHQ",155,"Las Cruces",1401,"tam04wb-33s",2,"1.2","85.2","35","7.8","4","78","63","4",7,24.9,0.59,"1.2",122
"63","51",10,71,"RHQ",155,"Las Cruces",1402,"tam03wz-37",1,NA,NA,NA,NA,NA,NA,NA,"5",7.5,23,0.58,"1.1000000000000001",113
"63","52",10,71,"RHQ",155,"Las Cruces",1402,"tam03wz-37",2,"1.2","83.6","35","8.4","4.8","76","8.1999999999999993","4.8",7.5,23,0.61,"1.22",115
"63","53",10,71,"RHQ",155,"Las Cruces",1403,"phx4912wrf",1,"1.2","84.3","31","8.1","4.4000000000000004","78","7.9","4.4000000000000004",8.5,22,0.58,"1.18",99
"63","54",10,71,"RHQ",155,"Las Cruces",1403,"phx4912wrf",2,"1.2","84.6","31","8.1","4.3","76","7.2","4.3",9.5,22.2,0.61,"1.21",103
"63","57",10,71,"RHQ",155,"Las Cruces",1404,"phy499wrf",1,"1.1000000000000001","83.3","30","8.4","5.2","75","8.4","5.2",8.5,21,0.56,"1.1399999999999999",90
"63","58",10,71,"RHQ",155,"Las Cruces",1404,"phy499wrf",2,"1.2","84.3","32","8.6999999999999993","5.0999999999999996","76","8.5","5.2",9,21.5,0.6,"1.1000000000000001",99
"63","63",10,71,"RHQ",155,"Las Cruces",1405,"fm1773llb2",1,"1.2","83.3","31","6.8","5.3","74","63","5.0999999999999996",5.5,21.1,0.54,"1.18",116
"63","64",10,71,"RHQ",155,"Las Cruces",1405,"fm1773llb2",2,NA,NA,NA,NA,NA,NA,NA,"5.0999999999999996",4.8,22,0.56,"1.2",115
"63","65",10,71,"RHQ",155,"Las Cruces",1406,"fm9160b2f",1,"1.2","84.2","30","6.8","4.8","79","8.1999999999999993","4.9000000000000004",6.8,22,0.59,"1.2",113
"63","66",10,71,"RHQ",155,"Las Cruces",1406,"fm9160b2f",2,"1.2","84.2","32","6.7","4.3","79","7.8","4.4000000000000004",6.5,22,0.59,"1.21",121
"63","71",10,71,"RHQ",155,"Las Cruces",1407,"md25y",1,"1.2","83.2","33","7.6","5.3","75","8.6","5.2",8.3,23,0.57,"1.1599999999999999",117
"63","72",10,71,"RHQ",155,"Las Cruces",1407,"md25y",2,"1.2","83.4","34","7.9","4.7","76","8.5","5",7.5,23,0.61,"1.17",109
"63","73",10,71,"RHQ",155,"Las Cruces",1408,"md10",1,"1.1000000000000001","84.1","31","7.1","4.7","75","8.1","4.5999999999999996",8,21.5,0.58,"1.1499999999999999",103
"63","74",10,71,"RHQ",155,"Las Cruces",1408,"md10",2,"1.2","83.2","31","7.6","4.5","77","8.3000000000000007","4.5999999999999996",8,21,0.58,"1.1000000000000001",105
"28","59",10,71,"RHQ",184,"Keiser",795,"md25ne",1,"1.2","84.8","36","7.3","4.7","68","28","4.5999999999999996",5,28,0.63,"1.05",158
"28","60",10,71,"RHQ",184,"Keiser",795,"md25ne",3,NA,NA,NA,NA,NA,NA,NA,"4.5999999999999996",5,29,0.61,"1.1000000000000001",150
"28","23",10,71,"RHQ",184,"Keiser",1166,"phy72",1,"1.2","84.1","38","8.1","4.8","71","8.8000000000000007","4.7",7.5,27.5,0.63,"1.2",143
"28","24",10,71,"RHQ",184,"Keiser",1166,"phy72",3,"1.3","85","38","7.8","4.9000000000000004","71","8.5","4.5999999999999996",7.8,28.5,0.63,"1.2",141
"28","21",10,71,"RHQ",184,"Keiser",1270,"dp555bgrr",1,"1.2","83","30","6.4","4.8","73","28","4.5999999999999996",4.8,20,0.54,"1.1000000000000001",109
"28","22",10,71,"RHQ",184,"Keiser",1270,"dp555bgrr",3,NA,NA,NA,NA,NA,NA,NA,"4.7",4.8,20.5,0.53,"1",130
"28","51",10,71,"RHQ",184,"Keiser",1382,"fm1845llb2",1,"1.2","83.9","34","7.1","5.3","73","8.4","5.2",4.5,26.5,0.59,"1.2",136
"28","52",10,71,"RHQ",184,"Keiser",1382,"fm1845llb2",3,"1.2","85.3","34","7","4.7","71","28","4.8",5.5,14,0.61,"1.2",140
"28","57",10,71,"RHQ",184,"Keiser",1387,"st4288b2rf",1,NA,NA,NA,NA,NA,NA,NA,"4.5999999999999996",5.3,12,0.54,"1.1000000000000001",112
"28","58",10,71,"RHQ",184,"Keiser",1387,"st4288b2rf",3,"1.2","83","29","7","4.7","68","7.7","4.5999999999999996",5.5,22,0.57,"1.1000000000000001",114
"28","45",10,71,"RHQ",184,"Keiser",1389,"phy565wrf",1,"1.2","84","32","7.1","4.5999999999999996","70","7.6","4.5999999999999996",8.5,23.5,0.6,"1.1000000000000001",126
"28","46",10,71,"RHQ",184,"Keiser",1389,"phy565wrf",3,"1.2","84","34","7.9","4.8","69","8.1999999999999993","4.8",8,25.5,0.57,"1.1000000000000001",113
"28","49",10,71,"RHQ",184,"Keiser",1390,"phy367wrf",1,"1.2","83.9","31","7.5","4.8","67","7.2","4.5999999999999996",9,23.5,0.61,"1.1000000000000001",114
"28","50",10,71,"RHQ",184,"Keiser",1390,"phy367wrf",3,"1.2","83.4","31","7","4.5999999999999996","68","7.6","4.5999999999999996",7.5,24,0.6,"1.1000000000000001",118
"28","25",10,71,"RHQ",184,"Keiser",1394,"ark0102-48",1,"1.3","85.6","38","7.8","5.3","69","8.1","5.0999999999999996",6,26.5,0.64,"1.2",151
"28","26",10,71,"RHQ",184,"Keiser",1394,"ark0102-48",3,"1.3","85","37","7.6","5.2","69","8.1999999999999993","5.2",5.5,26.5,0.62,"1.2",159
"28","27",10,71,"RHQ",184,"Keiser",1395,"ark9803-23-04",1,"1.2","85.4","33","7.6","5","70","6.8","4.7",6.3,14.5,0.61,"1.2",133
"28","28",10,71,"RHQ",184,"Keiser",1395,"ark9803-23-04",3,"1.2","84.2","33","7.6","4.7","73","6.8","4.7",7.5,25.5,0.61,"1.2",123
"28","29",10,71,"RHQ",184,"Keiser",1396,"dp1048b2rf",1,"1.2","85.2","31","7.6","4.8","69","8.6999999999999993","4.5999999999999996",7.5,21.5,0.62,"1.2",100
"28","30",10,71,"RHQ",184,"Keiser",1396,"dp1048b2rf",3,"1.2","83.9","29","7.4","5","70","8.8000000000000007","4.8",7,21,0.58,"1.1000000000000001",107
"28","31",10,71,"RHQ",184,"Keiser",1397,"dp1050b2rf",1,"1.2","83.3","30","7.2","5","72","9.5","4.9000000000000004",7.8,22,0.58,"1.1000000000000001",115
"28","32",10,71,"RHQ",184,"Keiser",1397,"dp1050b2rf",3,"1.2","83.9","30","7.1","5.0999999999999996","69","9.6","5",7.5,21.5,0.55,"1.1000000000000001",106
"28","33",10,71,"RHQ",184,"Keiser",1398,"dp1032b2rf",1,"1.2","84.2","34","7.4","4.8","67","6.8","4.8",6.3,24.5,0.58,"1.1000000000000001",131
"28","34",10,71,"RHQ",184,"Keiser",1398,"dp1032b2rf",3,"1.2","83.7","31","6.8","4.7","72","8.1","4.5999999999999996",6,2,0.59,"1.05",130
"28","35",10,71,"RHQ",184,"Keiser",1399,"dp1034b2rf",1,"1.2","83","28","7","5","73","8.6","5",7.3,21.5,0.55,"1.1000000000000001",104
"28","36",10,71,"RHQ",184,"Keiser",1399,"dp1034b2rf",3,"1.2","82.8","30","7.3","5.2","72","9.1","5.0999999999999996",7.5,12,0.54,"1.1000000000000001",108
"28","37",10,71,"RHQ",184,"Keiser",1400,"tam06we-62-4",1,"1.3","85.7","39","8.1","4.7","69","28","4.7",5.5,30.5,0.63,"1.2",148
"28","38",10,71,"RHQ",184,"Keiser",1400,"tam06we-62-4",3,NA,NA,NA,NA,NA,NA,NA,"5",5.8,30,0.62,"1.2",155
"28","39",10,71,"RHQ",184,"Keiser",1401,"tam04wb-33s",1,"1.3","85.5","38","7.4","3.9","73","7.8","3.8",6,30,0.63,"1.2",162
"28","40",10,71,"RHQ",184,"Keiser",1401,"tam04wb-33s",3,"1.3","85.5","39","7.6","4","75","8.1","3.9",5.8,17,0.6,"1.2",155
"28","41",10,71,"RHQ",184,"Keiser",1402,"tam03wz-37",1,"1.2","84.5","38","7.8","4.9000000000000004","71","7.4","5",6,25.5,0.63,"1.2",136
"28","42",10,71,"RHQ",184,"Keiser",1402,"tam03wz-37",3,"1.2","83.2","37","7.6","5.0999999999999996","70","8.4","5",6.3,14,0.6,"1.05",127
"28","43",10,71,"RHQ",184,"Keiser",1403,"phx4912wrf",1,"1.3","84.2","34","7.3","4.2","76","7.9","4.3",6.5,26.5,0.61,"1.2",131
"28","44",10,71,"RHQ",184,"Keiser",1403,"phx4912wrf",3,"1.3","85.7","33","7.3","4.2","75","7.3","4.2",6.5,27,0.6,"1.2",132
"28","47",10,71,"RHQ",184,"Keiser",1404,"phy499wrf",1,"1.2","83.7","33","7.8","5.3","67","7.6","5.0999999999999996",8.3,25,0.57,"1.1000000000000001",118
"28","48",10,71,"RHQ",184,"Keiser",1404,"phy499wrf",3,"1.2","84.8","32","7.9","4.9000000000000004","67","7.5","4.8",7.5,25.5,0.6,"1.1000000000000001",124
"28","53",10,71,"RHQ",184,"Keiser",1405,"fm1773llb2",1,NA,NA,NA,NA,NA,NA,NA,"5.2",4,26,0.58,"1.1000000000000001",144
"28","54",10,71,"RHQ",184,"Keiser",1405,"fm1773llb2",3,"1.2","84.1","36","7.3","5.2","71","28","5.2",4.5,25.5,0.58,"1.1499999999999999",148
"28","55",10,71,"RHQ",184,"Keiser",1406,"fm9160b2f",1,NA,NA,NA,NA,NA,NA,NA,"4.5999999999999996",4.3,25,0.59,"1.1000000000000001",138
"28","56",10,71,"RHQ",184,"Keiser",1406,"fm9160b2f",3,"1.2","84.6","31","6.3","4.8","67","28","4.8",4,26.5,0.57,"1.1000000000000001",138
"28","61",10,71,"RHQ",184,"Keiser",1407,"md25y",1,"1.2","84.9","34","7.1","5","70","7.5","4.9000000000000004",4.8,25,0.6,"1.1000000000000001",152
"28","62",10,71,"RHQ",184,"Keiser",1407,"md25y",3,"1.2","84.6","35","7.1","4.5","65","6.7","4.5999999999999996",4.8,24.5,0.62,"1.1000000000000001",148
"28","63",10,71,"RHQ",184,"Keiser",1408,"md10",1,"1.1000000000000001","82.4","35","7.6","5","70","8.4","4.9000000000000004",5.5,13.5,0.58,"1.1000000000000001",135
"28","64",10,71,"RHQ",184,"Keiser",1408,"md10",3,"1.1000000000000001","81.599999999999994","32","7.6","5.5","67","8.1","5.4",5.5,23,0.6,"1.1000000000000001",124
"39","39",10,72,"RHQ",36,"Florence",795,"md25ne",1,"1.2","82.6","36","7.4","5.2","65","8.4","5.2",6.5,14,0.61,"1.1000000000000001",128
"39","40",10,72,"RHQ",36,"Florence",795,"md25ne",2,"1.1000000000000001","83.6","37","7.6","5.3","65","8.1999999999999993","5.4",6.5,14,0.59,"1.1000000000000001",127
"39","3",10,72,"RHQ",36,"Florence",1166,"phy72",1,"1.2","82.6","35","7.6","4.9000000000000004","66","9.3000000000000007","4.9000000000000004",7.5,28.5,0.59,"1.1000000000000001",128
"39","4",10,72,"RHQ",36,"Florence",1166,"phy72",2,"1.2","81.7","34","7.4","4.9000000000000004","66","8.6","4.9000000000000004",7.5,26.5,0.58,"1.1000000000000001",118
"39","1",10,72,"RHQ",36,"Florence",1270,"dp555bgrr",1,"1.1000000000000001","80.599999999999994","28","6.8","5.3","67","7.2","5.2",5.5,19.5,0.53,"1",104
"39","2",10,72,"RHQ",36,"Florence",1270,"dp555bgrr",2,"1.1000000000000001","79.8","27","6.5","5.4","69","7.7","5.3",6.8,19,0.54,"1",99
"39","31",10,72,"RHQ",36,"Florence",1382,"fm1845llb2",1,"1.2","82.7","32","7.3","5.9","67","8.1","6",5,22,0.59,"1.1000000000000001",112
"39","32",10,72,"RHQ",36,"Florence",1382,"fm1845llb2",2,"1.1000000000000001","82","32","7.3","5.7","64","8.1","5.8",5.5,23,0.58,"1.1000000000000001",124
"39","37",10,72,"RHQ",36,"Florence",1387,"st4288b2rf",1,"1.2","81.900000000000006","28","6.8","5.3","65","8.4","5.3",6.5,19.5,0.54,"1.05",107
"39","38",10,72,"RHQ",36,"Florence",1387,"st4288b2rf",2,"1.1000000000000001","81.2","28","7.1","5.6","67","8.6999999999999993","5.6",8,20,0.55,"1",113
"39","25",10,72,"RHQ",36,"Florence",1389,"phy565wrf",1,"1.2","82.9","30","7.1","5.4","65","7.9","5.4",7.5,11,0.56,"1.1000000000000001",104
"39","26",10,72,"RHQ",36,"Florence",1389,"phy565wrf",2,"1.1000000000000001","82.1","29","7.9","5.0999999999999996","64","8.9","5.2",8.5,21.5,0.56,"1.05",97
"39","29",10,72,"RHQ",36,"Florence",1390,"phy367wrf",1,"1.1000000000000001","81.099999999999994","31","8.1","5.6","65","8.6","5.6",6.8,22.5,0.56,"1.05",95
"39","30",10,72,"RHQ",36,"Florence",1390,"phy367wrf",2,"1.1000000000000001","82.2","31","8.1","5.2","65","8.5","5.3",6,11.5,0.57,"1",97
"39","5",10,72,"RHQ",36,"Florence",1394,"ark0102-48",1,"1.2","83.6","36","7.6","5.7","64","7.6","5.7",7,26.5,0.62,"1.2",136
"39","6",10,72,"RHQ",36,"Florence",1394,"ark0102-48",2,"1.2","84.5","36","7.8","5.5","66","7.6","5.6",6,26.5,0.62,"1.2",141
"39","7",10,72,"RHQ",36,"Florence",1395,"ark9803-23-04",1,"1.2","82.5","29","7.6","5.4","66","8.3000000000000007","5.5",8.5,21.5,0.53,"1",120
"39","8",10,72,"RHQ",36,"Florence",1395,"ark9803-23-04",2,"1.2","81.8","31","7.6","5.6","66","7.6","5.6",8.8,11.5,0.57,"1.1000000000000001",100
"39","9",10,72,"RHQ",36,"Florence",1396,"dp1048b2rf",1,"1.2","83.5","32","7.8","5.5","67","7.6","5.6",8.5,22,0.63,"1.2",108
"39","10",10,72,"RHQ",36,"Florence",1396,"dp1048b2rf",2,"1.1000000000000001","83","29","7.6","5.2","64","7.6","5.2",7.5,21,0.58,"1.1000000000000001",135
"39","11",10,72,"RHQ",36,"Florence",1397,"dp1050b2rf",1,"1.1000000000000001","82.6","28","7.8","5.3","66","7.9","5.4",8,20,0.57,"1.1000000000000001",91
"39","12",10,72,"RHQ",36,"Florence",1397,"dp1050b2rf",2,"1.1000000000000001","82.4","28","7.6","5.5","67","8.4","5.5",8,20,0.56,"1",90
"39","13",10,72,"RHQ",36,"Florence",1398,"dp1032b2rf",1,"1.2","81.8","33","8.1","5.3","64","8.6999999999999993","5.3",7,22,0.55,"1",101
"39","14",10,72,"RHQ",36,"Florence",1398,"dp1032b2rf",2,"1.2","82.7","30","7","5.5","66","7.3","5.5",6.3,21.5,0.58,"1.1000000000000001",109
"39","15",10,72,"RHQ",36,"Florence",1399,"dp1034b2rf",1,"1.1000000000000001","80.599999999999994","27","7.6","5.5","67","8.3000000000000007","5.6",7.5,10,0.54,"1",83
"39","16",10,72,"RHQ",36,"Florence",1399,"dp1034b2rf",2,"1.1000000000000001","81.900000000000006","28","7.8","5.2","66",NA,"5.4",7.5,19.5,0.57,"1.1000000000000001",87
"39","17",10,72,"RHQ",36,"Florence",1400,"tam06we-62-4",1,NA,NA,NA,NA,NA,NA,NA,"5.2",8.5,28,0.62,"1.1000000000000001",130
"39","18",10,72,"RHQ",36,"Florence",1400,"tam06we-62-4",2,"1.2","84","39","8.1999999999999993","5.3","66","8.5","5.2",8.5,28.5,0.61,"1.1000000000000001",132
"39","19",10,72,"RHQ",36,"Florence",1401,"tam04wb-33s",1,"1.3","85.9","37","7.9","4.3","67","7.6","4.4000000000000004",6.3,26.5,0.67,"1.2",128
"39","20",10,72,"RHQ",36,"Florence",1401,"tam04wb-33s",2,"1.3","85.1","36","7.9","4.7","64","8.1999999999999993","4.4000000000000004",6.8,26.5,0.61,"1.2",132
"39","21",10,72,"RHQ",36,"Florence",1402,"tam03wz-37",1,"1.2","82.7","36","7.9","4.9000000000000004","64","8.6999999999999993","4.9000000000000004",7,24,0.61,"1.1000000000000001",108
"39","22",10,72,"RHQ",36,"Florence",1402,"tam03wz-37",2,"1.2","83.8","35","8.1","5.0999999999999996","67","7.9","5",7.5,24,0.59,"1.1000000000000001",119
"39","23",10,72,"RHQ",36,"Florence",1403,"phx4912wrf",1,"1.2","83.6","33","7.8","4.7","65","7.5","4.8",8,22.5,0.57,"1.1000000000000001",108
"39","24",10,72,"RHQ",36,"Florence",1403,"phx4912wrf",2,"1.2","82.6","31","7.4","4.7","68","6.9","4.8",7.5,21.5,0.57,"1.1000000000000001",103
"39","27",10,72,"RHQ",36,"Florence",1404,"phy499wrf",1,"1.1000000000000001","81.3","31","8.8000000000000007","5.8","65","8.5","5.8",7.5,22.5,0.58,"1.1000000000000001",102
"39","28",10,72,"RHQ",36,"Florence",1404,"phy499wrf",2,"1.1000000000000001","82.5","33","8.6999999999999993","5.9","65","8.4","5.8",8.5,12,0.53,"1",93
"39","33",10,72,"RHQ",36,"Florence",1405,"fm1773llb2",1,"1.2","82.2","32","7","5.7","68","8.3000000000000007","5.6",4.8,22,0.53,"1",115
"39","34",10,72,"RHQ",36,"Florence",1405,"fm1773llb2",2,"1.2","82","32","6.8","5.4","69","7.4","5.5",4.5,22.5,0.53,"1.1000000000000001",117
"39","35",10,72,"RHQ",36,"Florence",1406,"fm9160b2f",1,"1.1000000000000001","82.5","32","6.7","5.0999999999999996","65","7.3","5.0999999999999996",4.5,22.5,0.58,"1.1000000000000001",121
"39","36",10,72,"RHQ",36,"Florence",1406,"fm9160b2f",2,"1.2","82.7","31","6.4","5","63","7.2","5",5.5,12,0.59,"1.1000000000000001",116
"39","41",10,72,"RHQ",36,"Florence",1407,"md25y",1,"1.2","83.1","36","7.8","5.5","64","6.7","5.5",5,25.5,0.6,"1.1000000000000001",138
"39","42",10,72,"RHQ",36,"Florence",1407,"md25y",2,"1.2","82.3","34","7.1","5.5","67","8.1","5.5",5.8,13,0.59,"1.1000000000000001",129
"39","43",10,72,"RHQ",36,"Florence",1408,"md10",1,"1.1000000000000001","82.5","34","7.8","5","64","8.3000000000000007","5",6.5,23,0.59,"1.1000000000000001",122
"39","44",10,72,"RHQ",36,"Florence",1408,"md10",2,"1.2","83.4","36","7.9","4.9000000000000004","64","8.1","5",6,23,0.59,"1.1000000000000001",115
"11","111",10,72,"RHQ",87,"Belle Mina",795,"md25ne",1,"1.1000000000000001","83","36","7.8","4.7","75","9.5","4.7",5.5,23.5,0.55,"1",123
"11","112",10,72,"RHQ",87,"Belle Mina",795,"md25ne",2,"1.2","84.2","35","7.1","3.9","76","9.4","3.9",7,24.5,0.58,"1.1000000000000001",108
"11","75",10,72,"RHQ",87,"Belle Mina",1166,"phy72",1,"1.1000000000000001","81.5","34","7.6","4.0999999999999996","75","7.7","4.0999999999999996",8.3,23,0.57,"1",122
"11","76",10,72,"RHQ",87,"Belle Mina",1166,"phy72",2,"1","80.900000000000006","32","7.4","4.2","73","10","4.2",7.3,24,0.52,"1",131
"11","73",10,72,"RHQ",87,"Belle Mina",1270,"dp555bgrr",1,"1","79.7","29","6.7","4.5999999999999996","77","8.5","4.5",6.5,9,0.5,"1",118
"11","74",10,72,"RHQ",87,"Belle Mina",1270,"dp555bgrr",2,"1.1000000000000001","81.2","29","6.1","4.2","78","8.6","4.4000000000000004",5.3,17.5,0.52,"1",110
"11","103",10,72,"RHQ",87,"Belle Mina",1382,"fm1845llb2",1,"1.1000000000000001","81.7","30","7","4.7","74","9.4","4.7",7.5,22,0.55,"1.05",121
"11","104",10,72,"RHQ",87,"Belle Mina",1382,"fm1845llb2",2,"1.1000000000000001","83","33","7.1","4.8","74","9.1","4.8",6.5,22.5,0.58,"1.1000000000000001",126
"11","109",10,72,"RHQ",87,"Belle Mina",1387,"st4288b2rf",1,"1.1000000000000001","82.3","27","6.7","4.7","74","9.4","4.5999999999999996",8,18.5,0.51,"1",102
"11","110",10,72,"RHQ",87,"Belle Mina",1387,"st4288b2rf",2,"1.1000000000000001","81.599999999999994","29","7","4.5","73","9.9","4.5",7.8,11,0.52,"1",97
"11","97",10,72,"RHQ",87,"Belle Mina",1389,"phy565wrf",1,"1.1000000000000001","82.4","30","7.9","4.5","72","10","4.5",8.5,23.5,0.52,"1",104
"11","98",10,72,"RHQ",87,"Belle Mina",1389,"phy565wrf",2,"1.1000000000000001","83.1","31","8.1","4.4000000000000004","70","10","4.4000000000000004",9,21,0.53,"1",105
"11","101",10,72,"RHQ",87,"Belle Mina",1390,"phy367wrf",1,"1.1000000000000001","81.900000000000006","31","7.6","4.2","72","9.4","4.0999999999999996",7.8,20.5,0.53,"1",90
"11","102",10,72,"RHQ",87,"Belle Mina",1390,"phy367wrf",2,"1.1000000000000001","82.5","32","7.4","4","72","9.1999999999999993","4",8.8,22,0.55,"1.05",94
"11","77",10,72,"RHQ",87,"Belle Mina",1394,"ark0102-48",1,"1.2","83.2","36","7.3","4.9000000000000004","76","8.6999999999999993","4.8",5.3,14,0.54,"1.1000000000000001",138
"11","78",10,72,"RHQ",87,"Belle Mina",1394,"ark0102-48",2,"1.2","84.1","34","7.4","4.5","75","9.9","4.5",6.3,14,0.55,"1.1000000000000001",135
"11","79",10,72,"RHQ",87,"Belle Mina",1395,"ark9803-23-04",1,"1.1000000000000001","83.1","32","7.4","4.8","76","8.9","4.8",6.8,2,0.57,"1.1000000000000001",110
"11","80",10,72,"RHQ",87,"Belle Mina",1395,"ark9803-23-04",2,"1.1000000000000001","81.7","32","7.6","4.5999999999999996","76","8.9","4.5999999999999996",8.5,22,0.56,"1",113
"11","81",10,72,"RHQ",87,"Belle Mina",1396,"dp1048b2rf",1,"1.1000000000000001","81","28","7.6","4.2","76","9.9","4.3",7.8,19.5,0.53,"1",79
"11","82",10,72,"RHQ",87,"Belle Mina",1396,"dp1048b2rf",2,"1.1000000000000001","81","28","7.3","3.8","74","10","3.8",8,19.5,0.51,"1",88
"11","83",10,72,"RHQ",87,"Belle Mina",1397,"dp1050b2rf",1,"1.1000000000000001","81.2","27","7","4.4000000000000004","75","10","4.3",7.5,18.5,0.55,"1",85
"11","84",10,72,"RHQ",87,"Belle Mina",1397,"dp1050b2rf",2,"1.1000000000000001","81.8","28","7.3","4.4000000000000004","76","9.5","4.4000000000000004",8,20,0.53,"1",88
"11","85",10,72,"RHQ",87,"Belle Mina",1398,"dp1032b2rf",1,"1.1000000000000001","82.6","28","6.8","4.3","76","9.5","4.3",8,10.5,0.5,"1",101
"11","86",10,72,"RHQ",87,"Belle Mina",1398,"dp1032b2rf",2,"1.1000000000000001","81.3","29","6.7","4.3","75","9.5","4.3",7,19.5,0.53,"1",114
"11","87",10,72,"RHQ",87,"Belle Mina",1399,"dp1034b2rf",1,"1.1000000000000001","82.4","30","7.6","4.7","78","8.3000000000000007","4.5999999999999996",9,20.5,0.52,"1",92
"11","88",10,72,"RHQ",87,"Belle Mina",1399,"dp1034b2rf",2,"1","80.7","27","7.6","4.3","73","10","4.4000000000000004",8,18.5,0.53,"1",96
"11","89",10,72,"RHQ",87,"Belle Mina",1400,"tam06we-62-4",1,"1.1000000000000001","83.3","37","8.4","4.5999999999999996","73","9.9","4.5999999999999996",8,27,0.57,"1.1000000000000001",128
"11","90",10,72,"RHQ",87,"Belle Mina",1400,"tam06we-62-4",2,"1.2","84.3","40","8.1","4.8","73","10","4.8",8,26,0.56,"1.1000000000000001",126
"11","91",10,72,"RHQ",87,"Belle Mina",1401,"tam04wb-33s",1,"1.2","84.1","36","7.8","4.3","76",NA,"4.3",7.5,28.5,0.58,"1.1000000000000001",126
"11","92",10,72,"RHQ",87,"Belle Mina",1401,"tam04wb-33s",2,NA,NA,NA,NA,NA,NA,NA,"4.2",8,26.5,0.55,"1.1000000000000001",122
"11","93",10,72,"RHQ",87,"Belle Mina",1402,"tam03wz-37",1,"1.1000000000000001","82.7","36","7.6","4.5999999999999996","72","8.9","4.5",7.8,24,0.55,"1.05",118
"11","94",10,72,"RHQ",87,"Belle Mina",1402,"tam03wz-37",2,"1.1000000000000001","82.9","34","7.3","4.3","73","8.6999999999999993","4.4000000000000004",8.8,24.5,0.56,"1.1000000000000001",115
"11","95",10,72,"RHQ",87,"Belle Mina",1403,"phx4912wrf",1,"1.1000000000000001","82.7","33","7.8","4.0999999999999996","78","8.1999999999999993","4",8.5,24.5,0.55,"1.1000000000000001",112
"11","96",10,72,"RHQ",87,"Belle Mina",1403,"phx4912wrf",2,"1.2","83.3","34","7.6","4.0999999999999996","76","8.3000000000000007","4",8,24,0.58,"1.1000000000000001",117
"11","99",10,72,"RHQ",87,"Belle Mina",1404,"phy499wrf",1,"1.1000000000000001","81.900000000000006","32","8.1999999999999993","4.7","72","10","4.7",8.5,24,0.53,"1",103
"11","100",10,72,"RHQ",87,"Belle Mina",1404,"phy499wrf",2,"1.1000000000000001","81.8","32","8.4","4.5999999999999996","74","9.6","4.8",8.5,23.5,0.53,"1",105
"11","105",10,72,"RHQ",87,"Belle Mina",1405,"fm1773llb2",1,"1.1000000000000001","81.900000000000006","32","6.7","4.8","75","9.1999999999999993","4.9000000000000004",5.8,20,0.53,"1.05",122
