"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","d","mic_st","e1","t1","x50_sl","x25_sl","yt"
"8","-7",10,71,"RHQ",23,"Bossier City",1382,"fm1845llb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1382,"fm1845llb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1382,"fm1845llb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1382,"fm1845llb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1387,"st4288b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1387,"st4288b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1387,"st4288b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1387,"st4288b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1389,"phy565wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1389,"phy565wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1389,"phy565wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1389,"phy565wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1390,"phy367wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1390,"phy367wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1390,"phy367wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1390,"phy367wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-4",10,71,"RHQ",23,"Bossier City",1394,"ark0102-48",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-4",10,71,"RHQ",23,"Bossier City",1394,"ark0102-48",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1394,"ark0102-48",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1394,"ark0102-48",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-4",10,71,"RHQ",23,"Bossier City",1395,"ark9803-23-04",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-4",10,71,"RHQ",23,"Bossier City",1395,"ark9803-23-04",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1395,"ark9803-23-04",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1395,"ark9803-23-04",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-4",10,71,"RHQ",23,"Bossier City",1396,"dp1048b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1396,"dp1048b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1396,"dp1048b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1396,"dp1048b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1397,"dp1050b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1397,"dp1050b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1397,"dp1050b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1397,"dp1050b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1398,"dp1032b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1398,"dp1032b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1398,"dp1032b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1398,"dp1032b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1399,"dp1034b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1399,"dp1034b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1399,"dp1034b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1399,"dp1034b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1400,"tam06we-62-4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1400,"tam06we-62-4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1400,"tam06we-62-4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1400,"tam06we-62-4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-5",10,71,"RHQ",23,"Bossier City",1401,"tam04wb-33s",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1401,"tam04wb-33s",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1401,"tam04wb-33s",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1401,"tam04wb-33s",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1402,"tam03wz-37",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1402,"tam03wz-37",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1402,"tam03wz-37",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1402,"tam03wz-37",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1403,"phx4912wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1403,"phx4912wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1403,"phx4912wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1403,"phx4912wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1404,"phy499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-6",10,71,"RHQ",23,"Bossier City",1404,"phy499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1404,"phy499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1404,"phy499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1405,"fm1773llb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1405,"fm1773llb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1405,"fm1773llb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1405,"fm1773llb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1406,"fm9160b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-7",10,71,"RHQ",23,"Bossier City",1406,"fm9160b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1406,"fm9160b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1406,"fm9160b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-8",10,71,"RHQ",23,"Bossier City",1407,"md25y",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-8",10,71,"RHQ",23,"Bossier City",1407,"md25y",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1407,"md25y",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1407,"md25y",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-8",10,71,"RHQ",23,"Bossier City",1408,"md10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","-8",10,71,"RHQ",23,"Bossier City",1408,"md10",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1408,"md10",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",23,"Bossier City",1408,"md10",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",795,"md25ne",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-6",10,71,"RHQ",75,"Portageville",795,"md25ne",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",795,"md25ne",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",795,"md25ne",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1166,"phy72",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1166,"phy72",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1166,"phy72",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1166,"phy72",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1270,"dp555bgrr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1270,"dp555bgrr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1270,"dp555bgrr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1270,"dp555bgrr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1382,"fm1845llb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1382,"fm1845llb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1382,"fm1845llb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1382,"fm1845llb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1387,"st4288b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1387,"st4288b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1387,"st4288b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1387,"st4288b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1389,"phy565wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1389,"phy565wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1389,"phy565wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1389,"phy565wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1390,"phy367wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1390,"phy367wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1390,"phy367wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1390,"phy367wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1394,"ark0102-48",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1394,"ark0102-48",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1394,"ark0102-48",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1394,"ark0102-48",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1395,"ark9803-23-04",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1395,"ark9803-23-04",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1395,"ark9803-23-04",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1395,"ark9803-23-04",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-2",10,71,"RHQ",75,"Portageville",1396,"dp1048b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1396,"dp1048b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1396,"dp1048b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1396,"dp1048b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1397,"dp1050b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1397,"dp1050b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1397,"dp1050b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1397,"dp1050b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1398,"dp1032b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1398,"dp1032b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1398,"dp1032b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1398,"dp1032b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1399,"dp1034b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1399,"dp1034b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1399,"dp1034b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1399,"dp1034b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1400,"tam06we-62-4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1400,"tam06we-62-4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1400,"tam06we-62-4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1400,"tam06we-62-4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-3",10,71,"RHQ",75,"Portageville",1401,"tam04wb-33s",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1401,"tam04wb-33s",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1401,"tam04wb-33s",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1401,"tam04wb-33s",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1402,"tam03wz-37",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1402,"tam03wz-37",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1402,"tam03wz-37",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1402,"tam03wz-37",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1403,"phx4912wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1403,"phx4912wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1403,"phx4912wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1403,"phx4912wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1404,"phy499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-4",10,71,"RHQ",75,"Portageville",1404,"phy499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1404,"phy499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1404,"phy499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1405,"fm1773llb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1405,"fm1773llb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1405,"fm1773llb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1405,"fm1773llb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1406,"fm9160b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-5",10,71,"RHQ",75,"Portageville",1406,"fm9160b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1406,"fm9160b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1406,"fm9160b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-6",10,71,"RHQ",75,"Portageville",1407,"md25y",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-6",10,71,"RHQ",75,"Portageville",1407,"md25y",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1407,"md25y",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1407,"md25y",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-6",10,71,"RHQ",75,"Portageville",1408,"md10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","-6",10,71,"RHQ",75,"Portageville",1408,"md10",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1408,"md10",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",10,71,"RHQ",75,"Portageville",1408,"md10",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","69",10,71,"RHQ",155,"Las Cruces",795,"md25ne",1,"1.1000000000000001","84.8","32","7.4","4.9000000000000004","76","8.6","4.8",7.3,24.4,0.59,"1.1499999999999999",128
"63","70",10,71,"RHQ",155,"Las Cruces",795,"md25ne",2,"1.3","84.9","34","7.8","4.8","76","8.5","4.9000000000000004",6.8,24.7,0.62,"1.2",120
"63","33",10,71,"RHQ",155,"Las Cruces",1166,"phy72",1,"1.2","82.6","32","7.8","4.8","74","9.4","5.0999999999999996",8,23.8,0.56,"1.1000000000000001",115
"63","34",10,71,"RHQ",155,"Las Cruces",1166,"phy72",2,"1.2","83.3","32","8.1","4.7","72","8.1999999999999993","5",7,23,0.6,"1.2",110
"63","31",10,71,"RHQ",155,"Las Cruces",1270,"dp555bgrr",1,"1.1000000000000001","82.4","29","6.7","5","79","7.3","4.7",6.5,17,0.52,"1.1000000000000001",98
"63","32",10,71,"RHQ",155,"Las Cruces",1270,"dp555bgrr",2,"1.2","81.5","27","6.5","5.0999999999999996","77","7.9","4.8",5.5,18,0.54,"1.1399999999999999",93
"63","61",10,71,"RHQ",155,"Las Cruces",1382,"fm1845llb2",1,"1.2","83.9","33","7.1","5","75","8.4","5",5.5,2,0.55,"1.1000000000000001",102
"63","62",10,71,"RHQ",155,"Las Cruces",1382,"fm1845llb2",2,"1.3","85.2","34","7.4","4.5999999999999996","76","8.6","4.8",7,21.2,0.61,"1.28",111
"63","67",10,71,"RHQ",155,"Las Cruces",1387,"st4288b2rf",1,"1.1000000000000001","82.4","27","7","5.2","74","8.5","5.2",7.3,19.5,0.53,"1.1100000000000001",91
"63","68",10,71,"RHQ",155,"Las Cruces",1387,"st4288b2rf",2,"1.2","83.8","28","7.3","5.0999999999999996","74","8.1","5.0999999999999996",8,19.6,0.57,"1.17",88
"63","55",10,71,"RHQ",155,"Las Cruces",1389,"phy565wrf",1,"1.1000000000000001","83.2","28","7.8","5.0999999999999996","76","8.4","4.9000000000000004",9,21.1,0.56,"1.1000000000000001",85
"63","56",10,71,"RHQ",155,"Las Cruces",1389,"phy565wrf",2,"1.1000000000000001","83","29","7.9","4.8","75","8.6","5",9.5,20.1,0.57,"1.1599999999999999",86
"63","59",10,71,"RHQ",155,"Las Cruces",1390,"phy367wrf",1,"1.1000000000000001","83.1","29","7.6","4.9000000000000004","74","63","4.8",7.8,20.9,0.54,"1.1000000000000001",93
"63","60",10,71,"RHQ",155,"Las Cruces",1390,"phy367wrf",2,NA,NA,NA,NA,NA,NA,NA,"5",7.8,20,0.56,"1.1000000000000001",93
"63","35",10,71,"RHQ",155,"Las Cruces",1394,"ark0102-48",1,"1.3","86.3","36","7.9","5.0999999999999996","77","8.3000000000000007","5.4",7.5,20,0.61,"1.29",122
