"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","length","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x50sl","x25sl","yt"
60,"35",4,11,"PLA",163,"Lamesa, TX",1212,"all tex atlas rr",1,1,82.5,31,8.7,4.7,72,9.2,4.8,10,20.1,0.51,1,133
60,"36",4,11,"PLA",163,"Lamesa, TX",1212,"all tex atlas rr",3,1,81.6,30,8.5,4.6,76,8.3,4.5,11,21.2,0.52,1.05,134
60,"39",4,11,"PLA",163,"Lamesa, TX",1213,"fm 5013",1,1,83,31,9.2,5.1,71,9,5.1,11,20.8,0.51,1.02,133
60,"40",4,11,"PLA",163,"Lamesa, TX",1213,"fm 5013",3,1,82.2,30,8.5,4.6,73,8,4.7,10,21.2,0.51,1.02,132
60,"41",4,11,"PLA",163,"Lamesa, TX",1214,"pm 2167rr",1,1,82.2,30,9.6,5.1,73,9.1,5.1,11,20.3,0.5,0.97,128
60,"42",4,11,"PLA",163,"Lamesa, TX",1214,"pm 2167rr",3,1,82.4,27,9,4.3,74,8.4,4.3,11,19.4,0.51,0.97,126
60,"43",4,11,"PLA",163,"Lamesa, TX",1215,"pm 2266rr",1,1,81.8,31,8.7,4.8,72,9.2,4.8,11,20.8,0.51,1.03,133
60,"44",4,11,"PLA",163,"Lamesa, TX",1215,"pm 2266rr",3,1.1,82.9,28,8.5,4.6,73,8.6,4.6,12,20.4,0.54,1.06,134
60,"47",4,11,"PLA",163,"Lamesa, TX",1216,"stv 2454rr",1,1,82.8,29,9.4,5.2,73,9.5,5.3,11,19.2,0.53,1.03,125
60,"48",4,11,"PLA",163,"Lamesa, TX",1216,"stv 2454rr",3,1,83,26,9.4,4.8,73,10,4.9,11,17.9,0.51,1,120
60,"51",4,11,"PLA",163,"Lamesa, TX",1217,"tamcot luxor",1,1,82.7,27,8.3,4.9,70,9.4,4.8,9.3,19.2,0.51,0.98,126
60,"52",4,11,"PLA",163,"Lamesa, TX",1217,"tamcot luxor",3,1,82,29,7.9,5,73,8.4,4.9,8.5,19.4,0.52,1.04,123
34,"23",4,12,"PLA",16,"Altus, OK",971,"stv 474",1,1.1,83.3,28,8.5,5.3,69,7.3,5.3,8.5,19.6,0.55,1.12,116
34,"24",4,12,"PLA",16,"Altus, OK",971,"stv 474",2,1.1,83.6,29,8.7,5.4,64,7.4,5.6,7,19.8,0.56,1.15,116
34,"7",4,12,"PLA",16,"Altus, OK",1019,"all tex atlas",1,1.1,83.1,27,8.3,4.9,68,7.2,5.1,8.8,23.2,0.56,1.14,125
34,"8",4,12,"PLA",16,"Altus, OK",1019,"all tex atlas",2,1.1,83,28,8.3,5.1,68,7.1,5.1,8.5,22.8,0.56,1.13,122
34,"1",4,12,"PLA",16,"Altus, OK",1128,"acala 1517-99",1,1.2,83.9,32,8.5,4.3,66,6.9,4.3,7.5,24.7,0.56,1.2,154
34,"2",4,12,"PLA",16,"Altus, OK",1128,"acala 1517-99",2,1.2,83.9,30,7.9,4.1,69,7.4,3.8,7,25.6,0.57,1.23,164
34,"19",4,12,"PLA",16,"Altus, OK",1135,"pm 2326 rr",1,1.1,84.1,30,9.4,5.4,65,7.1,5.1,7.8,21.4,0.58,1.14,114
34,"20",4,12,"PLA",16,"Altus, OK",1135,"pm 2326 rr",2,1.1,83.8,31,9.4,5.3,70,8,5.2,8.5,21.8,0.58,1.14,124
34,"3",4,12,"PLA",16,"Altus, OK",1152,"dpl 458br",1,1.1,81.7,28,8.3,4.9,67,6.3,4.6,8.3,20,0.54,1.15,114
34,"4",4,12,"PLA",16,"Altus, OK",1152,"dpl 458br",2,1.2,82.2,28,8.3,5,69,6.6,4.9,8.8,19.5,0.53,1.16,120
34,"11",4,12,"PLA",16,"Altus, OK",1169,"fm 958",1,1.2,82,27,7.2,4.8,70,6.7,4.8,5.8,22.3,0.56,1.21,146
34,"12",4,12,"PLA",16,"Altus, OK",1169,"fm 958",2,1.2,83.5,29,7.7,5.1,64,6.9,5.2,6.3,23.2,0.58,1.24,142
34,"5",4,12,"PLA",16,"Altus, OK",1196,"stv 4892br",1,1.1,83.6,26,8.3,5,63,6.8,4.9,6.3,18.7,0.53,1.12,120
34,"6",4,12,"PLA",16,"Altus, OK",1196,"stv 4892br",2,1.1,83.9,27,8.5,5.1,68,7,4.6,8.8,19.1,0.55,1.14,115
34,"9",4,12,"PLA",16,"Altus, OK",1212,"all tex atlas rr",1,1,82.6,29,8.7,5.3,67,7,5.2,8,22,0.56,1.1,121
34,"10",4,12,"PLA",16,"Altus, OK",1212,"all tex atlas rr",2,1.1,83.6,28,8.9,5.5,66,6.5,5,7.3,21.4,0.56,1.12,119
34,"13",4,12,"PLA",16,"Altus, OK",1213,"fm 5013",1,1.1,83,30,8.3,4.8,72,7.3,4.9,8.8,23.2,0.56,1.1,128
34,"14",4,12,"PLA",16,"Altus, OK",1213,"fm 5013",2,1.1,84.4,28,8.5,5.2,68,7,5.1,8.8,22.1,0.55,1.12,120
34,"15",4,12,"PLA",16,"Altus, OK",1214,"pm 2167rr",1,1,82.6,28,8.3,5.2,69,8,5.2,7.3,19,0.54,1.05,124
34,"16",4,12,"PLA",16,"Altus, OK",1214,"pm 2167rr",2,1,82.3,29,9,5.3,68,7.8,5.2,6.5,19.5,0.55,1.12,124
34,"17",4,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",1,1.1,83.5,31,9,4.9,64,7.6,4.7,8,21.2,0.56,1.17,126
34,"18",4,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",2,1.1,82.1,31,9.4,4.9,70,7.7,5,8,22.4,0.57,1.16,119
34,"21",4,12,"PLA",16,"Altus, OK",1216,"stv 2454rr",1,1.1,83.1,29,9,4.9,73,7,5.4,7.3,20,0.54,1.12,125
34,"22",4,12,"PLA",16,"Altus, OK",1216,"stv 2454rr",2,1.1,82.8,30,9,4.7,72,6.8,4.7,8,21,0.55,1.08,123
34,"25",4,12,"PLA",16,"Altus, OK",1217,"tamcot luxor",1,1,82.3,31,8.5,4.9,67,7.1,4.5,7,22.3,0.56,1.1,128
34,"26",4,12,"PLA",16,"Altus, OK",1217,"tamcot luxor",2,1.1,84.1,30,8.3,4.8,62,6.3,4.6,8.3,23.2,0.56,1.09,120
34,"75",4,12,"PLA",38,"Chickasha (dry)",971,"stv 474",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"76",4,12,"PLA",38,"Chickasha (dry)",971,"stv 474",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",971,"stv 474",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",971,"stv 474",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"59",4,12,"PLA",38,"Chickasha (dry)",1019,"all tex atlas",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"60",4,12,"PLA",38,"Chickasha (dry)",1019,"all tex atlas",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1019,"all tex atlas",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1019,"all tex atlas",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"53",4,12,"PLA",38,"Chickasha (dry)",1128,"acala 1517-99",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"54",4,12,"PLA",38,"Chickasha (dry)",1128,"acala 1517-99",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1128,"acala 1517-99",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1128,"acala 1517-99",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"71",4,12,"PLA",38,"Chickasha (dry)",1135,"pm 2326 rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"72",4,12,"PLA",38,"Chickasha (dry)",1135,"pm 2326 rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1135,"pm 2326 rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1135,"pm 2326 rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"55",4,12,"PLA",38,"Chickasha (dry)",1152,"dpl 458br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"56",4,12,"PLA",38,"Chickasha (dry)",1152,"dpl 458br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1152,"dpl 458br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1152,"dpl 458br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"63",4,12,"PLA",38,"Chickasha (dry)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"64",4,12,"PLA",38,"Chickasha (dry)",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"57",4,12,"PLA",38,"Chickasha (dry)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"58",4,12,"PLA",38,"Chickasha (dry)",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"61",4,12,"PLA",38,"Chickasha (dry)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"62",4,12,"PLA",38,"Chickasha (dry)",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"65",4,12,"PLA",38,"Chickasha (dry)",1213,"fm 5013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"66",4,12,"PLA",38,"Chickasha (dry)",1213,"fm 5013",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1213,"fm 5013",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1213,"fm 5013",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"67",4,12,"PLA",38,"Chickasha (dry)",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"68",4,12,"PLA",38,"Chickasha (dry)",1214,"pm 2167rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1214,"pm 2167rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"69",4,12,"PLA",38,"Chickasha (dry)",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"70",4,12,"PLA",38,"Chickasha (dry)",1215,"pm 2266rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1215,"pm 2266rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"73",4,12,"PLA",38,"Chickasha (dry)",1216,"stv 2454rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"74",4,12,"PLA",38,"Chickasha (dry)",1216,"stv 2454rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1216,"stv 2454rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1216,"stv 2454rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"77",4,12,"PLA",38,"Chickasha (dry)",1217,"tamcot luxor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"78",4,12,"PLA",38,"Chickasha (dry)",1217,"tamcot luxor",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1217,"tamcot luxor",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",38,"Chickasha (dry)",1217,"tamcot luxor",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"101",4,12,"PLA",41,"Chickasha (irri)",971,"stv 474",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"102",4,12,"PLA",41,"Chickasha (irri)",971,"stv 474",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",971,"stv 474",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",971,"stv 474",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",971,"stv 474",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"85",4,12,"PLA",41,"Chickasha (irri)",1019,"all tex atlas",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"86",4,12,"PLA",41,"Chickasha (irri)",1019,"all tex atlas",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1019,"all tex atlas",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1019,"all tex atlas",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1019,"all tex atlas",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"79",4,12,"PLA",41,"Chickasha (irri)",1128,"acala 1517-99",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"80",4,12,"PLA",41,"Chickasha (irri)",1128,"acala 1517-99",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1128,"acala 1517-99",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1128,"acala 1517-99",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1128,"acala 1517-99",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"97",4,12,"PLA",41,"Chickasha (irri)",1135,"pm 2326 rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"98",4,12,"PLA",41,"Chickasha (irri)",1135,"pm 2326 rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1135,"pm 2326 rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1135,"pm 2326 rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1135,"pm 2326 rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"81",4,12,"PLA",41,"Chickasha (irri)",1152,"dpl 458br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"82",4,12,"PLA",41,"Chickasha (irri)",1152,"dpl 458br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1152,"dpl 458br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1152,"dpl 458br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1152,"dpl 458br",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"89",4,12,"PLA",41,"Chickasha (irri)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"90",4,12,"PLA",41,"Chickasha (irri)",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1169,"fm 958",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"83",4,12,"PLA",41,"Chickasha (irri)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"84",4,12,"PLA",41,"Chickasha (irri)",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1196,"stv 4892br",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"87",4,12,"PLA",41,"Chickasha (irri)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"88",4,12,"PLA",41,"Chickasha (irri)",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1212,"all tex atlas rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"91",4,12,"PLA",41,"Chickasha (irri)",1213,"fm 5013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"92",4,12,"PLA",41,"Chickasha (irri)",1213,"fm 5013",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1213,"fm 5013",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,".",4,12,"PLA",41,"Chickasha (irri)",1213,"fm 5013",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
