"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x50sl","x25sl","yt"
"34","15",5,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",1,1.1,84,29,9.2,5,76,5.9,5,7.5,21.2,0.55,1.09,123
"34","16",5,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",2,1.1,83.2,30,8.9,5.2,72,5.5,5.2,7.8,20.6,0.57,1.12,122
"34","7",5,12,"PLA",16,"Altus, OK",1224,"dp 555rr",1,1.2,82.2,28,7.9,4.8,80,5.1,4.5,7.3,20.5,0.53,1.12,119
"34","8",5,12,"PLA",16,"Altus, OK",1224,"dp 555rr",2,1.1,82.7,28,8.1,4.9,81,4.9,4.9,7.3,21.1,0.51,1.11,119
"34","9",5,12,"PLA",16,"Altus, OK",1255,"fm 960b2r",1,1.2,84.1,31,7.9,4.9,77,6.1,4.6,4.8,23.2,0.55,1.17,126
"34","10",5,12,"PLA",16,"Altus, OK",1255,"fm 960b2r",2,1.2,83.7,32,8.3,5,77,5.5,4.9,4.5,23.3,0.58,1.23,133
"34","19",5,12,"PLA",16,"Altus, OK",1266,"stv ng 2448r",1,1.1,84.7,32,9.4,4.3,77,6.8,4.2,9.5,21.3,0.57,1.12,126
"34","20",5,12,"PLA",16,"Altus, OK",1266,"stv ng 2448r",2,1.1,83.1,31,9,4.5,79,6.7,4.4,7.5,21.2,0.55,1.12,120
"34","21",5,12,"PLA",16,"Altus, OK",1268,"fm 5044rr",1,1.2,83.7,30,9.4,4.3,75,6.2,4.1,7.8,19.1,0.6,1.19,119
"34","22",5,12,"PLA",16,"Altus, OK",1268,"fm 5044rr",2,1.1,83.4,30,9.4,4.5,80,6.2,4.2,7.3,19.7,0.59,1.18,115
"34","23",5,12,"PLA",16,"Altus, OK",1274,"afd 3511rr",1,1.1,82.8,31,8.9,5.2,72,7.5,5,6.5,20.5,0.55,1.08,117
"34","24",5,12,"PLA",16,"Altus, OK",1274,"afd 3511rr",2,1.1,83.2,29,8.9,5.2,75,7.6,4.8,6.8,21,0.55,1.11,117
"34","25",5,12,"PLA",16,"Altus, OK",1275,"bcg 24r",1,1.1,82.4,30,9.4,4.9,76,5.1,4.6,6.3,21.3,0.55,1.13,121
"34","26",5,12,"PLA",16,"Altus, OK",1275,"bcg 24r",2,1.1,83,30,9.6,5.1,79,5.1,5.1,7.3,20.8,0.56,1.15,94
"34","27",5,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",1,1.1,83.6,31,9.4,5.4,75,6.3,5,7.3,20.8,0.55,1.12,115
"34","28",5,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",2,1.1,84,30,9,4.9,76,5.6,4.9,7.3,19.6,0.59,1.14,117
"34","73",5,12,"PLA",38,"Chickasha(dry)",1135,"pm 2326rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","74",5,12,"PLA",38,"Chickasha(dry)",1135,"pm 2326rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1135,"pm 2326rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1135,"pm 2326rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","57",5,12,"PLA",38,"Chickasha(dry)",1166,"phy 72",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","58",5,12,"PLA",38,"Chickasha(dry)",1166,"phy 72",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1166,"phy 72",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1166,"phy 72",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","69",5,12,"PLA",38,"Chickasha(dry)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","70",5,12,"PLA",38,"Chickasha(dry)",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","61",5,12,"PLA",38,"Chickasha(dry)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","62",5,12,"PLA",38,"Chickasha(dry)",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","67",5,12,"PLA",38,"Chickasha(dry)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","68",5,12,"PLA",38,"Chickasha(dry)",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","59",5,12,"PLA",38,"Chickasha(dry)",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","60",5,12,"PLA",38,"Chickasha(dry)",1214,"pm 2167rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1214,"pm 2167rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","71",5,12,"PLA",38,"Chickasha(dry)",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","72",5,12,"PLA",38,"Chickasha(dry)",1215,"pm 2266rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1215,"pm 2266rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","63",5,12,"PLA",38,"Chickasha(dry)",1224,"dp 555rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","64",5,12,"PLA",38,"Chickasha(dry)",1224,"dp 555rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1224,"dp 555rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1224,"dp 555rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","65",5,12,"PLA",38,"Chickasha(dry)",1255,"fm 960b2r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","66",5,12,"PLA",38,"Chickasha(dry)",1255,"fm 960b2r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1255,"fm 960b2r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1255,"fm 960b2r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","75",5,12,"PLA",38,"Chickasha(dry)",1266,"stv ng 2448r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","76",5,12,"PLA",38,"Chickasha(dry)",1266,"stv ng 2448r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1266,"stv ng 2448r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1266,"stv ng 2448r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","77",5,12,"PLA",38,"Chickasha(dry)",1268,"fm 5044rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","78",5,12,"PLA",38,"Chickasha(dry)",1268,"fm 5044rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1268,"fm 5044rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1268,"fm 5044rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","79",5,12,"PLA",38,"Chickasha(dry)",1274,"afd 3511rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","80",5,12,"PLA",38,"Chickasha(dry)",1274,"afd 3511rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1274,"afd 3511rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1274,"afd 3511rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","81",5,12,"PLA",38,"Chickasha(dry)",1275,"bcg 24r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","82",5,12,"PLA",38,"Chickasha(dry)",1275,"bcg 24r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1275,"bcg 24r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1275,"bcg 24r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","83",5,12,"PLA",38,"Chickasha(dry)",1276,"all tex excess rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","84",5,12,"PLA",38,"Chickasha(dry)",1276,"all tex excess rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1276,"all tex excess rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",38,"Chickasha(dry)",1276,"all tex excess rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","101",5,12,"PLA",41,"Chickasha(irri)",1135,"pm 2326rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","102",5,12,"PLA",41,"Chickasha(irri)",1135,"pm 2326rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1135,"pm 2326rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1135,"pm 2326rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","85",5,12,"PLA",41,"Chickasha(irri)",1166,"phy 72",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","86",5,12,"PLA",41,"Chickasha(irri)",1166,"phy 72",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1166,"phy 72",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1166,"phy 72",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","97",5,12,"PLA",41,"Chickasha(irri)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","98",5,12,"PLA",41,"Chickasha(irri)",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","89",5,12,"PLA",41,"Chickasha(irri)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","90",5,12,"PLA",41,"Chickasha(irri)",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","95",5,12,"PLA",41,"Chickasha(irri)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","96",5,12,"PLA",41,"Chickasha(irri)",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","87",5,12,"PLA",41,"Chickasha(irri)",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","88",5,12,"PLA",41,"Chickasha(irri)",1214,"pm 2167rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1214,"pm 2167rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","99",5,12,"PLA",41,"Chickasha(irri)",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","100",5,12,"PLA",41,"Chickasha(irri)",1215,"pm 2266rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1215,"pm 2266rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","91",5,12,"PLA",41,"Chickasha(irri)",1224,"dp 555rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","92",5,12,"PLA",41,"Chickasha(irri)",1224,"dp 555rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1224,"dp 555rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",5,12,"PLA",41,"Chickasha(irri)",1224,"dp 555rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","93",5,12,"PLA",41,"Chickasha(irri)",1255,"fm 960b2r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","94",5,12,"PLA",41,"Chickasha(irri)",1255,"fm 960b2r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
