"breeder","sample","yr","regcode","reg","loccode","loc","vcode","var","rep","length","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x21","x50sl","yt"
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1019,"all tex atlas",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1019,"all tex atlas",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1019,"all tex atlas",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","79",3,12,"PLA",41,"Chickasha, OK(irri)",1128,"acala 1517-99",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","80",3,12,"PLA",41,"Chickasha, OK(irri)",1128,"acala 1517-99",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1128,"acala 1517-99",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1128,"acala 1517-99",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1128,"acala 1517-99",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","97",3,12,"PLA",41,"Chickasha, OK(irri)",1135,"pm 2326rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","98",3,12,"PLA",41,"Chickasha, OK(irri)",1135,"pm 2326rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1135,"pm 2326rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1135,"pm 2326rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1135,"pm 2326rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","83",3,12,"PLA",41,"Chickasha, OK(irri)",1152,"dpl 458br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","84",3,12,"PLA",41,"Chickasha, OK(irri)",1152,"dpl 458br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1152,"dpl 458br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1152,"dpl 458br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1152,"dpl 458br",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","89",3,12,"PLA",41,"Chickasha, OK(irri)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","90",3,12,"PLA",41,"Chickasha, OK(irri)",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1169,"fm 958",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","85",3,12,"PLA",41,"Chickasha, OK(irri)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","86",3,12,"PLA",41,"Chickasha, OK(irri)",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1196,"stv 4892br",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","87",3,12,"PLA",41,"Chickasha, OK(irri)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","88",3,12,"PLA",41,"Chickasha, OK(irri)",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1212,"all tex atlas rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","91",3,12,"PLA",41,"Chickasha, OK(irri)",1213,"fm 5013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","92",3,12,"PLA",41,"Chickasha, OK(irri)",1213,"fm 5013",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1213,"fm 5013",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1213,"fm 5013",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1213,"fm 5013",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","93",3,12,"PLA",41,"Chickasha, OK(irri)",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","94",3,12,"PLA",41,"Chickasha, OK(irri)",1214,"pm 2167rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1214,"pm 2167rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1214,"pm 2167rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","95",3,12,"PLA",41,"Chickasha, OK(irri)",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","96",3,12,"PLA",41,"Chickasha, OK(irri)",1215,"pm 2266rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1215,"pm 2266rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1215,"pm 2266rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","99",3,12,"PLA",41,"Chickasha, OK(irri)",1216,"stv 2454rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","100",3,12,"PLA",41,"Chickasha, OK(irri)",1216,"stv 2454rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1216,"stv 2454rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1216,"stv 2454rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1216,"stv 2454rr",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","103",3,12,"PLA",41,"Chickasha, OK(irri)",1217,"tamcot kuxor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","104",3,12,"PLA",41,"Chickasha, OK(irri)",1217,"tamcot kuxor",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1217,"tamcot kuxor",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1217,"tamcot kuxor",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",3,12,"PLA",41,"Chickasha, OK(irri)",1217,"tamcot kuxor",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","153",3,12,"PLA",52,"Chillicothe, TX(dry)",971,"stv 474",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","154",3,12,"PLA",52,"Chillicothe, TX(dry)",971,"stv 474",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","133",3,12,"PLA",52,"Chillicothe, TX(dry)",1019,"all tex atlas",1,NA,NA,NA,NA,NA,NA,NA,"4.5999999999999996","7.8","18","17.600000000000001","0.5","114"
"26","134",3,12,"PLA",52,"Chillicothe, TX(dry)",1019,"all tex atlas",3,NA,NA,NA,NA,NA,NA,NA,"4.7","7.5","19.600000000000001","19.149999999999999","0.5","118"
"26","131",3,12,"PLA",52,"Chillicothe, TX(dry)",1128,"acala 1517-99",1,NA,NA,NA,NA,NA,NA,NA,"4.4000000000000004","7.5","22.5","22","0.54","134"
"26","132",3,12,"PLA",52,"Chillicothe, TX(dry)",1128,"acala 1517-99",3,NA,NA,NA,NA,NA,NA,NA,"5","8.5","24.8","24.25","0.54","130"
"26","149",3,12,"PLA",52,"Chillicothe, TX(dry)",1135,"pm 2326rr",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","150",3,12,"PLA",52,"Chillicothe, TX(dry)",1135,"pm 2326rr",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","135",3,12,"PLA",52,"Chillicothe, TX(dry)",1152,"dpl 458br",1,NA,NA,NA,NA,NA,NA,NA,"4.9000000000000004","6.3","18.2","17.8","0.54","128"
"26","136",3,12,"PLA",52,"Chillicothe, TX(dry)",1152,"dpl 458br",3,NA,NA,NA,NA,NA,NA,NA,"5","5.8","17.600000000000001","17.2","0.52","123"
"26","141",3,12,"PLA",52,"Chillicothe, TX(dry)",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,"4.7","7.3","18.8","18.399999999999999","0.52","115"
"26","142",3,12,"PLA",52,"Chillicothe, TX(dry)",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,"4.8","7","19.5","19.05","0.52","109"
"26","137",3,12,"PLA",52,"Chillicothe, TX(dry)",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,"4.9000000000000004","8","21.1","20.65","0.56000000000000005","135"
"26","138",3,12,"PLA",52,"Chillicothe, TX(dry)",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,"4.7","9.3000000000000007","20.2","19.8","0.56000000000000005","133"
"26","139",3,12,"PLA",52,"Chillicothe, TX(dry)",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,"4.9000000000000004","8.3000000000000007","16.8","16.45","0.54","107"
"26","140",3,12,"PLA",52,"Chillicothe, TX(dry)",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,"4.5","9","16.600000000000001","16.25","0.52","104"
"26","143",3,12,"PLA",52,"Chillicothe, TX(dry)",1213,"fm 5013",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","144",3,12,"PLA",52,"Chillicothe, TX(dry)",1213,"fm 5013",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","145",3,12,"PLA",52,"Chillicothe, TX(dry)",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","146",3,12,"PLA",52,"Chillicothe, TX(dry)",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","147",3,12,"PLA",52,"Chillicothe, TX(dry)",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","148",3,12,"PLA",52,"Chillicothe, TX(dry)",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","151",3,12,"PLA",52,"Chillicothe, TX(dry)",1216,"stv 2454rr",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","152",3,12,"PLA",52,"Chillicothe, TX(dry)",1216,"stv 2454rr",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","155",3,12,"PLA",52,"Chillicothe, TX(dry)",1217,"tamcot kuxor",1,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"26","156",3,12,"PLA",52,"Chillicothe, TX(dry)",1217,"tamcot kuxor",3,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".","."
"34","49",3,12,"PLA",191,"Tipton, OK",971,"stv 474",1,1,81.7,27,7.2,5,65,10,"3.8","6.3","21","20.6","0.51","121"
"34","50",3,12,"PLA",191,"Tipton, OK",971,"stv 474",2,1,80,28,7.2,4.5,65,10,"3.9","6.3","19.8","19.399999999999999","0.54","123"
"34","29",3,12,"PLA",191,"Tipton, OK",1019,"all tex atlas",1,1,81.5,36,8.3,3.6,68,8.8,"3.8","7.5","24.9","24.35","0.5","128"
"34","30",3,12,"PLA",191,"Tipton, OK",1019,"all tex atlas",2,1,80.9,37,8.7,4.1,65,8.6,"3.7","8","24","23.45","0.5","129"
"34","27",3,12,"PLA",191,"Tipton, OK",1128,"acala 1517-99",1,1.1,81.8,35,8.1,3.9,66,9.1,"3.5","7.8","27.6","27","0.55000000000000004","155"
"34","28",3,12,"PLA",191,"Tipton, OK",1128,"acala 1517-99",2,1.1,82.6,40,8.5,4,72,9.1,"3.4","7.3","26.9","26.4","0.55000000000000004","156"
"34","45",3,12,"PLA",191,"Tipton, OK",1135,"pm 2326rr",1,1,82.2,32,7.4,3.9,70,9.2,"3.7","7.5","23.1","22.6","0.51","130"
"34","46",3,12,"PLA",191,"Tipton, OK",1135,"pm 2326rr",2,0.9,81.7,32,7.4,3.5,66,9.6,"3.9","8","22.9","22.4","0.51","126"
"34","31",3,12,"PLA",191,"Tipton, OK",1152,"dpl 458br",1,1,80.4,31,7.5,4.4,68,9.8,"3.6","7.8","21.5","21.05","0.5","103"
"34","32",3,12,"PLA",191,"Tipton, OK",1152,"dpl 458br",2,1,80.7,32,7.5,4.5,73,9.5,"3.7","7.5","23.8","23.25","0.5","115"
"34","37",3,12,"PLA",191,"Tipton, OK",1169,"fm 958",1,1,81.2,29,7.2,4.2,68,9.6,"3.3","5","26.2","25.65","0.54","144"
"34","38",3,12,"PLA",191,"Tipton, OK",1169,"fm 958",2,1,81.7,34,7.4,4.1,67,9.5,"3.3","6.3","23.7","23.15","0.52","147"
"34","33",3,12,"PLA",191,"Tipton, OK",1196,"stv 4892br",1,1,80.5,27,7.2,4.9,69,10,"3.5","6.3","20.8","20.399999999999999","0.5","131"
"34","34",3,12,"PLA",191,"Tipton, OK",1196,"stv 4892br",2,1,81.8,28,7.4,4.7,67,9.9,"3.5","7","21.4","21","0.5","122"
"34","35",3,12,"PLA",191,"Tipton, OK",1212,"all tex atlas rr",1,0.9,80.2,34,7.5,3.7,62,9,"3.9","6.5","22","21.5","0.51","125"
"34","36",3,12,"PLA",191,"Tipton, OK",1212,"all tex atlas rr",2,1,80.3,32,7.5,3.9,68,9,"3.6","6.5","20.5","20.05","0.49","131"
"34","39",3,12,"PLA",191,"Tipton, OK",1213,"fm 5013",1,0.9,80.1,34,7.9,3.3,69,9.3,"3.7","6.8","20.8","20.350000000000001","0.5","117"
"34","40",3,12,"PLA",191,"Tipton, OK",1213,"fm 5013",2,0.9,80.1,32,7.5,3.9,64,8,"3.7","7","21.9","21.5","0.5","126"
"34","41",3,12,"PLA",191,"Tipton, OK",1214,"pm 2167rr",1,0.9,80.8,27,6.6,3.8,66,8.9,"3.9","6.8","20.100000000000001","19.7","0.5","115"
"34","42",3,12,"PLA",191,"Tipton, OK",1214,"pm 2167rr",2,0.9,80.3,28,7.2,4.8,67,8.8,"4","6.8","19.7","19.3","0.53","122"
"34","43",3,12,"PLA",191,"Tipton, OK",1215,"pm 2266rr",1,0.9,81.5,31,7.2,3.3,66,9.1,"3.7","7.8","24.7","24.2","0.51","123"
"34","44",3,12,"PLA",191,"Tipton, OK",1215,"pm 2266rr",2,1,81.1,34,7.5,3.4,67,9.3,"3.7","8.5","22.1","21.65","0.5","126"
"34","47",3,12,"PLA",191,"Tipton, OK",1216,"stv 2454rr",1,0.9,79.8,30,8.1,4.9,69,10,"3.8","8.3000000000000007","20.399999999999999","20","0.52","123"
"34","48",3,12,"PLA",191,"Tipton, OK",1216,"stv 2454rr",2,1,82.8,33,8.3,4.6,68,9.8,"3.7","7.5","21.3","20.85","0.51","137"
"34","51",3,12,"PLA",191,"Tipton, OK",1217,"tamcot kuxor",1,0.9,80.1,27,7,3.9,63,9.4,"3.5","7","20.399999999999999","20","0.49","124"
"34","52",3,12,"PLA",191,"Tipton, OK",1217,"tamcot kuxor",2,1,82.6,33,7.5,3.9,62,8.6,"3.7","7.5","21.3","20.85","0.49","121"
"11","3",3,20,"EAS",33,"Auburn, AL",1019,"all tex atlas",1,1.1,83,31,8.9,4.1,75,8.8,"4.3","9.5","23.7","23.2","0.55000000000000004","147"
"11","4",3,20,"EAS",33,"Auburn, AL",1019,"all tex atlas",2,1.1,83.8,31,8.5,4.6,73,8.7,"4","7.8","24","23.45","0.56000000000000005","143"
"11","19",3,20,"EAS",33,"Auburn, AL",1102,"dpl 5415rr",1,1.1,84.6,29,8.7,4.1,76,9.5,"4.3","7","23.2","22.65","0.54","131"
"11","20",3,20,"EAS",33,"Auburn, AL",1102,"dpl 5415rr",2,1.1,84.6,29,8.1,4,77,9.6,"4","6.5","21.6","21.2","0.52","123"
"11","1",3,20,"EAS",33,"Auburn, AL",1128,"acala 1517-99",1,1.2,84.4,32,7.9,3.5,74,9.5,"3.8","7.8","27.6","27","0.56999999999999995","166"
"11","2",3,20,"EAS",33,"Auburn, AL",1128,"acala 1517-99",2,1.2,85.5,34,8.3,3.4,75,10,"3.9","8.3000000000000007","27.2","26.65","0.56999999999999995","160"
"11","9",3,20,"EAS",33,"Auburn, AL",1140,"delta pearl",1,1.2,83.9,32,7.4,3.6,77,9.4,"4.5999999999999996","7.8","20.7","20.3","0.52","126"
"11","10",3,20,"EAS",33,"Auburn, AL",1140,"delta pearl",2,1.2,84.9,32,7.7,3.7,76,9.2,"3.8","7.5","21.4","21","0.52","135"
"11","5",3,20,"EAS",33,"Auburn, AL",1152,"dpl 458br",1,1.2,84.2,31,7.5,3.3,75,9.9,"4.4000000000000004","10","21.5","21.05","0.53","133"
"11","6",3,20,"EAS",33,"Auburn, AL",1152,"dpl 458br",2,1.2,84,32,8.3,3.8,77,10,"4.3","8","22.6","22.15","0.53","132"
"11","11",3,20,"EAS",33,"Auburn, AL",1155,"dpl 451br",1,1.2,83.8,27,7.9,3.9,77,8.2,"4.2","9.3000000000000007","23.7","23.2","0.55000000000000004","138"
"11","12",3,20,"EAS",33,"Auburn, AL",1155,"dpl 451br",2,1.1,84.6,26,8.3,4.1,78,8.1,"4.7","9.8000000000000007","22.6","22.15","0.55000000000000004","131"
"11","7",3,20,"EAS",33,"Auburn, AL",1196,"stv 4892br",1,1.1,83.7,28,8.3,4.1,73,8.9,"4.7","9.3000000000000007","21.2","20.75","0.54","127"
"11","8",3,20,"EAS",33,"Auburn, AL",1196,"stv 4892br",2,1.1,85,28,8.7,4.3,74,9.2,"4.2","8.3000000000000007","20.8","20.399999999999999","0.53","122"
"11","27",3,20,"EAS",33,"Auburn, AL",1199,"st 4793r",1,1.1,83.7,29,8.5,4.1,72,8.7,"4","9.3000000000000007","19.399999999999999","19","0.52","140"
"11","28",3,20,"EAS",33,"Auburn, AL",1199,"st 4793r",2,1.1,84.1,26,8.3,4.6,73,9.1,"3.9","9","20.3","19.850000000000001","0.52","130"
"11","13",3,20,"EAS",33,"Auburn, AL",1201,"dpl 491",1,1.2,84,31,7.5,3.1,77,9.6,"3.4","7","25.8","25.25","0.55000000000000004","169"
"11","14",3,20,"EAS",33,"Auburn, AL",1201,"dpl 491",2,1.3,85.8,31,7.4,3.6,74,10,"3.8","7.8","26.7","26.15","0.56000000000000005","152"
"11","15",3,20,"EAS",33,"Auburn, AL",1223,"dp 493",1,1.1,83.7,29,7.4,3.6,78,9.4,"4.3","8","26","25.5","0.55000000000000004","154"
"11","16",3,20,"EAS",33,"Auburn, AL",1223,"dp 493",2,1.2,84.1,29,7.4,4.2,76,9.7,"4.4000000000000004","7.3","26.1","25.55","0.53","152"
"11","17",3,20,"EAS",33,"Auburn, AL",1224,"dp 555rr",1,1.2,84.1,29,7.5,3.4,76,9.6,"4.4000000000000004","6","23.9","23.4","0.54","139"
"11","18",3,20,"EAS",33,"Auburn, AL",1224,"dp 555rr",2,1.1,83.7,29,7.2,3.7,76,9.5,"4","8.5","23.6","23.05","0.53","129"
"11","25",3,20,"EAS",33,"Auburn, AL",1232,"sg 215br",1,1.1,83.1,25,8.7,4.2,74,8.1,"3.8","9.8000000000000007","21.5","21.05","0.53","133"
"11","26",3,20,"EAS",33,"Auburn, AL",1232,"sg 215br",2,1.1,84.8,25,8.7,4.1,75,9,"3.5","10","23.6","23.1","0.55000000000000004","142"
"11","23",3,20,"EAS",33,"Auburn, AL",1235,"fm 989r",1,1.2,84.9,33,8.3,3.5,75,9.1,"4.4000000000000004","9.3000000000000007","20.3","19.850000000000001","0.53","117"
"11","24",3,20,"EAS",33,"Auburn, AL",1235,"fm 989r",2,1.1,82.9,33,7.5,3.4,75,9.6,"4","8.8000000000000007","20.5","20.100000000000001","0.54","121"
"11","21",3,20,"EAS",33,"Auburn, AL",1236,"fm 991r",1,1.2,84.3,32,8.3,3.3,75,9.7,"4","11","23.5","22.95","0.54","133"
"11","22",3,20,"EAS",33,"Auburn, AL",1236,"fm 991r",2,1.2,84.5,33,7.5,3.4,74,9.6,"4","11","24.7","24.15","0.54","140"
"11","29",3,20,"EAS",33,"Auburn, AL",1251,"st 5599br",1,1.1,83.2,31,7.5,3.3,74,10,"4.2","10","20.9","20.45","0.56000000000000005","136"
"11","30",3,20,"EAS",33,"Auburn, AL",1251,"st 5599br",2,1.1,82.9,30,7.4,3.4,73,10,"4.5","9.5","20.5","20.05","0.5","135"
"11","33",3,20,"EAS",87,"Belle Mina, AL",1019,"all tex atlas",1,1.1,83.7,28,8.3,4.3,77,8.7,"3.3","9.5","21.4","21","0.55000000000000004","153"
"11","34",3,20,"EAS",87,"Belle Mina, AL",1019,"all tex atlas",2,1.1,83.3,31,8.1,3.6,76,8.2,"4","9","22.9","22.4","0.56999999999999995","144"
"11","49",3,20,"EAS",87,"Belle Mina, AL",1102,"dpl 5415rr",1,1.1,84.4,31,8.7,3.7,75,7.9,"4.2","7.3","21.3","20.9","0.55000000000000004","131"
"11","50",3,20,"EAS",87,"Belle Mina, AL",1102,"dpl 5415rr",2,1.1,83.2,32,8.7,3.7,76,8.6,"4.3","6.5","21","20.55","0.55000000000000004","130"
"11","31",3,20,"EAS",87,"Belle Mina, AL",1128,"acala 1517-99",1,1.2,84.9,35,8.5,3.6,76,9.4,"3.7","8","25.1","24.6","0.57999999999999996","167"
"11","32",3,20,"EAS",87,"Belle Mina, AL",1128,"acala 1517-99",2,1.2,84.5,32,7.7,3.4,77,8.9,"3.8","7","26.5","25.95","0.59","170"
"11","39",3,20,"EAS",87,"Belle Mina, AL",1140,"delta pearl",1,1.2,84.6,28,7.2,3.5,77,7.8,"4.5","7.3","19.2","18.75","0.54","133"
"11","40",3,20,"EAS",87,"Belle Mina, AL",1140,"delta pearl",2,1.2,83.9,31,7.4,3.8,78,8.3,"3.8","7.5","19.8","19.350000000000001","0.55000000000000004","140"
"11","35",3,20,"EAS",87,"Belle Mina, AL",1152,"dpl 458br",1,1.1,82.8,32,8.5,3.9,78,8.5,"4.4000000000000004","8.8000000000000007","21.8","21.4","0.56999999999999995","136"
"11","36",3,20,"EAS",87,"Belle Mina, AL",1152,"dpl 458br",2,1.1,82.2,31,8.3,3.7,77,8.7,"5","9","20.2","19.8","0.55000000000000004","136"
"11","41",3,20,"EAS",87,"Belle Mina, AL",1155,"dpl 451br",1,1.2,83.9,27,7.9,3.7,76,8.8,"4.5999999999999996","9","19.899999999999999","19.45","0.55000000000000004","135"
"11","42",3,20,"EAS",87,"Belle Mina, AL",1155,"dpl 451br",2,1.2,84.2,29,8.5,3.6,76,8.4,"4.8","9.5","22.5","22.05","0.54","136"
"11","37",3,20,"EAS",87,"Belle Mina, AL",1196,"stv 4892br",1,1.1,84.8,31,8.7,3.8,77,9.4,"4.2","7.5","20.8","20.399999999999999","0.55000000000000004","135"
"11","38",3,20,"EAS",87,"Belle Mina, AL",1196,"stv 4892br",2,1.1,85.3,30,8.3,3.6,76,9.6,"4.7","7.5","21.4","21","0.56000000000000005","138"
"11","57",3,20,"EAS",87,"Belle Mina, AL",1199,"st 4793r",1,1.1,83.7,32,8.7,3.6,73,9.1,"3.7","11","24.8","24.25","0.55000000000000004","139"
"11","58",3,20,"EAS",87,"Belle Mina, AL",1199,"st 4793r",2,1.1,83.5,29,8.3,3.5,74,9,"4.4000000000000004","8","22.3","21.85","0.55000000000000004","143"
"11","43",3,20,"EAS",87,"Belle Mina, AL",1201,"dpl 491",1,1.2,83.9,31,7.7,3.7,74,9,"3.9","7.5","22.4","21.95","0.54","158"
"11","44",3,20,"EAS",87,"Belle Mina, AL",1201,"dpl 491",2,1.2,84,32,8.1,3.7,76,9,"3.7","7","24.4","23.85","0.54","161"
"11","45",3,20,"EAS",87,"Belle Mina, AL",1223,"dp 493",1,1.1,82.7,30,7.5,3.7,78,8.4,"4.5","7.3","23.6","23.1","0.56000000000000005","151"
"11","46",3,20,"EAS",87,"Belle Mina, AL",1223,"dp 493",2,1.2,83.6,32,7.4,3.7,77,8.5,"4.0999999999999996","7","22.7","22.25","0.55000000000000004","153"
"11","47",3,20,"EAS",87,"Belle Mina, AL",1224,"dp 555rr",1,1.1,82.9,29,7.2,3.7,76,8.2,"4.5999999999999996","6.8","20.9","20.5","0.56000000000000005","140"
"11","48",3,20,"EAS",87,"Belle Mina, AL",1224,"dp 555rr",2,1.1,81.4,33,7.5,3.8,76,8.4,"4.5","7","20.9","20.5","0.55000000000000004","133"
