"sample","test","regcode","location","loccode","varcode","rep","mic","uhm","ui","str","elo","rd","b","cgrd","area_percent","sfc_percent","trash_cnt","leaf_code","maturity"
"26084","HIGH QUAL","071","COLL STA-I","019","1580","2",4.85,1.2,85.2,35.2,6.23963963963964,70.15,5.2,"51-2",2.26,7.2,109,8,0.87
"26085","HIGH QUAL","071","COLL STA-I","019","1581","1",4.38,1.22,84.3,35.6,5.20450450450451,72,5.65,"51-1",2.59,7.1,123,8,0.86
"26086","HIGH QUAL","071","COLL STA-I","019","1581","2",4.41,1.24,84.5,34.35,5.54954954954955,71.85,5.3,"51-2",1.98,6.3,136,8,0.86
"26088","HIGH QUAL","071","COLL STA-I","019","1582","2",4.51,1.2,84.5,32.5,6.06711711711712,71,5.3,"51-2",2.07,7,105,8,0.86
"26087","HIGH QUAL","071","COLL STA-I","019","1582","1",4.37,1.17,84.2,32.55,6.23963963963964,70.15,5.45,"51-2",3.17,7.4,151,8,0.86
"26089","HIGH QUAL","071","COLL STA-I","019","1583","1",4.46,1.22,84.7,34.95,6.41216216216216,68.4,5.7,"61-1",2.83,6.6,150,8,0.86
"26090","HIGH QUAL","071","COLL STA-I","019","1583","2",4.47,1.25,85.9,32.5,6.58468468468469,66.9,5.65,"61-1",3.92,6.3,194,8,0.86
"26091","HIGH QUAL","071","COLL STA-I","019","1584","1",4.78,1.23,83.2,31.45,5.54954954954955,69.85,4.95,"61-1",3,7.7,124,8,0.87
"26092","HIGH QUAL","071","COLL STA-I","019","1584","2",4.93,1.25,84.3,30.3,5.72207207207207,70.5,5.3,"51-2",2.23,6.7,117,8,0.87
"26093","HIGH QUAL","071","COLL STA-I","019","1585","1",4.64,1.18,83.5,32.3,6.41216216216216,67.8,5.2,"61-1",3.24,7.6,166,8,0.86
"26094","HIGH QUAL","071","COLL STA-I","019","1585","2",4.52,1.21,83.8,33.05,6.06711711711712,70.65,5.3,"51-2",2.62,7.3,143,8,0.86
"26095","HIGH QUAL","071","COLL STA-I","019","1586","1",4.63,1.12,82.6,33.2,5.03198198198198,70.45,5.55,"51-2",2.18,8.1,130,8,0.87
"26096","HIGH QUAL","071","COLL STA-I","019","1586","2",4.68,1.22,84.1,34.75,5.54954954954955,71.85,5.05,"51-2",1.75,7.4,108,8,0.87
"26097","HIGH QUAL","071","COLL STA-I","019","1587","1",4.18,1.17,83.6,34,5.54954954954955,70.8,5.65,"51-2",2.11,7.9,111,8,0.86
"26098","HIGH QUAL","071","COLL STA-I","019","1587","2",4.49,1.17,84.4,34.75,5.37702702702703,68.5,5.1,"61-1",3.62,7.3,190,8,0.86
"26101","HIGH QUAL","071","COLL STA-I","019","1588","1",3.82,1.42,85,38.65,5.54954954954955,69.35,5.95,"51-2",2.95,5.1,144,8,0.85
"26102","HIGH QUAL","071","COLL STA-I","019","1588","2",4.15,1.39,85.3,40.5,5.72207207207207,70.75,6.4,"51-1",2.11,5,123,8,0.86
"26103","HIGH QUAL","071","COLL STA-I","019","1589","1",4.81,1.17,83.6,30.3,7.4472972972973,69.05,4.75,"61-1",2.52,8.1,113,8,0.86
"26104","HIGH QUAL","071","COLL STA-I","019","1589","2",5.03,1.13,84.6,29.5,6.58468468468469,72.25,5.2,"51-2",1.63,7,85,8,0.87
"80025","HIGH QUAL","071","ST. JOE","024","1503","1",5.19,1.29,86.1,35.75,5.20450450450451,75.45,6.65,"41-2",0.73,5.9,47,4.5,0.88
"80026","HIGH QUAL","071","ST. JOE","024","1503","2",5.04,1.28,86.8,36.5,5.03198198198198,71.4,5.7,"51-2",0.93,5.8,66,5.5,0.88
"80021","HIGH QUAL","071","ST. JOE","024","1516","1",4.87,1.3,86.4,31.5,7.10225225225225,74.95,6.8,"41-2",0.4,5.8,29,3.5,0.86
"80022","HIGH QUAL","071","ST. JOE","024","1516","2",4.81,1.29,86,31.2,7.27477477477477,71.85,6,"51-1",0.51,5.9,33,3.5,0.86
"80023","HIGH QUAL","071","ST. JOE","024","1536","1",4.76,1.24,86.4,40.1,6.58468468468469,73.75,7.45,"41-2",0.5,6.3,30,4,0.87
"80024","HIGH QUAL","071","ST. JOE","024","1536","2",4.54,1.21,86.7,39.4,6.75720720720721,69.75,6.6,"51-1",0.95,6.6,56,5.5,0.86
"80027","HIGH QUAL","071","ST. JOE","024","1556","1",5.45,1.28,86.7,38.85,5.37702702702703,77.55,6.65,"41-1",0.47,5.8,50,4,0.89
"80028","HIGH QUAL","071","ST. JOE","024","1556","2",5.11,1.24,87,35.6,5.20450450450451,74.75,5.75,"51-1",0.28,6.4,34,2.5,0.88
"80029","HIGH QUAL","071","ST. JOE","024","1557","1",5.44,1.28,86.7,34.55,7.10225225225225,73.9,7.15,"41-2",0.43,5.9,35,3.5,0.88
"80030","HIGH QUAL","071","ST. JOE","024","1557","2",5.27,1.27,86,35.7,7.10225225225225,69.1,6.3,"51-2",0.84,6.4,42,5.5,0.88
"80031","HIGH QUAL","071","ST. JOE","024","1558","1",4.79,1.33,87,36.75,7.96486486486487,77,7,"41-1",0.51,5.3,36,4,0.86
"80032","HIGH QUAL","071","ST. JOE","024","1558","2",4.62,1.32,86.3,35,7.61981981981982,72.9,6.65,"51-1",0.41,5.4,37,3,0.86
"80033","HIGH QUAL","071","ST. JOE","024","1559","1",5.02,1.3,86.9,34.7,5.20450450450451,73.9,7,"41-2",1,5.6,49,6,0.88
"80034","HIGH QUAL","071","ST. JOE","024","1559","2",4.91,1.3,86.7,36.9,4.85945945945946,69.8,7.05,"51-1",0.67,5.7,46,4.5,0.88
"80051","HIGH QUAL","071","ST. JOE","024","1567","1",5.02,1.31,86.4,39.25,5.37702702702703,74.95,7.55,"41-1",0.47,5.5,22,3,0.88
"80052","HIGH QUAL","071","ST. JOE","024","1567","2",4.95,1.28,85.2,39.7,5.54954954954955,74.3,7.25,"41-2",0.18,6.1,20,1.5,0.88
"80057","HIGH QUAL","071","ST. JOE","024","1569","1",4.97,1.26,87.3,33.55,7.96486486486487,73.95,7.75,"41-1",0.49,6.1,45,3.5,0.86
"80058","HIGH QUAL","071","ST. JOE","024","1569","2",4.93,1.24,87,33.9,8.48243243243243,72.65,7.2,"41-2",0.42,6.4,38,3,0.86
"80035","HIGH QUAL","071","ST. JOE","024","1580","1",4.99,1.21,85.8,36.05,7.10225225225225,73.75,7.2,"41-2",0.51,6.3,40,4,0.87
"80036","HIGH QUAL","071","ST. JOE","024","1580","2",4.92,1.24,86.1,35.75,6.92972972972973,72.6,7.3,"41-2",0.69,6.8,33,5,0.87
"80037","HIGH QUAL","071","ST. JOE","024","1581","1",4.98,1.3,86.3,32.6,6.23963963963964,73.95,7,"41-2",0.19,5.7,14,1.5,0.87
"80038","HIGH QUAL","071","ST. JOE","024","1581","2",4.58,1.35,87.3,39.2,4.85945945945946,71.95,6.55,"51-1",0.56,5.1,43,4,0.87
"80040","HIGH QUAL","071","ST. JOE","024","1582","2",4.53,1.32,86.8,34.4,5.37702702702703,71.25,6.55,"51-1",0.65,5.4,47,4.5,0.86
"80039","HIGH QUAL","071","ST. JOE","024","1582","1",4.9,1.3,86.9,34.2,6.06711711711712,74.7,7,"41-2",0.31,5.7,21,2.5,0.87
"80041","HIGH QUAL","071","ST. JOE","024","1583","1",4.74,1.27,87.6,32.95,6.75720720720721,72.55,7.35,"41-2",0.68,6,47,5,0.86
"80042","HIGH QUAL","071","ST. JOE","024","1583","2",4.54,1.27,87.2,34.25,6.41216216216216,65.65,6.1,"61-1",2.17,5.7,100,8,0.86
"80043","HIGH QUAL","071","ST. JOE","024","1584","1",5.13,1.31,85.4,32.85,5.03198198198198,74.25,6.4,"51-1",0.22,5.8,18,2,0.88
"80044","HIGH QUAL","071","ST. JOE","024","1584","2",4.95,1.3,86.3,30.8,5.20450450450451,70.25,5.6,"51-2",0.54,5.9,41,4,0.87
"80045","HIGH QUAL","071","ST. JOE","024","1585","1",5.13,1.22,85.2,37.15,5.8945945945946,75.55,7.75,"41-1",0.83,6.5,56,5,0.88
"80046","HIGH QUAL","071","ST. JOE","024","1585","2",4.77,1.2,83.9,34.65,5.37702702702703,72.1,6.8,"51-1",1.58,7.6,67,7,0.87
"80047","HIGH QUAL","071","ST. JOE","024","1586","1",5.08,1.29,86.1,39.4,5.54954954954955,77.1,6.9,"41-1",0.41,5.7,36,3.5,0.88
"80048","HIGH QUAL","071","ST. JOE","024","1586","2",5.02,1.28,86.3,37.75,5.03198198198198,72.1,6.9,"51-1",0.65,5.9,38,4,0.88
"80049","HIGH QUAL","071","ST. JOE","024","1587","1",5,1.32,86.1,39.1,6.06711711711712,76.65,7.1,"41-1",0.53,5.4,28,4,0.88
"80050","HIGH QUAL","071","ST. JOE","024","1587","2",4.84,1.27,85.3,36.35,6.06711711711712,69.7,5.8,"51-2",0.99,6.3,54,6,0.87
"80053","HIGH QUAL","071","ST. JOE","024","1588","1",4.17,1.51,88.6,40.5,6.06711711711712,74.75,7.55,"41-1",0.58,5,34,4,0.86
"80054","HIGH QUAL","071","ST. JOE","024","1588","2",4.05,1.47,88.4,41.9,6.06711711711712,72.45,7.6,"41-2",0.71,5,41,4.5,0.85
"80055","HIGH QUAL","071","ST. JOE","024","1589","1",5.05,1.29,87.5,37.8,5.8945945945946,75.85,6.85,"41-1",0.42,5.6,20,3.5,0.88
"80056","HIGH QUAL","071","ST. JOE","024","1589","2",4.85,1.29,85.6,35.45,5.72207207207207,74.4,6.5,"51-1",0.3,5.9,29,2.5,0.87
"89025","HIGH QUAL","071","PORTAG","075","1503","1",4.18,1.26,84.4,33.8,6.06711711711712,82.65,7.75,"21-1",0.22,7.2,20,2,0.85
"89026","HIGH QUAL","071","PORTAG","075","1503","2",4.26,1.25,84.2,34.05,6.75720720720721,82.65,7.55,"21-1",0.21,7.3,13,2,0.85
"89021","HIGH QUAL","071","PORTAG","075","1516","1",4.94,1.28,86.1,29.95,8.13738738738739,81.4,8,"21-1",0.19,6.5,24,1.5,0.86
"89022","HIGH QUAL","071","PORTAG","075","1516","2",4.58,1.29,85.1,29.8,8.48243243243243,81.3,8.65,"21-1",0.5,6.2,35,4,0.85
"89023","HIGH QUAL","071","PORTAG","075","1536","1",4.37,1.23,86.8,36.75,7.27477477477477,80.7,8.55,"21-1",0.1,6,9,1,0.86
"89024","HIGH QUAL","071","PORTAG","075","1536","2",3.83,1.28,83.8,33.55,7.27477477477477,78.7,7.85,"31-1",0.46,6.3,26,4,0.84
"89027","HIGH QUAL","071","PORTAG","075","1556","1",4.93,1.27,86.2,34.6,6.23963963963964,82.65,8.05,"11-2",0.21,6.1,19,2,0.87
"89028","HIGH QUAL","071","PORTAG","075","1556","2",4.38,1.29,84.8,33.15,6.06711711711712,81.35,6.9,"31-1",0.3,6,15,2.5,0.86
"89029","HIGH QUAL","071","PORTAG","075","1557","1",4.05,1.29,86.5,36.15,7.4472972972973,80.2,8.45,"21-2",0.42,6.1,23,3.5,0.85
"89030","HIGH QUAL","071","PORTAG","075","1557","2",3.95,1.26,86.1,32.95,8.30990990990991,80.15,8,"31-1",0.21,6.6,22,2,0.84
"89031","HIGH QUAL","071","PORTAG","075","1558","1",4.06,1.3,85.4,31.7,9,82.9,7.8,"21-1",0.14,5.8,13,1,0.84
"89032","HIGH QUAL","071","PORTAG","075","1558","2",4.01,1.28,84.4,31.6,9,80.2,7.3,"31-1",1.09,6.4,42,6,0.84
"89033","HIGH QUAL","071","PORTAG","075","1559","1",4.43,1.27,85.8,34.7,5.72207207207207,80.6,8.35,"21-1",0.28,6.7,26,2.5,0.86
"89034","HIGH QUAL","071","PORTAG","075","1559","2",4.79,1.25,85.7,33.5,6.41216216216216,80.25,8.2,"21-2",0.24,7.2,20,2,0.87
"89051","HIGH QUAL","071","PORTAG","075","1567","1",4.53,1.29,86.5,35.1,6.23963963963964,80.25,8.7,"21-1",0.15,5.7,18,1.5,0.86
"89052","HIGH QUAL","071","PORTAG","075","1567","2",4.53,1.25,85.5,35.3,6.92972972972973,78.95,8.1,"31-1",0.65,6.4,51,4.5,0.86
"89057","HIGH QUAL","071","PORTAG","075","1569","1",3.93,1.18,85.3,31.5,8.65495495495496,80.45,9.2,"11-1",0.35,6.5,23,3,0.84
"89058","HIGH QUAL","071","PORTAG","075","1569","2",4.11,1.17,85.3,30.05,9.17252252252252,79.95,8.55,"21-1",0.36,6.1,30,3,0.84
"89035","HIGH QUAL","071","PORTAG","075","1580","1",4.45,1.25,85.9,32.85,8.65495495495496,81.65,8.3,"21-1",0.12,6.3,13,1,0.85
"89036","HIGH QUAL","071","PORTAG","075","1580","2",3.68,1.27,85.8,33.45,7.61981981981982,81.05,8.75,"21-1",0.18,5.9,18,1.5,0.84
"89037","HIGH QUAL","071","PORTAG","075","1581","1",3.95,1.35,87.2,35.1,6.23963963963964,81.8,8.15,"21-1",0.07,5.1,5,1,0.85
"89038","HIGH QUAL","071","PORTAG","075","1581","2",4.27,1.31,87,34.45,7.4472972972973,79.35,7.7,"31-1",0.22,5.5,25,2,0.85
"89040","HIGH QUAL","071","PORTAG","075","1582","2",4.29,1.26,85.2,33.9,7.10225225225225,80.5,7.45,"31-1",0.3,6.5,14,2.5,0.85
"89039","HIGH QUAL","071","PORTAG","075","1582","1",4.14,1.37,87.1,33.35,7.27477477477477,80.9,8.1,"21-1",0.1,5.1,10,1,0.85
"89041","HIGH QUAL","071","PORTAG","075","1583","1",4.08,1.31,87.1,31.9,7.79234234234234,76.8,7.15,"41-1",0.82,5.4,63,5.5,0.84
"89042","HIGH QUAL","071","PORTAG","075","1583","2",4.07,1.26,85.5,30.6,8.82747747747748,77.6,7.9,"31-1",0.44,6.6,31,3.5,0.84
"89043","HIGH QUAL","071","PORTAG","075","1584","1",4.33,1.31,85.1,30,6.58468468468469,77.25,6.75,"41-1",1.36,5.9,72,7.5,0.85
"89044","HIGH QUAL","071","PORTAG","075","1584","2",4.71,1.37,86.8,31.95,6.41216216216216,80.75,7.75,"21-2",0.39,5.1,26,2.5,0.86
"89045","HIGH QUAL","071","PORTAG","075","1585","1",4.14,1.29,85.8,34.4,6.41216216216216,80.1,9.2,"21-1",0.09,5.8,6,1,0.85
"89046","HIGH QUAL","071","PORTAG","075","1585","2",4.71,1.27,86.2,31.95,6.41216216216216,80.25,8.05,"21-2",0.63,6.2,31,4.5,0.86
"89047","HIGH QUAL","071","PORTAG","075","1586","1",4.35,1.27,84.9,33.35,7.4472972972973,79.7,8.9,"21-1",0.51,6.5,30,3.5,0.85
"89048","HIGH QUAL","071","PORTAG","075","1586","2",4.5,1.28,86.9,34.9,7.61981981981982,79.25,7.8,"31-1",0.69,5.8,45,4.5,0.86
"89049","HIGH QUAL","071","PORTAG","075","1587","1",4.14,1.3,85,34.45,7.10225225225225,79.95,8.95,"21-1",0.27,5.8,20,2.5,0.85
"89050","HIGH QUAL","071","PORTAG","075","1587","2",4.13,1.23,84.4,34.15,7.61981981981982,78.95,7.45,"31-2",0.59,6.9,36,4.5,0.85
"89053","HIGH QUAL","071","PORTAG","075","1588","1",3.86,1.4,86.9,36.6,6.92972972972973,76.9,7.8,"31-2",0.78,5,49,5,0.84
"89054","HIGH QUAL","071","PORTAG","075","1588","2",4.11,1.45,87.9,36.7,6.58468468468469,79.7,7.35,"31-1",0.45,5,27,3.5,0.85
"89055","HIGH QUAL","071","PORTAG","075","1589","1",4.1,1.2,86.3,31.5,7.4472972972973,79.85,8.6,"21-1",0.34,6.7,19,3,0.85
"89056","HIGH QUAL","071","PORTAG","075","1589","2",4.09,1.19,84.3,31.7,7.61981981981982,80.8,8.5,"21-1",0.3,7.5,21,3,0.84
"63033","HIGH QUAL","071","LAS CRUCES","155","1503","1",4.05,1.36,84.9,31.85,7.10225225225225,79.9,8.1,"21-2",0.56,5.1,31,4,0.85
"63034","HIGH QUAL","071","LAS CRUCES","155","1503","2",4.41,1.31,85,31.4,7.61981981981982,84.15,6.6,"21-2",0.14,5.8,15,1,0.85
"63029","HIGH QUAL","071","LAS CRUCES","155","1516","1",4.66,1.31,85.1,30.1,7.27477477477477,83.25,6.7,"31-1",0.2,5.9,20,2,0.86
"63030","HIGH QUAL","071","LAS CRUCES","155","1516","2",4.15,1.28,83.4,29.4,9.86261261261261,82.35,7.2,"21-2",0.37,6.8,25,3.5,0.84
"63031","HIGH QUAL","071","LAS CRUCES","155","1536","1",3.95,1.26,84.1,33.95,8.48243243243243,78.5,7.25,"31-2",0.44,7.1,27,3.5,0.84
"63032","HIGH QUAL","071","LAS CRUCES","155","1536","2",4.49,1.29,86.3,34.2,8.13738738738739,80.15,8.35,"21-2",0.14,5.9,12,1.5,0.85
"63035","HIGH QUAL","071","LAS CRUCES","155","1556","1",4.7,1.37,84.7,32.15,7.10225225225225,81.25,6.95,"31-1",0.15,5.2,15,1,0.86
"63036","HIGH QUAL","071","LAS CRUCES","155","1556","2",4.63,1.3,85.6,31.35,7.79234234234234,80.75,7.1,"31-1",0.41,5.8,27,3.5,0.86
"63037","HIGH QUAL","071","LAS CRUCES","155","1557","1",4.4,1.29,84,31.95,8.30990990990991,78.85,8,"31-1",0.2,6.5,14,2,0.85
"63038","HIGH QUAL","071","LAS CRUCES","155","1557","2",4.3,1.33,87.3,32.05,9,76.9,9.7,"22-1",0.15,5.3,13,1.5,0.84
"63039","HIGH QUAL","071","LAS CRUCES","155","1558","1",4.17,1.31,85.1,30.6,10.3801801801802,78.1,7.4,"31-2",0.31,5.8,20,2.5,0.84
"63040","HIGH QUAL","071","LAS CRUCES","155","1558","2",4.1,1.43,84.8,32.8,8.30990990990991,78.3,7.65,"31-2",0.26,5.1,21,2,0.84
"63041","HIGH QUAL","071","LAS CRUCES","155","1559","1",4.52,1.32,86.6,32.65,7.10225225225225,79.2,8.1,"31-1",0.18,5.6,14,1.5,0.86
"63042","HIGH QUAL","071","LAS CRUCES","155","1559","2",4.6,1.3,84.5,33.05,6.92972972972973,79.9,7.6,"31-1",0.4,5.8,24,3.5,0.86
"63059","HIGH QUAL","071","LAS CRUCES","155","1567","1",4.38,1.33,84.7,32.25,7.27477477477477,79,9.15,"21-1",0.27,5.5,11,2.5,0.85
"63060","HIGH QUAL","071","LAS CRUCES","155","1567","2",3.98,1.32,83.8,32.9,7.10225225225225,77.8,8.35,"31-1",0.25,5.8,26,2.5,0.85
"63065","HIGH QUAL","071","LAS CRUCES","155","1569","1",4.66,1.22,85.9,30.15,9.86261261261261,80.3,8.85,"21-1",0.09,6.8,4,1,0.85
"63066","HIGH QUAL","071","LAS CRUCES","155","1569","2",3.76,1.28,86.1,29.65,9.86261261261261,79.2,9.35,"21-1",0.29,6,17,3,0.83
"63043","HIGH QUAL","071","LAS CRUCES","155","1580","1",4.14,1.26,86.3,31.15,7.61981981981982,78.5,9.2,"21-1",0.25,6.6,9,2,0.85
"63044","HIGH QUAL","071","LAS CRUCES","155","1580","2",4.56,1.24,85.7,32.65,8.82747747747748,81,7.95,"21-2",0.13,6.4,14,1.5,0.85
"63045","HIGH QUAL","071","LAS CRUCES","155","1581","1",4.65,1.27,85.4,32.9,7.4472972972973,77.75,7.6,"31-2",0.48,6.4,38,4,0.86
"63046","HIGH QUAL","071","LAS CRUCES","155","1581","2",4.5,1.37,85.6,34.75,7.10225225225225,80.1,9,"21-1",0.12,5.1,8,1,0.86
"63048","HIGH QUAL","071","LAS CRUCES","155","1582","2",4.13,1.34,85.8,31.95,10.2076576576577,76.75,7.8,"31-2",0.33,5.2,27,2.5,0.84
"63047","HIGH QUAL","071","LAS CRUCES","155","1582","1",4.14,1.38,86.8,32.7,8.13738738738739,80.8,8.25,"21-1",0.61,5,26,4,0.84
"63049","HIGH QUAL","071","LAS CRUCES","155","1583","1",4.61,1.22,85.7,31.2,9.34504504504505,80.45,7.85,"21-2",0.1,6.2,6,1,0.85
"63050","HIGH QUAL","071","LAS CRUCES","155","1583","2",4.25,1.25,86.2,34.3,8.30990990990991,80.05,7.45,"31-1",0.11,6.5,10,1,0.85
"63051","HIGH QUAL","071","LAS CRUCES","155","1584","1",4.78,1.36,85.1,31.3,7.61981981981982,79.9,6,"41-1",0.28,5.2,20,2.5,0.86
"63052","HIGH QUAL","071","LAS CRUCES","155","1584","2",4.57,1.38,85,29.95,7.4472972972973,78.45,7.45,"31-2",0.34,5.1,28,3,0.86
"63053","HIGH QUAL","071","LAS CRUCES","155","1585","1",4.31,1.32,86.2,33.6,6.58468468468469,77.6,9.4,"21-3",0.18,5.6,13,1.5,0.85
"63054","HIGH QUAL","071","LAS CRUCES","155","1585","2",3.86,1.26,83.1,33.4,8.48243243243243,76.1,8.2,"31-2",0.45,7.2,25,4,0.84
"63055","HIGH QUAL","071","LAS CRUCES","155","1586","1",4.54,1.25,85.5,32.95,8.13738738738739,79.6,8.5,"21-1",0.27,6.7,28,2.5,0.85
"63056","HIGH QUAL","071","LAS CRUCES","155","1586","2",4.73,1.29,85.9,33.1,7.10225225225225,79.7,7.9,"31-1",0.4,5.8,23,3,0.86
"63057","HIGH QUAL","071","LAS CRUCES","155","1587","1",4.52,1.39,87.1,31,6.41216216216216,79.15,8.75,"21-2",0.39,5.1,27,3,0.86
"63058","HIGH QUAL","071","LAS CRUCES","155","1587","2",4.25,1.32,85.1,32.4,8.48243243243243,74.6,6.65,"41-2",0.55,5.9,46,4,0.85
"63061","HIGH QUAL","071","LAS CRUCES","155","1588","1",3.82,1.51,87.4,33.15,7.79234234234234,77.15,7.9,"31-2",1.05,5,58,6,0.84
"63062","HIGH QUAL","071","LAS CRUCES","155","1588","2",3.82,1.5,89.5,34.45,7.79234234234234,79.3,8.9,"21-1",0.23,5,20,2,0.84
"63063","HIGH QUAL","071","LAS CRUCES","155","1589","1",4.83,1.22,86.2,31.75,9.17252252252252,80.4,8.3,"21-2",0.33,7.2,14,3,0.86
"63064","HIGH QUAL","071","LAS CRUCES","155","1589","2",5.08,1.16,84.3,29.95,7.79234234234234,77.25,7.45,"41-1",0.33,7.2,17,2.5,0.87
"28025","HIGH QUAL","071","KEISER","184","1503","1",3.48,1.28,84.6,34.75,5.72207207207207,78.9,7.2,"31-2",0.35,6.2,30,3,0.84
"28026","HIGH QUAL","071","KEISER","184","1503","2",3.93,1.24,85.1,35,5.8945945945946,76.05,6.6,"41-2",0.83,7,48,5.5,0.85
"28021","HIGH QUAL","071","KEISER","184","1516","1",3.99,1.25,84.6,30.75,8.30990990990991,79,7.65,"31-1",0.52,6.9,35,3.5,0.84
"28022","HIGH QUAL","071","KEISER","184","1516","2",4,1.29,85.5,31.9,8.13738738738739,76.8,7.65,"31-2",0.7,5.9,28,5,0.84
"28023","HIGH QUAL","071","KEISER","184","1536","1",3.4,1.2,83,36.75,6.41216216216216,77.55,7.5,"31-2",0.54,7.9,31,4,0.83
"28024","HIGH QUAL","071","KEISER","184","1536","2",3.42,1.22,84.8,37.05,6.41216216216216,76.35,8.25,"31-2",0.58,7.3,49,4.5,0.84
"28027","HIGH QUAL","071","KEISER","184","1556","1",3.78,1.25,84.7,33.45,5.72207207207207,79.3,7.1,"31-2",0.61,7.3,37,4.5,0.84
"28028","HIGH QUAL","071","KEISER","184","1556","2",4.37,1.24,84.6,32.4,5.72207207207207,78.6,6.9,"31-2",0.66,7.2,48,5,0.86
"28029","HIGH QUAL","071","KEISER","184","1557","1",3.7,1.26,85.5,34.25,7.10225225225225,76.25,8.05,"31-2",0.65,6.6,47,4.5,0.84
"28030","HIGH QUAL","071","KEISER","184","1557","2",3.73,1.28,87,35.05,7.27477477477477,75.85,7.9,"41-1",0.58,6.1,35,4.5,0.84
"28031","HIGH QUAL","071","KEISER","184","1558","1",3.51,1.21,83.6,33,8.30990990990991,78.1,7.55,"31-2",0.49,8.9,35,4,0.83
"28032","HIGH QUAL","071","KEISER","184","1558","2",3.42,1.24,83.2,33.45,7.4472972972973,78.25,7.4,"31-2",0.69,8.3,36,5,0.83
"28033","HIGH QUAL","071","KEISER","184","1559","1",4.2,1.18,83.1,33.7,5.72207207207207,77.85,7.5,"31-2",0.63,8.2,32,4.5,0.86
"28034","HIGH QUAL","071","KEISER","184","1559","2",4.16,1.24,84.2,34.3,5.37702702702703,78.1,7.65,"31-2",0.28,6.9,30,2.5,0.86
"28051","HIGH QUAL","071","KEISER","184","1567","1",3.74,1.28,86.5,39.1,5.72207207207207,77.5,7.55,"31-2",0.72,5.9,57,4.5,0.85
"28052","HIGH QUAL","071","KEISER","184","1567","2",3.98,1.23,85.6,38.8,5.8945945945946,75,7.6,"41-1",0.8,6.9,69,5,0.85
"28057","HIGH QUAL","071","KEISER","184","1569","1",3.25,1.2,87.2,34.5,8.48243243243243,77.6,8,"31-1",0.65,6.4,49,4.5,0.82
"28058","HIGH QUAL","071","KEISER","184","1569","2",3.22,1.16,84.4,31.2,8.30990990990991,77.75,8.35,"31-1",0.59,7.5,32,4,0.82
"28035","HIGH QUAL","071","KEISER","184","1580","1",4.05,1.22,86.5,33.05,7.4472972972973,76.05,8.15,"31-2",0.43,6.7,41,3.5,0.84
"28036","HIGH QUAL","071","KEISER","184","1580","2",3.82,1.18,83,32.4,7.10225225225225,77.55,8.05,"31-1",0.84,7.7,34,5,0.84
"28037","HIGH QUAL","071","KEISER","184","1581","1",3.65,1.2,83.3,34.05,6.23963963963964,76.6,7.45,"41-1",0.21,8.1,17,2,0.84
"28038","HIGH QUAL","071","KEISER","184","1581","2",3.45,1.23,85.8,34.4,5.54954954954955,78.45,7.55,"31-2",0.31,7.2,18,2.5,0.84
"28040","HIGH QUAL","071","KEISER","184","1582","2",3.89,1.27,87,34.55,6.92972972972973,76.15,7.2,"41-1",0.2,5.7,24,1.5,0.84
"28039","HIGH QUAL","071","KEISER","184","1582","1",3.72,1.23,84.6,33.55,6.75720720720721,73.5,7.3,"41-2",1.37,7.3,59,6.5,0.84
"28041","HIGH QUAL","071","KEISER","184","1583","1",5.23,1.29,86.5,31,7.27477477477477,74.05,8.15,"41-1",0.87,5.9,59,5.5,0.87
"28042","HIGH QUAL","071","KEISER","184","1583","2",3.86,1.28,86.7,32.5,7.61981981981982,73.2,8.45,"41-3",0.95,6.1,56,6,0.84
"28043","HIGH QUAL","071","KEISER","184","1584","1",4.33,1.3,85.2,30.85,6.06711711711712,75.9,6.85,"41-1",0.8,5.7,52,5,0.86
"28044","HIGH QUAL","071","KEISER","184","1584","2",4.28,1.29,84.6,29.9,6.58468468468469,75.9,7.05,"41-1",0.54,6.2,33,4,0.85
"28045","HIGH QUAL","071","KEISER","184","1585","1",3.99,1.23,85.3,33.75,6.41216216216216,76.45,7.95,"31-2",0.34,7,34,2.5,0.85
"28046","HIGH QUAL","071","KEISER","184","1585","2",3.96,1.2,85.5,36.55,6.23963963963964,75.6,8.25,"31-2",0.54,6.9,43,3.5,0.85
"28047","HIGH QUAL","071","KEISER","184","1586","1",4,1.22,85.8,35.35,6.06711711711712,76.35,7.25,"41-1",0.44,6.6,38,3.5,0.85
"28048","HIGH QUAL","071","KEISER","184","1586","2",3.78,1.21,85,36.75,6.06711711711712,76.4,7.25,"41-1",0.33,7.1,28,3,0.84
"28049","HIGH QUAL","071","KEISER","184","1587","1",3.75,1.22,84.8,34.7,6.06711711711712,74.7,8.85,"31-4",0.54,7.1,42,4,0.84
"28050","HIGH QUAL","071","KEISER","184","1587","2",3.64,1.22,85.8,34.9,6.41216216216216,74.45,8.35,"41-1",1.1,6.8,64,6,0.84
"28053","HIGH QUAL","071","KEISER","184","1588","1",3.6,1.42,87.3,38.85,6.06711711711712,76.05,8,"41-1",0.49,5,41,4,0.84
"28054","HIGH QUAL","071","KEISER","184","1588","2",3.4,1.36,85,37.6,6.41216216216216,73.8,8.15,"41-1",0.64,5.2,54,4.5,0.84
"28055","HIGH QUAL","071","KEISER","184","1589","1",3.66,1.17,83.3,32.65,7.27477477477477,75.6,7.5,"41-1",0.66,9,34,4.5,0.84
