"sample","test","regcode","location","loccode","varcode","rep","mic","uhm","ui","str","elo","rd","b","cgrd","area_percent","sfc_percent","trash_cnt","leaf_code","maturity"
"80017","DELTA","040","ST. JOE","024","1593","1",5.25,1.26,88.2,36.2,7.4472972972973,71.2,7.25,"51-1",0.68,5.4,27,4.5,0.87
"80018","DELTA","040","ST. JOE","024","1593","2",5.37,1.24,86.7,35.6,7.10225225225225,73.05,8.2,"41-1",0.23,6.2,22,2,0.88
"84001","DELTA","040","STONEVILLE","025","1404","1",4.54,1.19,86.6,32.95,8.13738738738739,67,6.9,"51-2",1.34,6.3,98,7.5,0.85
"84002","DELTA","040","STONEVILLE","025","1404","2",4.73,1.25,84.9,31.4,7.4472972972973,65.45,6.05,"61-1",1.74,7.7,87,7,0.86
"84003","DELTA","040","STONEVILLE","025","1516","1",4.62,1.16,85.2,33.2,7.4472972972973,62.95,7.2,"61-3",1.6,7.4,128,8,0.86
"84004","DELTA","040","STONEVILLE","025","1516","2",4.93,1.18,84.9,35.35,6.58468468468469,57.6,7.05,"71-3",1.49,6.6,119,7.5,0.87
"84005","DELTA","040","STONEVILLE","025","1535","1",4.99,1.19,85,34.9,6.41216216216216,63.4,7,"61-1",1.2,7.2,136,7,0.87
"84006","DELTA","040","STONEVILLE","025","1535","2",4.94,1.2,85.1,35.85,6.23963963963964,64.3,7.25,"61-3",0.99,6.8,86,5.5,0.87
"84007","DELTA","040","STONEVILLE","025","1536","1",4.01,1.19,84.3,38.7,5.72207207207207,60.2,6.75,"71-1",1.61,7.4,135,8,0.85
"84008","DELTA","040","STONEVILLE","025","1536","2",4.79,1.17,83.5,34.5,6.41216216216216,64.4,5.5,"61-2",1.59,7.2,120,7.5,0.87
"84019","DELTA","040","STONEVILLE","025","1569","1",4.71,1.21,85.3,35.8,6.06711711711712,64.25,6.65,"61-1",2.26,6.7,220,8,0.87
"84020","DELTA","040","STONEVILLE","025","1569","2",4.76,1.18,86.1,34,7.4472972972973,57.65,6.35,"71-1",2.34,6.4,207,8,0.86
"84013","DELTA","040","STONEVILLE","025","1578","1",4.52,1.18,85.3,32.7,7.61981981981982,60.75,6.05,"71-1",2.61,7.1,99,7.5,0.86
"84014","DELTA","040","STONEVILLE","025","1578","2",4.22,1.21,86.6,40.85,6.06711711711712,62,6.95,"61-4",1.91,6.6,172,8,0.86
"84011","DELTA","040","STONEVILLE","025","1590","1",4.65,1.18,82.5,29.95,5.37702702702703,63.7,7.1,"61-1",1.88,8.3,83,7,0.87
"84012","DELTA","040","STONEVILLE","025","1590","2",4.42,1.2,83.6,30.35,5.20450450450451,60.2,6.7,"71-1",1.37,7.8,128,7.5,0.86
"84009","DELTA","040","STONEVILLE","025","1591","1",4.85,1.18,84.5,31.85,5.54954954954955,61.7,5.9,"61-2",1.58,7.2,123,8,0.87
"84010","DELTA","040","STONEVILLE","025","1591","2",4.72,1.19,83.3,30.65,5.54954954954955,64.65,6.15,"61-1",1.01,8,65,6,0.87
"84015","DELTA","040","STONEVILLE","025","1592","1",4.7,1.18,84.8,32.15,5.20450450450451,62.2,6.95,"61-2",1.32,6.7,109,7,0.87
"84016","DELTA","040","STONEVILLE","025","1592","2",4.87,1.15,84.6,34,4.85945945945946,65.6,7,"61-1",0.9,8,77,6,0.87
"84017","DELTA","040","STONEVILLE","025","1593","1",4.65,1.22,85.1,35.35,6.58468468468469,63.6,6.85,"61-1",1.16,7.1,109,6.5,0.86
"84018","DELTA","040","STONEVILLE","025","1593","2",4.69,1.22,86,35.45,7.27477477477477,60.7,6.9,"61-4",1.6,6.6,154,7.5,0.86
"89001","DELTA","040","PORTAG","075","1404","1",5.37,1.16,84.8,32.6,8.48243243243243,73.75,7.75,"41-1",0.86,7,84,5.5,0.87
"89002","DELTA","040","PORTAG","075","1404","2",4.91,1.17,85.1,34.9,8.30990990990991,74.15,8.25,"41-1",0.98,7.4,89,6,0.86
"89003","DELTA","040","PORTAG","075","1516","1",4.61,1.35,85.6,30.8,8.13738738738739,77,7.15,"41-1",1.4,5.2,96,6.5,0.85
"89004","DELTA","040","PORTAG","075","1516","2",4.56,1.26,83.8,30.9,7.96486486486487,79.15,7.65,"31-1",0.72,7.5,63,5,0.85
"89005","DELTA","040","PORTAG","075","1535","1",4.73,1.16,85.3,33.1,5.72207207207207,77.2,7.5,"41-1",0.82,7,65,5.5,0.87
"89006","DELTA","040","PORTAG","075","1535","2",5.13,1.2,84.7,33.9,5.72207207207207,76.85,7.4,"41-1",1.39,7.4,65,6,0.88
"89007","DELTA","040","PORTAG","075","1536","1",4.46,1.22,84.3,36.75,7.4472972972973,74.3,7,"41-2",1.61,7.5,110,7,0.86
"89008","DELTA","040","PORTAG","075","1536","2",4.37,1.21,85.5,36.25,7.4472972972973,77.15,7.45,"41-1",0.76,7.1,72,5,0.85
"89019","DELTA","040","PORTAG","075","1569","1",4.88,1.19,87.2,30.9,8.65495495495496,77.75,8.05,"31-1",0.52,6.3,44,4,0.86
"89020","DELTA","040","PORTAG","075","1569","2",5.06,1.17,85.6,31.25,7.79234234234234,76.3,7.6,"41-1",0.93,6.3,51,5.5,0.87
"89013","DELTA","040","PORTAG","075","1578","1",4.89,1.21,85,31.9,7.79234234234234,79.75,6.4,"31-2",0.23,6.6,22,2,0.86
"89014","DELTA","040","PORTAG","075","1578","2",5.07,1.15,81.8,32.4,7.61981981981982,74.3,6.35,"51-1",0.93,10,73,5.5,0.87
"89011","DELTA","040","PORTAG","075","1590","1",4.5,1.21,84.1,31.8,5.8945945945946,78.8,8,"31-1",0.35,8.3,37,3,0.86
"89012","DELTA","040","PORTAG","075","1590","2",4.82,1.16,82.4,28.35,6.41216216216216,76,6.55,"41-2",0.61,8,57,4.5,0.87
"89009","DELTA","040","PORTAG","075","1591","1",4.85,1.24,85.2,32.8,6.23963963963964,78.3,7.35,"31-2",0.7,6.8,62,5,0.87
"89010","DELTA","040","PORTAG","075","1591","2",4.89,1.2,84.4,30.55,6.23963963963964,77.1,6.9,"41-1",0.75,7.5,69,4.5,0.87
"89015","DELTA","040","PORTAG","075","1592","1",4.16,1.28,85.1,31.05,7.96486486486487,75.05,6.95,"41-2",1.95,6.2,122,7.5,0.84
"89016","DELTA","040","PORTAG","075","1592","2",4.31,1.32,86.9,35.15,8.48243243243243,79.05,7.6,"31-1",1.03,5.4,62,6,0.85
"89017","DELTA","040","PORTAG","075","1593","1",4.8,1.19,85.3,32.65,7.79234234234234,77,6.85,"41-1",0.74,6.7,63,4.5,0.86
"89018","DELTA","040","PORTAG","075","1593","2",5.61,1.22,84.8,32.65,7.79234234234234,75.9,7.35,"41-1",0.72,6.8,64,4.5,0.88
"28001","DELTA","040","KEISER","184","1404","1",4.33,1.15,85,32.4,7.61981981981982,78,8.35,"31-1",0.19,7.8,17,2,0.85
"28002","DELTA","040","KEISER","184","1404","2",4.26,1.18,85.1,33.95,7.79234234234234,74.2,8,"41-1",1.39,7.3,88,6.5,0.85
"28003","DELTA","040","KEISER","184","1516","1",4.24,1.28,84.1,30.8,7.96486486486487,77.55,7.1,"41-1",0.94,6.9,55,5.5,0.85
"28004","DELTA","040","KEISER","184","1516","2",4.02,1.25,86.6,31.3,7.96486486486487,75.6,6.65,"41-2",0.6,6.6,33,4.5,0.84
"28005","DELTA","040","KEISER","184","1535","1",3.69,1.21,84.6,34.1,5.54954954954955,76.3,7.85,"41-1",0.81,7.2,40,5,0.84
"28006","DELTA","040","KEISER","184","1535","2",4.06,1.23,85.4,35.2,5.72207207207207,73.85,6.7,"41-2",1.08,7.3,52,6,0.85
"28007","DELTA","040","KEISER","184","1536","1",3.78,1.25,86.4,38.7,6.41216216216216,73.3,7.3,"41-2",1.69,6.6,117,8,0.85
"28008","DELTA","040","KEISER","184","1536","2",3.8,1.22,85.8,39.9,6.06711711711712,77.45,8.25,"31-2",0.49,6.9,38,4,0.85
"28019","DELTA","040","KEISER","184","1569","1",3.99,1.21,86.2,31.75,8.48243243243243,74.9,8.3,"41-1",0.66,6.9,47,4.5,0.84
"28020","DELTA","040","KEISER","184","1569","2",3.79,1.21,87.2,31.85,8.30990990990991,76.05,8.25,"31-2",0.69,6.4,36,4.5,0.84
"28013","DELTA","040","KEISER","184","1578","1",3.69,1.21,83.7,32.15,7.10225225225225,75.95,6.35,"41-2",1.16,7.8,67,6.5,0.84
"28014","DELTA","040","KEISER","184","1578","2",3.77,1.22,85.2,34.75,6.92972972972973,79.9,7.6,"31-1",0.54,6.8,28,4,0.84
"28011","DELTA","040","KEISER","184","1590","1",3.64,1.2,84.5,30.05,6.23963963963964,75.8,8.15,"31-2",0.51,7.5,27,3.5,0.84
"28012","DELTA","040","KEISER","184","1590","2",3.81,1.23,84.9,31.15,6.23963963963964,76.65,8.25,"31-2",0.51,7.7,35,4,0.84
"28009","DELTA","040","KEISER","184","1591","1",3.94,1.18,83.4,31.4,6.41216216216216,76.85,7.65,"31-2",0.66,7.5,35,4.5,0.85
"28010","DELTA","040","KEISER","184","1591","2",4,1.17,84.9,31,6.23963963963964,77.45,7.4,"31-2",0.76,7.4,54,5,0.85
"28015","DELTA","040","KEISER","184","1592","1",3.41,1.26,86.3,32.9,8.13738738738739,75.9,7.15,"41-1",0.85,6.6,43,5.5,0.83
"28016","DELTA","040","KEISER","184","1592","2",3.34,1.28,85.8,30.85,8.48243243243243,76.35,7.25,"41-1",1.42,5.9,54,7,0.82
"28017","DELTA","040","KEISER","184","1593","1",4.07,1.17,86.1,31.35,8.13738738738739,75.6,8.35,"31-2",0.56,6.6,35,4.5,0.84
"28018","DELTA","040","KEISER","184","1593","2",3.96,1.2,86.4,33.55,8.13738738738739,75,7.85,"41-1",0.89,6.4,57,5,0.84
"36011","WEST","052","FIVE POINTS","108","1404","1",4.14,1.31,86.2,32.5,6.92972972972973,69.95,8.2,"51-3",1.15,5.7,86,6.5,0.85
"36012","WEST","052","FIVE POINTS","108","1404","2",3.71,1.33,85.7,31.25,7.61981981981982,66.4,8.75,"52-1",3,5.5,202,8,0.83
"36021","WEST","052","FIVE POINTS","108","1441","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36022","WEST","052","FIVE POINTS","108","1441","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36027","WEST","052","FIVE POINTS","108","1503","1",4.88,1.25,85.5,35.05,5.72207207207207,71.4,8,"41-4",1.08,6.5,95,6.5,0.87
"36028","WEST","052","FIVE POINTS","108","1503","2",3.29,1.33,83.9,32.55,6.92972972972973,70.55,8.65,"41-4",1.66,5.5,121,6.5,0.83
"36013","WEST","052","FIVE POINTS","108","1516","1",4.46,1.26,84.7,31.15,8.30990990990991,69.55,7.85,"51-3",1.88,7.4,117,8,0.85
"36014","WEST","052","FIVE POINTS","108","1516","2",3.73,1.31,84.3,31,9,68.6,8.35,"52-1",2.4,6,138,8,0.83
"36015","WEST","052","FIVE POINTS","108","1535","1",4.62,1.18,83.2,30.85,5.72207207207207,69.8,8.25,"51-3",1.39,8.1,86,7,0.86
"36016","WEST","052","FIVE POINTS","108","1535","2",4.53,1.17,83.1,32.5,5.37702702702703,71.85,8.6,"41-3",0.6,8,45,4.5,0.86
"36017","WEST","052","FIVE POINTS","108","1536","1",3.64,1.24,85.3,37.85,7.61981981981982,63.75,8.95,"52-2",1.96,6.6,163,8,0.84
"36018","WEST","052","FIVE POINTS","108","1536","2",3.48,1.26,83.4,37.15,7.96486486486487,70.55,8.6,"41-4",1.7,7.7,96,7.5,0.83
"36023","WEST","052","FIVE POINTS","108","1537","1",4.52,1.22,83.7,33.5,8.48243243243243,68.75,8.6,"52-1",1.68,7.3,125,7.5,0.85
"36024","WEST","052","FIVE POINTS","108","1537","2",4.36,1.3,86.4,32.25,9.51756756756757,58.4,8.85,"62-2",2.96,5.8,230,8,0.84
"36019","WEST","052","FIVE POINTS","108","1553","1",4.06,1.26,86,38.2,6.92972972972973,68.15,8.5,"52-1",1.18,7.1,90,6.5,0.85
"36020","WEST","052","FIVE POINTS","108","1553","2",3.95,1.28,85.8,35.55,6.92972972972973,70.15,8,"51-3",1.25,6.6,74,6.5,0.84
"36025","WEST","052","FIVE POINTS","108","1554","1",4.38,1.32,84.7,30,8.48243243243243,68.25,8.5,"52-1",1.81,5.7,162,8,0.85
"36026","WEST","052","FIVE POINTS","108","1554","2",4.25,1.29,84,30.25,8.65495495495496,73.6,7.85,"41-1",1.22,6.5,81,7,0.84
"63001","WEST","052","LAS CRUCES","155","1404","1",4.85,1.26,86.8,32.8,9.69009009009009,78.55,7.85,"31-1",0.4,6,22,3.5,0.85
"63002","WEST","052","LAS CRUCES","155","1404","2",4.44,1.37,84.3,36.1,9.34504504504505,76.4,9.15,"31-3",0.15,5.4,13,1,0.85
"63011","WEST","052","LAS CRUCES","155","1441","1",4.68,1.33,86.1,30.2,8.13738738738739,83.05,6.25,"31-1",0.22,5.4,12,2,0.86
"63012","WEST","052","LAS CRUCES","155","1441","2",4.31,1.3,85,31.35,8.13738738738739,79,8.55,"21-2",0.41,6.3,27,3,0.85
"63017","WEST","052","LAS CRUCES","155","1503","1",4.03,1.35,85.6,30.1,7.27477477477477,79.55,8.15,"21-2",0.22,5.2,16,2,0.84
"63018","WEST","052","LAS CRUCES","155","1503","2",4.82,1.28,86.5,33.45,6.58468468468469,83.25,6.75,"31-1",0.15,5.9,5,1.5,0.87
"63003","WEST","052","LAS CRUCES","155","1516","1",4.39,1.32,84,29.45,9.86261261261261,82.05,7.1,"31-1",0.18,5.8,13,1.5,0.84
"63004","WEST","052","LAS CRUCES","155","1516","2",4.15,1.36,85.8,28.5,10.3801801801802,79.85,8.2,"21-2",0.36,5.2,21,2.5,0.83
"63005","WEST","052","LAS CRUCES","155","1535","1",4.39,1.26,87.5,36.35,6.92972972972973,79.1,8.15,"31-1",0.25,6.2,15,2,0.86
"63006","WEST","052","LAS CRUCES","155","1535","2",5.2,1.21,85.4,32.7,6.58468468468469,79.8,7.05,"31-1",0.2,6.5,17,2,0.88
"63007","WEST","052","LAS CRUCES","155","1536","1",4.4,1.25,84.3,36,7.27477477477477,75.05,10.3,"22-2",0.15,6.7,17,1,0.85
"63008","WEST","052","LAS CRUCES","155","1536","2",3.92,1.32,87.7,37,7.4472972972973,76.35,11.15,"12-2",0.12,5.4,7,1,0.85
"63013","WEST","052","LAS CRUCES","155","1537","1",4.42,1.23,85.4,31,10.0351351351351,75.55,10.15,"22-1",0.49,7,25,3.5,0.84
"63014","WEST","052","LAS CRUCES","155","1537","2",4.56,1.28,86,30.55,10.3801801801802,77.1,9.15,"31-3",0.8,6.5,40,5,0.85
"63009","WEST","052","LAS CRUCES","155","1553","1",4.36,1.24,86.4,32.05,8.30990990990991,79.5,8.2,"21-2",0.26,6.6,20,2,0.85
"63010","WEST","052","LAS CRUCES","155","1553","2",3.97,1.26,86.4,36.1,7.27477477477477,76.85,10.85,"12-2",0.24,6.3,17,2.5,0.84
"63015","WEST","052","LAS CRUCES","155","1554","1",4.56,1.24,84.8,31.25,7.27477477477477,76.4,9.05,"31-3",0.19,7.1,14,1.5,0.86
"63016","WEST","052","LAS CRUCES","155","1554","2",4.03,1.22,85.3,31.65,7.61981981981982,80.2,8.7,"21-1",0.22,7.2,14,2,0.84
"36007","PIMA","060","FIVE POINTS","108","1513","1",4.74,1.43,88.3,52.3,7.27477477477477,56.2,13.5,"54-3",2.23,5,239,8,0.87
"36008","PIMA","060","FIVE POINTS","108","1513","2",5.41,1.46,87.3,45.4,6.58468468468469,57.8,12.7,"54-1",1.71,5,191,7.5,0.89
"36001","PIMA","060","FIVE POINTS","108","1532","1",4.72,1.48,87.9,52.9,7.61981981981982,61.85,12.55,"44-2",1.92,5,169,7.5,0.87
"36002","PIMA","060","FIVE POINTS","108","1532","2",4.81,1.53,88.3,46.9,7.4472972972973,59.6,12.3,"54-1",2.39,5,201,8,0.87
"36003","PIMA","060","FIVE POINTS","108","1555","1",4.93,1.45,86.1,45.35,7.61981981981982,53.25,13.65,"84-1",2.77,5.1,281,8,0.87
"36004","PIMA","060","FIVE POINTS","108","1555","2",4.55,1.54,84.8,47.3,6.23963963963964,54.45,13.35,"54-4",3.24,5.1,262,8,0.87
"36005","PIMA","060","FIVE POINTS","108","1579","1",4.83,1.49,87.4,49.4,6.75720720720721,60.5,12.3,"54-1",1.6,5,199,7.5,0.88
"36006","PIMA","060","FIVE POINTS","108","1579","2",4.86,1.5,88,51.2,6.75720720720721,57.85,12.25,"54-2",2.23,5,212,7.5,0.88
"36009","PIMA","060","FIVE POINTS","108","1597","1",5.04,1.42,88,46.2,6.58468468468469,58.85,13.05,"54-3",1.44,5,165,7.5,0.88
"36010","PIMA","060","FIVE POINTS","108","1597","2",4.72,1.4,85.5,47.65,6.58468468468469,55.45,12.75,"54-4",2.38,5.1,249,8,0.87
"63025","PIMA","060","LAS CRUCES","155","1513","1",3.59,1.51,88.8,44.65,7.27477477477477,73.05,11,"33-1",0.31,5,25,3,0.84
"63026","PIMA","060","LAS CRUCES","155","1513","2",4.52,1.35,86.3,35.95,7.4472972972973,79.8,6.9,"31-2",0.27,5.4,15,2,0.86
"63019","PIMA","060","LAS CRUCES","155","1532","1",4.06,1.53,88.3,42.25,7.79234234234234,73.2,11.3,"23-2",0.51,5,26,4,0.85
"63020","PIMA","060","LAS CRUCES","155","1532","2",4.13,1.41,84.1,38.85,8.13738738738739,80.6,7.65,"21-2",0.27,5.2,22,2.5,0.85
"63021","PIMA","060","LAS CRUCES","155","1555","1",3.71,1.55,89.8,42.9,7.27477477477477,71.85,11.4,"33-1",0.31,5,30,3,0.84
"63022","PIMA","060","LAS CRUCES","155","1555","2",3.8,1.58,90.3,44.65,7.10225225225225,70.9,11.25,"33-1",0.44,5,29,3,0.84
"63023","PIMA","060","LAS CRUCES","155","1579","1",3.26,1.5,88.2,44,6.23963963963964,73.05,11.1,"23-2",0.38,5,36,3.5,0.83
"63024","PIMA","060","LAS CRUCES","155","1579","2",3.5,1.53,88.5,46.55,6.23963963963964,72.05,10.75,"33-1",0.37,5,26,3,0.84
"63027","PIMA","060","LAS CRUCES","155","1597","1",3.96,1.47,88.1,46.05,6.75720720720721,71.75,11.25,"33-1",0.38,5,40,3,0.85
"63028","PIMA","060","LAS CRUCES","155","1597","2",3.9,1.44,87.3,44.95,7.10225225225225,71.9,11.4,"33-1",0.63,5,52,4.5,0.85
"60033","HIGH QUAL","071","LUBBOCK","012","1503","1",4.92,1.18,82.7,33.15,6.58468468468469,80.3,7.05,"31-2",0.2,8.3,20,1.5,0.87
"60034","HIGH QUAL","071","LUBBOCK","012","1503","2",4.59,1.18,83.8,31.85,6.58468468468469,81.5,7.3,"21-2",0.39,8.1,29,3,0.86
"60029","HIGH QUAL","071","LUBBOCK","012","1516","1",4.78,1.22,82.9,30.9,9.69009009009009,82.1,7.5,"21-2",0.22,8,19,2,0.85
"60030","HIGH QUAL","071","LUBBOCK","012","1516","2",4.78,1.23,83.4,29.3,9.86261261261261,79.95,7.75,"31-1",0.6,7.5,31,3.5,0.85
"60031","HIGH QUAL","071","LUBBOCK","012","1536","1",4.43,1.22,83.9,38.85,7.79234234234234,79.1,8.4,"31-1",0.19,7,20,1.5,0.85
"60032","HIGH QUAL","071","LUBBOCK","012","1536","2",4.46,1.2,84.1,38.35,7.4472972972973,78.6,8.2,"31-1",0.25,7.8,21,2,0.86
"60035","HIGH QUAL","071","LUBBOCK","012","1556","1",4.87,1.21,83.5,33.4,6.58468468468469,81,7.5,"31-1",0.39,7.7,30,3.5,0.87
"60036","HIGH QUAL","071","LUBBOCK","012","1556","2",4.91,1.2,82.1,34.7,6.92972972972973,81.4,7.65,"21-2",0.27,8.4,25,2.5,0.87
"60037","HIGH QUAL","071","LUBBOCK","012","1557","1",4.74,1.19,82.3,33.05,8.48243243243243,77.25,8.85,"31-1",0.42,8.1,37,3.5,0.86
"60038","HIGH QUAL","071","LUBBOCK","012","1557","2",4.48,1.21,84.2,33.25,8.30990990990991,77.55,8.5,"31-1",0.61,7.9,40,4,0.85
"60039","HIGH QUAL","071","LUBBOCK","012","1558","1",4.62,1.21,82.2,33.2,9.51756756756757,80.55,8.1,"21-1",0.22,8.4,16,2,0.85
"60040","HIGH QUAL","071","LUBBOCK","012","1558","2",4.48,1.27,82.7,32.7,9.86261261261261,80.85,7.55,"31-1",0.25,7.5,21,2.5,0.85
"60041","HIGH QUAL","071","LUBBOCK","012","1559","1",5.02,1.25,82.9,35.7,6.58468468468469,79.5,8.25,"21-2",0.23,7.7,18,2,0.87
"60042","HIGH QUAL","071","LUBBOCK","012","1559","2",5.03,1.18,83.2,34.25,6.92972972972973,80.3,8.3,"21-2",0.12,8.2,10,1,0.87
"60059","HIGH QUAL","071","LUBBOCK","012","1567","1",4.65,1.18,82.3,35.05,6.92972972972973,78.4,7.9,"31-1",0.44,7.5,28,3.5,0.86
"60060","HIGH QUAL","071","LUBBOCK","012","1567","2",4.58,1.18,82.5,34.25,6.75720720720721,78.8,8.1,"31-1",0.24,8.2,29,2,0.86
"60065","HIGH QUAL","071","LUBBOCK","012","1569","1",4.44,1.17,84.6,31,9.51756756756757,79.9,8.5,"21-1",0.3,7.4,29,2.5,0.85
"60066","HIGH QUAL","071","LUBBOCK","012","1569","2",4.23,1.18,83.7,32.65,9.86261261261261,78.85,8.5,"21-2",0.4,7.9,28,3,0.84
"60043","HIGH QUAL","071","LUBBOCK","012","1580","1",4.55,1.19,84.3,34.95,8.48243243243243,78.55,8.55,"21-2",0.44,7.6,34,3.5,0.85
"60044","HIGH QUAL","071","LUBBOCK","012","1580","2",4.62,1.18,83.4,32.9,7.96486486486487,79.65,8.8,"21-1",0.21,7.9,17,2,0.86
"60045","HIGH QUAL","071","LUBBOCK","012","1581","1",4.52,1.24,83.2,33.45,6.75720720720721,81.05,8.15,"21-1",0.15,7.9,16,1,0.86
"60046","HIGH QUAL","071","LUBBOCK","012","1581","2",4.49,1.23,82.9,34.5,6.75720720720721,79.6,8,"31-1",0.31,7.7,20,3,0.86
"60048","HIGH QUAL","071","LUBBOCK","012","1582","2",4.37,1.26,84.5,34.55,7.10225225225225,80,7.7,"31-1",0.52,7.3,32,4,0.85
"60047","HIGH QUAL","071","LUBBOCK","012","1582","1",4.41,1.25,83.9,33.75,6.92972972972973,79.8,8.45,"21-1",0.29,7.6,30,2.5,0.86
"60049","HIGH QUAL","071","LUBBOCK","012","1583","1",4.37,1.28,85.5,33.6,7.79234234234234,77.55,8.55,"31-1",0.57,6.2,46,4.5,0.85
"60050","HIGH QUAL","071","LUBBOCK","012","1583","2",4.29,1.27,86.3,32.65,7.4472972972973,78.7,8.2,"31-1",0.55,5.9,33,4,0.85
"60051","HIGH QUAL","071","LUBBOCK","012","1584","1",4.77,1.25,83.5,31.65,6.58468468468469,80.2,7.5,"31-1",0.51,7.4,31,4,0.87
"60052","HIGH QUAL","071","LUBBOCK","012","1584","2",4.75,1.25,83.3,32.2,6.41216216216216,81.55,7.4,"21-2",0.25,7.7,19,2.5,0.87
"60053","HIGH QUAL","071","LUBBOCK","012","1585","1",4.51,1.15,81.1,32.65,6.92972972972973,80.05,7.6,"31-1",0.42,9.6,29,3.5,0.86
"60054","HIGH QUAL","071","LUBBOCK","012","1585","2",4.68,1.1,78.9,30.2,6.92972972972973,80.35,7.65,"31-1",0.26,11.1,24,2,0.86
"60055","HIGH QUAL","071","LUBBOCK","012","1586","1",4.68,1.19,81.9,35.6,6.92972972972973,80.05,8.2,"21-2",0.47,8.6,22,3.5,0.86
"60056","HIGH QUAL","071","LUBBOCK","012","1586","2",4.94,1.16,82.3,33.55,6.92972972972973,80.4,7.6,"31-1",0.23,8.3,16,2,0.87
"60057","HIGH QUAL","071","LUBBOCK","012","1587","1",4.65,1.18,83.7,34.6,7.96486486486487,78.7,8.25,"31-1",0.14,7.4,13,1.5,0.86
"60058","HIGH QUAL","071","LUBBOCK","012","1587","2",4.53,1.23,83.1,35.05,8.30990990990991,78.45,8.4,"31-1",0.37,7.3,29,3,0.85
"60061","HIGH QUAL","071","LUBBOCK","012","1588","1",4,1.4,83.4,39.1,7.10225225225225,77.5,8.2,"31-1",0.28,5.1,24,2.5,0.85
"60062","HIGH QUAL","071","LUBBOCK","012","1588","2",4,1.39,83.6,37.15,7.4472972972973,78.7,7.85,"31-1",0.43,5.1,28,3.5,0.84
"60063","HIGH QUAL","071","LUBBOCK","012","1589","1",4.87,1.14,83.3,30.45,8.48243243243243,79.05,8.35,"31-1",0.42,8.7,23,3.5,0.86
"60064","HIGH QUAL","071","LUBBOCK","012","1589","2",4.67,1.17,83.2,31.05,8.30990990990991,80,8.15,"21-2",0.15,8.1,14,1,0.86
"26073","HIGH QUAL","071","COLL STA-I","019","1503","1",4.78,1.25,84.4,32.95,5.72207207207207,74.85,4.85,"51-1",1.94,6.7,98,8,0.87
"26074","HIGH QUAL","071","COLL STA-I","019","1503","2",4.63,1.21,83.3,33.65,5.54954954954955,71.45,4.55,"61-1",2.72,7.9,175,8,0.87
"26069","HIGH QUAL","071","COLL STA-I","019","1516","1",4.42,1.21,83.9,33.3,7.79234234234234,72,5.65,"51-1",2.35,7.2,128,8,0.85
"26070","HIGH QUAL","071","COLL STA-I","019","1516","2",4.71,1.24,84,30.8,8.13738738738739,72.15,5,"51-2",2.11,7.6,119,8,0.86
"26071","HIGH QUAL","071","COLL STA-I","019","1536","1",4.13,1.24,85,38.95,5.72207207207207,70.3,5.65,"51-2",3.03,7.2,140,8,0.86
"26072","HIGH QUAL","071","COLL STA-I","019","1536","2",4.15,1.21,83.3,37,6.06711711711712,69.95,5.8,"51-2",2.07,7.4,114,8,0.86
"26075","HIGH QUAL","071","COLL STA-I","019","1556","1",4.76,1.23,84.8,34.7,5.72207207207207,71.4,4.9,"51-2",2.39,7.1,141,8,0.87
"26076","HIGH QUAL","071","COLL STA-I","019","1556","2",4.68,1.19,83,31.1,5.37702702702703,69.95,4.95,"61-1",3.7,7.4,154,8,0.87
"26077","HIGH QUAL","071","COLL STA-I","019","1557","1",4.93,1.22,86.4,35.45,6.92972972972973,67.35,4.85,"61-1",3.62,6.4,158,8,0.87
"26078","HIGH QUAL","071","COLL STA-I","019","1557","2",4.77,1.19,83.7,33.65,7.27477477477477,70.3,6,"51-2",2.24,7.7,111,8,0.86
"26079","HIGH QUAL","071","COLL STA-I","019","1558","1",4.73,1.3,85.9,34.9,7.4472972972973,68.45,4.7,"61-1",3.49,5.6,192,8,0.86
"26080","HIGH QUAL","071","COLL STA-I","019","1558","2",4.47,1.27,85.3,34,7.61981981981982,71.65,5,"51-2",2.07,6.4,123,8,0.85
"26081","HIGH QUAL","071","COLL STA-I","019","1559","1",5.03,1.26,85.1,36.15,5.03198198198198,72.85,5.85,"51-1",1.76,7.4,99,7.5,0.88
"26082","HIGH QUAL","071","COLL STA-I","019","1559","2",5,1.22,84.4,38,5.03198198198198,71.5,5.6,"51-1",1.71,7.1,122,8,0.88
"26099","HIGH QUAL","071","COLL STA-I","019","1567","1",4.57,1.17,82.6,35.7,5.54954954954955,69.4,5.5,"61-1",2.88,7.1,152,8,0.87
"26100","HIGH QUAL","071","COLL STA-I","019","1567","2",4.87,1.19,83.3,34.15,5.37702702702703,67.8,5.05,"61-1",3.28,7.4,156,8,0.87
"26105","HIGH QUAL","071","COLL STA-I","019","1569","1",4.72,1.19,85.2,30.85,7.4472972972973,68.45,5.6,"61-1",3.26,6.8,188,8,0.86
"26106","HIGH QUAL","071","COLL STA-I","019","1569","2",4.81,1.17,84.5,31.05,7.61981981981982,70,5.6,"51-2",3.76,6.9,177,8,0.86
"26083","HIGH QUAL","071","COLL STA-I","019","1580","1",4.77,1.22,84.8,33.7,6.75720720720721,72.7,6.35,"51-1",1.88,6.6,84,7.5,0.86
