"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","uhm_mot","ui_mot","str_mpt","rd_mot","b_mot","mic_mot"
"85",52,"WES",7,"University Park, NM","580",2,179,1.22,0.62,50,22.4,5.3,4.4,1.21,87,29,79.5,8.4,4.7
"85",52,"WES",7,"University Park, NM","611",1,136,1.19,0.58,49,18.8,5.7,4.6,1.22,85,24,80.5,8.6,5.1
"85",52,"WES",7,"University Park, NM","611",2,142,1.19,0.61,50,19.2,5.9,4.6,1.24,85,24,81.5,8.2,4.7
"85",52,"WES",7,"University Park, NM","635",1,141,1.08,0.52,48,19.8,6,4.8,1.09,84,23,80,9.2,4.8
"85",52,"WES",7,"University Park, NM","635",2,144,1.07,0.55,51,19.7,5.6,5,1.12,85,23,79,8.8,5
"85",52,"WES",7,"University Park, NM","639",1,168,1.2,0.62,51,23.2,5.9,4.4,1.19,84,28,81.5,8.8,4.7
"85",52,"WES",7,"University Park, NM","639",2,173,1.19,0.59,49,22.9,6.6,4.5,1.2,85,29,81,9,4.6
"85",52,"WES",7,"University Park, NM","649",1,157,1.19,0.6,50,21.2,6.1,4.8,1.23,84,26,79,8.4,5
"85",52,"WES",7,"University Park, NM","649",2,155,1.22,0.63,51,22.1,5.6,4.6,1.2,83,29,78.5,8.4,4.7
"85",52,"WES",7,"University Park, NM","679",1,176,1.2,0.61,51,23.9,5.6,4.5,1.23,87,29,81,8.4,4.3
"85",52,"WES",7,"University Park, NM","679",2,177,1.16,0.61,52,24.1,5.9,4.4,1.19,85,26,82.5,8.8,4.4
"85",52,"WES",7,"University Park, NM","701",1,178,1.22,0.63,51,24.5,5,4.5,1.23,85,29,80,9,4.4
"85",52,"WES",7,"University Park, NM","701",2,179,1.21,0.63,52,22.2,5.2,4.2,1.24,85,29,80.5,9.2,4.8
"85",52,"WES",8,"El Paso, TX(irri)","80",1,119,1.08,0.51,46,16.8,5.9,4.5,1.08,82,23,80.5,7.8,4.7
"85",52,"WES",8,"El Paso, TX(irri)","80",2,120,1.08,0.52,47,17.5,6.2,4.4,1.09,83,23,80,7.8,4.6
"85",52,"WES",8,"El Paso, TX(irri)","450",1,128,1.07,0.51,46,16.7,4.9,4.6,1.04,83,24,80,7.2,4.7
"85",52,"WES",8,"El Paso, TX(irri)","450",2,136,1.06,0.51,47,18.3,5.1,5,1.11,84,23,79.5,7.6,5.1
"85",52,"WES",8,"El Paso, TX(irri)","574",1,127,1.1,0.52,47,19.5,5.2,4.4,1.08,82,23,78,8.4,4.4
"85",52,"WES",8,"El Paso, TX(irri)","574",2,128,1.08,0.52,47,17.8,5.2,4.8,1.11,83,25,81,7.2,4.6
"85",52,"WES",8,"El Paso, TX(irri)","580",1,155,1.19,0.6,50,20.9,6,4.6,1.16,84,30,80,8,4.6
"85",52,"WES",8,"El Paso, TX(irri)","580",2,159,1.18,0.59,49,21.7,5.7,4.6,1.2,84,29,78,8,4.6
"85",52,"WES",8,"El Paso, TX(irri)","611",1,121,1.13,0.54,47,16.9,6.4,4.7,1.15,84,24,79.5,7.8,4.7
"85",52,"WES",8,"El Paso, TX(irri)","611",2,131,1.09,0.53,48,17.3,6.5,4.8,1.12,82,24,74.5,8,5
"85",52,"WES",8,"El Paso, TX(irri)","635",1,120,1.03,0.5,47,18.1,5.5,5.1,1.01,83,25,76.5,7.2,5.1
"85",52,"WES",8,"El Paso, TX(irri)","635",2,120,1.02,0.49,47,17.7,6.1,5.1,1.07,84,24,78,7.4,4.8
"85",52,"WES",8,"El Paso, TX(irri)","639",1,159,1.12,0.56,49,20.5,5.7,4.7,1.12,83,28,79.5,8,4.7
"85",52,"WES",8,"El Paso, TX(irri)","639",2,159,1.15,0.55,47,20,5.4,4.6,1.17,83,27,79.5,7.6,4.7
"85",52,"WES",8,"El Paso, TX(irri)","649",1,141,1.1,0.55,49,19.1,6.3,4.5,1.12,83,25,81.5,7.6,5
"85",52,"WES",8,"El Paso, TX(irri)","649",2,141,1.1,0.53,48,19.6,5.9,4.7,1.1,82,26,77.5,8,4.6
"85",52,"WES",8,"El Paso, TX(irri)","679",1,151,1.13,0.56,49,21.2,5.9,4.8,1.08,82,28,81,7.8,4.4
"85",52,"WES",8,"El Paso, TX(irri)","679",2,133,1.13,0.55,48,22.5,5.7,4.7,1.16,83,30,82,7.8,4.5
"85",52,"WES",8,"El Paso, TX(irri)","701",1,162,1.14,0.56,48,21.9,5.6,4.4,1.15,84,28,78,7.8,4.3
"85",52,"WES",8,"El Paso, TX(irri)","701",2,160,1.17,0.57,48,19.3,4.9,4.6,1.2,85,27,79.5,7.8,4.4
"85",52,"WES",40,"Artesia, NM(irri)","80",1,131,1.09,0.54,49,19.4,7.6,3.9,1.08,83,26,77.5,8.6,4
"85",52,"WES",40,"Artesia, NM(irri)","80",2,130,1.11,0.53,47,18.8,7.2,4,1.13,82,26,80,9.4,3.9
"85",52,"WES",40,"Artesia, NM(irri)","450",1,145,1.14,0.56,49,20.3,6.4,3.6,1.12,83,25,80,8.2,3.9
"85",52,"WES",40,"Artesia, NM(irri)","450",2,152,1.11,0.54,48,20.4,6.5,3.9,1.15,83,28,80,7.8,3.7
"85",52,"WES",40,"Artesia, NM(irri)","477",1,162,1.17,0.57,48,20.3,5.6,4.1,1.17,84,27,80.5,7.8,4.2
"85",52,"WES",40,"Artesia, NM(irri)","477",2,169,1.21,0.61,50,23.6,6.3,3.8,1.18,83,26,79,7.8,4.2
"85",52,"WES",40,"Artesia, NM(irri)","574",1,145,1.13,0.55,48,17.6,5.9,4.2,1.17,83,24,78,7.4,4.1
"85",52,"WES",40,"Artesia, NM(irri)","574",2,136,1.12,0.53,47,18.2,6.3,4,1.17,84,26,75.5,7.2,4
"85",52,"WES",40,"Artesia, NM(irri)","580",1,173,1.16,0.58,50,23.3,6.3,4.6,1.13,84,28,78.5,8.4,4.4
"85",52,"WES",40,"Artesia, NM(irri)","580",2,176,1.23,0.65,52,24.4,6.4,4,1.21,84,29,79,8.2,4.1
"85",52,"WES",40,"Artesia, NM(irri)","611",1,133,1.12,0.53,47,19.6,7.3,4.2,1.15,82,24,79,8.6,4.6
"85",52,"WES",40,"Artesia, NM(irri)","611",2,138,1.14,0.53,46,18.8,6.6,4.1,1.19,82,23,79,8,4.4
"85",52,"WES",40,"Artesia, NM(irri)","635",1,135,1.08,0.54,49,19.4,6.5,4.4,1.08,83,23,79.5,7.8,4.1
"85",52,"WES",40,"Artesia, NM(irri)","635",2,140,1.08,0.55,50,19.7,6.9,4.5,1.06,83,24,77.5,8.2,4
"85",52,"WES",40,"Artesia, NM(irri)","639",1,158,1.15,0.6,51,22.1,6.3,4.3,1.14,84,25,78,8,4.3
"85",52,"WES",40,"Artesia, NM(irri)","639",2,169,1.19,0.61,51,23.5,6.5,3.9,1.18,85,30,77.5,7.6,3.9
"85",52,"WES",40,"Artesia, NM(irri)","649",1,153,1.15,0.56,48,21.9,6.8,3.7,1.19,82,27,76,7.4,3.9
"85",52,"WES",40,"Artesia, NM(irri)","649",2,158,1.17,0.58,49,23.4,7,3.5,1.16,82,29,81,8.4,3.3
"85",52,"WES",40,"Artesia, NM(irri)","679",1,169,1.16,0.61,52,21.7,6,3.9,1.14,83,29,78.5,8,4
"85",52,"WES",40,"Artesia, NM(irri)","679",2,169,1.16,0.58,49,22.9,6.1,3.9,1.13,85,29,75,7.6,3.8
"85",52,"WES",40,"Artesia, NM(irri)","701",1,176,1.23,0.6,48,23.1,5.9,3.6,1.2,83,30,78,8.2,3.8
"85",52,"WES",40,"Artesia, NM(irri)","701",2,175,1.2,0.61,50,22.5,6.2,3.7,1.19,84,29,79,8.4,3.6
"85",61,"PIM",182,"Maricopa, AZ","471",1,212,1.44,0.74,51,29.4,7.2,4.7,1.4,86,44,65,11.2,4.1
"85",61,"PIM",182,"Maricopa, AZ","471",2,211,1.42,0.76,53,33.6,7.9,4.6,1.2,86,42,66,11.8,4.6
"85",61,"PIM",182,"Maricopa, AZ","726",1,204,1.44,0.78,54,28.7,7.1,4.2,1.42,86,42,66.5,9.4,4.4
"85",61,"PIM",182,"Maricopa, AZ","726",2,204,1.44,0.78,54,28.7,7.1,4.2,1.42,86,42,66.5,9.4,4.4
"85",61,"PIM",182,"Maricopa, AZ","727",1,229,1.46,0.76,52,31.5,6.9,4.5,1.08,85,57,76,8.4,4.3
"85",61,"PIM",182,"Maricopa, AZ","727",2,203,1.49,0.77,52,32.1,7.4,4.3,1.43,86,47,74,9.2,4
"85",61,"PIM",182,"Maricopa, AZ","728",1,210,1.46,0.79,54,29,8.2,4.3,1.43,85,41,67.5,11.2,4.2
"85",61,"PIM",182,"Maricopa, AZ","728",2,215,1.47,0.78,53,29.5,7.7,4.7,1.06,81,37,68.5,10.4,4.4
"85",62,"PIM",50,"El Paso, TX","471",1,209,1.35,0.73,53,30.5,8.1,4.3,1.34,85,40,67.5,11.8,4.4
"85",62,"PIM",50,"El Paso, TX","471",2,208,1.33,0.72,54,29,8,4.5,1.25,87,41,64,11.4,4.2
"85",62,"PIM",50,"El Paso, TX","640",1,215,1.4,0.75,53,31,8.4,4.3,1.45,80,37,67.5,11.4,4.6
"85",62,"PIM",50,"El Paso, TX","640",2,212,1.37,0.72,52,29.9,9.2,4.2,1.42,82,43,64.5,12,4.1
"85",62,"PIM",50,"El Paso, TX","691",1,213,1.41,0.71,50,30,7.1,3.9,1.45,85,38,69.5,10.8,3.5
"85",62,"PIM",50,"El Paso, TX","691",2,217,1.43,0.74,51,30.1,6.7,3.6,1.42,86,42,69,11,3.3
"85",62,"PIM",50,"El Paso, TX","726",1,203,1.39,0.75,54,28.3,8.7,4.2,1.37,87,41,70,10.2,3.8
"85",62,"PIM",50,"El Paso, TX","726",2,203,1.32,0.71,53,30.3,7.1,4.3,1.25,82,39,65,11,4.4
"85",62,"PIM",50,"El Paso, TX","727",1,228,1.43,0.8,55,31.3,7.1,4.4,1.4,82,41,74.5,9.8,4.1
"85",62,"PIM",50,"El Paso, TX","727",2,205,1.41,0.77,54,32.6,7.8,4.2,1.43,84,44,73.5,9,4.4
"85",62,"PIM",50,"El Paso, TX","728",1,223,1.33,0.69,52,30.1,7.8,4.2,1.39,83,34,67,11.6,4.1
"85",62,"PIM",50,"El Paso, TX","728",2,204,1.33,0.71,53,29.4,7.6,4.1,1.38,83,36,70,11,3.9
"85",62,"PIM",160,"Safford, AZ","471",1,199,1.33,0.77,57,28.6,7.6,4.7,1.32,86,38,67,11.2,4.5
"85",62,"PIM",160,"Safford, AZ","471",2,206,1.32,0.72,55,29.9,8,4.6,1.35,86,39,64.5,11.2,4.6
"85",62,"PIM",160,"Safford, AZ","640",1,210,1.37,0.72,52,30.6,8,4.5,1.19,89,39,64,11.6,4.7
"85",62,"PIM",160,"Safford, AZ","640",2,210,1.38,0.76,55,30.2,8.2,4.8,1.38,88,41,64.5,11.6,4
"85",62,"PIM",160,"Safford, AZ","691",1,216,1.43,0.76,52,30.5,8.2,4.3,1.44,84,40,66.5,11.4,4.4
"85",62,"PIM",160,"Safford, AZ","691",2,220,1.39,0.72,51,30.6,7.5,4.4,1.4,83,43,64.5,11,4.4
"85",62,"PIM",160,"Safford, AZ","726",1,206,1.35,0.72,53,31.5,8.3,4.9,1.32,87,44,68,11.2,4.5
"85",62,"PIM",160,"Safford, AZ","726",2,204,1.35,0.71,52,30.2,8.1,4.7,1.33,89,39,66,11.4,4.6
"85",62,"PIM",160,"Safford, AZ","727",1,223,1.42,0.74,52,33.2,7.6,4.7,1.5,82,40,72,9,4.5
"85",62,"PIM",160,"Safford, AZ","727",2,219,1.44,0.75,52,30.2,7.1,4.5,1.49,88,42,74,9,5.3
"85",62,"PIM",160,"Safford, AZ","728",1,206,1.32,0.72,54,31.3,7.9,3.9,1.36,84,35,65.5,11.6,4.5
"85",62,"PIM",160,"Safford, AZ","728",2,200,1.36,0.76,56,29.4,8.2,4.4,1.3,87,35,66,11.2,4.6
"85",62,"PIM",185,"Safford, AZ","471",1,215,1.4,0.75,53,26.8,8.4,5,1.25,86,35,66,11.8,4.8
"85",62,"PIM",185,"Safford, AZ","471",2,202,1.33,0.73,54,29.8,7.7,4.9,1.37,88,37,65,11.6,4.8
"85",62,"PIM",185,"Safford, AZ","640",1,214,1.39,0.77,55,32,7.8,4.6,1.38,87,42,66,11.6,4
"85",62,"PIM",185,"Safford, AZ","640",2,209,1.38,0.73,52,32.1,8.6,4.5,1.34,86,48,64,11.6,4.8
"85",62,"PIM",185,"Safford, AZ","691",1,211,1.42,0.79,55,30.8,7.3,4.3,1.43,84,47,66.5,12.2,4.6
"85",62,"PIM",185,"Safford, AZ","691",2,215,1.41,0.77,54,32,7.5,4.2,1.51,86,40,67,11.6,4.2
"85",62,"PIM",185,"Safford, AZ","726",1,210,1.32,0.75,57,30.9,8.7,4.7,1.34,85,43,68,11,4.2
"85",62,"PIM",185,"Safford, AZ","726",2,204,1.37,0.78,57,29.4,8.2,4.5,1.26,85,39,67.5,10.8,4.6
"85",62,"PIM",185,"Safford, AZ","727",1,221,1.46,0.79,54,29.5,7.8,4.6,1.41,88,41,75,8.2,4.8
"85",62,"PIM",185,"Safford, AZ","727",2,216,1.46,0.77,53,31.3,7.9,4.6,1.46,83,43,73.5,8.6,4.5
"85",62,"PIM",185,"Safford, AZ","728",1,201,1.38,0.74,54,27.7,8.3,4.6,1.36,87,37,67.5,10.4,4.5
"85",62,"PIM",185,"Safford, AZ","728",2,196,1.4,0.74,53,29,8.2,4.5,1.4,85,39,66.5,12.2,4.5
"85",62,"PIM",186,"Chamberino, NM","471",1,202,1.36,0.78,57,33.1,8.4,4.8,1.35,83,43,65.5,11.6,4.9
"85",62,"PIM",186,"Chamberino, NM","471",2,207,1.35,0.74,55,29.1,7.9,4.6,1.33,88,37,68,12.2,4.4
"85",62,"PIM",186,"Chamberino, NM","640",1,214,1.44,0.79,55,32.3,9,4.6,1.44,86,41,69,10.6,4.8
"85",62,"PIM",186,"Chamberino, NM","640",2,215,1.4,0.74,53,30,7.8,4.4,1.38,87,47,68,11.4,4.4
"85",62,"PIM",186,"Chamberino, NM","691",1,223,1.48,0.82,55,30.8,7.6,3.9,1.45,87,40,69.5,11.8,3.6
"85",62,"PIM",186,"Chamberino, NM","691",2,216,1.44,0.76,52,28.1,7.7,4,1.49,87,45,68.5,11.6,3.6
"85",62,"PIM",186,"Chamberino, NM","726",1,202,1.36,0.72,53,30,8.7,4.5,1.27,82,40,70.5,11,4.3
"85",62,"PIM",186,"Chamberino, NM","726",2,202,1.35,0.69,51,29.3,8.6,4.6,1.38,85,47,69.5,11.8,4.3
"85",62,"PIM",186,"Chamberino, NM","727",1,226,1.4,0.74,53,33,7.9,4.6,1.51,85,44,75.5,9.2,4.7
"85",62,"PIM",186,"Chamberino, NM","727",2,220,1.43,0.77,53,31.7,8.1,4.5,1.48,86,45,74.5,9.6,4.3
"85",62,"PIM",186,"Chamberino, NM","728",1,198,1.42,0.76,53,27.9,8.3,4,1.43,86,34,67.5,11.2,4.2
"85",62,"PIM",186,"Chamberino, NM","728",2,208,1.42,0.77,54,29,7.7,4.3,1.4,87,34,67.5,11.8,3.9
"85",71,"RHQ",19,"College Station, TX","80",1,130,1.09,0.5,45,20.6,6.5,3.4,1.12,80,26,75,10,3.3
"85",71,"RHQ",19,"College Station, TX","80",2,128,1.08,0.51,47,18.5,5.6,4,1.11,82,26,71,10.2,4
"85",71,"RHQ",19,"College Station, TX","560",1,137,1.1,0.53,48,19.4,4.9,4.2,1.14,84,23,73,10.4,4
"85",71,"RHQ",19,"College Station, TX","560",2,133,1.06,0.47,44,19.9,5.3,3,1.08,79,25,72.5,10.2,3.1
"85",71,"RHQ",19,"College Station, TX","561",1,143,1.13,0.54,47,21.2,5.4,3.3,1.11,82,26,73.5,9.6,3.6
"85",71,"RHQ",19,"College Station, TX","561",2,148,1.11,0.53,47,21.5,5.2,3.1,1.09,79,26,72.5,9.8,3.3
"85",71,"RHQ",19,"College Station, TX","562",1,142,1.1,0.51,46,21.7,5.1,3.3,1.13,82,25,73.5,9.2,3.6
"85",71,"RHQ",19,"College Station, TX","562",2,142,1.09,0.49,44,19.8,4.9,3.7,1.14,83,26,74,9.8,3.4
"85",71,"RHQ",19,"College Station, TX","563",1,154,1.16,0.55,47,21.9,5.5,3.1,1.15,81,27,69.5,9.2,3.4
"85",71,"RHQ",19,"College Station, TX","563",2,153,1.12,0.55,49,21.7,5.8,3.3,1.14,82,26,71,10,3.7
"85",71,"RHQ",19,"College Station, TX","564",1,142,1.14,0.53,46,21.5,5.6,3.7,1.18,84,24,73.5,10.2,3.9
"85",71,"RHQ",19,"College Station, TX","564",2,144,1.14,0.53,46,20.4,5.7,3.5,1.14,82,26,72,9.4,3.6
"85",71,"RHQ",19,"College Station, TX","574",1,152,1.13,0.56,49,22.1,5.7,3.6,1.15,84,27,74.5,9.6,3.5
"85",71,"RHQ",19,"College Station, TX","574",2,144,1.1,0.54,48,20.4,5,3.8,1.12,82,24,72.5,9.4,3.8
"85",71,"RHQ",19,"College Station, TX","654",1,162,1.12,0.54,48,20.2,5.2,3.1,1.12,83,25,72,10.2,3.1
"85",71,"RHQ",19,"College Station, TX","654",2,163,1.11,0.52,46,21.1,5.3,3.3,1.11,82,25,71.5,10,3.2
"85",71,"RHQ",19,"College Station, TX","679",1,174,1.1,0.54,49,25.6,5.5,3.1,1.14,84,29,72,9.6,3.4
"85",71,"RHQ",19,"College Station, TX","679",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",71,"RHQ",19,"College Station, TX","685",1,157,1.15,0.54,47,22.1,5.5,3.7,1.16,84,26,74.5,10,4
"85",71,"RHQ",19,"College Station, TX","685",2,145,1.13,0.51,45,20.6,5.5,3.9,1.13,82,26,71,11,3.7
"85",71,"RHQ",19,"College Station, TX","705",1,149,1.14,0.54,47,20.5,5.4,3.7,1.17,82,27,69.5,10.2,3.7
"85",71,"RHQ",19,"College Station, TX","705",2,151,1.15,0.56,48,22.1,4.9,3.9,1.13,83,27,70.5,10,3.9
"85",71,"RHQ",19,"College Station, TX","714",1,154,1.13,0.55,48,21.8,6,3.5,1.13,81,29,74,10,3.5
"85",71,"RHQ",19,"College Station, TX","714",2,154,1.14,0.53,46,22.2,5.6,3.5,1.19,85,27,73,9.8,3.7
"85",71,"RHQ",19,"College Station, TX","715",1,131,1.15,0.53,45,18.9,5,3.8,1.2,82,25,74.5,9.6,4
"85",71,"RHQ",19,"College Station, TX","715",2,136,1.13,0.48,42,19.9,5.1,3.4,1.17,80,23,73.5,9.8,3.4
"85",71,"RHQ",19,"College Station, TX","716",1,144,1.16,0.54,46,20.6,5.9,4.1,1.18,83,27,74.5,9.8,3.9
"85",71,"RHQ",19,"College Station, TX","716",2,149,1.18,0.56,47,22.1,5.8,3.4,1.18,84,25,75,9.8,3.7
"85",71,"RHQ",19,"College Station, TX","717",1,159,1.08,0.52,47,22.5,5.2,3.9,1.13,82,27,73.5,9.6,4.8
"85",71,"RHQ",19,"College Station, TX","717",2,157,1.12,0.54,47,21.7,5.5,3.7,1.09,82,29,72.5,9.4,3.6
"85",71,"RHQ",19,"College Station, TX","718",1,161,1.19,0.55,46,22.4,5.2,3.7,1.24,84,29,72,9,3.8
"85",71,"RHQ",19,"College Station, TX","718",2,148,1.16,0.53,45,22.1,5.1,4.1,1.22,85,29,70.5,8.8,3.9
"85",71,"RHQ",24,"Saint Joseph, LA","80",1,127,1.14,0.58,50,19.9,5.5,5.2,1.16,84,25,77,8.4,5
"85",71,"RHQ",24,"Saint Joseph, LA","80",2,131,1.12,0.55,48,19.3,5.4,5,1.14,82,23,77,8,5
"85",71,"RHQ",24,"Saint Joseph, LA","560",1,138,1.12,0.55,48,20.3,5.8,4.9,1.17,84,27,73.5,8.4,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","560",2,139,1.13,0.56,48,19.4,5.2,4.6,1.14,83,25,73,8.2,4.7
"85",71,"RHQ",24,"Saint Joseph, LA","561",1,149,1.14,0.55,47,21.7,5.2,5.3,1.14,83,30,73,9.6,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","561",2,140,1.12,0.56,49,20.6,5,4.9,1.11,83,26,76.5,9,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","562",1,146,1.15,0.56,48,21.4,5.3,4.9,1.16,84,27,71,7.8,5.1
"85",71,"RHQ",24,"Saint Joseph, LA","562",2,142,1.16,0.57,48,21.5,5.1,4.7,1.19,84,29,74,8.6,4.7
"85",71,"RHQ",24,"Saint Joseph, LA","563",1,146,1.16,0.56,47,20.6,5.5,4.6,1.18,84,28,75.5,7.6,4.7
"85",71,"RHQ",24,"Saint Joseph, LA","563",2,140,1.18,0.58,48,21.2,5.5,4.8,1.19,83,28,76.5,8.6,4.6
"85",71,"RHQ",24,"Saint Joseph, LA","564",1,138,1.19,0.57,47,20.7,5.8,4.6,1.2,84,25,73.5,8.4,4.9
"85",71,"RHQ",24,"Saint Joseph, LA","564",2,140,1.15,0.56,48,21.2,5.7,4.7,1.15,82,26,76.5,8.4,4.6
"85",71,"RHQ",24,"Saint Joseph, LA","574",1,137,1.15,0.56,48,20.9,5.2,5.2,1.13,84,25,75.5,8.4,4.9
"85",71,"RHQ",24,"Saint Joseph, LA","574",2,129,1.13,0.56,49,19.6,5.5,4.7,1.16,83,26,71,9.2,5.1
"85",71,"RHQ",24,"Saint Joseph, LA","654",1,156,1.16,0.58,49,22,5.6,4.7,1.21,85,29,76,8.2,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","654",2,159,1.17,0.58,49,22.6,5.8,4.8,1.15,85,29,78,8.4,5.2
"85",71,"RHQ",24,"Saint Joseph, LA","679",1,157,1.15,0.59,50,22.4,5.7,4.5,1.14,85,27,75.5,8,4.3
"85",71,"RHQ",24,"Saint Joseph, LA","679",2,146,1.14,0.56,49,20.7,5.8,4.3,1.13,82,29,73,7.6,4.1
"85",71,"RHQ",24,"Saint Joseph, LA","685",1,142,1.17,0.57,48,20.4,5.4,5,1.19,84,25,73.5,7.4,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","685",2,149,1.19,0.59,49,21,5.4,4.8,1.22,84,27,75.5,9,4.9
"85",71,"RHQ",24,"Saint Joseph, LA","705",1,151,1.22,0.6,49,22.2,5.5,5,1.22,85,26,76,7.8,4.8
"85",71,"RHQ",24,"Saint Joseph, LA","705",2,148,1.19,0.58,48,21.5,5.5,4.8,1.23,85,25,72.5,8.6,4.9
"85",71,"RHQ",24,"Saint Joseph, LA","714",1,137,1.15,0.56,48,20.7,5.6,4.6,1.17,83,26,71.5,8.8,4.7
"85",71,"RHQ",24,"Saint Joseph, LA","714",2,140,1.15,0.58,50,20.2,5.7,4.7,1.2,85,28,73.5,8.2,4.9
"85",71,"RHQ",24,"Saint Joseph, LA","715",1,132,1.18,0.55,46,19,5.3,4.4,1.16,81,25,75,7.8,4.3
"85",71,"RHQ",24,"Saint Joseph, LA","715",2,136,1.17,0.54,46,19.5,5.4,4.6,1.18,82,24,75.5,8.6,4.5
"85",71,"RHQ",24,"Saint Joseph, LA","716",1,136,1.16,0.55,46,22.2,6,5,1.2,85,26,77,8.8,4.7
"85",71,"RHQ",24,"Saint Joseph, LA","716",2,138,1.18,0.58,48,20.4,5.7,4.9,1.19,83,24,75.5,7.8,5
"85",71,"RHQ",24,"Saint Joseph, LA","717",1,136,1.1,0.55,49,22.3,5.6,4.9,1.12,83,28,73,8.2,5.1
"85",71,"RHQ",24,"Saint Joseph, LA","717",2,148,1.11,0.57,50,22.5,5.7,5.3,1.15,84,29,77.5,8.6,5.6
"85",71,"RHQ",24,"Saint Joseph, LA","718",1,153,1.21,0.59,48,23,5.2,5.3,1.23,84,30,75.5,7.4,5
"85",71,"RHQ",24,"Saint Joseph, LA","718",2,158,1.21,0.59,48,22.3,5.2,5.3,1.22,84,30,76,8,5.1
"85",71,"RHQ",25,"Stoneville, MS","80",1,137,1.15,0.56,48,19.1,5.9,4.5,1.18,83,26,77,9,4.3
"85",71,"RHQ",25,"Stoneville, MS","80",2,138,1.19,0.58,48,20.1,5.9,4.4,1.19,82,27,80,9.4,4.3
"85",71,"RHQ",25,"Stoneville, MS","560",1,152,1.18,0.56,47,22,6.1,4.1,1.18,83,30,75,9,4.2
"85",71,"RHQ",25,"Stoneville, MS","560",2,152,1.17,0.54,45,19.8,5.7,3.5,1.2,82,25,74,10.4,3.4
"85",71,"RHQ",25,"Stoneville, MS","561",1,157,1.15,0.52,44,22.1,5.6,3.9,1.21,83,30,79.5,9.2,3.9
"85",71,"RHQ",25,"Stoneville, MS","561",2,153,1.15,0.54,47,23,5.8,3.8,1.19,82,30,73,9.6,3.9
"85",71,"RHQ",25,"Stoneville, MS","562",1,152,1.22,0.57,46,21.1,5.9,3.8,1.24,82,30,75,9.6,3.8
"85",71,"RHQ",25,"Stoneville, MS","562",2,152,1.18,0.54,45,20.8,5.9,3.6,1.23,80,30,74.5,8.4,3.5
"85",71,"RHQ",25,"Stoneville, MS","563",1,152,1.2,0.55,45,22,6.1,3.7,1.21,83,28,78,9.2,3.6
"85",71,"RHQ",25,"Stoneville, MS","563",2,154,1.18,0.55,46,21.6,6.3,3.3,1.21,82,28,78.5,9,3.6
"85",71,"RHQ",25,"Stoneville, MS","564",1,146,1.21,0.56,46,20.4,5.8,3.6,1.21,81,27,80,9,3.3
"85",71,"RHQ",25,"Stoneville, MS","564",2,146,1.19,0.56,46,20.1,6,3.6,1.21,81,27,77.5,8.4,3.5
"85",71,"RHQ",25,"Stoneville, MS","574",1,144,1.18,0.55,46,21.2,5.6,3.8,1.19,80,28,79,9.6,3.4
"85",71,"RHQ",25,"Stoneville, MS","574",2,147,1.17,0.55,46,20.6,5.7,3.7,1.19,81,26,78,9.2,3.4
"85",71,"RHQ",25,"Stoneville, MS","654",1,167,1.2,0.57,47,22.1,5.3,4.4,1.22,84,27,77,8.8,4.2
"85",71,"RHQ",25,"Stoneville, MS","654",2,169,1.17,0.58,49,24,5.4,3.7,1.22,85,32,77.5,9.4,3.5
"85",71,"RHQ",25,"Stoneville, MS","679",1,171,1.17,0.55,46,24.9,5.5,3.7,1.21,83,31,78.5,9.4,3.8
"85",71,"RHQ",25,"Stoneville, MS","679",2,176,1.18,0.56,47,25.4,5.8,3.7,1.18,81,32,76.5,8.8,3.5
"85",71,"RHQ",25,"Stoneville, MS","685",1,160,1.23,0.58,46,22,5.3,4.2,1.26,83,30,75.5,9.2,4
"85",71,"RHQ",25,"Stoneville, MS","685",2,156,1.18,0.55,46,22.9,5.8,3.9,1.25,83,29,78.5,9.4,3.9
"85",71,"RHQ",25,"Stoneville, MS","705",1,163,1.24,0.58,46,21.7,5.5,4.1,1.26,82,30,78,9.4,3.8
"85",71,"RHQ",25,"Stoneville, MS","705",2,162,1.23,0.55,44,22.4,5.4,4,1.23,83,30,77,9.6,3.8
"85",71,"RHQ",25,"Stoneville, MS","714",1,159,1.19,0.56,47,21.2,6.1,4,1.25,83,32,76.5,9.4,4
"85",71,"RHQ",25,"Stoneville, MS","714",2,161,1.18,0.54,45,21.7,5.7,3.8,1.23,83,30,76,9.8,3.7
"85",71,"RHQ",25,"Stoneville, MS","715",1,147,1.21,0.55,45,18.6,5.9,3.5,1.26,80,26,79.5,8.6,3.4
"85",71,"RHQ",25,"Stoneville, MS","715",2,153,1.19,0.54,44,20,5.7,3.4,1.23,80,24,81,8.4,3.3
"85",71,"RHQ",25,"Stoneville, MS","716",1,151,1.18,0.54,45,21,5.6,3.8,1.22,80,29,78,9.2,3.6
"85",71,"RHQ",25,"Stoneville, MS","716",2,148,1.18,0.55,45,20.9,5.6,4,1.24,82,29,78.5,9.4,3.8
