"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","uhm_mot","ui_mot","str_mpt","rd_mot","b_mot","mic_mot"
"85",20,"EAS",87,"Belle Mina, AL","611",1,132,1.07,0.47,44,19.1,6.5,4.3,1.12,83,25,80.5,9.2,3.9
"85",20,"EAS",87,"Belle Mina, AL","611",2,143,1.14,0.54,48,20.1,6.1,4.4,1.17,83,24,78,8.2,4.3
"85",20,"EAS",87,"Belle Mina, AL","635",1,132,1.06,0.53,50,20.1,6.4,3.9,1.04,81,25,78,9.4,3.9
"85",20,"EAS",87,"Belle Mina, AL","635",2,133,1.05,0.5,48,21,6.1,4.4,1.07,83,25,78.5,8.8,4.4
"85",20,"EAS",87,"Belle Mina, AL","638",1,127,1.12,0.54,48,18.1,6.1,4.6,1.13,83,23,76.5,9,4.3
"85",20,"EAS",87,"Belle Mina, AL","638",2,124,1.1,0.5,46,17.5,6.2,4,1.12,83,21,76,9,4.1
"85",20,"EAS",87,"Belle Mina, AL","649",1,165,1.13,0.54,48,23.1,6.1,3.9,1.16,84,26,79,8.6,4.5
"85",20,"EAS",87,"Belle Mina, AL","649",2,161,1.11,0.5,45,21.4,5.9,4.3,1.18,85,26,72.5,9.4,4.3
"85",20,"EAS",87,"Belle Mina, AL","679",1,160,1.15,0.57,50,23.1,6.6,4,1.2,86,28,80,8.8,4
"85",20,"EAS",87,"Belle Mina, AL","679",2,175,1.18,0.59,50,23.4,5.6,3.8,1.14,85,27,77.5,7.6,3.8
"85",20,"EAS",87,"Belle Mina, AL","681",1,131,1.08,0.52,49,19.1,5.7,4.3,1.11,83,23,78,8.6,4.5
"85",20,"EAS",87,"Belle Mina, AL","681",2,134,1.1,0.54,49,18.7,5.9,4.3,1.11,82,22,77.5,8.4,5
"85",20,"EAS",87,"Belle Mina, AL","689",1,125,1.13,0.52,46,17.6,6.7,4.2,1.15,82,21,79.5,9.2,3.8
"85",20,"EAS",87,"Belle Mina, AL","689",2,125,1.1,0.52,47,18.6,6.5,4.4,1.14,84,23,80.5,8.8,4.2
"85",20,"EAS",130,"Midville, GA","80",1,127,1.17,0.61,51,18.9,6.1,5,1.19,85,25,76,9,4.9
"85",20,"EAS",130,"Midville, GA","80",2,130,1.16,0.63,53,19.1,6.5,5.1,1.2,85,25,74.5,9.4,4.9
"85",20,"EAS",130,"Midville, GA","450",1,140,1.17,0.58,50,19.8,5.2,5,1.22,85,28,77.5,9.4,4.7
"85",20,"EAS",130,"Midville, GA","450",2,143,1.19,0.58,49,18.6,5.4,4.4,1.2,84,28,74.5,8.4,5.2
"85",20,"EAS",130,"Midville, GA","513",1,148,1.23,0.61,50,19.4,5.9,4.9,1.21,86,30,75.5,9.2,4.8
"85",20,"EAS",130,"Midville, GA","513",2,139,1.17,0.6,51,17.9,5.9,4.7,1.23,85,27,76,9.4,4.9
"85",20,"EAS",130,"Midville, GA","570",1,148,1.25,0.61,49,19,6.1,4.3,1.26,84,26,72,9.6,4.9
"85",20,"EAS",130,"Midville, GA","570",2,137,1.22,0.59,49,21.4,5.3,4.8,1.25,83,29,74,9.6,4.3
"85",20,"EAS",130,"Midville, GA","574",1,146,1.23,0.64,50,20.7,5.3,4.8,1.22,84,25,77.5,8.4,4.8
"85",20,"EAS",130,"Midville, GA","574",2,147,1.23,0.61,49,21.8,5.7,4.7,1.25,85,28,77.5,9,4.6
"85",20,"EAS",130,"Midville, GA","575",1,135,1.15,0.59,50,19.5,5.8,5.3,1.17,84,24,76.5,8.6,5.3
"85",20,"EAS",130,"Midville, GA","575",2,138,1.17,0.57,47,19.6,5.3,5.2,1.2,85,26,78,9,4.9
"85",20,"EAS",130,"Midville, GA","593",1,156,1.29,0.62,49,20.8,5.4,4.4,1.28,88,31,75.5,9,5
"85",20,"EAS",130,"Midville, GA","593",2,160,1.19,0.6,50,20.2,5.3,4.5,1.24,85,28,72.5,9.2,4.8
"85",20,"EAS",130,"Midville, GA","603",1,147,1.21,0.59,49,19.7,6.4,4.7,1.22,84,27,77,8.8,4.6
"85",20,"EAS",130,"Midville, GA","603",2,149,1.22,0.61,51,20.5,6.4,4.6,1.22,84,28,78,8.8,4.6
"85",20,"EAS",130,"Midville, GA","611",1,131,1.2,0.61,50,20.3,6.7,4.8,1.21,86,26,73.5,9.8,4.7
"85",20,"EAS",130,"Midville, GA","611",2,132,1.21,0.59,47,19.4,6.3,4.7,1.21,84,27,77.5,9,4.3
"85",20,"EAS",130,"Midville, GA","635",1,143,1.15,0.62,53,20,5.7,4.8,1.12,84,24,76.5,9.2,4.8
"85",20,"EAS",130,"Midville, GA","635",2,140,1.14,0.62,53,20.6,6.1,5,1.11,83,26,77,9.4,4.7
"85",20,"EAS",130,"Midville, GA","638",1,134,1.21,0.61,49,18.8,6.6,4.4,1.2,85,24,75,9.8,4.6
"85",20,"EAS",130,"Midville, GA","638",2,136,1.22,0.64,51,20.6,5.9,4.4,1.21,83,27,75.5,9.6,4.2
"85",20,"EAS",130,"Midville, GA","649",1,154,1.2,0.63,51,20.6,4.8,5,1.24,84,28,76.5,9.2,5
"85",20,"EAS",130,"Midville, GA","649",2,149,1.22,0.61,48,21,5.5,4.9,1.2,85,28,75.5,9.2,5.1
"85",20,"EAS",130,"Midville, GA","679",1,164,1.21,0.65,52,24.3,5.2,4.4,1.18,84,29,76.5,8.6,4.3
"85",20,"EAS",130,"Midville, GA","679",2,167,1.22,0.65,51,22,5.7,4,1.21,85,29,76,9.6,4.1
"85",20,"EAS",130,"Midville, GA","681",1,132,1.17,0.63,53,20.3,5.7,5.2,1.15,85,29,73,9.2,4.4
"85",20,"EAS",130,"Midville, GA","681",2,141,1.18,0.58,48,20.1,5.1,4.8,1.21,84,26,77,8.8,4.7
"85",20,"EAS",130,"Midville, GA","689",1,126,1.22,0.6,49,17.8,7.2,4.5,1.25,85,26,77.5,8.4,4.8
"85",20,"EAS",130,"Midville, GA","689",2,131,1.21,0.62,52,17.5,6.5,4.8,1.22,83,26,79.5,8.4,4.9
"85",30,"CEN",19,"College Station, TX","80",1,141,1.08,0.52,48,19.7,5.8,3.9,1.14,84,25,73,10,3.8
"85",30,"CEN",19,"College Station, TX","80",2,138,1.06,0.52,48,18.6,5.3,4,1.1,83,24,74,10.8,4.1
"85",30,"CEN",19,"College Station, TX","469",1,146,1.09,0.52,47,19.3,5,4.7,1.15,81,26,73,10,4.2
"85",30,"CEN",19,"College Station, TX","469",2,144,1.14,0.54,47,19.2,6,4,1.18,84,24,75,9.2,4.1
"85",30,"CEN",19,"College Station, TX","574",1,148,1.12,0.54,47,20.1,4.7,3.6,1.13,83,24,72.5,9.8,3.9
"85",30,"CEN",19,"College Station, TX","574",2,155,1.1,0.54,49,19.8,4.9,3.4,1.13,82,25,76,10.4,3.3
"85",30,"CEN",19,"College Station, TX","575",1,143,1.12,0.54,47,18.1,4.5,3.9,1.14,84,22,75.5,10.2,3.8
"85",30,"CEN",19,"College Station, TX","575",2,142,1.12,0.52,45,18.6,4.6,4.1,1.13,83,22,74,10.2,3.9
"85",30,"CEN",19,"College Station, TX","611",1,147,1.15,0.54,47,20.5,5.5,3.9,1.18,83,29,73,8.6,3.5
"85",30,"CEN",19,"College Station, TX","611",2,148,1.12,0.53,47,19.6,5.4,3.7,1.15,83,27,76,9.2,3.6
"85",30,"CEN",19,"College Station, TX","635",1,144,1.08,0.53,48,19.9,5.2,3.7,1.09,83,23,74.5,9.4,3.6
"85",30,"CEN",19,"College Station, TX","635",2,139,1.08,0.54,49,19.4,5.1,3.7,1.05,83,25,72.5,9.6,3.7
"85",30,"CEN",19,"College Station, TX","638",1,144,1.12,0.55,48,20.6,5.4,3.3,1.15,82,25,74,9.4,3.2
"85",30,"CEN",19,"College Station, TX","638",2,141,1.14,0.56,49,20.3,6.4,3.4,1.16,83,24,74.5,10.2,3.2
"85",30,"CEN",19,"College Station, TX","649",1,158,1.09,0.52,48,22,5.4,3.7,1.13,84,27,76,9.8,3.8
"85",30,"CEN",19,"College Station, TX","649",2,161,1.12,0.55,48,22.9,5.2,3.8,1.15,83,26,75,9.4,3.6
"85",30,"CEN",19,"College Station, TX","679",1,172,1.11,0.53,47,25.4,5.2,3.6,1.15,85,29,68,8.8,3.6
"85",30,"CEN",19,"College Station, TX","679",2,171,1.09,0.53,48,23.9,5,3.4,1.13,84,27,74,9.2,3.4
"85",30,"CEN",21,"Weslaco, TX","80",1,131,1.06,0.52,49,18.5,5.9,4.7,1.09,84,25,76.5,10.4,4.7
"85",30,"CEN",21,"Weslaco, TX","80",2,134,1.06,0.5,47,19.4,6.3,5.2,1.08,82,26,76,10.4,4.6
"85",30,"CEN",21,"Weslaco, TX","469",1,132,1.06,0.5,47,21.1,6.6,5.3,1.13,84,24,70,10,5.3
"85",30,"CEN",21,"Weslaco, TX","469",2,144,1.11,0.56,50,20.5,6.5,4.8,1.15,85,26,79.5,10.8,4.8
"85",30,"CEN",21,"Weslaco, TX","574",1,138,1.07,0.52,48,19.4,5.2,4.9,1.09,85,24,77,10.8,5.4
"85",30,"CEN",21,"Weslaco, TX","574",2,144,1.1,0.55,50,19.6,5,4.6,1.13,85,27,74.5,11.2,4.8
"85",30,"CEN",21,"Weslaco, TX","575",1,133,1.07,0.53,49,19.1,5.5,5,1.12,84,23,77.5,10.4,5
"85",30,"CEN",21,"Weslaco, TX","575",2,135,1.08,0.52,48,18.9,5.3,4.5,1.12,83,24,77.5,10.2,4.7
"85",30,"CEN",21,"Weslaco, TX","611",1,133,1.07,0.52,48,19.9,6.5,5.1,1.1,85,25,77,10.6,4.9
"85",30,"CEN",21,"Weslaco, TX","611",2,134,1.04,0.5,47,19.5,6.3,4.9,1.13,86,26,77,10.2,4.7
"85",30,"CEN",21,"Weslaco, TX","635",1,126,1.01,0.51,50,20,5.3,5.4,1.04,84,23,75.5,10.2,5.3
"85",30,"CEN",21,"Weslaco, TX","635",2,124,0.98,0.5,51,18.4,5.1,5.5,1.03,83,24,76,10.2,5.6
"85",30,"CEN",21,"Weslaco, TX","638",1,130,1.08,0.55,50,18.7,6,4.7,1.1,84,24,74.5,11.6,4.8
"85",30,"CEN",21,"Weslaco, TX","638",2,128,1.08,0.54,49,20,6.4,4.8,1.1,85,24,75.5,10.8,4.9
"85",30,"CEN",21,"Weslaco, TX","649",1,150,1.08,0.55,50,22.7,6.5,4.9,1.11,84,29,65,10.4,4.8
"85",30,"CEN",21,"Weslaco, TX","649",2,136,1.08,0.53,49,21.8,6.1,5.2,1.1,85,26,77,10.2,4.9
"85",30,"CEN",21,"Weslaco, TX","679",1,172,1.09,0.54,49,24.5,5.3,4.5,1.12,87,28,76.5,10,4.5
"85",30,"CEN",21,"Weslaco, TX","679",2,172,1.12,0.59,52,24.6,5.7,4.8,1.13,85,31,75.5,10.4,4.5
"85",30,"CEN",23,"Bossier City, LA","80",1,139,1.07,0.51,46,19.9,5.8,4.7,1.12,83,25,77,8.4,4.8
"85",30,"CEN",23,"Bossier City, LA","80",2,136,1.06,0.5,46,19,5.9,4.6,1.07,82,25,76.5,9.8,4.5
"85",30,"CEN",23,"Bossier City, LA","469",1,147,1.14,0.56,48,20.6,5.8,5,1.11,83,27,77.5,8.6,4.9
"85",30,"CEN",23,"Bossier City, LA","469",2,149,1.13,0.56,49,20.7,6.5,4.5,1.08,82,24,76,8.8,4.5
"85",30,"CEN",23,"Bossier City, LA","574",1,148,1.11,0.53,47,19.2,5.5,4.4,1.13,83,25,76,9,4.4
"85",30,"CEN",23,"Bossier City, LA","574",2,150,1.11,0.55,48,18.3,5.4,4.6,1.13,83,25,75,8.2,4.3
"85",30,"CEN",23,"Bossier City, LA","575",1,143,1.11,0.53,47,19.2,5.5,4.7,1.12,82,24,77.5,8.2,4.5
"85",30,"CEN",23,"Bossier City, LA","575",2,141,1.11,0.54,48,18.7,5.6,5.1,1.15,80,25,76,7.8,4.7
"85",30,"CEN",23,"Bossier City, LA","611",1,143,1.11,0.55,49,19.3,6.4,4.6,1.13,84,26,78,8.6,4.2
"85",30,"CEN",23,"Bossier City, LA","611",2,147,1.12,0.56,50,20.4,5.7,4.5,1.12,84,28,76,8.6,4.3
"85",30,"CEN",23,"Bossier City, LA","635",1,141,1.06,0.53,49,20.9,5.8,4.3,1.06,82,26,70,8.6,4.2
"85",30,"CEN",23,"Bossier City, LA","635",2,139,1.05,0.52,49,20.7,5.4,4.4,1.05,83,23,77.5,8.6,4.4
"85",30,"CEN",23,"Bossier City, LA","638",1,143,1.09,0.54,49,20.5,5.7,4.6,1.11,83,26,76,9.2,4.3
"85",30,"CEN",23,"Bossier City, LA","638",2,140,1.07,0.52,48,20,5.8,4.3,1.08,82,25,76,9,4.2
"85",30,"CEN",23,"Bossier City, LA","649",1,151,1.08,0.54,49,21.1,6.3,5.1,1.08,84,28,78.5,9,4.8
"85",30,"CEN",23,"Bossier City, LA","649",2,158,1.09,0.56,51,21.8,5.5,5.2,1.14,84,34,75.5,8,5.1
"85",30,"CEN",23,"Bossier City, LA","679",1,184,1.09,0.55,50,25.2,5.5,4.4,1.14,85,32,78,8.6,4.5
"85",30,"CEN",23,"Bossier City, LA","679",2,185,1.1,0.55,49,24.6,5.3,4.3,1.09,85,32,76,8.8,4.4
"85",30,"CEN",72,"Beeville, TX","80",1,129,1.07,0.52,48,17.2,4.9,4.5,1.09,82,23,74,9.4,4.3
"85",30,"CEN",72,"Beeville, TX","80",2,136,1.07,0.52,48,17.2,5.1,4.5,1.09,83,23,75,9,4.3
"85",30,"CEN",72,"Beeville, TX","469",1,136,1.07,0.52,48,18.6,5.3,4.3,1.1,81,23,74.5,8.6,4.3
"85",30,"CEN",72,"Beeville, TX","469",2,138,1.11,0.53,48,18.8,5.9,3.7,1.13,82,23,74,9,3.7
"85",30,"CEN",72,"Beeville, TX","574",1,142,1.08,0.51,47,19.5,4.6,3.9,1.12,84,24,74.5,9,3.7
"85",30,"CEN",72,"Beeville, TX","574",2,148,1.11,0.51,46,18.5,4.4,3.8,1.1,82,25,73.5,8.8,3.4
"85",30,"CEN",72,"Beeville, TX","575",1,134,1.06,0.5,46,17.3,4.5,4.4,1.09,81,21,75.5,8.6,4.3
"85",30,"CEN",72,"Beeville, TX","575",2,134,1.08,0.49,45,17.3,4.5,4.4,1.13,83,23,75.5,9,4.2
"85",30,"CEN",72,"Beeville, TX","611",1,132,1.07,0.51,47,17.4,5.4,4.3,1.11,82,21,72,8,4.2
"85",30,"CEN",72,"Beeville, TX","611",2,134,1.08,0.5,45,17.4,5.3,4.1,1.1,81,24,74.5,8.4,3.5
"85",30,"CEN",72,"Beeville, TX","635",1,136,1.05,0.52,49,18.4,4.9,3.8,1.04,82,24,69.5,7.8,4
"85",30,"CEN",72,"Beeville, TX","635",2,139,1.01,0.47,46,17.5,4.9,4.2,1.05,83,22,71.5,8.4,3.9
"85",30,"CEN",72,"Beeville, TX","638",1,133,1.13,0.52,46,18.6,5,4.4,1.17,82,21,73.5,8.6,4.3
"85",30,"CEN",72,"Beeville, TX","638",2,133,1.14,0.53,46,18,5.6,4.1,1.14,80,24,72,9.2,3.8
"85",30,"CEN",72,"Beeville, TX","649",1,140,1.03,0.48,46,19.6,5.5,3.9,1.07,82,25,77,8.8,4.4
"85",30,"CEN",72,"Beeville, TX","649",2,135,1.06,0.5,47,20.7,5.1,4.2,1.09,82,25,75,8.6,4.1
"85",30,"CEN",72,"Beeville, TX","679",1,161,1.04,0.53,50,21.6,5.2,3.9,1.02,81,25,73.5,9.2,4.2
"85",30,"CEN",72,"Beeville, TX","679",2,157,1.08,0.55,50,22.2,4.8,4.2,1.14,86,26,73.5,8.6,4.1
"85",40,"DEL",24,"Saint Joseph, LA","80",1,134,1.13,0.52,45,18.9,6.1,5.2,1.13,83,25,77.5,8.4,4.9
"85",40,"DEL",24,"Saint Joseph, LA","80",2,139,1.15,0.56,48,18.5,6.1,5,1.17,85,25,78.5,8.4,4.9
"85",40,"DEL",24,"Saint Joseph, LA","574",1,144,1.14,0.55,47,21,5.1,5.3,1.15,84,27,74,8.2,5
"85",40,"DEL",24,"Saint Joseph, LA","574",2,150,1.14,0.55,47,21,5.8,5,1.17,86,29,77.5,8.4,4.7
"85",40,"DEL",24,"Saint Joseph, LA","575",1,130,1.13,0.53,46,19.4,5.7,4.8,1.19,85,25,76.5,8,4.8
"85",40,"DEL",24,"Saint Joseph, LA","575",2,137,1.14,0.56,48,20.3,5.9,5,1.17,84,25,76.5,7.6,5
"85",40,"DEL",24,"Saint Joseph, LA","603",1,153,1.17,0.58,49,22.1,5.5,4.6,1.18,82,27,79,8,4.4
"85",40,"DEL",24,"Saint Joseph, LA","603",2,139,1.15,0.58,49,19.7,5.5,4.7,1.17,84,23,77,8,4.5
"85",40,"DEL",24,"Saint Joseph, LA","611",1,141,1.13,0.55,48,19.6,6.1,4.9,1.15,84,24,75,7.4,4.9
"85",40,"DEL",24,"Saint Joseph, LA","611",2,141,1.13,0.55,48,20.4,5.6,4.7,1.19,85,27,77.5,7.8,4.7
"85",40,"DEL",24,"Saint Joseph, LA","635",1,132,1.08,0.54,49,20.8,5.4,4,1.09,83,25,75.5,7.2,4
"85",40,"DEL",24,"Saint Joseph, LA","635",2,130,1.08,0.54,49,20.1,5.6,4.9,1.09,82,27,77,7.4,4.7
"85",40,"DEL",24,"Saint Joseph, LA","638",1,136,1.14,0.57,49,19.4,5.9,4.7,1.13,83,24,75.5,8.4,5
"85",40,"DEL",24,"Saint Joseph, LA","638",2,141,1.15,0.58,49,19,6,4.6,1.21,84,25,75,8.6,4.9
"85",40,"DEL",24,"Saint Joseph, LA","649",1,150,1.15,0.57,49,20.5,5.5,4.8,1.13,83,26,76.5,8.8,5
"85",40,"DEL",24,"Saint Joseph, LA","649",2,154,1.16,0.58,49,21.8,5.4,5.3,1.18,85,31,77.5,8.8,4.9
"85",40,"DEL",24,"Saint Joseph, LA","679",1,164,1.16,0.57,48,24.3,5.4,4.2,1.16,85,31,75.5,8.4,4.5
"85",40,"DEL",24,"Saint Joseph, LA","679",2,161,1.17,0.6,50,24.3,5.5,4.8,1.15,85,30,78.5,9,4.1
"85",40,"DEL",24,"Saint Joseph, LA","690",1,146,1.15,0.57,48,20,5.5,4.6,1.21,83,24,76.5,7.6,4.7
"85",40,"DEL",24,"Saint Joseph, LA","690",2,141,1.15,0.56,48,19.3,5.7,4.7,1.17,84,26,76.5,8.4,4.2
"85",40,"DEL",25,"Stoneville, MS","80",1,134,1.13,0.58,49,19.7,5.8,4.5,1.15,83,27,80,7.8,4.3
"85",40,"DEL",25,"Stoneville, MS","80",2,134,1.1,0.55,48,19.3,5.6,4.4,1.15,84,25,79.5,8.6,4.6
"85",40,"DEL",25,"Stoneville, MS","574",1,144,1.16,0.58,48,20.3,5.4,4.2,1.16,84,27,78.5,7.8,4.1
"85",40,"DEL",25,"Stoneville, MS","574",2,151,1.12,0.55,48,20.8,5.3,4.4,1.18,82,28,79.5,8.2,4.4
"85",40,"DEL",25,"Stoneville, MS","575",1,137,1.11,0.55,48,19,5.5,4.2,1.16,84,28,79.5,7.4,4.1
"85",40,"DEL",25,"Stoneville, MS","575",2,133,1.12,0.55,48,19.1,4.9,4.8,1.15,84,25,80.5,7.8,5
"85",40,"DEL",25,"Stoneville, MS","603",1,149,1.14,0.56,48,20.7,5.3,4,1.17,82,25,82.5,7.8,4.2
"85",40,"DEL",25,"Stoneville, MS","603",2,154,1.13,0.56,48,20.3,5.1,4.1,1.15,83,25,79,8,4.2
"85",40,"DEL",25,"Stoneville, MS","611",1,143,1.13,0.55,47,20.4,6.4,4.2,1.17,83,28,82.5,7.8,4
"85",40,"DEL",25,"Stoneville, MS","611",2,145,1.15,0.56,48,20.1,6.1,4,1.16,83,27,82,7.8,4
"85",40,"DEL",25,"Stoneville, MS","635",1,143,1.07,0.54,49,19.7,5.3,3.8,1.1,83,27,80.5,7.6,4.1
"85",40,"DEL",25,"Stoneville, MS","635",2,146,1.08,0.56,50,20.8,5.7,3.9,1.11,84,24,79.5,8,3.6
"85",40,"DEL",25,"Stoneville, MS","638",1,138,1.13,0.56,48,18.9,5.7,4.1,1.17,84,25,79,8.4,4.1
"85",40,"DEL",25,"Stoneville, MS","638",2,141,1.12,0.53,46,20.3,5.5,3.4,1.15,81,24,78.5,8.2,3.5
"85",40,"DEL",25,"Stoneville, MS","649",1,154,1.13,0.56,48,21.8,5.7,4.4,1.17,82,30,82,8,4.3
"85",40,"DEL",25,"Stoneville, MS","649",2,151,1.11,0.53,47,21.7,5.7,4.6,1.15,83,30,81,8.4,4.6
"85",40,"DEL",25,"Stoneville, MS","679",1,174,1.19,0.63,52,22.9,5.4,4.3,1.2,84,32,79,7,4.1
"85",40,"DEL",25,"Stoneville, MS","679",2,170,1.18,0.64,52,23.4,5.1,4.3,1.15,84,31,80,8.2,4.2
"85",40,"DEL",25,"Stoneville, MS","690",1,142,1.17,0.6,50,19.7,5.8,3.9,1.18,82,24,80,8.2,4
"85",40,"DEL",25,"Stoneville, MS","690",2,143,1.12,0.55,48,20.4,5,4.1,1.17,83,26,80.5,8,4.2
"85",40,"DEL",27,"Clarkedale, AR","80",1,145,1.17,0.57,49,19.4,6.1,4.8,1.19,85,27,81.5,9,4.7
"85",40,"DEL",27,"Clarkedale, AR","80",2,143,1.15,0.58,50,19.2,5.9,4.9,1.18,85,28,80.5,8.6,4.6
"85",40,"DEL",27,"Clarkedale, AR","574",1,161,1.2,0.62,51,19.5,5.5,4.2,1.2,81,29,82.5,8.8,4.1
"85",40,"DEL",27,"Clarkedale, AR","574",2,162,1.18,0.6,50,20.1,5.1,4.5,1.17,83,29,83.5,8.6,4.2
"85",40,"DEL",27,"Clarkedale, AR","575",1,146,1.19,0.61,51,20,5.8,5,1.15,82,27,83,8.6,4.9
"85",40,"DEL",27,"Clarkedale, AR","575",2,145,1.18,0.61,51,19.9,5.2,5,1.19,85,26,81.5,8.6,5.3
"85",40,"DEL",27,"Clarkedale, AR","603",1,158,1.2,0.62,52,19.9,6,4.6,1.23,85,28,82,8.6,4.4
"85",40,"DEL",27,"Clarkedale, AR","603",2,157,1.19,0.62,51,20,5.7,4.9,1.2,85,29,80,8.6,4.5
"85",40,"DEL",27,"Clarkedale, AR","611",1,156,1.19,0.61,51,20.4,5.9,4.1,1.19,83,29,81.5,8.2,4
"85",40,"DEL",27,"Clarkedale, AR","611",2,158,1.19,0.59,50,22.2,5.5,4.3,1.19,83,28,81.5,8.2,3.8
"85",40,"DEL",27,"Clarkedale, AR","635",1,145,1.12,0.59,52,19.7,5.7,4.6,1.08,84,27,81,8.2,4.3
"85",40,"DEL",27,"Clarkedale, AR","635",2,155,1.12,0.57,51,19.5,5.4,4.3,1.17,85,28,80.5,8.2,4.4
"85",40,"DEL",27,"Clarkedale, AR","638",1,150,1.19,0.6,50,20.2,6,4.4,1.23,84,30,78,8.4,4.1
"85",40,"DEL",27,"Clarkedale, AR","638",2,151,1.2,0.62,51,19.7,6,4.4,1.22,83,28,80.5,9.2,4.2
"85",40,"DEL",27,"Clarkedale, AR","649",1,168,1.19,0.59,49,21.5,5.7,4.5,1.21,84,33,82,8.2,4.6
"85",40,"DEL",27,"Clarkedale, AR","649",2,164,1.2,0.62,52,22.1,5.3,4.1,1.2,85,30,80.5,9,4.3
"85",40,"DEL",27,"Clarkedale, AR","679",1,181,1.21,0.65,53,23.9,5.9,4.1,1.18,85,33,80.5,8.4,4.1
"85",40,"DEL",27,"Clarkedale, AR","679",2,174,1.2,0.66,54,23.6,5.6,4.6,1.19,86,33,79.5,8.4,4.1
"85",40,"DEL",27,"Clarkedale, AR","690",1,148,1.19,0.61,51,19.3,5.7,5,1.18,83,26,81,8.8,4.5
"85",40,"DEL",27,"Clarkedale, AR","690",2,157,1.19,0.6,50,19.8,4.7,4.6,1.19,83,27,79,8.6,4.6
"85",40,"DEL",75,"Portageville, MO","80",1,118,1.07,0.44,41,17.6,6.5,3.6,1.1,80,25,67,9.2,3.4
"85",40,"DEL",75,"Portageville, MO","80",2,117,1.12,0.52,46,18.4,6.1,3.8,1.13,80,24,69.5,8.2,3.8
"85",40,"DEL",75,"Portageville, MO","574",1,128,1.15,0.5,43,19.1,5.4,3.9,1.17,80,26,68.5,8.6,3.8
"85",40,"DEL",75,"Portageville, MO","574",2,134,1.16,0.52,44,19.3,5.2,3.7,1.15,81,27,66.5,8.4,3.8
"85",40,"DEL",75,"Portageville, MO","575",1,117,1.12,0.47,42,17.6,5,3.5,1.12,80,24,69.5,8.6,3.5
"85",40,"DEL",75,"Portageville, MO","575",2,120,1.11,0.47,42,18.1,4.9,3.9,1.13,80,25,69.5,8,3.9
"85",40,"DEL",75,"Portageville, MO","603",1,127,1.15,0.48,41,19.6,5.1,3.8,1.15,80,28,69.5,8.6,3.8
"85",40,"DEL",75,"Portageville, MO","603",2,130,1.14,0.52,45,19.4,5.2,3.9,1.12,81,26,68.5,7.8,3.6
"85",40,"DEL",75,"Portageville, MO","611",1,122,1.14,0.47,41,17.5,6,3.6,1.15,79,26,70.5,8.2,3.6
"85",40,"DEL",75,"Portageville, MO","611",2,119,1.13,0.49,43,17.5,5.6,4,1.11,79,25,69,8.2,3.9
"85",40,"DEL",75,"Portageville, MO","635",1,125,1.09,0.5,45,19.4,5.8,4.2,1.1,81,25,68,8,4.3
"85",40,"DEL",75,"Portageville, MO","635",2,122,1.06,0.48,45,19,5.8,4.2,1.05,80,25,69,7.8,4
"85",40,"DEL",75,"Portageville, MO","638",1,123,1.17,0.52,44,19.5,6.4,3.8,1.18,81,25,67,8.2,3.7
"85",40,"DEL",75,"Portageville, MO","638",2,125,1.14,0.52,45,18.1,6.4,4.1,1.15,82,27,67,8.4,3.8
"85",40,"DEL",75,"Portageville, MO","649",1,132,1.15,0.53,46,19.6,5.5,4.1,1.13,80,28,67.5,8.6,3.7
"85",40,"DEL",75,"Portageville, MO","649",2,134,1.16,0.53,45,19,5.2,3.7,1.16,80,27,68,8.4,3.9
"85",40,"DEL",75,"Portageville, MO","679",1,149,1.16,0.55,47,21.6,5.5,4,1.17,82,29,66.5,8,4.1
"85",40,"DEL",75,"Portageville, MO","679",2,143,1.16,0.55,46,21.6,5.6,3.7,1.15,82,28,68.5,8.6,3.8
"85",40,"DEL",75,"Portageville, MO","690",1,126,1.13,0.48,42,19.4,6.1,3.6,1.13,79,25,67.5,8.2,3.7
"85",40,"DEL",75,"Portageville, MO","690",2,128,1.15,0.48,42,19.9,5.6,3.8,1.17,81,25,69,8,3.7
"85",52,"WES",7,"University Park, NM","80",1,134,1.17,0.61,52,18.6,6.4,4.9,1.2,85,24,81.5,9.2,4.7
"85",52,"WES",7,"University Park, NM","80",2,136,1.15,0.53,46,19.1,6.1,4.8,1.19,84,25,81.5,9.2,4.9
"85",52,"WES",7,"University Park, NM","450",1,151,1.14,0.57,49,18.5,4.9,4.6,1.17,84,24,80,8.6,4.5
"85",52,"WES",7,"University Park, NM","450",2,146,1.15,0.57,49,18.6,5.9,4.6,1.17,85,25,79,8.8,4.9
"85",52,"WES",7,"University Park, NM","477",1,170,1.2,0.62,51,22.6,5.5,4.2,1.24,86,28,80.5,8,4.3
"85",52,"WES",7,"University Park, NM","477",2,175,1.24,0.62,50,23.9,5.3,4.2,1.24,86,28,80.5,7.8,4.3
"85",52,"WES",7,"University Park, NM","574",1,151,1.18,0.59,50,19.7,5.9,4.6,1.2,85,24,80.5,8.6,4.6
"85",52,"WES",7,"University Park, NM","574",2,141,1.12,0.53,47,20.3,5.7,4.2,1.18,84,23,79.5,8.8,4.6
"85",52,"WES",7,"University Park, NM","580",1,176,1.2,0.63,52,24,5.4,4.4,1.23,87,31,76.5,8.6,4.2
