"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","uhm_mot","ui_mot","str_mot","rd_mot","b_mot","mic_mot"
"84",12,"PLA",52,"Chillicothe, TX(dry)",80,2,148,1.04,0.52,50,0.215,5.5,4.5,1.09,84,27,69,9,4.4
"84",12,"PLA",52,"Chillicothe, TX(dry)",400,1,127,1.02,0.53,52,0.179,6.3,4.7,1.02,82,27,71,9.8,4.5
"84",12,"PLA",52,"Chillicothe, TX(dry)",400,2,130,1.02,0.52,51,0.194,6.6,4.2,1.02,82,24,70.5,9.4,4.4
"84",12,"PLA",52,"Chillicothe, TX(dry)",566,1,132,0.94,0.46,48,0.195,5.8,4.6,0.95,82,28,71,9.6,4.5
"84",12,"PLA",52,"Chillicothe, TX(dry)",566,2,133,0.96,0.46,48,0.195,5.6,4.2,1,82,27,72,9,4.2
"84",12,"PLA",52,"Chillicothe, TX(dry)",574,1,128,1.02,0.48,46,0.184,5.3,4.7,1.02,82,28,69,9.6,4.4
"84",12,"PLA",52,"Chillicothe, TX(dry)",574,2,143,1,0.47,46,0.179,5.3,4.6,0.99,80,25,71.5,9.8,4.9
"84",12,"PLA",52,"Chillicothe, TX(dry)",634,1,156,1.07,0.53,49,0.246,6.3,4.2,1.09,83,31,68.5,8.8,4.5
"84",12,"PLA",52,"Chillicothe, TX(dry)",634,2,154,1.07,0.55,51,0.23,5.6,4.5,1.09,83,34,69,9,4.4
"84",12,"PLA",52,"Chillicothe, TX(dry)",635,1,127,0.96,0.47,49,0.205,5.9,4.4,0.94,83,25,66,9,4.4
"84",12,"PLA",52,"Chillicothe, TX(dry)",635,2,128,0.96,0.46,47,0.188,5.9,4.8,0.95,82,26,67,9.2,4.7
"84",12,"PLA",52,"Chillicothe, TX(dry)",636,1,136,0.97,0.47,48,0.198,5.5,4.1,0.95,81,26,73,9.6,3.9
"84",12,"PLA",52,"Chillicothe, TX(dry)",636,2,121,0.99,0.46,46,0.188,5.8,4.4,1,82,25,72,9.8,4.3
"84",12,"PLA",52,"Chillicothe, TX(dry)",679,1,185,1.05,0.5,48,0.274,5.5,3.8,1.08,84,35,69.5,8.8,4.1
"84",12,"PLA",52,"Chillicothe, TX(dry)",679,2,179,1.06,0.53,49,0.252,5.3,4,1.07,85,32,71,9.2,4
"84",12,"PLA",52,"Chillicothe, TX(dry)",693,1,153,0.95,0.46,48,0.239,6,4.8,0.99,83,33,71,9.2,5
"84",12,"PLA",52,"Chillicothe, TX(dry)",693,2,135,0.96,0.49,51,0.196,6,5.1,0.92,83,26,69,9.8,5
"84",12,"PLA",52,"Chillicothe, TX(dry)",694,1,149,1.05,0.5,47,0.211,6.4,4.1,1.07,83,27,72.5,9.8,4.1
"84",12,"PLA",52,"Chillicothe, TX(dry)",694,2,143,1.04,0.5,48,0.213,6.3,4,1.02,82,23,70.5,9.4,4
"84",12,"PLA",52,"Chillicothe, TX(dry)",695,1,139,0.96,0.43,45,0.222,5.8,4,0.94,81,25,71.5,9.8,4.2
"84",12,"PLA",52,"Chillicothe, TX(dry)",695,2,138,0.98,0.48,49,0.206,5.9,3.6,0.96,82,26,72.5,9.4,3.7
"84",20,"EAS",30,"Jackson, TN",80,1,146,1.19,0.59,50,0.191,6.6,4.4,1.24,85,28,80,9.2,4.3
"84",20,"EAS",30,"Jackson, TN",80,2,142,1.2,0.57,48,0.198,7,4.2,1.22,85,27,78,9.2,4.3
"84",20,"EAS",30,"Jackson, TN",450,1,160,1.17,0.57,49,0.207,6.3,3.7,1.24,84,32,78.5,9,3.5
"84",20,"EAS",30,"Jackson, TN",450,2,161,1.18,0.59,50,0.189,5.9,3.8,1.21,85,29,78,8.6,3.8
"84",20,"EAS",30,"Jackson, TN",513,1,145,1.17,0.56,48,0.205,6.8,4.2,1.24,83,28,79.5,8.6,4.1
"84",20,"EAS",30,"Jackson, TN",513,2,154,1.2,0.58,49,0.206,6.3,4.1,1.23,85,31,78.5,8.6,4
"84",20,"EAS",30,"Jackson, TN",570,1,170,1.22,0.58,48,0.231,6.2,3.8,1.29,85,31,80,9,3.7
"84",20,"EAS",30,"Jackson, TN",570,2,162,1.25,0.64,51,0.227,7,3.5,1.3,84,33,80,9,3.4
"84",20,"EAS",30,"Jackson, TN",574,1,157,1.17,0.57,49,0.215,6.1,3.5,1.22,84,28,78,8.8,3.7
"84",20,"EAS",30,"Jackson, TN",574,2,160,1.2,0.6,49,0.204,6.6,3.8,1.26,85,29,78.5,9,3.6
"84",20,"EAS",30,"Jackson, TN",575,1,149,1.21,0.59,49,0.194,5.9,4.4,1.22,84,29,79.5,9,4.4
"84",20,"EAS",30,"Jackson, TN",575,2,151,1.21,0.61,50,0.199,5.8,4.2,1.27,86,28,80.5,8.8,4
"84",20,"EAS",30,"Jackson, TN",593,1,177,1.24,0.64,51,0.241,5.9,3.6,1.31,86,32,79,8.8,3.5
"84",20,"EAS",30,"Jackson, TN",593,2,174,1.24,0.62,51,0.248,6.2,3.6,1.3,86,34,78.5,9.4,3.6
"84",20,"EAS",30,"Jackson, TN",603,1,158,1.21,0.6,49,0.225,6.5,3.7,1.23,86,29,79.5,9,3.8
"84",20,"EAS",30,"Jackson, TN",603,2,163,1.21,0.61,50,0.221,6,3.9,1.27,86,31,79,9.2,3.7
"84",20,"EAS",30,"Jackson, TN",611,1,151,1.18,0.55,46,0.206,6.5,3.8,1.25,84,29,76,9,3.6
"84",20,"EAS",30,"Jackson, TN",611,2,141,1.21,0.6,49,0.206,7.1,3.6,1.27,84,30,80.5,9,3.3
"84",20,"EAS",30,"Jackson, TN",635,1,144,1.11,0.58,52,0.216,6.4,4.4,1.1,84,28,79,8.4,4.4
"84",20,"EAS",30,"Jackson, TN",635,2,141,1.08,0.55,50,0.205,6.7,4.3,1.08,84,26,77,8.2,4.2
"84",20,"EAS",30,"Jackson, TN",637,1,163,1.24,0.6,49,0.207,7,4,1.31,86,30,79.5,8.6,4
"84",20,"EAS",30,"Jackson, TN",637,2,160,1.24,0.61,49,0.225,6.4,4,1.31,86,29,80,8.6,3.9
"84",20,"EAS",30,"Jackson, TN",638,1,141,1.18,0.57,48,0.188,7.6,3.7,1.19,84,27,78,9.4,3.8
"84",20,"EAS",30,"Jackson, TN",638,2,144,1.18,0.57,48,0.208,7.4,3.8,1.21,85,30,78.5,9.2,3.5
"84",20,"EAS",30,"Jackson, TN",649,1,174,1.19,0.58,49,0.25,7.7,3.8,1.25,85,34,80,8.6,3.7
"84",20,"EAS",30,"Jackson, TN",649,2,159,1.19,0.57,48,0.241,7.1,4.1,1.19,83,35,76.5,8.8,3.7
"84",20,"EAS",30,"Jackson, TN",679,1,188,1.21,0.63,52,0.243,6.6,3.8,1.25,86,33,77,8.6,3.6
"84",20,"EAS",30,"Jackson, TN",679,2,176,1.18,0.62,52,0.232,6.9,3.7,1.21,85,34,78,8.6,3.7
"84",20,"EAS",30,"Jackson, TN",681,1,150,1.16,0.57,48,0.2,5.5,4.1,1.19,84,29,78.5,8.6,4.4
"84",20,"EAS",30,"Jackson, TN",681,2,150,1.2,0.63,52,0.213,5.5,4,1.21,84,30,79,8.8,4
"84",20,"EAS",30,"Jackson, TN",689,1,142,1.18,0.55,47,0.206,8,4,1.23,83,25,80.5,8.8,4.2
"84",20,"EAS",30,"Jackson, TN",689,2,153,1.17,0.55,47,0.2,7.9,3.9,1.22,82,28,77.5,8.6,3.9
"84",20,"EAS",33,"Auburn, AL",80,1,120,1.08,0.51,47,0.182,6.9,4.2,1.14,82,25,70,8.4,4.2
"84",20,"EAS",33,"Auburn, AL",80,2,121,1.1,0.54,49,0.178,7.4,4.1,1.11,82,24,70,8.2,4.2
"84",20,"EAS",33,"Auburn, AL",450,1,137,1.14,0.52,46,0.183,6.9,3.6,1.15,83,26,66,7,3.6
"84",20,"EAS",33,"Auburn, AL",450,2,140,1.11,0.48,43,0.208,6,3.5,1.17,83,24,68.5,7,3.3
"84",20,"EAS",33,"Auburn, AL",513,1,138,1.13,0.54,47,0.191,6.5,4.1,1.19,83,28,70,7.8,3.9
"84",20,"EAS",33,"Auburn, AL",513,2,147,1.14,0.54,47,0.21,7.2,3.4,1.22,84,26,72,7.2,3.6
"84",20,"EAS",33,"Auburn, AL",570,1,139,1.14,0.52,46,0.202,6.2,3.8,1.21,81,28,70.5,8,3.9
"84",20,"EAS",33,"Auburn, AL",570,2,147,1.19,0.59,49,0.212,6,3.9,1.24,85,27,70,7.8,3.8
"84",20,"EAS",33,"Auburn, AL",574,1,140,1.1,0.49,45,0.191,6.8,3.6,1.18,83,25,76,7.4,3.6
"84",20,"EAS",33,"Auburn, AL",574,2,137,1.12,0.53,47,0.197,5.6,3.8,1.15,82,24,70,7.8,4.1
"84",20,"EAS",33,"Auburn, AL",575,1,126,1.11,0.52,47,0.179,6.3,4.3,1.16,82,24,74,8.2,4
"84",20,"EAS",33,"Auburn, AL",575,2,132,1.1,0.5,46,0.182,6,4.5,1.16,83,24,69.5,8.2,4.1
"84",20,"EAS",33,"Auburn, AL",593,1,149,1.17,0.56,48,0.219,6.2,3.4,1.2,84,27,70.5,8,3.5
"84",20,"EAS",33,"Auburn, AL",593,2,163,1.2,0.59,49,0.221,5.9,3.7,1.22,83,31,69.5,7.2,3.7
"84",20,"EAS",33,"Auburn, AL",603,1,146,1.14,0.53,46,0.195,6.6,4.2,1.18,83,27,77,9,3.9
"84",20,"EAS",33,"Auburn, AL",603,2,142,1.16,0.51,44,0.203,7,3.6,1.21,82,26,72.5,7.8,3.7
"84",20,"EAS",33,"Auburn, AL",611,1,129,1.15,0.52,45,0.187,7.7,3.6,1.2,81,27,68.5,7.6,3.6
"84",20,"EAS",33,"Auburn, AL",611,2,133,1.12,0.54,48,0.203,7.7,4.3,1.16,82,27,70.5,8,4.2
"84",20,"EAS",33,"Auburn, AL",635,1,127,1.06,0.51,48,0.194,6.6,3.6,1.07,83,24,70.5,7.2,3.5
"84",20,"EAS",33,"Auburn, AL",635,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",20,"EAS",33,"Auburn, AL",637,1,136,1.15,0.53,46,0.197,7.2,3.8,1.2,82,27,69,6.8,3.8
"84",20,"EAS",33,"Auburn, AL",637,2,134,1.17,0.56,48,0.187,7.4,4.4,1.24,84,25,71.5,7.4,4.1
"84",20,"EAS",33,"Auburn, AL",638,1,126,1.11,0.5,45,0.183,7.4,3.6,1.15,82,26,68.5,8.4,3.3
"84",20,"EAS",33,"Auburn, AL",638,2,128,1.17,0.55,47,0.185,7.3,3.8,1.18,84,24,67.5,8,3.8
"84",20,"EAS",33,"Auburn, AL",649,1,144,1.16,0.55,47,0.207,6.6,3.8,1.2,82,28,72,7.4,3.9
"84",20,"EAS",33,"Auburn, AL",649,2,145,1.16,0.56,48,0.218,7.2,4,1.21,84,29,71.5,8,3.9
"84",20,"EAS",33,"Auburn, AL",679,1,155,1.15,0.55,48,0.228,6.8,3.9,1.15,83,30,64.5,7,3.9
"84",20,"EAS",33,"Auburn, AL",679,2,161,1.15,0.54,47,0.247,6.7,3.8,1.22,85,28,71.5,7.8,4
"84",20,"EAS",33,"Auburn, AL",681,1,133,1.1,0.52,47,0.188,6.2,3.9,1.17,84,25,68,7.6,3.8
"84",20,"EAS",33,"Auburn, AL",681,2,132,1.15,0.54,47,0.186,6.1,3.9,1.13,83,24,70.5,7.2,3.8
"84",20,"EAS",33,"Auburn, AL",689,1,129,1.14,0.54,47,0.181,7.7,4,1.23,84,23,70.5,7.4,4
"84",20,"EAS",33,"Auburn, AL",689,2,126,1.15,0.56,48,0.181,7.4,4.2,1.2,83,22,70.5,8,4.4
"84",20,"EAS",36,"Florence, SC",80,1,120,1.08,0.52,47,0.177,8,4.8,1.09,83,26,79.5,9,4.8
"84",20,"EAS",36,"Florence, SC",80,2,121,1.07,0.51,47,0.175,8.6,4.7,1.11,83,25,77,8.4,4.5
"84",20,"EAS",36,"Florence, SC",450,1,145,1.09,0.53,48,0.189,5.8,4.3,1.14,84,30,81.5,7.6,4.1
