"yr","regcode","reg","lococde","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","uhml","ui","str","rd","b","mic_hvi"
97,71,"RHQ",19,"College Station, TX",893,1,138,1.17,0.57,222,6.5,4.9,11,0.98,84,33,66,7.7,4.8
97,71,"RHQ",19,"College Station, TX",893,3,144,1.17,0.6,227,7,5,12,1,84.8,32,66,7.4,4.9
97,71,"RHQ",19,"College Station, TX",953,1,126,1.15,0.6,206,7.5,5,11,0.99,84.8,29,66,6.8,4.9
97,71,"RHQ",19,"College Station, TX",1045,1,137,1.15,0.58,234,7,4.9,11,0.91,84,31,66,6.3,4.7
97,71,"RHQ",19,"College Station, TX",1045,3,134,1.15,0.57,217,6.5,4.8,11,0.89,84.1,28,67,6.1,4.6
97,71,"RHQ",19,"College Station, TX",1046,1,136,1.13,0.57,227,6,4.9,11,0.91,82.7,30,64,6.4,4.8
97,71,"RHQ",19,"College Station, TX",1046,3,147,1.13,0.55,235,5,4.3,11,0.94,84.1,30,68,6,4.2
97,71,"RHQ",19,"College Station, TX",1056,1,131,1.17,0.58,213,6.8,5.1,12,0.93,83.2,28,66,6.4,4.9
97,71,"RHQ",19,"College Station, TX",1056,3,128,1.17,0.57,217,6.5,5.1,11,0.96,83.8,27,65,7,5.1
97,71,"RHQ",19,"College Station, TX",1057,1,131,1.13,0.56,228,7,5.9,11,1,83.6,30,65,6.4,5.7
97,71,"RHQ",19,"College Station, TX",1057,3,128,1.15,0.57,234,5.5,5.2,11,0.98,84,32,67,6,5.3
97,71,"RHQ",19,"College Station, TX",1058,1,121,1.12,0.55,212,6,5.3,11,0.95,83,30,67,6.4,5.3
97,71,"RHQ",19,"College Station, TX",1058,3,126,1.12,0.55,214,6,5.5,11,0.91,82.8,29,68,6.4,5.3
97,71,"RHQ",19,"College Station, TX",1059,1,152,1.15,0.57,252,6.5,5.1,11,1,82.7,35,66,7.2,5.1
97,71,"RHQ",19,"College Station, TX",1059,3,148,1.15,0.55,237,6,5.1,12,1,84.7,34,65,6.9,5.1
97,71,"RHQ",19,"College Station, TX",1060,1,153,1.13,0.58,265,5.5,5.1,12,1,84,35,64,6.1,5.1
97,71,"RHQ",19,"College Station, TX",1060,3,147,1.13,0.57,253,5,5,12,0.95,84.7,33,65,6.5,5
97,71,"RHQ",19,"College Station, TX",1061,1,149,1.17,0.57,264,5.5,4.6,12,0.95,85.6,35,65,6,4.4
97,71,"RHQ",19,"College Station, TX",1061,3,151,1.19,0.56,247,5,4.6,12,0.9,84.3,30,68,6.6,4.5
97,71,"RHQ",19,"College Station, TX",1062,1,147,1.15,0.57,244,4.5,5.5,12,0.89,83.6,32,67,6.4,5.3
97,71,"RHQ",19,"College Station, TX",1062,3,146,1.15,0.57,231,5,5.1,12,0.89,84.8,32,69,6.5,4.9
97,71,"RHQ",19,"College Station, TX",1063,1,139,1.17,0.59,216,7,5,12,0.99,84,31,65,6.9,4.9
97,71,"RHQ",19,"College Station, TX",1063,3,141,1.17,0.57,227,7,4.8,12,0.99,85.8,31,65,6.1,4.9
97,71,"RHQ",19,"College Station, TX",1064,1,144,1.19,0.56,238,5,4.8,12,0.9,84.2,32,66,7.2,4.7
97,71,"RHQ",19,"College Station, TX",1064,3,137,1.19,0.57,216,5,4.7,12,0.9,83.8,32,68,7.2,4.7
97,71,"RHQ",19,"College Station, TX",1065,1,144,1.15,0.57,250,5.5,4.9,12,0.93,86.3,32,68,6.5,4.8
97,71,"RHQ",19,"College Station, TX",1065,3,145,1.17,0.59,239,7,4.5,12,0.9,85.8,31,69,6.8,4.3
97,71,"RHQ",19,"College Station, TX",1066,1,144,1.19,0.58,238,9,5,12,1.1,86.9,33,67,7.3,4.9
97,71,"RHQ",19,"College Station, TX",1066,3,147,1.19,0.59,223,8.5,5.1,12,1,86.9,32,68,7.7,5
97,71,"RHQ",19,"College Station, TX",1067,1,134,1.11,0.58,212,6.5,4.8,11,0.93,82.6,31,65,6.2,4.7
97,71,"RHQ",19,"College Station, TX",1067,3,142,1.13,0.56,222,5.5,4.7,11,0.94,85.2,30,66,5.1,4.6
97,71,"RHQ",19,"College Station, TX",1068,1,118,1.13,0.56,202,7.5,5.5,11,0.96,83.8,28,70,6.5,5.3
97,71,"RHQ",19,"College Station, TX",1068,3,129,1.13,0.55,214,7,4.9,11,0.95,84,29,71,6.8,4.9
97,71,"RHQ",19,"College Station, TX",1069,1,140,1.13,0.58,237,7.5,5.3,11,1,83.5,32,63,7,5.1
97,71,"RHQ",19,"College Station, TX",1069,3,135,1.13,0.57,258,7.5,5.4,12,1,84.5,34,64,6.7,5.3
97,71,"RHQ",19,"College Station, TX",1091,1,136,1.17,0.57,229,6.5,5.3,12,0.98,84.6,29,65,6.9,5.3
97,71,"RHQ",19,"College Station, TX",1091,3,128,1.17,0.6,227,8,5.6,11,0.97,85.2,30,65,6.6,5.5
97,71,"RHQ",23,"Bossier City, LA",773,1,168,1.17,0.59,256,7.5,4.5,12,0.93,84.1,35,73,7.2,4.4
97,71,"RHQ",23,"Bossier City, LA",773,2,164,1.17,0.6,283,8,4.5,12,0.99,85.9,37,71,7,4.4
97,71,"RHQ",23,"Bossier City, LA",893,1,143,1.15,0.57,226,9,5.2,12,1,85.6,32,68,7.2,5.2
97,71,"RHQ",23,"Bossier City, LA",893,2,142,1.15,0.57,223,9.5,5.3,11,0.98,84.1,30,73,7.8,5
97,71,"RHQ",23,"Bossier City, LA",953,1,124,1.15,0.58,205,9,5.5,11,1,84.6,29,71,7.8,5.2
97,71,"RHQ",23,"Bossier City, LA",953,2,131,1.15,0.58,210,9.5,5.3,11,0.97,85.1,28,69,7.3,5.2
97,71,"RHQ",23,"Bossier City, LA",1045,1,136,1.19,0.59,206,7,4.9,12,0.96,84.6,31,70,6.9,4.7
97,71,"RHQ",23,"Bossier City, LA",1045,2,148,1.19,0.59,218,7,4.9,12,0.94,83.7,30,68,6.2,4.9
97,71,"RHQ",23,"Bossier City, LA",1046,1,150,1.15,0.57,242,7.5,4.9,11,0.97,84.9,33,70,6.3,4.8
97,71,"RHQ",23,"Bossier City, LA",1046,2,155,1.15,0.58,235,6.5,5.1,12,0.96,86,33,66,6.3,4.7
97,71,"RHQ",23,"Bossier City, LA",1056,1,132,1.15,0.57,220,7.5,5.1,12,0.98,85.1,31,69,7,4.9
97,71,"RHQ",23,"Bossier City, LA",1056,2,134,1.15,0.58,207,7,5.3,12,1,83.5,30,70,7,5.1
97,71,"RHQ",23,"Bossier City, LA",1057,1,134,1.17,0.59,216,7,5.2,11,0.97,83.6,32,72,7,5
97,71,"RHQ",23,"Bossier City, LA",1057,2,140,1.17,0.59,224,8,5.1,12,0.98,84.2,31,66,6.1,5
97,71,"RHQ",23,"Bossier City, LA",1058,1,139,1.15,0.54,224,7,5,11,0.96,83.3,31,69,6,5
97,71,"RHQ",23,"Bossier City, LA",1058,2,130,1.15,0.55,210,7,5.4,11,0.97,84,31,73,6.8,5.2
97,71,"RHQ",23,"Bossier City, LA",1059,1,155,1.17,0.59,248,6.5,4.9,12,1,85.3,35,69,7.4,4.9
97,71,"RHQ",23,"Bossier City, LA",1059,2,154,1.17,0.57,229,7,4.9,12,0.99,84,34,66,7.1,4.7
97,71,"RHQ",23,"Bossier City, LA",1060,1,155,1.17,0.59,255,6,5.2,11,1,84.8,35,67,6.6,5.1
97,71,"RHQ",23,"Bossier City, LA",1060,2,158,1.17,0.6,230,6,5,12,1,85.2,34,71,7.2,5
97,71,"RHQ",23,"Bossier City, LA",1061,1,149,1.19,0.6,245,5.5,5.1,12,0.93,84.4,34,72,6.8,5.2
97,71,"RHQ",23,"Bossier City, LA",1061,2,153,1.19,0.59,219,6.5,4.9,12,0.93,85.9,31,72,7.2,4.6
97,71,"RHQ",23,"Bossier City, LA",1062,1,149,1.21,0.58,236,5.5,4.9,12,0.95,84.9,33,73,6.7,5
97,71,"RHQ",23,"Bossier City, LA",1062,2,147,1.19,0.59,241,5,4.7,12,0.9,84.5,33,72,6.1,4.8
97,71,"RHQ",23,"Bossier City, LA",1063,1,138,1.17,0.59,228,8,5.3,12,1,85.3,32,68,7.2,5.3
97,71,"RHQ",23,"Bossier City, LA",1063,2,146,1.17,0.59,214,9,5.1,12,1,84.8,30,70,6.9,5
97,71,"RHQ",23,"Bossier City, LA",1064,1,148,1.19,0.59,231,5.5,4.8,12,0.89,84.8,32,69,7.6,4.6
97,71,"RHQ",23,"Bossier City, LA",1064,2,151,1.19,0.59,235,6.5,4.8,12,0.88,84.6,32,71,8.1,4.5
97,71,"RHQ",23,"Bossier City, LA",1065,1,143,1.17,0.59,244,6,4.7,12,0.94,85.3,34,69,7.1,4.6
97,71,"RHQ",23,"Bossier City, LA",1065,2,147,1.17,0.59,230,5.5,4.8,12,0.92,85.7,33,71,6.7,4.7
97,71,"RHQ",23,"Bossier City, LA",1066,1,146,1.19,0.6,254,9.5,4.6,12,1,84.9,32,69,8.1,4.6
97,71,"RHQ",23,"Bossier City, LA",1066,2,147,1.21,0.57,247,8.5,4.8,12,1,85.8,32,69,8.3,4.9
97,71,"RHQ",23,"Bossier City, LA",1067,1,140,1.11,0.56,217,7.5,5.2,11,0.91,83.9,30,69,6.9,5.2
97,71,"RHQ",23,"Bossier City, LA",1067,2,143,1.11,0.54,213,7,5.1,11,0.94,84,30,70,6.6,5
97,71,"RHQ",23,"Bossier City, LA",1068,1,118,1.11,0.53,217,7.5,5.5,11,0.97,84,29,69,5.8,5.5
97,71,"RHQ",23,"Bossier City, LA",1068,2,127,1.11,0.54,213,8,5.1,11,0.97,84.2,29,72,6.5,5.2
97,71,"RHQ",23,"Bossier City, LA",1069,1,144,1.15,0.58,235,8,5,11,1,84.1,34,68,7.1,4.9
97,71,"RHQ",23,"Bossier City, LA",1069,2,146,1.15,0.58,232,8,5,11,1,84.4,34,68,7,4.9
97,71,"RHQ",23,"Bossier City, LA",1091,1,130,1.15,0.58,229,7.5,5.3,11,1,84.9,30,67,7.3,5.2
97,71,"RHQ",23,"Bossier City, LA",1091,2,139,1.15,0.58,221,7.5,5.5,12,1,85.6,31,69,7.2,5.4
97,71,"RHQ",25,"Stoneville, MS",773,1,161,1.13,0.59,293,6.5,4.5,11,1,84.2,39,76,8.1,4.2
97,71,"RHQ",25,"Stoneville, MS",773,2,163,1.13,0.56,280,5,4.4,12,0.99,85.4,38,76,7.8,4.2
97,71,"RHQ",25,"Stoneville, MS",893,1,146,1.13,0.59,239,7.5,4.9,11,1,84.1,33,76,9,4.8
97,71,"RHQ",25,"Stoneville, MS",893,2,144,1.13,0.59,250,7.5,4.7,11,1,83.2,36,73,9.4,4.5
97,71,"RHQ",25,"Stoneville, MS",953,1,124,1.13,0.58,216,7.8,5.2,11,1,84.3,30,76,8.5,5.1
97,71,"RHQ",25,"Stoneville, MS",953,2,119,1.15,0.57,202,7.8,5.1,12,1,85,29,77,8.1,4.9
97,71,"RHQ",25,"Stoneville, MS",1046,1,145,1.13,0.59,236,5.8,5,11,1,85.4,35,74,8.8,5
97,71,"RHQ",25,"Stoneville, MS",1046,2,146,1.13,0.59,255,6,5,12,0.99,84.8,33,77,7.6,4.9
97,71,"RHQ",25,"Stoneville, MS",1057,1,146,1.19,0.59,247,7.5,5.3,12,1,85.6,36,79,8,5.1
97,71,"RHQ",25,"Stoneville, MS",1057,2,142,1.19,0.6,211,7.5,5.4,12,1,84.9,35,78,8.3,5.2
97,71,"RHQ",25,"Stoneville, MS",1058,1,133,1.17,0.59,242,7.5,5.3,11,0.98,84.6,34,79,8,5
97,71,"RHQ",25,"Stoneville, MS",1058,2,137,1.15,0.58,247,8,5.2,11,1,84.5,35,78,8.1,5.2
97,71,"RHQ",25,"Stoneville, MS",1059,1,154,1.19,0.6,267,6,5.1,12,1,85.3,37,76,8.3,5
97,71,"RHQ",25,"Stoneville, MS",1059,2,161,1.17,0.59,264,7,5.3,12,1,85.8,39,74,8.7,5.1
97,71,"RHQ",25,"Stoneville, MS",1060,1,156,1.15,0.58,264,6,5.1,11,1,84.6,37,75,8.6,4.9
97,71,"RHQ",25,"Stoneville, MS",1060,2,151,1.15,0.6,250,6.5,5.2,12,1,85.2,38,75,8.6,5
97,71,"RHQ",25,"Stoneville, MS",1061,1,172,1.21,0.6,250,6.5,4.7,12,1,85.9,38,77,7.6,4.6
97,71,"RHQ",25,"Stoneville, MS",1061,2,172,1.21,0.6,261,6.5,4.7,12,0.97,85.4,35,78,7.6,4.5
97,71,"RHQ",25,"Stoneville, MS",1062,1,156,1.19,0.6,275,5.5,5.2,11,0.96,84.7,37,79,7.9,5.2
97,71,"RHQ",25,"Stoneville, MS",1062,2,161,1.19,0.59,257,5,4.8,12,0.99,85.7,39,78,7.7,4.7
97,71,"RHQ",25,"Stoneville, MS",1063,1,150,1.19,0.6,252,6.5,5.5,12,1,85.5,34,77,8.4,5.1
97,71,"RHQ",25,"Stoneville, MS",1063,2,150,1.19,0.6,241,6.5,5.6,12,1,85.5,33,75,8.1,5.2
97,71,"RHQ",25,"Stoneville, MS",1064,1,140,1.19,0.59,245,4.5,4.8,12,0.95,84.6,36,72,9.1,4.8
97,71,"RHQ",25,"Stoneville, MS",1064,2,146,1.19,0.6,260,4.8,4.9,12,0.95,85.1,35,77,8.4,4.9
97,71,"RHQ",25,"Stoneville, MS",1065,1,151,1.19,0.6,254,6.5,4.9,11,1,84.6,38,78,8.2,4.2
97,71,"RHQ",25,"Stoneville, MS",1065,2,152,1.19,0.6,251,7,4.5,12,0.92,85.2,33,78,8.3,4.4
97,71,"RHQ",25,"Stoneville, MS",1066,1,151,1.21,0.64,243,9.3,5.1,12,1.1,86.3,35,76,8.6,4.8
97,71,"RHQ",25,"Stoneville, MS",1066,2,143,1.21,0.56,238,8.8,5,12,1.1,85.5,35,70,9.9,5
97,71,"RHQ",25,"Stoneville, MS",1067,1,141,1.12,0.58,234,6.5,4.8,11,0.99,83.7,34,77,7.9,4.8
97,71,"RHQ",25,"Stoneville, MS",1067,2,140,1.13,0.57,237,7,5,11,1,83.8,35,78,8.3,4.7
97,71,"RHQ",25,"Stoneville, MS",1068,1,125,1.12,0.56,219,8,5.4,11,1,83,31,78,8.3,5.5
97,71,"RHQ",25,"Stoneville, MS",1068,2,129,1.13,0.57,227,6.8,5.1,11,1,84.1,31,77,7.7,5.3
97,71,"RHQ",25,"Stoneville, MS",1069,1,142,1.17,0.6,247,7,5.5,11,1,84.6,36,75,9.1,5.5
97,71,"RHQ",25,"Stoneville, MS",1069,2,142,1.13,0.59,268,7,5.7,11,1,84.1,37,76,8.7,5.4
97,71,"RHQ",25,"Stoneville, MS",1091,1,136,1.19,0.62,238,7.5,5.4,12,1,86.2,34,76,8.7,5
97,71,"RHQ",25,"Stoneville, MS",1091,2,134,1.19,0.6,243,7.8,5.6,12,1,85.6,33,76,8.6,5.4
97,71,"RHQ",25,"Stoneville, MS",1092,1,152,1.19,0.6,242,6.5,5.1,12,0.99,85.9,34,77,8.1,4.8
97,71,"RHQ",25,"Stoneville, MS",1092,2,154,1.19,0.6,262,8,4.7,12,1,85.7,33,77,7.9,4.5
97,71,"RHQ",25,"Stoneville, MS",1093,1,130,1.15,0.58,217,6.5,5.3,11,0.94,84.3,30,76,8.5,5.3
97,71,"RHQ",25,"Stoneville, MS",1093,2,133,1.15,0.6,216,6.5,5.5,11,0.99,84.5,29,75,8.3,5.3
97,71,"RHQ",75,"Portageville, MO",773,2,153,1.19,0.6,245,7.3,4.3,12,0.99,84.4,32,72,7.3,4
97,71,"RHQ",75,"Portageville, MO",773,4,154,1.19,0.59,243,7,4.4,12,0.96,82.8,33,71,7.4,4.3
97,71,"RHQ",75,"Portageville, MO",893,1,128,1.19,0.6,197,7,4.1,12,0.94,83.3,29,70,8.6,3.9
97,71,"RHQ",75,"Portageville, MO",893,4,133,1.19,0.59,208,8.5,4.4,12,0.96,82.7,29,70,8.4,4.1
97,71,"RHQ",75,"Portageville, MO",953,2,122,1.19,0.59,189,8.5,4.5,12,0.94,83.1,25,71,8.4,4.3
97,71,"RHQ",75,"Portageville, MO",953,4,117,1.19,0.59,180,9,5.1,12,1,84.6,25,71,8.5,4.8
97,71,"RHQ",75,"Portageville, MO",1045,2,134,1.19,0.6,216,7.5,4.5,12,0.94,83.7,28,70,8.2,4.3
97,71,"RHQ",75,"Portageville, MO",1045,4,134,1.19,0.6,212,6.8,5.1,12,0.92,83,29,71,8.4,4.8
97,71,"RHQ",75,"Portageville, MO",1046,2,140,1.19,0.57,215,7,4.5,12,0.98,85.6,30,71,7.8,4.2
97,71,"RHQ",75,"Portageville, MO",1046,4,140,1.21,0.6,224,6,4.9,12,1,83.8,30,73,6.8,4.7
97,71,"RHQ",75,"Portageville, MO",1056,2,125,1.17,0.56,214,7.5,4.7,12,0.96,83.8,27,70,8.6,4.7
97,71,"RHQ",75,"Portageville, MO",1056,4,124,1.17,0.59,210,8,4.6,12,0.94,82.7,28,71,7.8,4.7
97,71,"RHQ",75,"Portageville, MO",1057,1,130,1.21,0.6,219,9.5,4.4,12,1,84.2,28,70,8.2,4.1
97,71,"RHQ",75,"Portageville, MO",1057,3,130,1.21,0.6,221,10,4.5,12,1,83.5,29,70,8.4,4.2
97,71,"RHQ",75,"Portageville, MO",1058,2,127,1.21,0.6,220,8,4.5,12,0.96,83.8,28,72,8,4.3
97,71,"RHQ",75,"Portageville, MO",1058,4,126,1.21,0.57,201,8,4.4,12,1,83.2,28,70,8.6,4.2
97,71,"RHQ",75,"Portageville, MO",1059,2,141,1.19,0.59,234,7.5,4.8,12,0.99,84.4,32,67,7.9,4.6
97,71,"RHQ",75,"Portageville, MO",1059,4,140,1.19,0.59,233,7.5,4.9,12,1,83.6,33,70,7.8,4.7
97,71,"RHQ",75,"Portageville, MO",1060,2,142,1.21,0.58,219,8.5,4.6,12,0.94,83.9,29,70,8.2,4.5
97,71,"RHQ",75,"Portageville, MO",1060,4,139,1.21,0.6,230,8,4.9,12,0.96,83.8,29,67,8,4.5
97,71,"RHQ",75,"Portageville, MO",1061,2,148,1.21,0.59,227,7,4.5,13,0.92,85.6,29,71,7.6,4.4
97,71,"RHQ",75,"Portageville, MO",1061,4,144,1.21,0.59,236,6.8,4.6,12,0.92,85.6,31,72,7.6,4.5
97,71,"RHQ",75,"Portageville, MO",1062,2,145,1.21,0.59,242,7,4.7,12,0.9,84.4,32,71,7.6,4.6
97,71,"RHQ",75,"Portageville, MO",1062,4,139,1.17,0.59,231,6,4.6,12,0.9,82.3,33,73,7.7,4.6
97,71,"RHQ",75,"Portageville, MO",1063,2,138,1.21,0.6,223,9.5,4.6,12,1,84.3,28,73,7.7,4.4
97,71,"RHQ",75,"Portageville, MO",1063,4,141,1.21,0.6,234,9,4.7,12,0.95,83.9,28,71,7.8,4.5
97,71,"RHQ",75,"Portageville, MO",1064,2,141,1.21,0.58,224,5,4.7,13,0.9,85.8,31,72,7.9,4.5
97,71,"RHQ",75,"Portageville, MO",1064,4,142,1.21,0.6,227,5,4.7,13,0.9,85.6,30,73,7.7,4.6
97,71,"RHQ",75,"Portageville, MO",1065,2,135,1.19,0.57,202,6,4.3,12,0.89,83.4,28,72,8.3,4.1
97,71,"RHQ",75,"Portageville, MO",1065,4,130,1.19,0.58,206,6.3,4.4,12,0.89,83.1,28,72,8.3,4.3
97,71,"RHQ",75,"Portageville, MO",1066,2,139,1.21,0.6,229,11,4.7,12,1,84.4,31,70,9.2,4.4
97,71,"RHQ",75,"Portageville, MO",1066,4,133,1.21,0.6,239,11,4.8,12,1,83.4,31,72,8.7,4.5
97,71,"RHQ",75,"Portageville, MO",1067,2,137,1.21,0.6,210,7,4.4,12,0.9,84.1,27,72,7.9,4.2
97,71,"RHQ",75,"Portageville, MO",1067,4,133,1.21,0.6,212,7.3,4.6,12,0.9,84.2,27,71,7.5,4.3
97,71,"RHQ",75,"Portageville, MO",1068,2,122,1.15,0.57,207,9.5,4.6,11,0.91,83.1,26,73,8.1,4.5
97,71,"RHQ",75,"Portageville, MO",1068,4,111,1.15,0.58,210,9.5,4.8,11,0.95,82,26,73,8,4.7
97,71,"RHQ",75,"Portageville, MO",1069,2,133,1.17,0.6,217,7.5,4.8,11,0.97,83.8,30,70,9.1,4.8
97,71,"RHQ",75,"Portageville, MO",1069,4,128,1.17,0.59,229,7.5,5,11,1,81.8,30,71,8.8,4.9
97,71,"RHQ",75,"Portageville, MO",1091,2,132,1.19,0.6,221,9.5,4.8,12,1,85.1,28,70,8.1,4.6
97,71,"RHQ",75,"Portageville, MO",1091,4,130,1.19,0.59,227,9,5.1,12,1,83.4,30,69,8.5,5
97,71,"RHQ",184,"Keiser, AR",773,1,153,1.21,0.62,240,7,3.8,12,0.93,86.8,34,76,8.3,3.5
97,71,"RHQ",184,"Keiser, AR",773,2,144,1.21,0.62,239,7,3.6,12,0.89,86.5,33,73,8.4,3.3
97,71,"RHQ",184,"Keiser, AR",893,1,161,1.21,0.61,236,9,3.3,12,0.98,85.7,31,74,9,3.2
97,71,"RHQ",184,"Keiser, AR",893,2,154,1.21,0.6,228,7,3.9,12,1,86.4,32,73,8.9,3.6
97,71,"RHQ",184,"Keiser, AR",953,1,130,1.21,0.6,208,8.5,3.9,12,1,85.8,28,73,8.3,3.7
97,71,"RHQ",184,"Keiser, AR",953,2,127,1.21,0.61,197,8,4.6,12,1,86.7,26,72,8.8,4.3
97,71,"RHQ",184,"Keiser, AR",1046,1,150,1.21,0.6,226,6.5,4.7,12,0.98,87.2,32,72,7.3,4.3
97,71,"RHQ",184,"Keiser, AR",1046,2,155,1.21,0.6,215,7,3.9,12,0.94,88,30,74,7.3,3.7
97,71,"RHQ",184,"Keiser, AR",1057,1,155,1.25,0.63,229,8.5,3.7,12,0.99,86.6,31,77,8.1,3.5
97,71,"RHQ",184,"Keiser, AR",1057,2,150,1.23,0.62,225,8.3,3.8,12,1,85.9,31,76,8.2,3.5
97,71,"RHQ",184,"Keiser, AR",1058,1,146,1.19,0.6,222,7.8,4.2,12,0.92,85.3,30,76,7.7,4.2
97,71,"RHQ",184,"Keiser, AR",1058,2,137,1.19,0.6,232,7.5,4.5,12,0.99,85.9,30,76,7.9,4.3
97,71,"RHQ",184,"Keiser, AR",1059,1,155,1.23,0.62,243,7.5,4,12,1,85.7,33,74,8.3,4
97,71,"RHQ",184,"Keiser, AR",1059,2,162,1.23,0.6,266,8.8,3.2,12,0.99,86.4,33,72,8.4,3
97,71,"RHQ",184,"Keiser, AR",1060,1,155,1.23,0.62,247,7.3,3.9,12,1,88,33,73,7.8,3.7
97,71,"RHQ",184,"Keiser, AR",1060,2,155,1.23,0.62,245,6.5,4.2,12,0.96,87,34,73,8.5,4.1
97,71,"RHQ",184,"Keiser, AR",1061,1,163,1.27,0.62,237,7.3,4.1,12,0.92,87.7,30,75,7.4,3.8
97,71,"RHQ",184,"Keiser, AR",1061,2,168,1.27,0.62,262,6.5,3.5,12,0.93,87.6,32,77,7.7,3.5
97,71,"RHQ",184,"Keiser, AR",1062,1,165,1.25,0.6,232,6.3,4.5,12,0.89,85.9,32,76,7.6,4.1
97,71,"RHQ",184,"Keiser, AR",1062,2,171,1.27,0.6,247,6.5,3.5,12,0.84,85.5,30,74,7.7,3.5
97,71,"RHQ",184,"Keiser, AR",1063,1,139,1.21,0.59,214,8.5,4.6,12,1,86.9,29,73,7.9,4.4
97,71,"RHQ",184,"Keiser, AR",1063,2,143,1.23,0.62,236,7.3,4.5,12,1,87.5,29,72,7.8,4.2
97,71,"RHQ",184,"Keiser, AR",1064,1,135,1.23,0.6,220,6,4.6,13,0.89,87.1,31,71,8.5,4.1
97,71,"RHQ",184,"Keiser, AR",1064,2,145,1.23,0.6,218,5.8,4.2,12,0.89,86.7,31,74,9,4.2
97,71,"RHQ",184,"Keiser, AR",1065,1,156,1.19,0.57,211,6.8,3.8,12,0.9,86.2,29,75,8.6,3.8
97,71,"RHQ",184,"Keiser, AR",1065,2,154,1.19,0.56,209,7.3,2.9,12,0.85,83.8,29,76,8.8,2.7
97,71,"RHQ",184,"Keiser, AR",1066,1,158,1.27,0.6,263,9,4.2,13,1,86.7,32,69,9.2,4.2
97,71,"RHQ",184,"Keiser, AR",1066,2,160,1.27,0.62,251,9,3.2,13,1,88.1,34,72,8.6,2.9
97,71,"RHQ",184,"Keiser, AR",1067,1,151,1.21,0.63,232,8,3.9,12,0.99,86.6,30,73,8.3,3.7
97,71,"RHQ",184,"Keiser, AR",1067,2,155,1.21,0.6,232,7.5,3.6,12,0.98,88.1,32,75,8.3,3.5
97,71,"RHQ",184,"Keiser, AR",1068,1,128,1.19,0.6,206,8,3.8,12,0.96,85.5,29,78,8.3,3.7
97,71,"RHQ",184,"Keiser, AR",1068,2,139,1.19,0.6,224,9,3.4,12,0.93,85.8,29,73,7.5,3.3
97,71,"RHQ",184,"Keiser, AR",1069,1,154,1.21,0.6,240,7.5,4.2,12,0.98,86.4,34,75,8.9,3.8
97,71,"RHQ",184,"Keiser, AR",1069,2,158,1.21,0.6,251,6.8,4.5,12,1,85.4,34,72,9.2,4.3
97,71,"RHQ",184,"Keiser, AR",1091,1,147,1.25,0.62,234,8.5,4.2,12,1,87.6,30,74,8.9,4
97,71,"RHQ",184,"Keiser, AR",1091,2,147,1.25,0.62,239,8,4.2,12,1,88,31,73,9,4
97,71,"RHQ",184,"Keiser, AR",1092,1,151,1.21,0.6,228,7,3.9,12,0.96,86.6,31,74,8.3,3.8
97,71,"RHQ",184,"Keiser, AR",1092,2,160,1.21,0.6,229,6.5,3.9,12,0.94,87.5,32,75,8.5,3.6
97,71,"RHQ",184,"Keiser, AR",1093,1,136,1.21,0.6,198,8.5,4,12,1,86.1,30,74,8,3.9
97,71,"RHQ",184,"Keiser, AR",1093,2,145,1.21,0.61,218,7,4.3,12,0.98,86.9,31,75,8.4,3.8
97,72,"RHQ",36,"Florence, SC",773,1,147,1.19,0.59,238,6.5,4.2,11,0.93,83.9,31,72,7.3,4.1
97,72,"RHQ",36,"Florence, SC",773,2,147,1.19,0.59,238,6.5,4.2,11,0.93,83.9,31,72,7.3,4.1
97,72,"RHQ",36,"Florence, SC",773,3,139,1.19,0.57,233,6.5,4.1,12,0.89,82.2,31,73,7.5,3.8
97,72,"RHQ",36,"Florence, SC",773,4,139,1.19,0.57,233,6.5,4.1,12,0.89,82.2,31,73,7.5,3.8
97,72,"RHQ",36,"Florence, SC",893,1,118,1.13,0.54,215,7,5.3,11,0.98,77.8,27,69,7.7,5.2
97,72,"RHQ",36,"Florence, SC",893,2,118,1.13,0.54,215,7,5.3,11,0.98,77.8,27,69,7.7,5.2
97,72,"RHQ",36,"Florence, SC",893,3,121,1.13,0.56,228,7.8,4.8,11,1,83.3,30,69,7.8,4.6
97,72,"RHQ",36,"Florence, SC",893,4,121,1.13,0.56,228,7.8,4.8,11,1,83.3,30,69,7.8,4.6
97,72,"RHQ",36,"Florence, SC",953,1,112,1.13,0.6,184,9.5,5.1,11,0.98,84.3,24,74,7.4,4.8
97,72,"RHQ",36,"Florence, SC",953,2,112,1.13,0.6,184,9.5,5.1,11,0.98,84.3,24,74,7.4,4.8
97,72,"RHQ",36,"Florence, SC",953,3,117,1.13,0.57,195,8.8,4.8,11,1,82,26,69,6.7,4.6
97,72,"RHQ",36,"Florence, SC",953,4,117,1.13,0.57,195,8.8,4.8,11,1,82,26,69,6.7,4.6
97,72,"RHQ",36,"Florence, SC",1046,1,123,1.11,0.56,210,6.8,5.2,11,0.92,82.1,28,71,6.9,5
97,72,"RHQ",36,"Florence, SC",1046,2,123,1.11,0.56,210,6.8,5.2,11,0.92,82.1,28,71,6.9,5
97,72,"RHQ",36,"Florence, SC",1046,3,128,1.12,0.54,218,6.8,4.6,11,0.94,82.9,29,72,6.7,4.5
