"yr","regcode","reg","lococde","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","uhml","ui","str","rd","b","mic_hvi"
97,170,"ARI",6,"Safford, AZ",649,1,119,1.09,0.5,204,6,4.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",649,2,121,1.11,0.52,203,7,4.6,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",689,1,109,1.12,0.52,179,8,4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",689,2,111,1.11,0.52,178,8.8,3.8,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",773,1,142,1.15,0.55,229,6,3.7,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",773,2,125,1.15,0.54,225,6,3.6,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",834,1,124,1.11,0.52,221,7,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",834,2,125,1.11,0.53,215,7.5,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",893,1,119,1.15,0.53,190,7.3,4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",893,2,110,1.13,0.53,181,6.8,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",901,1,111,1.08,0.5,201,9,3.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",901,2,112,1.07,0.5,194,9,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",915,1,124,1.11,0.52,213,8.8,4.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",915,2,123,1.11,0.52,210,9,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",919,1,103,1.13,0.5,174,7.3,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",919,2,104,1.13,0.51,180,7.3,3.8,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",932,1,115,1.13,0.51,201,6.8,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",932,2,118,1.13,0.52,202,6.8,4.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",953,1,105,1.13,0.54,183,8,4.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",953,1,108,1.13,0.53,183,8,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",971,1,111,1.11,0.52,183,8.3,4.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",971,2,113,1.11,0.52,186,7.5,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1009,1,125,1.13,0.54,213,6.3,4.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1009,2,117,1.15,0.53,229,8,4.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1016,1,109,1.1,0.51,195,8.5,4.6,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1016,2,118,1.11,0.53,204,8.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1070,1,112,1.13,0.54,197,7,3.8,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1070,2,115,1.12,0.54,177,7.3,3.9,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1071,1,118,1.13,0.53,190,6.8,4.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1071,2,126,1.13,0.53,201,6.3,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1072,1,115,1.17,0.53,190,7.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1072,2,111,1.15,0.54,191,7.3,4.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1073,1,115,1.13,0.51,183,6.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1073,2,118,1.11,0.52,199,6.3,4.8,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1074,1,99,1.13,0.53,215,6.8,4.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1074,2,114,1.13,0.53,191,6.8,4.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1075,1,103,1.12,0.53,188,8,4.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",1075,2,111,1.11,0.51,179,8.3,3.9,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",578,1,112,1.09,0.53,220,8,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",578,2,119,1.1,0.53,200,8,5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",773,1,137,1.11,0.52,236,6,4.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",773,2,147,1.11,0.52,243,6.3,4.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",849,1,122,1.13,0.56,188,5.8,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",849,2,116,1.13,0.54,200,5.5,4.9,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",857,1,107,1.15,0.55,204,7,5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",857,2,115,1.15,0.55,203,7.3,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",865,1,120,1.11,0.53,215,6.5,5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",865,2,108,1.12,0.5,204,6.8,4.7,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",893,1,102,1.09,0.5,178,7.8,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",893,2,101,1.09,0.5,180,8,5.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",915,1,121,1.07,0.5,212,6.5,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",915,2,133,1.11,0.56,210,7.3,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",919,1,102,1.09,0.51,192,6.8,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",919,2,107,1.09,0.51,190,7.3,5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",932,1,101,1.12,0.53,204,6,5.9,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",932,2,95,1.11,0.5,191,6.3,5.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",953,1,97,1.11,0.52,211,7,5.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",953,2,97,1.09,0.5,187,8,5.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",971,1,109,1.1,0.53,188,6.3,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",971,2,104,1.12,0.53,187,6,5.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",990,1,125,1.15,0.56,220,6,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",990,2,124,1.13,0.52,222,6,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1073,1,120,1.15,0.55,211,5.5,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1073,2,112,1.15,0.55,216,6,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1074,1,109,1.11,0.56,186,6,5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1074,2,107,1.12,0.53,190,6,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1076,1,123,1.07,0.55,209,6,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1076,2,116,1.07,0.54,206,6,5.4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1077,1,100,1.11,0.54,189,6.8,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1077,2,100,1.11,0.54,186,6.3,5.5,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1078,1,114,1.13,0.51,203,6,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1078,2,116,1.12,0.52,205,6,5.2,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1079,1,142,1.11,0.54,231,5.8,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1079,2,137,1.12,0.55,214,5.8,5.1,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1080,1,110,1.13,0.5,195,6,5.3,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",182,"Maricopa, AZ",1080,2,96,1.13,0.53,190,6.3,5.1,NA,NA,NA,NA,NA,NA,NA
