"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","uhm_mot","ui_mot","str_mot","rd_mot","b_mot","mic_mot"
80,11,"PLA",163,"Lamesa, TX(dry)",544,2,"153",1.02,0.47,46,193,6.5,4.1,1.02,82,26,75,11.8,4
80,11,"PLA",163,"Lamesa, TX(dry)",399,1,"158",1.07,0.47,43,217,6.5,3.9,1.09,82,28,67.5,11.8,3.9
80,11,"PLA",163,"Lamesa, TX(dry)",399,2,"156",1.06,0.49,46,198,6.1,4.2,1.1,82,29,76.5,11.4,4.3
80,11,"PLA",163,"Lamesa, TX(dry)",566,1,"131",0.98,0.47,48,178,7.1,4.4,0.97,82,24,68.5,12,4.5
80,11,"PLA",163,"Lamesa, TX(dry)",566,2,"125",0.95,0.45,47,182,7.4,4.2,0.94,82,23,71.5,11.6,4
80,11,"PLA",163,"Lamesa, TX(dry)",400,1,"129",1,0.46,45,177,6.9,3.4,1,81,25,73,11.4,3.3
80,11,"PLA",163,"Lamesa, TX(dry)",400,2,"118",0.95,0.44,45,189,7.3,4,0.95,81,23,75,11.4,4
80,11,"PLA",163,"Lamesa, TX(dry)",532,1,"136",0.93,0.41,44,183,6.2,3.3,0.92,80,22,64.5,11,3.3
80,11,"PLA",163,"Lamesa, TX(dry)",532,2,"144",0.98,0.45,45,180,6.5,3.8,1,80,24,73.5,10.8,3.6
80,11,"PLA",163,"Lamesa, TX(dry)",529,1,"145",0.98,0.47,48,205,6.9,3.6,0.95,82,26,76.5,12,3.7
80,11,"PLA",163,"Lamesa, TX(dry)",529,2,"154",0.96,0.47,49,202,6.8,3.6,0.93,82,25,74.5,12.2,3.8
80,11,"PLA",163,"Lamesa, TX(dry)",569,1,"116",0.91,0.45,49,165,6.7,4.4,0.86,81,22,68.5,12.8,4
80,11,"PLA",163,"Lamesa, TX(dry)",569,2,"120",0.87,0.42,47,185,7.2,4.1,0.84,81,23,73.5,12.4,4.2
80,11,"PLA",163,"Lamesa, TX(dry)",568,1,"139",1.01,0.47,46,187,6.2,3.8,1,82,23,71,11.4,3.9
80,11,"PLA",163,"Lamesa, TX(dry)",568,2,"130",0.98,0.45,45,199,6.6,3.8,0.96,81,25,76,12,3.8
80,11,"PLA",163,"Lamesa, TX(dry)",567,1,"115",0.92,0.42,45,179,6,4.4,0.89,81,22,73,10.8,4.5
80,11,"PLA",163,"Lamesa, TX(dry)",567,2,"116",0.91,0.44,48,185,6.4,5,0.85,81,24,76,10.8,4.3
80,11,"PLA",163,"Lamesa, TX(dry)",152,1,"142",0.98,0.44,45,194,5.6,3.5,0.96,80,24,74.5,11.8,3.4
80,11,"PLA",163,"Lamesa, TX(dry)",152,2,"147",0.95,0.41,43,183,5.3,3.2,0.95,80,24,73.5,11.4,3.2
80,11,"PLA",163,"Lamesa, TX(dry)",571,1,"130",0.99,0.44,44,173,7.7,3.8,0.98,80,23,76.5,11.8,3.7
80,11,"PLA",163,"Lamesa, TX(dry)",571,2,"135",1,0.45,45,177,7.2,3.9,1.01,81,24,74.5,12,3.8
80,11,"PLA",163,"Lamesa, TX(dry)",572,1,"131",1,0.44,43,188,7.1,3.5,0.99,80,23,76.5,12.4,3.6
80,11,"PLA",163,"Lamesa, TX(dry)",572,2,"121",0.97,0.42,43,174,7.2,3.8,0.98,80,24,72.5,11.8,3.7
80,11,"PLA",163,"Lamesa, TX(dry)",573,1,"134",0.93,0.42,44,188,6.3,3.4,0.89,79,23,76,11.8,3.6
80,11,"PLA",163,"Lamesa, TX(dry)",573,2,"134",0.96,0.43,44,186,6.6,3.4,0.91,79,23,67.5,10.8,3.5
80,12,"PLA",41,"Chickasha, OK(irri)",498,1,"133",1.12,0.53,47,187,6.7,4.8,1.2,84,25,72,10.6,4.5
80,12,"PLA",41,"Chickasha, OK(irri)",498,2,"169",1.11,0.53,47,199,5.4,4.5,1.14,85,28,68,9,4.2
80,12,"PLA",41,"Chickasha, OK(irri)",254,1,"159",1.13,0.54,47,202,5.5,5,1.23,85,25,69.5,11.2,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",254,2,"154",1.08,0.5,46,210,5.2,4.8,1.09,84,24,68,10.2,5.1
80,12,"PLA",41,"Chickasha, OK(irri)",499,1,"137",1.08,0.51,47,185,5,5.2,1.1,83,23,68.5,9.6,4.5
80,12,"PLA",41,"Chickasha, OK(irri)",499,2,"138",1.03,0.48,47,189,5.8,4.6,1.05,84,22,68,10.6,4.8
80,12,"PLA",41,"Chickasha, OK(irri)",80,1,"135",1.08,0.5,46,190,6.6,4.9,1.12,84,20,70.5,10.8,5.1
80,12,"PLA",41,"Chickasha, OK(irri)",80,2,"120",1.1,0.53,47,192,5.4,5,1.13,84,25,68,9.8,5
80,12,"PLA",41,"Chickasha, OK(irri)",402,1,"141",1.14,0.53,46,195,5.9,4.6,1.18,83,26,71,11,4.2
80,12,"PLA",41,"Chickasha, OK(irri)",402,2,"127",1.08,0.49,45,195,5.5,5,1.14,84,24,68,10.8,5
80,12,"PLA",41,"Chickasha, OK(irri)",544,1,"150",1.09,0.51,46,204,6.1,5,1.16,85,24,69.5,10.4,5.1
80,12,"PLA",41,"Chickasha, OK(irri)",544,2,"144",1.04,0.48,45,211,5.9,5,1.07,84,22,68,10.6,5.2
80,12,"PLA",41,"Chickasha, OK(irri)",399,1,"150",1.14,0.58,50,203,5.2,4.4,1.15,84,24,70.5,9.6,4
80,12,"PLA",41,"Chickasha, OK(irri)",399,2,"164",1.08,0.51,47,213,5.4,4.6,1.1,83,29,70.5,9.6,4.6
80,12,"PLA",41,"Chickasha, OK(irri)",567,1,"102",0.93,0.47,50,172,6,5.7,0.9,83,21,70,9.4,5.8
80,12,"PLA",41,"Chickasha, OK(irri)",567,2,"103",0.9,0.46,50,160,5.1,6,0.93,84,19,67,10.2,5.8
80,12,"PLA",41,"Chickasha, OK(irri)",566,1,"137",1.05,0.51,48,181,6.3,4.6,1.04,83,22,69,10,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",566,2,"123",0.94,0.47,49,174,6.1,5,0.94,83,20,65.5,10,4.9
80,12,"PLA",41,"Chickasha, OK(irri)",400,1,"139",1.08,0.5,46,187,6.3,5,1.13,85,26,68.5,10.2,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",400,2,"112",1.01,0.47,46,173,6.2,5.4,1.03,83,21,69.5,10.6,5.5
80,12,"PLA",41,"Chickasha, OK(irri)",568,1,"174",1.11,0.54,48,212,6.3,4.5,1.15,84,27,72,9.8,4.4
80,12,"PLA",41,"Chickasha, OK(irri)",568,2,"132",0.99,0.49,49,194,5.8,5.3,1.05,84,22,62,9,5.5
80,12,"PLA",41,"Chickasha, OK(irri)",532,1,"144",1.05,0.51,47,200,6.2,4.2,1.06,83,24,69.5,9.8,4.3
80,12,"PLA",41,"Chickasha, OK(irri)",532,2,"121",0.97,0.47,47,190,5.4,4.6,0.98,83,19,59.5,10,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",529,1,"143",1.02,0.53,51,192,6.2,5,1.05,85,20,67,10.6,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",529,2,"162",0.97,0.5,51,230,6.2,4.9,1,84,24,69,10,4.7
80,12,"PLA",41,"Chickasha, OK(irri)",569,1,"129",0.98,0.52,52,200,6.9,5.3,0.97,84,21,68.5,10,5.7
80,12,"PLA",41,"Chickasha, OK(irri)",569,2,"103",0.93,0.47,49,180,5.7,5.8,0.92,82,22,66,9.8,4.9
80,12,"PLA",41,"Chickasha, OK(irri)",152,1,"169",1.11,0.5,45,222,5.6,4,1.16,84,29,72.5,9.6,4.2
80,12,"PLA",41,"Chickasha, OK(irri)",152,2,"158",1.03,0.49,47,217,4.7,4.4,1.09,84,24,69.5,10.4,4.3
80,12,"PLA",41,"Chickasha, OK(irri)",571,1,"139",1.09,0.51,46,184,7.4,3.8,1.09,82,20,69.5,10.8,3.9
80,12,"PLA",41,"Chickasha, OK(irri)",571,2,"128",1.01,0.48,47,188,6.5,4.3,1.02,82,21,63.5,9.2,4.2
80,12,"PLA",41,"Chickasha, OK(irri)",572,1,"126",1.07,0.51,47,191,7,4.7,1.13,84,23,68,10.6,4.9
80,12,"PLA",41,"Chickasha, OK(irri)",572,2,"126",1.02,0.47,46,191,6.3,5.5,1.01,83,22,68,10.4,5
80,12,"PLA",41,"Chickasha, OK(irri)",573,1,"149",1.03,0.5,48,203,6.4,4.9,1.05,84,21,60,9.2,5.2
80,12,"PLA",41,"Chickasha, OK(irri)",573,2,"143",1.02,0.51,49,197,5.8,4.7,1.04,84,23,69.5,9.8,4
80,12,"PLA",39,"Mangum, OK(dry)",498,1,"190",1.17,0.58,48,234,5.5,4.2,1.18,86,29,70,10,4.3
80,12,"PLA",39,"Mangum, OK(dry)",498,2,"199",1.18,0.58,49,256,6.4,4.7,1.21,86,31,67,10.2,4.5
80,12,"PLA",39,"Mangum, OK(dry)",254,1,"151",1.13,0.53,46,222,5.7,5.2,1.18,86,24,67.5,9.8,5.3
80,12,"PLA",39,"Mangum, OK(dry)",254,2,"153",1.15,0.55,47,206,5.6,4.7,1.17,84,23,67,11,5.3
80,12,"PLA",39,"Mangum, OK(dry)",499,1,"143",1,0.47,46,225,5.5,4.8,0.99,83,24,69,11.2,4.9
80,12,"PLA",39,"Mangum, OK(dry)",499,2,"143",1.05,0.48,45,218,4.9,5.2,1.08,83,23,64.5,11.4,5.2
80,12,"PLA",39,"Mangum, OK(dry)",80,1,"144",1.12,0.54,48,213,5.7,5,1.16,85,26,70.5,10.6,4.9
80,12,"PLA",39,"Mangum, OK(dry)",80,2,"130",1.14,0.52,46,210,6.1,5.2,1.17,85,23,64,10.8,5
80,12,"PLA",39,"Mangum, OK(dry)",402,1,"155",1.15,0.53,45,212,5.7,5.1,1.24,84,26,70.5,10.6,5.2
80,12,"PLA",39,"Mangum, OK(dry)",402,2,"156",1.18,0.58,48,209,5.7,5,1.15,84,25,69,11.4,5.2
80,12,"PLA",39,"Mangum, OK(dry)",544,1,"142",1.06,0.5,46,218,5.6,5.4,1.1,84,24,69,8.8,5.6
80,12,"PLA",39,"Mangum, OK(dry)",544,2,"151",1.09,0.53,48,203,5.4,5.2,1.1,85,22,67.5,10.2,5.2
80,12,"PLA",39,"Mangum, OK(dry)",399,1,"169",1.12,0.55,49,250,5.5,5.5,1.14,85,29,67.5,10.2,5.5
80,12,"PLA",39,"Mangum, OK(dry)",399,2,"184",1.14,0.57,49,248,5.7,5.2,1.21,86,30,67.5,10,5.4
80,12,"PLA",39,"Mangum, OK(dry)",567,1,"116",0.91,0.45,48,193,6,5.9,0.94,83,22,68.5,10.8,6
80,12,"PLA",39,"Mangum, OK(dry)",567,2,"108",0.92,0.46,50,182,5.3,6.2,0.94,83,21,64.5,10,6.2
80,12,"PLA",39,"Mangum, OK(dry)",566,1,"136",1.04,0.51,49,204,6.7,4.7,1.06,84,20,71,10,5.3
80,12,"PLA",39,"Mangum, OK(dry)",566,2,"134",1.05,0.48,45,208,7.1,5,1.1,85,19,64.5,11,4.9
80,12,"PLA",39,"Mangum, OK(dry)",400,1,"132",1.07,0.54,50,177,7,5.2,1.06,84,23,72,10.2,5.2
80,12,"PLA",39,"Mangum, OK(dry)",400,2,"131",1.09,0.54,49,191,7.4,5.1,1.09,84,24,64,11,5
80,12,"PLA",39,"Mangum, OK(dry)",568,1,"150",1.08,0.53,48,209,5.7,5.4,1.16,85,27,73,10.2,4.6
80,12,"PLA",39,"Mangum, OK(dry)",568,2,"148",1.1,0.52,47,192,6.3,4.2,1.12,84,26,70.5,8.8,4.3
80,12,"PLA",39,"Mangum, OK(dry)",532,1,"150",1.06,0.49,46,209,5.8,5,1.07,82,25,69.5,10.4,3.9
80,12,"PLA",39,"Mangum, OK(dry)",532,2,"148",1.08,0.51,47,200,6.2,4.6,1.08,84,21,70.5,10.2,4.7
80,12,"PLA",39,"Mangum, OK(dry)",529,1,"155",1.03,0.54,52,226,6.3,5.1,1.04,86,26,68.5,9.8,5.1
80,12,"PLA",39,"Mangum, OK(dry)",529,2,"139",1,0.51,51,207,6.6,5.7,0.97,84,24,70,9.4,5.3
80,12,"PLA",39,"Mangum, OK(dry)",569,1,"126",0.98,0.51,52,200,6.6,5.2,0.93,84,22,68,11.4,5.2
80,12,"PLA",39,"Mangum, OK(dry)",569,2,"134",0.97,0.48,49,184,6.2,5.8,0.97,82,24,64.5,10.4,5.6
80,12,"PLA",39,"Mangum, OK(dry)",152,1,"154",1.1,0.52,46,208,4.7,4.6,1.1,82,24,69.5,10,4.5
80,12,"PLA",39,"Mangum, OK(dry)",152,2,"172",1.1,0.51,46,226,6.6,4.6,1.14,83,27,62,9.8,4.5
80,12,"PLA",39,"Mangum, OK(dry)",571,1,"133",1.1,0.53,48,204,7,4.5,1.1,82,22,71.5,10,4.5
80,12,"PLA",39,"Mangum, OK(dry)",571,2,"134",1.12,0.54,48,195,7.9,3.8,1.09,83,19,68,11.2,4.4
80,12,"PLA",39,"Mangum, OK(dry)",572,1,"129",1.06,0.5,47,191,7,5,1.07,83,23,68.5,11.4,5
80,12,"PLA",39,"Mangum, OK(dry)",572,2,"124",1,0.5,49,200,7.3,5.1,1.02,84,20,71.5,11,5.2
80,12,"PLA",39,"Mangum, OK(dry)",573,1,"135",1.02,0.48,47,194,6.6,4.8,0.99,84,23,69,10.2,4.8
80,12,"PLA",39,"Mangum, OK(dry)",573,2,"155",1.03,0.5,48,218,6.1,4.5,1.02,84,24,70,11,4.5
80,12,"PLA",16,"Altus, OK(irri)",498,1,"179",1.12,0.59,51,252,5.9,4.7,1.15,86,28,65,11.2,4.8
80,12,"PLA",16,"Altus, OK(irri)",498,2,"182",1.14,0.55,48,245,5.5,4.5,1.14,84,29,71.5,11.2,4.6
80,12,"PLA",16,"Altus, OK(irri)",254,1,"150",1.13,0.52,45,256,5.7,4.9,1.14,82,24,69.5,10.8,4.8
80,12,"PLA",16,"Altus, OK(irri)",254,2,"136",1.09,0.52,47,218,5.6,5.4,1.15,83,22,69,11.2,5.1
80,12,"PLA",16,"Altus, OK(irri)",499,1,"137",1.06,0.51,48,192,6,4.8,1.04,83,22,66.5,11.2,5.1
80,12,"PLA",16,"Altus, OK(irri)",499,2,"129",1.05,0.5,47,191,6,5.4,1.06,83,23,72,11.4,5.3
80,12,"PLA",16,"Altus, OK(irri)",80,1,"131",1.1,0.52,47,196,6.5,5.2,1.12,85,21,71,10.8,5.5
80,12,"PLA",16,"Altus, OK(irri)",80,2,"134",1.09,0.52,47,184,6.7,5.4,1.07,84,21,68,8.8,5.5
80,12,"PLA",16,"Altus, OK(irri)",402,1,"170",1.18,0.59,49,203,6.2,4.9,1.18,85,25,69,10,5
80,12,"PLA",16,"Altus, OK(irri)",402,2,"149",1.15,0.55,47,206,7.4,4.8,1.16,87,23,67.5,10.8,4.6
80,12,"PLA",16,"Altus, OK(irri)",544,1,"148",1.13,0.55,48,206,6.3,4.9,1.08,84,22,65.5,10.4,5.2
80,12,"PLA",16,"Altus, OK(irri)",544,2,"147",1.04,0.49,47,212,6,5.3,1.09,84,23,65,11.2,5.5
80,12,"PLA",16,"Altus, OK(irri)",399,1,"166",1.1,0.54,48,237,5.5,4.9,1.1,85,27,63,10,4.4
80,12,"PLA",16,"Altus, OK(irri)",399,2,"159",1.1,0.53,47,220,5.7,4.9,1.13,84,26,55.5,7.6,5.2
80,12,"PLA",16,"Altus, OK(irri)",567,1,"106",0.93,0.48,51,182,6.2,6.5,0.92,83,22,67,10.4,6.1
80,12,"PLA",16,"Altus, OK(irri)",567,2,"106",0.9,0.46,50,178,5.7,6.6,0.92,82,21,68.5,9.2,6.5
80,12,"PLA",16,"Altus, OK(irri)",566,1,"115",1,0.5,49,198,6.8,5.5,1.05,84,23,64,10,5.4
80,12,"PLA",16,"Altus, OK(irri)",566,2,"133",1,0.51,50,178,5.8,5.4,0.97,83,20,67.5,10.6,5.3
80,12,"PLA",16,"Altus, OK(irri)",400,1,"130",1.04,0.52,49,178,6.6,4.9,1,83,22,69,11.2,5.4
80,12,"PLA",16,"Altus, OK(irri)",400,2,"120",1.04,0.53,50,175,6.8,5.6,1.05,85,22,67,11,6
80,12,"PLA",16,"Altus, OK(irri)",568,1,"155",1.08,0.53,48,193,5.8,4.8,1.08,84,22,70.5,10.2,4.5
80,12,"PLA",16,"Altus, OK(irri)",568,2,"146",1.06,0.52,48,207,6.1,5.2,1.07,84,21,69.5,9.8,5.2
80,12,"PLA",16,"Altus, OK(irri)",532,1,"151",1.06,0.5,47,185,6.4,4.9,1.1,84,21,71,11,5
80,12,"PLA",16,"Altus, OK(irri)",532,2,"151",1.02,0.49,47,170,5.7,4.4,1.09,84,21,72.5,10.4,4.7
80,12,"PLA",16,"Altus, OK(irri)",529,1,"158",1.03,0.54,52,210,6.7,5.3,1,86,24,62.5,10.8,5.1
80,12,"PLA",16,"Altus, OK(irri)",529,2,"158",1.01,0.53,52,193,5.9,5.4,1,85,22,69,11,5.1
80,12,"PLA",16,"Altus, OK(irri)",569,1,"127",0.94,0.48,50,174,6.6,5.6,0.96,82,19,67.5,11.2,5.6
80,12,"PLA",16,"Altus, OK(irri)",569,2,"141",0.94,0.49,52,177,5.8,5.8,0.96,84,22,65,12,5.5
80,12,"PLA",16,"Altus, OK(irri)",152,1,"171",1.06,0.49,45,195,5.8,4.5,1.05,83,22,70.5,10.2,4.7
80,12,"PLA",16,"Altus, OK(irri)",152,2,"173",1.08,0.55,50,204,5.3,4.7,1.07,84,23,68.5,10.2,4.3
80,12,"PLA",16,"Altus, OK(irri)",571,1,"144",1.11,0.55,49,183,8.3,4.4,1.12,83,23,68.5,11,4.5
80,12,"PLA",16,"Altus, OK(irri)",571,2,"137",1.07,0.51,47,176,7,4.5,1.12,82,23,74.5,10.6,4.6
80,12,"PLA",16,"Altus, OK(irri)",572,1,"130",1.03,0.5,48,164,6.6,5,1.03,83,22,68,11,4.6
80,12,"PLA",16,"Altus, OK(irri)",572,2,"138",1.04,0.5,47,188,7.6,4.9,1.08,83,22,66,10.8,4.5
80,12,"PLA",16,"Altus, OK(irri)",573,1,"148",1,0.5,49,169,7,4.8,1.05,85,20,71.5,9.8,4.6
80,12,"PLA",16,"Altus, OK(irri)",573,2,"149",1.05,0.52,49,187,5,4.9,0.96,82,20,67,10.2,5.2
80,20,"EAS",33,"Auburn, AL",498,1,"151",1.03,0.47,45,208,4.9,4.1,1.01,81,27,65.5,10.6,4.3
80,20,"EAS",33,"Auburn, AL",498,2,"172",1.09,0.49,44,228,5.1,4.4,1.06,82,27,69,10.4,4.6
80,20,"EAS",33,"Auburn, AL",254,1,"136",1.03,0.47,45,161,4.6,5,0.97,79,22,70,10.4,4.7
80,20,"EAS",33,"Auburn, AL",254,2,"143",1.04,0.46,44,201,5.4,4.5,1.03,82,22,69.5,10.4,4.4
80,20,"EAS",33,"Auburn, AL",499,1,"101",0.96,0.43,44,161,4.6,4.6,0.89,80,19,64,10.2,5.1
80,20,"EAS",33,"Auburn, AL",499,2,"120",0.98,0.43,43,158,4.8,4.3,0.99,80,22,70.5,10.2,4.6
80,20,"EAS",33,"Auburn, AL",80,1,"126",0.98,0.44,45,160,5.6,5.4,1.02,81,22,69.5,9.6,5.5
80,20,"EAS",33,"Auburn, AL",80,2,"133",1.03,0.47,45,189,5.8,5.2,1.01,82,22,57.5,10.4,5.1
80,20,"EAS",33,"Auburn, AL",468,1,"138",1.04,0.47,45,178,4.5,4.7,1.06,82,20,65.5,9.6,4.7
80,20,"EAS",33,"Auburn, AL",468,2,"130",0.95,0.42,43,195,5,4.7,1.03,82,20,69.5,10.6,5.2
80,20,"EAS",33,"Auburn, AL",570,1,"117",1.01,0.43,42,182,5,5,1.07,81,23,67.5,10.6,5
80,20,"EAS",33,"Auburn, AL",570,2,"138",0.99,0.42,42,186,4.8,4.7,1.04,81,23,69,9.8,4.6
80,20,"EAS",33,"Auburn, AL",462,1,"130",1.06,0.48,44,193,5.5,4.6,1.06,83,24,71,9.6,4.7
80,20,"EAS",33,"Auburn, AL",462,2,"146",1.04,0.47,45,207,5.4,4.7,1.1,84,23,63.5,9.8,4.8
80,20,"EAS",33,"Auburn, AL",603,1,"115",0.96,0.42,43,155,4.7,4.8,1,82,21,65,9.8,4.9
80,20,"EAS",33,"Auburn, AL",603,2,"147",1.03,0.47,45,182,5.2,4.8,0.99,82,23,70,10.2,5
80,20,"EAS",33,"Auburn, AL",475,1,"111",1.02,0.47,46,158,5.1,4.8,1.01,81,22,71,9.8,5
80,20,"EAS",33,"Auburn, AL",475,2,"130",1,0.44,43,166,5.5,4.1,1.05,82,21,68.5,9,4.8
80,20,"EAS",33,"Auburn, AL",469,1,"140",1.03,0.48,46,178,6.6,5,1,82,23,66,9.6,5.2
80,20,"EAS",33,"Auburn, AL",469,2,"133",1.04,0.46,44,168,6,5.4,1.08,83,23,71,9,5.3
80,20,"EAS",33,"Auburn, AL",597,1,"119",1.02,0.46,45,199,6.7,4.6,1,81,23,69.5,10.6,4.9
80,20,"EAS",33,"Auburn, AL",597,2,".",0.96,0.43,44,190,7.3,5,0.97,81,22,69,10,4.3
80,20,"EAS",33,"Auburn, AL",450,1,"128",1.01,0.44,43,151,4.6,5.1,1.04,82,24,70,10,4.8
80,20,"EAS",33,"Auburn, AL",450,2,"139",0.96,0.43,44,180,5.2,5,1.01,82,21,63,9.2,5
