"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
"90",20,"EAS",30,"Jackson, TN",689,2,"126",1.17,0.56,175,8,4,9.4,78.5,23.9,85.2,8.5,4
"90",20,"EAS",30,"Jackson, TN",697,1,"123",1.17,0.54,199,8,3.4,8.4,73.7,25.4,84.4,9,3.3
"90",20,"EAS",30,"Jackson, TN",697,2,"131",1.19,0.58,200,7,3.5,8.4,75.1,27.7,85.1,8.4,3.5
"90",20,"EAS",30,"Jackson, TN",706,1,"138",1.17,0.57,212,8,4.3,8.7,75.2,28.8,84.4,9.4,4.1
"90",20,"EAS",30,"Jackson, TN",706,2,"147",1.23,0.6,210,7.8,3.8,8.8,72.3,30.8,84.7,8.5,3.6
"90",20,"EAS",30,"Jackson, TN",731,1,"159",1.23,0.61,239,8.3,3.7,9.1,76.7,34.4,85,9.4,3.5
"90",20,"EAS",30,"Jackson, TN",731,2,"159",1.25,0.61,237,7.5,3.9,8.6,73.4,32.7,83.9,9.3,3.8
"90",20,"EAS",30,"Jackson, TN",741,1,"159",1.2,0.58,260,7.8,4.1,9.3,75.6,32.8,85.1,9.1,4
"90",20,"EAS",30,"Jackson, TN",741,2,"153",1.2,0.58,228,8.5,4,9.2,72.6,33.5,85.1,8.8,3.8
"90",20,"EAS",30,"Jackson, TN",750,1,"124",1.19,0.6,199,10,4,9.6,73.6,27.5,85.5,10,3.9
"90",20,"EAS",30,"Jackson, TN",750,2,"128",1.19,0.58,201,8.5,4.2,9.6,72,26.7,86,9.9,4
"90",20,"EAS",30,"Jackson, TN",816,1,"141",1.19,0.59,211,8,3.9,8.7,75.8,28.6,84.4,10,3.8
"90",20,"EAS",30,"Jackson, TN",816,2,"135",1.19,0.6,208,7.5,3.6,8.7,72.9,28.5,84.4,8.6,3.7
"90",20,"EAS",30,"Jackson, TN",827,1,"127",1.14,0.56,179,9.3,3.8,9.3,77.8,24.4,85.4,9.3,3.8
"90",20,"EAS",30,"Jackson, TN",827,2,"132",1.17,0.56,185,9.5,3.6,8.9,76.8,24.3,84,9,3.5
"90",20,"EAS",33,"Auburn, AL",473,1,"116",1.05,0.5,194,8,3.8,8.1,62.7,24.3,82.6,7.8,3.9
"90",20,"EAS",33,"Auburn, AL",473,2,"78",1.02,0.51,180,5.8,4.5,7.8,66.3,23,82.3,7.9,4.4
"90",20,"EAS",33,"Auburn, AL",513,1,"122",1.05,0.52,191,7.3,4.1,8,62.9,23.5,83.4,7.8,4.4
"90",20,"EAS",33,"Auburn, AL",513,2,"113",1.04,0.51,190,7,4,8.1,65.3,24.1,82.9,7.8,3.6
"90",20,"EAS",33,"Auburn, AL",570,1,"119",1.05,0.52,191,8.3,4.5,8.7,66,25.1,83,8.4,4.4
"90",20,"EAS",33,"Auburn, AL",570,2,"101",1.04,0.51,181,7.5,3.8,7.9,67.6,24.7,80.8,8.9,3.7
"90",20,"EAS",33,"Auburn, AL",575,1,"109",1,0.48,171,9.5,4.1,9.3,68.4,21.6,82.5,8.2,3.9
"90",20,"EAS",33,"Auburn, AL",575,2,"107",1.05,0.5,203,8.5,4.4,8.5,68.3,27.9,82.5,8.9,4
"90",20,"EAS",33,"Auburn, AL",578,1,"133",1.11,0.54,239,7,4,8.3,63.1,30.4,83.1,8.2,3.7
"90",20,"EAS",33,"Auburn, AL",578,2,"121",1.09,0.52,194,8.3,4.1,8.5,65.3,26.3,83.2,7.4,4
"90",20,"EAS",33,"Auburn, AL",611,1,"117",1.05,0.51,191,8.3,4.2,9,60.1,24.7,82.5,7.9,4.3
"90",20,"EAS",33,"Auburn, AL",611,2,"111",1.04,0.52,195,9,4.5,9.4,71.8,28.6,83.5,7.9,4.4
"90",20,"EAS",33,"Auburn, AL",649,1,"117",1.08,0.53,198,8.5,4.3,9.5,64.2,24.6,82.6,9,4.3
"90",20,"EAS",33,"Auburn, AL",649,2,"128",1.07,0.53,218,6.8,4.5,8.2,69,29,83.2,7.7,4.4
"90",20,"EAS",33,"Auburn, AL",654,1,"87",0.98,0.49,169,8.3,3.9,7.7,65.6,22.2,82.1,8.1,3.7
"90",20,"EAS",33,"Auburn, AL",654,2,"114",1.05,0.52,197,9,4.3,9.2,66.5,25.6,84.2,8.8,4.4
"90",20,"EAS",33,"Auburn, AL",670,1,"124",1.08,0.52,219,8.3,4.1,8.6,63.9,28,84,8.5,4
"90",20,"EAS",33,"Auburn, AL",670,2,"114",1.07,0.52,199,7.3,4.1,8.5,61.5,25.4,82.4,7.9,3.8
"90",20,"EAS",33,"Auburn, AL",689,1,"115",1.03,0.51,212,7.3,4.1,7.8,60.8,24,80.4,7.5,4.2
"90",20,"EAS",33,"Auburn, AL",689,2,"108",1.03,0.53,218,7.5,4.4,8.8,68.1,31,83.6,8.1,4.1
"90",20,"EAS",33,"Auburn, AL",697,1,"119",1.06,0.51,204,7.3,4.3,8.3,61.5,26.5,82.6,7.5,4
"90",20,"EAS",33,"Auburn, AL",697,2,"114",1.06,0.52,200,7.8,3.6,8.4,61.9,27.6,83.6,8,3.5
"90",20,"EAS",33,"Auburn, AL",706,1,"94",1.05,0.51,193,7,4.1,7.8,65.3,23.7,81.5,8.6,4
"90",20,"EAS",33,"Auburn, AL",706,2,"113",1.06,0.51,194,8.3,3.8,9,63.2,24.1,83,8.7,3.9
"90",20,"EAS",33,"Auburn, AL",731,1,"116",1.01,0.5,189,6.5,4.6,8.1,63.4,25.1,82.3,8.4,4.7
"90",20,"EAS",33,"Auburn, AL",731,2,"113",1.02,0.5,204,7,4.2,8.4,58.5,27.3,83.3,8,3.9
"90",20,"EAS",33,"Auburn, AL",741,1,"107",1.05,0.52,182,9.5,4.6,9.3,66.6,24.7,82.8,8.4,4.3
"90",20,"EAS",33,"Auburn, AL",741,2,"123",1.06,0.51,209,7.3,3.8,8.1,64.6,25.1,80.9,7.2,3.8
"90",20,"EAS",33,"Auburn, AL",750,1,"118",1.08,0.53,191,9.5,4.1,8.8,61.1,24.4,84.1,9.2,4.1
"90",20,"EAS",33,"Auburn, AL",750,2,"124",1.08,0.53,214,7.5,4,8.2,64,25.9,83,8.3,4.1
"90",20,"EAS",33,"Auburn, AL",816,1,"112",1,0.51,203,8,4.3,9.3,64.5,27.3,82.9,9.2,4.3
"90",20,"EAS",33,"Auburn, AL",816,2,"131",1.02,0.51,220,8,4.2,8.7,68.1,28.3,82.4,8.5,4.2
"90",20,"EAS",33,"Auburn, AL",827,1,"114",1.02,0.51,214,8.3,4.3,9,65.1,26.8,81.5,7.6,3.9
"90",20,"EAS",33,"Auburn, AL",827,2,"135",1.02,0.51,231,6.8,4.1,8.3,62.4,30.5,83.5,7.9,3.9
"90",20,"EAS",35,"Tifton, GA",473,1,"121",1.15,0.57,196,9,4.7,9.1,78.1,27.4,84.5,9.1,4.7
"90",20,"EAS",35,"Tifton, GA",473,2,"125",1.11,0.56,201,8.5,4.7,9.1,76.9,28.6,84.7,9.2,4.6
"90",20,"EAS",35,"Tifton, GA",513,1,"142",1.16,0.57,222,6.8,4.4,8.5,77.8,30.5,84.2,9.1,4.5
"90",20,"EAS",35,"Tifton, GA",513,2,"142",1.13,0.57,222,6.8,4.3,8.6,76.7,31.6,85.1,8.9,4.7
"90",20,"EAS",35,"Tifton, GA",570,1,"138",1.19,0.58,222,6.5,4.3,8.7,77.4,31,85.1,9.3,4.2
"90",20,"EAS",35,"Tifton, GA",570,2,"148",1.24,0.61,217,7,4,8.3,78.3,31,85.7,8.8,4.3
"90",20,"EAS",35,"Tifton, GA",575,1,"138",1.16,0.57,197,6.8,5,8.8,77.5,29,85,9.1,5.2
"90",20,"EAS",35,"Tifton, GA",575,2,"127",1.16,0.56,199,7,4.4,8.1,78.1,28.7,84.9,9.3,4.3
"90",20,"EAS",35,"Tifton, GA",578,1,"140",1.11,0.58,217,9,4.3,9.1,77.5,32.9,83.5,8.9,4.2
"90",20,"EAS",35,"Tifton, GA",578,2,"133",1.06,0.55,233,7.3,4.4,9.3,76.8,32.3,84.4,8.1,4.1
"90",20,"EAS",35,"Tifton, GA",611,1,"131",1.15,0.57,201,7.8,4.5,8.8,78.5,28.8,84.9,8.2,4.4
"90",20,"EAS",35,"Tifton, GA",611,2,"137",1.14,0.56,186,8.3,4.5,8.4,76.5,27.4,85.7,9.1,4.3
"90",20,"EAS",35,"Tifton, GA",649,1,"146",1.15,0.59,222,6.8,4.7,8.6,75.7,32.4,84.8,8.8,4.9
"90",20,"EAS",35,"Tifton, GA",649,2,"137",1.17,0.58,231,6.5,4.8,8.6,78.5,32.9,85.5,9.4,4.7
"90",20,"EAS",35,"Tifton, GA",654,1,"155",1.19,0.6,230,6.5,4.3,8.5,77.9,31.1,85.8,8.8,4.2
"90",20,"EAS",35,"Tifton, GA",654,2,"156",1.22,0.6,235,6.5,4.1,8.8,78.2,32.2,87.1,8.9,4
"90",20,"EAS",35,"Tifton, GA",670,2,"126",1.17,0.56,210,6.5,4.6,8.6,75.3,33.4,85.3,8.7,4.5
"90",20,"EAS",35,"Tifton, GA",689,1,"127",1.13,0.55,195,8.5,4.9,9.3,77.9,27.7,85.8,9.5,5
"90",20,"EAS",35,"Tifton, GA",689,2,"133",1.15,0.57,186,8.5,4.8,9,77.8,26.9,86.1,9,4.6
"90",20,"EAS",35,"Tifton, GA",697,1,"127",1.17,0.56,199,7.5,4.3,7.9,77.6,26.3,84.5,9.6,4.5
"90",20,"EAS",35,"Tifton, GA",697,2,"131",1.18,0.58,202,7.5,4.5,8,74.1,27.4,84.9,9.4,4.4
"90",20,"EAS",35,"Tifton, GA",706,1,"141",1.15,0.59,213,6.5,4.5,8.7,75.9,29.8,85,8.7,4.6
"90",20,"EAS",35,"Tifton, GA",706,2,"141",1.17,0.58,210,6,4.6,8.7,76.7,31.9,85.4,9.1,4.4
"90",20,"EAS",35,"Tifton, GA",731,1,"161",1.23,0.61,231,6,4.3,8.6,76.3,35.6,84.9,9,4.3
"90",20,"EAS",35,"Tifton, GA",731,2,"162",1.18,0.57,243,6.3,4.4,8.7,76.2,35.5,85,9.3,4.2
"90",20,"EAS",35,"Tifton, GA",741,1,"150",1.19,0.58,225,6.8,4.7,8.7,75.5,33,85.9,9.2,4.7
"90",20,"EAS",35,"Tifton, GA",741,2,"143",1.15,0.6,233,6.5,4.6,8.9,78.9,34.4,85.9,9.1,4.8
"90",20,"EAS",35,"Tifton, GA",750,1,"138",1.16,0.59,204,8.8,4.6,9.2,76.7,29.4,85.3,10,4.7
"90",20,"EAS",35,"Tifton, GA",750,2,"144",1.16,0.58,210,9.5,4.6,9.2,74.4,29.2,87,9.8,4.6
"90",20,"EAS",35,"Tifton, GA",816,1,"131",1.11,0.58,202,6.5,4.7,8.7,76.9,29.3,85.6,9.4,4.6
"90",20,"EAS",35,"Tifton, GA",816,2,"144",1.18,0.6,213,7.3,4.5,8.1,77.8,29.1,85.7,9.8,4.4
"90",20,"EAS",35,"Tifton, GA",827,1,"132",1.19,0.61,195,9.3,4.4,8.9,80.7,28.5,83.6,8.6,4.7
"90",20,"EAS",35,"Tifton, GA",827,2,"136",1.19,0.6,198,8.8,4.6,8.9,79,28.4,84.7,8.8,4.7
"90",20,"EAS",36,"Florence, SC",473,1,"113",1.12,0.56,196,7.8,4.5,10,76.8,27.5,85.1,7.7,4.9
