"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","waste","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
26,31,15,30,"CEN",21,"Weslaco, TX",1436,"DP 1219B2RF",1,4.14,0.86,1.178,84,7.9,30.9,6.7,80,9.4,80.53,"6.09",123,8,0.87,18,1,6.1,1.21,178,3,1.02
26,32,15,30,"CEN",21,"Weslaco, TX",1436,"DP 1219B2RF",2,4.27,0.86,1.215,85.3,6.9,32.3,7.2,82.6,8.7,82.1,"5.91",94,2,0.91,17,1,5.5,1.26,177,2.8,1.02
26,35,15,30,"CEN",21,"Weslaco, TX",1438,"All-Tex Nitro 44B2RF",1,3.84,0.84,1.255,85.1,6.7,30.1,7.8,77.5,8.1,91.53,"6.77",99,8,0.94,16,1.1,4.9,1.32,168,4,0.98
26,36,15,30,"CEN",21,"Weslaco, TX",1438,"All-Tex Nitro 44B2RF",2,3.95,0.84,1.259,86.8,5.6,31.5,8.1,78.3,8.4,74.9,"12.7",95,2,0.96,14,1.1,4.4,1.32,183,2.5,1.03
26,21,15,30,"CEN",21,"Weslaco, TX",1441,"FM 2484B2F",1,4.12,0.86,1.213,85.2,6.9,30.6,6.4,82.7,9.2,72.99,"5.4",122,1,0.95,14,1,4.2,1.27,180,2.3,1.04
26,22,15,30,"CEN",21,"Weslaco, TX",1441,"FM 2484B2F",2,4.26,0.86,1.21,84.5,7,29.7,6.6,82,9.6,67.96,"5.22",135,12,0.9,16,1,5.2,1.25,177,2.5,1.03
26,27,15,30,"CEN",21,"Weslaco, TX",1465,"NG 1511B2RF",1,4.47,0.85,1.16,84.9,7.4,29.9,8,79.7,9,75.44,"8.9700000000000006",118,13,0.91,14,1,4.6,1.21,192,2.7,1.02
26,28,15,30,"CEN",21,"Weslaco, TX",1465,"NG 1511B2RF",2,4.61,0.86,1.103,83.7,7.2,26.7,7.9,81.3,9.9,71.63,"3.35",101,3,0.89,14,1,4.7,1.17,185,2.5,1.02
26,29,15,30,"CEN",21,"Weslaco, TX",1495,"Croplan 3787B2RF",1,4.38,0.85,1.138,83.7,6.8,28.8,8.1,79,10.9,64.34,"4.24",95,3,0.88,15,1,5,1.17,186,2.8,1.01
26,30,15,30,"CEN",21,"Weslaco, TX",1495,"Croplan 3787B2RF",2,4.41,0.85,1.19,84.6,6.7,28.5,7.7,79.2,10.5,62.26,"5.28",90,1,0.93,13,1,4.3,1.22,184,2.9,1
26,41,15,30,"CEN",72,"Beeville, TX",1404,"PHY 499wrf",1,3.76,0.83,1.108,84.2,8.3,32.8,8.8,73.9,8.2,67.66,"9.32",128,7,0.84,19,0.9,6.9,1.15,181,3.4,1
26,42,15,30,"CEN",72,"Beeville, TX",1404,"PHY 499wrf",2,4.28,0.84,1.106,84,7.6,33.2,8.9,75.3,8.6,60.45,"9.08",120,6,0.86,17,1,5.8,1.16,189,3.2,1.02
26,37,15,30,"CEN",72,"Beeville, TX",1412,"DP 0912B2RF",1,4.35,0.85,1.103,84.1,7.3,29.8,8.1,75.5,8.4,62.23,"7.56",120,4,0.87,15,1,5.1,1.16,188,2.9,1.01
26,38,15,30,"CEN",72,"Beeville, TX",1412,"DP 0912B2RF",2,4.8,0.86,1.087,83.5,7.6,28.8,7.6,74.7,8.3,66.23,"7.22",157,4,0.77,23,0.9,8.4,1.1,208,3.4,1.03
26,43,15,30,"CEN",72,"Beeville, TX",1426,"PHY 725RF",1,4.17,0.85,1.206,85.5,6,37.8,8.1,73.8,9.3,87.02,"7.78",76,3,0.97,11,1.1,3.4,1.28,185,1.9,1.05
26,44,15,30,"CEN",72,"Beeville, TX",1426,"PHY 725RF",2,3.98,0.85,1.16,84.8,6.8,35.3,7.4,76,9.6,78.2,".",202,13,0.86,19,1,6.6,1.19,183,3.2,1.03
26,51,15,30,"CEN",72,"Beeville, TX",1427,"DP 1044B2RF",1,4.17,0.85,1.101,83.1,9.3,27.9,7.7,77.9,8.3,66.43,"7.65",126,4,0.84,18,0.9,6.6,1.16,189,3.5,1
26,52,15,30,"CEN",72,"Beeville, TX",1427,"DP 1044B2RF",2,3.97,0.84,1.11,83,8.8,28.6,8,77.3,8.5,65.88,"7.07",128,3,0.86,18,1,6.1,1.18,188,3.5,1
26,49,15,30,"CEN",72,"Beeville, TX",1436,"DP 1219B2RF",1,3.89,0.85,1.111,81.9,9.3,30.2,6.7,77.4,8.6,72.74,"7.63",148,8,0.81,23,0.9,8.4,1.18,178,3.6,1.01
26,50,15,30,"CEN",72,"Beeville, TX",1436,"DP 1219B2RF",2,3.91,0.85,1.119,83.8,7.4,31.3,6,79.2,8.9,79.32,"5.85",105,4,0.86,17,1,6.1,1.17,182,3,1.02
26,53,15,30,"CEN",72,"Beeville, TX",1438,"All-Tex Nitro 44B2RF",1,3.5,0.84,1.239,85.4,6.6,32.9,7.2,77.2,8.1,85.99,"8.24",152,8,0.97,13,1.1,4,1.3,171,3,1.01
26,54,15,30,"CEN",72,"Beeville, TX",1438,"All-Tex Nitro 44B2RF",2,3.63,0.84,1.149,84.6,7.5,32,7.5,75.3,8.8,63.31,"10.73",180,10,0.85,21,1,7.4,1.22,172,4.1,1
26,39,15,30,"CEN",72,"Beeville, TX",1441,"FM 2484B2F",1,3.38,0.84,1.16,81.3,9.6,31,6.4,79.7,7.9,75.8,"8.85",190,15,0.83,22,1,7.7,1.21,163,4.3,0.98
26,40,15,30,"CEN",72,"Beeville, TX",1441,"FM 2484B2F",2,3.48,0.84,1.159,82.9,8,30.7,6.4,80.5,7.9,76.17,"7.71",137,4,0.9,16,1,5.4,1.24,172,3.2,1.01
26,45,15,30,"CEN",72,"Beeville, TX",1465,"NG 1511B2RF",1,4.23,0.85,1.12,83.2,8.1,31.5,8.5,75.5,9.3,70.69,"5.67",101,7,0.85,16,0.9,5.7,1.14,190,2.8,1.02
26,46,15,30,"CEN",72,"Beeville, TX",1465,"NG 1511B2RF",2,4.32,0.85,1.055,82,10.6,29.3,8.3,74.9,9,63.67,"6.68",126,9,0.84,17,0.9,5.9,1.13,188,3,1.01
26,47,15,30,"CEN",72,"Beeville, TX",1495,"Croplan 3787B2RF",1,4.52,0.85,1.168,85.2,6.6,28.7,8.4,76.9,9.3,80.89,"6.65",108,2,0.9,15,1,5,1.2,184,3.4,1
26,48,15,30,"CEN",72,"Beeville, TX",1495,"Croplan 3787B2RF",2,4.21,0.85,1.15,84.6,7.4,29.5,8,74.9,9.7,64.57,"6.32",126,5,0.94,13,1,4.3,1.23,187,3.1,1.01
80,5,15,40,"DEL",24,"Saint Joseph, LA",1404,"PHY 499wrf",1,4.96,0.88,1.178,85,6.3,36.1,6.8,56.8,7.5,86.52,"11.62",76,5,0.95,10,1,3.2,1.22,195,2.4,1.02
80,6,15,40,"DEL",24,"Saint Joseph, LA",1404,"PHY 499wrf",2,5.01,0.88,1.243,85.1,6.6,33.6,6.5,58.8,6.6,68.33,"14.37",94,9,0.94,15,1.1,4.3,1.28,186,2.6,1.02
80,1,15,40,"DEL",24,"Saint Joseph, LA",1412,"DP 0912B2RF",1,4.93,0.87,1.26,85.1,7.4,33.7,7,59.3,7.8,85.38,"13.77",115,8,0.94,17,1.1,5,1.32,185,3.8,0.98
80,2,15,40,"DEL",24,"Saint Joseph, LA",1412,"DP 0912B2RF",2,5.15,0.88,1.205,84.4,7.3,30.3,6,56.9,8,66.15,"19.2",103,16,0.92,19,1.1,5.7,1.31,197,3.5,1
80,7,15,40,"DEL",24,"Saint Joseph, LA",1426,"PHY 725RF",1,5.09,0.87,1.19,85.1,7.4,34.6,7.7,61.7,7.4,68.69,"11.37",85,12,0.92,16,1,4.9,1.26,192,2.9,1
80,8,15,40,"DEL",24,"Saint Joseph, LA",1426,"PHY 725RF",2,5.38,0.88,1.167,83.4,7,32,7.3,61.2,7.3,62.73,"9.24",120,4,0.85,18,1,6,1.18,204,2.4,1.03
80,3,15,40,"DEL",24,"Saint Joseph, LA",1441,"FM 2484B2F",1,5.43,0.89,1.202,84.6,7.1,33.1,6.8,61.6,7.6,80.53,"10.89",95,12,0.93,14,1,4.3,1.26,199,2.5,1.03
80,4,15,40,"DEL",24,"Saint Joseph, LA",1441,"FM 2484B2F",2,5.32,0.87,1.117,84.8,6.6,31.5,9.3,58.2,7.2,68.06,"14.48",118,18,0.86,14,0.9,4.8,1.13,197,2.9,0.99
80,9,15,40,"DEL",24,"Saint Joseph, LA",1457,"DP 1321B2RF",1,5.03,0.88,1.213,83.6,7.2,34.2,6.5,61.4,6.5,76.08,"14.49",80,12,0.99,13,1.1,3.8,1.33,191,2.4,1.03
80,10,15,40,"DEL",24,"Saint Joseph, LA",1457,"DP 1321B2RF",2,4.93,0.88,1.181,85.5,6.5,34.7,6.5,59.9,8,83.94,"11.99",65,5,0.96,12,1,3.5,1.25,190,2.6,1.02
80,19,15,40,"DEL",24,"Saint Joseph, LA",1461,"ST 6448GLB2",1,5.55,0.88,1.115,84.3,6.3,30.2,8.4,57.7,8.3,65.47,"15.73",76,7,0.89,12,1,4,1.14,210,1.5,1.06
80,20,15,40,"DEL",24,"Saint Joseph, LA",1461,"ST 6448GLB2",2,4.82,0.87,1.225,85.1,6.9,33.3,7.1,59.7,7.4,83.59,"16.989999999999998",136,13,0.99,12,1.1,3.3,1.31,186,1.6,1.06
80,11,15,40,"DEL",24,"Saint Joseph, LA",1465,"NG 1511B2RF",1,4.9,0.88,1.21,83.9,7.9,31.4,6.4,58.8,7.7,70.53,"16.97",174,11,0.87,22,1,7.1,1.27,184,3.3,1.02
80,12,15,40,"DEL",24,"Saint Joseph, LA",1465,"NG 1511B2RF",2,4.94,0.88,1.211,85.4,6.5,36,5.9,60,7.8,75.06,"11.59",102,9,0.99,12,1.1,3.4,1.31,190,1.2,1.1
80,15,15,40,"DEL",24,"Saint Joseph, LA",1468,"ST 4946GLB2",1,5.28,0.86,1.146,84.5,7.6,31.1,9.3,62.9,7.6,66.21,"11.26",84,6,0.92,13,1,4.2,1.2,211,1.6,1.06
80,16,15,40,"DEL",24,"Saint Joseph, LA",1468,"ST 4948GLB2",2,5.42,0.89,1.209,85,7.3,32.8,6.3,62.8,7.1,71.9,"12.7",115,8,0.93,15,1,4.5,1.26,200,1.7,1.08
80,13,15,40,"DEL",24,"Saint Joseph, LA",1469,"PHY 339WRF",1,4.87,0.87,1.198,85,7,35,7.2,59,7.1,76.43,"13.9",90,8,0.96,13,1.1,3.9,1.28,199,1.8,1.08
80,14,15,40,"DEL",24,"Saint Joseph, LA",1469,"PHY 339WRF",2,4.82,0.88,1.262,84.9,7.1,35.3,5.8,61.3,7.7,76.89,"15.02",95,10,0.98,14,1.1,4,1.34,184,2,1.06
80,17,15,40,"DEL",24,"Saint Joseph, LA",1477,"ST 5289GLT",1,4.9,0.87,1.152,84.2,7.7,32.3,7.3,59.7,7.3,69.76,"12.85",108,10,0.91,13,1,4.2,1.18,198,1.6,1.06
80,18,15,40,"DEL",24,"Saint Joseph, LA",1477,"ST 5289GLT",2,5.09,0.88,1.224,85.9,6.7,34.3,6.7,58.8,6.9,66.37,"21.67",112,13,0.95,13,1,3.8,1.25,202,1.8,1.07
84,5,15,40,"DEL",25,"Stoneville, MS",1404,"PHY 499wrf",1,5.1,0.87,1.171,85.7,6.1,33.4,8.5,76.3,7.9,62.5,"6.88",128,12,0.91,16,1,5,1.23,205,2.3,1.06
84,6,15,40,"DEL",25,"Stoneville, MS",1404,"PHY 499wrf",2,5.04,0.87,1.153,85.8,6.6,32.1,8.3,78,8.7,75.1,"5.68",69,4,0.91,14,1,4.4,1.2,207,1.7,1.07
84,1,15,40,"DEL",25,"Stoneville, MS",1412,"DP 0912B2RF",1,5.34,0.88,1.161,84.3,6.2,31.4,7.7,80.4,8.1,65.53,"7.25",84,1,0.93,12,1,3.7,1.21,212,1.6,1.08
84,2,15,40,"DEL",25,"Stoneville, MS",1412,"DP 0912B2RF",2,5.22,0.87,1.162,84.5,6.7,31.2,8.2,77.3,8.3,67.26,"9.8800000000000008",94,17,0.92,13,1,4.1,1.2,209,1.8,1.07
84,7,15,40,"DEL",25,"Stoneville, MS",1426,"PHY 725RF",1,4.75,0.86,1.181,84.1,6.3,35.9,8.4,78.1,8.9,85.67,"6.31",120,2,0.89,15,1,5.2,1.22,192,1.9,1.08
84,8,15,40,"DEL",25,"Stoneville, MS",1426,"PHY 725RF",2,4.67,0.86,1.21,83.5,6.7,34.3,7.8,77,8.8,72.96,"7.51",88,3,0.94,13,1,4.3,1.28,192,1.7,1.09
84,3,15,40,"DEL",25,"Stoneville, MS",1441,"FM 2484B2F",1,4.56,0.87,1.303,86.6,5.2,33.2,6.2,80.5,7.3,82.39,"9.1999999999999993",114,7,1.02,12,1.1,3.3,1.37,193,1.7,1.08
84,4,15,40,"DEL",25,"Stoneville, MS",1441,"FM 2484B2F",2,4.45,0.86,1.224,84,6.7,31.8,7.1,77.7,7.8,64.42,"9.4700000000000006",96,6,0.97,12,1.1,3.7,1.29,189,2,1.07
84,9,15,40,"DEL",25,"Stoneville, MS",1457,"DP 1321B2RF",1,5.33,0.86,1.174,85.6,6.1,31.4,9.5,79.7,8.3,74.33,"5.55",98,12,0.94,12,1,3.7,1.22,215,1.6,1.08
84,10,15,40,"DEL",25,"Stoneville, MS",1457,"DP 1321B2RF",2,5.18,0.86,1.147,84.7,6.6,31.3,9.1,78.5,8.4,71.16,"5.26",62,1,0.97,9,1,2.9,1.24,210,1.3,1.08
84,19,15,40,"DEL",25,"Stoneville, MS",1461,"ST 6448GLB2",1,4.67,0.87,1.205,82.9,7.6,29.4,6.2,78.1,7.9,69.05,"8.43",103,4,0.94,17,1.1,5.2,1.32,196,2.3,1.05
84,20,15,40,"DEL",25,"Stoneville, MS",1461,"ST 6448GLB2",2,4.75,0.87,1.243,84.4,7.1,30.6,6.3,77.8,7.5,76.76,"6.8",92,17,0.98,14,1.1,4.3,1.35,196,2,1.05
84,11,15,40,"DEL",25,"Stoneville, MS",1465,"NG 1511B2RF",1,4.99,0.86,1.148,84.3,6.7,32.3,9.1,78.6,9.1,67.34,"7.48",100,4,0.89,14,1,4.7,1.18,207,2.1,1.06
84,12,15,40,"DEL",25,"Stoneville, MS",1465,"NG 1511B2RF",2,5.1,0.86,1.161,84.5,7,31.3,9,80,8.9,70.16,"5.89",99,4,0.93,12,1,3.9,1.22,207,1.6,1.07
84,15,15,40,"DEL",25,"Stoneville, MS",1468,"ST 4946GLB2",1,4.93,0.87,1.186,84.6,6.6,33.7,7.8,78.1,8.2,68.26,"3.79",77,6,0.91,16,1,5.1,1.24,205,2,1.05
84,16,15,40,"DEL",25,"Stoneville, MS",1468,"ST 4948GLB2",2,5.09,0.87,1.191,86.1,6,34.4,8.4,78.7,8,71.76,"7",60,6,0.98,11,1.1,3.3,1.27,209,1.8,1.07
84,13,15,40,"DEL",25,"Stoneville, MS",1469,"PHY 339WRF",1,4.45,0.86,1.18,85,6.8,32.1,7.6,79,7.4,59.61,"8.06",89,6,0.96,12,1,3.7,1.27,191,1.8,1.07
84,14,15,40,"DEL",25,"Stoneville, MS",1469,"PHY 339WRF",2,4.71,0.86,1.2,85.1,6.5,33.9,7.7,80.5,7.8,64.9,"5.76",74,5,0.99,11,1.1,3.2,1.29,195,1.6,1.08
84,17,15,40,"DEL",25,"Stoneville, MS",1477,"ST 5289GLT",1,4.68,0.86,1.152,83.8,7.8,32,7.3,76,7.1,70.32,"11.87",71,9,0.97,11,1,3.2,1.25,203,1.6,1.06
84,18,15,40,"DEL",25,"Stoneville, MS",1477,"ST 5289GLT",2,4.79,0.87,1.194,84.4,6.5,32.7,6.9,80.2,8,73.03,"7.67",80,8,0.99,12,1.1,3.5,1.31,200,1.8,1.06
69,5,15,40,"DEL",30,"Jackson, TN",1404,"PHY 499wrf",1,4.95,0.86,1.18,84.6,7.1,32.7,8.7,77.4,9.1,81.43,"8.98",77,4,0.95,13,1,3.9,1.23,197,2.4,1.02
69,6,15,40,"DEL",30,"Jackson, TN",1404,"PHY 499wrf",2,5.07,0.86,1.18,85.9,6.1,31.6,9.4,77.5,8.8,88.88,"6.09",85,6,0.95,13,1,4,1.25,199,2.4,1.02
69,1,15,40,"DEL",30,"Jackson, TN",1412,"DP 0912B2RF",1,5.03,0.87,1.13,84.2,7.4,31.5,8,78.2,9.4,81.21,"7.12",83,3,0.91,13,1,4.2,1.2,199,2.5,1.02
69,2,15,40,"DEL",30,"Jackson, TN",1412,"DP 0912B2RF",2,5.24,0.86,1.15,86,6.1,31,8.1,77.6,8.7,71.96,"5.09",95,10,0.92,12,1,4,1.19,206,2.1,1.03
69,7,15,40,"DEL",30,"Jackson, TN",1426,"PHY 725RF",1,4.51,0.86,1.27,85.9,5.7,36.1,7.8,78.2,9.4,79.15,"6.54",132,6,0.98,13,1.1,3.8,1.33,183,2.4,1.02
69,8,15,40,"DEL",30,"Jackson, TN",1426,"PHY 725RF",2,4.43,0.86,1.21,83.8,7.2,36.5,8.1,77.6,9.3,74.87,"6.68",116,5,0.92,16,1,5.2,1.28,181,2.9,1.01
69,3,15,40,"DEL",30,"Jackson, TN",1441,"FM 2484B2F",1,4.4,0.86,1.26,86.7,5.8,35.6,6.7,81,8.6,80.54,"6.26",64,2,1.01,12,1.1,3.4,1.34,184,2.3,1.04
69,4,15,40,"DEL",30,"Jackson, TN",1441,"FM 2484B2F",2,4.34,0.86,1.24,85.9,6.4,33.2,6.4,81.4,8.2,81.16,"5.87",70,1,0.99,13,1.1,3.8,1.33,181,2.6,1.03
69,9,15,40,"DEL",30,"Jackson, TN",1457,"DP 1321B2RF",1,5.02,0.87,1.17,84.3,6.9,32.2,9.3,77.7,10.1,70.92,"5.24",115,4,0.93,13,1,4.2,1.22,198,2.4,1
69,10,15,40,"DEL",30,"Jackson, TN",1457,"DP 1321B2RF",2,5.17,0.87,1.19,85.5,6.1,32.3,9.4,78.4,9.8,79.13,"5.58",83,4,0.96,12,1,3.6,1.24,199,2.5,1
69,19,15,40,"DEL",30,"Jackson, TN",1461,"ST 6448GLB2",1,4.69,0.87,1.23,84.5,6.7,31.1,6.3,79.1,9.3,68.14,"5.46",65,10,0.99,14,1.1,4.1,1.34,188,3,1.01
69,20,15,40,"DEL",30,"Jackson, TN",1461,"ST 6448GLB2",2,4.6,0.87,1.21,83.5,7.3,32.4,6.6,78.8,9.8,71.11,"6.65",68,0,0.99,13,1.1,3.8,1.32,198,2.2,1.02
69,11,15,40,"DEL",30,"Jackson, TN",1465,"NG 1511B2RF",1,4.93,0.86,1.15,85.4,6.2,31.7,9.1,78.9,10.1,76.09,"6.91",80,4,0.92,12,1,4,1.19,195,2.4,1
69,12,15,40,"DEL",30,"Jackson, TN",1465,"NG 1511B2RF",2,4.87,0.86,1.19,85.4,6.6,31.3,8.7,78.3,9.4,78.24,"5.0999999999999996",82,8,0.95,12,1,3.8,1.24,189,2.8,0.98
69,15,15,40,"DEL",30,"Jackson, TN",1468,"ST 4946GLB2",1,4.74,0.86,1.21,85.8,5.9,33.7,8.4,79.2,9.9,72.44,"5.68",80,1,0.98,11,1.1,3.4,1.28,191,2.5,1
69,16,15,40,"DEL",30,"Jackson, TN",1468,"ST 4948GLB2",2,4.89,0.86,1.16,86,6,32,8.4,78.3,9.2,74.62,"6.58",79,2,0.92,13,1,4.1,1.21,194,2.5,1.01
69,13,15,40,"DEL",30,"Jackson, TN",1469,"PHY 339WRF",1,4.76,0.86,1.23,85.5,6.7,31.7,8,78.9,9.2,69.2,"5.96",119,10,0.98,13,1.1,3.9,1.3,182,3.3,0.97
69,14,15,40,"DEL",30,"Jackson, TN",1469,"PHY 339WRF",2,4.62,0.86,1.25,86.3,5.7,31.6,7.9,80.2,8.6,72.61,"6.47",102,4,0.98,13,1.1,4,1.31,181,3.2,0.97
69,17,15,40,"DEL",30,"Jackson, TN",1477,"ST 5289GLT",1,4.96,0.87,1.2,84.3,7,31.3,7,79.4,8.2,74.82,"5.12",82,4,0.94,14,1,4.4,1.26,186,3.5,0.99
69,18,15,40,"DEL",30,"Jackson, TN",1477,"ST 5289GLT",2,4.89,0.87,1.2,84.5,7.1,32,7,80.3,9.3,78.76,"5.09",54,5,0.99,12,1.1,3.6,1.3,196,2.4,1.01
21,5,15,40,"DEL",75,"Portageville, MO",1404,"PHY 499wrf",1,3.59,0.84,1.289,85.4,5.6,32.9,6.9,79.9,8,61.72,"7.23",255,10,0.99,15,1.1,4.6,1.37,163,4.4,0.95
21,6,15,40,"DEL",75,"Portageville, MO",1404,"PHY 499wrf",2,3.17,0.83,1.291,84.1,5.7,32.3,6.9,79.3,8,59.66,"16.86",255,15,0.97,17,1.1,5.3,1.4,154,5.3,0.92
21,1,15,40,"DEL",75,"Portageville, MO",1412,"DP 0912B2RF",1,4.98,0.87,1.128,84.1,7.3,30.8,8.1,76.6,7.4,73.04,"7.36",141,9,0.9,15,1,4.8,1.2,195,3.2,0.99
21,2,15,40,"DEL",75,"Portageville, MO",1412,"DP 0912B2RF",2,4.79,0.86,1.141,83.5,7.8,31,7.6,79.2,8.2,68.95,"2.25",190,7,0.89,16,1,5.5,1.21,188,3.8,0.97
21,7,15,40,"DEL",75,"Portageville, MO",1426,"PHY 725RF",1,3.89,0.85,1.305,85.1,5.1,36.4,7.4,76.8,8.1,68.14,"8.14",191,10,1.02,12,1.1,3.4,1.38,166,3.4,0.98
21,8,15,40,"DEL",75,"Portageville, MO",1426,"PHY 725RF",2,3.75,0.84,1.286,85.3,5.4,36.7,7.5,76.6,8.3,73.27,"11.88",183,10,1.02,13,1.1,3.7,1.38,165,3.5,0.98
21,3,15,40,"DEL",75,"Portageville, MO",1441,"FM 2484B2F",1,3.91,0.85,1.244,83.4,7.5,34.8,6.5,79.7,7,75.44,"6.74",232,12,0.98,15,1.1,4.6,1.37,166,3.6,0.98
21,4,15,40,"DEL",75,"Portageville, MO",1441,"FM 2484B2F",2,3.99,0.85,1.231,83,8.2,34.1,6.5,81.6,7.7,66.07,"6.87",265,10,0.97,15,1.1,4.6,1.36,162,4.1,0.96
21,9,15,40,"DEL",75,"Portageville, MO",1457,"DP 1321B2RF",1,4.06,0.84,1.218,84.6,6.7,32.8,8.9,76.7,7.1,64.54,"7.17",192,6,0.94,16,1,4.9,1.28,171,4.6,0.93
21,10,15,40,"DEL",75,"Portageville, MO",1457,"DP 1321B2RF",2,4.39,0.85,1.203,83.6,7.4,31.9,9,79.9,8.5,69.05,"5.53",255,8,0.92,16,1,5.1,1.26,175,4.5,0.94
21,19,15,40,"DEL",75,"Portageville, MO",1461,"ST 6448GLB2",1,3.59,0.85,1.26,83.7,7.1,30.6,6.1,77.5,7.6,61.23,"9.43",325,19,0.96,17,1.1,5.4,1.38,170,4.9,0.96
21,20,15,40,"DEL",75,"Portageville, MO",1461,"ST 6448GLB2",2,4.11,0.86,1.233,83.4,7.4,31.4,6.2,79.7,8.1,63.38,"7.63",260,6,0.93,17,1.1,5.3,1.32,179,4.8,0.97
21,11,15,40,"DEL",75,"Portageville, MO",1465,"NG 1511B2RF",1,4.01,0.84,1.165,83.3,8.1,32.2,7.9,79.8,8.3,71.57,"4.8600000000000003",347,9,0.84,21,1,7.3,1.21,167,6.2,0.92
21,12,15,40,"DEL",75,"Portageville, MO",1465,"NG 1511B2RF",2,4.04,0.84,1.177,84.5,7.1,33.2,8.4,79.1,8.2,72.29,"4.42",238,8,0.92,16,1,5,1.26,175,4,0.96
21,15,15,40,"DEL",75,"Portageville, MO",1468,"ST 4946GLB2",1,4.1,0.85,1.197,84.3,7.3,34,7.8,78.2,8.6,68.78,"5.41",272,8,0.92,16,1,5.2,1.28,167,4.7,0.95
21,16,15,40,"DEL",75,"Portageville, MO",1468,"ST 4948GLB2",2,4.26,0.85,1.215,84.8,6.7,32.4,7.9,78.2,8.2,70.26,"6.25",205,6,0.96,14,1.1,4.3,1.29,180,3.4,0.98
21,13,15,40,"DEL",75,"Portageville, MO",1469,"PHY 339WRF",1,3.76,0.84,1.266,85.1,6.6,31.6,7.5,78.3,7.1,59.5,"8.4499999999999993",236,11,0.99,14,1.1,4.1,1.35,166,3.7,0.96
21,14,15,40,"DEL",75,"Portageville, MO",1469,"PHY 339WRF",2,4.45,0.86,1.2,84.3,7.3,32.5,7.4,79.3,6.9,65.97,"4.8600000000000003",182,9,0.97,14,1.1,4.2,1.31,178,3.4,0.99
21,17,15,40,"DEL",75,"Portageville, MO",1477,"ST 5289GLT",1,3.89,0.85,1.176,81.5,8.9,31.2,6.8,80,7.5,62.32,"6.6",536,18,0.86,21,1,7.3,1.25,168,5.5,0.93
21,18,15,40,"DEL",75,"Portageville, MO",1477,"ST 5289GLT",2,3.75,0.84,1.212,84.2,7.2,33.6,7.3,76.7,7.4,60.72,"7.36",334,18,0.91,18,1,5.8,1.29,173,5.1,0.95
28,5,15,40,"DEL",184,"Keiser, AR",1404,"PHY 499wrf",2,4.4,0.85,1.197,84.7,6.7,36.3,8.7,79.3,8.6,93.11,"5.71",80,3,0.98,10,1.1,2.8,1.24,191,1.5,1.04
28,6,15,40,"DEL",184,"Keiser, AR",1404,"PHY 499wrf",4,4.29,0.85,1.19,86.1,6.1,32.5,8.7,79.6,9.1,80.14,"5.81",110,14,0.95,12,1,3.8,1.24,186,1.9,1.02
28,1,15,40,"DEL",184,"Keiser, AR",1412,"DP 0912B2RF",2,4.16,0.85,1.147,84.6,6.8,31.9,7.7,80.9,8.4,86.09,"6.06",98,4,0.95,10,1,3.2,1.21,196,1.7,1.05
28,2,15,40,"DEL",184,"Keiser, AR",1412,"DP 0912B2RF",4,4.47,0.85,1.123,84.9,6.9,31.3,8.2,81.3,7.6,80.35,"5.74",81,4,0.93,12,1,4,1.21,186,2.2,1.02
28,7,15,40,"DEL",184,"Keiser, AR",1426,"PHY 725RF",2,4.28,0.85,1.254,86,5.8,38.6,8.4,79.9,8.1,80.5,"7.56",94,5,1.03,8,1.1,2.3,1.32,186,1.2,1.06
28,8,15,40,"DEL",184,"Keiser, AR",1426,"PHY 725RF",4,4.43,0.85,1.238,86.1,5.9,38,8.2,80.8,8.4,82.37,"6.56",52,2,1.02,8,1.1,2.4,1.31,187,1.4,1.06
28,3,15,40,"DEL",184,"Keiser, AR",1441,"FM 2484B2F",2,3.94,0.85,1.262,86.1,6.6,35,6.6,83.8,7.4,80.14,"6.01",79,2,1.01,11,1.1,3.2,1.33,173,2,1.03
28,4,15,40,"DEL",184,"Keiser, AR",1441,"FM 2484B2F",4,4.1,0.86,1.243,85.5,6.5,34.4,6.8,83.9,7.5,96.88,"6.09",141,2,0.93,14,1,4.6,1.26,171,2.5,1.02
28,9,15,40,"DEL",184,"Keiser, AR",1457,"DP 1321B2RF",2,4.43,0.85,1.201,85.1,6.1,35.7,9.2,81.6,8.3,91.08,"5.95",116,10,0.93,13,1,4.1,1.23,201,2.2,1.06
28,10,15,40,"DEL",184,"Keiser, AR",1457,"DP 1321B2RF",4,4.23,0.84,1.181,85.6,6.6,32.8,9.1,82.1,7.7,108.9,"5.55",92,3,0.96,11,1,3.6,1.25,191,2.5,1.03
28,19,15,40,"DEL",184,"Keiser, AR",1461,"ST 6448GLB2",2,3.93,0.85,1.217,84.2,7.3,33,6.5,83.5,8.1,73.9,"5.8",102,9,0.94,16,1.1,4.6,1.28,191,2.4,1.06
28,20,15,40,"DEL",184,"Keiser, AR",1461,"ST 6448GLB2",4,4.4,0.87,1.263,85.7,6.1,32.4,6.2,83,7.8,82.92,"5.21",81,6,0.84,24,1,6,1.25,191,2.8,1.04
