"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","length","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x50sl","x25sl","yt"
"65","5",98,8,"SAN JOAQUIN",1,"Shafter, CA",578,"hs 26",1,1.1,82.2,32,10,4.7,73,7.3,"4.5999999999999996","8.3000000000000007","23.4","0.56000000000000005","1.1100000000000001","128"
"65","6",98,8,"SAN JOAQUIN",1,"Shafter, CA",578,"hs 26",2,1.1,82,32,10,4.4,70,7,"4.3","10","22.2","0.56000000000000005","1.1100000000000001","128"
"65","1",98,8,"SAN JOAQUIN",1,"Shafter, CA",773,"acala maxxa",1,1.2,83.4,35,9.8,4.5,74,0.7,"4.5999999999999996","7","25.8","0.55000000000000004","1.1299999999999999","145"
"65","2",98,8,"SAN JOAQUIN",1,"Shafter, CA",773,"acala maxxa",2,1.2,83.4,33,9.8,4.2,74,7.1,"4.2","7.8","24.5","0.59","1.21","142"
"65","3",98,8,"SAN JOAQUIN",1,"Shafter, CA",893,"stv la 887",1,1.1,82.6,32,10,4.8,70,7.7,"4.7","8","22.8","0.56999999999999995","1.1499999999999999","121"
"65","4",98,8,"SAN JOAQUIN",1,"Shafter, CA",893,"stv la 887",2,1.2,82.7,32,10,4.3,72,8,"4.5","8.3000000000000007","22.3","0.56999999999999995","1.17","131"
"65","7",98,8,"SAN JOAQUIN",1,"Shafter, CA",953,"sg 125",1,1.1,82.8,27,9.8,4.9,72,7.6,"4.8","11","20","0.56000000000000005","1.17","108"
"65","8",98,8,"SAN JOAQUIN",1,"Shafter, CA",953,"sg 125",2,1.2,83.3,27,10,4.6,73,7.3,"4.5999999999999996","11","18.600000000000001","0.55000000000000004","1.17","101"
"65","9",98,8,"SAN JOAQUIN",1,"Shafter, CA",1082,"br 9605",1,1.2,83,36,9.9,4.6,73,7,"4.7","7","25.8","0.56999999999999995","1.17","146"
"65","10",98,8,"SAN JOAQUIN",1,"Shafter, CA",1082,"br 9605",2,1.2,83.9,35,9.9,4.3,72,6.7,"4.7","6.5","23.8","0.56999999999999995","1.17","142"
"65","11",98,8,"SAN JOAQUIN",1,"Shafter, CA",1084,"c 165",1,1.2,83.9,36,9.4,4.6,72,6.8,"4.8","6","27","0.59","1.19","156"
"65","12",98,8,"SAN JOAQUIN",1,"Shafter, CA",1084,"c 165",2,1.2,83.8,35,9.6,4.3,71,7,"4.3","7.5","25.3","0.6","1.19","159"
"65","13",98,8,"SAN JOAQUIN",1,"Shafter, CA",1085,"c 166",1,1.2,85.3,39,9.9,4.2,73,7.1,"4.2","6.5","25.9","0.64","1.25","157"
"65","14",98,8,"SAN JOAQUIN",1,"Shafter, CA",1085,"c 166",2,1.2,85.4,38,9.8,4,72,7.3,"4","7","27.4","0.64","1.25","162"
"65","15",98,8,"SAN JOAQUIN",1,"Shafter, CA",1088,"oa 207",1,1.2,84,35,9.9,4.6,73,7,"4.5","6","24.2","0.6","1.25","150"
"65","16",98,8,"SAN JOAQUIN",1,"Shafter, CA",1088,"oa 207",2,1.2,83.8,36,10,4.5,69,7,"4.4000000000000004","6","25.1","0.63","1.25","156"
"65","21",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",578,"hs 26",1,1.1,82.4,33,10,4.6,72,7.3,"4.5999999999999996","8.5","21.1","0.54","1.1100000000000001","125"
"65","22",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",578,"hs 26",2,1.1,82,32,10,4.5,74,7.2,"4.5999999999999996","8.8000000000000007","21.3","0.56000000000000005","1.1100000000000001","125"
"65","17",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",773,"acala maxxa",1,1.2,83.3,34,9.3,3.9,72,7.4,"3.9","6","25.1","0.56000000000000005","1.19","146"
"65","18",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",773,"acala maxxa",2,1.2,83.5,35,9.8,4.3,74,7.5,"4.3","7","25.7","0.59","1.19","146"
"65","19",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",893,"stv la 887",1,1.2,82.6,32,10,4.2,72,7.8,"4.2","7","21.4","0.55000000000000004","1.17","123"
"65","20",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",893,"stv la 887",2,1.2,82.8,32,10,4.4,73,7.5,"4.3","8","21.3","0.56999999999999995","1.17","129"
"65","23",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",953,"sg 125",1,1.2,83.1,28,10,4.8,71,7.9,"4.8","9","17.899999999999999","0.55000000000000004","1.1499999999999999","113"
"65","24",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",953,"sg 125",2,1.2,82.6,28,9.8,4.8,74,7.5,"4.8","9.8000000000000007","18","0.56999999999999995","1.1499999999999999","111"
"65","25",98,8,"SAN JOAQUIN",132,"W Side Field Station, CA",1082,"br 9605",1,1.2,83.4,34,9.5,4.3,73,7.2,"4.3","6.5","23.8","0.59","1.19","153"
