"breeder","sample","yr","regcode","reg","loccode","loc","varcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","b","mic_st","e1","t1","x50_sl","x25_sl","yt"
"12","2",11,20,"EAS",67,"Starkville",1412,"dp0912b2rf",2,"1.2","85.2","33","6.8","4.4000000000000004","77","7","2.15","7","23.8","0.53","1.1599999999999999","59"
"12","7",11,20,"EAS",67,"Starkville",1426,"phy725rf",1,"1.2","85.6","39","7.6","4.5","73","7.7","2.25","7","27.2","0.61","1.25","58"
"12","8",11,20,"EAS",67,"Starkville",1426,"phy725rf",2,"1.3","85.9","35","7.3","4.5","74","7.6","2.2999999999999998","7.5","27.9","0.63","1.27","54"
"12","11",11,20,"EAS",67,"Starkville",1428,"am1511b2rf",1,"1.2","83.8","30","7.4","4.8","76","7.4","2.4","7.5","22.7","0.54","1.1499999999999999","55"
"12","12",11,20,"EAS",67,"Starkville",1428,"am1511b2rf",2,"1.2","85.9","34","8.1","4.7","77","7.6","2.35","7","22.6","0.59","1.1599999999999999","56"
"12","19",11,20,"EAS",67,"Starkville",1429,"dp1137b2rf",1,"1.2","85.8","29","7.8","4.8","78","7.3","2.4","7.5","21.2","0.6","1.21","48"
"12","20",11,20,"EAS",67,"Starkville",1429,"dp1137b2rf",2,"1.2","86.7","30","7.3","4.4000000000000004","78","7.5","2.2999999999999998","7.5","22.2","0.63","1.23","49"
"12","21",11,20,"EAS",67,"Starkville",1430,"dp1133b2rf",1,"1.2","86.2","32","7.1","4.9000000000000004","76","6.9","2.4","8","22.5","0.61","1.2","51"
"12","22",11,20,"EAS",67,"Starkville",1430,"dp1133b2rf",2,"1.2","86.7","32","7.3","4.5999999999999996","78","7.5","2.35","8","22.7","0.61","1.21","51"
"11","39",11,20,"EAS",87,"Belle Mina",1326,"phy375wrf",1,"1.2","84.6","32","7.1","4.4000000000000004","79","8.1999999999999993","2.15","7","23.3","0.56000000000000005","1.21","56"
"11","40",11,20,"EAS",87,"Belle Mina",1326,"phy375wrf",2,"1.2","85.4","33","6.7","3.7","77","7.6","1.9","7.5","23.2","0.55000000000000004","1.19","53"
"11","41",11,20,"EAS",87,"Belle Mina",1344,"fm9058f",1,"1.3","84.5","32","6.4","3.8","80","7.7","1.9","7","22.5","0.54","1.24","68"
"11","42",11,20,"EAS",87,"Belle Mina",1344,"fm9058f",2,"1.2","86.3","33","6.4","3.7","81","6.9","1.9","7.5","23.3","0.55000000000000004","1.26","65"
"11","45",11,20,"EAS",87,"Belle Mina",1345,"americot 1550b2rf",1,"1.2","85","29","7","4.2","77","8.5","2.15","7.5","20.5","0.55000000000000004","1.17","48"
"11","46",11,20,"EAS",87,"Belle Mina",1345,"americot 1550b2rf",2,"1.2","84.4","29","7.3","4.4000000000000004","78","8.6","2.2000000000000002","7.5","20.399999999999999","0.59","1.17","50"
"11","59",11,20,"EAS",87,"Belle Mina",1365,"fm1740b2rf",1,"1.2","85.4","32","7","4","80","7","2","8","26.2","0.59","1.22","56"
"11","60",11,20,"EAS",87,"Belle Mina",1365,"fm1740b2rf",2,"1.2","84.1","32","6.8","4","76","7.4","2","8","23.5","0.55000000000000004","1.18","57"
"11","65",11,20,"EAS",87,"Belle Mina",1376,"st5458b2rf",1,"1.2","85.2","32","6.8","4.4000000000000004","78","8.1999999999999993","2.2000000000000002","8","23.5","0.56000000000000005","1.23","62"
"11","66",11,20,"EAS",87,"Belle Mina",1376,"st5458b2rf",2,"1.2","84.8","34","6.5","4.0999999999999996","77","8.3000000000000007","2.2000000000000002","8","22.4","0.51","1.23","62"
"11","61",11,20,"EAS",87,"Belle Mina",1387,"st4288b2rf",1,"1.2","85.6","30","7.3","4.3","80","7.6","2.15","8","24.5","0.56000000000000005","0.72","53"
"11","62",11,20,"EAS",87,"Belle Mina",1387,"st4288b2rf",2,"1.2","84.6","32","7.1","4.4000000000000004","79","8.5","2.15","8","24.7","0.57999999999999996","1.23","51"
"11","71",11,20,"EAS",87,"Belle Mina",1389,"phy565wrf",1,"1.3","86.5","30","7.6","4.3","77","8","2.1","8","24.1","0.56999999999999995","1.25","55"
"11","72",11,20,"EAS",87,"Belle Mina",1389,"phy565wrf",2,"1.2","85.2","32","7.8","3.9","77","8.1999999999999993","1.95","8","24.2","0.57999999999999996","1.24","57"
"11","67",11,20,"EAS",87,"Belle Mina",1390,"phy367wrf",1,"1.2","85.6","31","7.1","3.9","77","8.6","2","8","24.2","0.56999999999999995","1.25","57"
"11","68",11,20,"EAS",87,"Belle Mina",1390,"phy367wrf",2,"1.2","84.6","30","7.4","3.8","79","8.3000000000000007","1.95","8","23.4","0.56999999999999995","1.23","56"
"11","63",11,20,"EAS",87,"Belle Mina",1391,"st5288b2rf",1,"1.2","83.7","31","6.8","4.7","79","7.4","2.2999999999999998","8.5","22","0.56000000000000005","1.22","54"
"11","64",11,20,"EAS",87,"Belle Mina",1391,"st5288b2rf",2,"1.2","84.9","29","7.1","4.5","80","7.7","2.25","8","23.2","0.55000000000000004","1.2","50"
"11","49",11,20,"EAS",87,"Belle Mina",1392,"dg2570b2rf",1,"1.2","85.5","34","7.9","4.0999999999999996","78","8.3000000000000007","2.0499999999999998","8.5","22.1","0.56999999999999995","1.19","53"
"11","50",11,20,"EAS",87,"Belle Mina",1392,"dg2570b2rf",2,"1.1000000000000001","84.6","29","7.4","4.4000000000000004","76","8.1999999999999993","2.25","8","21.3","0.55000000000000004","1.1599999999999999","48"
"11","51",11,20,"EAS",87,"Belle Mina",1396,"dp1048b2rf",1,"1.2","86.1","29","7.4","4.3","78","8.1999999999999993","2.1","8.5","21.8","0.56000000000000005","1.22","48"
"11","52",11,20,"EAS",87,"Belle Mina",1396,"dp1048b2rf",2,"1.2","85.7","30","8.1999999999999993","4.3","79","8.4","2.1","9","20.9","0.52","1.24","47"
"11","53",11,20,"EAS",87,"Belle Mina",1397,"dp1050b2rf",1,"1.2","86.6","29","7.8","4.5","78","7.6","2.25","8","20.5","0.56999999999999995","1.25","49"
"11","54",11,20,"EAS",87,"Belle Mina",1397,"dp1050b2rf",2,"1.2","84.9","29","7.3","4","78","8.4","2.1","8","19.899999999999999","0.56999999999999995","1.24","48"
"11","69",11,20,"EAS",87,"Belle Mina",1404,"phy499wrf",1,"1.2","85.1","33","7.8","4.7","78","8.1","2.2999999999999998","8","24.3","0.56999999999999995","1.21","55"
"11","70",11,20,"EAS",87,"Belle Mina",1404,"phy499wrf",2,"1.2","83.4","31","7.6","4.4000000000000004","78","8.3000000000000007","2.25","8","23.7","0.57999999999999996","1.21","53"
"11","37",11,20,"EAS",87,"Belle Mina",1412,"dp0912b2rf",1,"1.2","85","31","7.4","4.7","79","8.1","2.35","7.5","20.8","0.54","1.17","50"
"11","38",11,20,"EAS",87,"Belle Mina",1412,"dp0912b2rf",2,"1.2","84.8","29","7.4","4.8","79","8.3000000000000007","2.2999999999999998","7","21.5","0.53","1.1399999999999999","53"
"11","43",11,20,"EAS",87,"Belle Mina",1426,"phy725rf",1,"1.3","85.7","36","7.4","3.9","78","8","2","8","25.5","0.6","1.26","58"
"11","44",11,20,"EAS",87,"Belle Mina",1426,"phy725rf",2,"1.2","85.2","37","7.6","4","77","8.1","1.95","8","25.6","0.62","1.26","63"
"11","47",11,20,"EAS",87,"Belle Mina",1428,"am1511b2rf",1,"1.2","84.4","32","8.1","4.8","77","8.1999999999999993","2.2999999999999998","8","22.1","0.54","1.18","54"
"11","48",11,20,"EAS",87,"Belle Mina",1428,"am1511b2rf",2,"1.2","84.9","31","7.9","4.4000000000000004","79","7.9","2.2000000000000002","8.5","21.9","0.56000000000000005","1.19","52"
"11","55",11,20,"EAS",87,"Belle Mina",1429,"dp1137b2rf",1,"1.2","85.6","32","7.9","4.3","79","8","2.25","8.5","22.3","0.62","1.21","51"
"11","56",11,20,"EAS",87,"Belle Mina",1429,"dp1137b2rf",2,"1.2","85.1","30","8.1","4.7","79","7.7","2.2999999999999998","8.5","22.1","0.56999999999999995","1.19","48"
"11","57",11,20,"EAS",87,"Belle Mina",1430,"dp1133b2rf",1,"1.2","86.3","34","8.4","4.7","77","7.5","2.2999999999999998","8","23.9","0.59","1.21","53"
"11","58",11,20,"EAS",87,"Belle Mina",1430,"dp1133b2rf",2,"1.2","85.6","32","7.8","4.2","79","8.4","2.2000000000000002","8","22.9","0.56999999999999995","1.2","54"
"57","3",11,20,"EAS",153,"Griffin, GA",1326,"phy375wrf",1,"1.2","84.3","29","6.5","4.3","68","6.8","2.15","6.5","20.8","0.56000000000000005","1.1599999999999999","52"
"57","4",11,20,"EAS",153,"Griffin, GA",1326,"phy375wrf",2,"1.1000000000000001","84","28","6","4.0999999999999996","66","6.6","2.0499999999999998","6.5","20.6","0.55000000000000004","1.1599999999999999","53"
"57","5",11,20,"EAS",153,"Griffin, GA",1344,"fm9058f",1,"1.2","83.7","29","5.6","4.3","72","7","2.1","6.5","21.5","0.54","1.2","63"
"57","6",11,20,"EAS",153,"Griffin, GA",1344,"fm9058f",2,"1.2","84","30","5.6","4.5","68","6.6","2.2000000000000002","6.5","22.1","0.52","1.19","62"
"57","9",11,20,"EAS",153,"Griffin, GA",1345,"americot 1550b2rf",1,"1.2","83.7","29","6.7","4.3","70","7.6","2.15","7","22.6","0.56000000000000005","1.17","54"
"57","10",11,20,"EAS",153,"Griffin, GA",1345,"americot 1550b2rf",2,"1.1000000000000001","84.2","28","6.5","5","70","8.1","2.4","7","21.6","0.56000000000000005","1.1499999999999999","53"
"57","23",11,20,"EAS",153,"Griffin, GA",1365,"fm1740b2rf",1,"1.1000000000000001","83.8","30","6.2","4.2","68","6.6","2.1","7","22.4","0.52","1.1299999999999999","49"
"57","24",11,20,"EAS",153,"Griffin, GA",1365,"fm1740b2rf",2,"1.2","85.2","31","6.7","4.4000000000000004","68","6.6","2.1","7.5","21.5","0.53","1.1499999999999999","53"
"57","29",11,20,"EAS",153,"Griffin, GA",1376,"st5458b2rf",1,"1.2","83.7","32","6.8","5","64","7.7","2.5","7.5","21.7","0.53","1.17","56"
"57","30",11,20,"EAS",153,"Griffin, GA",1376,"st5458b2rf",2,"1.2","84.3","32","6.8","4.9000000000000004","65","7.1","2.4500000000000002","8","21.9","0.54","1.17","56"
"57","25",11,20,"EAS",153,"Griffin, GA",1387,"st4288b2rf",1,"1.2","83.7","30","6.8","4.9000000000000004","65","7.4","2.2999999999999998","7","21.8","0.52","1.1499999999999999","51"
"57","26",11,20,"EAS",153,"Griffin, GA",1387,"st4288b2rf",2,"1.2","84.1","28","6.4","4.5","66","8","2.2999999999999998","8","19.899999999999999","0.54","1.19","55"
"57","35",11,20,"EAS",153,"Griffin, GA",1389,"phy565wrf",1,"1.2","83.7","34","7.1","4.4000000000000004","65","7.1","2.25","7.5","22.3","0.56000000000000005","1.17","53"
"57","36",11,20,"EAS",153,"Griffin, GA",1389,"phy565wrf",2,"1.2","83.9","31","7.1","4.4000000000000004","67","7.8","2.25","7","22.6","0.56999999999999995","1.17","54"
"57","31",11,20,"EAS",153,"Griffin, GA",1390,"phy367wrf",1,"1.1000000000000001","84","30","6.5","4.3","66","7","2.15","8","20.399999999999999","0.55000000000000004","1.1499999999999999","54"
"57","32",11,20,"EAS",153,"Griffin, GA",1390,"phy367wrf",2,"1.2","84.2","32","6.8","4.0999999999999996","67","7.7","2.1","8","21.7","0.55000000000000004","1.17","53"
"57","27",11,20,"EAS",153,"Griffin, GA",1391,"st5288b2rf",1,"1.2","84.4","29","6.5","4.3","66","5.7","2.2000000000000002","7.5","19.8","0.56000000000000005","1.18","48"
"57","28",11,20,"EAS",153,"Griffin, GA",1391,"st5288b2rf",2,"1.1000000000000001","82.9","30","6.8","5.2","68","6.4","2.5","6","20.100000000000001","0.53","1.1499999999999999","49"
"57","13",11,20,"EAS",153,"Griffin, GA",1392,"dg2570b2rf",1,"1.2","85.1","32","7.4","4.3","72","8.3000000000000007","2.1","6.5","21.9","0.54","1.1499999999999999","52"
"57","14",11,20,"EAS",153,"Griffin, GA",1392,"dg2570b2rf",2,"1.1000000000000001","84","31","7.3","4.5","69","8.1999999999999993","2.2000000000000002","6.5","21.9","0.56000000000000005","1.17","50"
"57","15",11,20,"EAS",153,"Griffin, GA",1396,"dp1048b2rf",1,"1.2","85.4","30","7.3","4.5","70","8.6","2.2000000000000002","6.5","22.2","0.54","1.1599999999999999","49"
"57","16",11,20,"EAS",153,"Griffin, GA",1396,"dp1048b2rf",2,"1.2","84.6","30","7.3","4.3","69","7.6","2.2000000000000002","7","20.6","0.53","1.18","47"
"57","17",11,20,"EAS",153,"Griffin, GA",1397,"dp1050b2rf",1,"1.2","83.9","30","7.4","4.4000000000000004","72","8.1","2.25","7","20.6","0.54","1.1399999999999999","48"
"57","18",11,20,"EAS",153,"Griffin, GA",1397,"dp1050b2rf",2,"1.2","84.1","28","7","4.8","71","8.1999999999999993","2.2999999999999998","6.5","21.2","0.52","1.1399999999999999","49"
"57","33",11,20,"EAS",153,"Griffin, GA",1404,"phy499wrf",1,"1.1000000000000001","85.1","33","7.6","4.5999999999999996","65","7.1","2.2999999999999998","7","22.9","0.56999999999999995","1.1499999999999999","53"
"57","34",11,20,"EAS",153,"Griffin, GA",1404,"phy499wrf",2,"1.2","84.6","32","7.3","4.5","66","7.2","2.2999999999999998","7","23","0.56999999999999995","1.17","51"
"57","1",11,20,"EAS",153,"Griffin, GA",1412,"dp0912b2rf",1,"1.1000000000000001","84.8","30","6.5","5","65","6.5","2.4","6.5","22","0.56000000000000005","1.1499999999999999","52"
"57","2",11,20,"EAS",153,"Griffin, GA",1412,"dp0912b2rf",2,"1.1000000000000001","84","28","6.7","5","66","6.4","2.4","7","22.2","0.52","1.1299999999999999","52"
"57","7",11,20,"EAS",153,"Griffin, GA",1426,"phy725rf",1,"1.2","83.7","35","7.1","4.3","67","7.2","2.1","6.5","25.9","0.55000000000000004","1.21","60"
"57","8",11,20,"EAS",153,"Griffin, GA",1426,"phy725rf",2,"1.2","83.6","35","7","4.3","69","7.8","2.1","7","25","0.56999999999999995","1.19","56"
"57","11",11,20,"EAS",153,"Griffin, GA",1428,"am1511b2rf",1,"1.2","84.6","28","7.4","5.0999999999999996","67","6.7","2.4","6.5","21.2","0.54","1.1100000000000001","47"
"57","12",11,20,"EAS",153,"Griffin, GA",1428,"am1511b2rf",2,"1.1000000000000001","83.7","31","7.6","5","69","7.5","2.35","7","22.4","0.52","1.1299999999999999","48"
"57","19",11,20,"EAS",153,"Griffin, GA",1429,"dp1137b2rf",1,"1.1000000000000001","83.9","29","6.7","4.9000000000000004","70","8.4","2.2999999999999998","6.5","21.1","0.54","1.1399999999999999","50"
"57","20",11,20,"EAS",153,"Griffin, GA",1429,"dp1137b2rf",2,"1.2","84","28","7","4.5","72","8.6","2.2000000000000002","7","20.100000000000001","0.54","1.1499999999999999","47"
"57","21",11,20,"EAS",153,"Griffin, GA",1430,"dp1133b2rf",1,"1.1000000000000001","84.6","34","7.4","4.7","68","7.9","2.2999999999999998","8","23.5","0.56999999999999995","1.1399999999999999","48"
"57","22",11,20,"EAS",153,"Griffin, GA",1430,"dp1133b2rf",2,"1.1000000000000001","84.1","34","7.3","4.5999999999999996","68","7.6","2.25","7.5","23.8","0.54","1.1299999999999999","51"
"26","57",11,30,"CEN",12,"Lubbock",1326,"phy375wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1326,"phy375wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","58",11,30,"CEN",12,"Lubbock",1326,"phy375wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1326,"phy375wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","59",11,30,"CEN",12,"Lubbock",1344,"fm9058f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1344,"fm9058f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","60",11,30,"CEN",12,"Lubbock",1344,"fm9058f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1344,"fm9058f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","71",11,30,"CEN",12,"Lubbock",1345,"americot 1550b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1345,"americot 1550b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","72",11,30,"CEN",12,"Lubbock",1345,"americot 1550b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1345,"americot 1550b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","67",11,30,"CEN",12,"Lubbock",1358,"fm1740b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1358,"fm1740b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","68",11,30,"CEN",12,"Lubbock",1358,"fm1740b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1358,"fm1740b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","65",11,30,"CEN",12,"Lubbock",1404,"phy499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1404,"phy499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","66",11,30,"CEN",12,"Lubbock",1404,"phy499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1404,"phy499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","63",11,30,"CEN",12,"Lubbock",1411,"at epic rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1411,"at epic rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","64",11,30,"CEN",12,"Lubbock",1411,"at epic rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1411,"at epic rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","55",11,30,"CEN",12,"Lubbock",1412,"dp0912b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1412,"dp0912b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","56",11,30,"CEN",12,"Lubbock",1412,"dp0912b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1412,"dp0912b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","61",11,30,"CEN",12,"Lubbock",1426,"phy725rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1426,"phy725rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","62",11,30,"CEN",12,"Lubbock",1426,"phy725rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",12,"Lubbock",1426,"phy725rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","69",11,30,"CEN",12,"Lubbock",1427,"dp1044b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","70",11,30,"CEN",12,"Lubbock",1427,"dp1044b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","3",11,30,"CEN",19,"College Station",1326,"phy375wrf",1,"1.2","84.1","30","6.1","4.2","73","9.3000000000000007","2.1","8","23.2","0.52","1.1599999999999999","55"
"26","4",11,30,"CEN",19,"College Station",1326,"phy375wrf",3,"1.2","85.2","31","5.9","4.5999999999999996","74","9.5","2.25","8","21.7","0.5","1.1599999999999999","53"
"26","5",11,30,"CEN",19,"College Station",1344,"fm9058f",1,"1.2","85.2","30","5.4","4.4000000000000004","75","8.6","2.25","7","23.1","0.52","1.22","59"
"26","6",11,30,"CEN",19,"College Station",1344,"fm9058f",3,"1.2","83.3","32","5.6","4.5999999999999996","75","8.3000000000000007","2.2999999999999998","7","23.4","0.51","1.19","59"
"26","17",11,30,"CEN",19,"College Station",1345,"americot 1550b2rf",1,"1.1000000000000001","83.3","30","6.7","5","76","10","2.5","8","21.9","0.51","1.1399999999999999","51"
"26","18",11,30,"CEN",19,"College Station",1345,"americot 1550b2rf",3,"1.2","83.3","28","5.6","4.4000000000000004","75","10","2.2000000000000002","8","19.5","0.51","1.1299999999999999","52"
"26","13",11,30,"CEN",19,"College Station",1358,"fm1740b2f",1,"1.2","84.7","32","5.9","4.5","76","9","2.2999999999999998","8","23.9","0.53","1.18","52"
"26","14",11,30,"CEN",19,"College Station",1358,"fm1740b2f",3,"1.2","85","32","5.9","4.8","76","9.3000000000000007","2.4","8","23.7","0.52","1.17","53"
"26","11",11,30,"CEN",19,"College Station",1404,"phy499wrf",1,"1.2","84.9","33","7","5.0999999999999996","71","8.6","2.5","8.5","22.1","0.54","1.1499999999999999","56"
"26","12",11,30,"CEN",19,"College Station",1404,"phy499wrf",3,"1.2","85.3","34","6.8","4.4000000000000004","72","9.3000000000000007","2.2999999999999998","8","22.8","0.54","1.1599999999999999","58"
"26","9",11,30,"CEN",19,"College Station",1411,"at epic rf",1,"1.2","84.2","29","6.4","5","75","10","2.5","7.5","21.7","0.52","1.1599999999999999","53"
"26","10",11,30,"CEN",19,"College Station",1411,"at epic rf",3,"1.1000000000000001","84.1","31","6.7","4.3","74","10","2.2000000000000002","8.5","21.9","0.51","1.1399999999999999","55"
"26","1",11,30,"CEN",19,"College Station",1412,"dp0912b2rf",1,"1.1000000000000001","84.6","31","6.2","4.9000000000000004","71","8.6999999999999993","2.4500000000000002","8","22.5","0.54","1.1399999999999999","53"
"26","2",11,30,"CEN",19,"College Station",1412,"dp0912b2rf",3,"1.1000000000000001","83.9","32","6.2","4.9000000000000004","74","9","2.4500000000000002","8","23.7","0.51","1.1399999999999999","51"
"26","7",11,30,"CEN",19,"College Station",1426,"phy725rf",1,"1.2","84.8","35","6.4","4.5","71","9.1999999999999993","2.2000000000000002","8","24.2","0.55000000000000004","1.24","60"
"26","8",11,30,"CEN",19,"College Station",1426,"phy725rf",3,"1.2","84.6","35","6.2","4","70","9.5","2.1","7.5","24.6","0.55000000000000004","1.23","59"
"26","15",11,30,"CEN",19,"College Station",1427,"dp1044b2rf",1,"1.1000000000000001","82.6","30","6.5","4.9000000000000004","75","9.6","2.4","7.5","21.5","0.52","1.1399999999999999","49"
"26","16",11,30,"CEN",19,"College Station",1427,"dp1044b2rf",3,"1.2","83.1","30","6.7","4","74","9.8000000000000007","2.0499999999999998","8","21.4","0.51","1.1599999999999999","50"
"26","21",11,30,"CEN",21,"Weslaco",1326,"phy375wrf",1,"1.1000000000000001","83","29","6","3.4","73","7.2","1.8","8","20.3","0.52","1.1299999999999999","57"
"26","22",11,30,"CEN",21,"Weslaco",1326,"phy375wrf",3,"1.1000000000000001","82.9","28","6.1","3.8","72","7.5","1.9","8","19.899999999999999","0.51","1.1100000000000001","56"
"26","23",11,30,"CEN",21,"Weslaco",1344,"fm9058f",1,"1.2","82.4","28","5.3","3.9","70","6.5","1.95","8","21.7","0.49","1.1499999999999999","53"
"26","24",11,30,"CEN",21,"Weslaco",1344,"fm9058f",3,"1.2","82.6","30","5.6","4","73","6.8","2","8","21.3","0.51","1.1599999999999999","57"
"26","35",11,30,"CEN",21,"Weslaco",1345,"americot 1550b2rf",1,"1.1000000000000001","84.3","27","5.8","3.4","76","7.6","1.7","8","19.399999999999999","0.51","1.1200000000000001","56"
"26","36",11,30,"CEN",21,"Weslaco",1345,"americot 1550b2rf",3,"1.1000000000000001","82.7","27","6.4","4","72","7.9","2","8","19.899999999999999","0.51","1.1100000000000001","53"
"26","31",11,30,"CEN",21,"Weslaco",1358,"fm1740b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","32",11,30,"CEN",21,"Weslaco",1358,"fm1740b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","29",11,30,"CEN",21,"Weslaco",1404,"phy499wrf",1,"1.1000000000000001","82.7","31","7","3.8","71","7.9","1.95","8","21.7","0.51","1.1299999999999999","57"
"26","30",11,30,"CEN",21,"Weslaco",1404,"phy499wrf",3,"1.1000000000000001","83.3","31","6.8","4.2","72","7.6","2.1","8","21","0.5","1.1200000000000001","53"
"26","27",11,30,"CEN",21,"Weslaco",1411,"at epic rf",1,"1.1000000000000001","81.900000000000006","29","6.8","4.0999999999999996","73","8.9","2.0499999999999998","8","20.399999999999999","0.5","1.1000000000000001","53"
"26","28",11,30,"CEN",21,"Weslaco",1411,"at epic rf",3,"1.1000000000000001","82.8","28","6.7","3.7","74","8.4","1.9","8","20.2","0.51","1.1100000000000001","51"
"26","19",11,30,"CEN",21,"Weslaco",1412,"dp0912b2rf",1,"1.1000000000000001","83.3","31","6.7","4.5","72","7.5","2.25","8","20.6","0.51","1.1100000000000001","47"
"26","20",11,30,"CEN",21,"Weslaco",1412,"dp0912b2rf",3,"1.1000000000000001","82.8","30","7","4.5999999999999996","73","8.4","2.2999999999999998","8","21.2","0.51","1.0900000000000001","46"
"26","25",11,30,"CEN",21,"Weslaco",1426,"phy725rf",1,"1.2","83.8","34","6.8","4","68","7.7","2","8.5","24.1","0.56000000000000005","1.18","61"
"26","26",11,30,"CEN",21,"Weslaco",1426,"phy725rf",3,"1.2","84.3","36","7","3.9","73","7.8","1.95","8","25.6","0.54","1.18","60"
"26","33",11,30,"CEN",21,"Weslaco",1427,"dp1044b2rf",1,"1.1000000000000001","82.4","30","6.7","3.8","75","7.1","1.9","8","21.4","0.5","1.1200000000000001","50"
"26","34",11,30,"CEN",21,"Weslaco",1427,"dp1044b2rf",3,"1.1000000000000001","82.7","26","5.6","3","74","6.5","1.55","8.5","19.899999999999999","0.51","1.1299999999999999","52"
"80","23",11,30,"CEN",23,"Bossier City",1326,"phy375wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","24",11,30,"CEN",23,"Bossier City",1326,"phy375wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",23,"Bossier City",1326,"phy375wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",11,30,"CEN",23,"Bossier City",1326,"phy375wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","25",11,30,"CEN",23,"Bossier City",1344,"fm9058f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","26",11,30,"CEN",23,"Bossier City",1344,"fm9058f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
