"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
89,61,"PIM",182,"Maricopa, AZ",802,2,"193",1.35,0.74,54.5,"345",7.3,4.1,7.1,90.8,44.9,78.2,0,4.2
89,61,"PIM",182,"Maricopa, AZ",803,1,"208",1.4,0.75,53.8,"349",6.5,4.4,6.9,89.7,48.2,72,1,4.3
89,61,"PIM",182,"Maricopa, AZ",803,2,"203",1.42,0.72,50.6,"329",6.8,4.4,6.5,89.6,47.7,72.6,1,4.2
89,61,"PIM",190,"Poston, AZ",471,1,"182",1.34,0.67,50,"309",7,4,6.5,88.6,44.3,73.2,1,3.9
89,61,"PIM",190,"Poston, AZ",471,2,"177",1.34,0.68,50.4,"308",7.5,4,6.6,89.1,43,72,1,4
89,61,"PIM",190,"Poston, AZ",615,1,"192",1.38,0.68,49.1,"342",6,4,6.4,88,49.2,73.8,0,3.9
89,61,"PIM",190,"Poston, AZ",615,2,"193",1.37,0.68,49.3,"337",6,4,6.4,88.2,46.4,74,0,4
89,61,"PIM",190,"Poston, AZ",746,1,"183",1.4,0.68,48.4,"318",6.8,4.1,6.6,88.6,43.3,78.6,9.2,4.2
89,61,"PIM",190,"Poston, AZ",746,2,"186",1.37,0.7,50.7,"324",7,4.1,6.5,87.6,42.7,77.8,8.8,4.1
89,61,"PIM",190,"Poston, AZ",801,1,"194",1.36,0.66,48.5,"346",6.5,3.7,6.4,87.7,44.7,78.4,9.3,3.5
89,61,"PIM",190,"Poston, AZ",801,2,"194",1.37,0.7,50.7,"330",7.5,3.5,6.3,89.6,46.9,77.5,9.9,3.4
89,61,"PIM",190,"Poston, AZ",802,1,"203",1.41,0.71,50.2,"360",7.5,3.6,6.5,88.6,51.1,79.9,8.9,3.9
89,61,"PIM",190,"Poston, AZ",802,2,"200",1.36,0.68,50,"356",6.8,3.7,6.6,89.5,51.7,79.2,9.3,3.5
89,61,"PIM",190,"Poston, AZ",803,1,"198",1.34,0.65,48.7,"318",6.8,4,6.4,87.8,47.2,75.3,0,4
89,61,"PIM",190,"Poston, AZ",803,2,"191",1.33,0.65,48.5,"348",7,3.8,6.5,87.3,49.1,74.5,1,3.9
89,62,"PIM",50,"El Paso, TX",471,1,"160",1.31,0.66,50.6,"292",8.8,3.9,6.6,86.2,35,68.6,2,3.8
89,62,"PIM",50,"El Paso, TX",471,2,"162",1.32,0.65,49.2,"268",8.3,4.2,6.5,86.7,38.6,68.7,2,3.9
89,62,"PIM",50,"El Paso, TX",615,1,"168",1.33,0.65,48.7,"317",7.8,3.7,6.4,85.2,44,70.9,2,3.4
89,62,"PIM",50,"El Paso, TX",615,2,"169",1.32,0.64,48.3,"291",7.5,3.4,6.6,88.2,43.9,72.6,1,3.7
89,62,"PIM",50,"El Paso, TX",746,1,"160",1.3,0.62,47.3,"275",8,3.4,6.3,84.6,38.3,79,9.4,3.5
89,62,"PIM",50,"El Paso, TX",746,2,"169",1.34,0.65,48.3,"284",8.5,3.4,6.6,86.4,43.1,78.8,9.7,3.5
89,62,"PIM",50,"El Paso, TX",801,1,"182",1.43,0.7,49,"307",8.3,3.4,6.5,87.5,43.8,76.6,0,3.4
89,62,"PIM",50,"El Paso, TX",801,2,"178",1.37,0.67,49.1,"301",7.5,3.4,6.6,90,43.2,75.3,1,3.4
89,62,"PIM",50,"El Paso, TX",802,1,"180",1.32,0.67,50.8,"311",8.3,3.4,6.6,87.2,45,75.8,0,3.4
89,62,"PIM",50,"El Paso, TX",802,2,"180",1.33,0.68,51.3,"329",8.3,3.4,6.5,85.3,39.4,75.4,0,3.6
89,62,"PIM",50,"El Paso, TX",803,1,"187",1.36,0.66,48.3,"311",8.3,3.7,6.7,87.9,48.7,71.9,2,3.7
89,62,"PIM",50,"El Paso, TX",803,2,"185",1.35,0.66,48.6,"309",7.8,3.6,6.5,88.5,47.4,71.6,2,3.7
89,62,"PIM",160,"Safford, AZ",471,1,"165",1.31,0.66,50,"291",7.5,4.6,6.7,87.6,41.3,70.1,2,4.3
89,62,"PIM",160,"Safford, AZ",471,2,"171",1.34,0.68,50.6,"283",7.3,4.5,7.4,90,44,66.6,2,4.5
89,62,"PIM",160,"Safford, AZ",615,1,"183",1.37,0.71,52.1,"322",7,4.4,6.7,89.4,47.9,70.6,1,4.1
89,62,"PIM",160,"Safford, AZ",615,2,"183",1.34,0.67,49.8,"318",7.3,4.5,6.4,88.4,45,69.4,2,4.4
89,62,"PIM",160,"Safford, AZ",746,1,"174",1.38,0.69,49.9,"310",7.5,4.3,6.5,87.6,38,77,9.5,4.1
89,62,"PIM",160,"Safford, AZ",746,2,"185",1.39,0.72,51.7,"325",8.3,4.5,6.6,88.8,39.9,77.5,9.3,4.3
89,62,"PIM",160,"Safford, AZ",801,1,"188",1.41,0.68,48.4,"311",7.8,3.8,6.7,90,42.6,76.4,0,3.7
89,62,"PIM",160,"Safford, AZ",801,2,"193",1.36,0.69,51,"336",6.8,3.9,6.7,88.8,42.8,75.1,0,3.7
89,62,"PIM",160,"Safford, AZ",802,1,"188",1.37,0.68,49.3,"348",8.3,3.9,6.6,89.3,44.2,75.7,0,3.7
89,62,"PIM",160,"Safford, AZ",802,2,"186",1.32,0.67,50.8,"346",8,4.3,7.1,89,47.8,75,0,4.1
89,62,"PIM",160,"Safford, AZ",803,1,"197",1.37,0.68,49.7,"333",7.5,4.2,7.2,89.6,53.6,70.5,2,4
89,62,"PIM",160,"Safford, AZ",803,2,"190",1.38,0.7,50.9,"323",7.5,4.5,7.2,89.1,52,71.2,1,4.5
89,71,"RHQ",19,"College Station, TX",245,1,"130",1.18,0.59,49.6,"195",10,4.1,6.7,83.2,28.6,71.1,8.8,3.9
89,71,"RHQ",19,"College Station, TX",245,2,"123",1.2,0.59,48.8,"198",10,4,6.5,86,26.9,72.1,9.5,3.9
89,71,"RHQ",19,"College Station, TX",266,1,"122",1.21,0.58,47.5,"191",8,4.7,6.2,87.4,29.6,73.6,8.3,4.4
89,71,"RHQ",19,"College Station, TX",266,2,"122",1.25,0.58,46.6,"193",8.5,4.3,6.1,85.7,28.4,72.8,8.3,4.2
89,71,"RHQ",19,"College Station, TX",477,1,"161",1.21,0.61,50.2,"220",7.5,4,6.2,86.5,34.1,73.2,7.5,3.9
89,71,"RHQ",19,"College Station, TX",477,2,"153",1.23,0.62,50.6,"227",7.8,4,5.8,85.7,33,74.9,8.2,3.7
89,71,"RHQ",19,"College Station, TX",689,1,"111",1.16,0.56,47.9,"177",9.5,5.2,6.7,85.2,25.2,77.3,7.9,5
89,71,"RHQ",19,"College Station, TX",689,2,"123",1.18,0.59,49.8,"177",10.3,4.5,6.5,86.4,24.9,78.8,8.1,4.4
89,71,"RHQ",19,"College Station, TX",714,1,"123",1.11,0.53,47.3,"200",8.3,4.8,6.3,86.2,29.9,72.1,9.3,4.5
89,71,"RHQ",19,"College Station, TX",714,2,"127",1.2,0.59,49.4,"196",8.3,4.3,6.3,85.6,30.2,71.2,8.7,4
89,71,"RHQ",19,"College Station, TX",748,1,"122",1.23,0.6,48.6,"176",7.5,4.8,6.1,85.2,27.5,73.6,8.5,4.5
89,71,"RHQ",19,"College Station, TX",748,2,"131",1.21,0.59,49,"171",9,4.5,6.3,83.5,26.2,74.4,8.6,4.4
89,71,"RHQ",19,"College Station, TX",784,1,"137",1.16,0.58,49.6,"189",7.5,5.1,6.1,84.3,26.5,73.1,8.3,4.6
89,71,"RHQ",19,"College Station, TX",784,2,"136",1.23,0.6,49,"188",7.5,4.2,6.2,86.3,28,73.6,8.4,4
89,71,"RHQ",19,"College Station, TX",785,1,"129",1.11,0.55,49.3,"179",8.5,5.2,6.5,83,25.9,74.3,8.8,4.8
89,71,"RHQ",19,"College Station, TX",785,2,"124",1.2,0.62,51.3,"191",8,4.8,6.3,84.2,24,75,8.6,4.6
89,71,"RHQ",19,"College Station, TX",789,1,"128",1.12,0.56,50.3,"216",8.8,4.7,5.9,83.8,30.5,76.8,7.9,4.7
89,71,"RHQ",19,"College Station, TX",789,2,"125",1.13,0.55,48.9,"216",8.3,4.4,6,84,29.9,76,8.1,4.1
89,71,"RHQ",19,"College Station, TX",790,1,"126",1.1,0.57,51.4,"193",7.5,5.3,6.1,84.3,26.8,74.1,7.9,5.2
89,71,"RHQ",19,"College Station, TX",790,2,"122",1.15,0.59,51.6,"187",7.5,5.1,6.1,86.5,26.9,73.4,8.4,5.3
89,71,"RHQ",19,"College Station, TX",791,1,"130",1.18,0.6,51.1,"205",8.8,5,6.3,86.3,29.1,72.3,8.9,5
89,71,"RHQ",19,"College Station, TX",791,2,"127",1.23,0.63,51.2,"200",8.5,4.5,6.2,85.9,27.7,70.8,9.3,4.5
89,71,"RHQ",19,"College Station, TX",792,1,"128",1.16,0.59,51.1,"183",7.8,4.9,5.8,86.5,28.7,72.4,8.4,4.5
89,71,"RHQ",19,"College Station, TX",792,2,"131",1.23,0.6,48.4,"204",8.5,4.2,5.6,85.9,28.7,72.6,8.2,4.1
89,71,"RHQ",19,"College Station, TX",793,1,"131",1.2,0.61,50.4,"216",9.8,4.8,6.5,85.6,28.7,74.5,9.1,5.1
89,71,"RHQ",19,"College Station, TX",793,2,"135",1.23,0.58,47.4,"212",9,4.1,6.2,86.2,28.4,74.6,8.8,4.1
89,71,"RHQ",19,"College Station, TX",794,1,"117",1.19,0.61,50.9,"191",9,4.6,6.3,86.5,28.5,73.8,8.1,4.4
89,71,"RHQ",19,"College Station, TX",794,2,"127",1.23,0.61,49.4,"190",9.3,4.3,6.5,88.1,29.5,72,8.4,4.4
89,71,"RHQ",19,"College Station, TX",795,1,"128",1.14,0.55,47.8,"206",9.3,4.7,6.7,84.8,28.9,75.5,8.1,4.5
89,71,"RHQ",19,"College Station, TX",795,2,"127",1.18,0.56,47.7,"204",9.3,4.2,6.2,85.5,28.4,75.1,8.3,4
89,71,"RHQ",19,"College Station, TX",796,1,"126",1.19,0.59,49.4,"223",8.5,4.9,6.4,86.1,31.8,75.9,8.6,5
89,71,"RHQ",19,"College Station, TX",796,2,"126",1.17,0.57,48.3,"199",8.8,4.7,6.5,85.6,28.4,73.7,8.7,4.6
89,71,"RHQ",19,"College Station, TX",797,1,"130",1.17,0.56,47.9,"197",8,4.6,6.2,84.4,28.8,74.3,8.2,4.6
89,71,"RHQ",19,"College Station, TX",797,2,"134",1.21,0.6,49.6,"200",7.3,4.1,5.9,84.4,25.6,72.4,8.5,4.5
89,71,"RHQ",19,"College Station, TX",798,1,"130",1.17,0.56,48.1,"203",8.8,4.6,6.4,85.9,29.1,73.4,8.3,4.6
89,71,"RHQ",19,"College Station, TX",798,2,"137",1.19,0.6,50.7,"214",8.5,4.1,6.2,86,31.2,71.1,8.5,4
89,71,"RHQ",19,"College Station, TX",799,1,"121",1.17,0.59,50,"196",8.8,4.5,6.4,84.9,27.7,69,8.7,4.7
89,71,"RHQ",19,"College Station, TX",799,2,"127",1.17,0.59,50.2,"210",7.3,4.3,6.3,86.2,27.7,73.6,8.6,4.7
89,71,"RHQ",19,"College Station, TX",800,1,"101",1.11,0.54,48.7,"198",8.8,4.5,6.4,82.9,28.8,75.1,8.5,4.2
89,71,"RHQ",19,"College Station, TX",800,2,"112",1.12,0.54,47.8,"199",8.5,4.5,6.4,82.5,29.2,74.6,8.6,4.3
89,71,"RHQ",24,"Saint Joseph, LA",245,1,"142",1.18,0.59,49.8,"214",8,4.4,6.2,86.9,25.6,79.7,8.9,4.3
89,71,"RHQ",24,"Saint Joseph, LA",245,2,"151",1.2,0.6,49.8,"228",10,4.3,6.3,85.7,28.6,78.3,8.6,4.1
89,71,"RHQ",24,"Saint Joseph, LA",266,1,"130",1.16,0.58,49.8,"204",7.5,4.9,6,84.6,25.5,80.4,8.5,4.8
89,71,"RHQ",24,"Saint Joseph, LA",266,2,"132",1.15,0.59,51.1,"201",7.8,4.4,5.7,85,26.6,79.2,8.6,4.6
89,71,"RHQ",24,"Saint Joseph, LA",477,1,"149",1.12,0.56,50.2,"237",6.5,4.2,5.7,84,26.7,80.8,7.5,4.8
89,71,"RHQ",24,"Saint Joseph, LA",477,2,"148",1.12,0.57,51.2,"234",6.5,4.6,5.8,84.3,30,79.3,7.1,4.3
89,71,"RHQ",24,"Saint Joseph, LA",689,1,"114",1.11,0.57,51.4,"191",7.5,5.3,6.1,85.2,24.2,81.1,7.9,4.4
89,71,"RHQ",24,"Saint Joseph, LA",689,2,"110",1.11,0.54,48.9,"188",7.5,5,5.9,84.5,20.9,80.2,7.4,5.1
89,71,"RHQ",24,"Saint Joseph, LA",714,1,"132",1.11,0.58,51.9,"213",7.3,4.7,5.8,85.3,26.1,80.2,8.9,4.6
89,71,"RHQ",24,"Saint Joseph, LA",714,2,"133",1.11,0.58,52.1,"203",8.3,4.8,5.8,84.6,26.8,78.5,8.8,4.4
89,71,"RHQ",24,"Saint Joseph, LA",748,1,"128",1.12,0.57,51.2,"201",7.3,5.1,5.5,85.5,24.7,79,8.4,5.1
89,71,"RHQ",24,"Saint Joseph, LA",748,2,"122",1.12,0.58,51.6,"210",7,4.6,6.1,84.8,24.5,78.7,7.8,4.7
89,71,"RHQ",24,"Saint Joseph, LA",784,1,"134",1.1,0.55,50,"209",6,5,5.4,84.7,25,78.7,8.4,4.8
89,71,"RHQ",24,"Saint Joseph, LA",784,2,"129",1.12,0.57,51.2,"217",6.3,4.8,5.7,84.2,25.8,79.3,8.2,4.9
89,71,"RHQ",24,"Saint Joseph, LA",785,1,"128",1.12,0.57,50.7,"209",7,4.4,5.8,85.7,23.3,80.3,8.4,4.6
89,71,"RHQ",24,"Saint Joseph, LA",785,2,"124",1.12,0.58,51.8,"212",7.3,4.9,5.7,86.2,23.3,78,8.5,5.3
89,71,"RHQ",24,"Saint Joseph, LA",789,1,"133",1.15,0.58,50.7,"210",7,4.7,5.7,84.5,24.8,79.5,8.5,4.5
89,71,"RHQ",24,"Saint Joseph, LA",789,2,"135",1.11,0.56,50.7,"224",6.5,5.1,5.4,83.2,24.9,80.8,8.2,5.2
89,71,"RHQ",24,"Saint Joseph, LA",790,1,"138",1.12,0.58,52.1,"207",6.8,4.8,6,86.6,26.7,80.5,8,4.7
89,71,"RHQ",24,"Saint Joseph, LA",790,2,"132",1.11,0.58,52.1,"205",6.5,5.3,6,84.9,26,77.6,7.1,4.9
89,71,"RHQ",24,"Saint Joseph, LA",791,1,"134",1.13,0.58,51.6,"222",8,4.9,6.3,86,27.3,78.5,9.1,4.9
89,71,"RHQ",24,"Saint Joseph, LA",791,2,"137",1.13,0.58,51.1,"224",7.8,4.9,6.5,87,29.9,79,8.9,5.2
89,71,"RHQ",24,"Saint Joseph, LA",792,1,"146",1.11,0.57,51.2,"213",7,4.5,6,85.8,27.6,79.3,8.4,4.4
89,71,"RHQ",24,"Saint Joseph, LA",792,2,"140",1.11,0.56,50.5,"214",7,4.3,5.8,86.4,27.9,80.8,8.4,4.4
89,71,"RHQ",24,"Saint Joseph, LA",793,1,"124",1.14,0.57,50.2,"214",8,5.2,6.2,86,27.5,76.7,8.9,5.2
89,71,"RHQ",24,"Saint Joseph, LA",793,2,"135",1.14,0.58,51.1,"216",8.8,4.9,6.3,86.9,26.3,79.3,8.8,5.1
89,71,"RHQ",24,"Saint Joseph, LA",794,1,"121",1.13,0.59,51.8,"211",8.8,5.3,6.2,86.4,26.2,77.7,8.8,5.2
89,71,"RHQ",24,"Saint Joseph, LA",794,2,"123",1.13,0.59,52,"206",9,5.2,6.2,87.6,25.8,79.1,9.1,5.4
89,71,"RHQ",24,"Saint Joseph, LA",795,1,"125",1.13,0.56,49.8,"211",8,4.6,6.2,85.5,25.6,80.6,8.2,4.6
89,71,"RHQ",24,"Saint Joseph, LA",795,2,"137",1.14,0.59,51.6,"222",8.8,4.5,6.2,85.8,27.7,81.4,8.5,4.7
89,71,"RHQ",24,"Saint Joseph, LA",796,1,"137",1.13,0.59,52.5,"233",8.8,4.5,6.3,85.7,32.8,80.3,8.9,4.5
89,71,"RHQ",24,"Saint Joseph, LA",796,2,"132",1.14,0.59,51.6,"226",7.8,4.8,5.7,84.9,29.6,77.5,7.8,4.3
89,71,"RHQ",24,"Saint Joseph, LA",797,1,"144",1.11,0.58,52.5,"209",7.5,4.5,6,86.2,27.3,80,8.2,4.5
89,71,"RHQ",24,"Saint Joseph, LA",797,2,"141",1.11,0.57,51.2,"220",7.5,4.4,6.1,86,27.3,78.8,7.9,4.7
89,71,"RHQ",24,"Saint Joseph, LA",798,1,"148",1.15,0.6,52,"228",7.8,4.7,5.4,86.1,27.1,79.3,8.4,4.6
89,71,"RHQ",24,"Saint Joseph, LA",798,2,"142",1.14,0.59,51.6,"222",8,4.3,6.1,86,29.7,79.9,8.4,4.2
89,71,"RHQ",24,"Saint Joseph, LA",799,1,"131",1.13,0.58,51.6,"211",7,4.7,6.3,86,25.7,80.3,8.6,5.2
89,71,"RHQ",24,"Saint Joseph, LA",799,2,"133",1.13,0.59,52,"201",8.5,4.7,6.3,86.5,27.5,78.3,8.9,4.9
89,71,"RHQ",24,"Saint Joseph, LA",800,1,"129",1.11,0.56,50.7,"217",8.8,4.4,6.2,84,29.8,79.7,8.1,4.3
89,71,"RHQ",24,"Saint Joseph, LA",800,2,"120",1.06,0.53,50,"199",9,3.9,6.2,82.1,27.4,81,8.2,3.7
89,71,"RHQ",25,"Stoneville, MS",245,1,"128",1.21,0.6,49.6,"201",7.8,3.6,6.4,85.2,28.7,75,0,3.3
89,71,"RHQ",25,"Stoneville, MS",245,2,"127",1.19,0.59,49.6,"192",8.3,3.4,6.4,86.4,28.6,75.1,0,3.3
89,71,"RHQ",25,"Stoneville, MS",266,1,"126",1.24,0.61,49,"190",7,3.9,6.1,86.2,27.6,77.9,9.2,3.8
89,71,"RHQ",25,"Stoneville, MS",266,2,"120",1.15,0.54,46.8,"191",7.5,3.7,6.1,85,30.8,76,9.5,3.5
89,71,"RHQ",25,"Stoneville, MS",477,1,"128",1.16,0.56,48.1,"210",6.5,3.3,6,86.2,32.1,76.6,9,3.1
89,71,"RHQ",25,"Stoneville, MS",477,2,"132",1.15,0.54,46.8,"212",7,2.9,5.7,84.4,33.7,76.6,9.1,2.9
89,71,"RHQ",25,"Stoneville, MS",689,1,"116",1.16,0.56,48.3,"178",9.3,3.9,6.6,85.9,26,76.9,8.8,3.8
89,71,"RHQ",25,"Stoneville, MS",689,2,"113",1.17,0.57,48.9,"187",8.3,3.9,6.3,85,27.8,77.4,9.1,3.8
89,71,"RHQ",25,"Stoneville, MS",714,1,"122",1.13,0.55,48.5,"206",8,3.4,5.9,86.4,30.3,75.7,9.6,3.4
89,71,"RHQ",25,"Stoneville, MS",714,2,"119",1.18,0.58,49,"197",7.5,3.7,6,84.3,29.6,76.8,9.8,3.6
89,71,"RHQ",25,"Stoneville, MS",748,1,"119",1.18,0.6,50.4,"195",7.3,3.9,6,85.4,28.4,75.4,9.3,3.8
89,71,"RHQ",25,"Stoneville, MS",748,2,"122",1.19,0.59,49.2,"194",7.3,3.9,5.7,83.5,27.2,74.9,9.2,3.9
89,71,"RHQ",25,"Stoneville, MS",784,1,"131",1.2,0.59,48.8,"196",6.5,4,5.8,84.9,26.3,76.1,9.1,4.2
89,71,"RHQ",25,"Stoneville, MS",784,2,"126",1.17,0.58,49.4,"185",6.5,3.7,5.4,83.6,27.8,77.3,9.3,3.6
89,71,"RHQ",25,"Stoneville, MS",785,1,"119",1.17,0.59,50.7,"188",7.3,3.7,5.9,84.1,27.2,76.5,9,3.9
89,71,"RHQ",25,"Stoneville, MS",785,2,"125",1.17,0.59,50.7,"192",7.5,3.5,5.9,85.5,28.8,76.3,9.3,3.6
89,71,"RHQ",25,"Stoneville, MS",789,1,"128",1.12,0.55,48.9,"191",6.5,4.2,5.6,83.9,30.5,77.1,9.3,3.9
89,71,"RHQ",25,"Stoneville, MS",789,2,"131",1.14,0.58,50.9,"200",7,3.9,5.7,83,28.2,76.7,9.4,4
89,71,"RHQ",25,"Stoneville, MS",790,1,"125",1.14,0.58,50.5,"199",6.8,4.7,5.6,85.2,26.9,75.8,9.6,4.6
89,71,"RHQ",25,"Stoneville, MS",790,2,"133",1.14,0.59,51.4,"189",6.5,4.3,5.6,85,28.7,76.1,9.1,3.6
89,71,"RHQ",25,"Stoneville, MS",791,1,"119",1.18,0.59,50.2,"199",7,4,5.5,84.3,27.4,74.7,0,3.9
89,71,"RHQ",25,"Stoneville, MS",791,2,"114",1.17,0.57,48.9,"181",7,3.7,6,84.6,29.4,75.7,0,3.6
89,71,"RHQ",25,"Stoneville, MS",792,1,"124",1.18,0.59,49.8,"200",6.5,4,5.5,86.7,29.8,76.1,9.1,3.9
89,71,"RHQ",25,"Stoneville, MS",792,2,"121",1.18,0.58,49.4,"190",7,3.6,5.7,85.1,27.2,74,9.8,3.7
89,71,"RHQ",25,"Stoneville, MS",793,1,"115",1.17,0.58,49.2,"189",7.5,3.7,6,86.3,29.8,76.2,0,3.8
89,71,"RHQ",25,"Stoneville, MS",793,2,"112",1.18,0.57,48.5,"201",7,3.4,6.2,82.7,30.2,72.2,0,3.4
89,71,"RHQ",25,"Stoneville, MS",794,1,"108",1.18,0.58,49,"166",8,3.8,5.8,84.6,26.6,74.6,9.7,3.6
89,71,"RHQ",25,"Stoneville, MS",794,2,"109",1.18,0.6,50.6,"183",8.5,3.8,5.9,84,27.1,75.4,9.9,3.8
89,71,"RHQ",25,"Stoneville, MS",795,1,"113",1.16,0.58,50.2,"187",7.5,3.9,6.2,84.5,29.1,76.6,9.1,3.8
89,71,"RHQ",25,"Stoneville, MS",795,2,"120",1.17,0.56,48.1,"199",7.5,3.6,5.9,85.4,29,77.6,9.3,3.7
89,71,"RHQ",25,"Stoneville, MS",796,1,"143",1.18,0.58,49.2,"217",7.8,4.1,5.9,86,32.2,75.8,9.6,4
89,71,"RHQ",25,"Stoneville, MS",796,2,"145",1.19,0.59,49.4,"223",7.5,3.9,5.5,85.5,31,76.5,9.4,4
89,71,"RHQ",25,"Stoneville, MS",797,1,"139",1.17,0.57,48.9,"197",7.5,3.7,5.9,83.3,29.9,75.7,8.8,3.5
89,71,"RHQ",25,"Stoneville, MS",797,2,"131",1.16,0.58,49.8,"207",8,3.5,5.6,86.2,28.2,76.8,9.6,3.7
89,71,"RHQ",25,"Stoneville, MS",798,1,"127",1.19,0.57,47.5,"206",7.5,3.5,5.7,83.5,28.8,75.1,9.5,3.5
89,71,"RHQ",25,"Stoneville, MS",798,2,"132",1.2,0.57,47.5,"201",7.3,3.5,5.8,84.7,29.4,77.3,9.3,3.6
89,71,"RHQ",25,"Stoneville, MS",799,1,"131",1.16,0.58,50.2,"196",8,3.6,5.9,83.7,29.8,73.5,9.8,3.7
89,71,"RHQ",25,"Stoneville, MS",799,2,"130",1.16,0.57,49,"208",8,3.9,6.1,84.6,30,74.9,9.7,3.5
89,71,"RHQ",25,"Stoneville, MS",800,1,"103",1.07,0.53,49.1,"189",9,3.7,6.4,82.4,27.2,76.8,9.5,3.8
89,71,"RHQ",25,"Stoneville, MS",800,2,"105",1.09,0.54,49.3,"182",8.3,3.5,6.1,83.7,28.1,76.1,9.5,3.6
89,71,"RHQ",30,"Jackson, TN",245,1,"113",1.15,0.56,48.5,"199",7.5,4.2,6.5,85.9,26.5,75.7,9.8,4.3
89,71,"RHQ",30,"Jackson, TN",245,2,"118",1.19,0.59,49.6,"196",7,3.9,6.2,84,25.6,74.8,0,3.9
89,71,"RHQ",30,"Jackson, TN",266,1,"133",1.2,0.61,50.4,"218",7,4.6,5.9,88.1,27.4,77,9.6,4.8
89,71,"RHQ",30,"Jackson, TN",266,2,"116",1.21,0.6,49.6,"206",7.5,4,5.7,85.8,25.8,75.7,9.4,4
89,71,"RHQ",30,"Jackson, TN",477,1,"147",1.17,0.58,49.8,"251",6.5,3.9,6.2,87.5,33,77.5,8.7,3.9
89,71,"RHQ",30,"Jackson, TN",477,2,"150",1.2,0.61,50.7,"242",6.5,3.9,6.2,86.6,33.9,77.9,8.8,4
89,71,"RHQ",30,"Jackson, TN",689,1,"105",1.15,0.57,49.8,"198",8,4.6,6.3,86.1,27.3,77.8,9.4,4.6
89,71,"RHQ",30,"Jackson, TN",689,2,"111",1.21,0.6,49.6,"189",8.5,4,6.6,85.8,22.9,79,9.3,4.3
89,71,"RHQ",30,"Jackson, TN",714,1,"125",1.16,0.6,51.3,"234",7.3,4.4,6.2,86.2,29.8,75.6,9.4,4.6
89,71,"RHQ",30,"Jackson, TN",714,2,"123",1.16,0.6,51.5,"211",7.3,4.4,5.5,85,25.4,75.2,9.6,4.4
89,71,"RHQ",30,"Jackson, TN",748,1,"118",1.19,0.59,49.4,"215",6.5,4.7,6,85.9,25.5,75,9.5,5
89,71,"RHQ",30,"Jackson, TN",748,2,"125",1.2,0.59,49.4,"207",7,4.6,6.1,87.3,25.3,75.2,9.4,4.7
89,71,"RHQ",30,"Jackson, TN",784,1,"137",1.19,0.58,49,"213",6.5,4.6,5.9,87.6,26.1,75.9,9.5,4.7
89,71,"RHQ",30,"Jackson, TN",784,2,"131",1.22,0.62,50.6,"209",7,4.3,6.2,86.7,28,78.4,9.4,4.5
89,71,"RHQ",30,"Jackson, TN",785,1,"127",1.17,0.59,50.2,"208",6.8,4.6,6.1,86.5,24.3,74,9.8,5.1
89,71,"RHQ",30,"Jackson, TN",785,2,"124",1.18,0.59,50.2,"199",6.8,4.2,6.4,86.1,28.5,77.1,9.9,4.1
89,71,"RHQ",30,"Jackson, TN",789,1,"145",1.17,0.59,50.7,"220",7,4.9,6.3,87.2,30.8,78.7,9.2,5
89,71,"RHQ",30,"Jackson, TN",789,2,"138",1.17,0.57,48.8,"216",6.8,5,6.3,88.1,30.5,78.2,9.2,5
89,71,"RHQ",30,"Jackson, TN",790,1,"147",1.17,0.61,51.9,"227",6.5,5.3,6.3,89.4,27.8,77.8,9.1,5.5
89,71,"RHQ",30,"Jackson, TN",790,2,"128",1.16,0.57,48.9,"190",7,5.4,5.8,87.5,27.1,76.8,9.5,5.1
89,71,"RHQ",30,"Jackson, TN",791,1,"139",1.18,0.61,51.9,"207",6.8,4.9,5.8,85.1,25.3,75.4,9.1,4.9
89,71,"RHQ",30,"Jackson, TN",791,2,"128",1.17,0.6,50.9,"209",7,4.8,6.1,86.3,27.8,75.4,9.4,4.9
89,71,"RHQ",30,"Jackson, TN",792,1,"119",1.15,0.57,49.8,"201",7.5,5,6.1,86,28.5,75.2,9.6,4.9
89,71,"RHQ",30,"Jackson, TN",792,2,"117",1.21,0.61,50.4,"203",7.5,4.3,5.9,86.1,27.3,76.5,9.5,4.3
89,71,"RHQ",30,"Jackson, TN",793,1,"122",1.18,0.6,50.6,"210",8,4.9,6.2,87.1,28.9,74.2,9.6,4.9
89,71,"RHQ",30,"Jackson, TN",793,2,"128",1.21,0.62,50.8,"210",7.5,4.4,6.5,86.2,28.7,74.7,9.7,4.3
89,71,"RHQ",30,"Jackson, TN",794,1,"116",1.16,0.61,52.4,"205",8.3,4.8,6.3,85.2,27,75,0,4.9
89,71,"RHQ",30,"Jackson, TN",794,2,"118",1.17,0.55,46.6,"193",8.3,4.4,6.3,85.2,28,75,9.1,4.2
89,71,"RHQ",30,"Jackson, TN",795,1,"126",1.17,0.57,48.3,"194",7.5,4.9,6.1,86.7,26.9,79.2,9.2,4.8
89,71,"RHQ",30,"Jackson, TN",795,2,"128",1.16,0.57,48.9,"197",8,4.9,6.3,84.8,27,76.2,9.4,4.8
89,71,"RHQ",30,"Jackson, TN",796,1,"142",1.16,0.61,52.8,"243",7.5,5,6.8,86.9,32.7,76.6,9.3,5.2
