"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi"
94,12,"PLA",38,"Chickasha, OK(dry)",578,1,"129",1.03,0.53,191,8,4.6,10,81.8,30.6,64.4,6.6,4.9
94,12,"PLA",38,"Chickasha, OK(dry)",578,2,"138",1.08,0.54,217,8,5,11,84.8,33.7,69,7.3,5.2
94,12,"PLA",38,"Chickasha, OK(dry)",649,1,"125",1.1,0.53,228,6.3,5.1,10,83.9,34,63.7,6.7,5.4
94,12,"PLA",38,"Chickasha, OK(dry)",649,2,"140",1.11,0.54,207,6.3,5.3,10,83.9,31.5,69,7.3,5.4
94,12,"PLA",38,"Chickasha, OK(dry)",680,1,"109",1.1,0.56,189,7,4.5,9.9,82.6,26.3,67.9,6.5,4.6
94,12,"PLA",38,"Chickasha, OK(dry)",680,2,"114",1.11,0.54,161,7,4.6,9.6,82.9,26.2,67.6,7.1,4.6
94,12,"PLA",38,"Chickasha, OK(dry)",689,1,"117",1.11,0.55,180,7.8,5.1,10,84.7,27.7,69.2,7,5.3
94,12,"PLA",38,"Chickasha, OK(dry)",689,2,"115",1.11,0.54,179,8,5.2,10,84.1,27.1,71,7.6,5.5
94,12,"PLA",38,"Chickasha, OK(dry)",731,1,"150",1.13,0.54,235,5.3,5.1,10,83.3,34.5,70.9,7.3,5.1
94,12,"PLA",38,"Chickasha, OK(dry)",731,2,"164",1.19,0.59,263,5.5,4.6,10,85.6,36.6,68,7,4.8
94,12,"PLA",38,"Chickasha, OK(dry)",812,1,"139",1.08,0.53,209,7,4.5,9.8,85,28,65.7,7.4,4.7
94,12,"PLA",38,"Chickasha, OK(dry)",812,2,"129",1.09,0.54,201,6.5,4.5,9.6,82.5,28.1,68.9,6.9,4.7
94,12,"PLA",38,"Chickasha, OK(dry)",813,1,"113",1.01,0.5,177,6,4.8,9.7,81.2,25.4,68.5,7.5,5
94,12,"PLA",38,"Chickasha, OK(dry)",813,2,"89",0.95,0.5,159,5.5,4.9,8.7,80.8,24,64.5,7.2,5
94,12,"PLA",38,"Chickasha, OK(dry)",902,1,"119",1.08,0.5,194,6.3,4.6,9.9,84,28.3,70.6,6.6,4.7
94,12,"PLA",38,"Chickasha, OK(dry)",902,2,"127",1.09,0.53,183,7,4.5,10,83.7,27.3,70.2,6.8,4.8
94,12,"PLA",38,"Chickasha, OK(dry)",903,1,"118",1.05,0.53,176,6.3,4.8,10,82.5,26.5,68.9,7.9,4.9
94,12,"PLA",38,"Chickasha, OK(dry)",903,2,"121",1.07,0.54,186,6.5,4.7,10,82.6,29.1,68.7,7.7,5.1
94,12,"PLA",38,"Chickasha, OK(dry)",904,1,"107",1.06,0.53,198,7.3,4.7,10,82.2,27.6,66.5,7.4,5.1
94,12,"PLA",38,"Chickasha, OK(dry)",904,2,"109",1.07,0.56,192,6.5,4.9,10,83.4,26.9,69.9,8,5.1
94,12,"PLA",38,"Chickasha, OK(dry)",905,1,"139",1.09,0.53,207,6.8,4.6,10,83.1,29.9,68.1,7.5,5
94,12,"PLA",38,"Chickasha, OK(dry)",905,2,"139",1.09,0.52,222,6.5,4.6,10,85,33,69.9,7.8,4.8
94,12,"PLA",38,"Chickasha, OK(dry)",906,1,"140",1.1,0.57,231,6,4.6,10,83.9,34.7,68.5,7.1,4.8
94,12,"PLA",38,"Chickasha, OK(dry)",906,2,"141",1.09,0.56,209,6,4.9,10,83.8,33.9,71.5,7.8,4.9
94,20,"EAS",33,"Auburn, AL",578,1,"126",1.11,0.55,220,9,3.7,11,83.7,31.7,63.7,8.1,3.7
94,20,"EAS",33,"Auburn, AL",578,2,"130",1.09,0.56,226,9.5,3.7,10,83.3,31.6,62.6,7.7,3.6
94,20,"EAS",33,"Auburn, AL",649,1,"141",1.11,0.53,212,7.5,4.5,10,83.9,32.6,66.6,8.1,4.4
94,20,"EAS",33,"Auburn, AL",649,2,"139",1.13,0.56,247,7.5,4.3,10,83,34.3,66.3,7.6,4.2
94,20,"EAS",33,"Auburn, AL",689,1,"123",1.19,0.58,185,9,4,10,84.2,25.2,64.4,7.7,3.9
94,20,"EAS",33,"Auburn, AL",689,2,"118",1.13,0.55,193,9,4.3,10,84.1,27,68.6,7.8,4.1
94,20,"EAS",33,"Auburn, AL",697,1,"129",1.13,0.53,196,8.5,4.3,10,84.2,27.8,67.4,7.6,4.1
94,20,"EAS",33,"Auburn, AL",697,2,"127",1.15,0.54,190,10.3,4.2,10,84.3,28.5,69.2,8,4
94,20,"EAS",33,"Auburn, AL",731,1,"151",1.19,0.56,243,7,3.8,9.9,84.6,33.2,64.7,8.1,3.6
94,20,"EAS",33,"Auburn, AL",731,2,"160",1.19,0.55,259,7,3.7,9.9,83.9,34.1,66.8,8.4,3.5
94,20,"EAS",33,"Auburn, AL",741,1,"139",1.15,0.57,205,8,3.9,10,83.7,32.7,69.9,7.9,4.1
94,20,"EAS",33,"Auburn, AL",741,2,"142",1.13,0.55,218,8,4.7,10,83.8,31.1,61.4,8.7,4.5
94,20,"EAS",33,"Auburn, AL",750,1,"129",1.15,0.55,209,9,4.5,11,84.1,27.9,65.3,8.3,4.4
94,20,"EAS",33,"Auburn, AL",750,2,"130",1.13,0.56,204,9,4.1,10,84,28.1,64.6,8.1,4
94,20,"EAS",33,"Auburn, AL",829,1,"140",1.17,0.57,224,7,4.1,10,84.4,30.2,69.7,7.7,4
94,20,"EAS",33,"Auburn, AL",829,2,"133",1.19,0.6,206,7.8,4.3,9.9,82.5,29.4,68.1,7.9,4
94,20,"EAS",33,"Auburn, AL",831,1,"140",1.15,0.57,205,8,4,9.9,83.6,30.5,66.5,8,4
94,20,"EAS",33,"Auburn, AL",831,2,"146",1.17,0.57,217,7.3,4.4,10,83,30.2,66.2,7.8,4.3
94,20,"EAS",33,"Auburn, AL",834,1,"146",1.15,0.57,221,8.5,4.3,11,83.6,34.1,68.7,8.6,4.6
94,20,"EAS",33,"Auburn, AL",834,2,"141",1.15,0.55,223,8,4.4,10,84.5,33.1,64.9,7.5,4.1
94,20,"EAS",33,"Auburn, AL",849,1,"149",1.11,0.51,227,7,4.4,10,85,32.7,67.5,8.1,4.2
94,20,"EAS",33,"Auburn, AL",849,2,"143",1.12,0.52,225,7,4.4,10,83.6,33.6,69.3,7.8,4.3
94,20,"EAS",33,"Auburn, AL",857,1,"133",1.11,0.52,209,8.5,4.7,10,84.4,29.1,71.8,7.8,4.9
94,20,"EAS",33,"Auburn, AL",857,2,"133",1.11,0.54,215,8.5,4.5,10,84,29.3,69.9,7.5,4.3
94,20,"EAS",33,"Auburn, AL",858,1,"134",1.15,0.57,217,8.3,4,10,84.6,28.5,62.1,8,3.9
94,20,"EAS",33,"Auburn, AL",858,2,"133",1.13,0.56,197,8,4.1,10,83.8,28.6,66.1,7.8,3.9
94,20,"EAS",33,"Auburn, AL",859,1,"134",1.13,0.55,206,8,4.3,10,84.3,31,64,8.1,4.1
94,20,"EAS",33,"Auburn, AL",859,2,"142",1.19,0.57,210,8.5,3.9,10,84.8,32.5,59.9,7.4,3.7
94,20,"EAS",33,"Auburn, AL",865,1,"144",1.12,0.55,235,7.5,4,11,83.8,34.5,68.4,8.2,3.9
94,20,"EAS",33,"Auburn, AL",865,2,"141",1.15,0.56,226,7.5,3.7,10,85,31.4,67.8,8,3.7
94,20,"EAS",33,"Auburn, AL",882,1,"129",1.13,0.56,202,8,4,10,84.1,29.4,70,8,4.2
94,20,"EAS",33,"Auburn, AL",882,2,"140",1.13,0.53,221,9,4.1,10,83.8,30.5,64.5,7.8,4
94,20,"EAS",33,"Auburn, AL",893,1,"140",1.15,0.54,227,9.8,4.4,11,84.3,31.8,68.2,8.7,4.2
94,20,"EAS",33,"Auburn, AL",893,2,"139",1.11,0.53,201,9.3,4.2,10,83.6,32,67.6,8.4,3.8
94,20,"EAS",33,"Auburn, AL",915,1,"144",1.13,0.57,221,9.5,4.4,10,84.9,31,65,7.9,4.4
94,20,"EAS",33,"Auburn, AL",915,2,"148",1.17,0.57,202,10.5,4.4,10,85.1,31.3,64,8.1,4.3
94,20,"EAS",33,"Auburn, AL",953,1,"127",1.19,0.59,193,9.8,4.4,10,84.8,26.5,67.5,8.4,4.5
94,20,"EAS",33,"Auburn, AL",953,2,"120",1.13,0.55,192,11,4.2,11,84.9,25.5,67.6,8.6,4.2
94,20,"EAS",36,"Florence, SC",578,1,"126",1.19,0.57,209,7.3,4.6,10,85.9,28.7,74.9,8.5,4.7
94,20,"EAS",36,"Florence, SC",578,2,"132",1.19,0.57,212,7.5,4.1,10,87,27.4,75.8,7.9,4.2
94,20,"EAS",36,"Florence, SC",649,1,"139",1.29,0.64,211,6.8,4.7,10,88.2,32.2,76.7,8.4,5
94,20,"EAS",36,"Florence, SC",649,2,"131",1.3,0.65,211,6.3,4.8,10,87.5,31.7,75,8.5,5
94,20,"EAS",36,"Florence, SC",689,1,"124",1.29,0.6,187,7.8,4.6,11,89,27.5,77.5,8.6,4.4
94,20,"EAS",36,"Florence, SC",689,2,"129",1.29,0.61,183,8,4.5,11,87.5,27,78.7,8.6,4.6
94,20,"EAS",36,"Florence, SC",697,1,"125",1.25,0.58,197,7.3,4.6,10,87.6,28.3,76.6,8.7,4.9
94,20,"EAS",36,"Florence, SC",697,2,"133",1.23,0.58,201,8.3,4.6,10,86.7,26.9,76.9,9.1,4.8
94,20,"EAS",36,"Florence, SC",731,1,"160",1.33,0.66,240,6.8,4.4,10,88.8,33.5,76.8,8.6,4.4
94,20,"EAS",36,"Florence, SC",731,2,"158",1.33,0.65,231,6,4.3,10,88.1,33.4,76.8,8.5,4.3
94,20,"EAS",36,"Florence, SC",741,1,"152",1.27,0.6,213,7.3,4.7,10,88,31.9,74,8.9,4.8
94,20,"EAS",36,"Florence, SC",741,2,"153",1.25,0.58,229,7.3,4.7,11,88.2,33.3,76.7,8.2,4.6
94,20,"EAS",36,"Florence, SC",750,1,"133",1.27,0.62,193,8,4.9,10,89.1,26.1,73.7,9,5
94,20,"EAS",36,"Florence, SC",750,2,"137",1.27,0.6,210,7.8,4.5,10,89,27.6,76.5,9.2,4.9
94,20,"EAS",36,"Florence, SC",829,1,"142",1.25,0.57,207,5.3,4.8,10,86.7,28.9,76.4,8.8,5.1
94,20,"EAS",36,"Florence, SC",829,2,"137",1.25,0.6,208,6.3,4.7,10,87.6,29.3,77.5,8.3,5
94,20,"EAS",36,"Florence, SC",831,1,"144",1.27,0.6,202,6.5,4.3,10,86.3,28.9,78.4,8.1,4.4
94,20,"EAS",36,"Florence, SC",831,2,"141",1.27,0.61,207,5.8,4.4,10,87.6,29.3,76.8,8.1,4.4
94,20,"EAS",36,"Florence, SC",834,1,"146",1.27,0.6,224,7,4.8,10,87.1,31.8,75.5,8.8,4.9
94,20,"EAS",36,"Florence, SC",834,2,"151",1.27,0.6,205,7.5,4.6,10,87.5,32.2,76.7,8.8,4.4
94,20,"EAS",36,"Florence, SC",849,1,"146",1.27,0.6,213,6.3,5,10,87.7,32.9,75.8,8.5,5.4
94,20,"EAS",36,"Florence, SC",849,2,"136",1.25,0.61,216,5.5,4.9,11,88.7,33.4,79.1,8.2,5
94,20,"EAS",36,"Florence, SC",857,1,"132",1.25,0.6,213,7,4.9,10,87.7,28.6,76.8,8.8,5.2
94,20,"EAS",36,"Florence, SC",857,2,"136",1.25,0.57,212,7.3,4.7,11,88,29.4,78.5,8.3,4.9
94,20,"EAS",36,"Florence, SC",858,1,"132",1.25,0.59,202,6.8,4.2,10,87.5,29,76.9,8.6,4.6
94,20,"EAS",36,"Florence, SC",858,2,"139",1.25,0.59,201,6.8,4.1,10,87.6,30,79.6,8.4,4.2
94,20,"EAS",36,"Florence, SC",859,1,"147",1.23,0.6,219,7,5,10,87.6,32.5,73.4,9.3,5.2
94,20,"EAS",36,"Florence, SC",859,2,"151",1.23,0.62,217,7.3,4.4,11,89,31.6,76.8,8.5,4.3
94,20,"EAS",36,"Florence, SC",865,1,"142",1.27,0.6,229,6.3,4.6,11,88.2,31.9,77.2,8.7,4.5
94,20,"EAS",36,"Florence, SC",865,2,"144",1.27,0.57,222,6.3,4.2,10,86.9,30.7,75.1,8.9,4.3
94,20,"EAS",36,"Florence, SC",882,1,"135",1.3,0.6,198,6.3,4.7,10,88.5,29.7,78.8,8.6,4.8
94,20,"EAS",36,"Florence, SC",882,2,"148",1.25,0.6,199,6.8,4.5,10,86.6,29.7,78.3,8.7,4.8
94,20,"EAS",36,"Florence, SC",893,1,"144",1.25,0.58,215,8.3,4.5,10,87.6,29.7,74.6,10,4.6
94,20,"EAS",36,"Florence, SC",893,2,"148",1.25,0.6,225,8,4.7,10,88.1,31,74.3,9.3,4.8
94,20,"EAS",36,"Florence, SC",915,1,"146",1.25,0.63,223,8,5,11,88.5,31.6,76.1,8.2,5.2
94,20,"EAS",36,"Florence, SC",915,2,"159",1.25,0.62,224,8,5.1,10,89.3,31.4,77.8,8.5,4.9
94,20,"EAS",36,"Florence, SC",953,1,"129",1.25,0.62,184,8,4.8,10,88,24.9,76,8.9,5
94,20,"EAS",36,"Florence, SC",953,2,"131",1.23,0.59,193,9,4.5,11,87.9,26.5,77.2,9,4.6
94,20,"EAS",87,"Belle Mina, AL",578,1,"120",1.11,0.55,182,10.5,4.3,11,83,27.6,63.4,6.7,4.1
94,20,"EAS",87,"Belle Mina, AL",578,2,"123",1.11,0.56,188,10.5,4.1,11,84,28.3,65.8,7.7,3.9
94,20,"EAS",87,"Belle Mina, AL",649,1,"136",1.13,0.56,197,9.5,4.2,10,83.7,29.1,68.4,7.7,4.2
94,20,"EAS",87,"Belle Mina, AL",649,2,"133",1.12,0.55,209,8,4.3,10,83.2,30.1,67.2,7.3,4.5
94,20,"EAS",87,"Belle Mina, AL",689,1,"115",1.13,0.53,165,10.5,4.2,10,84,22.9,69.6,7.5,4.1
94,20,"EAS",87,"Belle Mina, AL",689,2,"109",1.13,0.52,164,11.5,4.1,10,84.2,24,67.9,7.1,4
94,20,"EAS",87,"Belle Mina, AL",697,1,"115",1.11,0.51,184,9.3,3.9,10,84.3,26.7,67.4,7.3,4
94,20,"EAS",87,"Belle Mina, AL",697,2,"117",1.11,0.56,178,9,4.1,10,83.7,25.9,69.7,7.6,4
94,20,"EAS",87,"Belle Mina, AL",731,1,"145",1.13,0.55,204,8,3.7,9.7,83.6,30.6,66.4,7.3,3.7
94,20,"EAS",87,"Belle Mina, AL",731,2,"151",1.15,0.53,207,8,3.7,9.5,84.2,30.1,67.6,7.1,3.5
94,20,"EAS",87,"Belle Mina, AL",741,1,"144",1.13,0.57,207,7.5,4.4,10,83.8,29.9,68.2,7.8,4.3
94,20,"EAS",87,"Belle Mina, AL",741,2,"133",1.13,0.54,204,7.3,4.1,9.9,84,30.5,67.7,7.5,3.7
94,20,"EAS",87,"Belle Mina, AL",750,1,"125",1.15,0.55,188,8.5,4.5,11,85,26,66.1,7.5,4.3
94,20,"EAS",87,"Belle Mina, AL",750,2,"129",1.17,0.55,197,9,4.5,11,85,27.1,67.4,7.3,4.1
94,20,"EAS",87,"Belle Mina, AL",829,1,"127",1.15,0.57,188,8,4.3,9.8,84.3,27.3,65.8,6.9,4.1
94,20,"EAS",87,"Belle Mina, AL",829,2,"130",1.15,0.53,179,7.8,4.3,9.5,83.5,26.7,68.5,6.8,4.2
94,20,"EAS",87,"Belle Mina, AL",831,1,"134",1.14,0.55,192,8.5,3.7,9.9,83.3,28.8,71.5,7.2,3.7
94,20,"EAS",87,"Belle Mina, AL",831,2,"127",1.13,0.53,182,8.8,4,9.7,83.5,28.2,66.7,6.6,3.7
94,20,"EAS",87,"Belle Mina, AL",834,1,"133",1.15,0.54,215,7.5,4.1,10,85.3,29.2,67.8,7.6,4.1
94,20,"EAS",87,"Belle Mina, AL",834,2,"132",1.11,0.52,209,8,4.6,10,82.7,29.6,68.8,7.9,4.4
94,20,"EAS",87,"Belle Mina, AL",849,1,"132",1.13,0.52,207,8,4.5,10,84.3,29.1,68.5,7.3,4.5
94,20,"EAS",87,"Belle Mina, AL",849,2,"137",1.13,0.53,217,8,4.2,10,83.7,30.8,67.9,7,4.4
94,20,"EAS",87,"Belle Mina, AL",857,1,"123",1.11,0.54,187,8.8,3.9,10,83.9,25.7,70.8,7.2,3.8
94,20,"EAS",87,"Belle Mina, AL",857,2,"123",1.12,0.53,199,9,4.6,10,83.9,28,67.4,6.7,4.7
94,20,"EAS",87,"Belle Mina, AL",858,1,"130",1.13,0.57,184,7.8,3.8,9.9,83.7,25,64.8,7.5,3.9
94,20,"EAS",87,"Belle Mina, AL",858,2,"126",1.11,0.52,177,8.3,4.1,9.7,82.9,26.1,69.4,7.2,4
94,20,"EAS",87,"Belle Mina, AL",859,1,"138",1.15,0.52,193,8.5,4.3,9.9,84.3,28.6,67,7.3,4
94,20,"EAS",87,"Belle Mina, AL",859,2,"141",1.12,0.52,200,8.5,4.3,9.8,83.4,28.7,68.8,7.2,4.3
94,20,"EAS",87,"Belle Mina, AL",865,1,"140",1.13,0.52,202,8.8,3.8,10,84.4,30.5,66.8,7.3,3.7
94,20,"EAS",87,"Belle Mina, AL",865,2,"134",1.15,0.54,202,8.3,4,10,84.2,29.1,70.3,7.4,3.7
94,20,"EAS",87,"Belle Mina, AL",882,1,"128",1.13,0.52,178,9.5,3.9,10,83.4,27,69.5,7.4,4
94,20,"EAS",87,"Belle Mina, AL",882,2,"124",1.17,0.55,174,9,4.2,10,84.7,26.5,65.7,7.2,4
94,20,"EAS",87,"Belle Mina, AL",893,1,"137",1.14,0.55,197,8.5,4,10,84.5,27.9,69.5,7.7,4
94,20,"EAS",87,"Belle Mina, AL",893,2,"139",1.11,0.51,204,9,4.3,10,84.3,28.9,68.6,7.9,4.2
