"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi"
94,20,"EAS",87,"Belle Mina, AL",915,1,"142",1.16,0.54,210,8.5,4,10,84.5,28.5,68.3,7.2,4.1
94,20,"EAS",87,"Belle Mina, AL",915,2,"135",1.15,0.57,215,9,4.2,10,83.4,29.4,67.1,7.5,4
94,20,"EAS",87,"Belle Mina, AL",953,1,"120",1.15,0.55,183,9.8,4.5,10,84.9,23.9,69.9,7.7,4.4
94,20,"EAS",87,"Belle Mina, AL",953,2,"119",1.15,0.55,167,11.5,4.3,10,83.7,23.4,68.5,7.7,4
94,30,"CEN",19,"College Station, TX",578,1,"128",1.09,0.57,222,7.5,5,10,84.4,32.6,68.9,5.7,5
94,30,"CEN",19,"College Station, TX",578,3,"138",1.1,0.57,210,8.5,4.8,10,84.1,30.7,67.5,5.6,4.8
94,30,"CEN",19,"College Station, TX",649,1,"128",1.07,0.52,200,6,5.2,10,82,34,69.8,6,5.5
94,30,"CEN",19,"College Station, TX",649,3,"133",1.09,0.53,186,6.5,5.2,10,81.5,32.3,70.7,5.9,5.2
94,30,"CEN",19,"College Station, TX",689,1,"110",1.1,0.53,186,7.5,5.3,9.8,82.3,24.5,68.1,5.7,5.5
94,30,"CEN",19,"College Station, TX",689,3,"109",1.11,0.53,188,9,5.1,9.4,83.1,22.7,69.3,5.1,5.2
94,30,"CEN",19,"College Station, TX",731,1,"153",1.18,0.57,242,6,4.5,10,84.1,38.5,68.7,6.7,4.7
94,30,"CEN",19,"College Station, TX",731,3,"141",1.19,0.58,240,5.5,4.7,10,84,36.2,66.1,5.9,4.9
94,30,"CEN",19,"College Station, TX",750,1,"139",1.16,0.59,198,8,4.9,10,84.8,31.4,66.5,6.1,5.2
94,30,"CEN",19,"College Station, TX",750,3,"120",1.13,0.56,194,7,5.2,10,82.3,31.8,64.5,6.1,5.2
94,30,"CEN",19,"College Station, TX",893,1,"138",1.16,0.55,200,6.3,5,10,82,32.2,66.3,7.5,5.2
94,30,"CEN",19,"College Station, TX",893,3,"146",1.17,0.57,242,7,4.8,10,83,37,66.1,6.7,4.9
94,30,"CEN",21,"Weslaco, TX",578,1,"127",1.08,0.55,200,8,4.1,10,84,29.6,62.9,6.9,4.1
94,30,"CEN",21,"Weslaco, TX",578,3,"133",1.04,0.54,203,8.3,4,9.8,83.6,28.5,65.6,7,4
94,30,"CEN",21,"Weslaco, TX",649,1,"134",1.15,0.55,214,6,4.3,9,83.2,30.9,67.9,7.5,4.2
94,30,"CEN",21,"Weslaco, TX",649,3,"136",1.1,0.54,200,6.5,4.2,9,82.5,30.6,66.2,7.9,4.3
94,30,"CEN",21,"Weslaco, TX",689,1,"125",1.17,0.58,197,9,4.1,9.6,85.1,24.8,69,6.7,4.1
94,30,"CEN",21,"Weslaco, TX",689,3,"119",1.16,0.58,185,8.3,4.6,9.6,83.9,24.3,66.7,6.2,4.6
94,30,"CEN",21,"Weslaco, TX",731,1,"157",1.19,0.6,215,6.3,3.8,9.8,83.7,36.6,65.6,7.6,3.9
94,30,"CEN",21,"Weslaco, TX",731,3,"153",1.17,0.57,223,5,3.9,9.6,82.9,35.1,63.2,6.9,4.1
94,30,"CEN",21,"Weslaco, TX",750,1,"137",1.13,0.57,199,8.5,4.1,9.4,83.4,27.9,64.5,6.7,3.9
94,30,"CEN",21,"Weslaco, TX",750,3,"136",1.12,0.57,198,9,3.8,9.4,83.7,26.5,62.5,6.9,3.8
94,30,"CEN",21,"Weslaco, TX",893,1,"140",1.14,0.56,195,6.5,3.8,9.8,83.3,32,67.2,7.9,3.9
94,30,"CEN",21,"Weslaco, TX",893,3,"147",1.15,0.57,197,6.8,3.7,9.8,84,30.3,67,7.5,3.8
94,30,"CEN",23,"Bossier City, LA",578,1,"131",1.09,0.53,212,8,5,10,84.5,28,73.7,7.2,5.2
94,30,"CEN",23,"Bossier City, LA",578,2,"142",1.11,0.54,217,7.8,5,10,84.8,28.6,74.1,7.4,5.1
94,30,"CEN",23,"Bossier City, LA",649,1,"141",1.12,0.55,213,5.3,4.5,10,86,27.7,74,7.2,4.9
94,30,"CEN",23,"Bossier City, LA",649,2,"140",1.13,0.55,226,6.3,4.8,10,83.3,29.8,73.9,7.4,5.1
94,30,"CEN",23,"Bossier City, LA",689,1,"125",1.15,0.55,186,7.3,5,9.9,85.5,23.3,75.7,7.4,5.2
94,30,"CEN",23,"Bossier City, LA",689,2,"124",1.16,0.53,191,7.8,4.6,10,86,23.6,74.7,7,4.9
94,30,"CEN",23,"Bossier City, LA",731,1,"161",1.19,0.55,232,5.5,4.4,9.8,85.6,31.7,74.3,8,4.6
94,30,"CEN",23,"Bossier City, LA",731,2,"160",1.2,0.55,227,4.8,4.5,9.7,85.6,31.2,73,7.8,4.5
94,30,"CEN",23,"Bossier City, LA",750,1,"134",1.14,0.55,199,7.3,4.7,10,87,26.4,71.8,7.5,5.1
94,30,"CEN",23,"Bossier City, LA",750,2,"133",1.16,0.54,221,7.3,4.8,10,87.8,25.6,72.2,7.7,5.1
94,30,"CEN",23,"Bossier City, LA",893,1,"138",1.15,0.55,222,7,4.9,10,83.7,27.3,73.3,7.8,5.1
94,30,"CEN",23,"Bossier City, LA",893,2,"139",1.15,0.55,218,7,4.9,11,86.1,29,74.5,8.4,4.7
94,30,"CEN",72,"Beeville, TX",578,1,"132",1.04,0.52,202,7.8,4.9,10,83,31.5,67.9,7.4,5.1
94,30,"CEN",72,"Beeville, TX",578,3,"131",1.05,0.52,209,7.8,4.9,10,82.6,29.9,65.5,6.3,5.1
94,30,"CEN",72,"Beeville, TX",649,1,"128",1.07,0.55,203,5.8,5.8,9.8,82.8,30.1,65.2,7.8,5.5
94,30,"CEN",72,"Beeville, TX",649,3,"131",1.07,0.54,202,7,4.7,10,82.3,31.7,69.9,7.6,5.2
94,30,"CEN",72,"Beeville, TX",689,1,"116",1.11,0.55,196,8.5,5,10,83.3,25.7,68.8,6.7,5.1
94,30,"CEN",72,"Beeville, TX",689,3,"118",1.11,0.56,194,8.8,5.1,10,84.2,26.3,73.6,7.8,5.3
94,30,"CEN",72,"Beeville, TX",731,1,"148",1.13,0.57,214,6,4.8,10,83.1,39.1,67.2,8.1,4.8
94,30,"CEN",72,"Beeville, TX",731,3,"143",1.15,0.55,226,6.3,4.6,9.9,82.9,35,67.7,7.8,4.7
94,30,"CEN",72,"Beeville, TX",750,1,"121",1.07,0.54,200,7.8,5.1,10,83.4,29.2,66.5,7.6,5.2
94,30,"CEN",72,"Beeville, TX",750,3,"130",1.08,0.56,207,7.3,4.8,11,84.5,31.5,63,7.3,5
94,30,"CEN",72,"Beeville, TX",893,1,"133",1.07,0.53,220,7.3,5,10,82.4,32.2,68.6,8.5,5.2
94,30,"CEN",72,"Beeville, TX",893,3,"131",1.07,0.54,207,7.3,5.2,10,81.9,29.9,65.9,8.8,5.4
94,40,"DEL",24,"Saint Joseph, LA",473,1,"122",1.11,0.53,185,8.3,4.5,10,85.3,22.4,78.2,7.7,4.7
94,40,"DEL",24,"Saint Joseph, LA",473,2,"122",1.11,0.55,185,7.8,4.4,10,84.1,22.8,79.9,7.2,4.6
94,40,"DEL",24,"Saint Joseph, LA",578,1,"134",1.11,0.57,208,7.5,4.7,10,85,27.6,77.9,7.5,4.8
94,40,"DEL",24,"Saint Joseph, LA",578,2,"133",1.1,0.56,217,7.3,4.5,10,84.3,28.4,76.9,6.9,4.7
94,40,"DEL",24,"Saint Joseph, LA",649,1,"131",1.12,0.54,207,7.3,4.7,9.8,84.2,27.4,79.1,7.7,4.8
94,40,"DEL",24,"Saint Joseph, LA",649,2,"132",1.11,0.56,218,6.3,4.8,10,84.5,29.5,78.4,7.7,5.1
94,40,"DEL",24,"Saint Joseph, LA",689,1,"119",1.15,0.54,192,8.3,4.5,10,85.9,23.1,79.9,7.1,4.6
94,40,"DEL",24,"Saint Joseph, LA",689,2,"117",1.15,0.55,188,7.5,4.5,10,84.5,23.2,79.8,7.4,4.7
94,40,"DEL",24,"Saint Joseph, LA",697,1,"125",1.09,0.54,172,7,5,9.6,84.2,23.2,78,7.9,5.2
94,40,"DEL",24,"Saint Joseph, LA",697,2,"118",1.09,0.53,184,6.8,5,9.8,83.8,23.3,77,8.5,5.2
94,40,"DEL",24,"Saint Joseph, LA",731,1,"153",1.17,0.57,221,5.8,4.5,10,85.5,30.5,78.8,7.6,4.4
94,40,"DEL",24,"Saint Joseph, LA",731,2,"152",1.17,0.57,227,5.3,4.1,9.7,84.9,30.6,76.8,7.6,4.1
94,40,"DEL",24,"Saint Joseph, LA",750,1,"130",1.13,0.56,207,7.3,4.6,10,85.5,25.9,76.2,8.2,4.6
94,40,"DEL",24,"Saint Joseph, LA",750,2,"130",1.14,0.57,187,7.3,4.8,10,87.3,25,76.5,7.9,5.1
94,40,"DEL",24,"Saint Joseph, LA",828,1,"127",1.13,0.55,169,7.3,4.4,10,85.5,22.7,80.9,7.7,4.7
94,40,"DEL",24,"Saint Joseph, LA",828,2,"119",1.13,0.56,181,6.8,4.8,10,85,22.3,79.6,7.6,4.9
94,40,"DEL",24,"Saint Joseph, LA",857,1,"122",1.1,0.52,188,7.3,5.1,10,84.6,25.1,80.5,7.4,5.3
94,40,"DEL",24,"Saint Joseph, LA",857,2,"114",1.09,0.54,193,7,5,10,83.7,24,81.4,7.8,5.2
94,40,"DEL",24,"Saint Joseph, LA",893,1,"136",1.12,0.54,188,6,4.6,10,86.2,27.5,76.9,8.2,4.7
94,40,"DEL",24,"Saint Joseph, LA",893,2,"140",1.12,0.55,212,7,4.7,10,86.2,27,78.2,8.1,4.6
94,40,"DEL",25,"Stoneville, MS",473,1,"119",1.12,0.53,181,8.3,3.6,9.8,81,25.3,70.3,6.8,3.4
94,40,"DEL",25,"Stoneville, MS",473,3,"117",1.09,0.53,184,8.3,3.8,10,82.3,23.7,69.8,6.9,3.7
94,40,"DEL",25,"Stoneville, MS",578,1,"126",1.11,0.56,200,7.8,4.8,10,84.4,29.2,70.6,6.6,4.5
94,40,"DEL",25,"Stoneville, MS",578,3,"127",1.11,0.56,225,8.3,4.7,10,83.3,28.3,70.3,6.6,4.6
94,40,"DEL",25,"Stoneville, MS",649,1,"128",1.06,0.54,204,7.3,4.5,9.8,82,28.3,71.2,7,4.4
94,40,"DEL",25,"Stoneville, MS",649,3,"125",1.05,0.53,208,7.3,4.4,9.9,81.7,28.1,69.5,6.7,4.2
94,40,"DEL",25,"Stoneville, MS",689,1,"116",1.12,0.53,188,7.8,3.9,9.6,81.8,23.1,70.5,6.8,3.8
94,40,"DEL",25,"Stoneville, MS",689,3,"119",1.11,0.52,181,8.3,4.2,9.6,80.9,24.6,71.5,6.9,3.9
94,40,"DEL",25,"Stoneville, MS",697,1,"118",1.07,0.54,186,7.5,4.4,9.7,81.8,24.8,69.2,7.6,4.3
94,40,"DEL",25,"Stoneville, MS",697,3,"104",1.08,0.53,175,7.3,4.3,9.5,82.3,24.7,68.8,7.5,4.3
94,40,"DEL",25,"Stoneville, MS",731,1,"154",1.16,0.53,209,6.3,3.8,10,82.3,36.8,67.3,7,3.5
94,40,"DEL",25,"Stoneville, MS",731,3,"154",1.15,0.58,220,6.3,3.7,9.9,83,35.4,68.4,6.9,3.7
94,40,"DEL",25,"Stoneville, MS",750,1,"121",1.09,0.55,204,7.5,4.5,10,82.9,28.8,66.5,7.4,4.4
94,40,"DEL",25,"Stoneville, MS",750,3,"122",1.1,0.54,220,7.8,4.3,10,82.6,28.5,65.9,7.5,4
94,40,"DEL",25,"Stoneville, MS",828,1,"129",1.13,0.55,175,7,4.2,8.9,83,25.8,71.3,6.9,4
94,40,"DEL",25,"Stoneville, MS",828,3,"135",1.13,0.55,177,7.3,3.9,9.6,82.3,27.1,70.6,7.1,3.8
94,40,"DEL",25,"Stoneville, MS",857,1,"118",1.09,0.53,190,8.3,4.6,10,82.6,25.6,70.3,7,4.5
94,40,"DEL",25,"Stoneville, MS",857,3,"118",1.06,0.53,205,8.3,4.4,10,82.1,28,70.5,6.8,4.3
94,40,"DEL",25,"Stoneville, MS",893,1,"132",1.11,0.53,215,7.5,3.7,10,82.5,28.4,69.4,7.6,3.6
94,40,"DEL",25,"Stoneville, MS",893,3,"135",1.13,0.55,211,7.8,3.9,9.9,82.5,29,69,7.6,3.6
94,40,"DEL",27,"Clarkedale, AR",473,1,"127",1.21,0.59,179,9,4.1,10,86.1,25.1,76.6,7.7,3.8
94,40,"DEL",27,"Clarkedale, AR",473,3,"133",1.21,0.6,196,8,4.1,10,84.7,25.7,77.8,7.7,4
94,40,"DEL",27,"Clarkedale, AR",578,1,"134",1.19,0.6,197,8,4.3,10,84.3,29.8,74.6,7.4,4.2
94,40,"DEL",27,"Clarkedale, AR",578,3,"153",1.17,0.55,224,6.5,4,10,86.1,30.4,76.3,8.7,4.1
94,40,"DEL",27,"Clarkedale, AR",649,1,"137",1.19,0.6,178,6.8,3.3,9.5,83.5,26.7,76.3,7.6,3.2
94,40,"DEL",27,"Clarkedale, AR",649,3,"129",1.18,0.55,174,7.5,3.9,10,85.2,27.1,75.8,8.3,3.7
94,40,"DEL",27,"Clarkedale, AR",689,3,"127",1.23,0.6,193,8,3.8,10,85.9,24.6,78.9,7.7,3.9
94,40,"DEL",27,"Clarkedale, AR",697,1,"137",1.23,0.58,189,7.5,4,9.6,85.8,27.7,74,7.2,3.9
94,40,"DEL",27,"Clarkedale, AR",697,3,"136",1.19,0.6,186,7.5,3.7,10,84.8,28.1,77.5,9.1,3.7
94,40,"DEL",27,"Clarkedale, AR",731,1,"159",1.23,0.65,221,6.8,3.6,9.5,86.3,28.8,71.6,7.3,3.4
94,40,"DEL",27,"Clarkedale, AR",731,3,"122",1.23,0.64,177,7.5,4.1,10,87.2,24.8,76.3,7.5,4
94,40,"DEL",27,"Clarkedale, AR",750,1,"137",1.21,0.6,207,7.8,4.1,10,87.2,28.2,74,7.6,4
94,40,"DEL",27,"Clarkedale, AR",750,3,"139",1.19,0.59,199,8,4.3,10,86.7,26.8,75.5,7.8,4.2
94,40,"DEL",27,"Clarkedale, AR",857,1,"146",1.19,0.59,198,8.3,3.8,10,85.6,27.7,78.6,7.9,3.6
94,40,"DEL",27,"Clarkedale, AR",857,3,"132",1.19,0.54,211,7.3,4.3,10,84.8,27,76.4,8.2,4.6
94,40,"DEL",27,"Clarkedale, AR",893,1,"155",1.21,0.58,217,7,3.6,10,85.5,29.7,75.8,8.4,3.5
94,40,"DEL",27,"Clarkedale, AR",893,3,"153",1.21,0.57,215,8,3.5,9.9,86.3,29.6,76,8.3,3.4
94,40,"DEL",75,"Portageville, MO",473,1,"123",1.19,0.57,195,8,4.3,10,85.2,24.9,69.1,5.8,4.3
94,40,"DEL",75,"Portageville, MO",473,3,"127",1.18,0.59,180,8.8,4.3,10,85.6,25.8,69.3,6.1,4.1
94,40,"DEL",75,"Portageville, MO",578,1,"134",1.15,0.59,205,8.3,4.4,10,84.3,29.2,70.3,6.1,4.1
94,40,"DEL",75,"Portageville, MO",578,3,"129",1.15,0.6,209,8.3,4.5,10,85.5,30,66.2,6,4.3
94,40,"DEL",75,"Portageville, MO",649,1,"142",1.21,0.63,227,6.3,4.6,9.9,84.8,32.1,68.5,7,4.6
94,40,"DEL",75,"Portageville, MO",649,3,"139",1.2,0.59,229,6.3,4.8,10,85.9,32.7,70.8,6.4,4.5
94,40,"DEL",75,"Portageville, MO",689,1,"126",1.21,0.57,194,8.3,4.3,9.6,85.2,25.2,68.3,6,4.3
94,40,"DEL",75,"Portageville, MO",689,3,"127",1.21,0.58,196,8.3,4.5,9.9,85.1,24.1,69.7,6.4,4.5
94,40,"DEL",75,"Portageville, MO",697,1,"127",1.15,0.57,192,7.3,4.8,10,85.5,26.6,71.4,6.8,4.6
94,40,"DEL",75,"Portageville, MO",697,3,"131",1.15,0.58,202,8,4.6,9.7,85.6,27.5,70.9,6.6,4.4
94,40,"DEL",75,"Portageville, MO",731,1,"156",1.25,0.58,249,6.8,4.1,9.9,85.3,36.9,68.2,6.2,4
94,40,"DEL",75,"Portageville, MO",731,3,"154",1.26,0.6,256,6.5,4.2,9.7,86.4,33.9,68.1,6.9,4.1
94,40,"DEL",75,"Portageville, MO",750,1,"126",1.19,0.6,187,8.3,4.6,10,86.3,28.7,68.6,7.1,4.6
94,40,"DEL",75,"Portageville, MO",750,3,"134",1.19,0.61,192,7.8,4.6,10,85.3,27.7,69.4,7.8,4.2
94,40,"DEL",75,"Portageville, MO",828,1,"146",1.17,0.58,235,6.8,4.4,9.7,84,30.4,68.6,6.3,4.1
94,40,"DEL",75,"Portageville, MO",828,3,"142",1.19,0.6,214,7.3,4.4,9.9,85.7,30.6,67.7,6.8,4.3
94,40,"DEL",75,"Portageville, MO",857,1,"134",1.19,0.57,202,8.5,4.7,10,84.2,28.4,71.9,7,5
94,40,"DEL",75,"Portageville, MO",857,3,"135",1.19,0.58,192,8.3,4.8,10,85.6,29.1,68.6,6.7,4.7
94,40,"DEL",75,"Portageville, MO",893,1,"149",1.21,0.62,206,8.3,4.5,10,85.3,31.9,69.7,7.2,4.3
94,40,"DEL",75,"Portageville, MO",893,3,"148",1.21,0.6,206,8.3,4.8,10,85.8,30.6,67.8,6.8,4.7
94,52,"WES",7,"University Park, NM",450,1,"128",1.13,0.54,182,6.5,4.3,9.6,82.8,26,71,9.1,4.2
94,52,"WES",7,"University Park, NM",450,2,"136",1.13,0.56,195,6.8,4.5,10,84,28.2,76.5,8.8,4.8
94,52,"WES",7,"University Park, NM",578,1,"136",1.09,0.53,212,8.3,4,10,83.7,30.4,76.5,8.7,3.9
94,52,"WES",7,"University Park, NM",578,2,"132",1.05,0.51,188,8.3,4.5,11,84.2,31,77.7,8.3,4.3
94,52,"WES",7,"University Park, NM",649,1,"132",1.15,0.55,205,7,4.6,10,83.4,26.7,76.9,9.2,4.7
94,52,"WES",7,"University Park, NM",649,2,"136",1.15,0.54,187,7.3,4.1,10,83,29.2,75.9,8.6,4.3
94,52,"WES",7,"University Park, NM",689,1,"110",1.15,0.53,170,8.8,3.7,10,83.3,26.4,77.2,8.7,3.8
94,52,"WES",7,"University Park, NM",689,2,"124",1.15,0.54,179,7.5,4.8,10,84.7,23.1,76.7,8.9,4.8
94,52,"WES",7,"University Park, NM",706,1,"135",1.15,0.55,195,6.8,4.7,9.8,85,26.2,75,8.5,4.7
94,52,"WES",7,"University Park, NM",706,2,"135",1.15,0.55,194,6.5,4.7,9.7,84.2,27.6,77.5,8.6,4.7
94,52,"WES",7,"University Park, NM",731,1,"150",1.19,0.53,198,6.5,3.7,9.9,84.8,28.7,77.1,8.9,4
94,52,"WES",7,"University Park, NM",731,2,"155",1.19,0.57,224,6.3,4.1,10,85.2,29.6,77.7,8.9,4.2
94,52,"WES",7,"University Park, NM",749,1,"160",1.15,0.55,233,6.3,3.8,10,84.9,32.4,76.2,8.8,3.8
94,52,"WES",7,"University Park, NM",749,2,"161",1.15,0.57,229,6,4.2,10,84.2,32.5,76.1,9,4.5
94,52,"WES",7,"University Park, NM",756,1,"164",1.13,0.53,243,6.5,3.8,10,85,31.2,74.4,9,3.8
94,52,"WES",7,"University Park, NM",756,2,"168",1.14,0.55,242,6.3,3.8,11,86.3,33.6,75.3,9.2,3.7
94,52,"WES",7,"University Park, NM",788,1,".",1.17,0.57,206,6,4.3,10,84.9,30.1,75.2,8.5,4.2
94,52,"WES",7,"University Park, NM",788,2,"149",1.17,0.55,216,6,4.3,10,84.8,31.3,76.8,9,4.2
94,52,"WES",7,"University Park, NM",826,1,"160",1.17,0.57,222,6.8,4,10,85.2,31.9,77.7,9,3.9
94,52,"WES",7,"University Park, NM",826,2,"169",1.17,0.57,228,7,3.9,10,85.5,30.5,77.9,9.1,4
94,52,"WES",7,"University Park, NM",874,1,"147",1.19,0.59,229,6.8,4.2,10,84.6,31,73.9,9.6,3.9
94,52,"WES",7,"University Park, NM",874,2,"145",1.19,0.59,207,7.5,4.6,10,84.7,31.2,77.1,8.7,4.2
94,52,"WES",7,"University Park, NM",875,1,"146",1.15,0.55,213,7,4,9.8,83.8,26.8,74.2,9.2,3.9
94,52,"WES",7,"University Park, NM",875,2,"141",1.15,0.55,219,6,3.8,9.8,83.9,27.8,77.7,8.8,4.4
94,52,"WES",7,"University Park, NM",942,1,"177",1.19,0.59,242,7,4,10,85.2,32.1,75.3,8.7,3.9
94,52,"WES",7,"University Park, NM",942,2,"172",1.19,0.59,236,7,4,10,85.7,32.7,78.5,8.7,3.8
94,52,"WES",8,"El Paso, TX(irri)",450,1,"122",1.13,0.55,170,6,4.5,9.4,83.5,25.7,78.6,8.6,4.6
94,52,"WES",8,"El Paso, TX(irri)",450,2,"126",1.11,0.53,185,6.3,4.5,9.4,82.5,25.3,78.4,8.4,4.8
94,52,"WES",8,"El Paso, TX(irri)",578,1,"128",1.06,0.54,216,8.8,5,10,83.8,27.4,76,8.3,5.1
94,52,"WES",8,"El Paso, TX(irri)",578,2,"127",1.05,0.53,228,8.5,4.9,10,84.2,26.8,77.1,8.4,5
94,52,"WES",8,"El Paso, TX(irri)",649,1,"142",1.13,0.54,215,6.8,4.7,9.8,84.6,28,77,8.2,4.9
94,52,"WES",8,"El Paso, TX(irri)",649,2,"128",1.13,0.56,203,7.5,4.7,9.8,82,26.6,75.4,8.4,4.8
94,52,"WES",8,"El Paso, TX(irri)",689,1,"112",1.12,0.55,187,8.5,5.1,9.8,83.7,22.3,78.7,8.1,5.3
94,52,"WES",8,"El Paso, TX(irri)",689,2,"118",1.11,0.54,180,8.5,5,9.8,83.7,22.6,77.9,8.2,5.1
94,52,"WES",8,"El Paso, TX(irri)",706,1,"126",1.12,0.53,190,7.3,5,9.6,82.4,26.3,77.9,8.6,4.9
94,52,"WES",8,"El Paso, TX(irri)",706,2,"128",1.14,0.55,195,6.3,5,9.8,83.4,26.3,74.7,8.9,5.2
94,52,"WES",8,"El Paso, TX(irri)",731,1,"153",1.17,0.55,219,6.5,4.4,9.8,84.1,31,77.2,8.9,4.5
94,52,"WES",8,"El Paso, TX(irri)",731,2,"148",1.17,0.55,213,6.3,4.5,9.8,85.5,29.5,76.6,8.2,4.7
94,52,"WES",8,"El Paso, TX(irri)",749,1,"156",1.11,0.58,219,6.3,4.6,9.8,84.9,28.2,79,8.4,4.6
94,52,"WES",8,"El Paso, TX(irri)",749,2,"156",1.12,0.56,218,6.8,4.6,9.8,84.6,28.6,79.8,8.5,4.6
94,52,"WES",8,"El Paso, TX(irri)",756,1,"166",1.15,0.57,255,7.3,4.3,10,84.6,32.1,77.9,8.2,4.4
94,52,"WES",8,"El Paso, TX(irri)",756,2,"169",1.15,0.57,249,6.5,4.5,10,83.5,31.3,76.4,8.3,4.5
94,52,"WES",8,"El Paso, TX(irri)",788,1,"153",1.19,0.57,235,6.3,4.5,10,85,29.6,76.9,8.8,4.6
94,52,"WES",8,"El Paso, TX(irri)",788,2,"146",1.19,0.56,214,7,4.6,9.8,84.6,29.6,78.1,8.5,4.8
94,52,"WES",8,"El Paso, TX(irri)",826,1,"163",1.19,0.56,233,6.3,4.4,10,84.5,31.2,78.7,7.9,4.4
94,52,"WES",8,"El Paso, TX(irri)",826,2,"164",1.19,0.56,217,6.8,4.6,10,85.3,31.4,76.6,7.9,4.5
94,52,"WES",8,"El Paso, TX(irri)",874,1,"146",1.21,0.58,220,6.8,4.4,9.4,84.2,28.3,78.9,8.5,4.4
94,52,"WES",8,"El Paso, TX(irri)",874,2,"152",1.2,0.58,219,7.8,4.3,10,84.7,30.1,77.6,8.3,4.4
94,52,"WES",8,"El Paso, TX(irri)",875,1,"134",1.17,0.56,217,6.3,4.7,9.8,83,27.7,76.7,8.3,5.1
94,52,"WES",8,"El Paso, TX(irri)",875,2,"140",1.19,0.53,217,6.3,4.8,10,83.3,30.6,77.9,8.5,4.7
94,52,"WES",8,"El Paso, TX(irri)",942,1,"164",1.21,0.6,249,6.3,4.2,9.8,85.4,31.2,76.7,7.9,4.3
94,52,"WES",8,"El Paso, TX(irri)",942,2,"170",1.21,0.59,249,5.3,4.4,9.8,85.1,31.1,78.6,8.7,4.2
94,52,"WES",9,"Pecos, TX(irri)",450,1,"121",1.1,0.54,178,6.5,3.9,9,81.3,24,78.9,7.7,4.1
94,52,"WES",9,"Pecos, TX(irri)",450,3,"119",1.09,0.52,178,6.5,3.9,9.6,80.1,22.8,79,7.8,4.1
94,52,"WES",9,"Pecos, TX(irri)",578,1,"132",1.05,0.51,206,9.3,4.7,11,82.6,29.2,79,7.7,4.8
94,52,"WES",9,"Pecos, TX(irri)",578,3,"132",1.05,0.51,201,8.5,4.5,10,83,27,79.5,7.9,4.6
94,52,"WES",9,"Pecos, TX(irri)",649,1,"124",1.05,0.51,183,7,4.3,10,80.5,28,81.1,7.4,4.4
94,52,"WES",9,"Pecos, TX(irri)",649,3,"129",1.06,0.48,186,7.3,4,10,80.7,27.9,80.3,7.5,4.1
94,52,"WES",9,"Pecos, TX(irri)",689,1,"118",1.09,0.5,171,8.5,4.1,10,81.1,22.2,80.4,7.6,4.3
94,52,"WES",9,"Pecos, TX(irri)",689,3,"113",1.09,0.5,162,9,4.3,10,81.8,22.3,79.4,7.4,4.3
94,52,"WES",9,"Pecos, TX(irri)",706,1,"129",1.1,0.53,172,6.8,4.3,9.2,82,23.4,79.5,8,4.2
94,52,"WES",9,"Pecos, TX(irri)",706,3,"127",1.1,0.54,188,6,4.5,9.8,82.2,24.2,78.2,7.7,4.5
94,52,"WES",9,"Pecos, TX(irri)",731,1,"149",1.14,0.54,208,6.5,4,9.8,81.1,29.4,78.6,7.9,4.1
94,52,"WES",9,"Pecos, TX(irri)",731,3,"151",1.14,0.53,210,6.5,3.8,9.8,81.9,28.6,77.9,7.6,3.8
94,52,"WES",9,"Pecos, TX(irri)",749,1,"163",1.13,0.56,243,7,3.6,10,83.3,30.1,81.4,7.8,3.6
94,52,"WES",9,"Pecos, TX(irri)",749,3,"154",1.13,0.55,240,6.3,3.8,10,82.3,31.1,79,7.9,3.9
94,52,"WES",9,"Pecos, TX(irri)",756,1,"165",1.13,0.53,247,8,3.7,9.9,81.8,31,79.3,7.7,3.4
94,52,"WES",9,"Pecos, TX(irri)",756,3,"165",1.12,0.54,271,7,3.6,9.9,82.7,31.2,78.7,8.1,3.5
94,52,"WES",9,"Pecos, TX(irri)",788,1,"144",1.11,0.54,224,6.5,3.9,9.9,82.7,29.6,78,7.8,3.9
94,52,"WES",9,"Pecos, TX(irri)",788,3,"150",1.11,0.53,227,6.3,3.9,9.8,82.9,29.7,80,8.1,4
94,52,"WES",9,"Pecos, TX(irri)",826,1,"162",1.15,0.54,247,7,3.8,10,81.7,32,81,8,3.9
94,52,"WES",9,"Pecos, TX(irri)",826,3,"160",1.15,0.55,232,7,4,9.9,83.3,30.6,78,8,4
94,52,"WES",9,"Pecos, TX(irri)",874,1,"154",1.15,0.53,214,6.3,4,9.8,83.2,27.8,77.9,8.3,4
94,52,"WES",9,"Pecos, TX(irri)",874,3,"149",1.15,0.52,223,6.3,3.9,9.8,82.3,29,78.6,7.6,4
94,52,"WES",9,"Pecos, TX(irri)",875,1,"139",1.09,0.53,223,6,4.1,10,82,27.9,79.8,7.8,4.1
94,52,"WES",9,"Pecos, TX(irri)",875,3,"129",1.09,0.51,199,7,4.1,9.6,80.5,24.9,79.2,7.6,4.4
94,52,"WES",9,"Pecos, TX(irri)",942,1,"166",1.14,0.53,248,6.5,3.9,9.8,82.9,29.8,79.2,7.9,4
94,52,"WES",9,"Pecos, TX(irri)",942,3,"164",1.17,0.57,241,6.5,3.6,9.7,83.1,30.2,77.3,7,3.6
