"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","uhm_mot","ui_mot","str_mot","rd_mot","b_mot","mic_mot"
"86",20,"EAS",30,"Jackson, TN",574,1,"154",1.14,0.59,51,221,5.4,4.7,1.14,85,31,72.5,9.6,4.9
"86",20,"EAS",30,"Jackson, TN",574,2,"154",1.1,0.55,49,226,5.3,5,1.15,86,31,76.5,9.6,5
"86",20,"EAS",30,"Jackson, TN",575,1,"140",1.12,0.54,48,219,4.9,5.5,1.15,84,33,75,8.8,5.2
"86",20,"EAS",30,"Jackson, TN",575,2,"148",1.12,0.54,47,222,4.9,5.1,1.15,83,31,76,9.4,5.1
"86",20,"EAS",30,"Jackson, TN",593,1,"171",1.13,0.56,48,234,5.9,5,1.2,85,34,71.5,9.6,5
"86",20,"EAS",30,"Jackson, TN",593,2,"163",1.12,0.58,51,237,5.7,4.9,1.16,85,33,74,9.6,4.8
"86",20,"EAS",30,"Jackson, TN",603,1,"168",1.14,0.58,50,220,5.6,4.4,1.17,84,34,77,10,4.1
"86",20,"EAS",30,"Jackson, TN",603,2,"153",1.13,0.57,50,213,5.7,4.8,1.14,83,33,74.5,9.6,4.6
"86",20,"EAS",30,"Jackson, TN",611,1,"164",1.11,0.56,50,229,5.7,4.4,1.17,84,31,79.5,9.8,4.2
"86",20,"EAS",30,"Jackson, TN",611,2,"148",1.12,0.56,49,207,5.7,4.7,1.14,82,33,75.5,9.8,4.7
"86",20,"EAS",30,"Jackson, TN",635,1,"139",1.03,0.53,50,206,5.3,5.3,1.04,84,28,76.5,9,5.3
"86",20,"EAS",30,"Jackson, TN",635,2,"136",1.02,0.52,50,186,5.7,5.4,1.02,83,29,74,8.4,5.4
"86",20,"EAS",30,"Jackson, TN",649,1,"159",1.11,0.57,50,215,5.4,5.3,1.13,85,35,75,9.2,5
"86",20,"EAS",30,"Jackson, TN",649,2,"145",1.1,0.54,49,233,5.6,5.4,1.13,84,33,72,9,5.4
"86",20,"EAS",30,"Jackson, TN",679,1,"186",1.13,0.61,53,256,5.6,4.8,1.12,86,36,74,8.6,4.7
"86",20,"EAS",30,"Jackson, TN",679,2,"188",1.14,0.6,52,252,5.5,4.5,1.15,85,36,74,9,4.6
"86",20,"EAS",30,"Jackson, TN",681,1,"146",1.09,0.57,51,222,5.3,5.1,1.11,84,30,75,9.8,5.1
"86",20,"EAS",30,"Jackson, TN",681,2,"145",1.09,0.57,51,209,5.2,5.1,1.13,85,30,76.5,9.4,5.2
"86",20,"EAS",30,"Jackson, TN",689,1,"143",1.1,0.56,50,211,6.7,5.4,1.12,83,31,76.5,8.2,5.3
"86",20,"EAS",30,"Jackson, TN",689,2,"149",1.12,0.55,48,212,6.7,4.9,1.19,85,32,80,8.6,4.8
"86",20,"EAS",33,"Auburn, AL",80,1,"127",1.06,0.54,50,191,6.4,5.7,1.11,84,24,78,8.2,5.6
"86",20,"EAS",33,"Auburn, AL",80,2,"136",1.11,0.53,48,185,6.6,5,1.12,83,25,80.5,9,5
"86",20,"EAS",33,"Auburn, AL",450,1,"153",1.12,0.56,51,200,5.1,5.2,1.13,83,28,79,9,4.7
"86",20,"EAS",33,"Auburn, AL",450,2,"149",1.09,0.52,47,203,5.1,5.1,1.14,84,28,76.5,8.2,5
"86",20,"EAS",33,"Auburn, AL",513,1,"136",1.08,0.53,49,197,4.9,4.9,1.11,84,26,74.5,8,4.7
"86",20,"EAS",33,"Auburn, AL",513,2,"134",1.1,0.53,49,198,5.4,5.2,1.11,84,24,75.5,8.2,5.5
"86",20,"EAS",33,"Auburn, AL",570,1,"149",1.13,0.55,49,209,5,5.3,1.17,85,25,79,9.2,5.2
"86",20,"EAS",33,"Auburn, AL",570,2,"154",1.15,0.54,47,210,4.8,4.8,1.19,83,27,79,9.2,4.9
"86",20,"EAS",33,"Auburn, AL",574,1,"140",1.08,0.52,48,175,5.2,5.3,1.12,83,26,78.5,8.6,4.8
"86",20,"EAS",33,"Auburn, AL",574,2,"152",1.06,0.51,48,199,5.4,5.2,1.12,83,28,80.5,9.2,5
"86",20,"EAS",33,"Auburn, AL",575,1,"130",1.08,0.51,47,190,4.6,5.6,1.12,84,25,79,8.8,5
"86",20,"EAS",33,"Auburn, AL",575,2,"132",1.1,0.52,47,198,5.2,5.4,1.12,84,25,77,7.6,5.5
"86",20,"EAS",33,"Auburn, AL",593,1,"163",1.15,0.57,50,217,5.7,4.9,1.16,84,29,79.5,9.2,4.6
"86",20,"EAS",33,"Auburn, AL",593,2,"175",1.15,0.57,50,215,5.1,4.7,1.17,84,25,80,9,4.9
"86",20,"EAS",33,"Auburn, AL",603,1,"154",1.13,0.53,47,212,5.9,4.8,1.12,84,28,80,9.4,4.5
"86",20,"EAS",33,"Auburn, AL",603,2,"144",1.09,0.52,48,203,5.6,5.2,1.04,82,25,76.5,8.8,4.8
"86",20,"EAS",33,"Auburn, AL",611,1,"133",1.12,0.55,49,197,5.5,5.2,1.14,85,27,80.5,8.8,5
"86",20,"EAS",33,"Auburn, AL",611,2,"142",1.13,0.53,47,197,5.6,4.4,1.15,84,26,80,8.4,4.4
"86",20,"EAS",33,"Auburn, AL",635,1,"131",1.02,0.52,51,204,5.8,5.4,1.07,85,26,78,8.2,5.2
"86",20,"EAS",33,"Auburn, AL",635,2,"132",1.02,0.51,50,209,5.7,4.6,1.03,85,25,78,8.6,4.7
"86",20,"EAS",33,"Auburn, AL",649,1,"141",1.05,0.52,50,211,5.3,5.6,1.05,83,27,77.5,8.8,5.5
"86",20,"EAS",33,"Auburn, AL",649,2,"149",1.06,0.49,46,209,5.7,5.3,1.09,82,29,78.5,8.8,5.4
"86",20,"EAS",33,"Auburn, AL",679,1,"170",1.14,0.56,49,221,5.3,4.7,1.17,85,30,79,9,4.7
"86",20,"EAS",33,"Auburn, AL",679,2,"168",1.15,0.55,48,203,5.7,4.8,1.22,86,30,80,8.2,4.4
"86",20,"EAS",33,"Auburn, AL",681,1,"136",1.08,0.52,48,183,5.7,5.2,1.09,83,26,77,9.4,5.1
"86",20,"EAS",33,"Auburn, AL",681,2,"138",1.09,0.53,48,200,6,5.2,1.14,83,28,79,9,5
"86",20,"EAS",33,"Auburn, AL",689,1,"129",1.09,0.52,48,178,5.2,5.4,1.12,84,25,81.5,8.6,5.2
"86",20,"EAS",33,"Auburn, AL",689,2,"135",1.11,0.52,47,199,5.9,5.2,1.14,83,27,82,9,5
"86",20,"EAS",36,"Florence, SC",80,1,"118",1.14,0.54,47,182,6,5,1.16,85,25,72.5,8.8,4.9
"86",20,"EAS",36,"Florence, SC",80,2,"120",1.13,0.56,49,183,5.7,5.2,1.17,85,25,71.5,8.8,5
"86",20,"EAS",36,"Florence, SC",450,1,"124",1.11,0.54,48,189,5.8,5.1,1.13,84,28,70.5,8.4,5
"86",20,"EAS",36,"Florence, SC",450,2,"138",1.1,0.51,45,187,5.6,5,1.13,84,27,68.5,8.4,5
"86",20,"EAS",36,"Florence, SC",513,1,"144",1.11,0.54,48,196,5.6,5,1.14,83,28,70,8.6,4.9
"86",20,"EAS",36,"Florence, SC",513,2,"143",1.11,0.55,49,189,5.6,5.3,1.15,86,27,70,8.6,5.1
"86",20,"EAS",36,"Florence, SC",570,1,"144",1.19,0.61,50,200,5.7,4.7,1.2,85,30,71.5,9,4.7
"86",20,"EAS",36,"Florence, SC",570,2,"146",1.16,0.55,46,204,5.7,5,1.19,84,27,70,8.8,5
"86",20,"EAS",36,"Florence, SC",574,1,"129",1.13,0.56,49,195,5.6,5.2,1.17,86,28,70.5,9,5
"86",20,"EAS",36,"Florence, SC",574,2,"131",1.17,0.56,47,194,5.7,5.2,1.15,84,26,71,8.2,5.1
"86",20,"EAS",36,"Florence, SC",575,1,"127",1.14,0.54,47,190,5.2,5.2,1.16,84,27,69,8,5.3
"86",20,"EAS",36,"Florence, SC",575,2,"129",1.15,0.55,47,194,5.6,5.3,1.19,84,28,69,8,5.4
"86",20,"EAS",36,"Florence, SC",593,1,"158",1.16,0.55,47,204,6.1,5.1,1.21,83,30,71,8.8,5
"86",20,"EAS",36,"Florence, SC",593,2,"154",1.16,0.56,47,212,5.8,5.1,1.19,85,31,70.5,9,4.9
"86",20,"EAS",36,"Florence, SC",603,1,"140",1.17,0.56,47,204,5.4,4.7,1.19,85,29,73,9.2,4.5
"86",20,"EAS",36,"Florence, SC",603,2,"138",1.12,0.53,47,217,5.8,4.9,1.16,85,27,71,8.8,4.9
"86",20,"EAS",36,"Florence, SC",611,1,"137",1.13,0.56,49,198,6.2,4.8,1.16,86,26,70,8,4.8
"86",20,"EAS",36,"Florence, SC",611,2,"127",1.1,0.55,49,201,6.3,5.1,1.14,84,26,70,8.6,5
"86",20,"EAS",36,"Florence, SC",635,1,"121",1.08,0.54,49,188,5.7,5.4,1.08,84,25,68,8.6,5.3
"86",20,"EAS",36,"Florence, SC",635,2,"131",1.04,0.52,49,202,5.4,5.2,1.06,84,27,66.5,8.2,5.2
"86",20,"EAS",36,"Florence, SC",649,1,"140",1.17,0.54,46,221,5.8,5.1,1.19,86,30,71,7.8,4.8
"86",20,"EAS",36,"Florence, SC",649,2,"139",1.15,0.57,49,221,5.6,5.3,1.18,86,32,69,9,5
"86",20,"EAS",36,"Florence, SC",679,1,"154",1.16,0.55,47,237,6,4.3,1.16,84,33,72,8.6,4.4
"86",20,"EAS",36,"Florence, SC",679,2,"163",1.18,0.56,47,234,5.2,4.4,1.19,85,32,72.5,8.6,4.4
"86",20,"EAS",36,"Florence, SC",681,1,"125",1.15,0.58,50,190,5.4,5.1,1.13,83,26,71.5,8.2,5.2
"86",20,"EAS",36,"Florence, SC",681,2,"124",1.07,0.52,47,192,5.6,5.3,1.12,85,28,70.5,8.6,5.2
"86",20,"EAS",36,"Florence, SC",689,1,"130",1.14,0.54,47,177,7,5,1.19,85,26,73,8.4,4.9
"86",20,"EAS",36,"Florence, SC",689,2,"131",1.13,0.53,46,180,6.4,5.2,1.16,85,25,71.5,8.6,5.1
"86",20,"EAS",87,"Belle Mina, AL",80,1,"139",1.16,0.55,46,178,5.5,4.6,1.16,83,26,77.5,8.6,4.9
"86",20,"EAS",87,"Belle Mina, AL",80,2,"141",1.02,0.49,47,163,5.6,6,1.04,82,24,76.5,8.8,5.6
"86",20,"EAS",87,"Belle Mina, AL",450,1,"147",1.05,0.52,49,217,5.3,5.8,1.11,82,24,73.5,7.6,5.6
"86",20,"EAS",87,"Belle Mina, AL",450,2,"147",1.05,0.52,49,217,5.3,5.8,1.11,82,24,73.5,7.6,5.6
"86",20,"EAS",87,"Belle Mina, AL",513,1,"146",1.17,0.57,49,203,5.5,4.8,1.17,82,28,74.5,8.6,4.6
"86",20,"EAS",87,"Belle Mina, AL",513,2,"139",1.12,0.52,46,204,5.7,5.1,1.2,83,28,76.5,8.6,4.9
"86",20,"EAS",87,"Belle Mina, AL",570,1,"140",1.15,0.56,48,189,5.7,5.3,1.16,81,26,74,9.4,5.2
"86",20,"EAS",87,"Belle Mina, AL",570,2,"151",1.15,0.54,47,204,6.1,4.7,1.23,82,28,76,8.2,4.7
"86",20,"EAS",87,"Belle Mina, AL",574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",20,"EAS",87,"Belle Mina, AL",574,2,"141",1.13,0.55,48,174,5.9,5.2,1.16,82,27,77,8.2,5.2
"86",20,"EAS",87,"Belle Mina, AL",575,1,"129",1.07,0.53,49,180,5.5,5.4,1.09,83,25,75,7.6,5.3
"86",20,"EAS",87,"Belle Mina, AL",575,2,"121",1.05,0.51,48,177,5.4,5.6,1.09,82,24,76,7.2,5.9
"86",20,"EAS",87,"Belle Mina, AL",593,1,"150",1.08,0.51,47,194,5.1,5.1,1.1,82,29,75.5,8.8,5
"86",20,"EAS",87,"Belle Mina, AL",593,2,"159",1.13,0.53,47,238,5.7,3.9,1.2,83,31,77.5,8,3.7
"86",20,"EAS",87,"Belle Mina, AL",603,1,"125",1.08,0.52,48,176,5.6,5.1,1.1,83,26,75.5,7.8,4.9
"86",20,"EAS",87,"Belle Mina, AL",603,2,"145",1.17,0.57,48,195,5.8,4.8,1.19,85,26,79.5,8.8,4.7
"86",20,"EAS",87,"Belle Mina, AL",611,1,"132",1.09,0.55,50,177,6.5,5.5,1.1,83,24,75,7.4,5.3
"86",20,"EAS",87,"Belle Mina, AL",611,2,"133",1.07,0.53,49,170,6,5,1.09,84,25,76,7.6,5
"86",20,"EAS",87,"Belle Mina, AL",635,1,"139",1.01,0.5,48,196,5.3,5.5,1.01,82,26,74.5,8.8,5.2
"86",20,"EAS",87,"Belle Mina, AL",635,2,"121",0.98,0.48,48,168,5,5.6,0.99,83,22,74.5,8.4,5.4
"86",20,"EAS",87,"Belle Mina, AL",649,1,"141",1.12,0.54,48,189,5.5,5.9,1.15,83,30,76.5,8.2,5.6
"86",20,"EAS",87,"Belle Mina, AL",649,2,"137",1.08,0.52,48,198,5.5,5.6,1.1,82,28,78.5,7.8,5.6
"86",20,"EAS",87,"Belle Mina, AL",679,1,"165",1.14,0.54,47,217,5.6,4.9,1.13,84,31,76.5,8.4,5.1
"86",20,"EAS",87,"Belle Mina, AL",679,2,"161",1.14,0.57,49,204,5.9,4.5,1.12,84,30,76.5,8.4,4.5
"86",20,"EAS",87,"Belle Mina, AL",681,1,"130",1.07,0.51,47,175,5.3,5.3,1.04,81,23,74,8.6,5
"86",20,"EAS",87,"Belle Mina, AL",681,2,"128",1.07,0.52,48,169,6.1,5.2,1.13,81,26,77,8.4,5.4
"86",20,"EAS",87,"Belle Mina, AL",689,1,"134",1.09,0.54,49,186,5.7,5.5,1.13,84,23,78,8.2,5.4
"86",20,"EAS",87,"Belle Mina, AL",689,2,"126",1.09,0.54,49,168,5.9,5.4,1.12,84,24,77.5,7.8,5.3
"86",20,"EAS",130,"Midville, GA",80,1,".",1.07,0.52,48,204,8.3,5.6,NA,NA,NA,NA,NA,NA
"86",20,"EAS",130,"Midville, GA",80,2,".",1.05,0.5,48,189,8.3,5.6,NA,NA,NA,NA,NA,NA
"86",20,"EAS",130,"Midville, GA",450,1,".",1.09,0.54,49,211,8.2,5.6,NA,NA,NA,NA,NA,NA
"86",20,"EAS",130,"Midville, GA",450,2,".",1.09,0.56,51,201,6.5,5.5,NA,NA,NA,NA,NA,NA
"86",20,"EAS",130,"Midville, GA",513,1,".",1.07,0.53,49,194,8.2,5.3,NA,NA,NA,NA,NA,NA
