"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi","x20","x21","x22","x23"
96,72,"RHQ",87,"Belle Mina, AL",1038,2,132,1.17,0.57,213,7.3,3.9,10,82.9,29.8,68.7,8.4,3.8,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1038,4,129,1.17,0.58,223,7.8,3.9,10,84.8,30.1,68.1,8.4,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1039,2,132,1.15,0.55,212,7.5,4,10,83.5,29.9,69.7,8.1,4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1039,4,128,1.15,0.57,222,6.5,4,10,84.6,29.7,69.2,8.1,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1040,2,131,1.17,0.57,218,7.8,3.6,10,85.3,32.2,68.6,8.6,3.6,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1040,4,135,1.19,0.57,238,7.3,3.9,10,86,32.2,68.2,8.8,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1041,2,108,1.17,0.57,183,8.5,4.5,11,85.6,25.4,68,8.1,4.5,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1041,4,117,1.17,0.57,188,8,4.5,10,84.6,25.7,65.1,8.1,4.5,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1042,2,118,1.13,0.56,205,9,4.1,10,81.9,28.4,68.7,8.8,4.2,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1042,4,119,1.13,0.57,219,8.8,4.3,10,83.8,27.2,67.9,8.4,4.3,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1043,2,107,1.15,0.55,197,8.5,4.3,10,83.6,25.6,69.5,9.5,4.3,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1043,4,113,1.15,0.58,202,9.3,4.1,10,85.3,25,65.6,9.1,4.2,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1044,2,116,1.13,0.53,197,8,4.3,10,82.7,26.7,71,8.5,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1044,4,109,1.13,0.56,197,8,3.8,10,83.6,24.8,69.1,8.6,3.8,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1045,2,126,1.17,0.58,211,8.3,3.7,10,83.4,29.4,68.7,8.5,3.7,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1045,4,125,1.15,0.56,211,7.5,4,10,82.8,27.5,69.5,8.7,4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1046,2,123,1.17,0.57,208,7,4,10,83.4,29.3,67.2,7.9,4.1,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1046,4,125,1.17,0.57,211,7.5,4.2,10,84.4,28.6,69.4,7.4,4.1,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1047,2,127,1.15,0.57,205,6.3,4.5,10,83.9,28.2,69.3,7.8,4.4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1047,4,129,1.15,0.55,209,6.8,4.4,10,83.5,27.7,71.5,7.9,4.3,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1048,2,122,1.13,0.56,221,7,4.2,10,84,27.7,69.1,7.9,4.2,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1048,4,115,1.13,0.56,208,7.5,4.8,10,83.8,27,71.2,8.8,4.8,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",578,1,113,1.08,0.55,240,8.5,4.7,10,82.2,31.8,75.6,8.6,4.8,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",578,2,125,1.09,0.56,225,8.3,4.5,10,83.2,31.5,75.4,8.7,4.7,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",773,1,146,1.12,0.56,248,6.5,4.6,9.9,83.8,33.6,75.3,6.8,4.6,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",773,2,147,1.12,0.56,246,6.5,4.3,9.8,84,33.4,74.5,9.2,4.3,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",893,1,132,1.13,0.56,242,7.3,4.5,10,83.8,31.9,72.8,9.5,4.7,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",893,2,135,1.13,0.54,224,8,4.4,10,83.7,32.5,75.9,9.5,4.3,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",953,1,109,1.07,0.55,195,8,5,10,82.3,27.8,75,9.4,5.2,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",953,2,108,1.09,0.54,192,9,4.8,10,82.8,27.6,72.6,9.9,4.9,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",994,1,155,1.13,0.57,258,7.5,4.3,10,83.5,36.1,76,9.1,4.3,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",994,2,153,1.15,0.58,259,7.8,4,10,85.1,34.7,75.5,9.1,4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",996,1,159,1.17,0.59,274,7.5,4.5,10,84.9,37.2,74.9,9.5,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",996,2,161,1.17,0.59,259,7,4.2,10,84.8,36.8,75.7,9.4,4.2,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",997,1,163,1.19,0.59,282,6,4.2,10,84.8,36.8,75.6,8.7,4.1,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",997,2,158,1.19,0.6,267,7,3.8,10,86,36.5,74.3,8.7,3.7,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1000,1,157,1.13,0.58,280,6.3,4.3,10,84.5,38.1,76.2,8.7,4.4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1000,2,163,1.15,0.57,272,6,4.4,9.9,85.1,36.3,75.7,9,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1024,1,161,1.13,0.56,272,6.8,4.4,10,84.2,36.5,75.1,9.4,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1024,2,165,1.15,0.58,283,7,4,10,85,38.4,74.5,9.4,4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1025,1,148,1.13,0.57,279,6.3,4.3,10,83.9,36.6,76.4,8.2,4.3,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1025,2,153,1.15,0.57,273,6.5,4.2,10,84.8,36.8,75,8.4,4.1,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1026,1,164,1.15,0.59,282,6.8,4.3,10,84.3,36.2,75.5,9.1,4.3,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1026,2,167,1.15,0.59,275,6.8,4,10,85.5,37.5,75.9,8.8,4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1027,1,156,1.13,0.57,278,6.5,4.7,10,84.5,37.3,74.5,6.1,4.7,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1027,2,161,1.13,0.56,275,6.5,4.4,10,83.4,37.8,74.6,9.5,4.4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1028,1,151,1.13,0.56,272,6.3,4.4,10,84.3,37.8,75.1,9.2,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1028,2,146,1.17,0.59,267,6.3,4.1,10,84.9,37.2,77.9,8.7,4.1,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1029,1,159,1.17,0.59,272,7,4.5,10,84.5,36.2,76,8.7,4.7,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1029,2,146,1.17,0.57,266,7.5,4.4,10,84.7,36.5,74.4,8.6,4.4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1030,1,147,1.13,0.57,253,7.3,4.3,9.9,83.2,34.6,76,8.6,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1030,2,146,1.13,0.56,265,7,4.1,9.8,84.1,34.8,74.9,8.7,4.2,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1031,1,158,1.15,0.58,274,7.8,4.3,10,84.6,35.9,73.9,8.1,4.4,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1031,2,156,1.15,0.59,253,7,4.4,10,85,34,74.9,9,4.5,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1032,1,149,1.15,0.59,247,6.8,4.8,10,84.5,33.7,75.3,8.7,4.9,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1032,2,145,1.15,0.6,253,6.3,4.4,10,85.1,36,76.8,9,4.6,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1033,1,152,1.13,0.57,268,7.3,4.5,10,83.7,38.1,73.2,9.4,4.6,".",".",".","."
96,80,"San Joaquin",1,"Shafter, CA",1033,2,153,1.15,0.58,272,8,4.4,10,84.4,36.5,71.9,9.3,4.4,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",578,1,117,1.08,0.53,221,9,4.7,10,82.8,30.6,75.2,8.8,5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",578,2,127,1.07,0.54,222,8.3,4.9,10,82.5,31.2,76.4,8.9,5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",773,1,153,1.15,0.58,266,7,4.4,9.8,83.4,33.7,75,9.2,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",773,2,151,1.15,0.57,257,7,4.6,9.6,84.3,33.5,74.7,9.5,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",893,1,123,1.15,0.55,211,7.8,4.8,10,83,30.2,74.4,9.4,4.9,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",893,2,122,1.15,0.55,216,7.5,4.8,10,82.8,32.6,75.1,9.5,4.8,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",953,1,111,1.11,0.55,192,8,4.8,10,83.3,28.1,74.1,9.7,5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",953,2,109,1.11,0.56,199,8,4.7,10,83.9,28.1,74.1,9.4,4.8,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",994,1,154,1.17,0.59,258,7.3,4.5,10,83.8,35.2,73.9,9,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",994,2,154,1.17,0.59,258,8,4.4,10,84.1,34.3,73.7,9.1,4.4,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",996,1,147,1.15,0.58,260,7.5,4.4,10,84,35,75.1,9.2,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",996,2,155,1.17,0.6,279,7,4.5,9.8,84.6,35.3,74.8,9.4,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",997,1,169,1.17,0.57,279,7,4.3,9.9,84.9,37.6,74.3,9,4.3,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",997,2,162,1.17,0.59,260,6.5,4.5,9.9,85.3,36.6,76.2,3,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1000,1,163,1.15,0.57,274,6.3,4.5,10,84.6,37.2,72.7,9.1,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1000,2,163,1.15,0.58,275,7,4.8,9.7,83.1,37.1,74.8,9.1,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1024,1,172,1.19,0.59,280,6.8,4.5,10,84.8,38.2,72.2,9.6,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1024,2,163,1.17,0.6,258,7,4.5,10,84.9,37.2,73.1,9.3,4.4,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1025,1,149,1.15,0.58,269,7,4.5,9.9,83,34.3,75.5,8.9,4.4,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1025,2,164,1.15,0.57,284,7,4.2,9.9,83.3,37,73.4,8.5,4.3,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1026,1,163,1.13,0.58,281,6.5,4.4,10,84.6,36.7,76.2,9,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1026,2,166,1.15,0.58,288,7,4.4,10,84.6,36,71.1,9.3,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1027,1,150,1.13,0.57,275,6.8,4.7,9.8,83.6,37.1,74.6,9.3,4.8,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1027,2,164,1.15,0.59,271,7.3,4.6,10,84.6,38.5,73.3,8.9,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1028,1,166,1.15,0.57,281,6,4.5,9.8,83.4,38.1,73.6,9.5,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1028,2,165,1.15,0.59,276,6.5,4.6,10,83.4,39,73.4,9.3,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1029,1,157,1.15,0.59,272,7.5,4.6,10,84.3,36.4,73.6,9.4,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1029,2,156,1.17,0.59,274,7.8,4.5,10,85,36.4,72.1,9.3,4.6,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1030,1,145,1.13,0.56,253,7,4.4,9.9,83.5,33.9,73.3,9.2,4.4,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1030,2,142,1.13,0.57,261,7,4.4,9.8,83.4,34.9,74.5,9.4,4.5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1031,1,153,1.15,0.58,263,7.3,4.5,10,84.4,34.3,74,9.6,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1031,2,162,1.17,0.6,279,7.5,4.6,9.9,84.8,36.3,73.6,9.2,4.7,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1032,1,153,1.17,0.6,266,6.5,4.7,10,85.1,34.9,75,9.4,4.9,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1032,2,157,1.17,0.57,253,6.3,4.9,10,84.8,35.4,74,9.2,5,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1033,1,155,1.13,0.56,276,6.3,4.9,10,83.3,36.7,72.6,9.8,4.8,".",".",".","."
96,80,"San Joaquin",132,"W Side Field Station, CA",1033,2,153,1.13,0.58,290,7,4.8,10,84.1,36.8,71,10,5,".",".",".","."
96,160,"BLA",180,"Dallas, TX",578,1,125,0.99,0.52,217,7.5,5.1,11,81.6,32.3,70.7,7.3,5.1,".",".",".","."
96,160,"BLA",180,"Dallas, TX",578,3,130,1,0.55,220,7.5,5.2,10,82.9,30.2,70.3,6.4,5.4,".",".",".","."
96,160,"BLA",180,"Dallas, TX",689,1,115,1.09,0.54,186,7.3,4.8,10,81.9,24.4,69.2,5.5,5.1,".",".",".","."
96,160,"BLA",180,"Dallas, TX",689,3,117,1.09,0.54,189,6.8,5,10,82.5,26.7,67.9,6,5.1,".",".",".","."
96,160,"BLA",180,"Dallas, TX",773,1,150,1.09,0.56,238,5.5,4.7,10,82.2,35.5,67.4,5.4,4.5,".",".",".","."
96,160,"BLA",180,"Dallas, TX",773,3,162,1.09,0.58,260,6.3,4.3,10,84.1,36.5,69.7,6.3,4.5,".",".",".","."
96,160,"BLA",180,"Dallas, TX",893,1,132,1.08,0.56,211,6.8,5.2,10,82.9,30.1,66.9,5.8,5.4,".",".",".","."
96,160,"BLA",180,"Dallas, TX",893,3,124,1.09,0.57,212,6.5,5.1,10,82.3,31.9,67.6,6.5,5.4,".",".",".","."
96,160,"BLA",180,"Dallas, TX",953,1,114,1.05,0.54,179,7.5,4.8,10,80.6,24.9,69,6.9,5,".",".",".","."
96,160,"BLA",180,"Dallas, TX",953,3,119,1.06,0.55,200,7.5,4.8,10,82.5,26.2,68.2,6.6,5.3,".",".",".","."
96,160,"BLA",180,"Dallas, TX",1018,1,130,1,0.54,226,5.5,5.1,10,82,28.3,69.2,6.4,5.5,".",".",".","."
96,160,"BLA",180,"Dallas, TX",1018,3,133,1.01,0.51,221,5.3,5,10,81.6,29.5,68.5,5.5,5.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",578,1,112,1.06,0.53,210,9.5,4,10,82.6,28.2,66.1,10,4.1,".",".",".","."
96,170,"ARI",6,"Safford, AZ",578,2,111,1.07,0.52,207,9.8,4,10,82.8,28.5,66,10,4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",649,1,109,1.11,0.54,200,7.5,4.1,9.8,81.4,28,66.5,11,4.2,".",".",".","."
96,170,"ARI",6,"Safford, AZ",649,2,123,1.11,0.53,195,7.5,3.9,10,82,30.6,66.6,11,4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",756,1,145,1.15,0.58,251,7.5,3.7,9.9,84.6,32.3,64.9,10,3.9,".",".",".","."
96,170,"ARI",6,"Safford, AZ",756,2,149,1.15,0.57,240,7.3,3.7,10,84.6,32.7,65.2,10,3.7,".",".",".","."
96,170,"ARI",6,"Safford, AZ",773,1,135,1.15,0.57,219,7.8,4.1,9,82.4,29.9,66.4,10,4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",773,2,135,1.15,0.57,229,7,3.9,9,82.8,31.7,66.1,10,4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",834,1,111,1.13,0.53,203,8.5,3.7,9.8,82.5,28.9,65.8,10,3.7,".",".",".","."
96,170,"ARI",6,"Safford, AZ",834,2,118,1.15,0.53,209,8.5,3.4,9.3,80,28.3,66,10,3.5,".",".",".","."
96,170,"ARI",6,"Safford, AZ",849,1,113,1.11,0.53,191,7.3,3.8,9.2,81.1,27,66,10,4.1,".",".",".","."
96,170,"ARI",6,"Safford, AZ",849,2,112,1.11,0.54,201,7.5,3.5,9.2,82.2,28.8,67.4,11,3.6,".",".",".","."
96,170,"ARI",6,"Safford, AZ",857,1,119,1.15,0.55,200,9.8,3.4,10,82.1,27.3,67.3,11,3.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",857,2,111,1.15,0.52,197,9.3,3,9.7,81.4,27,66.9,11,3.1,".",".",".","."
96,170,"ARI",6,"Safford, AZ",865,1,115,1.15,0.55,208,8.5,3.6,9.7,82.1,28.3,65.3,10,3.6,".",".",".","."
96,170,"ARI",6,"Safford, AZ",865,2,107,1.15,0.52,198,8.3,3.5,9.2,80,26.9,65.6,10,3.7,".",".",".","."
96,170,"ARI",6,"Safford, AZ",893,1,116,1.17,0.55,196,9.8,3.6,10,81.9,27.9,64.9,10,3.8,".",".",".","."
96,170,"ARI",6,"Safford, AZ",893,2,97,1.15,0.53,202,8.8,2.8,9.9,79.7,27.8,66,10,3,".",".",".","."
96,170,"ARI",6,"Safford, AZ",915,1,115,1.13,0.56,198,9,3.2,10,81.5,28.7,66.3,10,3.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",915,2,107,1.13,0.54,201,9.5,3.4,10,82.1,27.5,65.9,10,3.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",919,1,98,1.13,0.53,188,9.3,3.8,10,80.4,26.1,67.2,11,3.8,".",".",".","."
96,170,"ARI",6,"Safford, AZ",919,2,92,1.13,0.53,191,9,3.2,9.9,79.6,25,67.9,11,3.2,".",".",".","."
96,170,"ARI",6,"Safford, AZ",953,1,97,1.11,0.54,181,10.3,4.2,10,81.6,24,65.2,10,4.3,".",".",".","."
96,170,"ARI",6,"Safford, AZ",953,2,137,1.11,0.54,226,7.8,3.8,9.4,83.2,29.8,66.4,10,3.9,".",".",".","."
96,170,"ARI",6,"Safford, AZ",966,1,102,1.11,0.54,169,8.8,4,10,81.1,24.4,66.4,11,4.2,".",".",".","."
96,170,"ARI",6,"Safford, AZ",966,2,101,1.11,0.54,177,9,3.3,10,81.7,25.4,67.7,11,3.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",971,1,107,1.11,0.53,182,9.5,3.8,9.8,82.4,25.3,67,11,3.8,".",".",".","."
96,170,"ARI",6,"Safford, AZ",971,2,98,1.13,0.53,189,9,3.2,9.1,80.6,24.7,66.8,11,3.2,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1004,1,108,1.15,0.55,196,8.3,4.2,9.6,80.9,27.7,66.2,11,4.1,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1004,2,120,1.15,0.55,205,8.5,3.5,9.7,82.2,29.7,67.9,11,3.5,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1009,1,126,1.12,0.53,196,8.5,3.4,9.6,82.4,29.5,67.5,11,3.4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1009,2,124,1.15,0.53,201,7.8,3.5,9.7,81.9,29.4,67.8,11,3.5,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1016,1,116,1.13,0.55,203,8.5,3.9,9.9,83,28.5,65.8,10,3.8,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1016,2,115,1.13,0.54,192,8.8,4,9.9,81.5,27.8,67.5,11,3.5,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1049,1,124,1.13,0.56,208,8.3,4,9.9,82.8,28.6,66.5,10,4.1,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1049,2,123,1.13,0.55,202,8.8,3.6,10,82.6,29.3,66.1,10,3.7,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1050,1,112,1.07,0.53,199,9.8,3.9,10,81.4,28.9,66.6,11,4,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1050,2,111,1.08,0.52,195,9.5,3.6,10,82.3,27.9,66.4,10,3.6,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1051,1,108,1.18,0.53,190,8.8,3.2,9.2,80.6,25.6,67,10,3.3,".",".",".","."
96,170,"ARI",6,"Safford, AZ",1051,2,103,1.17,0.52,194,8.5,3,9.5,82.3,25.8,67.8,11,3.2,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",578,1,105,1.06,0.54,224,7.5,4.8,10,81.5,31.3,65.3,10,5.2,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",578,2,112,1.07,0.54,223,8,5,10,82.1,32.2,66.3,10,4.9,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",649,1,123,1.09,0.52,183,7,5,9.7,80.9,29.9,66,10,5.5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",649,2,125,1.11,0.54,223,6,5.3,9.8,82.8,33.9,65.7,10,5.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",689,1,107,1.12,0.53,187,7.3,5.2,9.6,82.4,27.3,66.3,10,5.5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",689,2,99,1.09,0.52,183,7,5,9.6,81.7,27,67.5,10,5.2,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",756,1,117,1.09,0.54,209,7.5,5.4,10,82.7,31.3,66.8,10,5.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",756,2,157,1.11,0.56,296,6.8,4.5,9.7,83.5,35.3,64.8,10,4.5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",772,1,160,1.15,0.58,253,7,4.1,9.8,82.8,32.8,65.4,10,4.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",772,2,157,1.15,0.55,251,7.3,4.3,9.8,82.6,34.9,66,10,4.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",773,1,155,1.11,0.54,250,6.5,4.2,9.7,83,34.2,66.1,10,4.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",773,2,128,1.13,0.54,239,6.8,4.4,9.6,82.7,33.6,65.9,10,4.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",857,1,117,1.11,0.54,216,8.3,5.4,10,81.1,31.9,67.5,11,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",857,2,121,1.13,0.56,221,7.5,5.4,10,82.8,31.2,67.1,10,5.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",865,1,123,1.13,0.56,244,6.5,5,9.7,83.1,32.4,65.7,10,5.1,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",865,2,124,1.14,0.53,227,6.5,4.9,9.9,81.9,32,66.2,10,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",893,1,131,1.11,0.56,232,7.5,4.8,10,82.8,31.5,64.5,9.9,4.8,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",893,2,123,1.11,0.54,238,6.5,5,9.8,81.8,31.4,65.9,10,4.9,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",915,1,119,1.11,0.56,226,6.8,5.1,10,82,32.2,65.6,10,5.2,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",915,2,134,1.11,0.56,244,6.8,5.1,10,83.7,32.3,66.6,10,5.1,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",919,1,107,1.09,0.52,198,6.8,5.3,9.9,81.6,30.2,66.8,10,5.5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",919,2,109,1.11,0.54,207,7,5.2,10,81.6,30.9,67.2,11,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",932,1,115,1.11,0.52,226,6.5,5.5,9.9,80.1,30.2,65.8,10,5.5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",932,2,122,1.12,0.53,225,6.5,5.4,9.8,82.2,31.3,66.8,11,5.6,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",953,1,109,1.1,0.53,190,8.3,5.2,10,82.1,27.8,66.4,10,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",953,2,94,1.12,0.56,185,7.8,5.3,9.8,81.6,26.5,65.6,10,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",966,1,151,1.11,0.56,256,8,3.8,9.7,83.6,34.8,65,10,4.2,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",966,2,109,1.1,0.55,202,7.5,5.1,9.9,82.1,28.4,66.6,11,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",970,1,118,1.12,0.55,198,6.8,5,10,83.7,29,65,10,5.1,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",970,2,110,1.11,0.54,196,6.8,5.1,10,83.3,28.6,65.1,10,5,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",971,1,107,1.09,0.54,225,6.5,5.1,9.8,82.7,31.8,64.6,10,5.1,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",971,2,116,1.11,0.55,213,6.3,5.4,10,82.6,29.9,65,10,5.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1004,1,111,1.11,0.55,196,8,4.8,9.9,82.7,28.4,65.7,10,4.9,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1004,2,99,1.09,0.52,193,7.5,5.2,9.8,81.8,27.7,66.2,10,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1009,1,100,1.09,0.52,217,6.5,5.4,10,82.1,29.3,67.5,11,5.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1009,2,127,1.11,0.54,217,6.8,5.1,10,83.1,30.5,67.5,11,5.3,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1010,1,154,1.17,0.59,287,6.5,4.4,10,83.7,35.9,66.2,10,4.4,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1010,2,91,1.1,0.53,213,8,5.4,10,81.5,29.3,66.6,10,5.6,".",".",".","."
96,170,"ARI",182,"Maricopa, AZ",1011,1,129,1.12,0.56,208,7,5.3,9.9,82.2,30.3,65.1,10,5.4,".",".",".","."
