"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","ui","str","rd","b","mic_hvi","x20","x21","x22","x23"
96,71,"RHQ",23,"Bossier Cith, LA",1041,1,127,1.11,0.58,212,8.5,4.9,10,84.2,28.9,69.9,8.5,4.9,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1041,2,131,1.13,0.6,210,8.5,4.8,10,85.8,27.7,71,7.7,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1042,1,119,1.08,0.56,203,8.8,5.1,10,83.5,29.2,76,9.1,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1042,2,133,1.09,0.56,202,8.5,5.3,10,82.8,28.6,74.1,8.4,5.2,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1043,1,124,1.17,0.6,203,9,4.8,10,85.4,28.9,72.7,8.2,4.9,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1043,2,131,1.15,0.57,221,8.8,5.1,10,84.9,29.5,69.4,7.6,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1044,1,126,1.13,0.57,218,8,5.1,9.9,83.6,28.8,75.3,8.1,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1044,2,123,1.13,0.56,201,7.3,4.8,9.7,83.4,28.6,73.3,7.8,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1045,1,150,1.17,0.59,218,6.8,4.7,9.9,83.3,32.3,74.3,8.2,4.7,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1045,2,139,1.17,0.57,221,7.5,5,10,83.3,32.2,72.3,8.3,5,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1046,1,145,1.17,0.57,214,8.3,4.4,9.4,84.5,29.6,76.9,8.2,4.6,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1046,2,153,1.17,0.59,217,6.8,4.8,10,84.6,33.1,76.7,7,4.7,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1047,1,139,1.11,0.59,219,5.3,5.1,9.8,83.7,31.5,74.4,7.5,5.2,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1047,2,138,1.11,0.58,226,6,5.2,9.7,83.8,32.9,74.6,7.6,5.1,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1048,1,148,1.11,0.58,224,6.5,5.1,10,84.6,33.7,74.7,8.9,5.3,".",".",".","."
96,71,"RHQ",23,"Bossier Cith, LA",1048,2,139,1.11,0.6,217,6.8,5.3,10,83.9,32.8,74,8.9,5.4,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",773,1,143,1.14,0.57,228,6.8,4.1,9.6,83.3,31.3,76.5,7.9,3.9,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",773,2,147,1.14,0.56,229,7.3,4.2,9.3,82.2,29.9,75.1,8.1,3.9,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",893,1,134,1.11,0.56,210,8.3,4.4,10,82.4,28.9,74.5,8.7,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",893,2,136,1.19,0.58,215,8.8,4.3,9.9,83.1,28.6,75.5,7.9,4.1,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",953,1,114,1.11,0.55,188,8.3,4.7,9.9,83.9,24,75.7,8.3,5.1,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",953,2,112,1.16,0.56,188,8.5,4.9,10,81.5,25.8,75.2,8.2,4.9,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",990,1,140,1.12,0.58,218,7.3,4.5,9.9,83.4,30.7,78,8.3,4.3,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",990,2,127,1.1,0.56,218,7.5,4.5,9.8,82.2,29.3,76.7,8,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1034,1,137,1.23,0.63,217,8.3,4.3,10,86.4,30.1,80.2,7,4.2,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1034,2,135,1.17,0.59,213,7,4.3,10,84.6,30.8,78.7,7.4,4.4,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1035,1,136,1.17,0.58,211,8,4.5,9.9,83.9,29.4,74.6,7.8,4.8,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1035,2,142,1.17,0.57,217,8.8,4.8,10,84.4,28.6,74.4,8,5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1036,1,138,1.18,0.57,216,7.5,4.4,9.8,84.5,28.3,76,7.9,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1036,2,133,1.17,0.58,220,7,4.5,9.9,85,29.6,78.9,7.6,4.7,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1037,1,122,1.16,0.58,193,8.3,4.9,10,83.1,27.9,75,8.3,5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1037,2,119,1.18,0.58,186,7.8,4.8,9.8,83.4,27.5,77.1,8.2,4.8,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1038,1,139,1.12,0.57,218,6.3,4.4,9.9,83.4,32.2,75.3,9,4.3,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1038,2,141,1.16,0.59,222,7,4,10,83.4,30.6,77.7,8.2,4,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1039,1,145,1.14,0.61,221,6.8,4.4,10,84.2,31.1,78.1,7.6,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1039,2,144,1.13,0.57,230,6.8,4.5,9.6,84.6,31.2,76.9,8.1,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1040,1,137,1.17,0.59,231,7.3,4.1,10,83.4,33.1,72.7,8.1,4.2,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1040,2,141,1.11,0.56,225,7.5,4.3,9.7,82.2,32,74.9,8.4,4.4,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1041,1,130,1.18,0.6,201,9,4.7,10,84,28.4,73.5,8.4,4.7,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1041,2,124,1.15,0.58,207,9,4.4,10,84.3,28,75.4,8.3,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1042,1,129,1.12,0.58,216,9,4.6,10,82.6,30.8,76.8,8.3,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1042,2,129,1.07,0.53,205,9.5,4.6,10,82.7,30.2,75.3,8.4,4.9,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1043,1,127,1.15,0.58,212,8.3,4.5,10,82.7,27.5,75.8,8.5,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1043,2,127,1.15,0.59,202,8.5,4.5,10,83.7,27.9,75.8,8,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1044,1,114,1.14,0.57,195,7,4.4,9.4,84,26.4,76.2,7.8,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1044,2,125,1.17,0.58,209,8.5,4.3,9.2,82.4,25.5,78.5,7.9,4.1,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1045,1,129,1.14,0.57,224,6,4.3,9.5,81.4,29.1,74.8,8.2,4.6,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1045,2,137,1.16,0.59,221,7.3,4.1,9.9,82.9,30.2,75.6,7.9,4.1,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1046,1,140,1.18,0.59,226,6.5,4.3,10,85.3,30.4,77.7,7,4.2,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1046,2,133,1.18,0.58,223,6.8,4.4,9.9,84.2,28.1,78.9,7.3,4.5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1047,1,137,1.11,0.55,218,6.5,4.9,9.9,83.2,32,74.8,7.7,5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1047,2,144,1.12,0.58,217,5.3,4.7,9.6,82,32.3,78.3,7.5,4.7,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1048,1,133,1.11,0.58,210,7.3,5.2,10,82,30.4,74.9,8.1,5,".",".",".","."
96,71,"RHQ",25,"Stoneville, MS",1048,2,126,1.1,0.57,213,7.3,4.9,10,83.2,32.5,74.5,8.9,5.1,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",773,1,137,1.17,0.59,222,6.8,4.2,9.2,83.5,31,58.5,6.6,4.4,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",773,2,144,1.17,0.58,236,6.5,4.2,9,83.2,31.3,59.1,6.8,4.3,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",893,1,130,1.17,0.58,216,8.5,4.4,10,83.7,30.7,59.2,7.4,4.4,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",893,2,118,1.17,0.59,218,8.3,4.1,10,85.3,31.8,59.7,7.6,4.5,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",953,1,107,1.17,0.57,186,9,4.7,10,84.6,26.1,57.8,6.3,4.8,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",953,2,110,1.17,0.57,180,9.5,4.9,10,83.7,25.9,61.2,8.2,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",990,1,125,1.17,0.57,214,7,4.7,10,83.6,32.2,59.8,7.5,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",990,2,132,1.17,0.59,222,6.5,4.7,9.9,85.3,32.7,58.5,6.6,4.9,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1034,1,124,1.17,0.6,225,9,4.6,10,84.9,30.8,59.6,7.2,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1034,2,129,1.17,0.58,212,10,3.9,10,84.8,32.1,59.6,6.8,4.1,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1035,1,118,1.17,0.57,205,9,4.9,9.8,86.2,27.5,57.1,6,4.8,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1035,2,122,1.17,0.6,212,8.8,4.7,10,86.3,30.5,60.2,7.4,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1036,1,123,1.19,0.57,202,7,4.4,9,84.9,27.6,59.3,7.3,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1036,2,130,1.19,0.59,225,8.5,4.8,9.9,84.5,30.7,59.8,7.3,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1037,1,118,1.17,0.57,200,8.5,4.5,9.2,83,28,58.1,6.6,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1037,2,116,1.17,0.59,206,8.8,4.8,10,84.6,29.9,58.9,6.6,5,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1038,1,137,1.17,0.6,227,8.5,4.3,9,83.9,31.3,58.4,6.8,4.4,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1038,2,136,1.17,0.59,230,7,4.5,9.9,83.6,32.3,59.6,7.2,4.5,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1039,1,131,1.17,0.58,217,6.3,4.2,9.3,84.9,31.5,59.4,7.1,4.2,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1039,2,143,1.17,0.6,207,6.8,4.6,9.2,83.8,30.7,58,6.4,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1040,1,134,1.19,0.6,222,6.8,4.5,9.8,84.1,32.4,56.6,6,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1040,2,138,1.19,0.6,219,6.8,4.4,9.4,84.7,32.3,59,6.9,4.4,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1041,1,125,1.15,0.55,200,9.5,4.5,10,84,29.6,58,6.4,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1041,2,114,1.15,0.57,195,8.5,4.5,10,83.6,27.5,58,6.6,4.6,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1042,1,125,1.12,0.56,223,8.8,4.6,9.9,83.3,30.6,56.9,5.7,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1042,2,113,1.11,0.57,213,9.3,4.9,9.4,83.5,29.6,58.4,6.7,4.8,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1043,1,116,1.15,0.57,187,8.5,4.6,9.2,84.1,26.8,58.5,6.9,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1043,2,111,1.15,0.58,179,8.3,4.8,10,85.1,27.9,57.4,6.2,4.9,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1044,1,118,1.13,0.55,191,6.5,4.7,9.2,83.6,27.4,60.4,7.8,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1044,2,119,1.13,0.57,193,6.5,4.3,9.3,83.9,29.3,56.7,5.6,4.3,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1045,1,127,1.19,0.59,205,7,4.1,9,82.9,29.9,58.4,6.6,4.1,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1045,2,119,1.19,0.58,198,6.5,3.8,9,83.6,28.9,57.7,6.2,3.9,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1046,1,131,1.17,0.58,232,6.8,4.4,9.9,86,32.2,60.4,7.5,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1046,2,126,1.17,0.59,221,6.8,4.6,9.4,83.2,31.2,60.6,7.7,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1047,1,125,1.13,0.57,205,6.8,4.5,9,82.6,28.9,58.7,6.6,4.7,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1047,2,121,1.13,0.57,228,6.8,4.6,9.2,83.4,31,59.7,7.3,4.8,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1048,1,120,1.15,0.58,214,8,4.6,9.2,83.3,28.6,58.3,6.4,4.4,".",".",".","."
96,71,"RHQ",75,"Portageville, MO",1048,2,125,1.15,0.57,207,7,4.9,9.8,84.7,29.9,58.3,6.7,5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",773,1,154,1.21,0.6,242,6.8,3.3,9,86.4,31.1,74.6,8,3.4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",773,2,164,1.21,0.6,247,6.5,3.7,9,87.8,31,74.6,7.6,3.6,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",893,1,149,1.19,0.6,224,8.3,4,9.6,84.5,29.5,75.2,8.7,3.7,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",893,2,153,1.2,0.58,229,8.5,3.7,9.8,84.7,31.2,73.1,8.5,3.6,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",953,1,129,1.19,0.59,193,9.8,4.1,9.2,84.7,23.5,73.4,7.6,3.9,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",953,2,127,1.19,0.6,196,9.8,4.1,9.6,85.3,25.2,73.9,8.1,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",990,1,153,1.19,0.59,239,7,3.7,9.6,85.2,30.1,76.8,8.7,3.5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",990,2,160,1.19,0.61,246,7.8,4.1,9.2,85.1,31.4,78,8.7,3.4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1034,1,144,1.21,0.6,226,8,4.3,10,84,29.6,76.3,7.2,4.2,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1034,2,145,1.21,0.6,220,7.8,4.3,10,86.1,32.7,77.5,7.6,4.3,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1035,1,140,1.21,0.61,228,8.5,3.8,10,86.1,28.7,75.2,7.7,3.9,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1035,2,148,1.21,0.6,219,7.5,4.3,9.6,85.5,27.9,73.1,7.6,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1036,1,140,1.23,0.6,226,7,3.9,9.6,85.3,31.5,71.8,8.5,3.9,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1036,2,146,1.23,0.6,227,7.5,3.9,9.6,85.9,30.8,74.2,8.7,3.9,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1037,1,134,1.23,0.59,222,9.5,4.5,10,86.1,29,77.1,8.1,4.2,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1037,2,136,1.23,0.62,219,8.5,4.1,10,85.1,29.4,75.4,8.3,4.5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1038,1,157,1.23,0.62,251,7.8,4.1,10,86.1,34.5,74.9,8.6,3.8,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1038,2,145,1.23,0.6,241,7,3.7,10,85.1,30.7,73.7,8.3,3.5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1039,1,160,1.19,0.6,243,6.5,3.5,10,85.5,32.9,75,8,3.6,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1039,2,158,1.19,0.6,235,6.5,4.2,9.6,84.2,31.2,73.5,7.8,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1040,1,155,1.19,0.6,257,6.5,3.4,9.9,85.5,36.7,73.9,9.1,3.4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1040,2,159,1.19,0.6,249,6.5,3.5,9.6,84.9,32.7,73.2,7.9,3.5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1041,1,141,1.19,0.6,220,9.3,4,10,86.1,30,73,8.6,3.9,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1041,2,141,1.19,0.59,216,8.3,3.8,10,84.7,28.9,72.5,8.1,3.8,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1042,1,142,1.18,0.59,227,8.3,3.8,10,84.5,32.3,71.6,8.6,4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1042,2,150,1.17,0.6,226,8.3,4,10,84.4,30.7,73.8,8.7,3.8,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1043,1,129,1.19,0.6,206,8.5,4,10,85.2,26.8,74,8.6,4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1043,2,138,1.19,0.6,210,8,4,9.8,85,28.4,76,7.9,4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1044,1,133,1.17,0.6,198,7.3,4,9.8,83.8,29,75,8.2,3.8,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1044,2,138,1.17,0.59,217,6.8,4.3,9.2,83.4,28,71.8,8.2,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1045,1,138,1.19,0.59,224,6.8,3.3,9.4,84.6,32,73.5,8.8,3.4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1045,2,145,1.17,0.57,209,6.5,3.7,9.4,85.1,29.2,73.1,7.4,3.5,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1046,1,150,1.19,0.6,229,7.8,4.1,9.6,85.5,29.4,75.1,7.5,4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1046,2,145,1.19,0.59,219,6,4.1,9.6,84.8,28.9,75.3,8.2,4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1047,1,147,1.2,0.6,226,6.8,4.4,9.9,83.8,32.2,74.1,7.9,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1047,2,145,1.19,0.59,228,6.3,4.2,10,85.3,33,71.9,7.2,4.1,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1048,1,149,1.17,0.6,231,7.5,4.7,9.9,85.9,30.8,73,8.5,4.4,".",".",".","."
96,71,"RHQ",184,"Keiser, AR",1048,2,147,1.17,0.59,221,7.3,4.1,10,85.1,31.3,72.2,8.6,3.9,".",".",".","."
96,72,"RHQ",36,"Florence, SC",773,1,146,1.17,0.58,221,7.3,4.2,9.8,84.2,31.1,76.3,7.8,4.1,".",".",".","."
96,72,"RHQ",36,"Florence, SC",773,2,154,1.15,0.56,222,6.5,3.9,9.9,83.4,31.9,75.4,7.7,3.9,".",".",".","."
96,72,"RHQ",36,"Florence, SC",893,1,138,1.17,0.57,211,9.3,4.3,10,85.5,29.2,76.8,7.8,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",893,2,131,1.15,0.58,214,9.3,4.4,10,84.5,30,76.3,7.8,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",953,1,112,1.17,0.59,180,9.8,4.5,10,84.9,23.9,73.8,7.4,4.5,".",".",".","."
96,72,"RHQ",36,"Florence, SC",953,2,115,1.15,0.57,197,10.3,4.4,10,83.5,24.6,74.2,7,4.1,".",".",".","."
96,72,"RHQ",36,"Florence, SC",990,1,127,1.15,0.57,212,7.5,4.3,9.9,83.5,29.3,77,6.8,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",990,2,133,1.15,0.56,207,7.5,3.9,10,84.6,30.3,77.2,7.4,3.7,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1034,1,131,1.15,0.55,208,9.5,4,10,83.9,27.4,78.4,6.5,3.9,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1034,2,137,1.17,0.59,211,9.3,4.5,10,84.6,29.8,78.7,6.5,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1035,1,135,1.17,0.57,201,8.8,4.6,10,85.4,27.9,76.6,6.7,4.7,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1035,2,131,1.17,0.59,200,9,4,10,85.2,27.6,75.3,6.1,4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1036,1,121,1.21,0.6,204,8.5,4.3,10,85.5,28.9,76.8,6.3,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1036,2,131,1.19,0.57,207,8,4.3,10,83.5,28.1,78.7,7.9,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1037,1,124,1.19,0.6,194,9.3,4.2,10,86.8,27.5,77.7,6.8,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1037,2,126,1.19,0.59,192,9.5,4.6,10,86.2,29.9,77.2,6.7,4.3,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1038,1,144,1.19,0.59,217,7.3,4.4,10,85.1,29.8,76.1,7.5,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1038,2,138,1.15,0.57,221,8.5,4.5,10,83.5,31.5,75.6,8.9,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1039,1,141,1.17,0.59,210,5.8,4.5,9.9,86.3,30,75.2,6.6,4.3,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1039,2,141,1.17,0.6,217,6.8,3.7,9.6,85.1,29.3,77.2,6.8,3.7,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1040,1,141,1.21,0.59,212,7,4.4,10,85.3,30.5,72.9,7.2,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1040,2,128,1.19,0.6,226,5.5,4.4,9.9,85.8,32.5,73.3,7.3,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1041,1,119,1.15,0.58,191,8.3,4.6,10,84.6,26.1,71.8,7.7,4.7,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1041,2,119,1.15,0.58,194,9,4.4,11,84.5,26.8,75.4,7.5,4.5,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1042,1,127,1.13,0.57,215,9.8,4.4,10,83.7,27.9,77.5,7.2,4.3,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1042,2,119,1.11,0.56,211,10.3,4.6,10,84.5,27.7,74.4,7.1,4.6,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1043,1,122,1.15,0.57,196,9,4.5,10,84.9,26.9,74.6,7.9,4.5,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1043,2,118,1.15,0.59,195,8.3,4.8,10,84.9,25.9,74.7,7.4,4.4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1044,1,118,1.13,0.56,192,7,4.7,9.4,83.6,25.6,77.3,6.3,4.7,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1044,2,121,1.13,0.55,201,7.5,3.9,9.4,82.2,26.5,76,6.5,4,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1045,1,139,1.21,0.6,207,7.3,3.9,9.7,85.7,28.6,73.9,7.6,3.9,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1045,2,131,1.21,0.59,200,7.3,4.3,9.8,85.3,29.9,75.9,6.9,4.2,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1046,1,137,1.21,0.62,207,7.5,4.6,0,NA,NA,NA,NA,0,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1046,2,139,1.17,0.59,222,9,3.7,10,84.9,29.5,76.3,6.5,4.1,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1047,1,127,1.17,0.57,203,6,4.6,9.9,85,29.5,76.6,7.1,4.8,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1047,2,132,1.13,0.56,202,6.3,4.5,10,82.5,28.5,75.1,7.2,4.6,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1048,1,120,1.13,0.58,208,7.8,5,10,86.2,27.3,72.1,6.7,5.1,".",".",".","."
96,72,"RHQ",36,"Florence, SC",1048,2,132,1.13,0.57,207,7.5,4.6,10,84.6,29.9,73.4,7.6,4.8,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",773,2,130,1.15,0.56,210,7.3,3.9,9.6,82.8,28.7,68.5,8,3.8,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",773,4,129,1.15,0.56,215,7,3.9,9.6,85.7,28.8,69.3,7.8,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",893,2,118,1.13,0.54,209,8,3.9,10,83.5,29.1,68.8,8.5,4.1,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",893,4,120,1.15,0.55,208,9,3.8,10,84.5,28.1,72,8.7,3.7,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",953,2,103,1.17,0.55,178,9,3.9,10,84.5,24.2,70.3,8.6,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",953,4,104,1.17,0.58,180,10,4,10,84,24.2,68.3,8.4,4.1,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",990,2,132,1.15,0.56,236,7.8,3.9,10,83.9,32.2,68.9,8.6,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",990,4,128,1.15,0.55,245,8,3.8,10,83.6,31.1,70.2,8.4,3.7,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1034,2,119,1.17,0.59,209,9.5,4,11,86.2,28.7,72,7.9,4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1034,4,123,1.17,0.57,203,8.5,3.8,10,84.6,28.8,65.6,7.9,3.9,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1035,2,119,1.17,0.56,206,8.5,4.1,10,83.7,28.5,68,8.5,4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1035,4,120,1.17,0.56,202,8.5,4.5,10,85.1,26.2,63.2,7.5,4.4,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1036,2,126,1.17,0.55,212,7.5,3.8,10,83.8,30.9,73.2,8.3,3.6,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1036,4,130,1.19,0.59,209,9,3.6,10,85.1,28.6,73.1,8.1,3.8,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1037,2,114,1.19,0.56,201,8.8,4.2,10,84.6,26.3,71.1,8.4,4.1,".",".",".","."
96,72,"RHQ",87,"Belle Mina, AL",1037,4,114,1.19,0.57,196,9,4.2,10,84.8,28,69.9,7.9,4,".",".",".","."
