"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
"91",11,"PLA",163,"Lamesa, TX(dry)",635,2,112,1,0.49,184,8.5,4,5.9,81.6,23.7,75.9,9,4
"91",11,"PLA",163,"Lamesa, TX(dry)",689,1,113,1.08,0.5,173,9.3,3.4,6.4,82.2,23.7,75.5,9.4,3.5
"91",11,"PLA",163,"Lamesa, TX(dry)",689,2,108,1.08,0.5,173,9.8,3.6,6.1,82.9,21.3,76.2,9.2,3.7
"91",11,"PLA",163,"Lamesa, TX(dry)",693,1,122,1.05,0.5,190,8.8,4,6.4,82.6,27,75.5,9.2,4.1
"91",11,"PLA",163,"Lamesa, TX(dry)",693,2,122,1.05,0.51,201,8.5,4.1,6.4,83.2,27.7,76.1,8.9,4.2
"91",11,"PLA",163,"Lamesa, TX(dry)",706,1,120,1.09,0.51,196,8.5,3.8,6.1,82.7,24.2,76.5,8.4,3.8
"91",11,"PLA",163,"Lamesa, TX(dry)",706,2,122,1.09,0.52,199,7.8,3.5,5.9,82.8,26.9,75,8.9,3.5
"91",11,"PLA",163,"Lamesa, TX(dry)",719,1,99,1,0.48,172,8.5,3.9,5.7,81.8,21.6,74.7,9,3.9
"91",11,"PLA",163,"Lamesa, TX(dry)",719,2,102,1,0.5,176,8.5,4,5.7,81.7,23.9,75.6,8.9,4
"91",11,"PLA",163,"Lamesa, TX(dry)",731,1,130,1.12,0.55,213,7.5,3.9,6.3,82.6,29.5,76.9,8.8,3.7
"91",11,"PLA",163,"Lamesa, TX(dry)",731,2,125,1.14,0.54,233,7.8,3.5,6.1,82.3,30.3,74.8,9.4,3.5
"91",11,"PLA",163,"Lamesa, TX(dry)",812,1,116,1.03,0.51,193,8.3,3.8,5.9,81.2,25.2,78.7,7.9,3.9
"91",11,"PLA",163,"Lamesa, TX(dry)",812,2,113,1.04,0.5,191,8.3,3.5,6,81.8,27.1,77.5,8.1,3.6
"91",11,"PLA",163,"Lamesa, TX(dry)",813,1,101,1.01,0.49,182,8.3,3.3,5.6,81.9,24.6,77.1,8.5,3.3
"91",11,"PLA",163,"Lamesa, TX(dry)",813,2,96,1.01,0.5,168,8.5,3.5,5.3,79.1,23.3,76.5,8.6,3.6
"91",20,"EAS",30,"Jackson, TN",473,1,119,1.15,0.57,211,7.3,4.8,9.7,85.8,24,74.7,8.3,5
"91",20,"EAS",30,"Jackson, TN",473,2,120,1.15,0.58,193,8.3,4.7,9.7,85.5,24.1,74.7,8.2,4.8
"91",20,"EAS",30,"Jackson, TN",513,1,140,1.15,0.56,217,6,4.6,8.8,85.3,26.7,73.6,8.2,4.6
"91",20,"EAS",30,"Jackson, TN",513,2,135,1.15,0.57,209,7,4.8,9.1,85.9,28.6,75.1,8.5,4.9
"91",20,"EAS",30,"Jackson, TN",570,1,136,1.21,0.59,210,6,4.5,9,87,28.2,75.1,9,4.4
"91",20,"EAS",30,"Jackson, TN",570,2,146,1.21,0.59,208,6.3,4.7,9.4,87.2,29.4,74.5,8.4,4.6
"91",20,"EAS",30,"Jackson, TN",578,1,136,1.13,0.59,239,7,4.3,10,85.6,28.3,71.4,8.5,4.4
"91",20,"EAS",30,"Jackson, TN",578,2,125,1.13,0.59,228,7,4.7,9.6,85.6,27.3,72.7,8.3,4.6
"91",20,"EAS",30,"Jackson, TN",649,1,138,1.17,0.57,219,7,5,9.4,86,29.7,71.5,7.7,5
"91",20,"EAS",30,"Jackson, TN",649,2,155,1.17,0.59,235,7.3,5,9.2,86.1,30.1,73.3,8.5,5.1
"91",20,"EAS",30,"Jackson, TN",654,1,148,1.19,0.61,227,6,4.6,8.7,86.3,29.2,73.2,8.4,4.8
"91",20,"EAS",30,"Jackson, TN",654,2,150,1.19,0.59,227,6,4.6,9.5,86.2,30.9,75.5,8.4,4.6
"91",20,"EAS",30,"Jackson, TN",689,1,133,1.19,0.57,215,7,5.3,9.9,87.6,25.6,74.4,8,5.4
"91",20,"EAS",30,"Jackson, TN",689,2,130,1.19,0.58,198,7.5,5.1,9.4,87.2,23.8,76.8,8.4,5
"91",20,"EAS",30,"Jackson, TN",697,1,116,1.17,0.57,197,7.5,4.8,8.8,86.3,23.8,74.8,9.2,5
"91",20,"EAS",30,"Jackson, TN",697,2,122,1.15,0.55,182,8.3,4.9,8.7,85.3,24.2,74.1,8.7,5
"91",20,"EAS",30,"Jackson, TN",706,1,146,1.17,0.57,240,5.3,4.8,8.7,84.6,28.5,71.4,8.5,4.9
"91",20,"EAS",30,"Jackson, TN",706,2,146,1.17,0.6,228,5.5,4.9,8.8,86.1,27.6,74.1,8.5,5
"91",20,"EAS",30,"Jackson, TN",714,1,133,1.21,0.62,206,6.8,4.6,9.5,86.9,29.6,74.1,9.3,4.7
"91",20,"EAS",30,"Jackson, TN",714,2,141,1.21,0.6,217,5.5,4.5,9.5,86.6,28.4,74.4,8.7,4.5
"91",20,"EAS",30,"Jackson, TN",731,1,164,1.23,0.59,265,5.8,4.2,8.9,86.5,31.4,72.8,8.5,4.4
"91",20,"EAS",30,"Jackson, TN",731,2,151,1.23,0.62,248,5.5,4.7,9.4,86.4,32.9,73.2,8.6,4.6
"91",20,"EAS",30,"Jackson, TN",741,1,146,1.19,0.6,224,6,5.2,9.8,85.8,31.7,74.9,8.6,5.2
"91",20,"EAS",30,"Jackson, TN",741,2,137,1.19,0.58,216,6,5.3,9.6,84.4,30.5,74.8,8.7,5.4
"91",20,"EAS",30,"Jackson, TN",750,1,125,1.15,0.58,205,7.5,4.9,9.5,86.3,26.6,72.9,9.5,5
"91",20,"EAS",30,"Jackson, TN",750,2,129,1.15,0.58,207,7,5,9.8,86.6,26.5,73.2,9.2,5
"91",20,"EAS",30,"Jackson, TN",793,1,144,1.19,0.58,224,7.5,4.6,10,87.1,29,70.1,9.3,4.8
"91",20,"EAS",30,"Jackson, TN",793,2,146,1.19,0.6,210,7.8,5,9.6,86.5,28.8,72.9,9.4,5
"91",20,"EAS",30,"Jackson, TN",816,1,129,1.17,0.59,198,6,4.9,8.7,85.1,25.9,70.9,8.9,5
"91",20,"EAS",30,"Jackson, TN",816,2,119,1.16,0.58,209,5.8,4.7,8.9,85.9,28.8,74.6,8.3,5
"91",20,"EAS",30,"Jackson, TN",827,1,131,1.19,0.59,216,7.3,5,8.9,87.1,24.7,75.4,8,5
"91",20,"EAS",30,"Jackson, TN",827,2,129,1.19,0.58,203,7,4.8,8.8,87.4,23.2,75.6,8,5
"91",20,"EAS",30,"Jackson, TN",857,1,127,1.17,0.57,214,7,5.2,9.4,85.6,26.8,75.7,8.8,5.2
"91",20,"EAS",30,"Jackson, TN",857,2,127,1.17,0.57,216,7,5.3,10,86.2,28.3,75.8,8.5,5.4
"91",20,"EAS",30,"Jackson, TN",858,1,146,1.21,0.62,240,5.8,4.6,9.3,87.4,30.1,75.9,8.8,4.8
"91",20,"EAS",30,"Jackson, TN",858,2,143,1.2,0.61,227,6,5.1,9.2,86.4,30.8,75.2,8.7,5.1
"91",20,"EAS",30,"Jackson, TN",859,1,134,1.19,0.6,210,6,4.5,8.4,86.5,26.9,73.4,9,4.7
"91",20,"EAS",30,"Jackson, TN",859,2,138,1.19,0.61,205,6,4.6,8.7,85.9,27.8,74.7,9.1,4.8
"91",20,"EAS",33,"Auburn, AL",473,1,107,1.1,0.54,175,9.3,4,6.5,82.6,21.6,68.2,7.1,4.1
"91",20,"EAS",33,"Auburn, AL",473,2,113,1.11,0.54,181,9,4.3,6.8,83.3,21,69.6,7.5,4.5
"91",20,"EAS",33,"Auburn, AL",513,1,116,1.13,0.54,197,7.3,4.4,6.1,82.7,23.6,66.3,7.6,4.6
"91",20,"EAS",33,"Auburn, AL",513,2,122,1.13,0.54,206,7.3,4.2,6.3,83.1,28.2,61.5,7.1,4.1
"91",20,"EAS",33,"Auburn, AL",570,1,115,1.13,0.53,197,7.5,4.3,6.7,83.2,25.9,68.1,7.9,4.3
"91",20,"EAS",33,"Auburn, AL",570,2,123,1.13,0.54,194,8.3,4.2,6.5,83.6,27.6,64.2,7.5,4.1
"91",20,"EAS",33,"Auburn, AL",578,1,114,1.1,0.54,218,9.5,4.1,7.3,83.3,26.9,66.4,7.1,4.2
"91",20,"EAS",33,"Auburn, AL",578,2,109,1.09,0.55,209,9.3,4.2,6.7,82.4,24.6,66.5,7.4,4.4
"91",20,"EAS",33,"Auburn, AL",649,1,123,1.12,0.55,217,7.5,4.4,6.5,83.2,26.6,68.9,7.8,4.5
"91",20,"EAS",33,"Auburn, AL",649,2,123,1.11,0.55,213,7,4.7,6.5,83.5,27.4,64.2,7.5,4.7
"91",20,"EAS",33,"Auburn, AL",654,1,125,1.13,0.55,221,6.5,4.3,6.4,83.1,28.2,64.9,7.7,4.5
"91",20,"EAS",33,"Auburn, AL",654,2,119,1.13,0.55,206,6.5,4.4,6.4,82.6,27.1,65.5,7,4.4
"91",20,"EAS",33,"Auburn, AL",689,1,109,1.14,0.55,186,9.3,4.3,6.8,83.6,22.1,67.9,6.9,4.3
"91",20,"EAS",33,"Auburn, AL",689,2,100,1.15,0.54,188,9,4.3,6.9,83.5,22.6,65,7,4.4
"91",20,"EAS",33,"Auburn, AL",697,1,104,1.13,0.52,189,8.8,4.2,6.3,82.2,22.8,65.6,7.6,4
"91",20,"EAS",33,"Auburn, AL",697,2,98,1.11,0.53,178,8.8,4.2,6.3,82.9,22.9,65.4,7.9,4.3
"91",20,"EAS",33,"Auburn, AL",706,1,124,1.13,0.52,207,7.5,4.2,6.4,83.5,27.2,66.7,7.6,4.3
"91",20,"EAS",33,"Auburn, AL",706,2,118,1.12,0.54,213,7,4.2,6.4,82.5,25.9,62.8,6.9,4.3
"91",20,"EAS",33,"Auburn, AL",714,1,114,1.13,0.54,199,7.8,4.1,6.4,82.1,25.7,61.5,8,4.2
"91",20,"EAS",33,"Auburn, AL",714,2,111,1.13,0.53,188,7.5,4.3,6.4,83.2,25.6,61.6,7.4,4.2
"91",20,"EAS",33,"Auburn, AL",731,1,129,1.17,0.57,247,6.5,4,6.9,84.5,31.7,66.8,8.1,4.1
"91",20,"EAS",33,"Auburn, AL",731,2,138,1.17,0.53,236,7.3,3.9,6.7,82.3,30.8,64,7.2,4
"91",20,"EAS",33,"Auburn, AL",741,1,129,1.11,0.52,217,7.5,4.4,6.4,81.6,27.5,67,7.9,4.8
"91",20,"EAS",33,"Auburn, AL",741,2,122,1.11,0.52,230,7.8,4.3,6.3,82.7,27.7,65.1,8.4,4.5
"91",20,"EAS",33,"Auburn, AL",750,1,109,1.1,0.54,182,8.5,4.5,7.1,81.7,23.2,61.2,7.1,4.5
"91",20,"EAS",33,"Auburn, AL",750,2,112,1.11,0.53,187,8.8,4.4,7.5,83.4,25.2,64.3,7.6,4.5
"91",20,"EAS",33,"Auburn, AL",793,1,129,1.12,0.55,213,9.3,4.3,7.2,83.3,30.2,62.7,8,4.3
"91",20,"EAS",33,"Auburn, AL",793,2,128,1.13,0.54,220,8.8,4.3,6.8,83.9,27.3,64.1,8.1,4.3
"91",20,"EAS",33,"Auburn, AL",816,1,110,1.11,0.55,188,7,4.5,6.1,82.9,24.1,65.3,7.4,4.6
"91",20,"EAS",33,"Auburn, AL",816,2,110,1.12,0.54,204,7.8,4.5,6.1,81.8,24.6,66.7,7.6,4.3
"91",20,"EAS",33,"Auburn, AL",827,1,108,1.12,0.53,192,9,4.5,6.7,82.9,22.5,67.3,6.9,4.7
"91",20,"EAS",33,"Auburn, AL",827,2,105,1.12,0.54,190,8.3,4.2,6.8,83.7,22.4,67.8,7.2,4.4
"91",20,"EAS",33,"Auburn, AL",857,1,102,1.11,0.53,188,9.5,4.9,7.2,83.1,24.2,67.4,7.3,4.9
"91",20,"EAS",33,"Auburn, AL",857,2,109,1.11,0.52,191,9.5,4.5,7.1,83,25.8,67.3,7,4.5
"91",20,"EAS",33,"Auburn, AL",858,1,119,1.11,0.54,207,7.5,4.7,6.4,82.5,26.1,67.9,7.4,4.8
"91",20,"EAS",33,"Auburn, AL",858,2,118,1.11,0.54,217,7.5,4.6,6.4,83.3,26.4,66.3,7.8,4.8
"91",20,"EAS",33,"Auburn, AL",859,1,120,1.13,0.54,216,7.3,4.1,7.2,83.4,28.7,66.7,8.2,4.3
"91",20,"EAS",33,"Auburn, AL",859,2,121,1.13,0.54,210,7.5,4.3,6.9,83.2,29,65.3,7.8,4.3
"91",20,"EAS",35,"Tifton, GA",513,1,134,1.17,0.58,193,9,4.3,8.5,85,26.8,75,7.4,4.3
"91",20,"EAS",35,"Tifton, GA",513,2,134,1.17,0.58,208,8.5,4.2,8.5,84.7,26.5,74.2,7.2,4.3
"91",20,"EAS",35,"Tifton, GA",578,1,120,1.13,0.56,185,9.8,3.9,8.8,84.2,24.7,74.7,7.9,4.1
"91",20,"EAS",35,"Tifton, GA",578,2,120,1.13,0.58,202,9,4,8.6,83.4,26.1,74.8,7.8,4.1
"91",20,"EAS",35,"Tifton, GA",649,1,137,1.19,0.6,208,8.3,4.6,8.7,84.7,29.3,70.1,7.7,4.4
"91",20,"EAS",35,"Tifton, GA",649,2,138,1.17,0.57,204,9,4.7,9.2,83.7,29.2,76.3,8.4,4.8
"91",20,"EAS",35,"Tifton, GA",654,1,145,1.17,0.58,216,7.8,3.9,8.4,85.2,29.2,73.1,7.7,4.1
"91",20,"EAS",35,"Tifton, GA",654,2,140,1.17,0.59,211,7.5,4.4,8.6,84.5,28.5,74.1,7.9,4.3
"91",20,"EAS",35,"Tifton, GA",689,1,120,1.19,0.57,171,9.8,4.3,9.2,85.3,22.6,75.1,7.5,4.2
"91",20,"EAS",35,"Tifton, GA",689,2,120,1.19,0.57,170,9.3,4.4,8.7,84.4,23.1,76,7.8,4.4
"91",20,"EAS",35,"Tifton, GA",697,1,126,1.15,0.56,177,10.3,4.2,8.8,85.3,24.9,74.8,7.7,4.3
"91",20,"EAS",35,"Tifton, GA",697,2,123,1.15,0.57,181,10,4.3,8.6,84.6,23.4,73.9,7.7,4.3
"91",20,"EAS",35,"Tifton, GA",706,1,141,1.17,0.55,194,7.8,4.4,8.4,84.4,27.3,71.8,7.9,4.4
"91",20,"EAS",35,"Tifton, GA",706,2,139,1.17,0.6,193,8.5,4.1,8.5,85.7,25.9,73.8,7.8,4.3
"91",20,"EAS",35,"Tifton, GA",714,1,134,1.17,0.56,184,8.8,4,8.6,84.8,27.6,73.8,8.8,3.8
"91",20,"EAS",35,"Tifton, GA",714,2,138,1.17,0.59,191,8.8,4.1,8.5,84.9,27.4,73.6,8.4,4.1
"91",20,"EAS",35,"Tifton, GA",731,1,152,1.19,0.57,235,7.3,4,8.3,83.6,29.2,75.3,9,4.3
"91",20,"EAS",35,"Tifton, GA",731,2,143,1.19,0.59,223,8,3.7,8.3,84.7,31.3,74.5,8.3,3.7
"91",20,"EAS",35,"Tifton, GA",741,1,141,1.17,0.58,212,9,4.7,8.8,84.7,28.8,72.2,8.2,4.5
"91",20,"EAS",35,"Tifton, GA",741,2,143,1.17,0.58,211,8.8,4.3,8.5,85,28.2,74.6,7.8,4.2
"91",20,"EAS",35,"Tifton, GA",750,1,132,1.17,0.6,195,9.3,4.5,9.5,85.6,27.3,72.3,8.3,4.4
"91",20,"EAS",35,"Tifton, GA",750,2,131,1.17,0.6,202,10,4.8,9.7,85.9,26.1,73,8.2,4.7
"91",20,"EAS",35,"Tifton, GA",793,1,142,1.17,0.57,207,9.8,4.8,9.2,85.5,29.2,74.6,9.2,4.6
"91",20,"EAS",35,"Tifton, GA",793,2,143,1.17,0.58,212,9.5,4.2,9.3,85.3,28.8,74.6,8.7,4.3
"91",20,"EAS",35,"Tifton, GA",827,1,130,1.17,0.57,172,9,4.5,8.5,84.9,23.7,74.8,8,4.5
"91",20,"EAS",35,"Tifton, GA",827,2,123,1.17,0.56,175,9.5,4.5,8.6,84.9,23.1,77,7.5,4.6
"91",20,"EAS",35,"Tifton, GA",857,1,129,1.17,0.56,187,10.3,4.9,9.6,84.7,28.2,75.2,8.2,4.9
"91",20,"EAS",35,"Tifton, GA",857,2,125,1.17,0.57,195,10.5,4.8,9.6,84.7,27.6,75.5,8,4.6
"91",20,"EAS",35,"Tifton, GA",858,1,140,1.15,0.57,228,7.8,4.5,8.6,84.3,28.6,72.8,8.2,4.4
"91",20,"EAS",35,"Tifton, GA",858,2,135,1.15,0.57,223,8.8,4.3,9.1,85,28.3,77.6,8,4.4
"91",20,"EAS",35,"Tifton, GA",859,1,134,1.19,0.6,210,8.5,4.1,9,85.1,29.8,74.1,8.6,4.3
"91",20,"EAS",35,"Tifton, GA",859,2,136,1.19,0.59,213,8.8,4.1,9,85.2,29.6,72.6,7.9,4.3
"91",20,"EAS",36,"Florence, SC",473,2,120,1.12,0.57,198,9,4.9,9.7,86.4,24.2,75.9,8.2,4.9
"91",20,"EAS",36,"Florence, SC",473,4,114,1.12,0.57,193,9,4.8,10,85.3,24,77.9,8.3,4.9
"91",20,"EAS",36,"Florence, SC",513,2,123,1.15,0.58,211,7.3,4.8,8.9,85.2,25.6,74.1,8.9,4.9
"91",20,"EAS",36,"Florence, SC",513,4,130,1.13,0.57,226,7.8,4.8,9,85.7,27,75,9.4,4.9
"91",20,"EAS",36,"Florence, SC",570,2,134,1.19,0.6,215,6.8,4.5,8.7,86.8,27.2,74.7,9.2,4.5
"91",20,"EAS",36,"Florence, SC",570,4,135,1.15,0.58,212,6.8,4.8,9,85.6,26.9,75.3,9,4.7
"91",20,"EAS",36,"Florence, SC",578,2,121,1.05,0.56,197,9.5,4.8,9.7,84.8,29,73.1,8.8,4.7
"91",20,"EAS",36,"Florence, SC",578,4,119,1.05,0.55,210,9,5.2,10,84,29.4,74.7,8.9,5.3
"91",20,"EAS",36,"Florence, SC",649,2,137,1.15,0.58,224,7.8,5,9.9,85.6,30.7,76.1,8.9,5
"91",20,"EAS",36,"Florence, SC",649,4,135,1.15,0.58,235,6.8,5.2,9.8,84.9,32.2,73.9,8.3,5.4
"91",20,"EAS",36,"Florence, SC",654,2,133,1.17,0.59,209,6.8,4.8,9.1,85.5,29.8,75,8.9,4.8
"91",20,"EAS",36,"Florence, SC",654,4,139,1.17,0.57,230,6,5.2,9.2,85.8,28.9,76.3,9,5.1
"91",20,"EAS",36,"Florence, SC",689,2,125,1.14,0.57,191,8.5,4.9,9.3,86.7,23.4,75.9,9.2,5.1
"91",20,"EAS",36,"Florence, SC",689,4,124,1.13,0.56,189,9.3,5.4,9.2,85.3,24.2,76.1,7.9,5.4
"91",20,"EAS",36,"Florence, SC",697,2,111,1.13,0.57,191,8,4.9,9.1,84.7,24.5,74.2,9,5.1
"91",20,"EAS",36,"Florence, SC",697,4,118,1.13,0.57,202,8,5.3,8.9,84.7,24.8,75.1,9,5.4
"91",20,"EAS",36,"Florence, SC",706,2,137,1.17,0.59,215,6.3,5.2,9,85.3,28.7,74.2,8.6,5.3
"91",20,"EAS",36,"Florence, SC",706,4,139,1.19,0.61,218,6.8,5.1,8.9,85.6,28.9,75.1,8.8,5.2
"91",20,"EAS",36,"Florence, SC",714,2,128,1.15,0.58,200,8,4.9,9.2,85.2,27.3,74.6,9.1,4.9
"91",20,"EAS",36,"Florence, SC",714,4,129,1.15,0.57,215,7,5.1,9.7,86.4,26.6,73.1,9.2,5
"91",20,"EAS",36,"Florence, SC",731,2,146,1.15,0.57,253,6,4.7,9.2,85.3,31.9,75.3,9.1,4.8
"91",20,"EAS",36,"Florence, SC",731,4,148,1.15,0.56,237,6.3,4.7,9,84.4,30.6,73.2,8.8,4.8
"91",20,"EAS",36,"Florence, SC",741,2,140,1.13,0.57,225,6.8,5.2,9.9,85.7,31.2,74.4,9.1,5.3
"91",20,"EAS",36,"Florence, SC",741,4,136,1.13,0.59,222,7.5,5.3,9.9,84.8,32.6,73.8,9.2,5.5
"91",20,"EAS",36,"Florence, SC",750,2,124,1.13,0.6,212,7.5,5.2,9.7,86.8,25.6,73.5,9,5.3
"91",20,"EAS",36,"Florence, SC",750,4,124,1.13,0.59,220,7.8,5,10,86.2,27.8,72.8,9.1,4.9
"91",20,"EAS",36,"Florence, SC",793,2,126,1.13,0.57,232,7.8,5.1,9.6,85.9,29.4,73.6,9.6,5
"91",20,"EAS",36,"Florence, SC",793,4,128,1.13,0.57,226,7.8,5,9.6,85.3,27.8,71.9,9.8,5
"91",20,"EAS",36,"Florence, SC",816,2,133,1.15,0.57,212,6.8,4.8,9,85.3,27.7,74.9,8.6,5
"91",20,"EAS",36,"Florence, SC",816,4,123,1.12,0.57,202,6.5,5.3,8.9,84.7,27.2,75.7,9.1,5.3
"91",20,"EAS",36,"Florence, SC",827,2,125,1.14,0.57,193,8.5,4.6,9.9,86.5,26.1,77.2,8,4.7
"91",20,"EAS",36,"Florence, SC",827,4,116,1.14,0.53,197,8,5.2,9.8,85.2,25.4,75.8,8.4,5.4
"91",20,"EAS",36,"Florence, SC",857,2,127,1.17,0.58,221,8,5.1,10,85.5,27.9,77,8.6,5
"91",20,"EAS",36,"Florence, SC",857,4,132,1.17,0.58,216,8,5.4,10,85.1,29.1,76.6,8.6,5.4
"91",20,"EAS",36,"Florence, SC",858,2,133,1.13,0.56,207,7.3,5,9.5,85.2,30.4,71.8,8.4,5.2
"91",20,"EAS",36,"Florence, SC",858,4,136,1.13,0.57,216,6.5,5.5,9.6,85.3,29.8,72,8.2,5.4
"91",20,"EAS",36,"Florence, SC",859,2,134,1.13,0.57,211,6.8,5.1,9.6,84.7,30.4,72.8,9.6,5.2
"91",20,"EAS",36,"Florence, SC",859,4,130,1.13,0.59,211,6.8,4.8,9.5,86.1,30.2,72.8,9,5
"91",20,"EAS",87,"Belle Mina, AL",473,1,117,1.04,0.49,203,9.3,3.8,5.9,81.8,24,68.4,7.4,3.8
"91",20,"EAS",87,"Belle Mina, AL",473,2,111,1.01,0.49,200,8.5,4.3,5.9,81.8,21.5,67.2,7.9,4.4
"91",20,"EAS",87,"Belle Mina, AL",513,1,115,1.08,0.53,217,7.3,4.6,5.5,79.9,25,62.8,7.5,4.7
"91",20,"EAS",87,"Belle Mina, AL",513,2,137,1.08,0.52,222,7.5,4.4,5.7,82,25.3,62.2,7.3,4.5
"91",20,"EAS",87,"Belle Mina, AL",570,1,129,1.1,0.52,221,7.3,3.7,6.7,82.2,30.9,65.4,7.5,3.9
"91",20,"EAS",87,"Belle Mina, AL",570,2,111,1.03,0.51,212,6.8,4.5,5.6,81.4,26.9,65.2,8.4,4.5
"91",20,"EAS",87,"Belle Mina, AL",578,1,124,1.05,0.52,232,8.8,4.4,5.9,81.5,25.6,65.4,6.7,4.3
"91",20,"EAS",87,"Belle Mina, AL",578,2,129,1.03,0.52,244,9.3,4.2,6,82.3,28,63.5,7.6,4.3
"91",20,"EAS",87,"Belle Mina, AL",649,1,134,1.07,0.51,251,7.5,4.3,5.9,82.2,28.5,69.1,7.3,4.2
"91",20,"EAS",87,"Belle Mina, AL",649,2,128,1.07,0.53,241,7.5,4.3,6.3,81.9,29.5,69.3,7.8,4.3
"91",20,"EAS",87,"Belle Mina, AL",654,1,119,1.05,0.51,219,6.8,4,6,82.5,28.7,65.9,7,4.2
"91",20,"EAS",87,"Belle Mina, AL",654,2,128,1.05,0.52,227,7.3,4.3,5.9,81.8,28.5,65.9,7.5,4.3
"91",20,"EAS",87,"Belle Mina, AL",689,1,116,1.08,0.53,196,8.5,4.4,6.3,81.8,24.4,68.3,8,4.4
"91",20,"EAS",87,"Belle Mina, AL",689,2,113,1.07,0.51,189,8.5,4.6,6,81.5,22.4,67.7,7.8,4.7
