"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
"28","16",14,40,"DEL",184,"Keiser, AR",1453,"phy 399wrf",3,"3.95","0.84","1.25","85.6","6.3","30.9","8.6999999999999993","82.9","6.6","84.08","103","6","0.99","12","1.1399999999999999","3.6","1.33","166.3","3.6","0.93"
"28","9",14,40,"DEL",184,"Keiser, AR",1457,"dp 1321b2rf",1,"4.1900000000000004","0.84","1.218","84.5","6.5","31.5","8.9","83.4","6","81.650000000000006","109","7","0.98","12","1.1200000000000001","3.5","1.3","182","2.9","0.96"
"28","10",14,40,"DEL",184,"Keiser, AR",1457,"dp 1321b2rf",3,"4.66","0.85","1.181","84.9","6.7","31.1","9.4","82.2","5.9","77.42","91","2","0.92","15","1.06","4.7","1.23","173","3.9","0.92"
"28","13",14,40,"DEL",184,"Keiser, AR",1465,"ng 1511b2rf",1,"4.8099999999999996","0.86","1.2050000000000001","84.8","6.4","31","8.9","83.7","6.4","2.5499999999999998","87","3","0.98","12","1.1200000000000001","3.6","1.3","175.7","3.3","0.93"
"28","14",14,40,"DEL",184,"Keiser, AR",1465,"ng 1511b2rf",3,"4.38","0.85","1.2130000000000001","85.5","6.5","32.200000000000003","8.9","83.9","6.2","86.25","80","5","0.98","12","1.1100000000000001","3.6","1.28","178","2.8","0.94"
"28","19",14,40,"DEL",184,"Keiser, AR",1468,"st 4946glb2",1,"4.5599999999999996","0.85","1.238","87","5.8","33.5","9.1","81","6.9","79.62","101","1","0.95","16","1.1100000000000001","4.5","1.31","190.3","2.5","1.02"
"28","20",14,40,"DEL",184,"Keiser, AR",1468,"st 4946glb4",3,"3.8","0.83","1.242","86.5","5.9","32.4","9","82.4","7.5","78","111","4","0.89","20","1.07","6.5","1.28","162.30000000000001","4.2","0.94"
"28","17",14,40,"DEL",184,"Keiser, AR",1481,"phy 427wrf",1,"4.1900000000000004","0.84","1.206","85.6","6.4","31.4","9.1","82.2","6.9","70.349999999999994","116","3","0.97","13","1.1100000000000001","4","1.28","178","2.4","0.98"
"28","18",14,40,"DEL",184,"Keiser, AR",1481,"phy 427wrf",3,"4.33","0.85","1.214","85.2","6.8","32.4","8.8000000000000007","81.599999999999994","6.6","76.540000000000006","97","4","0.95","14","1.1000000000000001","4.2","1.28","173.7","2.9","0.96"
"60","49",14,52,"WES",9,"Pecos, TX(irri)",1361,"phy 755wrf",1,"4.54","0.85","1.2370000000000001","85.6","6.5","35.299999999999997","9","81.5","7.8","86.14","105","7","0.96","14","1.1200000000000001","4.2","1.32","177","2.5","0.98"
"60","50",14,52,"WES",9,"Pecos, TX(irri)",1361,"phy 755wrf",2,"4.5199999999999996","0.85","1.218","83.9","6.8","35.299999999999997","9.4","80.7","7.5","97.45","145","10","0.93","16","1.1100000000000001","5","1.31","172.7","2.9","0.97"
"60","41",14,52,"WES",9,"Pecos, TX(irri)",1404,"phy 499wrf",1,"4.7300000000000004","0.85","1.1080000000000001","83.2","8.6","29.5","9.3000000000000007","79.900000000000006","7.2","71.56","198","9","0.81","22","0.98","7.6","1.1599999999999999","177.3","3.8","0.94"
"60","42",14,52,"WES",9,"Pecos, TX(irri)",1404,"phy 499wrf",2,"4.88","0.86","1.1240000000000001","84.7","7.1","31.5","9.3000000000000007","81.2","7.2","82.93","179","5","0.83","21","0.99","7","1.1599999999999999","179","3.7","0.94"
"60","37",14,52,"WES",9,"Pecos, TX(irri)",1412,"dp 0912b2rf",1,"5.33","0.86","1.0740000000000001","82.6","8.6","28.3","9.4","79.400000000000006","6.8","65.14","155","7","0.82","17","0.96","5.9","1.1200000000000001","202.7","2.1","1"
"60","38",14,52,"WES",9,"Pecos, TX(irri)",1412,"dp 0912b2rf",2,"5.26","0.87","1.075","82.8","8.8000000000000007","27.1","8","81.2","7.1","71.290000000000006","173","14","0.8","21","0.94","7.1","1.1200000000000001","191.3","2.8","0.98"
"60","43",14,52,"WES",9,"Pecos, TX(irri)",1426,"phy 725rf",1,"4.54","0.85","1.177","83.3","7.5","34.4","9.3000000000000007","79.5","7.9","85.04","177","8","0.87","17","1.03","5.8","1.22","173.3","3","0.97"
"60","44",14,52,"WES",9,"Pecos, TX(irri)",1426,"phy 725rf",2,"4.74","0.85","1.145","83.5","7.3","33.799999999999997","9.6999999999999993","80.3","7.8","87.48","147","7","0.87","16","1.02","5.5","1.2","176.7","2.7","0.98"
"60","39",14,52,"WES",9,"Pecos, TX(irri)",1441,"fm 2484b2f",1,"4.7300000000000004","0.86","1.1859999999999999","84.4","7.2","31","7.9","83.4","5.7","84.72","158","9","0.89","19","1.06","5.8","1.26","177.3","2.6","0.99"
"60","40",14,52,"WES",9,"Pecos, TX(irri)",1441,"fm 2484b2f",2,"4.7","0.86","1.1759999999999999","84","7.7","30.9","7.8","85.1","6.4","85.4","158","3","0.84","21","1.01","6.9","1.2","176.7","3.2","0.97"
"60","45",14,52,"WES",9,"Pecos, TX(irri)",1473,"dp 1359b2rf",1,"4.7","0.86","1.1679999999999999","82.9","8.4","30.7","8.1","83.6","7.2","77.260000000000005","135","5","0.81","24","1","8","1.22","175.7","3.6","0.95"
"60","46",14,52,"WES",9,"Pecos, TX(irri)",1473,"dp 1359b2rf",2,"4.7","0.85","1.145","81.900000000000006","9.6","31.1","8.8000000000000007","83.5","7.1","71.14","173","4","0.8","26","1","8.8000000000000007","1.22","173.3","3.9","0.96"
"60","47",14,52,"WES",9,"Pecos, TX(irri)",1474,"fm 2322gl",1,"4.6900000000000004","0.87","1.1499999999999999","82.3","8","32.4","7.3","81.400000000000006","6.3","0.23","165","9","0.84","19","1","6.4","1.19","168","2.7","0.99"
"60","48",14,52,"WES",9,"Pecos, TX(irri)",1474,"fm 2322gl",2,"4.59","0.86","1.127","82.9","8.6","30.9","7","81.8","6.7","94.16","185","7","0.79","23","0.96","8.3000000000000007","1.1599999999999999","163","3.5","0.97"
"36","27",14,52,"WES",108,"Five Points, CA",1361,"phy 755wrf",1,"4.59","0.86","1.2569999999999999","83.4","6.8","38","7.7","79.599999999999994","8.6999999999999993","91.42","231","13","0.92","20","1.1200000000000001","6.1","1.35","171","2.7","0.98"
"36","28",14,52,"WES",108,"Five Points, CA",1361,"phy 755wrf",2,"4.53","0.86","1.2849999999999999","84.3","6","36.9","8.3000000000000007","80.3","8.4","79.489999999999995","212","13","0.89","21","1.1000000000000001","6.6","1.35","171","2.9","0.97"
"36","19",14,52,"WES",108,"Five Points, CA",1404,"phy 499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","20",14,52,"WES",108,"Five Points, CA",1404,"phy 499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","15",14,52,"WES",108,"Five Points, CA",1412,"dp 0912b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","16",14,52,"WES",108,"Five Points, CA",1412,"dp 0912b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1412,"dp 0912b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1412,"dp 0912b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","21",14,52,"WES",108,"Five Points, CA",1426,"phy 725rf",1,"4.54","0.86","1.26","82.7","7.3","35.5","8.1","78","8.9","85.79","205","5","0.88","21","1.07","6.6","1.29","169.7","3.6","0.95"
"36","22",14,52,"WES",108,"Five Points, CA",1426,"phy 725rf",2,"4.54","0.86","1.258","84.2","6.7","34.5","7.5","79.5","8.6999999999999993","82.67","206","11","0.88","22","1.07","6.9","1.3","167.3","3.6","0.95"
".",".",14,52,"WES",108,"Five Points, CA",1426,"phy 725rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1426,"phy 725rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","17",14,52,"WES",108,"Five Points, CA",1441,"fm 2484b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","18",14,52,"WES",108,"Five Points, CA",1441,"fm 2484b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1441,"fm 2484b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1441,"fm 2484b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","23",14,52,"WES",108,"Five Points, CA",1473,"dp 1359b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","24",14,52,"WES",108,"Five Points, CA",1473,"dp 1359b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1473,"dp 1359b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,52,"WES",108,"Five Points, CA",1473,"dp 1359b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","25",14,52,"WES",108,"Five Points, CA",1474,"fm 2322gl",1,"4.72","0.87","1.1739999999999999","83.2","8.1999999999999993","32","6.5","82.1","8.1","76.64","210","8","0.86","21","1.04","6.8","1.25","166","3.3","0.97"
"36","26",14,52,"WES",108,"Five Points, CA",1474,"fm 2322gl",2,"4.7699999999999996","0.87","1.1859999999999999","83.4","7.8","32.799999999999997","7","80.2","7.6","0.57999999999999996","183","13","0.86","21","1.04","6.7","1.25","169","2.9","0.98"
"63","13",14,52,"WES",155,"Las cruces, NM",1361,"phy 755wrf",1,"4.4800000000000004","0.85","1.2669999999999999","85.6","6.3","35.1","9.5","77","8.1","68.95","115","4","0.91","18","1.1000000000000001","5.7","1.32","179.7","3.1","0.99"
"63","14",14,52,"WES",155,"Las cruces, NM",1361,"phy 755wrf",2,"4.4400000000000004","0.84","1.28","85.6","5.6","34.6","10","78.3","8","80.88","75","1","0.97","15","1.1399999999999999","4.5","1.35","181","2.4","1"
"63","5",14,52,"WES",155,"Las cruces, NM",1404,"phy 499wrf",1,"4.8899999999999997","0.84","1.1879999999999999","84.9","7.3","31.4","10.9","76.5","7.1","92.65","118","9","0.88","22","1.07","7.1","1.28","179.7","3.6","0.93"
"63","6",14,52,"WES",155,"Las cruces, NM",1404,"phy 499wrf",2,"4.9800000000000004","0.85","1.1890000000000001","84.2","7.3","30.5","10.6","78.2","7.5","76.73","105","4","0.87","20","1.04","6.8","1.24","179.3","3.6","0.92"
"63","1",14,52,"WES",155,"Las cruces, NM",1412,"dp 0912b2rf",1,"5.21","0.86","1.173","84.8","7.1","28.5","9.8000000000000007","78.099999999999994","7.4","74.28","99","3","0.86","18","1.01","5.8","1.18","198","3.3","0.96"
"63","2",14,52,"WES",155,"Las cruces, NM",1412,"dp 0912b2rf",2,"5.23","0.86","1.1890000000000001","85.5","6.9","30.4","9.6999999999999993","78.900000000000006","7.2","74.45","93","6","0.89","17","1.05","5.5","1.23","194","3","0.96"
"63","7",14,52,"WES",155,"Las cruces, NM",1426,"phy 725rf",1,"4.49","0.84","1.3009999999999999","86.3","5.6","35.4","10","78.099999999999994","7.9","77.03","88","3","0.95","17","1.1399999999999999","5.0999999999999996","1.36","172","3","0.96"
"63","8",14,52,"WES",155,"Las cruces, NM",1426,"phy 725rf",2,"4.54","0.85","1.2370000000000001","84.8","6.4","33.700000000000003","9.1","75.8","7.8","73.349999999999994","111","11","0.85","22","1.03","7.7","1.25","172.7","3.6","0.96"
"63","3",14,52,"WES",155,"Las cruces, NM",1441,"fm 2484b2f",1,"4.13","0.84","1.2849999999999999","85.9","5.9","31.3","8.1999999999999993","81.5","6.6","70.22","127","5","0.87","23","1.08","7.3","1.33","159.69999999999999","4.0999999999999996","0.94"
"63","4",14,52,"WES",155,"Las cruces, NM",1441,"fm 2484b2f",2,"4.59","0.85","1.266","83.7","6.6","30.4","8.5","82.5","6.6","64.56","127","3","0.83","25","1.06","8.4","1.31","158.69999999999999","4.5999999999999996","0.93"
"63","9",14,52,"WES",155,"Las cruces, NM",1473,"dp 1359b2rf",1,"4.66","0.85","1.208","83.2","8.4","33.4","8.9","79.400000000000006","7.7","65.55","110","1","0.83","25","1.04","8.6","1.28","170.3","4.0999999999999996","0.95"
"63","10",14,52,"WES",155,"Las cruces, NM",1473,"dp 1359b2rf",2,"4.58","0.86","1.218","84.5","7.8","33.299999999999997","8.4","80.2","7.3","77.16","146","5","0.8","27","1.01","9.5","1.25","177","3.8","0.95"
"63","11",14,52,"WES",155,"Las cruces, NM",1474,"fm 2322gl",1,"4.5199999999999996","0.86","1.248","84.7","6.9","33.700000000000003","7.7","79.5","7","76.64","86","3","0.89","18","1.07","5.7","1.28","167","2.9","0.99"
"63","12",14,52,"WES",155,"Las cruces, NM",1474,"fm 2322gl",2,"4.41","0.86","1.19","83.6","7.4","32.6","7.6","80.8","7.5","84.38","104","3","0.87","20","1.06","6.5","1.26","165.3","3.5","0.99"
"36","13",14,60,"PIM",112,"Lemore, CA",1272,"dp 340",1,"4.13","0.86","1.3979999999999999","87","4.9000000000000004","40.1","7.1","72.3","11","90.73","149","4","0.95","21","1.19","5.9","1.45","145.69999999999999","3.3","0.96"
"36","14",14,60,"PIM",112,"Lemore, CA",1272,"dp 340",2,"4.13","0.85","1.387","86.8","5","39.299999999999997","7.7","72.8","11","12.17","131","1","1.06","15","1.26","3.8","1.51","150.69999999999999","2.6","0.98"
"36","3",14,60,"PIM",112,"Lemore, CA",1432,"phy 805",1,"3.96","0.85","1.3979999999999999","87","4.9000000000000004","43.3","7.4","71.8","11","98.57","119","3","1.07","13","1.25","3.2","1.48","157.69999999999999","2","1"
"36","4",14,60,"PIM",112,"Lemore, CA",1432,"phy 805",2,"4.16","0.86","1.42","87.7","4.9000000000000004","42.7","7.4","70","11","87.2","116","3","1.03","16","1.23","3.9","1.48","156","2.2000000000000002","0.99"
"36","1",14,60,"PIM",112,"Lemore, CA",1433,"phy 802",1,"3.87","0.85","1.4750000000000001","88","4.9000000000000004","45.4","7.8","71","11","7.52","219","12","0.97","22","1.23","6.1","1.51","141","3.9","0.95"
"36","2",14,60,"PIM",112,"Lemore, CA",1433,"phy 802",2,"3.91","0.85","1.4590000000000001","87.3","4.9000000000000004","40.700000000000003","7.5","69.8","11","78.98","241","15","1.04","19","1.3","4.5999999999999996","1.58","146.69999999999999","3.1","0.97"
"36","7",14,60,"PIM",112,"Lemore, CA",1471,"dp 358rf",1,"3.98","0.85","1.454","88.2","4.9000000000000004","44.1","7.2","70.400000000000006","11","85.77","153","1","1.05","15","1.27","3.7","1.51","151.30000000000001","2.6","0.98"
"36","8",14,60,"PIM",112,"Lemore, CA",1471,"dp 358rf",2,"4.0199999999999996","0.85","1.4470000000000001","88.5","4.9000000000000004","41","7.2","71.7","10","0.02","134","1","1.1100000000000001","12","1.3","2.8","1.53","160","1.8","1.01"
"36","5",14,60,"PIM",112,"Lemore, CA",1472,"phy 811rf",1,"3.94","0.85","1.409","88","4.9000000000000004","41.4","8.1","72.099999999999994","11","92.81","149","8","1.05","16","1.26","3.8","1.51","148.69999999999999","2.6","0.98"
"36","6",14,60,"PIM",112,"Lemore, CA",1472,"phy 811rf",2,"3.93","0.85","1.43","88.2","4.9000000000000004","40.299999999999997","7.4","72.599999999999994","11","90.48","95","5","1.1100000000000001","14","1.32","3.1","1.58","154.30000000000001","2.4","0.99"
"36","9",14,60,"PIM",112,"Lemore, CA",1493,"mon 13r348r2p",1,"4.0199999999999996","0.85","1.446","88.4","4.9000000000000004","42.8","7.9","71.900000000000006","11","92.97","113","5","1.01","16","1.21","4","1.45","145.30000000000001","2.8","0.96"
"36","10",14,60,"PIM",112,"Lemore, CA",1493,"mon 13r348r2p",2,"4.0999999999999996","0.85","1.4910000000000001","89.2","4.9000000000000004","43.1","7.3","70.8","11","3.76","109","1","1.1200000000000001","12","1.3","2.8","1.53","160.30000000000001","1.8","1.01"
"36","11",14,60,"PIM",112,"Lemore, CA",1494,"mon 12r254r2p",1,"4.1900000000000004","0.86","1.397","88.1","4.9000000000000004","42.6","7.2","72.900000000000006","11","88.68","119","3","1.07","13","1.27","3.2","1.51","158.30000000000001","2","1.01"
"36","12",14,60,"PIM",112,"Lemore, CA",1494,"mon 12r254r2p",2,"4.17","0.86","1.391","86.7","4.9000000000000004","44","7.2","70.7","11","1.94","189","3","1.01","16","1.22","4.2","1.46","153","2.5","1"
"63","27",14,60,"PIM",155,"Las cruces, NM",1272,"dp 340",1,"4.8","0.87","1.355","87.9","4.9000000000000004","44.9","8.4","71","11","0.87","90","2","1","15","1.18","3.9","1.4","170.3","2","1.03"
"63","28",14,60,"PIM",155,"Las cruces, NM",1272,"dp 340",2,"4.6900000000000004","0.86","1.321","87","5","42.4","8.1","70.3","11","95.8","151","3","0.94","18","1.1299999999999999","4.9000000000000004","1.36","169","2.2999999999999998","1.02"
"63","17",14,60,"PIM",155,"Las cruces, NM",1432,"phy 805",1,"4.41","0.86","1.403","86.7","4.9000000000000004","46.5","8","70.599999999999994","11","84.41","163","2","0.99","17","1.19","4.5999999999999996","1.44","159.69999999999999","2.4","1.01"
"63","18",14,60,"PIM",155,"Las cruces, NM",1432,"phy 805",2,"5.01","0.87","1.3740000000000001","88.9","4.9000000000000004","48.8","8","70","11","97.48","81","4","1.05","15","1.24","3.8","1.47","175.7","1.9","1.05"
"63","15",14,60,"PIM",155,"Las cruces, NM",1433,"phy 802",1,"4.16","0.85","1.421","88.2","4.9000000000000004","48.6","8.1","71.3","11","1.66","102","1","1.05","15","1.26","3.7","1.52","157.30000000000001","2.2000000000000002","1.01"
"63","16",14,60,"PIM",155,"Las cruces, NM",1433,"phy 802",2,"4.51","0.86","1.42","89.4","4.9000000000000004","46.7","8.8000000000000007","71.5","11","93.18","114","2","1.01","17","1.21","4.5999999999999996","1.45","161","2.9","1.01"
"63","21",14,60,"PIM",155,"Las cruces, NM",1471,"dp 358rf",1,"4.28","0.85","1.4279999999999999","88","4.9000000000000004","46.6","8.5","70.8","11","98.84","92","3","1.01","17","1.23","4.4000000000000004","1.48","157","2.5","1.01"
"63","22",14,60,"PIM",155,"Las cruces, NM",1471,"dp 358rf",2,"4.3","0.85","1.411","87.9","4.9000000000000004","47.6","8.6","72.900000000000006","11","90.81","104","1","0.98","17","1.19","4.7","1.43","157","2.5","1"
"63","19",14,60,"PIM",155,"Las cruces, NM",1472,"phy 811rf",1,"3.98","0.85","1.375","86.5","4.9000000000000004","47.5","8.6","71.2","11","4.92","117","1","1.03","16","1.24","3.9","1.47","157.30000000000001","2.4","1.01"
"63","20",14,60,"PIM",155,"Las cruces, NM",1472,"phy 811rf",2,"4.21","0.85","1.4239999999999999","87.4","4.9000000000000004","45.2","8.3000000000000007","70.599999999999994","11","84.31","137","5","0.98","18","1.19","4.8","1.44","157","2.8","1"
"63","23",14,60,"PIM",155,"Las cruces, NM",1493,"mon 13r348r2p",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","24",14,60,"PIM",155,"Las cruces, NM",1493,"mon 13r348r2p",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","25",14,60,"PIM",155,"Las cruces, NM",1494,"mon 12r254r2p",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","26",14,60,"PIM",155,"Las cruces, NM",1494,"mon 12r254r2p",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","83",14,71,"RHQ",19,"College Station, TX",1397,"dp 1050b2rf",1,"4.29","0.85","1.1970000000000001","84.6","6.7","29.8","8.6","76.400000000000006","6.9","63.33","91","4","0.93","15","1.0900000000000001","4.5999999999999996","1.28","175.3","3.3","0.93"
"26","84",14,71,"RHQ",19,"College Station, TX",1397,"dp 1050b2rf",3,"4.6500000000000004","0.86","1.2070000000000001","85.2","7.2","28.7","8","76","6.7","62.11","87","13","0.93","17","1.0900000000000001","5.0999999999999996","1.29","181.3","3.2","0.95"
"26","75",14,71,"RHQ",19,"College Station, TX",1426,"phy 725rf",1,"4.18","0.85","1.248","84","6.8","34.299999999999997","7.9","72.7","7.7","75.760000000000005","215","22","0.87","21","1.07","6.4","1.28","168","3.5","0.96"
"26","76",14,71,"RHQ",19,"College Station, TX",1426,"phy 725rf",3,"4.1900000000000004","0.85","1.268","85.3","5.9","36.299999999999997","7.7","71.3","6.7","71.680000000000007","125","21","0.95","16","1.1200000000000001","4.8","1.33","171.7","2.9","1"
"26","85",14,71,"RHQ",19,"College Station, TX",1436,"dp 1219b2rf",1,"4.24","0.86","1.1919999999999999","83.6","7.9","32.9","7","74.8","5.8","73.319999999999993","93","11","0.85","22","1.03","7.3","1.25","167","3.3","0.97"
"26","86",14,71,"RHQ",19,"College Station, TX",1436,"dp 1219b2rf",3,"4.49","0.86","1.224","83.5","7.5","33.1","7.2","74.7","5.9","71.75","163","9","0.82","26","1.03","8.6999999999999993","1.26","171.7","3.9","0.95"
"26","73",14,71,"RHQ",19,"College Station, TX",1441,"fm 2484b2f",1,"4.17","0.86","1.2569999999999999","85.5","6.5","34.5","6.6","74.8","5.4","77","113","12","0.92","19","1.1100000000000001","5.5","1.34","169.7","3.3","0.98"
"26","74",14,71,"RHQ",19,"College Station, TX",1441,"fm 2484b2f",3,"3.84","0.85","1.232","85","6.7","34.9","6.8","77.5","5.5","81.27","151","25","0.88","20","1.07","6.1","1.27","164","3.3","0.97"
"26","87",14,71,"RHQ",19,"College Station, TX",1457,"dp 1321b2rf",1,"4.32","0.86","1.206","85","6.8","32.5","7.3","71.900000000000006","5.3","72.75","80","11","0.93","15","1.08","4.5","1.26","190","2.4","1"
"26","88",14,71,"RHQ",19,"College Station, TX",1457,"dp 1321b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","93",14,71,"RHQ",19,"College Station, TX",1459,"px 4444-13wrf",1,"3.79","0.84","1.282","85.4","5.9","32.5","7.2","78","6.3","65.25","150","13","0.91","21","1.1100000000000001","6.4","1.34","158","4.3","0.92"
"26","94",14,71,"RHQ",19,"College Station, TX",1459,"px 4444-13wrf",3,"3.93","0.85","1.28","85.6","6","31","7.4","75.599999999999994","6","70.36","134","9","0.93","20","1.1299999999999999","6","1.37","160.30000000000001","4.3","0.92"
"26","91",14,71,"RHQ",19,"College Station, TX",1470,"phy 575wrf",1,"4.09","0.85","1.224","83.6","7.3","31.3","8","76.3","6","62.2","109","5","0.9","20","1.0900000000000001","6.3","1.32","164.7","3.8","0.92"
"26","92",14,71,"RHQ",19,"College Station, TX",1470,"phy 575wrf",1,"4.05","0.84","1.24","84.7","7.5","29.5","7.8","74","6.3","60.51","165","21","0.86","23","1.06","7.5","1.3","154","5.3","0.87"
"26","99",14,71,"RHQ",19,"College Station, TX",1474,"fm 2322gl",1,"4.42","0.87","1.198","82.2","8.1999999999999993","32.200000000000003","6.3","73.8","6.4","83.52","142","19","0.84","22","1.03","7.4","1.25","154.69999999999999","3.3","0.96"
"26","100",14,71,"RHQ",19,"College Station, TX",1474,"fm 2322gl",3,"4.1100000000000003","0.86","1.214","84.3","7.4","33.799999999999997","5.8","75.2","6.8","80.73","133","12","0.91","17","1.0900000000000001","5.2","1.29","159.69999999999999","2.7","0.98"
"26","89",14,71,"RHQ",19,"College Station, TX",1482,"dp 1410b2rf",1,"4.03","0.85","1.2849999999999999","85.5","5.7","31.5","7","73.7","6","67.73","137","11","0.92","20","1.1299999999999999","6.1","1.37","163.69999999999999","3.6","0.96"
"26","90",14,71,"RHQ",19,"College Station, TX",1482,"dp 1410b2rf",3,"3.81","0.85","1.266","83.5","6.9","32","6.5","74.5","6.3","77.14","130","13","0.88","21","1.0900000000000001","6.7","1.32","155","3.9","0.93"
"26","101",14,71,"RHQ",19,"College Station, TX",1483,"fm 2334glt",1,"4.41","0.86","1.2749999999999999","85.5","6.3","33.799999999999997","6.5","77.3","5.6","79.19","110","10","0.96","16","1.1399999999999999","4.5","1.36","164","2.8","0.96"
"26","102",14,71,"RHQ",19,"College Station, TX",1483,"fm 2334glt",3,"4.42","0.86","1.264","85.8","5.8","32.5","6.8","77.900000000000006","5.3","71.849999999999994","108","17","0.96","16","1.1399999999999999","4.8","1.35","164","3","0.96"
"26","95",14,71,"RHQ",19,"College Station, TX",1484,"px 4478-20wrf",1,"4.16","0.84","1.266","86.5","5.9","31","9.5","73.400000000000006","5.8","71.37","137","23","0.96","15","1.1200000000000001","4.2","1.32","173","3.2","0.91"
"26","96",14,71,"RHQ",19,"College Station, TX",1484,"px 4478-20wrf",3,"4.2699999999999996","0.84","1.246","86.5","6.3","32.9","9.3000000000000007","75.3","6.1","68.67","128","11","0.95","16","1.1100000000000001","4.5","1.31","172.3","3.4","0.92"
"26","97",14,71,"RHQ",19,"College Station, TX",1485,"px 4539-15wrf",1,"4.22","0.85","1.27","86.7","5.7","31.7","7.7","77.5","6.5","73.59","153","7","0.97","16","1.1499999999999999","4.5","1.36","173","3.5","0.94"
"26","98",14,71,"RHQ",19,"College Station, TX",1485,"px 4539-15wrf",3,"4.3099999999999996","0.85","1.248","86.5","6.8","31.8","7.6","77","6.4","65.05","115","7","0.97","16","1.1399999999999999","4.5","1.34","173.3","3.3","0.93"
"26","105",14,71,"RHQ",19,"College Station, TX",1486,"tam 11k-13els",1,"3.64","0.85","1.4430000000000001","87.1","4.9000000000000004","36.4","6","72.7","5.9","69.290000000000006","183","27","1.03","18","1.26","4.5999999999999996","1.53","152","3.5","0.95"
"26","106",14,71,"RHQ",19,"College Station, TX",1486,"tam 11k-13els",3,"3.41","0.84","1.3879999999999999","86.3","4.9000000000000004","36.1","6.2","73.400000000000006","6.1","79.56","213","33","1.04","17","1.26","4.4000000000000004","1.52","147.30000000000001","3.4","0.94"
"26","103",14,71,"RHQ",19,"College Station, TX",1487,"dp 05069",1,"3.93","0.85","1.276","86.1","5.8","34.5","7","75.8","6","84.04","120","17","0.97","15","1.1399999999999999","4.4000000000000004","1.35","159.69999999999999","3.2","0.94"
"26","104",14,71,"RHQ",19,"College Station, TX",1487,"dp 05069",3,"4.07","0.85","1.296","85","5.8","32.6","6.9","74.099999999999994","6","84.43","114","18","0.98","15","1.1499999999999999","4.3","1.37","164.7","3.1","0.95"
