"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
"60","5",14,11,"PLA",12,"Lubbock, TX",1404,"phy 499wrf",1,"4.93","0.84","1.052","81.400000000000006","10","29.9","11.2","80.099999999999994","6.7","77.64","238","15","0.79","21","0.93","7.2","1.1000000000000001","183.3","3.1","0.95"
"60","6",14,11,"PLA",12,"Lubbock, TX",1404,"phy 499wrf",2,"4.9400000000000004","0.85","1.0720000000000001","83.3","8.3000000000000007","32.700000000000003","11.1","82.1","6.9","93.91","186","11","0.83","17","0.96","5.7","1.1200000000000001","183.7","2.8","0.96"
"60","1",14,11,"PLA",12,"Lubbock, TX",1412,"dp 0912b2rf",1,"5.09","0.86","1.1140000000000001","82.9","7.9","31","10","81.5","6.7","82.92","192","8","0.83","19","0.98","6.1","1.1499999999999999","181.3","3.3","0.95"
"60","2",14,11,"PLA",12,"Lubbock, TX",1412,"dp 0912b2rf",2,"4.82","0.85","1.0269999999999999","80.3","11","27.1","9","78.400000000000006","6.8","84.18","323","17","0.71","29","0.88","11.1","1.07","176.3","4.9000000000000004","0.92"
"60","7",14,11,"PLA",12,"Lubbock, TX",1426,"phy 725rf",1,"4.2300000000000004","0.83","1.137","82.8","8.1999999999999993","34.200000000000003","10.3","79.5","7.2","92.01","253","14","0.83","20","1","6.9","1.19","164.3","3.3","0.95"
"60","8",14,11,"PLA",12,"Lubbock, TX",1426,"phy 725rf",2,"3.9","0.83","1.077","80","11","32.5","9.5","76.400000000000006","7.3","78.81","379","15","0.75","27","0.93","10.1","1.1299999999999999","162","4.4000000000000004","0.93"
"60","17",14,11,"PLA",12,"Lubbock, TX",1427,"dp 1044b2rf",1,"5.13","0.85","1.0640000000000001","81.8","8.4","30.2","11.5","82.3","7.2","67.16","173","8","0.79","21","0.94","7.3","1.1000000000000001","189","3.2","0.94"
"60","18",14,11,"PLA",12,"Lubbock, TX",1427,"dp 1044b2rf",2,"4.84","0.84","1.0609999999999999","81.5","9.6","29.2","11","81.099999999999994","6.5","69.3","237","15","0.78","23","0.94","8.1","1.1200000000000001","187.7","3.6","0.94"
"60","13",14,11,"PLA",12,"Lubbock, TX",1438,"allin-tex nitro 44b2rf",1,"4.01","0.84","1.113","81.8","8.9","31.5","9.1999999999999993","79","6.1","79.22","298","7","0.81","22","0.98","7.5","1.17","157","4.8","0.91"
"60","14",14,11,"PLA",12,"Lubbock, TX",1438,"allin-tex nitro 44b2rf",2,"4.25","0.84","1.19","84.1","7.5","34.9","9.8000000000000007","82.8","6.2","83.53","307","11","0.9","16","1.06","5.0999999999999996","1.25","160.69999999999999","3.2","0.94"
"60","3",14,11,"PLA",12,"Lubbock, TX",1441,"fm 2484b2f",1,"4.4800000000000004","0.85","1.0960000000000001","81.5","9.4","30.5","8.5","82.6","6.2","77.510000000000005","333","17","0.78","23","0.95","8.1","1.1399999999999999","161","4.2","0.93"
"60","4",14,11,"PLA",12,"Lubbock, TX",1441,"fm 2484b2f",2,"4.7","0.86","1.1259999999999999","82.1","8.4","31.4","8.6999999999999993","84.1","6","88.08","259","7","0.8","23","0.97","7.9","1.1599999999999999","166.7","3.8","0.95"
"60","15",14,11,"PLA",12,"Lubbock, TX",1465,"ng 1511b2rf",1,"4.88","0.85","1.054","81.8","9.6999999999999993","30.2","10.5","81.400000000000006","7.2","90.13","191","6","0.79","19","0.93","6.9","1.1000000000000001","186","3.1","0.96"
"60","16",14,11,"PLA",12,"Lubbock, TX",1465,"ng 1511b2rf",2,"5","0.85","1.091","82.4","8.9","31.4","11","81.599999999999994","6.9","73.34","172","8","0.84","17","0.98","5.8","1.1399999999999999","186","2.7","0.96"
"60","11",14,11,"PLA",12,"Lubbock, TX",1468,"st 4946glb2",1,"5.05","0.85","1.083","83.3","8.1999999999999993","32.299999999999997","10.1","80.7","7.5","82.97","159","7","0.82","19","0.97","6.5","1.1299999999999999","189.7","2.7","0.98"
"60","12",14,11,"PLA",12,"Lubbock, TX",1468,"st 4946glb2",2,"5.12","0.85","1.093","83.3","7.5","32.6","10.3","80.099999999999994","7.2","81.709999999999994","163","5","0.84","17","0.98","5.7","1.1399999999999999","189.3","2.6","0.98"
"60","9",14,11,"PLA",12,"Lubbock, TX",1475,"fm 2011gt",1,"4.37","0.85","1.089","82.3","9.3000000000000007","30.6","8.1999999999999993","80.599999999999994","6.5","73.650000000000006","223","7","0.78","24","0.96","8.3000000000000007","1.1499999999999999","163.30000000000001","4.5999999999999996","0.94"
"60","10",14,11,"PLA",12,"Lubbock, TX",1475,"fm 2011gt",2,"4.59","0.85","1.091","82.8","8.1","31.6","8.8000000000000007","81.2","6.2","91.02","207","10","0.79","21","0.94","7.4","1.1100000000000001","168","3.9","0.95"
"60","23",14,11,"PLA",163,"Lamesa, TX(dry)",1404,"phy 499wrf",1,"5.14","0.86","1.05","82","8.5","30.9","10.199999999999999","79.5","7.5","88.5","173","7","0.8","18","0.93","6.1","1.07","183","2.6","0.97"
"60","24",14,11,"PLA",163,"Lamesa, TX(dry)",1404,"phy 499wrf",2,"4.96","0.85","1.052","82.6","9.1999999999999993","30.5","10.3","78.400000000000006","7.4","77.03","209","9","0.78","21","0.93","7.1","1.08","180","3.2","0.94"
"60","19",14,11,"PLA",163,"Lamesa, TX(dry)",1412,"dp 0912b2rf",1,"4.84","0.86","1","80.3","12","26.5","8.8000000000000007","75.599999999999994","8.1999999999999993","69.34","300","12","0.71","26","0.86","10.4","1.04","179.7","3.9","0.93"
"60","20",14,11,"PLA",163,"Lamesa, TX(dry)",1412,"dp 0912b2rf",2,"4.93","0.86","1.022","81.3","10","27.3","8.5","78.5","7.6","72.92","173","8","0.74","24","0.89","8.8000000000000007","1.05","182.3","3.4","0.95"
"60","25",14,11,"PLA",163,"Lamesa, TX(dry)",1426,"phy 725rf",1,"4.3499999999999996","0.85","1.099","81.8","8.9","30.8","8.6999999999999993","71.7","7.7","74.75","235","9","0.8","22","0.96","7.9","1.1399999999999999","166.7","3.3","0.95"
"60","26",14,11,"PLA",163,"Lamesa, TX(dry)",1426,"phy 725rf",2,"4.3499999999999996","0.84","1.097","81.099999999999994","9.8000000000000007","32.1","9.5","74.5","7.7","85.23","283","11","0.77","25","0.94","9.1999999999999993","1.1399999999999999","162.30000000000001","4.0999999999999996","0.94"
"60","35",14,11,"PLA",163,"Lamesa, TX(dry)",1427,"dp 1044b2rf",1,"4.93","0.85","1.0329999999999999","80.900000000000006","10","29.5","10.3","76.5","6.4","70.760000000000005","176","5","0.76","23","0.91","8.1999999999999993","1.07","184","3.6","0.94"
"60","36",14,11,"PLA",163,"Lamesa, TX(dry)",1427,"dp 1044b2rf",2,"4.7699999999999996","0.84","1.06","81.900000000000006","9.1","28.9","10.8","81","7","78.62","205","11","0.77","23","0.93","8.1","1.1000000000000001","179","3.9","0.92"
"60","31",14,11,"PLA",163,"Lamesa, TX(dry)",1438,"allin-tex nitro 44b2rf",1,"4.22","0.84","1.0780000000000001","81.3","9.8000000000000007","30.1","9.3000000000000007","74.400000000000006","7.3","71.66","277","15","0.76","26","0.93","9.4","1.1200000000000001","161","4.7","0.91"
"60","32",14,11,"PLA",163,"Lamesa, TX(dry)",1438,"allin-tex nitro 44b2rf",2,"4.25","0.84","1.0920000000000001","82.5","9.1","31.6","9.5","75.900000000000006","7.2","82.69","287","11","0.81","21","0.96","7.1","1.1399999999999999","162.30000000000001","3.6","0.93"
"60","21",14,11,"PLA",163,"Lamesa, TX(dry)",1441,"fm 2484b2f",1,"4.25","0.85","1.0620000000000001","80.7","11","27.3","7.3","79.599999999999994","7.2","93.64","282","14","0.73","28","0.9","10.4","1.08","160.30000000000001","4.2","0.94"
"60","22",14,11,"PLA",163,"Lamesa, TX(dry)",1441,"fm 2484b2f",2,"4.37","0.85","1.079","80.7","10","29.5","7.6","80.599999999999994","7.3","71.36","231","9","0.77","24","0.94","8.4","1.1200000000000001","165.7","3.6","0.95"
"60","33",14,11,"PLA",163,"Lamesa, TX(dry)",1465,"ng 1511b2rf",1,"4.8099999999999996","0.85","1.0089999999999999","80.7","11","27.2","10.199999999999999","76.7","8","80.86","193","9","0.75","22","0.89","8.1999999999999993","1.05","183","3.3","0.95"
"60","34",14,11,"PLA",163,"Lamesa, TX(dry)",1465,"ng 1511b2rf",2,"4.9800000000000004","0.86","1.0620000000000001","80.7","10","28.1","9.4","76.8","7.7","75.75","220","10","0.74","27","0.91","9.9","1.0900000000000001","180","3.7","0.96"
"60","29",14,11,"PLA",163,"Lamesa, TX(dry)",1468,"st 4946glb2",1,"5.08","0.86","1.024","81.3","10","29.6","9.4","78","8.1999999999999993","83.3","160","9","0.78","19","0.91","6.9","1.06","186.3","3","0.98"
"60","30",14,11,"PLA",163,"Lamesa, TX(dry)",1468,"st 4946glb2",2,"4.84","0.85","1.042","82.5","9.1","31.2","9.6","77.7","7.6","90.36","136","5","0.8","18","0.94","6.2","1.0900000000000001","196.7","2","1.01"
"60","27",14,11,"PLA",163,"Lamesa, TX(dry)",1475,"fm 2011gt",1,"4.12","0.85","1.0429999999999999","80.8","11","27.9","7.3","75.8","7.6","72.09","257","15","0.74","26","0.91","9.5","1.08","158.69999999999999","4.9000000000000004","0.93"
"60","28",14,11,"PLA",163,"Lamesa, TX(dry)",1475,"fm 2011gt",2,"4.3099999999999996","0.85","1.0389999999999999","80.8","12","26.8","7.4","73.900000000000006","7.7","85.95","259","16","0.73","27","0.89","9.8000000000000007","1.07","161.69999999999999","4.8","0.92"
".",".",14,11,"PLA",163,"Lamesa, TX(dry)",1475,"fm 2011gt",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,11,"PLA",163,"Lamesa, TX(dry)",1475,"fm 2011gt",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","59",14,12,"PLA",15,"Chillicothe, TX(iiri)",1404,"phy 499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","60",14,12,"PLA",15,"Chillicothe, TX(iiri)",1404,"phy 499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1404,"phy 499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1404,"phy 499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","55",14,12,"PLA",15,"Chillicothe, TX(iiri)",1412,"dp 0912b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","56",14,12,"PLA",15,"Chillicothe, TX(iiri)",1412,"dp 0912b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1412,"dp 0912b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1412,"dp 0912b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","61",14,12,"PLA",15,"Chillicothe, TX(iiri)",1426,"phy 725rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","62",14,12,"PLA",15,"Chillicothe, TX(iiri)",1426,"phy 725rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1426,"phy 725rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1426,"phy 725rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","71",14,12,"PLA",15,"Chillicothe, TX(iiri)",1427,"dp 1044b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","72",14,12,"PLA",15,"Chillicothe, TX(iiri)",1427,"dp 1044b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1427,"dp 1044b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1427,"dp 1044b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","67",14,12,"PLA",15,"Chillicothe, TX(iiri)",1438,"allin-tex nitro 44b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","68",14,12,"PLA",15,"Chillicothe, TX(iiri)",1438,"allin-tex nitro 44b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1438,"allin-tex nitro 44b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1438,"allin-tex nitro 44b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","57",14,12,"PLA",15,"Chillicothe, TX(iiri)",1441,"fm 2484b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","58",14,12,"PLA",15,"Chillicothe, TX(iiri)",1441,"fm 2484b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1441,"fm 2484b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1441,"fm 2484b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","69",14,12,"PLA",15,"Chillicothe, TX(iiri)",1465,"ng 1511b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","70",14,12,"PLA",15,"Chillicothe, TX(iiri)",1465,"ng 1511b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1465,"ng 1511b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1465,"ng 1511b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","65",14,12,"PLA",15,"Chillicothe, TX(iiri)",1468,"st 4946glb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","66",14,12,"PLA",15,"Chillicothe, TX(iiri)",1468,"st 4946glb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1468,"st 4946glb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1468,"st 4946glb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","63",14,12,"PLA",15,"Chillicothe, TX(iiri)",1475,"fm 2011gt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","64",14,12,"PLA",15,"Chillicothe, TX(iiri)",1475,"fm 2011gt",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1475,"fm 2011gt",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",15,"Chillicothe, TX(iiri)",1475,"fm 2011gt",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","5",14,12,"PLA",16,"Altus, OK(irri)",1404,"phy 499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","6",14,12,"PLA",16,"Altus, OK(irri)",1404,"phy 499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1404,"phy 499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1404,"phy 499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1",14,12,"PLA",16,"Altus, OK(irri)",1412,"dp 0912b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2",14,12,"PLA",16,"Altus, OK(irri)",1412,"dp 0912b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1412,"dp 0912b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1412,"dp 0912b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","7",14,12,"PLA",16,"Altus, OK(irri)",1426,"phy 725rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","8",14,12,"PLA",16,"Altus, OK(irri)",1426,"phy 725rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1426,"phy 725rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1426,"phy 725rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","17",14,12,"PLA",16,"Altus, OK(irri)",1427,"dp 1044b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","18",14,12,"PLA",16,"Altus, OK(irri)",1427,"dp 1044b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1427,"dp 1044b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1427,"dp 1044b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","13",14,12,"PLA",16,"Altus, OK(irri)",1438,"allin-tex nitro 44b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","14",14,12,"PLA",16,"Altus, OK(irri)",1438,"allin-tex nitro 44b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1438,"allin-tex nitro 44b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1438,"allin-tex nitro 44b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","3",14,12,"PLA",16,"Altus, OK(irri)",1441,"fm 2484b2f",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","4",14,12,"PLA",16,"Altus, OK(irri)",1441,"fm 2484b2f",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1441,"fm 2484b2f",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1441,"fm 2484b2f",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","15",14,12,"PLA",16,"Altus, OK(irri)",1465,"ng 1511b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","16",14,12,"PLA",16,"Altus, OK(irri)",1465,"ng 1511b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1465,"ng 1511b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1465,"ng 1511b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","11",14,12,"PLA",16,"Altus, OK(irri)",1468,"st 4946glb2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","12",14,12,"PLA",16,"Altus, OK(irri)",1468,"st 4946glb2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1468,"st 4946glb2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1468,"st 4946glb2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","9",14,12,"PLA",16,"Altus, OK(irri)",1475,"fm 2011gt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","10",14,12,"PLA",16,"Altus, OK(irri)",1475,"fm 2011gt",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1475,"fm 2011gt",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",16,"Altus, OK(irri)",1475,"fm 2011gt",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","23",14,12,"PLA",191,"Tipton, OK",1404,"phy 499wrf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","24",14,12,"PLA",191,"Tipton, OK",1404,"phy 499wrf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1404,"phy 499wrf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1404,"phy 499wrf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","19",14,12,"PLA",191,"Tipton, OK",1412,"dp 0912b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","20",14,12,"PLA",191,"Tipton, OK",1412,"dp 0912b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1412,"dp 0912b2rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1412,"dp 0912b2rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","25",14,12,"PLA",191,"Tipton, OK",1426,"phy 725rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","26",14,12,"PLA",191,"Tipton, OK",1426,"phy 725rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1426,"phy 725rf",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",14,12,"PLA",191,"Tipton, OK",1426,"phy 725rf",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","35",14,12,"PLA",191,"Tipton, OK",1427,"dp 1044b2rf",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","36",14,12,"PLA",191,"Tipton, OK",1427,"dp 1044b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
