"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","b","mic_str","e1","t1","x50sl","x25sl","yt"
"11","88",7,72,"RHQ",87,"Belle Mina",1333,"dpl 141bg2rf",2,1.1,80.2,21,5.1,2.6,71,10,2.7,6.3,15.8,0.5,1.07,"91"
"11","89",7,72,"RHQ",87,"Belle Mina",1334,"dpl 143bg2rf",1,1.1,79.6,22,5.3,2.6,71,9.7,2.4,6.8,16.7,0.49,1.09,"102"
"11","90",7,72,"RHQ",87,"Belle Mina",1334,"dpl 143bg2rf",2,1.2,79.3,21,5.1,2.6,74,10,2.4,6.8,16.7,0.52,1.13,"94"
"11","91",7,72,"RHQ",87,"Belle Mina",1335,"dpl 161bg2rf",1,1.1,80.4,24,5.4,3,70,10,3,5.8,16.9,0.49,1.1,"99"
"11","92",7,72,"RHQ",87,"Belle Mina",1335,"dpl 161bg2rf",2,1.1,80.6,26,5.9,2.8,72,9.7,2.7,5.8,17.9,0.51,1.08,"110"
"11","93",7,72,"RHQ",87,"Belle Mina",1336,"dpl 164bg2rf",1,1.1,79.4,20,4.7,2.7,74,10,2.6,6.3,17.7,0.5,1.08,"102"
"11","94",7,72,"RHQ",87,"Belle Mina",1336,"dpl 164bg2rf",2,1.1,79.5,22,5.1,2.6,75,10,2.5,7,17.3,0.51,1.1,"91"
"11","97",7,72,"RHQ",87,"Belle Mina",1337,"jajo 3007",1,1.1,79.5,25,5.4,2.8,70,11,2.7,8,18.5,0.48,1.02,"110"
"11","98",7,72,"RHQ",87,"Belle Mina",1337,"jajo 3007",2,1.1,82,26,6.4,2.8,68,11,2.7,8.8,19.8,0.52,1.08,"117"
"11","99",7,72,"RHQ",87,"Belle Mina",1338,"jajo 3077",1,1.1,79.3,23,5.1,3.2,70,10,2.9,6.5,19,0.49,1.04,"102"
"11","100",7,72,"RHQ",87,"Belle Mina",1338,"jajo 3077",2,1.1,79.5,27,5.4,3.1,70,10,3.1,7.3,19.3,0.48,1.05,"107"
"11","105",7,72,"RHQ",87,"Belle Mina",1339,"nm 03N1168",1,1.2,82.2,26,5.4,2.5,71,10,2.4,6,21.3,0.55,1.15,"136"
"11","106",7,72,"RHQ",87,"Belle Mina",1339,"nm 03N1168",2,1.2,81.9,27,5.7,2.5,72,10,2.4,6.8,21.9,0.54,1.19,"141"
"11","107",7,72,"RHQ",87,"Belle Mina",1340,"tam 01e-22",1,1.2,80.7,28,5.4,2.7,72,10,2.6,6,18.7,0.54,1.19,"136"
"11","108",7,72,"RHQ",87,"Belle Mina",1340,"tam 01e-22",2,1.1,80.4,35,5.9,2.9,69,11,3,4.8,19,0.53,1.12,"134"
"11","101",7,72,"RHQ",87,"Belle Mina",1342,"nm 03K1001",1,1.1,79.7,30,5.7,2.7,68,10,2.7,5,22.8,0.55,1.11,"136"
"11","102",7,72,"RHQ",87,"Belle Mina",1342,"nm 03K1001",2,1.1,81.9,34,6.1,2.7,68,10,2.6,5,23.7,0.57,1.16,"147"
"11","103",7,72,"RHQ",87,"Belle Mina",1343,"nm 03s1023",1,1.1,82.5,32,5.9,2.6,65,8.7,2.6,6.5,24.7,0.54,1.13,"146"
"11","104",7,72,"RHQ",87,"Belle Mina",1343,"nm 03s1023",2,1.2,82.6,29,5.7,2.7,72,9.9,2.6,7,22.8,0.56,1.14,"149"
"11","117",7,160,"BLA",180,"Dallas",1166,"phy 72",1,1.1,80.9,36,6.7,4.3,72,8.8,4.3,8,28.7,0.6,1.16,"162"
"26","118",7,160,"BLA",180,"Dallas",1166,"phy 72",2,1.1,82.8,39,7.3,4.4,68,6.9,4.5,8,25,0.62,1.15,"152"
"26","121",7,160,"BLA",180,"Dallas",1196,"stv 4892 br",1,1.1,84.2,34,7.1,5.1,71,8.2,5.3,6.5,21.3,0.59,1.08,"124"
"26","122",7,160,"BLA",180,"Dallas",1196,"stv 4892 br",2,1.1,83.2,33,7.3,5.4,67,6.5,5.4,7,20.4,0.57,1.06,"122"
"26","127",7,160,"BLA",180,"Dallas",1201,"dpl 491",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","128",7,160,"BLA",180,"Dallas",1201,"dpl 491",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","119",7,160,"BLA",180,"Dallas",1214,"pm 2167rr",1,1,83,33,6.7,5.3,71,7.5,5.3,6,21.6,0.54,0.97,"112"
"26","120",7,160,"BLA",180,"Dallas",1214,"pm 2167rr",2,1,83.6,33,6.7,4.9,66,6,5.2,6,21.4,0.57,1.01,"119"
"26","123",7,160,"BLA",180,"Dallas",1224,"dp 555rr",1,1.1,83,32,6.1,4.8,74,6.9,4.8,6,21.1,0.55,1.04,"124"
"26","124",7,160,"BLA",180,"Dallas",1224,"dp 555rr",2,1.1,81.9,32,5.9,4.6,69,5.7,4.8,5.8,20.1,0.52,1.03,"98"
"26","133",7,160,"BLA",180,"Dallas",1251,"st 5599br",1,1.1,83,36,7,5,71,8.2,5.1,6,20.1,0.55,1.05,"129"
"26","134",7,160,"BLA",180,"Dallas",1251,"st 5599br",2,1,82.7,33,6.5,4.7,68,7.3,4.8,5.8,20,0.54,1.03,"111"
"26","125",7,160,"BLA",180,"Dallas",1255,"fm 960b2r",1,1.1,82.7,33,6.2,4.7,73,7.6,4.9,4.8,21.5,0.54,1.09,"141"
"26","126",7,160,"BLA",180,"Dallas",1255,"fm 960b2r",2,1.1,82.4,34,6.1,4.7,70,6,4.7,4.8,23.7,0.54,1.09,"133"
"26","135",7,160,"BLA",180,"Dallas",1297,"tamcot 22",1,1.1,82.1,29,6.8,4.6,72,8.1,4.6,9.3,20,0.55,1.07,"112"
"26","136",7,160,"BLA",180,"Dallas",1297,"tamcot 22",2,1.1,82.2,31,6.5,4.3,67,6.8,4.3,8.5,20.8,0.54,1.07,"114"
"26","129",7,160,"BLA",180,"Dallas",1298,"phy 410r",1,1.1,81.5,35,6.4,4.8,73,8.3,4.9,6,24.5,0.57,1.12,"138"
"26","130",7,160,"BLA",180,"Dallas",1298,"phy 410r",2,1.1,82,35,6.8,5.1,70,6.9,5.1,5.8,21.3,0.56,1.08,"133"
"26","131",7,160,"BLA",180,"Dallas",1299,"sg 215br",1,1.1,82.8,31,7.3,5.6,73,7.5,5.6,7.5,17.2,0.53,0.99,"104"
"26","132",7,160,"BLA",180,"Dallas",1299,"sg 215br",2,1,82.8,29,7.3,5.2,69,6.7,5.4,9.8,17.8,0.54,1,"99"
"26","137",7,160,"BLA",181,"Thrall",1166,"phy 72",1,1.2,83.1,32,7,4.4,71,6.2,4.4,7.3,22.6,0.61,1.16,"127"
"26","138",7,160,"BLA",181,"Thrall",1166,"phy 72",2,1.2,83.4,33,7,4.5,72,7.6,4.4,8,21.9,0.63,1.18,"142"
"26","141",7,160,"BLA",181,"Thrall",1196,"stv 4892 br",1,1.1,82.6,28,6.8,4.9,72,7,4.9,8.3,18.9,0.55,1.06,"115"
"26","142",7,160,"BLA",181,"Thrall",1196,"stv 4892 br",2,1.1,82.8,31,7,4.9,72,7.7,4.9,7.3,18.8,0.57,1.06,"121"
"26","147",7,160,"BLA",181,"Thrall",1201,"dpl 491",1,1.2,82.3,29,6.2,4.5,72,7.5,4.6,6.8,22.6,0.58,1.17,"121"
"26","148",7,160,"BLA",181,"Thrall",1201,"dpl 491",2,1.2,82,31,6.4,4.5,72,6.7,4.6,6.5,23.3,0.59,1.16,"125"
"26","139",7,160,"BLA",181,"Thrall",1214,"pm 2167rr",1,1,82.3,30,6.8,4.6,71,6.8,4.7,7.8,18.8,0.61,1.05,"117"
"26","140",7,160,"BLA",181,"Thrall",1214,"pm 2167rr",2,1.1,83.1,29,7.1,4.6,72,6.4,4.6,8,18.4,0.56,1.05,"112"
"26","143",7,160,"BLA",181,"Thrall",1224,"dp 555rr",1,1.1,81,28,5.9,4.3,70,5.3,4.3,6.5,18.5,0.55,1.11,"118"
"26","144",7,160,"BLA",181,"Thrall",1224,"dp 555rr",2,1.1,82.3,28,6.2,4.4,74,6,4.4,6,19.6,0.54,1.1,"115"
"26","153",7,160,"BLA",181,"Thrall",1251,"st 5599br",1,1.1,81.9,29,6.2,4.4,70,6.9,4.4,6.5,19.6,0.54,1.08,"111"
"26","154",7,160,"BLA",181,"Thrall",1251,"st 5599br",2,1.1,83.1,32,6.4,4.5,72,6.8,4.6,6,20.1,0.55,1.09,"115"
"26","145",7,160,"BLA",181,"Thrall",1255,"fm 960b2r",1,1.2,82.4,32,6.4,4.4,71,6.1,4.5,5.5,19.6,0.58,1.17,"128"
"26","146",7,160,"BLA",181,"Thrall",1255,"fm 960b2r",2,1.2,82.6,32,6.5,4.8,70,5.9,4.8,6,22.3,0.57,1.17,"119"
"26","155",7,160,"BLA",181,"Thrall",1297,"tamcot 22",1,1.1,80.7,29,6.7,4.3,73,7.9,4.1,8.3,19.9,0.55,1.11,"113"
"26","156",7,160,"BLA",181,"Thrall",1297,"tamcot 22",2,1.1,83,27,6.5,4.1,74,7.3,4.1,8.5,19.1,0.57,1.11,"114"
"26","149",7,160,"BLA",181,"Thrall",1298,"phy 410r",1,1.1,84.7,30,7,4.2,70,6.8,4.2,8.8,20.6,0.58,1.11,"127"
"26","150",7,160,"BLA",181,"Thrall",1298,"phy 410r",2,1.1,84.6,31,7.6,4.4,71,6.2,4.4,10,20.5,0.62,1.11,"120"
"26","151",7,160,"BLA",181,"Thrall",1299,"sg 215br",1,1,82.7,26,6.8,4.1,74,7,4.1,8,16.7,0.57,1.06,"103"
"26","152",7,160,"BLA",181,"Thrall",1299,"sg 215br",2,1.1,82.3,26,7.1,4.9,73,6.9,4.6,9,16.6,0.56,1.02,"98"
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
