"breeder","samples","yr","regcode","reg","loccode","loc","vcode","var","rep","uhml","ui","str","elg","mic_hvi","rd","b","mic_str","e1","t1","x50sl","x25sl","yt"
"12","25",7,11,"PLA",12,"Lubbock",1135,"pm 2326rr",1,1.1,83.5,31,7.3,4.1,74,8.5,4.2,11,20,0.59,1.11,"121"
"60","26",7,11,"PLA",12,"Lubbock",1135,"pm 2326rr",2,1.1,82.2,30,7.1,4.5,72,8.7,4.5,7,19.7,0.53,1.07,"125"
"60","1",7,11,"PLA",12,"Lubbock",1166,"phy 72",1,1.2,81.7,31,7,3.4,77,8.8,3.3,10,24,0.56,1.17,"131"
"60","2",7,11,"PLA",12,"Lubbock",1166,"phy 72",2,1.2,82.5,33,7.1,3.9,76,8.8,3.8,11,23.4,0.56,1.18,"132"
"60","19",7,11,"PLA",12,"Lubbock",1169,"fm 958",1,1.2,81.4,31,6.4,3.7,76,8,3.8,8,19.8,0.54,1.15,"128"
"60","20",7,11,"PLA",12,"Lubbock",1169,"fm 958",2,1.1,82.5,31,6.1,4.2,74,7.4,4.1,7.3,20.2,0.55,1.15,"134"
"60","5",7,11,"PLA",12,"Lubbock",1196,"stv 4892br",1,1.1,81,27,6.7,3.6,74,8.9,3.4,11,19.6,0.54,1.09,"."
"60","6",7,11,"PLA",12,"Lubbock",1196,"stv 4892br",2,1.1,82.1,31,7.1,3.6,75,8.6,3.3,9.5,19.1,0.54,1.09,"121"
"60","13",7,11,"PLA",12,"Lubbock",1212,"all tex atlas rr",1,1.1,81.3,30,7.1,3.6,75,9.3,3.5,9.5,20,0.53,1.1,"123"
"60","14",7,11,"PLA",12,"Lubbock",1212,"all tex atlas rr",2,1.1,82.1,29,6.8,4.3,75,9.1,4.1,11,18.4,0.55,1.09,"119"
"60","3",7,11,"PLA",12,"Lubbock",1214,"pm 2167rr",1,1,80.9,29,7.1,4.8,73,9.3,4.8,8.3,19.2,0.51,0.99,"114"
"60","4",7,11,"PLA",12,"Lubbock",1214,"pm 2167rr",2,1,81,29,7.4,4.7,73,8.8,4.5,10,18.9,0.53,1.03,"122"
"60","23",7,11,"PLA",12,"Lubbock",1215,"pm 2266rr",1,1.1,82,31,6.7,4.1,76,8.3,4,10,20.4,0.53,1.11,"118"
"60","24",7,11,"PLA",12,"Lubbock",1215,"pm 2266rr",2,1.1,82.7,29,7.4,3.9,73,8.5,3.6,9.5,18.7,0.55,1.08,"126"
"60","7",7,11,"PLA",12,"Lubbock",1224,"dp 555rr",1,1.1,79.4,28,5.9,3.6,74,8.3,3.4,11,19,0.52,1.11,"117"
"60","8",7,11,"PLA",12,"Lubbock",1224,"dp 555rr",2,1.1,80.3,30,6.1,3.8,78,8.1,3.6,7.5,18.3,0.52,1.11,"113"
"60","9",7,11,"PLA",12,"Lubbock",1255,"fm 960b2r",1,1.1,80.5,31,6.2,3.4,77,7.7,3.2,7,21.1,0.55,1.17,"117"
"60","10",7,11,"PLA",12,"Lubbock",1255,"fm 960b2r",2,1.2,80.9,32,6.1,3.9,76,7.9,3.6,7.8,19.2,0.53,1.14,"133"
"60","27",7,11,"PLA",12,"Lubbock",1266,"stv ng 2448r",1,1.1,82.6,31,7,4.1,77,8.6,3.8,8,19.6,0.56,1.14,"120"
"60","28",7,11,"PLA",12,"Lubbock",1266,"stv ng 2448r",2,1.1,81.6,31,7.1,4.3,75,8.5,4.3,8,26.9,0.55,1.12,"125"
"60","21",7,11,"PLA",12,"Lubbock",1268,"fm 5044rr",1,1.1,82.1,28,7.3,3.4,75,8.1,3.3,12,17.7,0.53,1.15,"111"
"60","22",7,11,"PLA",12,"Lubbock",1268,"fm 5044rr",2,1.1,82.1,29,7,3.6,74,8.5,3.6,11,18.3,0.55,1.12,"111"
"60","11",7,11,"PLA",12,"Lubbock",1274,"afd 3511rr",1,1.1,82.8,31,7.3,4,74,8.7,3.9,10,19.7,0.56,1.13,"128"
"60","12",7,11,"PLA",12,"Lubbock",1274,"afd 3511rr",2,1.1,83.6,33,7,4.2,73,8.9,4,8.5,20.7,0.56,1.15,"120"
"60","17",7,11,"PLA",12,"Lubbock",1275,"bcg 24r",1,1.1,80.5,29,6.8,3.3,77,8.3,3,11,17.6,0.54,1.11,"112"
"60","18",7,11,"PLA",12,"Lubbock",1275,"bcg 24r",2,1.1,83.1,31,6.8,3.6,78,8,3.3,10,18.6,0.55,1.11,"119"
"60","15",7,11,"PLA",12,"Lubbock",1276,"all tex excess rr",1,1.1,83,30,7.3,4.3,74,8.6,4.2,10,20.3,0.57,1.13,"121"
"60","16",7,11,"PLA",12,"Lubbock",1276,"all tex excess rr",2,1.1,83,31,7,4.2,74,7.3,3.9,10,19.6,0.57,1.15,"120"
"60","53",7,11,"PLA",163,"Lamesa, TX",1135,"pm 2326rr",1,1,83,31,6.8,5.3,74,8.6,5.2,9,21.1,0.56,1.07,"129"
"60","54",7,11,"PLA",163,"Lamesa, TX",1135,"pm 2326rr",2,1.1,83.3,32,7.3,5.1,73,8.9,5.1,11,19.7,0.57,1.07,"124"
"60","29",7,11,"PLA",163,"Lamesa, TX",1166,"phy 72",1,1.2,84.5,31,7.3,5,75,9.4,4.9,7.5,23.5,0.6,1.19,"144"
"60","30",7,11,"PLA",163,"Lamesa, TX",1166,"phy 72",2,1.2,84,33,7,4.5,76,9.3,4.5,8,21.2,0.6,1.2,"150"
"60","47",7,11,"PLA",163,"Lamesa, TX",1169,"fm 958",1,1.1,82.8,31,6.4,4.9,76,8.8,4.9,6.5,19.2,0.54,1.13,"127"
"60","48",7,11,"PLA",163,"Lamesa, TX",1169,"fm 958",2,1.1,81.9,32,6.5,5.3,76,8.4,5.2,4,19.7,0.56,1.16,"127"
"60","33",7,11,"PLA",163,"Lamesa, TX",1196,"stv 4892br",1,1.1,83.3,29,7.1,5.6,74,9.7,5.6,7.5,17.3,0.57,1.12,"110"
"60","34",7,11,"PLA",163,"Lamesa, TX",1196,"stv 4892br",2,1.1,83.4,29,7.1,5.5,76,8.9,5.4,7,18.3,0.57,1.12,"108"
"60","41",7,11,"PLA",163,"Lamesa, TX",1212,"all tex atlas rr",1,1,81.6,30,7,4.8,76,8.6,4.7,4,18.4,0.56,1.07,"121"
"60","42",7,11,"PLA",163,"Lamesa, TX",1212,"all tex atlas rr",2,1,81.7,30,7.3,5.1,77,8.8,5.2,7.5,18.4,0.57,1.08,"119"
"60","31",7,11,"PLA",163,"Lamesa, TX",1214,"pm 2167rr",1,1,82,29,7,5,77,9.2,4.9,6.5,19.2,0.54,1.02,"115"
"60","32",7,11,"PLA",163,"Lamesa, TX",1214,"pm 2167rr",2,1,82,29,7,5.4,75,8.6,5.3,8,18.2,0.55,1.04,"116"
"60","51",7,11,"PLA",163,"Lamesa, TX",1215,"pm 2266rr",1,1.1,83,31,7.1,5,78,8.4,4.9,9.5,20.6,0.57,1.07,"125"
"60","52",7,11,"PLA",163,"Lamesa, TX",1215,"pm 2266rr",2,1,82.4,31,7.1,4.8,78,8.5,4.9,9.3,20.6,0.56,1.06,"124"
"60","35",7,11,"PLA",163,"Lamesa, TX",1224,"dp 555rr",1,1,80.6,28,6.2,4.8,79,8.4,4.8,5.5,18.5,0.53,1.08,"106"
"60","36",7,11,"PLA",163,"Lamesa, TX",1224,"dp 555rr",2,1.1,81.9,29,6.5,4.9,78,6.8,4.9,6.5,17.8,0.52,1.09,"112"
"60","37",7,11,"PLA",163,"Lamesa, TX",1255,"fm 960b2r",1,1.1,82.9,31,6.4,5,75,8.7,4.8,7,18,0.55,1.15,"118"
"60","38",7,11,"PLA",163,"Lamesa, TX",1255,"fm 960b2r",2,1.1,82.3,31,6.2,5.1,75,8.2,5.2,7,19.4,0.56,1.17,"124"
"60","55",7,11,"PLA",163,"Lamesa, TX",1266,"stv ng 2448r",1,1.1,83.8,33,7.3,4.5,73,9.5,4.4,9.3,21.1,0.54,1.07,"123"
"60","56",7,11,"PLA",163,"Lamesa, TX",1266,"stv ng 2448r",2,1.1,83.2,33,7.4,5.1,74,8.5,5,9.5,23.3,0.57,1.09,"129"
"60","49",7,11,"PLA",163,"Lamesa, TX",1268,"fm 5044rr",1,1.1,83.1,30,7.6,4.4,78,8.5,4.1,5.5,22.5,0.59,1.14,"123"
"60","50",7,11,"PLA",163,"Lamesa, TX",1268,"fm 5044rr",2,1.1,83.2,29,7.8,4.7,77,8.4,4.7,8.5,18.2,0.58,1.12,"116"
"60","39",7,11,"PLA",163,"Lamesa, TX",1274,"afd 3511rr",1,1.1,83,30,6.8,5,75,8.4,5,7,19.3,0.56,1.08,"119"
"60","40",7,11,"PLA",163,"Lamesa, TX",1274,"afd 3511rr",2,1.1,83.1,32,6.7,5,75,8.1,5.1,7,16.8,0.58,1.11,"119"
"60","45",7,11,"PLA",163,"Lamesa, TX",1275,"bcg 24r",1,1.1,82.8,29,7.4,4.9,77,8.4,4.9,7.5,18.3,0.59,1.13,"113"
"60","46",7,11,"PLA",163,"Lamesa, TX",1275,"bcg 24r",2,1.1,82,30,7.6,5.1,78,8.1,5.1,6,21.8,0.56,1.12,"116"
"60","43",7,11,"PLA",163,"Lamesa, TX",1276,"all tex excess rr",1,1,82.8,31,7.1,4.8,78,8.1,4.7,6,20.3,0.58,1.1,"123"
"60","44",7,11,"PLA",163,"Lamesa, TX",1276,"all tex excess rr",2,1.1,82.7,29,7.4,5.1,76,7.9,4.9,5.5,21.3,0.58,1.1,"121"
"60","25",7,12,"PLA",16,"Altus, OK",1135,"pm 2326rr",1,1.2,85.8,29,7,4.8,71,8.1,4.7,7.5,22.5,0.59,1.14,"122"
"34","26",7,12,"PLA",16,"Altus, OK",1135,"pm 2326rr",2,1.1,85,29,7,4.3,72,7.9,4.3,9,20.4,0.57,1.1,"122"
"34","1",7,12,"PLA",16,"Altus, OK",1166,"phy 72",1,1.2,85,32,7.1,4.6,68,8.6,4.6,9,25.5,0.61,1.14,"142"
"34","2",7,12,"PLA",16,"Altus, OK",1166,"phy 72",2,1.2,85.3,32,7.3,4.4,69,9,4.5,10,22.5,0.62,1.18,"140"
"34","19",7,12,"PLA",16,"Altus, OK",1169,"fm 958",1,1.2,85.3,31,6.8,4.5,68,7.9,4.8,7.3,23.9,0.6,1.13,"133"
"34","20",7,12,"PLA",16,"Altus, OK",1169,"fm 958",2,1.2,86.5,31,7.1,4.7,71,8.6,4.4,7.5,21.1,0.61,1.16,"129"
"34","5",7,12,"PLA",16,"Altus, OK",1196,"stv 4892br",1,1.1,83.8,30,7.1,5.7,66,8.3,5,9,20.2,0.56,1.1,"116"
"34","6",7,12,"PLA",16,"Altus, OK",1196,"stv 4892br",2,1.2,83.4,30,6.4,5,68,8.4,4.9,9.5,20.5,0.6,1.13,"124"
"34","13",7,12,"PLA",16,"Altus, OK",1212,"all tex atlas rr",1,1.2,84.5,31,6.1,4.9,73,7.2,5,6.8,23.2,0.58,1.15,"140"
"34","14",7,12,"PLA",16,"Altus, OK",1212,"all tex atlas rr",2,1.2,84.6,34,6.4,4.8,71,7.7,4.8,7,24.8,0.57,1.12,"142"
"34","3",7,12,"PLA",16,"Altus, OK",1214,"pm 2167rr",1,1,82.6,30,7.1,5.1,70,8.4,5.2,8.8,20.3,0.55,1,"125"
"34","4",7,12,"PLA",16,"Altus, OK",1214,"pm 2167rr",2,1,84.1,29,6.5,5.2,66,8.4,5.1,7.3,20,0.55,0.98,"126"
"34","23",7,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",1,1.1,83.5,30,6.7,4.9,68,8.4,5,7,22.4,0.6,1.13,"131"
"34","24",7,12,"PLA",16,"Altus, OK",1215,"pm 2266rr",2,1.1,84.6,33,7,4.9,69,7.5,5,7,22.7,0.59,1.08,"129"
"34","7",7,12,"PLA",16,"Altus, OK",1224,"dp 555rr",1,1.1,82.5,30,6.4,4.7,73,7.5,4.8,8.8,20.2,0.57,1.09,"123"
"34","8",7,12,"PLA",16,"Altus, OK",1224,"dp 555rr",2,1.1,82.4,29,6.1,4.3,74,7.4,4.4,8.3,18.8,0.52,1.09,"120"
"34","9",7,12,"PLA",16,"Altus, OK",1255,"fm 960b2r",1,1.2,84.3,34,6.4,5.2,72,7.7,5,6.3,22.7,0.58,1.1,"142"
"34","10",7,12,"PLA",16,"Altus, OK",1255,"fm 960b2r",2,1.2,85.7,33,6.4,4.8,71,7.9,4.8,5.3,23.2,0.65,1.21,"152"
"34","27",7,12,"PLA",16,"Altus, OK",1266,"stv ng 2448r",1,1.1,83.5,32,7.1,5.3,66,7.4,5.4,9.5,21,0.54,1.01,"131"
"34","28",7,12,"PLA",16,"Altus, OK",1266,"stv ng 2448r",2,1.1,85.2,32,6.8,4.4,69,8.2,4.4,11,23.3,0.61,1.13,"140"
"34","21",7,12,"PLA",16,"Altus, OK",1268,"fm 5044rr",1,1.1,83.3,29,7,4,72,8.4,4.2,9.5,21,0.57,1.11,"120"
"34","22",7,12,"PLA",16,"Altus, OK",1268,"fm 5044rr",2,1.2,86.2,29,7.1,3.8,71,8.5,3.5,8.5,21.9,0.6,1.15,"122"
"34","11",7,12,"PLA",16,"Altus, OK",1274,"afd 3511rr",1,1.1,83.5,32,6.7,4.6,69,8.6,4.6,8.3,19.8,0.56,1.03,"125"
"34","12",7,12,"PLA",16,"Altus, OK",1274,"afd 3511rr",2,1.1,83.3,31,6.8,5,68,8.2,5.1,7.5,20.9,0.55,1.02,"125"
"34","17",7,12,"PLA",16,"Altus, OK",1275,"bcg 24r",1,1.1,84.3,31,6.8,5.1,69,8.5,5.4,8.3,21.9,0.59,1.09,"126"
"34","18",7,12,"PLA",16,"Altus, OK",1275,"bcg 24r",2,1.1,83.1,29,7,5,69,8.5,4.8,8.5,21,0.59,1.06,"122"
"34","15",7,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",1,1.1,82,30,7.6,5.1,66,7.2,5,7.8,24.9,0.56,1.03,"128"
"34","16",7,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",2,1.1,83.5,31,6.8,4.5,67,7.9,4.7,8,21.1,0.58,1.08,"128"
"34",".",7,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",16,"Altus, OK",1276,"all tex excess rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","81",7,12,"PLA",38,"Chickasa, OK",1135,"pm 2326rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","82",7,12,"PLA",38,"Chickasa, OK",1135,"pm 2326rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1135,"pm 2326rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1135,"pm 2326rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","57",7,12,"PLA",38,"Chickasa, OK",1166,"phy 72",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","58",7,12,"PLA",38,"Chickasa, OK",1166,"phy 72",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1166,"phy 72",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1166,"phy 72",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","75",7,12,"PLA",38,"Chickasa, OK",1169,"fm 958",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","76",7,12,"PLA",38,"Chickasa, OK",1169,"fm 958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1169,"fm 958",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1169,"fm 958",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","61",7,12,"PLA",38,"Chickasa, OK",1196,"stv 4892br",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","62",7,12,"PLA",38,"Chickasa, OK",1196,"stv 4892br",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1196,"stv 4892br",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1196,"stv 4892br",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","69",7,12,"PLA",38,"Chickasa, OK",1212,"all tex atlas rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","70",7,12,"PLA",38,"Chickasa, OK",1212,"all tex atlas rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1212,"all tex atlas rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1212,"all tex atlas rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","59",7,12,"PLA",38,"Chickasa, OK",1214,"pm 2167rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","60",7,12,"PLA",38,"Chickasa, OK",1214,"pm 2167rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1214,"pm 2167rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1214,"pm 2167rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","79",7,12,"PLA",38,"Chickasa, OK",1215,"pm 2266rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","80",7,12,"PLA",38,"Chickasa, OK",1215,"pm 2266rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1215,"pm 2266rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1215,"pm 2266rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","63",7,12,"PLA",38,"Chickasa, OK",1224,"dp 555rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","64",7,12,"PLA",38,"Chickasa, OK",1224,"dp 555rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1224,"dp 555rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1224,"dp 555rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","65",7,12,"PLA",38,"Chickasa, OK",1255,"fm 960b2r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","66",7,12,"PLA",38,"Chickasa, OK",1255,"fm 960b2r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1255,"fm 960b2r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1255,"fm 960b2r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","83",7,12,"PLA",38,"Chickasa, OK",1266,"stv ng 2448r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","84",7,12,"PLA",38,"Chickasa, OK",1266,"stv ng 2448r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1266,"stv ng 2448r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1266,"stv ng 2448r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","77",7,12,"PLA",38,"Chickasa, OK",1268,"fm 5044rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","78",7,12,"PLA",38,"Chickasa, OK",1268,"fm 5044rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1268,"fm 5044rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1268,"fm 5044rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","67",7,12,"PLA",38,"Chickasa, OK",1274,"afd 3511rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","68",7,12,"PLA",38,"Chickasa, OK",1274,"afd 3511rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1274,"afd 3511rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1274,"afd 3511rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","73",7,12,"PLA",38,"Chickasa, OK",1275,"bcg 24r",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","74",7,12,"PLA",38,"Chickasa, OK",1275,"bcg 24r",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1275,"bcg 24r",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1275,"bcg 24r",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","71",7,12,"PLA",38,"Chickasa, OK",1276,"all tex excess rr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","72",7,12,"PLA",38,"Chickasa, OK",1276,"all tex excess rr",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",".",7,12,"PLA",38,"Chickasa, OK",1276,"all tex excess rr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".",".",7,12,"PLA",38,"Chickasa, OK",1276,"all tex excess rr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
".","53",7,12,"PLA",191,"Tipton, OK",1135,"pm 2326rr",1,1,80.1,29,6.7,6,70,7.6,6,7,18.6,0.53,0.97,"111"
"34","54",7,12,"PLA",191,"Tipton, OK",1135,"pm 2326rr",2,1.1,81.4,30,6.8,5.5,72,7.8,5.6,6,20.1,0.55,1.03,"115"
"34","29",7,12,"PLA",191,"Tipton, OK",1166,"phy 72",1,1.2,83.6,38,7.6,4.9,66,8.2,4.8,9.5,24.8,0.6,1.13,"143"
"34","30",7,12,"PLA",191,"Tipton, OK",1166,"phy 72",2,1.1,82.8,35,7,4.9,67,8.2,5,8.5,26,0.61,1.14,"143"
"34","47",7,12,"PLA",191,"Tipton, OK",1169,"fm 958",1,1,82.2,32,6.5,4.8,60,7,4.8,6,23.6,0.54,1.02,"124"
"34","48",7,12,"PLA",191,"Tipton, OK",1169,"fm 958",2,1,81.8,33,6.7,4.7,67,7.3,4.5,6.5,20.3,0.53,0.99,"117"
"34","33",7,12,"PLA",191,"Tipton, OK",1196,"stv 4892br",1,1,81.8,29,6.7,5.9,67,8.2,6,6.5,18.2,0.54,1.03,"109"
"34","34",7,12,"PLA",191,"Tipton, OK",1196,"stv 4892br",2,1.1,84.4,30,7,5.7,67,8.7,5.9,8,20.8,0.57,1.08,"109"
"34","41",7,12,"PLA",191,"Tipton, OK",1212,"all tex atlas rr",1,1.1,83,33,6.1,5.3,70,8,5.4,5.5,19.3,0.56,1.07,"138"
"34","42",7,12,"PLA",191,"Tipton, OK",1212,"all tex atlas rr",2,1.1,83,34,5.9,5.4,69,7.5,5.5,5,19.9,0.53,1.04,"127"
"34","31",7,12,"PLA",191,"Tipton, OK",1214,"pm 2167rr",1,0.9,81.1,28,6.4,5.4,66,8.2,5.2,6.5,18.3,0.51,0.91,"106"
"34","32",7,12,"PLA",191,"Tipton, OK",1214,"pm 2167rr",2,0.9,78.8,26,6.1,6,69,8.6,5.8,5.5,17.6,0.47,0.85,"99"
"34","51",7,12,"PLA",191,"Tipton, OK",1215,"pm 2266rr",1,0.9,80.1,29,6.2,5.6,62,7.2,5.8,5.8,21.3,0.52,0.92,"114"
"34","52",7,12,"PLA",191,"Tipton, OK",1215,"pm 2266rr",2,1,83.5,32,6.7,5.5,67,7.3,5.4,5.3,22.9,0.57,1.03,"120"
"34","35",7,12,"PLA",191,"Tipton, OK",1224,"dp 555rr",1,1.1,81.8,31,5.9,5.6,69,7.7,6,5,21.5,0.53,1.04,"112"
"34","36",7,12,"PLA",191,"Tipton, OK",1224,"dp 555rr",2,1.1,81.5,31,6.2,5.6,71,8.1,5.6,5.5,22,0.52,1,"102"
"34","37",7,12,"PLA",191,"Tipton, OK",1255,"fm 960b2r",1,1.1,81.9,33,6.1,5.6,71,7.1,5.8,4,20.1,0.52,0.99,"98"
"34","38",7,12,"PLA",191,"Tipton, OK",1255,"fm 960b2r",2,1,81.8,30,5.7,5.5,69,7.9,5.4,4,19.5,0.54,1.07,"113"
"34","55",7,12,"PLA",191,"Tipton, OK",1266,"stv ng 2448r",1,1,80.7,33,7,5.5,70,7.2,5.4,6,23.4,0.56,1.02,"111"
"34","56",7,12,"PLA",191,"Tipton, OK",1266,"stv ng 2448r",2,1,83.1,33,6.8,4.9,70,7,5.2,5.8,23.6,0.57,1.04,"122"
"34","49",7,12,"PLA",191,"Tipton, OK",1268,"fm 5044rr",1,1,81.1,29,6.8,4.8,69,7.9,4.9,7,18.7,0.54,0.99,"109"
"34","50",7,12,"PLA",191,"Tipton, OK",1268,"fm 5044rr",2,1.1,83.1,30,6.7,4.9,71,7.9,4.9,8.5,19,0.57,1.07,"128"
"34","39",7,12,"PLA",191,"Tipton, OK",1274,"afd 3511rr",1,0.9,80.8,29,6.7,4.9,67,7.5,5,5,19.5,0.49,0.92,"112"
"34","40",7,12,"PLA",191,"Tipton, OK",1274,"afd 3511rr",2,1,81,29,6.4,5.6,70,7.6,5.4,7,18,0.51,0.96,"105"
"34","45",7,12,"PLA",191,"Tipton, OK",1275,"bcg 24r",1,1,82.4,33,7,5.3,67,7.8,5.5,7,21.5,0.53,0.98,"120"
"34","46",7,12,"PLA",191,"Tipton, OK",1275,"bcg 24r",2,1,84.5,34,6.8,5.4,66,7.9,5.3,7,22.9,0.54,0.98,"120"
"34","43",7,12,"PLA",191,"Tipton, OK",1276,"all tex excess rr",1,1,81.3,33,6.5,5.3,67,8,5.4,6.5,19.9,0.51,0.95,"114"
"34","44",7,12,"PLA",191,"Tipton, OK",1276,"all tex excess rr",2,1,81.9,32,6.8,4.9,67,7.4,4.7,7.5,20.2,0.52,0.97,"116"
"34","7",7,20,"EAS",67,"starkville",1214,"pm 2167rr",1,1.1,83,30,6.4,4.9,72,6.3,4.8,6,23.2,0.57,1.03,"137"
