"breeder","sample","yr","regcode","reg","loccode","loc","vcode","var","rep","mic_hvi","mr_hvi","uhml","ui","sfi","str","elg","rd","b","yt","nep","scn","len_n","sf_n","len_w","sfc_w","uql","fn","ifc","mat"
"60","26",13,11,"PLA",163,"Lamesa",1426,"PHY725rf",2,"4.4800000000000004","0.85","1.1579999999999999","82","9","34.200000000000003","8.6999999999999993","79.099999999999994","8.9","59.84","184","10","0.85","20","1.02","6.6","1.22","151.80000000000001","3.5","0.87"
"60","35",13,11,"PLA",163,"Lamesa",1427,"DP1044b2rf",1,"4.67","0.85","1.137","82.2","8.6","30.4","9.1999999999999993","80.400000000000006","8.6","42.74","216","7","0.79","25","0.97","8.8000000000000007","1.17","162.19999999999999","5","0.82"
"60","36",13,11,"PLA",163,"Lamesa",1427,"DP1044b2rf",2,"4.63","0.85","1.1160000000000001","82.2","9.5","29.8","8.9","80.599999999999994","8.8000000000000007","44.66","232","7","0.8","24","0.97","8.5","1.17","165","4.7","0.82"
"29","39",13,12,"PLA",193,"Fort Cobb",1326,"PHY375wrf",1,"4.6500000000000004","0.86","1.115","82.6","9.1","27.6","7.6","78","6.2","41.93","107","7","0.79","24","0.97","8.3000000000000007","1.17","159.69999999999999","4","0.87"
"29","40",13,12,"PLA",193,"Fort Cobb",1326,"PHY375wrf",2,"4.2300000000000004","0.85","1.169","83.6","8.3000000000000007","27.4","7.3","78.3","6.4","51.39","169","8","0.8","25","0.98","8.6999999999999993","1.18","154.5","4.8","0.85"
"29","41",13,12,"PLA",193,"Fort Cobb",1344,"FM9058f",1,"4.05","0.85","1.1910000000000001","82.4","8.8000000000000007","30.2","6.9","77.3","5","53.44","151","16","0.82","26","1.02","8.6999999999999993","1.25","146.19999999999999","5","0.85"
"29","42",13,12,"PLA",193,"Fort Cobb",1344,"FM9058f",2,"3.92","0.84","1.244","84.2","7.7","32.4","7.8","78.599999999999994","5.6","55.33","118","17","0.87","22","1.07","7.3","1.3","146.19999999999999","4.7","0.85"
"29","45",13,12,"PLA",193,"Fort Cobb",1352,"FM9180f",1,"4.28","0.86","1.196","84.2","7.4","31.4","7","77.900000000000006","5","51.81","197","27","0.84","24","1.03","7.6","1.24","153","4.2","0.87"
"29","46",13,12,"PLA",193,"Fort Cobb",1352,"FM9180f",2,"4.17","0.85","1.2330000000000001","84.9","7.4","31.9","7.5","77.5","5.0999999999999996","47.28","112","18","0.89","20","1.0900000000000001","6.3","1.31","154.5","4","0.87"
"29","47",13,12,"PLA",193,"Fort Cobb",1376,"ST5458b2rf",1,"4.8099999999999996","0.87","1.1279999999999999","81.2","11.1","28.6","7.1","77.400000000000006","7.1","49.49","129","6","0.81","26","1.01","8.6","1.23","173.9","3.7","0.9"
"29","48",13,12,"PLA",193,"Fort Cobb",1376,"ST5458b2rf",2,"4.7","0.86","1.1659999999999999","82.2","10.3","29.1","7.3","76.7","6.5","54.24","99","9","0.84","22","1.03","7.3","1.23","168.6","3","0.9"
"29","51",13,12,"PLA",193,"Fort Cobb",1410,"NG3348b2f",1,"3.95","0.85","1.167","82.9","9","30.1","7.3","77.099999999999994","5.5","45.15","185","17","0.83","23","1.01","8","1.23","145.6","5.4","0.83"
"29","52",13,12,"PLA",193,"Fort Cobb",1410,"NG3348b2f",2,"3.8","0.84","1.1870000000000001","83","9.8000000000000007","29.9","7.5","77.2","5.6","52.43","316","21","0.77","29","0.98","10.8","1.21","153.9","6.2","0.83"
"29","49",13,12,"PLA",193,"Fort Cobb",1411,"AT Epic rf",1,"4.58","0.85","1.198","84.7","7.5","31","8.4","78.8","6.9","45.84","152","9","0.84","21","1.01","6.8","1.2","163.4","3.8","0.87"
"29","50",13,12,"PLA",193,"Fort Cobb",1411,"AT Epic rf",2,"4.33","0.85","1.2250000000000001","84.8","7.1","29.2","8.1999999999999993","78.5","6.7","50.63","134","15","0.86","22","1.05","7","1.26","156","4.4000000000000004","0.84"
"29","37",13,12,"PLA",193,"Fort Cobb",1412,"DP0912b2rf",1,"4.68","0.86","1.159","83.5","7.7","30.2","7.8","77.5","6.5","49.01","144","33","0.82","23","1","7.5","1.2","167.1","4.2","0.87"
"29","38",13,12,"PLA",193,"Fort Cobb",1412,"DP0912b2rf",2,"4.8099999999999996","0.86","1.1439999999999999","83.2","8.8000000000000007","29.6","8.1999999999999993","77.3","5.5","47.84","113","11","0.87","20","1.04","6.5","1.24","167.1","3.8","0.87"
"29","43",13,12,"PLA",193,"Fort Cobb",1426,"PHY725rf",1,"4.42","0.85","1.2529999999999999","84.9","6.6","34.200000000000003","8.1999999999999993","77.400000000000006","6.1","53.78","201","34","0.92","17","1.0900000000000001","5.2","1.3","158.80000000000001","2.9","0.9"
"29","44",13,12,"PLA",193,"Fort Cobb",1426,"PHY725rf",2,"4.1399999999999997","0.85","1.2669999999999999","85.1","6.6","34.1","7.4","75.900000000000006","6.4","59.77","131","12","0.92","20","1.1200000000000001","6","1.35","150.9","4","0.88"
"29","53",13,12,"PLA",193,"Fort Cobb",1427,"DP1044b2rf",1,"4.47","0.85","1.141","84.3","8.1999999999999993","28.2","8.8000000000000007","78","6.2","44.41","111","11","0.84","21","1.01","6.7","1.19","162.19999999999999","4","0.85"
"29","54",13,12,"PLA",193,"Fort Cobb",1427,"DP1044b2rf",2,"4.4800000000000004","0.85","1.1479999999999999","83.2","8.1","29","8.9","78.3","6.7","45.99","136","24","0.82","24","1.01","7.9","1.21","164.3","4.5","0.84"
"58","3",13,20,"EAS",36,"Florence",1326,"PHY375wrf",1,"4.8600000000000003","0.87","1.1279999999999999","83.1","8.1","28.8","7.7","69.3","6.6","47.62","78","25","0.88","18","1.04","5.7","1.22","175.3","3.9","0.91"
"58","4",13,20,"EAS",36,"Florence",1326,"PHY375wrf",2,"4.12","0.85","1.1859999999999999","83.7","8.1","30.2","7.3","71.7","6.6","55.88","116","23","0.89","17","1.04","5.8","1.23","152.30000000000001","5.4","0.86"
"58","5",13,20,"EAS",36,"Florence",1344,"FM9058f",1,"4.53","0.87","1.222","84.3","8.1","33.9","6.6","70.900000000000006","6.6","56.96","101","14","0.92","19","1.1000000000000001","6","1.31","160.30000000000001","4.7","0.91"
"58","6",13,20,"EAS",36,"Florence",1344,"FM9058f",2,"4","0.85","1.2150000000000001","84.3","8","31","6.9","74.8","6.7","60.42","171","33","0.91","20","1.0900000000000001","6.2","1.31","150.69999999999999","5.4","0.88"
"58","21",13,20,"EAS",36,"Florence",1397,"DP1050b2rf",1,"4.42","0.85","1.1359999999999999","83.6","8.4","28.6","8.4","73.8","8.1","57.99","97","13","0.95","13","1.08","4.0999999999999996","1.24","171.7","3.6","0.89"
"58","22",13,20,"EAS",36,"Florence",1397,"DP1050b2rf",2,"4.3","0.85","1.2170000000000001","85.8","6.8","29.1","8.5","74.900000000000006","7.5","44.12","136","19","0.92","16","1.07","5.2","1.25","160.69999999999999","5.3","0.84"
"58","29",13,20,"EAS",36,"Florence",1404,"PHY499wrf",1,"4.7699999999999996","0.86","1.1850000000000001","85.2","7.3","31.2","8.4","69.8","7.2","47.26","113","17","0.93","14","1.07","4.5","1.24","177.3","3.3","0.9"
"58","30",13,20,"EAS",36,"Florence",1404,"PHY499wrf",2,"4.63","0.86","1.17","84.5","8","31.9","8.1999999999999993","74.7","7.7","48.29","82","21","0.93","14","1.07","4.3","1.24","171.3","3.3","0.91"
"58","1",13,20,"EAS",36,"Florence",1412,"DP0912b2rf",1,"5.29","0.87","1.1419999999999999","83.8","7.2","30.2","8.1","72.2","6.5","57.39","94","19","0.9","15","1.05","4.8","1.22","184.7","3.3","0.94"
"58","2",13,20,"EAS",36,"Florence",1412,"DP0912b2rf",2,"5.0199999999999996","0.86","1.1439999999999999","83.8","7.3","28.2","8.4","74.7","7","43.76","107","18","0.86","18","1","5.9","1.18","178","4.2","0.9"
"58","7",13,20,"EAS",36,"Florence",1426,"PHY725rf",1,"4.07","0.85","1.234","84.6","7.3","35.1","7.3","71","7.4","57.15","120","30","0.97","15","1.1299999999999999","4.5","1.34","147","4.5","0.9"
"58","8",13,20,"EAS",36,"Florence",1426,"PHY725rf",2,"4.16","0.85","1.2450000000000001","84.7","7.5","35.1","7.2","69.400000000000006","7.4","53.46","101","27","1","12","1.1499999999999999","3.5","1.34","157.69999999999999","3.4","0.92"
"58","19",13,20,"EAS",36,"Florence",1429,"DP1137b2rf",1,"4.42","0.85","1.143","84","8.5","27.4","8.4","75.2","7.9","46.61","141","13","0.88","16","1.03","5.6","1.2","165","5.0999999999999996","0.85"
"58","20",13,20,"EAS",36,"Florence",1429,"DP1137b2rf",2,"4.8099999999999996","0.86","1.1419999999999999","84.9","7.4","28.4","8.1","72.5","7.4","45.49","85","23","0.93","12","1.05","4","1.22","175.7","3.5","0.89"
"58","15",13,20,"EAS",36,"Florence",1448,"DG2610b2rf",1,"4.55","0.85","1.1619999999999999","83.6","8","28.5","8.9","74.2","7.5","46.91","167","18","0.9","17","1.05","5.5","1.24","172","4.5","0.88"
"58","16",13,20,"EAS",36,"Florence",1448,"DG2610b2rf",2,"4.43","0.85","1.216","85.6","6.7","28.9","8.4","74.8","7.2","45.46","117","23","0.96","13","1.1000000000000001","4","1.28","169.7","3.8","0.88"
"58","17",13,20,"EAS",36,"Florence",1449,"DP1252b2rf",1,"4.87","0.86","1.165","83.8","7.9","28.8","8.4","74.5","7.7","46.28","83","19","0.97","12","1.1000000000000001","3.6","1.26","172.3","3.3","0.88"
"58","18",13,20,"EAS",36,"Florence",1449,"DP1252b2rf",2,"4.7300000000000004","0.86","1.204","85.5","7.3","30.8","7.9","76","7.2","45.89","86","16","0.94","13","1.07","4","1.24","177","3.6","0.9"
"58","23",13,20,"EAS",36,"Florence",1450,"UA222",1,"4.28","0.85","1.212","84","7.3","29.6","8.1999999999999993","73.3","7.5","50.75","157","25","0.9","19","1.06","6.1","1.27","164.3","4.5999999999999996","0.89"
"58","24",13,20,"EAS",36,"Florence",1450,"UA222",2,"4.4000000000000004","0.85","1.232","85.8","6.7","31.3","8.1","70.599999999999994","6.8","49.09","140","34","0.96","15","1.1100000000000001","4.5","1.31","169.3","4.2","0.92"
"58","25",13,20,"EAS",36,"Florence",1451,"FM1944glb2",1,"4.59","0.87","1.1719999999999999","84.4","7.9","29.8","6.4","74","5.7","61.74","87","20","0.9","18","1.05","5.9","1.25","167","3.9","0.95"
"58","26",13,20,"EAS",36,"Florence",1451,"FM1944glb2",2,"4.67","0.87","1.2470000000000001","85.8","7.4","33.299999999999997","6.2","75.7","5.9","53.33","117","29","0.93","17","1.1000000000000001","5.3","1.32","169","3.7","0.95"
"58","9",13,20,"EAS",36,"Florence",1465,"NG1511b2rf",1,"4.99","0.86","1.179","84.6","6.8","30.5","8.6","71.3","6.3","53.3","88","10","0.89","17","1.05","5.5","1.23","176.3","3.8","0.92"
"58","10",13,20,"EAS",36,"Florence",1465,"NG1511b2rf",2,"5.16","0.86","1.1910000000000001","85.4","6.5","31","9","72.099999999999994","6.9","53.22","131","21","0.9","16","1.04","5.2","1.22","178.7","3.7","0.93"
"58","11",13,20,"EAS",36,"Florence",1466,"NG5315b2rf",1,"4.93","0.86","1.167","84.4","7.5","29.2","9.1","75.099999999999994","7.2","50.48","179","13","0.91","15","1.05","5","1.24","181.7","3.5","0.9"
"58","12",13,20,"EAS",36,"Florence",1466,"NG5315b2rf",2,"4.33","0.84","1.1659999999999999","83.9","8.5","28.3","8.6999999999999993","75.099999999999994","7.5","44.73","168","23","0.93","15","1.07","4.9000000000000004","1.25","164.3","4.9000000000000004","0.85"
"58","13",13,20,"EAS",36,"Florence",1467,"DG2285b2rf",1,"4.6399999999999997","0.86","1.139","83.2","9.3000000000000007","29","7.8","73","7","46.65","163","19","0.87","19","1.03","6.2","1.21","170.3","4.0999999999999996","0.92"
"58","14",13,20,"EAS",36,"Florence",1467,"DG2285b2rf",2,"4.78","0.86","1.175","83.9","8.3000000000000007","30.1","8.4","74.3","7.1","47.04","93","21","0.98","11","1.1000000000000001","3.2","1.26","180","2.9","0.93"
"58","27",13,20,"EAS",36,"Florence",1469,"PHY339wrf",1,"4.0999999999999996","0.84","1.196","86","7","30.2","8","75.7","6.6","52.43","109","19","0.96","13","1.1000000000000001","4.0999999999999996","1.28","157.69999999999999","4.0999999999999996","0.87"
"58","28",13,20,"EAS",36,"Florence",1469,"PHY339wrf",2,"4.0999999999999996","0.85","1.2150000000000001","85.6","7.1","31.2","7.8","74.099999999999994","6.7","50.89","104","13","0.94","15","1.0900000000000001","4.7","1.28","154","4.7","0.86"
"58","31",13,20,"EAS",36,"Florence",1470,"PHY575wrf",1,"3.86","0.84","1.2509999999999999","85.7","6.6","30.8","7.7","74","6.8","45.74","128","15","0.94","17","1.1100000000000001","5.4","1.33","153","5.2","0.87"
"58","32",13,20,"EAS",36,"Florence",1470,"PHY575wrf",2,"4.1100000000000003","0.85","1.2350000000000001","84.9","7.7","29.8","7.5","75.900000000000006","7","44.86","127","18","0.9","20","1.1000000000000001","6.8","1.32","154","5.5","0.87"
"61","3",13,20,"EAS",37,"Rocky mount",1326,"PHY375wrf",1,"4.5599999999999996","0.86","1.151","85.8","7","28.9","7.5","79.5","8.4","51.47","59","8","0.95","12","1.08","3.4","1.23","174","3.6","0.93"
"61","4",13,20,"EAS",37,"Rocky mount",1326,"PHY375wrf",2,"4.8099999999999996","0.87","1.159","84.5","7.7","30.7","7.2","79.7","9","53.15","61","5","0.97","11","1.0900000000000001","3.4","1.25","183.7","3","0.95"
"61","5",13,20,"EAS",37,"Rocky mount",1344,"FM9058f",1,"4.29","0.86","1.2470000000000001","84.4","7.2","29.3","5.8","75.099999999999994","7.9","49.09","104","7","0.96","15","1.1200000000000001","4.4000000000000004","1.32","171.3","3.7","0.94"
"61","6",13,20,"EAS",37,"Rocky mount",1344,"FM9058f",2,"4.57","0.87","1.2450000000000001","86.3","6.4","31.5","6.2","78.900000000000006","7.7","59.36","47","1","1.06","8","1.17","2.1","1.33","169.3","2.7","0.94"
"61","21",13,20,"EAS",37,"Rocky mount",1397,"DP1050b2rf",1,"4.7","0.86","1.236","87.1","6.5","29.9","8.3000000000000007","79.5","8.6999999999999993","52.31","73","3","1.05","9","1.17","2.6","1.33","176","3.3","0.9"
"61","22",13,20,"EAS",37,"Rocky mount",1397,"DP1050b2rf",2,"4.7","0.85","1.2110000000000001","85.8","7.7","31.2","8.9","74.099999999999994","8.1999999999999993","41.53","61","5","1.04","8","1.1499999999999999","2.4","1.3","180.3","2.8","0.89"
"61","29",13,20,"EAS",37,"Rocky mount",1404,"PHY499wrf",1,"4.7","0.85","1.1839999999999999","85.8","6.3","32.1","8.9","78.8","8.8000000000000007","54.3","90","13","0.97","12","1.1000000000000001","3.4","1.26","178.3","3.1","0.91"
"61","30",13,20,"EAS",37,"Rocky mount",1404,"PHY499wrf",2,"4.92","0.86","1.2030000000000001","87.8","5.7","32.299999999999997","9","79.8","8.8000000000000007","52.63","64","3","0.98","11","1.1100000000000001","3.1","1.26","186","2.4","0.94"
"61","1",13,20,"EAS",37,"Rocky mount",1412,"DP0912b2rf",1,"5.07","0.87","1.163","85.9","6.5","30.6","7.9","79.5","8.1999999999999993","49.48","41","3","0.96","10","1.07","3","1.21","190.3","2.8","0.96"
"61","2",13,20,"EAS",37,"Rocky mount",1412,"DP0912b2rf",2,"5.38","0.88","1.1160000000000001","84.1","8.5","28.8","7","78.5","7.9","49.87","83","17","0.94","10","1.05","3.1","1.19","196.3","2.2000000000000002","0.98"
"61","7",13,20,"EAS",37,"Rocky mount",1426,"PHY725rf",1,"4.42","0.86","1.2789999999999999","85.7","6","31.7","7.7","73.7","8.8000000000000007","52.49","81","11","1.01","13","1.17","3.7","1.37","163","3.8","0.92"
"61","8",13,20,"EAS",37,"Rocky mount",1426,"PHY725rf",2,"4.37","0.86","1.2589999999999999","85.4","6.4","33.799999999999997","7.5","75","8.5","54.15","80","10","1.04","10","1.17","2.8","1.36","170.7","2.7","0.95"
"61","19",13,20,"EAS",37,"Rocky mount",1429,"DP1137b2rf",1,"4.76","0.86","1.18","86.4","6.4","28.9","8.8000000000000007","78.400000000000006","8.5","53.45","119","9","0.91","15","1.04","5","1.22","181","3.6","0.89"
"61","20",13,20,"EAS",37,"Rocky mount",1429,"DP1137b2rf",2,"4.8099999999999996","0.85","1.1859999999999999","86.6","6.6","31.2","9.1","79.2","8.4","58.99","70","4","1","10","1.1100000000000001","3","1.26","181.3","3","0.91"
"61","15",13,20,"EAS",37,"Rocky mount",1448,"DG2610b2rf",1,"4.55","0.85","1.218","86.2","6.6","29.8","8.4","79.2","8.6","52.99","79","5","1.06","7","1.1599999999999999","2","1.31","171.7","3.6","0.89"
"61","16",13,20,"EAS",37,"Rocky mount",1448,"DG2610b2rf",2,"4.79","0.85","1.2110000000000001","86.4","6.2","30.3","9","79.8","8.6","52.8","79","7","1.02","9","1.1299999999999999","2.7","1.28","185","2.8","0.92"
"61","17",13,20,"EAS",37,"Rocky mount",1449,"DP1252b2rf",1,"4.83","0.86","1.216","84.7","6.9","30.1","8.6999999999999993","80.400000000000006","8.6","57.99","67","3","1.04","8","1.1299999999999999","2.2000000000000002","1.28","184.3","2.8","0.92"
"61","18",13,20,"EAS",37,"Rocky mount",1449,"DP1252b2rf",2,"5.01","0.87","1.2050000000000001","86","6.7","31.7","8.1999999999999993","81.2","8.6","51.12","83","5","1.03","7","1.1299999999999999","2.1","1.28","185.3","2.5","0.94"
"61","23",13,20,"EAS",37,"Rocky mount",1450,"UA222",1,"4.63","0.85","1.2729999999999999","86.1","5.9","31","8.5","74.599999999999994","8.1","64.66","81","10","1.01","12","1.1499999999999999","3.4","1.34","178.3","3","0.92"
"61","24",13,20,"EAS",37,"Rocky mount",1450,"UA222",2,"4.7","0.85","1.2290000000000001","84.6","6.8","29.1","8.6999999999999993","72.5","7.9","48.16","77","5","0.9","20","1.08","6","1.28","167","5.3","0.88"
"61","25",13,20,"EAS",37,"Rocky mount",1451,"FM1944glb2",1,"4.88","0.87","1.242","87.1","6","32.799999999999997","6.8","82.6","7.6","56.55","44","3","1.07","8","1.19","2.2000000000000002","1.36","180.7","1.9","0.98"
"61","26",13,20,"EAS",37,"Rocky mount",1451,"FM1944glb2",2,"4.8600000000000003","0.87","1.2210000000000001","85.2","7.4","33.200000000000003","6.6","81","7.7","59.89","39","1","1.04","10","1.17","2.9","1.35","176","2.2000000000000002","0.98"
"61","9",13,20,"EAS",37,"Rocky mount",1465,"NG1511b2rf",1,"4.96","0.87","1.175","86.7","6.7","31.1","7.9","78.099999999999994","8.9","60.42","83","11","0.96","11","1.07","3.2","1.23","191","2.4","0.96"
"61","10",13,20,"EAS",37,"Rocky mount",1465,"NG1511b2rf",2,"5.03","0.87","1.196","85","6.8","30.1","8.1999999999999993","76.2","8","45.41","58","5","0.93","12","1.05","3.8","1.2","187.7","2.9","0.94"
"61","11",13,20,"EAS",37,"Rocky mount",1466,"NG5315b2rf",1,"4.72","0.86","1.202","86.2","6.4","29.9","8.1999999999999993","77.599999999999994","8.4","50.18","99","11","1","11","1.1100000000000001","3.1","1.27","181.7","3.4","0.89"
