"breeder","sample","yr","regcode","reg","loccode","loc","vcode","var","rep","mic_hvi","mr_hvi","uhml","ui","sfi","str","elg","rd","b","yt","nep","scn","len_n","sf_n","len_w","sfc_w","uql","fn","ifc","mat"
"61","12",13,20,"EAS",37,"Rocky mount",1466,"NG5315b2rf",2,"4.63","0.85","1.2150000000000001","86.3","6.5","29.6","8.5","78.5","8.6","49.92","71","6","1","10","1.1100000000000001","2.9","1.27","182.7","3.4","0.9"
"61","13",13,20,"EAS",37,"Rocky mount",1467,"DG2285b2rf",1,"4.7699999999999996","0.86","1.216","86.2","6.4","29.1","7.7","79.3","8.5","49.86","67","5","0.96","11","1.0900000000000001","3.3","1.24","175.7","3.5","0.91"
"61","14",13,20,"EAS",37,"Rocky mount",1467,"DG2285b2rf",2,"4.88","0.87","1.171","84.8","7.3","30.3","7.6","75.3","8.4","59.43","61","3","0.98","11","1.1000000000000001","3.3","1.27","181","3.1","0.94"
"61","27",13,20,"EAS",37,"Rocky mount",1469,"PHY339wrf",1,"4.3","0.85","1.2350000000000001","85.3","6.8","31.2","7.8","81.099999999999994","8.1","51.57","95","13","1.02","12","1.1599999999999999","3.3","1.33","163","3.6","0.9"
"61","28",13,20,"EAS",37,"Rocky mount",1469,"PHY339wrf",2,"4.49","0.86","1.2290000000000001","86.4","6.7","31.8","7.9","81.599999999999994","8.5","49.58","81","13","1.04","8","1.1499999999999999","2.2999999999999998","1.31","169.3","2.8","0.92"
"61","31",13,20,"EAS",37,"Rocky mount",1470,"PHY575wrf",1,"4.29","0.85","1.2430000000000001","86.2","6.4","29.5","8.1999999999999993","77.599999999999994","8.6","49.83","76","6","1.01","11","1.1499999999999999","3.1","1.33","164.7","3.6","0.89"
"61","32",13,20,"EAS",37,"Rocky mount",1470,"PHY575wrf",2,"4.3600000000000003","0.85","1.2529999999999999","86.6","6.2","30.1","8.1","80.3","8.9","53.24","79","8","1.03","10","1.1599999999999999","2.9","1.33","160.30000000000001","3.8","0.88"
"12","3",13,20,"EAS",67,"Starkville",1326,"PHY375wrf",1,"3.54","0.83","1.17","85","7.7","30.1","8.9","81.400000000000006","6.8","49.87","141","8","0.85","21","1.02","7.2","1.22","144","6.8","0.82"
"12","4",13,20,"EAS",67,"Starkville",1326,"PHY375wrf",2,"3.83","0.84","1.153","84.3","7.7","29.2","8.1999999999999993","80.7","6.7","57.34","149","9","0.84","21","1.01","7.2","1.2","145.30000000000001","6.4","0.83"
"12","5",13,20,"EAS",67,"Starkville",1344,"FM9058f",1,"3.62","0.84","1.206","83.8","7.6","32.1","7.4","82","6.2","56.32","129","4","0.9","19","1.08","6","1.29","141.69999999999999","5.9","0.85"
"12","6",13,20,"EAS",67,"Starkville",1344,"FM9058f",2,"3.59","0.84","1.222","83.1","7.8","32.299999999999997","7.5","82.2","6.1","54.94","137","9","0.86","21","1.05","7.1","1.28","138","6.5","0.86"
"12","21",13,20,"EAS",67,"Starkville",1397,"DP1050b2rf",1,"4.67","0.85","1.1379999999999999","83.4","8.4","27.3","8.5","80.3","7.9","47.94","73","4","0.9","15","1.04","5","1.22","167.7","3.9","0.89"
"12","22",13,20,"EAS",67,"Starkville",1397,"DP1050b2rf",2,"4.32","0.84","1.202","85.2","7.4","29.3","8.8000000000000007","81.3","7.5","45.54","62","8","0.96","14","1.1000000000000001","4.4000000000000004","1.28","164","3.9","0.89"
"12","29",13,20,"EAS",67,"Starkville",1404,"PHY499wrf",1,"4.8099999999999996","0.86","1.1319999999999999","82.9","8.1999999999999993","30.6","8.6999999999999993","78.5","7.4","48.25","77","5","0.9","14","1.03","4.8","1.19","171.7","2.8","0.92"
"12","30",13,20,"EAS",67,"Starkville",1404,"PHY499wrf",2,"4.13","0.84","1.1759999999999999","85.2","7.5","31.9","8.6","77.599999999999994","7.2","50.74","68","6","0.96","12","1.0900000000000001","3.8","1.25","170.3","2.9","0.92"
"12","1",13,20,"EAS",67,"Starkville",1412,"DP0912b2rf",1,"4.3600000000000003","0.85","1.1419999999999999","84.4","8.4","30.1","8.4","80.099999999999994","7","51.14","86","9","0.9","14","1.03","4.7","1.2","172.7","4.0999999999999996","0.89"
"12","2",13,20,"EAS",67,"Starkville",1412,"DP0912b2rf",2,"4.43","0.85","1.1559999999999999","84.7","7.5","29.7","8.8000000000000007","80.8","6.9","52.97","133","13","0.88","17","1.03","5.7","1.21","163.30000000000001","4.7","0.87"
"12","7",13,20,"EAS",67,"Starkville",1426,"PHY725rf",1,"4.04","0.84","1.2230000000000001","85.3","6.9","32.1","8.6999999999999993","80.400000000000006","7.6","55.81","115","5","0.9","16","1.06","5.2","1.27","150.69999999999999","4.7","0.87"
"12","8",13,20,"EAS",67,"Starkville",1426,"PHY725rf",2,"4.28","0.85","1.254","85.3","6.6","33.9","8.4","81","7.8","61.24","111","11","0.92","15","1.07","5.0999999999999996","1.27","157.30000000000001","4.5","0.9"
"12","19",13,20,"EAS",67,"Starkville",1429,"DP1137b2rf",1,"4.5599999999999996","0.85","1.121","83.1","9.8000000000000007","28.5","8.5","77.900000000000006","7.1","47.33","88","6","0.87","16","1.01","5.7","1.19","166","4.5","0.87"
"12","20",13,20,"EAS",67,"Starkville",1429,"DP1137b2rf",2,"4.41","0.85","1.161","84.3","7.4","30.3","8.6999999999999993","80.599999999999994","7","47.99","89","10","0.89","15","1.03","5.0999999999999996","1.2","169.3","4","0.87"
"12","15",13,20,"EAS",67,"Starkville",1448,"DG2610b2rf",1,"4.0199999999999996","0.84","1.1890000000000001","85.2","7.4","30.7","8.8000000000000007","80.599999999999994","7.4","44.69","110","6","0.88","19","1.04","6.5","1.23","154.69999999999999","5.8","0.84"
"12","16",13,20,"EAS",67,"Starkville",1448,"DG2610b2rf",2,"4.13","0.84","1.1819999999999999","85.4","7.1","29.5","9","81.8","7.7","43.5","95","8","0.91","16","1.06","5.3","1.24","150.30000000000001","6.3","0.83"
"12","17",13,20,"EAS",67,"Starkville",1449,"DP1252b2rf",1,"4.8600000000000003","0.85","1.1339999999999999","84.1","8.6999999999999993","28.8","9.1999999999999993","80.8","6.8","46.35","104","9","0.9","14","1.03","4.7","1.19","169.7","3.9","0.88"
"12","18",13,20,"EAS",67,"Starkville",1449,"DP1252b2rf",2,"4.42","0.85","1.1859999999999999","85.9","7","30.4","9.1","81.599999999999994","7.7","46.78","106","7","0.9","17","1.04","5.5","1.22","159.69999999999999","5.2","0.85"
"12","23",13,20,"EAS",67,"Starkville",1450,"UA222",1,"4.62","0.85","1.202","83.6","7.4","31.5","9.9","79.5","7.5","53.63","66","3","0.9","16","1.06","5","1.25","167.3","3.3","0.92"
"12","24",13,20,"EAS",67,"Starkville",1450,"UA222",2,"3.81","0.83","1.266","83.8","7.7","30.9","9.1","81.7","7.8","51.87","99","6","0.93","19","1.1200000000000001","6.1","1.34","146","5","0.87"
"12","25",13,20,"EAS",67,"Starkville",1451,"FM1944glb2",1,"3.32","0.84","1.232","83.7","8.6","31.4","6.8","84.5","6.3","53.28","163","13","0.84","23","1.04","8.1999999999999993","1.27","140.30000000000001","6","0.87"
"12","26",13,20,"EAS",67,"Starkville",1451,"FM1944glb2",2,"3.86","0.85","1.24","83.9","8.1999999999999993","31","6.9","82.9","6.2","58.8","126","11","0.94","16","1.1100000000000001","5.3","1.32","147.30000000000001","4.3","0.9"
"12","9",13,20,"EAS",67,"Starkville",1465,"NG1511b2rf",1,"4.76","0.85","1.2030000000000001","85.6","7.1","32.200000000000003","9.6999999999999993","81.8","6.7","47.4","128","15","0.84","18","1","6.3","1.17","166.7","4.5999999999999996","0.88"
"12","10",13,20,"EAS",67,"Starkville",1465,"NG1511b2rf",2,"4.3","0.84","1.1819999999999999","85.1","7.3","31.1","9.6","81","7.2","49.53","95","4","0.87","18","1.03","6.1","1.21","155","5.8","0.85"
"12","11",13,20,"EAS",67,"Starkville",1466,"NG5315b2rf",1,"4.54","0.84","1.17","83.9","7.7","29.9","9.8000000000000007","79.900000000000006","7.2","43.75","95","3","0.87","18","1.02","6.1","1.21","167.7","4.7","0.87"
"12","12",13,20,"EAS",67,"Starkville",1466,"NG5315b2rf",2,"4.46","0.84","1.1879999999999999","86.4","6.8","29.2","9.5","81.8","7.1","42.44","75","7","0.91","15","1.05","4.9000000000000004","1.22","162","5.0999999999999996","0.85"
"12","13",13,20,"EAS",67,"Starkville",1467,"DG2285b2rf",1,"3.87","0.83","1.2090000000000001","85.1","7.3","31.8","9.1999999999999993","82.4","7.3","47.23","103","5","0.9","17","1.06","5.7","1.27","146.69999999999999","6.2","0.84"
"12","14",13,20,"EAS",67,"Starkville",1467,"DG2285b2rf",2,"3.67","0.83","1.1839999999999999","83.8","8.6","29.6","8.3000000000000007","81.599999999999994","7.4","47.8","131","7","0.86","20","1.03","7.1","1.23","144.69999999999999","6.7","0.84"
"12","27",13,20,"EAS",67,"Starkville",1469,"PHY339wrf",1,"3.87","0.84","1.1850000000000001","85.1","7.2","30.7","7.8","82.9","6.3","52.22","73","4","0.96","12","1.1000000000000001","3.6","1.27","154","4","0.9"
"12","28",13,20,"EAS",67,"Starkville",1469,"PHY339wrf",2,"3.81","0.84","1.196","84.1","8.1","28.8","7.6","82.1","6.1","52.05","87","8","0.94","14","1.1000000000000001","4.5999999999999996","1.28","151.30000000000001","4.3","0.89"
"12","31",13,20,"EAS",67,"Starkville",1470,"PHY575wrf",1,"3.69","0.84","1.2310000000000001","84.1","8.3000000000000007","30.6","7.7","83.2","7.1","48.02","113","1","0.88","20","1.06","6.3","1.27","161","3.2","0.96"
"12","32",13,20,"EAS",67,"Starkville",1470,"PHY575wrf",2,"3.7","0.83","1.2170000000000001","84.3","8","30.5","8.3000000000000007","82","7.4","47.01","127","1","0.88","21","1.06","6.5","1.27","158","3.8","0.95"
"57","3",13,20,"EAS",153,"Griffin",1326,"PHY375wrf",1,"3.79","0.84","1.212","84.9","7.6","30.2","8","74.599999999999994","6.8","50.18","164","16","0.87","20","1.04","6.5","1.24","144","5.8","0.83"
"57","4",13,20,"EAS",153,"Griffin",1326,"PHY375wrf",2,"4.2","0.85","1.18","83.7","8.3000000000000007","28.5","7.6","77","7.4","53.27","111","31","0.88","20","1.06","6.5","1.26","150.69999999999999","5.5","0.85"
"57","5",13,20,"EAS",153,"Griffin",1344,"FM9058f",1,"4.0599999999999996","0.85","1.1870000000000001","82.1","8.8000000000000007","29.6","6.9","69","6.6","53.57","144","12","0.83","23","1.01","8","1.24","148.30000000000001","6.1","0.86"
"57","6",13,20,"EAS",153,"Griffin",1344,"FM9058f",2,"4.05","0.85","1.1830000000000001","82.5","9.6","29.8","6.5","73","6.3","47.21","171","24","0.82","24","1.01","8.5","1.24","148.30000000000001","6.1","0.86"
"57","21",13,20,"EAS",153,"Griffin",1397,"DP1050b2rf",1,"4.04","0.84","1.2070000000000001","85.2","7.5","29","8.6999999999999993","73.5","7.8","46.61","137","9","0.89","18","1.06","6.1","1.27","151.69999999999999","5.6","0.87"
"57","22",13,20,"EAS",153,"Griffin",1397,"DP1050b2rf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.86","171","28","0.89","18","1.05","5.8","1.24","171.3","4.5","0.88"
"57","29",13,20,"EAS",153,"Griffin",1404,"PHY499wrf",1,"4.37","0.85","1.1970000000000001","84.4","8.1999999999999993","32.1","8.1","72.3","7.3","48.49","145","25","0.91","19","1.07","5.9","1.27","166.7","3.9","0.91"
"57","30",13,20,"EAS",153,"Griffin",1404,"PHY499wrf",2,"5","0.86","1.159","84.4","8","29.6","8.8000000000000007","73.099999999999994","7.3","42.03","128","17","0.88","18","1.03","5.8","1.2","179.3","3.3","0.92"
"57","1",13,20,"EAS",153,"Griffin",1412,"DP0912b2rf",1,"5.14","0.87","1.0920000000000001","82.6","8.9","27.8","8.1999999999999993","69.5","6.5","41.12","163","29","0.79","22","0.94","8.1","1.1100000000000001","174.7","4.7","0.89"
"57","2",13,20,"EAS",153,"Griffin",1412,"DP0912b2rf",2,"4.88","0.86","1.1559999999999999","83.6","7.8","28.3","8.6999999999999993","70.8","6.7","46.59","153","21","0.83","21","0.99","7.2","1.17","176","4.5999999999999996","0.89"
"57","7",13,20,"EAS",153,"Griffin",1426,"PHY725rf",1,"4.22","0.85","1.167","79.599999999999994","11.1","31","7.4","72.3","7.2","58.54","156","26","0.86","20","1.03","6.6","1.24","153.30000000000001","4.2","0.89"
"57","8",13,20,"EAS",153,"Griffin",1426,"PHY725rf",2,"4.18","0.85","1.2410000000000001","84.5","6.8","33.700000000000003","8","71","7.8","59.63","157","22","0.91","18","1.08","5.6","1.3","151.69999999999999","4.4000000000000004","0.87"
"57","19",13,20,"EAS",153,"Griffin",1429,"DP1137b2rf",1,"3.97","0.84","1.1279999999999999","82.6","9.4","28.5","8.4","73.900000000000006","7.5","53.45","142","10","0.86","18","1","6.4","1.19","153","6","0.82"
"57","20",13,20,"EAS",153,"Griffin",1429,"DP1137b2rf",2,"4.4800000000000004","0.85","1.127","82.8","9.5","27.4","9","72.7","7.4","51.95","136","29","0.9","15","1.03","5","1.21","164","5.0999999999999996","0.82"
"57","15",13,20,"EAS",153,"Griffin",1448,"DG2610b2rf",1,"3.87","0.83","1.1779999999999999","84.5","8.6999999999999993","28.3","8.6999999999999993","74.400000000000006","7.7","45.9","172","29","0.86","20","1.03","7","1.24","148.69999999999999","6.6","0.8"
"57","16",13,20,"EAS",153,"Griffin",1448,"DG2610b2rf",2,"3.96","0.83","1.1859999999999999","84.4","8.5","29.2","9.1999999999999993","76","8.1999999999999993","52.13","221","20","0.84","22","1.02","7.4","1.23","150","6.8","0.8"
"57","17",13,20,"EAS",153,"Griffin",1449,"DP1252b2rf",1,"4.18","0.85","1.1679999999999999","83.3","9.6","27.7","7.7","74.7","7.2","48.8","159","14","0.85","21","1.02","7.1","1.22","149","6.5","0.81"
"57","18",13,20,"EAS",153,"Griffin",1449,"DP1252b2rf",2,"4.53","0.85","1.1779999999999999","84.5","7.9","28.5","8.5","73.8","7.2","46.72","123","14","0.89","18","1.05","5.9","1.25","160","5.6","0.83"
"57","23",13,20,"EAS",153,"Griffin",1450,"UA222",1,"4.41","0.85","1.2190000000000001","84.5","7.4","30.3","8.8000000000000007","72.8","6.7","45.22","149","14","0.88","20","1.07","6.6","1.28","164.3","4.5999999999999996","0.9"
"57","24",13,20,"EAS",153,"Griffin",1450,"UA222",2,"4.51","0.84","1.1759999999999999","83.7","8.5","29.3","9.4","71","6.9","44.95","231","21","0.82","24","1.01","8.1","1.23","168.7","5","0.89"
"57","25",13,20,"EAS",153,"Griffin",1451,"FM1944glb2",1,"4.84","0.87","1.1679999999999999","82.4","9.9","31","6.9","74.5","5.5","48.72","145","15","0.86","22","1.05","7.2","1.26","172","3.9","0.96"
"57","26",13,20,"EAS",153,"Griffin",1451,"FM1944glb2",2,"4.8099999999999996","0.87","1.1459999999999999","81.7","10.4","29.7","7","77","5.9","44.03","100","14","0.89","18","1.05","5.8","1.25","171.3","3.3","0.96"
"57","9",13,20,"EAS",153,"Griffin",1465,"NG1511b2rf",1,"4.46","0.85","1.157","84.6","8.3000000000000007","28.9","8.9","72.7","6.6","45.89","202","23","0.83","21","1","7.2","1.2","159","5.7","0.83"
"57","10",13,20,"EAS",153,"Griffin",1465,"NG1511b2rf",2,"4.9000000000000004","0.86","1.1819999999999999","85.4","6.9","29.3","9.1","70.400000000000006","6.6","50.01","78","7","0.9","16","1.04","5.2","1.22","172","3.7","0.89"
"57","11",13,20,"EAS",153,"Griffin",1466,"NG5315b2rf",1,"4.7","0.85","1.18","83.9","7.9","28.4","8.8000000000000007","74.7","7.9","48.73","96","12","0.91","16","1.05","5.3","1.23","169.3","4.5","0.85"
"57","12",13,20,"EAS",153,"Griffin",1466,"NG5315b2rf",2,"4.68","0.85","1.173","83.5","8.6999999999999993","29","8.6999999999999993","75.099999999999994","7.2","45.15","197","26","0.86","19","1.02","6.5","1.21","167","5.7","0.83"
"57","13",13,20,"EAS",153,"Griffin",1467,"DG2285b2rf",1,"4.6900000000000004","0.85","1.115","83","9.1999999999999993","27.5","9","73.900000000000006","6.6","43.32","183","15","0.81","21","0.97","7.6","1.1599999999999999","162.69999999999999","5.5","0.84"
"57","14",13,20,"EAS",153,"Griffin",1467,"DG2285b2rf",2,"4.66","0.85","1.151","83.7","8","27.7","9.1999999999999993","73.8","7.3","40.69","183","16","0.83","23","1","7.9","1.21","161.69999999999999","5.8","0.85"
"57","27",13,20,"EAS",153,"Griffin",1469,"PHY339wrf",1,"4.29","0.85","1.202","84.8","7.8","29.9","8","74.8","6.5","55.78","223","27","0.89","19","1.05","6.2","1.25","161.69999999999999","4.4000000000000004","0.9"
"57","28",13,20,"EAS",153,"Griffin",1469,"PHY339wrf",2,"4.53","0.86","1.1910000000000001","84.4","7.8","28","7.9","72.3","5.9","42.78","162","25","0.88","18","1.04","5.8","1.23","168.7","3.7","0.92"
"57","31",13,20,"EAS",153,"Griffin",1470,"PHY575wrf",1,"4.41","0.85","1.216","83.7","7.9","30.8","7.9","74.400000000000006","7.5","50.96","95","4","0.82","23","1.01","8.1999999999999993","1.23","164.3","5.0999999999999996","0.9"
"57","32",13,20,"EAS",153,"Griffin",1470,"PHY575wrf",2,"4.2699999999999996","0.85","1.206","83","8.4","28.5","8.1","75.8","6.9","47.6","114","21","0.89","20","1.08","6.6","1.3","159","5.3","0.88"
"26","3",13,30,"CEN",19,"College Station",1326,"PHY375wrf",1,"4.8","0.87","1.0980000000000001","82.6","9.6999999999999993","28.4","7.5","74.599999999999994","7.7","50.32","94","9","0.82","20","0.98","6.8","1.1499999999999999","168.9","2.5","0.92"
"26","4",13,30,"CEN",19,"College Station",1326,"PHY375wrf",3,"4.47","0.86","1.1319999999999999","81.900000000000006","9.1999999999999993","28.7","7.5","76.3","7.5","52.4","98","9","0.82","22","0.99","7","1.18","166.8","3.2","0.9"
"26","5",13,30,"CEN",19,"College Station",1344,"FM9058f",1,"4.58","0.87","1.1870000000000001","82.1","8.6","31.7","6.5","77.900000000000006","6.6","50.36","93","4","0.85","20","1.02","6.5","1.22","162.80000000000001","2.9","0.92"
"26","6",13,30,"CEN",19,"College Station",1344,"FM9058f",3,"4.6399999999999997","0.87","1.1970000000000001","82.6","8","31","6.7","77.5","6.2","58.9","105","5","0.88","20","1.07","6","1.27","161.30000000000001","2.8","0.92"
"26","17",13,30,"CEN",19,"College Station",1345,"Americot 1550b2rf",1,"4.74","0.86","1.107","82.3","9.5","28","8.1","76.2","8.3000000000000007","43.77","141","16","0.85","19","1","6","1.18","173.5","2.5","0.91"
"26","18",13,30,"CEN",19,"College Station",1345,"Americot 1550b2rf",3,"4.92","0.87","1.1180000000000001","82.6","9.6","27.1","7.8","75.7","8.6","45.61","101","5","0.83","21","0.99","7.1","1.17","172.6","2.6","0.9"
"26","23",13,30,"CEN",19,"College Station",1352,"FM 9180b2rf",1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
".",".",13,30,"CEN",19,"College Station",1352,"FM 9180b2rf",2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26","13",13,30,"CEN",19,"College Station",1358,"FM 1740b2f",1,"5.07","0.87","1.1339999999999999","84.1","8.5","31.4","7.5","76.3","7.1","50","95","8","0.84","20","0.99","6.3","1.18","176.7","2.2999999999999998","0.93"
"26","14",13,30,"CEN",19,"College Station",1358,"FM 1740b2f",3,"5.13","0.87","1.1379999999999999","83.7","8.3000000000000007","30.1","7.6","77.2","6.7","48.76","85","7","0.84","19","0.99","6.3","1.17","174.8","2.1","0.93"
"26","11",13,30,"CEN",19,"College Station",1404,"PHY499wrf",1,"4.8899999999999997","0.86","1.165","85.3","7.2","33","8.6","73.7","7.4","57.87","111","13","0.84","20","1","6.5","1.18","169.6","2.9","0.91"
"26","12",13,30,"CEN",19,"College Station",1404,"PHY499wrf",3,"5.0599999999999996","0.86","1.151","84.9","7.3","31.4","8.8000000000000007","75","7.8","53.14","139","15","0.82","23","0.99","7.2","1.17","171.1","2.7","0.91"
"26","9",13,30,"CEN",19,"College Station",1411,"AT Epic rf",1,"4.82","0.86","1.133","83.4","8.3000000000000007","31.1","8.3000000000000007","77.3","8.9","59.14","94","8","0.87","16","1.01","5.0999999999999996","1.18","171.4","2.1","0.9"
"26","10",13,30,"CEN",19,"College Station",1411,"AT Epic rf",3,"4.76","0.85","1.1379999999999999","82.8","8.6999999999999993","30.7","9.1","77.2","8.8000000000000007","48.59","118","9","0.86","18","1.02","5.9","1.2","169.3","2.7","0.89"
"26","1",13,30,"CEN",19,"College Station",1412,"DP0912b2rf",1,"5.5","0.88","1.113","83.8","7.9","30.4","7.8","75.099999999999994","6.9","47.97","70","5","0.87","15","1","4.8","1.17","190.1","1.6","0.95"
"26","2",13,30,"CEN",19,"College Station",1412,"DP0912b2rf",3,"5.16","0.87","1.117","83.1","7.6","30.8","8.3000000000000007","74.7","6.8","52.2","72","3","0.88","16","1.02","5","1.19","180.9","2.1","0.93"
"26","7",13,30,"CEN",19,"College Station",1426,"PHY725rf",1,"4.67","0.86","1.212","84.4","7","36.200000000000003","7.8","74.7","8","66.069999999999993","100","7","0.93","15","1.0900000000000001","4.5999999999999996","1.29","167.7","2","0.93"
"26","8",13,30,"CEN",19,"College Station",1426,"PHY725rf",3,"4.2300000000000004","0.85","1.2210000000000001","85","7","34.700000000000003","7.7","73.8","8.1","55.53","106","14","0.91","17","1.0900000000000001","5.2","1.29","160.6","2.2000000000000002","0.93"
"26","15",13,30,"CEN",19,"College Station",1427,"DP1044b2rf",1,"4.8899999999999997","0.86","1.133","81.900000000000006","9.3000000000000007","28.6","9.1","75.5","7.2","43.91","122","8","0.85","19","1.01","6.3","1.2","171.7","2.5","0.9"
"26","16",13,30,"CEN",19,"College Station",1427,"DP1044b2rf",3,"4.67","0.85","1.1719999999999999","83.3","8.1","30.3","9.1","77.2","8","47.12","106","4","0.83","21","1.01","6.8","1.2","167.1","2.6","0.89"
"26","27",13,30,"CEN",21,"Weslaco",1326,"PHY375wrf",1,"4.7300000000000004","0.86","1.087","82.8","8.6999999999999993","28","7.4","77.7","7.9","50.3","120","12","0.76","25","0.92","9.1","1.1000000000000001","166.2","2.9","0.91"
"26","28",13,30,"CEN",21,"Weslaco",1326,"PHY375wrf",3,"4.47","0.86","1.079","81.900000000000006","11.4","28.3","7","75.8","8.4","49.91","72","4","0.83","20","0.99","6.8","1.18","163.1","2.8","0.91"
"26","29",13,30,"CEN",21,"Weslaco",1344,"FM9058f",1,"4.66","0.87","1.1619999999999999","81.900000000000006","8.9","29.9","7","77.5","7.8","58.29","81","2","0.89","17","1.04","5.0999999999999996","1.23","169.3","1.7","0.95"
"26","30",13,30,"CEN",21,"Weslaco",1344,"FM9058f",3,"4.53","0.86","1.2","83.9","8.1","29.8","6.7","76.8","7.4","49.01","105","8","0.88","19","1.05","5.9","1.25","164","2.5","0.93"
"26","41",13,30,"CEN",21,"Weslaco",1345,"Americot 1550b2rf",1,"4.99","0.87","1.141","84.6","7.7","28","7.7","76.599999999999994","8.9","48.52","62","1","0.87","16","1","5.2","1.17","179.4","2.2999999999999998","0.91"
"26","42",13,30,"CEN",21,"Weslaco",1345,"Americot 1550b2rf",3,"4.8899999999999997","0.87","1.1279999999999999","83","8.4","28","7.4","77.099999999999994","8.9","48.2","82","5","0.88","16","1.02","5.0999999999999996","1.19","174.8","2.1","0.91"
"26","37",13,30,"CEN",21,"Weslaco",1358,"FM 1740b2f",1,"5.03","0.87","1.103","82.2","9","29","7.7","75.3","7.4","43.52","60","9","0.84","18","0.99","6","1.1599999999999999","175.1","2.2000000000000002","0.92"
"26","38",13,30,"CEN",21,"Weslaco",1358,"FM 1740b2f",3,"4.92","0.86","1.1299999999999999","83.3","9.4","30.7","8.1999999999999993","78.2","7.4","49.34","112","5","0.82","22","0.98","7.3","1.17","167.7","3","0.9"
"26","35",13,30,"CEN",21,"Weslaco",1404,"PHY499wrf",1,"4.99","0.86","1.1319999999999999","83.7","7.9","29.5","8.6999999999999993","73.599999999999994","8.1","44.51","95","14","0.84","21","1.01","6.5","1.18","175.4","2.6","0.9"
"26","36",13,30,"CEN",21,"Weslaco",1404,"PHY499wrf",3,"4.8499999999999996","0.86","1.155","85.4","6.9","30.7","8.5","75.900000000000006","8.6","54.55","108","12","0.86","18","1.02","6","1.19","171.1","2.4","0.9"
"26","33",13,30,"CEN",21,"Weslaco",1411,"AT Epic rf",1,"5.01","0.86","1.131","83.8","8.1","30.3","8.6999999999999993","77","9.5","51.69","129","3","0.86","16","1","5.5","1.1599999999999999","180.6","1.8","0.93"
"26","34",13,30,"CEN",21,"Weslaco",1411,"AT Epic rf",3,"4.9400000000000004","0.86","1.1359999999999999","84","8","28.3","8.9","77.2","8.9","51.78","91","3","0.88","15","1.01","4.5999999999999996","1.18","177.6","1.8","0.92"
"26","25",13,30,"CEN",21,"Weslaco",1412,"DP0912b2rf",1,"5.31","0.88","1.111","83.8","7.8","29.6","7.8","75","8.1","53.33","93","5","0.86","16","1","5.0999999999999996","1.17","181.8","1.8","0.94"
"26","26",13,30,"CEN",21,"Weslaco",1412,"DP0912b2rf",3,"5.31","0.88","1.129","84.1","7.5","29.5","7.8","76.2","7.8","49.9","90","7","0.88","15","1.01","4.8","1.17","185.2","1.4","0.95"
"26","31",13,30,"CEN",21,"Weslaco",1426,"PHY725rf",1,"4.5599999999999996","0.86","1.1870000000000001","84.4","7.3","34.200000000000003","7.5","73","8.9","56.12","123","13","0.9","15","1.05","4.9000000000000004","1.23","165","1.7","0.94"
"26","32",13,30,"CEN",21,"Weslaco",1426,"PHY725rf",3,"4.63","0.86","1.2070000000000001","84.3","7.3","34","8.1999999999999993","74","9.6","60.98","77","5","0.97","11","1.1000000000000001","3.4","1.28","170.5","1.2","0.96"
"26","39",13,30,"CEN",21,"Weslaco",1427,"DP1044b2rf",1,"4.41","0.85","1.1739999999999999","84.7","7.4","30.6","8.6","77.8","8.1999999999999993","54.01","104","8","0.9","16","1.05","4.9000000000000004","1.22","168.4","3.1","0.88"
"26","40",13,30,"CEN",21,"Weslaco",1427,"DP1044b2rf",3,"5.09","0.87","1.121","83.1","8.4","29.1","8.1999999999999993","77.599999999999994","8.8000000000000007","45.15","86","4","0.88","17","1.02","5","1.18","177.9","2.1","0.89"
"26","51",13,30,"CEN",72,"Beeville",1326,"PHY375wrf",1,"4.66","0.87","0.90300000000000002","77.900000000000006","16","26","6.7","78.099999999999994","9.3000000000000007","35.11","127","15","0.63","29","0.75","14.1","0.87","163.1","3.4","0.87"
"26","52",13,30,"CEN",72,"Beeville",1326,"PHY375wrf",3,"4.97","0.87","0.90800000000000003","78.3","15.7","24.6","6.8","78.7","9.6","36.74","113","9","0.63","28","0.73","13.6","0.87","168.9","2.9","0.89"
"26","53",13,30,"CEN",72,"Beeville",1344,"FM9058f",1,"4.57","0.87","0.95299999999999996","78.900000000000006","16.2","25.9","6.3","80.8","9.1","35.950000000000003","108","6","0.71","25","0.84","10.3","0.99","157.9","3.4","0.89"
"26","54",13,30,"CEN",72,"Beeville",1344,"FM9058f",3,"4.66","0.87","0.91900000000000004","76.8","18.3","23.8","6.2","79.3","9.1999999999999993","36.409999999999997","143","7","0.62","33","0.76","15.3","0.92","157.9","3.8","0.87"
"26","65",13,30,"CEN",72,"Beeville",1345,"Americot 1550b2rf",1,"5.2","0.86","0.89500000000000002","78.2","18.2","24.6","8.8000000000000007","77.7","10.3","28.09","140","7","0.63","28","0.75","13.4","0.88","171.1","3.7","0.86"
"26","66",13,30,"CEN",72,"Beeville",1345,"Americot 1550b2rf",3,"5","0.86","0.877","77.7","17.7","24","8.1999999999999993","78.7","9.9","25.79","121","1","0.68","24","0.78","10.5","0.91","168.9","3.2","0.88"
