loc,yr,var,sample,breeder,mean_uhm,reg,mean_mic,mean_str,mean_ui,mean_rd,mean_b
"Altus, OK(irri)",80,NA,NA,NA,1.0627777777777778,PLA,5.091666666666667,22.583333333333332,66.13888888888889,67.86111111111111,10.533333333333333
"Ames Plantation, TN",80,NA,NA,NA,1.1732142857142858,EAS,4.660714285714286,24.678571428571427,65.83928571428571,68.31428571428572,11.757142857142856
"Artesia, NM(irri)",80,NA,NA,NA,1.1422222222222222,WES,4.2972222222222225,24.27777777777778,64.41666666666667,65.75,10.155555555555555
"Auburn, AL",80,NA,NA,NA,1.0225,EAS,4.851785714285715,22.357142857142858,62.892857142857146,67.17857142857143,9.92142857142857
"Beeville, TX",80,NA,NA,NA,1.0070000000000001,CEN,4.21,21.55,64.7,64.7,10.12
"Belle Mina, AL",80,NA,NA,NA,1.1894736842105262,RHQ,4.8355263157894735,26.236842105263158,64.78947368421052,72.17105263157895,10.889473684210527
"Bossier City, LA",80,NA,NA,NA,1.141,CEN,5.09,22.95,64.475,69.025,10.7
"Chickasha, OK(irri)",80,NA,NA,NA,1.0722222222222222,PLA,4.819444444444445,23.11111111111111,65.61111111111111,68.15277777777777,10.088888888888889
"Clarkedale, AR",80,NA,NA,NA,1.1913636363636364,DEL,4.8159090909090905,23.363636363636363,65.20454545454545,69.5,9.6
"College Station, TX",80,NA,NA,NA,1.1337931034482758,CEN,4.5525,24.879310344827587,66.34482758620689,64,11.213793103448277
"College Station, TX",80,NA,NA,NA,1.1337931034482758,RHQ,4.497368421052632,24.879310344827587,66.34482758620689,64,11.213793103448277
"Coolidge, AZ",80,NA,NA,NA,1.344642857142857,PIM,4.101785714285715,41.107142857142854,66.57142857142857,64.89285714285714,12.121428571428572
"El Paso, TX",80,NA,NA,NA,1.3355555555555556,PIM,4.398214285714285,39.214285714285715,67.17857142857143,65.07142857142857,12.242857142857144
"El Paso, TX(irri)",80,NA,NA,NA,1.191111111111111,WES,4.319444444444445,22.333333333333332,65.25,66.80555555555556,10.866666666666667
"Fabens, TX",80,NA,NA,NA,1.3557142857142856,PIM,4.432142857142857,38.642857142857146,67.89285714285714,64.89285714285714,12.271428571428572
"Florence, SC",80,NA,NA,NA,1.0298484848484848,EAS,5.398214285714285,24.09090909090909,64.43939393939394,67.93181818181819,9.406060606060606
"Florence, SC",80,NA,NA,NA,1.0298484848484848,RHQ,5.5,24.09090909090909,64.43939393939394,67.93181818181819,9.406060606060606
"Jackson, TN",80,NA,NA,NA,1.1913636363636364,EAS,4.0375,26.393939393939394,64.8409090909091,71.12878787878788,12.23030303030303
"Jackson, TN",80,NA,NA,NA,1.1913636363636364,RHQ,4.330263157894737,26.393939393939394,64.8409090909091,71.12878787878788,12.23030303030303
"Lamesa, TX(dry)",80,NA,NA,NA,0.9775,PLA,3.8402777777777777,24.166666666666668,63.25,73.27777777777777,11.855555555555556
"Lubbock, TX",80,NA,NA,NA,1.0383333333333333,PLA,4.106944444444444,24.61111111111111,62.888888888888886,73.65277777777777,11.327777777777778
"Mangum, OK(dry)",80,NA,NA,NA,1.0872222222222223,PLA,5.008333333333334,24.02777777777778,65.93055555555556,68.31944444444444,10.4
"Marana, AZ",80,NA,NA,NA,1.3419607843137256,PIM,4.5375,37.357142857142854,67.36036036036036,63.375,12.039285714285715
"Marianna, AR",80,NA,NA,NA,1.1054545454545455,DEL,5.3545454545454545,22.954545454545453,65.22727272727273,70.63636363636364,11.227272727272727
"Maricopa, CA",80,NA,NA,NA,1.088,San Joaquin,4.165,23,62.55,73.25,11.62
"Milan, TN",80,NA,NA,NA,1.1821428571428572,EAS,4.210714285714285,24.428571428571427,64.07142857142857,71.64285714285714,13.092857142857143
"Pecos, TX(irri)",80,NA,NA,NA,1.065,WES,4.491666666666666,22.38888888888889,63.888888888888886,64.25,9.333333333333334
"Phoenix, AZ",80,NA,NA,NA,1.4081481481481481,PIM,4.382142857142857,38.357142857142854,67.67857142857143,66.23214285714286,12
"Portageville, MO",80,NA,NA,NA,1.1386666666666667,DEL,4.629545454545455,25.683333333333334,62.84166666666667,65.925,9.693333333333333
"Portageville, MO",80,NA,NA,NA,1.1386666666666667,RHQ,4.79078947368421,25.683333333333334,62.84166666666667,65.925,9.693333333333333
"Ridgley, TN",80,NA,NA,NA,1.149090909090909,DEL,4.952272727272727,25.681818181818183,65.36363636363636,71.8409090909091,11.327272727272728
"Rocky Mount, NC",80,NA,NA,NA,1.013787878787879,EAS,4.642857142857143,23.696969696969695,64.29545454545455,70.38636363636364,9.83030303030303
"Rocky Mount, NC",80,NA,NA,NA,1.013787878787879,RHQ,4.580263157894737,23.696969696969695,64.29545454545455,70.38636363636364,9.83030303030303
"Safford, AZ",80,NA,NA,NA,1.3559999999999999,PIM,4.355357142857143,40.17857142857143,66.88392857142857,65.63392857142857,12.557142857142857
"Saint Joseph, LA",80,NA,NA,NA,1.1476666666666666,DEL,4.679545454545455,24.016666666666666,65,69.81666666666666,10.193333333333333
"Saint Joseph, LA",80,NA,NA,NA,1.1476666666666666,RHQ,4.63421052631579,24.016666666666666,65,69.81666666666666,10.193333333333333
"Salome, AZ",80,NA,NA,NA,1.394642857142857,PIM,4.351785714285715,40.25,67.30357142857143,65.89285714285714,12.392857142857142
"Stoneville, MS",80,NA,NA,NA,1.1061666666666667,DEL,4.629545454545455,23.3,63.95,66.34166666666667,9.413333333333332
"Stoneville, MS",80,NA,NA,NA,1.1061666666666667,RHQ,4.9526315789473685,23.3,63.95,66.34166666666667,9.413333333333332
"Tifton, GA",80,NA,NA,NA,1.0972727272727274,EAS,5.203571428571428,24.560606060606062,65.4090909090909,66.78030303030303,9.166666666666666
"Tifton, GA",80,NA,NA,NA,1.0972727272727274,RHQ,5.173684210526316,24.560606060606062,65.4090909090909,66.78030303030303,9.166666666666666
"Tunica, MS",80,NA,NA,NA,1.08,DEL,4.931818181818182,22.136363636363637,64.9090909090909,66.25,8.690909090909091
"W Side Field Station, CA",80,NA,NA,NA,1.074,San Joaquin,4.705,22.9,63.9,69.95,11.280000000000001
"Wenden, AZ",80,NA,NA,NA,1.3725,PIM,4.205357142857143,37.892857142857146,67.07142857142857,65.94642857142857,12.085714285714285
"Weslaco, TX",80,NA,NA,NA,1.085,CEN,4.49,22.45,65.825,71.125,11.07
"Altus, OK(irri)",81,NA,NA,NA,0.9338888888888889,PLA,3.1527777777777777,23.22222222222222,62.041666666666664,68.18055555555556,8.755555555555555
"Ames Plantation, TN",81,NA,NA,NA,1.165,EAS,4.6466666666666665,27.4,64.33333333333333,75.03333333333333,8.653333333333332
"Artesia, NM(irri)",81,NA,NA,NA,1.1755555555555555,WES,4.138888888888888,26.5,65.47222222222223,77.08333333333333,8.622222222222222
"Auburn, AL",81,NA,NA,NA,1.1496666666666666,EAS,5.086666666666667,25.933333333333334,64.68333333333334,75.11666666666666,8.846666666666666
"Belle Mina, AL",81,NA,NA,NA,1.068125,RHQ,5.25625,25.4375,64.578125,72.546875,9.00625
"Bossier City, LA",81,NA,NA,NA,1.08375,CEN,4.934375,24.75,64.5625,73.75,8.7625
"Chickasha, OK(dry)",81,NA,NA,NA,1.0886111111111112,PLA,4.270833333333333,25.555555555555557,63.986111111111114,61.31944444444444,8.977777777777778
"Chickasha, OK(irri)",81,NA,NA,NA,1.1213888888888888,PLA,4.425,24.444444444444443,63.861111111111114,63.30555555555556,9.194444444444445
"Chillicothe, TX(irri)",81,NA,NA,NA,0.9288888888888889,PLA,4.388888888888889,23.22222222222222,62.861111111111114,65.61111111111111,8.566666666666666
"College Station, TX",81,NA,NA,NA,1.1402127659574468,CEN,4.876666666666667,25.127659574468087,63.851063829787236,63.48936170212766,7.097872340425532
"College Station, TX",81,NA,NA,NA,1.1402127659574468,RHQ,4.64375,25.127659574468087,63.851063829787236,63.48936170212766,7.097872340425532
"Coolidge, AZ",81,NA,NA,NA,1.4021428571428571,PIM,4.292857142857143,38.42857142857143,66.71428571428571,66.30357142857143,10.8
"Dallas, TX",81,NA,NA,NA,1.0275,BLA,4.9225,23.5,62.375,64.225,7.38
"El Paso, TX",81,NA,NA,NA,1.3307142857142857,PIM,3.7714285714285714,32.214285714285715,65.94642857142857,64.625,11.785714285714286
"El Paso, TX(irri)",81,NA,NA,NA,1.06,WES,4.011111111111111,25.77777777777778,62.666666666666664,67.30555555555556,8.21111111111111
"Fabens, TX",81,NA,NA,NA,1.3196428571428571,PIM,3.9035714285714285,31.785714285714285,67.23214285714286,62.910714285714285,11.878571428571428
"Florence, SC",81,NA,NA,NA,1.2211290322580646,EAS,4.4,25.951612903225808,65.26612903225806,80.10483870967742,9.058064516129033
"Florence, SC",81,NA,NA,NA,1.2211290322580646,RHQ,4.6421875,25.951612903225808,65.26612903225806,80.10483870967742,9.058064516129033
"Halfway, TX(irri)",81,NA,NA,NA,1.0080555555555555,PLA,3.6625,23.333333333333332,61.65277777777778,70.68055555555556,9.46111111111111
"Jackson, TN",81,NA,NA,NA,1.2337096774193548,EAS,4.383333333333334,28.387096774193548,64.78225806451613,73.5725806451613,8.64516129032258
"Jackson, TN",81,NA,NA,NA,1.2337096774193548,RHQ,4.1375,28.387096774193548,64.78225806451613,73.5725806451613,8.64516129032258
"Lamesa, TX(dry)",81,NA,NA,NA,0.9855555555555555,PLA,4.575,24.305555555555557,62.56944444444444,69.59722222222223,9.333333333333334
"Lubbock, TX",81,NA,NA,NA,0.9275,PLA,3.138888888888889,23.27777777777778,61.666666666666664,68.11111111111111,11.6
"Mangum, OK(dry)",81,NA,NA,NA,1.0430555555555556,PLA,4.1,24.25,63.875,66.04166666666667,8.03888888888889
"Marana, AZ",81,NA,NA,NA,1.38625,PIM,4.498214285714286,36.482142857142854,67.16071428571429,66.35714285714286,11.003571428571428
"Midville, GA",81,NA,NA,NA,1.1966666666666665,EAS,4.693333333333333,25.8,63.916666666666664,70.73333333333333,8.2
"Milan, TN",81,NA,NA,NA,1.2713333333333334,EAS,4.191666666666666,27,64.95,74.68333333333334,8.7
"Pecos, TX(irri)",81,NA,NA,NA,1.1205555555555555,WES,3.9694444444444446,24.72222222222222,64.61111111111111,71,8.022222222222222
"Phoenix, AZ",81,NA,NA,NA,1.394642857142857,PIM,4.416071428571429,38.464285714285715,68.14285714285714,65.21428571428571,10.335714285714285
"Portageville, MO",81,NA,NA,NA,1.1709615384615384,DEL,4.15,26.96153846153846,64.08653846153847,67.76923076923077,8.226923076923077
"Portageville, MO",81,NA,NA,NA,1.1709615384615384,RHQ,4.5078125,26.96153846153846,64.08653846153847,67.76923076923077,8.226923076923077
"Rocky Mount, NC",81,NA,NA,NA,1.1312903225806452,EAS,5.16,25.129032258064516,65.65322580645162,72.5,8.625806451612902
"Rocky Mount, NC",81,NA,NA,NA,1.1312903225806452,RHQ,5.34375,25.129032258064516,65.65322580645162,72.5,8.625806451612902
"Safford, AZ",81,NA,NA,NA,1.3660714285714286,PIM,4.410714285714286,35.089285714285715,68.08035714285714,65.75,11.285714285714286
"Saint Joseph, LA",81,NA,NA,NA,1.1409615384615384,DEL,4.95,24.96153846153846,65.09615384615384,69.13461538461539,8.076923076923077
"Saint Joseph, LA",81,NA,NA,NA,1.1409615384615384,RHQ,4.8734375,24.96153846153846,65.09615384615384,69.13461538461539,8.076923076923077
"Sand Mountain, AL",81,NA,NA,NA,1.1713333333333333,EAS,4.17,25.733333333333334,64.4,74.83333333333333,8.713333333333333
"Shafter, CA",81,NA,NA,NA,1.091,San Joaquin,3.09,27,79.8,63.2,5.28
"Stoneville, MS",81,NA,NA,NA,1.1840384615384616,DEL,4.1475,26.365384615384617,64.50961538461539,71.89423076923077,8.407692307692308
"Stoneville, MS",81,NA,NA,NA,1.1840384615384616,RHQ,4.4421875,26.365384615384617,64.50961538461539,71.89423076923077,8.407692307692308
"Tifton, GA",81,NA,NA,NA,1.1532258064516128,EAS,5.346666666666667,28.048387096774192,66.24193548387096,71.94354838709677,8.729032258064516
"Tifton, GA",81,NA,NA,NA,1.1532258064516128,RHQ,5.3390625,28.048387096774192,66.24193548387096,71.94354838709677,8.729032258064516
"Tunica, MS",81,NA,NA,NA,1.1045,DEL,4.92,23.75,66.2,76.45,8.709999999999999
"University Park, NM",81,NA,NA,NA,1.1627777777777777,WES,4.3694444444444445,26.61111111111111,64.61111111111111,76.52777777777777,8.422222222222222
"W Side field Station, CA",81,NA,NA,NA,1.107,San Joaquin,4.53,26.1,82.5,58.75,5.2
"Wenden, AZ",81,NA,NA,NA,1.3635714285714284,PIM,4.489285714285714,37,67.92857142857143,67.69642857142857,10.771428571428572
"Weslaco, TX",81,NA,NA,NA,1.106875,CEN,4.728125,22.3125,63.5625,66.09375,7.5625
"Altus, OK(irri)",82,NA,NA,NA,1.0955555555555556,PLA,4.555555555555555,24,65.88888888888889,72.95833333333333,8.483333333333333
"Beeville, TX",82,NA,NA,NA,1.075625,CEN,4.628125,23.0625,66.15625,71.34375,10.6125
"Belle Mina, AL",82,NA,NA,NA,1.196029411764706,EAS,4.6125,27.16176470588235,65.05882352941177,77.66176470588235,6.579411764705882
"Belle Mina, AL",82,NA,NA,NA,1.196029411764706,RHQ,4.6625,27.16176470588235,65.05882352941177,77.66176470588235,6.579411764705882
"Bossier City, LA",82,NA,NA,NA,1.115,CEN,4.440625,24.5,64.78125,69.65625,8.1875
"Chickasha, OK(dry)",82,NA,NA,NA,1.0277777777777777,PLA,5.248611111111111,22.694444444444443,65.02777777777777,67.70833333333333,8.5
"College Station, TX",82,NA,NA,NA,1.0996428571428571,CEN,4.578125,27.285714285714285,65.84821428571429,68.61607142857143,8.728571428571428
"College Station, TX",82,NA,NA,NA,1.0996428571428571,RHQ,4.04,27.285714285714285,65.84821428571429,68.61607142857143,8.728571428571428
"Dallas, TX",82,NA,NA,NA,1.009047619047619,BLA,4.7785714285714285,22.61904761904762,63.976190476190474,68.80952380952381,9.2
"El Paso, TX(irri)",82,NA,NA,NA,1.0622222222222222,WES,3.9944444444444445,23.61111111111111,65.47222222222223,73.52777777777777,8.011111111111111
"Florence, SC",82,NA,NA,NA,1.1638235294117647,EAS,4.2821428571428575,26.735294117647058,64.47058823529412,77.1470588235294,8.479411764705882
"Florence, SC",82,NA,NA,NA,1.1638235294117647,RHQ,4.38875,26.735294117647058,64.47058823529412,77.1470588235294,8.479411764705882
"Halfway, TX(irri)",82,NA,NA,NA,0.9755555555555555,PLA,4.4847222222222225,25.555555555555557,64.31944444444444,76.41666666666667,9.077777777777778
"Jackson, TN",82,NA,NA,NA,1.221470588235294,EAS,4.666071428571429,27.36764705882353,66.63235294117646,75.6029411764706,8.773529411764706
"Jackson, TN",82,NA,NA,NA,1.221470588235294,RHQ,4.7425,27.36764705882353,66.63235294117646,75.6029411764706,8.773529411764706
"Lamesa, TX(dry)",82,NA,NA,NA,0.9802777777777778,PLA,4.594444444444444,24.88888888888889,63.208333333333336,75.31944444444444,9.05
"Lubbock, TX",82,NA,NA,NA,0.97,PLA,4.416666666666667,25.333333333333332,63.833333333333336,77.91666666666667,8.566666666666666
"Lubbock, TX(irri)",82,NA,NA,NA,0.9316666666666666,PLA,4.538333333333333,24.766666666666666,63.483333333333334,77.96666666666667,8.88
"Marana, AZ",82,NA,NA,NA,1.25,ARI,4.698214285714286,29.576923076923077,66.33653846153847,70.52884615384616,9.765384615384615
"Marana, AZ",82,NA,NA,NA,1.25,PIM,4.616666666666666,29.576923076923077,66.33653846153847,70.52884615384616,9.765384615384615
"Pecos, TX(irri)",82,NA,NA,NA,1.0416666666666667,WES,4.433333333333334,24.88888888888889,65.47222222222223,72.47222222222223,8.844444444444445
"Phoenix, AZ",82,NA,NA,NA,1.2546153846153847,ARI,5.15,30.711538461538467,66.34615384615384,70.25,9.461538461538462
"Phoenix, AZ",82,NA,NA,NA,1.2546153846153847,PIM,4.527083333333334,30.711538461538467,66.34615384615384,70.25,9.461538461538462
"Portageville, MO",82,NA,NA,NA,1.1451666666666667,DEL,4.985,28.2,64.725,70.55833333333334,8.39
"Portageville, MO",82,NA,NA,NA,1.1451666666666667,RHQ,5.135,28.2,64.725,70.55833333333334,8.39
"Safford, AZ",82,NA,NA,NA,1.379375,PIM,4.397916666666666,37.9375,68.39583333333333,65.98958333333333,11
"Saint Joseph, LA",82,NA,NA,NA,1.1476666666666666,DEL,4.5375,24.916666666666668,65.825,75.15833333333333,8.06
"Saint Joseph, LA",82,NA,NA,NA,1.1476666666666666,RHQ,4.75125,24.916666666666668,65.825,75.15833333333333,8.06
"Salome, AZ",82,NA,NA,NA,1.2904166666666668,PIM,4.335416666666667,35.541666666666664,67.02083333333333,67.0625,10.5
"Shafter, CA",82,NA,NA,NA,1.086,San Joaquin,4.2,26.1,62.55,75.05,8.32
"Stoneville, MS",82,NA,NA,NA,1.195,DEL,4.335,25.233333333333334,64.70833333333333,75.93333333333334,7.303333333333333
"Stoneville, MS",82,NA,NA,NA,1.195,RHQ,4.32875,25.233333333333334,64.70833333333333,75.93333333333334,7.303333333333333
"Thrall, TX",82,NA,NA,NA,1.0081818181818183,BLA,3.890909090909091,22.863636363636363,63.93181818181818,71.75,9.136363636363637
"University Park, NM",82,NA,NA,NA,1.1172222222222221,WES,4.661111111111111,24.88888888888889,65.83333333333333,74.94444444444444,8.555555555555555
"W Side Field Station, CA",82,NA,NA,NA,1.091,San Joaquin,3.81,26.2,62.85,76.1,8.84
"Wenden, AZ",82,NA,NA,NA,1.3570833333333334,PIM,4.420833333333333,36.833333333333336,68.125,63.541666666666664,10.466666666666667
"Weslaco, TX",82,NA,NA,NA,1.139375,CEN,4.471875,25.0625,66.53125,69.53125,9.875
"Yuma, AZ",82,NA,NA,NA,1.0839285714285714,ARI,4.8375,23.428571428571427,64.05357142857143,74.67857142857143,8.428571428571429
"Altus, OK(irri)",83,NA,NA,NA,1.09625,PLA,4.91875,25.65625,65.046875,66.53125,8.625
"Anthony, NM",83,NA,NA,NA,1.3541666666666667,PIM,3.8291666666666666,33.416666666666664,70.25,66.70833333333333,10.666666666666666
"Artesia, NM(irri)",83,NA,NA,NA,1.1344444444444444,WES,4.261111111111111,25.833333333333332,65.77777777777777,76.75,8.322222222222223
"Auburn, AL",83,NA,NA,NA,1.0716666666666668,EAS,4.858333333333333,26.4,64.41666666666667,77.5,8.5
"Beeville, TX",83,NA,NA,NA,0.9625,CEN,5.446875,22.3125,65.78125,70.0625,8.1375
"Belle Mina, AL",83,NA,NA,NA,1.0456666666666667,EAS,4.145,26.6,63.675,74.59166666666667,8.67
"Belle Mina, AL",83,NA,NA,NA,1.0456666666666667,RHQ,4.001666666666667,26.6,63.675,74.59166666666667,8.67
"Bossier City, LA",83,NA,NA,NA,1.104375,CEN,4.615625,26.125,64.1875,70.375,8.4375
"Chickasha, OK(dry)",83,NA,NA,NA,1.000625,PLA,4.5359375,24.8125,63.71875,61.40625,9.04375
"Chillicothe, TX(irri)",83,NA,NA,NA,0.9353125,PLA,4.1828125,21.125,62.4375,63.390625,9.799999999999999
"Clarkedale, AR",83,NA,NA,NA,1.168,DEL,4.5625,25.25,65.125,77.625,8.54
"College Station, TX",83,NA,NA,NA,1.0989130434782608,CEN,4.475,24,64.76086956521739,68,7.386956521739131
"College Station, TX",83,NA,NA,NA,1.0989130434782608,RHQ,4.765,24,64.76086956521739,68,7.386956521739131
"Dallas, TX",83,NA,NA,NA,1.0004166666666667,BLA,4.55,21.041666666666668,63.645833333333336,68.8125,8.416666666666666
"El Paso, TX",83,NA,NA,NA,1.4058333333333333,PIM,4.204166666666667,36.5,69.91666666666667,65.5,10.316666666666666
"El Paso, TX(irri)",83,NA,NA,NA,1.1122222222222222,WES,4.647222222222222,24.166666666666668,65.44444444444444,77.19444444444444,7.411111111111111
"Florence, SC",83,NA,NA,NA,1.1218333333333332,EAS,4.246666666666667,25.966666666666665,64.60833333333333,75.88333333333334,9.426666666666666
"Florence, SC",83,NA,NA,NA,1.1218333333333332,RHQ,4.3,25.966666666666665,64.60833333333333,75.88333333333334,9.426666666666666
"Halfway, TX(irri)",83,NA,NA,NA,0.960625,PLA,3.7484375,24.375,61.109375,69.359375,8.9125
"Jackson, TN",83,NA,NA,NA,1.1476666666666666,EAS,4.501666666666667,26.583333333333332,66.53333333333333,74.35833333333333,9.786666666666667
"Jackson, TN",83,NA,NA,NA,1.1476666666666666,RHQ,4.623333333333333,26.583333333333332,66.53333333333333,74.35833333333333,9.786666666666667
"Lubbock,TX",83,NA,NA,NA,1.0140625,PLA,4.2859375,25,63.328125,75.71875,9.40625
"Maricopa, AZ",83,NA,NA,NA,1.4054545454545455,PIM,4.604166666666667,38.166666666666664,70.66666666666667,64.66666666666667,11.033333333333333
"Midville, GA",83,NA,NA,NA,1.1623333333333332,EAS,4.456666666666667,27.166666666666668,65.2,74.6,10.013333333333334
"Pecos, TX(irri)",83,NA,NA,NA,1.008888888888889,WES,4.694444444444445,24.055555555555557,61.77777777777778,71.69444444444444,8.1
"Portageville, MO",83,NA,NA,NA,1.1643999999999999,DEL,4.8925,28.14,63.78,70.72,7.843999999999999
"Portageville, MO",83,NA,NA,NA,1.1643999999999999,RHQ,4.946666666666666,28.14,63.78,70.72,7.843999999999999
"Safford, AZ",83,NA,NA,NA,1.3666666666666667,PIM,4.375,39.75,71.75,66.91666666666667,11
"Saint Joseph, LA",83,NA,NA,NA,1.1674,DEL,4.6875,28.3,65.09,74.25,8.292
"Saint Joseph, LA",83,NA,NA,NA,1.1674,RHQ,4.58,28.3,65.09,74.25,8.292
"Salome, AZ",83,NA,NA,NA,1.3616666666666666,PIM,4.345833333333333,37.666666666666664,70.25,66.125,11.066666666666666
"Shafter, CA",83,NA,NA,NA,1.103,San Joaquin,3.765,25.5,61.45,72.5,7.3
"Stoneville, MS",83,NA,NA,NA,1.1865999999999999,DEL,4.3575,27.18,64.93,73.7,8.612
"Stoneville, MS",83,NA,NA,NA,1.1865999999999999,RHQ,3.8583333333333334,27.18,64.93,73.7,8.612
"Thrall, TX",83,NA,NA,NA,1.0641666666666667,BLA,4.460416666666666,22.666666666666668,65.08333333333333,67.79166666666667,7.816666666666666
"University Park, NM",83,NA,NA,NA,1.1483333333333334,WES,4.608333333333333,25.333333333333332,66.52777777777777,76.61111111111111,8.855555555555556
"W Side Field Station, CA",83,NA,NA,NA,1.117,San Joaquin,3.955,27.2,62.3,75.2,8.219999999999999
"Weslaco, TX",83,NA,NA,NA,1.090625,CEN,4.990625,22.8125,65.40625,67.5625,8.3125
"Altus, OK(irri)",84,NA,NA,NA,1.094090909090909,PLA,4.752272727272727,25.772727272727273,66.52272727272727,78.13636363636364,8.927272727272728
"Anthony, NM",84,NA,NA,NA,1.3641666666666667,PIM,4.091666666666667,33,68.04166666666667,68.79166666666667,10.5
"Artesia, NM(irri)",84,NA,NA,NA,1.208,WES,4.11,28.15,66.675,77.025,9.25
"Auburn, AL",84,NA,NA,NA,1.1806451612903226,EAS,3.861290322580645,25.967741935483872,64.88709677419355,70.35483870967742,7.703225806451613
"Beeville, TX",84,NA,NA,NA,1.0611111111111111,CEN,4.277777777777778,25,64.77777777777777,69.44444444444444,10.255555555555556
"Belle Mina, AL",84,NA,NA,NA,1.1868852459016392,EAS,4.139655172413793,25.229508196721312,65.97540983606558,72.19672131147541,8.573770491803279
"Belle Mina, AL",84,NA,NA,NA,1.1868852459016392,RHQ,3.4015625,25.229508196721312,65.97540983606558,72.19672131147541,8.573770491803279
"Bossier City, LA",84,NA,NA,NA,1.1705555555555556,CEN,4.647222222222222,26.11111111111111,65.63888888888889,75.97222222222223,8.544444444444444
"Chickasha, OK(dry)",84,NA,NA,NA,0.9768181818181818,PLA,4.756818181818182,24.136363636363637,64.61363636363636,70.93181818181819,8.49090909090909
"Chillicothe, TX(dry)",84,NA,NA,NA,1.009090909090909,PLA,4.363636363636363,27.59090909090909,65.38636363636364,70.18181818181819,9.363636363636363
"Clarkedale, AR",84,NA,NA,NA,1.2115,DEL,4.3675,26,66.15,77.6,9.09
"College Station, TX",84,NA,NA,NA,1.1768,CEN,4.341666666666667,27.04,65.64,67.77,9.12
"College Station, TX",84,NA,NA,NA,1.1768,RHQ,4.3296875,27.04,65.64,67.77,9.12
"Dallas, TX",84,NA,NA,NA,1.0016666666666667,BLA,5.025,23.208333333333332,64.125,69.77083333333333,8.85
"El Paso, TX",84,NA,NA,NA,1.3541666666666667,PIM,4.091666666666667,32.833333333333336,68.125,68.125,10.166666666666666
"El Paso, TX(irri)",84,NA,NA,NA,1.117,WES,4.13,26.4,65.225,75.075,7.26
"Florence, SC",84,NA,NA,NA,1.1278124999999999,EAS,4.4203125,27.625,65.3828125,81.4765625,8.1625
"Florence, SC",84,NA,NA,NA,1.1278124999999999,RHQ,4.140625,27.625,65.3828125,81.4765625,8.1625
"Halfway, TX(irri)",84,NA,NA,NA,0.9695454545454546,PLA,3.3795454545454544,26.09090909090909,62.84090909090909,77.72727272727273,8.49090909090909
"Jackson, TN",84,NA,NA,NA,1.21734375,EAS,3.8859375,28.984375,66.5859375,77.296875,8.984375
"Jackson, TN",84,NA,NA,NA,1.21734375,RHQ,4.3703125,28.984375,66.5859375,77.296875,8.984375
"Lamesa, TX(dry)",84,NA,NA,NA,0.9986363636363637,PLA,3.8613636363636363,26.636363636363637,64.95454545454545,72.75,8.936363636363637
"Lubbock, TX",84,NA,NA,NA,1.0231818181818182,PLA,3.647727272727273,24.636363636363637,63.22727272727273,77.1590909090909,9.081818181818182
"Marana, AZ",84,NA,NA,NA,1.42,PIM,4.175,34.166666666666664,68.41666666666667,67.33333333333333,11.266666666666666
"Maricopa, AZ",84,NA,NA,NA,1.4849999999999999,PIM,4.570833333333334,35.083333333333336,70.75,65.54166666666667,10.916666666666666
"Midville, GA",84,NA,NA,NA,1.2434375,EAS,4.38125,27.875,65.046875,77.96875,9.15
"Pecos, TX(irri)",84,NA,NA,NA,1.125,WES,4.411111111111111,29.77777777777778,63.861111111111114,72.91666666666667,8.311111111111112
"Portageville, MO",84,NA,NA,NA,1.2048076923076922,DEL,4.525,27.53846153846154,64.88461538461539,66.77884615384616,8.299999999999999
"Portageville, MO",84,NA,NA,NA,1.2048076923076922,RHQ,4.4984375,27.53846153846154,64.88461538461539,66.77884615384616,8.299999999999999
"Safford, AZ",84,NA,NA,NA,1.40875,PIM,4.1125,34.541666666666664,69.25,68.91666666666667,11.2
"Saint Joseph, LA",84,NA,NA,NA,1.155,DEL,4.4225,24.1,65.95,76.625,7.96
"Saint, Joseph, LA",84,NA,NA,NA,1.170625,RHQ,4.28125,24.53125,65.796875,73.9375,7.825
"Salome, AZ",84,NA,NA,NA,1.4641666666666666,PIM,4.4375,36.083333333333336,70.08333333333333,69.29166666666667,11.083333333333334
"Shafter, CA",84,NA,NA,NA,1.139,San Joaquin,3.46,26.9,62.9,75.45,8.06
"Stoneville, MS",84,NA,NA,NA,1.2261538461538461,DEL,4.265,26.942307692307693,65.72115384615384,76.82692307692308,9.03076923076923
"Stoneville, MS",84,NA,NA,NA,1.2261538461538461,RHQ,3.88125,26.942307692307693,65.72115384615384,76.82692307692308,9.03076923076923
"Thrall, TX",84,NA,NA,NA,1.1815909090909091,ARI,4.778409090909091,26.75,62.95454545454545,76.56818181818181,8.181818181818182
"University park, NM",84,NA,NA,NA,1.2105,WES,4.1325,28.5,66.25,76.675,9.19
"W Side Field Station, CA",84,NA,NA,NA,1.122,San Joaquin,3.505,27.4,63.5,76.95,8.78
"Weslaco, TX",84,NA,NA,NA,1.0655555555555556,CEN,4.425,25.444444444444443,65.27777777777777,67.25,8.466666666666667
"Altus, OK(irri)",85,NA,NA,NA,1.0763636363636364,PLA,4.613636363636363,27.40909090909091,65.38636363636364,77.5909090909091,9.309090909090909
"Artesia, NM(irri)",85,NA,NA,NA,1.1509090909090909,WES,4,26.681818181818183,66.11363636363636,78.45454545454545,8.045454545454545
