loc,yr,var,sample,breeder,regcode,reg,loccode,vcode,rep,mean_mic,mean_rd,mean_str,mean_uhm,mean_ui
"Florence, SC",84,NA,NA,NA,20,EAS,36,603,1,4.25,83,27,1.12,66
"Florence, SC",84,NA,NA,NA,20,EAS,36,603,2,4.25,81.5,28,1.15,66
"Florence, SC",84,NA,NA,NA,20,EAS,36,611,1,4.449999999999999,81.5,27,1.14,65.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,611,2,4.25,80.5,27,1.16,64.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,635,1,3.9499999999999997,81,27,1.06,66.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,635,2,4.5,82,24,1.06,67.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,637,1,4.550000000000001,78.5,30,1.21,64.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,637,2,4.9,82,28,1.16,67
"Florence, SC",84,NA,NA,NA,20,EAS,36,638,1,4.449999999999999,78.5,25,1.11,65
"Florence, SC",84,NA,NA,NA,20,EAS,36,638,2,4.35,78,26,1.13,66
"Florence, SC",84,NA,NA,NA,20,EAS,36,649,1,4.300000000000001,79.5,30,1.08,65.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,649,2,4.449999999999999,78,30,1.1,64.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,679,1,4.4,79,30,1.1,66.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,679,2,4.55,77.5,29,1.14,67
"Florence, SC",84,NA,NA,NA,20,EAS,36,681,1,4.3,81,26,1.1,64.5
"Florence, SC",84,NA,NA,NA,20,EAS,36,681,2,4.95,83.5,26,1.09,64
"Florence, SC",84,NA,NA,NA,20,EAS,36,689,1,4.8,81,25,1.16,65
"Florence, SC",84,NA,NA,NA,20,EAS,36,689,2,4.5,83.5,27,1.15,65
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,80,1,4.45,79,22,1.22,67
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,80,2,4.55,77,24,1.17,68
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,450,1,4.05,76.5,26,1.21,67.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,450,2,3.8499999999999996,75.5,24,1.15,66
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,513,1,4.15,79,26,1.24,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,513,2,3.8,78,27,1.16,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,570,1,3.45,79.5,28,1.3,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,570,2,4.3,75,26,1.26,67
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,574,1,4.1,74.5,25,1.21,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,574,2,3.9,78.5,26,1.19,66.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,575,1,3.9,79.5,23,1.19,65
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,575,2,4.55,76,24,1.12,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,603,1,3.95,78.5,26,1.23,66
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,603,2,3.75,78.5,23,1.2,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,611,1,3.75,78.5,24,1.23,66.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,611,2,3.95,77,26,1.22,66
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,635,1,3.7,81,25,1.12,68.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,635,2,4.2,80,24,1.06,66
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,637,1,4.6,78.5,25,1.19,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,637,2,4.699999999999999,77,26,1.26,67
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,638,1,3.85,76.5,25,1.2,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,638,2,3.75,77,24,1.16,66.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,649,1,NA,NA,NA,NA,NA
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,649,2,4.5,76.5,30,1.19,65.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,679,1,4.1,79,27,1.19,68.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,679,2,4.199999999999999,77.5,26,1.13,66.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,681,1,4.35,79,27,1.14,67.5
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,681,2,4.45,79,25,1.21,67
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,689,1,4.5,80.5,24,1.21,67
"Belle Mina, AL",84,NA,NA,NA,20,EAS,87,689,2,4.699999999999999,80,23,1.17,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,80,1,5,78,27,1.2,65
"Midville, GA",84,NA,NA,NA,20,EAS,130,80,2,4.9,77.5,24,1.18,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,450,1,4.25,78.5,29,1.24,63.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,450,2,4.6,78,27,1.26,66
"Midville, GA",84,NA,NA,NA,20,EAS,130,513,1,5.15,79,27,1.22,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,513,2,4.6,78.5,27,1.22,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,570,1,4.15,78,28,1.35,63
"Midville, GA",84,NA,NA,NA,20,EAS,130,570,2,4.4,77,29,1.3,63.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,574,1,4.4,81,27,1.33,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,574,2,4.199999999999999,78.5,28,1.26,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,575,1,4.85,79.5,27,1.23,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,575,2,5,78,27,1.21,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,593,1,4.3,76.5,30,1.32,64
"Midville, GA",84,NA,NA,NA,20,EAS,130,593,2,4.25,76.5,29,1.32,66
"Midville, GA",84,NA,NA,NA,20,EAS,130,603,1,4.1,79.5,29,1.26,67.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,603,2,4.35,78.5,26,1.25,64
"Midville, GA",84,NA,NA,NA,20,EAS,130,611,1,4.05,79.5,30,1.3,66
"Midville, GA",84,NA,NA,NA,20,EAS,130,611,2,4.4,76,26,1.25,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,635,1,4.6,79.5,24,1.2,66.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,635,2,4.35,79.5,25,1.15,66
"Midville, GA",84,NA,NA,NA,20,EAS,130,637,1,4.2,81,30,1.29,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,637,2,4.1,77.5,28,1.27,65
"Midville, GA",84,NA,NA,NA,20,EAS,130,638,1,4.1,75,28,1.24,64
"Midville, GA",84,NA,NA,NA,20,EAS,130,638,2,4.199999999999999,77,27,1.3,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,649,1,4.55,75,30,1.21,65.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,649,2,4.25,75.5,30,1.2,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,679,1,3.9,79.5,32,1.24,66.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,679,2,3.25,76.5,28,1.19,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,681,1,4.75,76.5,26,1.2,66
"Midville, GA",84,NA,NA,NA,20,EAS,130,681,2,4.699999999999999,78.5,29,1.16,66.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,689,1,4.5,78,28,1.2,64.5
"Midville, GA",84,NA,NA,NA,20,EAS,130,689,2,3.8,78,30,1.24,64.5
"College Station, TX",84,NA,NA,NA,30,CEN,19,80,1,4.35,69,27,1.22,64
"College Station, TX",84,NA,NA,NA,30,CEN,19,80,2,4.55,70.5,26,1.21,64.5
"College Station, TX",84,NA,NA,NA,30,CEN,19,469,1,4.550000000000001,72,25,1.18,65
"College Station, TX",84,NA,NA,NA,30,CEN,19,469,2,4.300000000000001,71,28,1.19,64
"College Station, TX",84,NA,NA,NA,30,CEN,19,574,1,4.199999999999999,69,26,1.15,64.5
"College Station, TX",84,NA,NA,NA,30,CEN,19,574,2,4.2,67,27,1.2,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,575,1,4.35,70.5,24,1.19,65.5
"College Station, TX",84,NA,NA,NA,30,CEN,19,575,2,4.55,69,24,1.18,67
"College Station, TX",84,NA,NA,NA,30,CEN,19,611,1,4.5,69,25,1.22,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,611,2,4.449999999999999,65,26,1.21,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,635,1,4.8,68.5,23,1.02,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,635,2,4.4,66,26,1.09,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,638,1,3.8,68,27,1.16,65
"College Station, TX",84,NA,NA,NA,30,CEN,19,638,2,4.05,65.5,26,1.19,65
"College Station, TX",84,NA,NA,NA,30,CEN,19,649,1,4.2,66.5,26,1.15,65
"College Station, TX",84,NA,NA,NA,30,CEN,19,649,2,4.2,68,28,1.17,66
"College Station, TX",84,NA,NA,NA,30,CEN,19,679,1,4.3,63.5,31,1.13,66.5
"College Station, TX",84,NA,NA,NA,30,CEN,19,679,2,4.4,66.5,30,1.14,66
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,80,1,4.45,65.5,26,1.09,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,80,2,3.75,68.5,25,1.08,65
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,469,1,4.65,68,25,1.1,65.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,469,2,4.55,70,25,1.13,65.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,574,1,4.7,63.5,25,1.02,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,574,2,4.55,65.5,24,1.03,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,575,1,4.45,67,22,1.01,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,575,2,4.2,67,22,1.1,66.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,611,1,3.8,68.5,27,1.1,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,611,2,4.5,68,26,1.14,65.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,635,1,4.55,65.5,23,1,66.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,635,2,5.15,67,21,0.96,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,638,1,4.25,66.5,25,1.06,66.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,638,2,3.95,68,25,1.06,64
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,649,1,4.85,70.5,30,1.05,65.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,649,2,4.699999999999999,67.5,29,1.06,64.5
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,679,1,4.05,66.5,30,1.12,67
"Weslaco, TX",84,NA,NA,NA,30,CEN,21,679,2,4.550000000000001,67.5,28,1.07,66
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,80,1,4.9,78,25,1.15,65
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,80,2,4.9,75,25,1.11,64.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,469,1,4.6,77,26,1.22,66.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,469,2,4.800000000000001,77.5,24,1.26,67
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,574,1,4.550000000000001,75.5,24,1.16,65.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,574,2,4.55,76,28,1.16,66.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,575,1,5.2,78,26,1.19,66
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,575,2,5.15,73.5,23,1.22,65
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,611,1,4.75,77.5,26,1.2,65
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,611,2,4.550000000000001,74,28,1.21,65.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,635,1,4.75,73.5,24,1.05,65.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,635,2,4.45,75,23,1.06,64.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,638,1,4.35,74.5,26,1.14,65
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,638,2,4.199999999999999,74.5,25,1.19,65
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,649,1,4.35,77,30,1.19,64
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,649,2,4.6,76,31,1.19,66.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,679,1,4.550000000000001,78,30,1.18,67.5
"Bossier City, LA",84,NA,NA,NA,30,CEN,23,679,2,4.45,77,26,1.19,67
"Beeville, TX",84,NA,NA,NA,30,CEN,72,80,1,4.35,68,24,1.06,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,80,2,4.55,71.5,24,1.08,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,469,1,4.4,64.5,25,1.08,64.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,469,2,4.2,70,26,1.07,64.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,574,1,4.15,69.5,25,1.1,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,574,2,3.9,67,24,1.06,63
"Beeville, TX",84,NA,NA,NA,30,CEN,72,575,1,4.6,68.5,23,1.07,65
"Beeville, TX",84,NA,NA,NA,30,CEN,72,575,2,4.4,62,23,1.04,62
"Beeville, TX",84,NA,NA,NA,30,CEN,72,611,1,4.45,70.5,24,1.08,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,611,2,4.25,67.5,26,1.11,64
"Beeville, TX",84,NA,NA,NA,30,CEN,72,635,1,4.4,70.5,24,1.02,65
"Beeville, TX",84,NA,NA,NA,30,CEN,72,635,2,4.449999999999999,72.5,26,0.99,65
"Beeville, TX",84,NA,NA,NA,30,CEN,72,638,1,3.95,71.5,22,1.08,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,638,2,3.75,70,25,1.08,65
"Beeville, TX",84,NA,NA,NA,30,CEN,72,649,1,4.5,69.5,28,1.01,63
"Beeville, TX",84,NA,NA,NA,30,CEN,72,649,2,4.199999999999999,72,27,1.06,64.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,679,1,4.15,73,26,1.06,65.5
"Beeville, TX",84,NA,NA,NA,30,CEN,72,679,2,4.35,72,28,1.05,67.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,80,1,4.75,79,21,1.13,67.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,80,2,4.65,76,24,1.15,64.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,574,1,4.45,75.5,21,1.13,67
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,574,2,4.4,76.5,26,1.15,65.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,575,1,4.85,77.5,26,1.21,65.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,575,2,4.6,75.5,23,1.14,65
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,603,1,4.35,77.5,24,1.19,65.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,603,2,4.45,79,24,1.18,66
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,611,1,4.45,78.5,25,1.17,67
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,611,2,4.35,76,27,1.19,65
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,635,1,4.15,77.5,22,1.1,67
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,635,2,4.05,76,22,1.09,66.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,638,1,4.550000000000001,75.5,22,1.12,65
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,638,2,4.25,74,23,1.14,64.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,649,1,4.6,79,27,1.16,65
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,649,2,4.699999999999999,74.5,25,1.14,65
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,679,1,4.25,79,26,1.13,68
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,679,2,4.1,77,27,1.17,67.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,690,1,4.300000000000001,75,24,1.21,66.5
"Saint Joseph, LA",84,NA,NA,NA,40,DEL,24,690,2,4.199999999999999,74,23,1.2,65.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,80,1,4.45,78,22,1.16,66
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,80,2,4.6,78.5,22,1.2,66.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,574,1,4.25,76,27,1.22,65
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,574,2,4,67.5,26,1.24,66.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,575,1,4.7,77.5,24,1.19,66
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,575,2,4.4,76.5,27,1.23,65
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,603,1,4.5,77,26,1.21,65
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,603,2,3.9499999999999997,78,27,1.2,67
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,611,1,4.45,77.5,25,1.2,64.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,611,2,4.25,77,26,1.22,63
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,635,1,4.4,75.5,24,1.14,67
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,635,2,4.05,74.5,26,1.11,65.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,638,1,4.15,74.5,24,1.19,64.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,638,2,3.8,78,27,1.19,65.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,649,1,4.35,78,25,1.21,67
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,649,2,4.300000000000001,78.5,28,1.22,66.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,679,1,4.2,77,28,1.21,69
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,679,2,4.05,77,29,1.25,66.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,690,1,4.45,76.5,24,1.22,65.5
"Stoneville, MS",84,NA,NA,NA,40,DEL,25,690,2,4,76.5,23,1.22,66.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,80,1,4.25,79,24,1.24,65.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,80,2,3.95,76.5,25,1.22,65
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,574,1,4.35,77.5,27,1.14,66.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,574,2,4.55,78.5,25,1.19,67
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,575,1,5.05,80,23,1.2,66.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,575,2,5.05,79.5,27,1.23,66
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,603,1,4.5,77.5,24,1.25,66
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,603,2,4.300000000000001,78,26,1.24,68
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,611,1,4.8,80,26,1.22,66
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,611,2,4.25,77.5,26,1.26,65.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,635,1,4.1,79.5,26,1.11,66
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,635,2,4.05,79,26,1.14,66.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,638,1,4,76.5,26,1.25,66
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,638,2,4.15,77.5,26,1.22,65.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,649,1,4.25,75,30,1.24,65
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,649,2,5,73.5,27,1.15,67.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,679,1,4.1,76,26,1.23,67.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,679,2,4.15,76.5,29,1.21,67.5
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,690,1,4.35,77,26,1.26,65
"Clarkedale, AR",84,NA,NA,NA,40,DEL,27,690,2,4.15,77.5,25,1.23,64.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,80,1,4.699999999999999,67.5,27,1.19,63
"Portageville, MO",84,NA,NA,NA,40,DEL,75,80,2,4.35,69,26,1.19,65.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,574,1,4.35,68.5,26,1.08,66
"Portageville, MO",84,NA,NA,NA,40,DEL,75,574,2,4.45,68.5,26,1.11,66.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,575,1,4.55,67.5,33,1.24,65.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,575,2,4.7,69,28,1.16,65.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,603,1,4.2,62.5,24,1.25,63.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,603,2,4.5,66,28,1.21,65.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,611,1,4.5,68.5,27,1.22,63.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,611,2,4.6,65.5,24,1.14,64
"Portageville, MO",84,NA,NA,NA,40,DEL,75,635,1,4.65,65.5,23,1.12,64.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,635,2,4.75,68.5,27,1.2,66.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,638,1,4.55,68,27,1.2,64.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,638,2,4.7,68.5,25,1.25,66
"Portageville, MO",84,NA,NA,NA,40,DEL,75,649,1,4.5,71.5,27,1.24,65.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,649,2,4.95,69.5,26,1.22,66
"Portageville, MO",84,NA,NA,NA,40,DEL,75,679,1,4.5,66.5,30,1.23,66.5
"Portageville, MO",84,NA,NA,NA,40,DEL,75,679,2,4.25,61,31,1.18,64
"Portageville, MO",84,NA,NA,NA,40,DEL,75,690,1,4.25,68,25,1.21,63
"Portageville, MO",84,NA,NA,NA,40,DEL,75,690,2,4.5,68,26,1.18,65
"University park, NM",84,NA,NA,NA,52,WES,7,80,1,4.300000000000001,77.5,25,1.17,66
"University park, NM",84,NA,NA,NA,52,WES,7,80,2,4.35,78,25,1.21,66
"University park, NM",84,NA,NA,NA,52,WES,7,450,1,3.9,76,28,1.15,65
"University park, NM",84,NA,NA,NA,52,WES,7,450,2,4.25,76.5,28,1.16,65
"University park, NM",84,NA,NA,NA,52,WES,7,477,1,3.95,78,26,1.27,68
"University park, NM",84,NA,NA,NA,52,WES,7,477,2,3.9,75.5,29,1.25,67.5
"University park, NM",84,NA,NA,NA,52,WES,7,574,1,4.25,76.5,25,1.19,66.5
"University park, NM",84,NA,NA,NA,52,WES,7,574,2,4.25,76.5,27,1.16,65.5
"University park, NM",84,NA,NA,NA,52,WES,7,580,1,4.2,76.5,32,1.25,66
"University park, NM",84,NA,NA,NA,52,WES,7,580,2,4.15,76.5,30,1.3,66.5
"University park, NM",84,NA,NA,NA,52,WES,7,635,1,4.300000000000001,74.5,25,1.06,65
"University park, NM",84,NA,NA,NA,52,WES,7,635,2,4.1,76,25,1.05,64
"University park, NM",84,NA,NA,NA,52,WES,7,639,1,4,76.5,31,1.25,68
"University park, NM",84,NA,NA,NA,52,WES,7,639,2,4.1,77.5,33,1.25,67
"University park, NM",84,NA,NA,NA,52,WES,7,649,1,4.25,77,32,1.23,64.5
"University park, NM",84,NA,NA,NA,52,WES,7,649,2,4.15,77,30,1.25,65.5
"University park, NM",84,NA,NA,NA,52,WES,7,679,1,4.2,77.5,28,1.24,68.5
"University park, NM",84,NA,NA,NA,52,WES,7,679,2,4.199999999999999,78,30,1.21,67.5
"University park, NM",84,NA,NA,NA,52,WES,7,701,1,4.05,74.5,32,1.31,66
"University park, NM",84,NA,NA,NA,52,WES,7,701,2,3.8,77.5,29,1.25,67
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,80,1,4.35,74.5,23,1.09,64.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,80,2,4.25,76.5,23,1.07,64.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,450,1,4.2,72.5,24,1.06,64
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,450,2,4.05,69,22,1.03,63.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,477,1,3.8499999999999996,74,30,1.14,65.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,477,2,3.95,75,27,1.17,66.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,574,1,4.4,72.5,25,1.09,64.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,574,2,3.9499999999999997,74,24,1.12,65
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,580,1,4.300000000000001,75,29,1.21,65.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,580,2,4.4,77,30,1.14,66
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,635,1,4.45,70,23,1.01,65.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,635,2,4.55,73.5,22,1.03,65
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,639,1,4,73.5,28,1.19,64
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,639,2,3.8499999999999996,76.5,28,1.15,65.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,649,1,4.35,77.5,28,1.13,64.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,649,2,4.25,79,26,1.08,65
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,679,1,3.9,76,31,1.13,66.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,679,2,4,79,27,1.12,67.5
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,701,1,3.95,77,29,1.22,65
"El Paso, TX(irri)",84,NA,NA,NA,52,WES,8,701,2,3.6,79.5,29,1.16,66.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,80,1,4.449999999999999,74,25,1.1,61.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,80,2,4.550000000000001,72,26,1.07,62
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,477,1,4.05,71.5,32,1.17,65.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,477,2,3.9,72.5,31,1.19,64.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,574,1,4.6,74.5,25,1.08,62.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,574,2,4.55,74,25,1.07,62
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,580,1,4.300000000000001,73.5,34,1.18,65
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,580,2,4.4,71,32,1.2,64.5
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,635,1,4.9,74,25,1.04,64
"Pecos, TX(irri)",84,NA,NA,NA,52,WES,9,635,2,4.949999999999999,72.5,26,1,64
