loc,yr,var,sample,breeder,regcode,reg,loccode,vcode,rep,mean_mic,mean_rd,mean_str,mean_uhm,mean_ui
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,498,1,3.8499999999999996,76.5,28,1.16,65.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,498,2,3.9,75.5,30,1.14,63.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,254,1,3.8,78,24,1.14,60.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,254,2,4.25,76.5,24,1.1,62.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,499,1,4.15,71.5,24,1.02,61.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,499,2,3.8499999999999996,75.5,24,0.99,62.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,80,1,3.7,75,25,1.06,61
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,80,2,3.95,76.5,26,1.11,62.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,402,1,4,63,25,1.13,60.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,402,2,4,75.5,25,1.1,61
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,544,1,4.6,73,24,1.03,62
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,544,2,4.25,65,27,1.05,63
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,399,1,4.35,76,28,1.14,63.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,399,2,4.5,76.5,28,1.16,64.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,566,1,4.15,67.5,24,0.96,63.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,566,2,4.199999999999999,75,23,1.04,63
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,400,1,4.4,76,23,1.06,63.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,400,2,4.4,75,23,1.03,63.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,532,1,3.95,71,22,1,62
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,532,2,3.6500000000000004,72,23,1.01,62.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,529,1,3.9,76,24,0.99,67
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,529,2,4.2,75,28,1.03,65.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,569,1,4.8,71,23,0.9,64.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,569,2,4.5,70.5,24,0.94,65
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,568,1,3.9,73,24,1.01,63
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,568,2,4.05,75,24,1.06,63
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,567,1,5.3,70,21,0.94,64
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,567,2,5.25,73.5,22,0.91,65
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,152,1,3.6,74.5,25,1.04,61
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,152,2,3.9,75,26,1.08,62.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,571,1,3.6,75,23,1.04,62
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,571,2,3.6500000000000004,78.5,24,1.02,61.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,572,1,3.75,75,25,1.01,61.5
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,572,2,4,71.5,24,1.02,61
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,573,1,3.6500000000000004,73.5,23,0.96,63
"Lubbock, TX",80,NA,NA,NA,11,PLA,12,573,2,3.9,74,26,1,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,498,1,3.45,77,28,1.11,65
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,498,2,3.4,77,27,1.03,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,254,1,4.1,76.5,23,1.06,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,254,2,3.8,76.5,22,1.03,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,499,1,4.05,71,23,0.99,63.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,499,2,3.8499999999999996,74,24,0.92,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,80,1,3.75,75,23,1.05,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,80,2,3.9000000000000004,73,27,0.99,66
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,402,1,3.95,74,24,1.06,62
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,402,2,3.8499999999999996,70.5,23,1.04,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,544,1,4.1,68,24,0.97,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,544,2,4.05,75,26,1.02,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,399,1,3.9,67.5,28,1.09,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,399,2,4.25,76.5,29,1.1,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,566,1,4.45,68.5,24,0.97,65
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,566,2,4.1,71.5,23,0.94,64.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,400,1,3.3499999999999996,73,25,1,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,400,2,4,75,23,0.95,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,532,1,3.3,64.5,22,0.92,62
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,532,2,3.7,73.5,24,1,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,529,1,3.6500000000000004,76.5,26,0.95,65
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,529,2,3.7,74.5,25,0.93,65.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,569,1,4.2,68.5,22,0.86,65
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,569,2,4.15,73.5,23,0.84,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,568,1,3.8499999999999996,71,23,1,64
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,568,2,3.8,76,25,0.96,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,567,1,4.45,73,22,0.89,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,567,2,4.65,76,24,0.85,64.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,152,1,3.45,74.5,24,0.96,62.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,152,2,3.2,73.5,24,0.95,61.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,571,1,3.75,76.5,23,0.98,62
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,571,2,3.8499999999999996,74.5,24,1.01,63
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,572,1,3.55,76.5,23,0.99,61.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,572,2,3.75,72.5,24,0.98,61.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,573,1,3.5,76,23,0.89,61.5
"Lamesa, TX(dry)",80,NA,NA,NA,11,PLA,163,573,2,3.45,67.5,23,0.91,61.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,498,1,4.65,72,25,1.2,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,498,2,4.35,68,28,1.14,66
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,254,1,4.85,69.5,25,1.23,66
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,254,2,4.949999999999999,68,24,1.09,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,499,1,4.85,68.5,23,1.1,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,499,2,4.699999999999999,68,22,1.05,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,80,1,5,70.5,20,1.12,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,80,2,5,68,25,1.13,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,402,1,4.4,71,26,1.18,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,402,2,5,68,24,1.14,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,544,1,5.05,69.5,24,1.16,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,544,2,5.1,68,22,1.07,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,399,1,4.2,70.5,24,1.15,67
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,399,2,4.6,70.5,29,1.1,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,567,1,5.75,70,21,0.9,66.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,567,2,5.9,67,19,0.93,67
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,566,1,4.65,69,22,1.04,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,566,2,4.95,65.5,20,0.94,66
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,400,1,4.85,68.5,26,1.13,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,400,2,5.45,69.5,21,1.03,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,568,1,4.45,72,27,1.15,66
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,568,2,5.4,62,22,1.05,66.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,532,1,4.25,69.5,24,1.06,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,532,2,4.65,59.5,19,0.98,65
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,529,1,4.85,67,20,1.05,68
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,529,2,4.800000000000001,69,24,1,67.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,569,1,5.5,68.5,21,0.97,68
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,569,2,5.35,66,22,0.92,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,152,1,4.1,72.5,29,1.16,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,152,2,4.35,69.5,24,1.09,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,571,1,3.8499999999999996,69.5,20,1.09,64
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,571,2,4.25,63.5,21,1.02,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,572,1,4.800000000000001,68,23,1.13,65.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,572,2,5.25,68,22,1.01,64.5
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,573,1,5.050000000000001,60,21,1.05,66
"Chickasha, OK(irri)",80,NA,NA,NA,12,PLA,41,573,2,4.35,69.5,23,1.04,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,498,1,4.25,70,29,1.18,67
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,498,2,4.6,67,31,1.21,67.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,254,1,5.25,67.5,24,1.18,66
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,254,2,5,67,23,1.17,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,499,1,4.85,69,24,0.99,64.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,499,2,5.2,64.5,23,1.08,64
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,80,1,4.95,70.5,26,1.16,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,80,2,5.1,64,23,1.17,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,402,1,5.15,70.5,26,1.24,64.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,402,2,5.1,69,25,1.15,66
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,544,1,5.5,69,24,1.1,65
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,544,2,5.2,67.5,22,1.1,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,399,1,5.5,67.5,29,1.14,67
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,399,2,5.300000000000001,67.5,30,1.21,67.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,567,1,5.95,68.5,22,0.94,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,567,2,6.2,64.5,21,0.94,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,566,1,5,71,20,1.06,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,566,2,4.95,64.5,19,1.1,65
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,400,1,5.2,72,23,1.06,67
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,400,2,5.05,64,24,1.09,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,568,1,5,73,27,1.16,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,568,2,4.25,70.5,26,1.12,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,532,1,4.45,69.5,25,1.07,64
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,532,2,4.65,70.5,21,1.08,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,529,1,5.1,68.5,26,1.04,69
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,529,2,5.5,70,24,0.97,67.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,569,1,5.2,68,22,0.93,68
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,569,2,5.699999999999999,64.5,24,0.97,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,152,1,4.55,69.5,24,1.1,64
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,152,2,4.55,62,27,1.14,64.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,571,1,4.5,71.5,22,1.1,65
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,571,2,4.1,68,19,1.09,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,572,1,5,68.5,23,1.07,65
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,572,2,5.15,71.5,20,1.02,66.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,573,1,4.8,69,23,0.99,65.5
"Mangum, OK(dry)",80,NA,NA,NA,12,PLA,39,573,2,4.5,70,24,1.02,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,498,1,4.75,65,28,1.15,68.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,498,2,4.55,71.5,29,1.14,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,254,1,4.85,69.5,24,1.14,63.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,254,2,5.25,69,22,1.15,65
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,499,1,4.949999999999999,66.5,22,1.04,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,499,2,5.35,72,23,1.06,65
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,80,1,5.35,71,21,1.12,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,80,2,5.45,68,21,1.07,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,402,1,4.95,69,25,1.18,67
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,402,2,4.699999999999999,67.5,23,1.16,67
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,544,1,5.050000000000001,65.5,22,1.08,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,544,2,5.4,65,23,1.09,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,399,1,4.65,63,27,1.1,66.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,399,2,5.050000000000001,55.5,26,1.13,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,567,1,6.3,67,22,0.92,67
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,567,2,6.55,68.5,21,0.92,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,566,1,5.45,64,23,1.05,66.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,566,2,5.35,67.5,20,0.97,66.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,400,1,5.15,69,22,1,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,400,2,5.8,67,22,1.05,67.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,568,1,4.65,70.5,22,1.08,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,568,2,5.2,69.5,21,1.07,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,532,1,4.95,71,21,1.1,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,532,2,4.550000000000001,72.5,21,1.09,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,529,1,5.199999999999999,62.5,24,1,69
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,529,2,5.25,69,22,1,68.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,569,1,5.6,67.5,19,0.96,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,569,2,5.65,65,22,0.96,68
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,152,1,4.6,70.5,22,1.05,64
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,152,2,4.5,68.5,23,1.07,67
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,571,1,4.45,68.5,23,1.12,66
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,571,2,4.55,74.5,23,1.12,64.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,572,1,4.8,68,22,1.03,65.5
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,572,2,4.7,66,22,1.08,65
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,573,1,4.699999999999999,71.5,20,1.05,67
"Altus, OK(irri)",80,NA,NA,NA,12,PLA,16,573,2,5.050000000000001,67,20,0.96,65.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,498,1,4.199999999999999,65.5,27,1.01,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,498,2,4.5,69,27,1.06,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,254,1,4.85,70,22,0.97,62
"Auburn, AL",80,NA,NA,NA,20,EAS,33,254,2,4.45,69.5,22,1.03,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,499,1,4.85,64,19,0.89,62
"Auburn, AL",80,NA,NA,NA,20,EAS,33,499,2,4.449999999999999,70.5,22,0.99,61.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,80,1,5.45,69.5,22,1.02,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,80,2,5.15,57.5,22,1.01,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,468,1,4.7,65.5,20,1.06,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,468,2,4.95,69.5,20,1.03,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,570,1,5,67.5,23,1.07,61.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,570,2,4.65,69,23,1.04,61.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,462,1,4.65,71,24,1.06,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,462,2,4.75,63.5,23,1.1,64.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,603,1,4.85,65,21,1,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,603,2,4.9,70,23,0.99,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,475,1,4.9,71,22,1.01,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,475,2,4.449999999999999,68.5,21,1.05,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,469,1,5.1,66,23,1,64
"Auburn, AL",80,NA,NA,NA,20,EAS,33,469,2,5.35,71,23,1.08,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,597,1,4.75,69.5,23,1,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,597,2,4.65,69,22,0.97,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,450,1,4.949999999999999,70,24,1.04,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,450,2,5,63,21,1.01,63
"Auburn, AL",80,NA,NA,NA,20,EAS,33,574,1,4.949999999999999,61.5,21,1.01,63.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,574,2,4.8,66,22,1.02,62.5
"Auburn, AL",80,NA,NA,NA,20,EAS,33,611,1,5.25,60,22,1.07,64
"Auburn, AL",80,NA,NA,NA,20,EAS,33,611,2,5.35,69,22,1.04,62.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,498,1,3.6500000000000004,72.5,30,1.23,67
"Jackson, TN",80,NA,NA,NA,20,EAS,30,498,2,3.7,74,27,1.21,68
"Jackson, TN",80,NA,NA,NA,20,EAS,30,254,1,3.7,71.5,26,1.25,65
"Jackson, TN",80,NA,NA,NA,20,EAS,30,254,2,4.1,70,26,1.29,66
"Jackson, TN",80,NA,NA,NA,20,EAS,30,499,1,3.9,73.5,22,1.12,65.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,499,2,3.5,73.5,24,1.14,64
"Jackson, TN",80,NA,NA,NA,20,EAS,30,80,1,4.300000000000001,69.5,25,1.23,64
"Jackson, TN",80,NA,NA,NA,20,EAS,30,80,2,4.35,68.5,26,1.23,65
"Jackson, TN",80,NA,NA,NA,20,EAS,30,468,1,4.35,68.5,24,1.23,65.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,468,2,4.15,72,25,1.24,65.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,570,1,4.25,72,27,1.23,65.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,570,2,4.15,69,28,1.24,64
"Jackson, TN",80,NA,NA,NA,20,EAS,30,462,1,3.95,74,28,1.27,65
"Jackson, TN",80,NA,NA,NA,20,EAS,30,462,2,3.95,73,27,1.26,66
"Jackson, TN",80,NA,NA,NA,20,EAS,30,603,1,4.1,72,26,1.2,63.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,603,2,4.2,72,26,1.17,65.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,475,1,3.75,68.5,26,1.21,62
"Jackson, TN",80,NA,NA,NA,20,EAS,30,475,2,4.15,72,26,1.16,63
"Jackson, TN",80,NA,NA,NA,20,EAS,30,469,1,4.699999999999999,70,28,1.22,66.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,469,2,4.3,69.5,26,1.25,67
"Jackson, TN",80,NA,NA,NA,20,EAS,30,597,1,4.199999999999999,73.5,28,1.21,65
"Jackson, TN",80,NA,NA,NA,20,EAS,30,597,2,3.95,74,27,1.22,66.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,450,1,3.8,73,26,1.21,63.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,450,2,4.2,71.5,25,1.18,63.5
"Jackson, TN",80,NA,NA,NA,20,EAS,30,574,1,4.199999999999999,73.5,24,1.19,64
"Jackson, TN",80,NA,NA,NA,20,EAS,30,574,2,3.75,73.5,26,1.18,62
"Jackson, TN",80,NA,NA,NA,20,EAS,30,611,1,3.8,71.5,26,1.23,65
"Jackson, TN",80,NA,NA,NA,20,EAS,30,611,2,3.9499999999999997,74,24,1.24,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,498,1,4.05,74.5,30,1.16,66
"Milan, TN",80,NA,NA,NA,20,EAS,171,498,2,4.1,73.5,28,1.22,68
"Milan, TN",80,NA,NA,NA,20,EAS,171,254,1,4.1,73.5,21,1.24,66
"Milan, TN",80,NA,NA,NA,20,EAS,171,254,2,4.300000000000001,74,23,1.2,65
"Milan, TN",80,NA,NA,NA,20,EAS,171,499,1,4.05,70,22,1.01,62.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,499,2,3.9,74.5,23,1.04,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,80,1,4.6,71,25,1.15,63
"Milan, TN",80,NA,NA,NA,20,EAS,171,80,2,4.65,72,24,1.15,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,468,1,4,64,26,1.22,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,468,2,3.8499999999999996,72,24,1.2,62.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,570,1,4.3,71.5,28,1.23,63
"Milan, TN",80,NA,NA,NA,20,EAS,171,570,2,4.25,71.5,25,1.24,65
"Milan, TN",80,NA,NA,NA,20,EAS,171,462,1,4.3,73,26,1.28,64
"Milan, TN",80,NA,NA,NA,20,EAS,171,462,2,4.05,74,24,1.24,65.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,603,1,4.45,71,24,1.16,65
"Milan, TN",80,NA,NA,NA,20,EAS,171,603,2,4.300000000000001,70.5,24,1.17,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,475,1,4.15,71.5,22,1.21,63
"Milan, TN",80,NA,NA,NA,20,EAS,171,475,2,3.9,73.5,23,1.18,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,469,1,4.65,72.5,24,1.21,63.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,469,2,4.35,69.5,25,1.22,63
"Milan, TN",80,NA,NA,NA,20,EAS,171,597,1,4.2,72,25,1.24,64.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,597,2,3.95,72.5,26,1.23,64.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,450,1,4.35,73,24,1.13,64
"Milan, TN",80,NA,NA,NA,20,EAS,171,450,2,4.15,70,23,1.16,64.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,574,1,4.2,73.5,23,1.18,65
"Milan, TN",80,NA,NA,NA,20,EAS,171,574,2,4.15,68,22,1.19,64
"Milan, TN",80,NA,NA,NA,20,EAS,171,611,1,4.4,69.5,25,1.16,62.5
"Milan, TN",80,NA,NA,NA,20,EAS,171,611,2,4.199999999999999,70,25,1.08,62.5
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,498,1,4.55,66.5,28,1.22,68.5
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,498,2,4.4,69.5,31,1.23,67
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,254,1,4.699999999999999,58,25,1.14,65
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,254,2,4.35,64,23,1.14,64
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,499,1,4.65,63.5,22,1.11,63.5
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,499,2,4.4,67.5,22,1.09,65
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,80,1,4.949999999999999,66.5,24,1.16,65.5
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,80,2,5.05,67.8,27,1.09,63.5
"Ames Plantation, TN",80,NA,NA,NA,20,EAS,167,468,1,4.5,71,25,1.2,65.5
